arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3
SW1,3,0.001,1,none,0.9709625,1,1,0,0,-0.1053977087,0.5662631392,-0.8095986247,0.4584981501,0.5238717198,10.07714398,0,0,-1.179466963,1.898707509,-2.204657078,0.2301490009,0.4541098773,14.28624916,0,0,-1.933986664,5.943342209,-8.442829132,0.3664961457,83.29314796,0,0,2.092433691,4.268737316,-1.162027955,0.709569037,56.89953309,1.083019257,2.124087095,2.898586988,1.161844015,1.420772433
SW1,3,0.001,2,none,0.9113875,1,1,0,0,0.1576228738,0.7838249207,-2.772964239,0.57764256,0.6446452737,9.243402674,0,0,-8.355977058,4.309761524,-16.96032906,-0.009120685048,0.00240200921,11.65789013,0,0,-0.3038160801,2.128316879,-1.614125252,0.5071579218,79.28633032,0,0,2.722540379,3.149235964,0.6736450195,0.8693125844,43.30005208,1.535346985,2.794552088,5.38423872,2.593966246,3.608238935
SW1,3,0.001,3,none,0.7422583333,0.9750000238,0.9750000238,0,0,-0.4656887054,0.7117953897,-5.75306797,0.2949121892,0.3640519381,9.08647118,0,0,-10.84893227,4.374515533,-22.20641708,-0.01193679217,-0.003515308723,12.79985372,0,0,-0.08431693912,0.5720952153,-0.5055171251,0.4724179208,71.38771061,0,0,0.7082539797,1.594454646,0.2789630592,0.7599340677,46.52633447,1.671141744,4.364161968,8.980223656,4.803544044,6.076899052
SW1,3,0.001,4,none,0.7121791667,0.9633333683,0.9633333683,0,0,-0.8221538663,0.8638564944,-7.302591324,0.2394704521,0.3264455199,8.445323833,0,0,-11.86185932,4.765460491,-25.66958427,-0.00893702358,-0.004101081286,11.91429477,0,0,-0.08610584587,0.4292623103,-0.4485757649,0.4696865976,70.09268217,0,0,0.3178081214,1.253941655,-0.116841495,0.6422032118,53.34644718,1.942389369,5.210967064,11.75119972,5.882280827,7.093343258
SW1,3,0.001,5,none,0.69218125,0.9808333516,0.9808333516,0,0,-1.258054018,0.8607453108,-7.033745289,0.1324222088,0.1961969435,8.498990126,0,0,-12.20173073,5.117553234,-24.53121948,-0.00932400208,-0.003914015368,12.00359073,0,0,-0.09933307022,0.4209502339,-0.4919193089,0.4664918184,71.86810779,0,0,0.2376504093,1.431270361,-0.4316550791,0.6168134212,55.66882623,2.023103952,5.914259911,13.5755043,6.607363224,7.833336353
SW1,3,0.001,6,none,0.68963125,0.9775000215,0.9775000215,0,0,-2.212291002,1.126545668,-7.088022709,0.0227275975,0.04564092681,8.167481152,0,0,-10.14710426,3.815372705,-22.07034302,-0.01149451081,-0.004923887551,12.11987373,0,0,-0.08985823393,0.4110094607,-0.5677448511,0.4651640058,71.58689361,0,0,0.0192935653,1.74739933,-0.4481388927,0.5623955131,61.69897914,2.512455225,6.590871811,15.64001846,6.953681469,8.612983704
SW1,3,0.001,7,none,0.6983916667,0.9791666865,0.9791666865,0,0,-2.208888292,1.456973195,-8.39666748,0.03534966707,0.07528495789,7.612229721,0,0,-9.67041111,3.6539886,-21.05354309,-0.01076214481,-0.003838063916,12.46610893,0,0,-0.05740383267,0.3244584799,-0.3653436303,0.4744847119,70.15487224,0,0,0.1446945667,1.751235127,-0.5583744645,0.5990227461,59.33941236,2.574023724,7.112049103,17.31292915,7.345786095,9.043828011
SW1,3,0.001,8,none,0.6864125,0.9916666746,0.9916666746,0,0,-2.370468855,1.24959743,-9.71318531,0.03242900223,0.07043872029,6.696099223,0,0,-10.67404938,4.251280308,-23.82421684,-0.009243130684,-0.003638293827,12.61888958,0,0,-0.05738076195,0.3208886385,-0.3281104565,0.4770185351,71.60446544,0,0,0.2347155064,1.755944967,-0.6215984821,0.6292673945,60.43129506,2.562660456,7.94137001,18.72073746,7.763237476,9.72782135
SW1,3,0.001,9,none,0.7227583333,0.9625000358,0.9625000358,0,0,-1.977554321,1.067928433,-9.623518944,0.02634637058,0.04974562302,5.913113965,0,0,-9.959700584,3.810321093,-25.75541306,-0.007653760258,-0.002585142618,12.78872767,0,0,-0.0431715101,0.265935272,-0.2835098207,0.4822088778,70.42499822,0,0,0.1816748083,1.64300406,-0.52549088,0.6180126071,63.21095798,2.582017422,8.488799095,20.39501762,8.08817482,9.733903885
SW1,3,0.001,10,none,0.7569145833,0.9958333373,0.9958333373,0,0,-2.188272953,1.3575176,-12.14823914,0.003274492919,0.03630130738,5.95020867,0,0,-10.22441292,3.971637249,-22.77010155,-0.00781415496,-0.002424129751,13.03253054,0,0,-0.05764652416,0.315181613,-0.3321154416,0.4762291014,72.77495967,0,0,0.1631295234,1.762597799,-0.4227230549,0.6054176688,65.13440276,2.78463459,9.21436882,21.84536552,8.431229591,10.4212265
