arm,seed,task,online_acc,move_max,frozen,n_ub_ge_lnR,n_ub_gt_ZT,ub_max,lb_max,n_lb_gt_m70,n_ub_ge_exp0,gbar_median,adam_ratio_l1_med,adam_ratio_l2_med,adam_ratio_l2_max,epsfrac10_l1_med,epsfrac10_l2_med,l2_ratio_in_quanta
ELU1,0,1,0.9543625,5.326791162345478,False,100,100,6.90705655155529,-0.1830202842208011,100,100,0.6292923639760148,0.0008938295068219304,0.001752439420670271,0.00438656285405159,0.2232142835855484,0.0,1.2505825598793067e+34
ELU1,0,2,0.9452729167,21.23971715332517,False,100,100,7.090076835776092,0.0,100,100,0.49449625116621854,0.0004823309136554599,0.0006337460945360363,0.0024085245095193386,0.25637754797935486,0.0,4.5225632559398547e+33
ELU1,0,3,0.94799375,8.692339923765777,False,100,100,7.086914355729656,-0.0031624800464359537,100,100,0.33288239695554644,0.0003916565328836441,0.0004847319214604795,0.0018918191781267524,0.26147958636283875,0.0,3.45916258242698e+33
ELU1,0,4,0.93289375,9.930686824257018,False,100,100,7.077967622745711,-0.012109213030380853,100,100,0.19903360162020967,0.006353117525577545,0.012674877420067787,0.06119931861758232,0.8686224520206451,0.9050000011920929,9.04509477656131e+34
ELU1,0,5,0.906925,14.27730884839757,False,100,100,6.990457725763222,-0.09961911001286992,100,100,0.1418348630040598,0.011165074538439512,0.022019846364855766,0.11633659154176712,1.0,0.9800000190734863,1.5713887458990056e+35
ELU1,0,6,0.8975645833,24.500622514675218,False,100,100,6.89029065811015,-0.199786177665942,100,100,0.045636030648985436,0.008276866748929024,0.003614079672843218,0.050161171704530716,0.2818877547979355,0.0,2.5790934371604964e+34
ELU1,0,7,0.7307333333,27.20798873369201,False,100,100,5.989571706146048,-1.1005051296300434,100,100,0.049196108298979566,0.01261770585551858,0.0026970121543854475,0.19830045104026794,0.2806122303009033,0.0,1.9246521872732801e+34
ELU1,0,8,0.5593645833,32.06163400251009,False,100,100,5.757946386885334,-1.332130448890758,100,100,0.023571382947187143,0.05070449411869049,0.019902968779206276,0.5163255929946899,0.2729591727256775,0.0,1.4203233134060456e+35
ELU1,0,9,0.3211583333,38.34335392052919,False,96,96,4.646576568553057,-2.443500267223035,100,100,0.00961691278002669,0.04078054986894131,0.00578269362449646,0.6463938355445862,0.28316327929496765,0.0,4.1266680665940184e+34
ELU1,0,10,0.13356875,61.40061827845736,False,67,66,3.255236668916369,-3.8348401668597227,100,100,1.0849807340842467e-07,0.04449344612658024,1.1510587114571535e-06,0.9177461862564087,0.35076531767845154,0.4150000009685755,8.214229450481588e+30
ELU1,0,11,0.11959375,53.29729421752049,False,54,54,2.564960639339347,-4.525116196436745,99,100,4.087984017910107e-10,0.008402707520872355,3.2621621045723567e-10,0.35242271423339844,0.4330357164144516,1.0,2.3279566684918572e+27
ELU1,0,12,0.1104791667,63.02104910878669,False,34,33,1.098612291168688,-5.991464544607404,89,100,5.287321262769136e-16,0.00010406443834654056,5.605193857299268e-37,0.005183556582778692,0.7021683752536774,1.0,4.0
ELU1,0,13,0.1113020833,72.17694040293375,False,23,22,2.8093302387315626,-4.280746597044529,86,100,3.1042252081025516e-20,0.008004677714779973,5.605193857299268e-37,0.6514765024185181,0.5739796161651611,1.0,4.0
ELU1,0,14,0.1071979167,66.33441202395827,False,21,21,1.0986195128918506,-5.991457322884241,90,100,6.791485938859637e-20,0.00010664616274880245,5.605193857299268e-37,0.01315227895975113,0.7327806055545807,1.0,4.0
ELU1,0,15,0.1033083333,82.60258461991316,False,25,23,2.952528190594239,-4.137548645181853,85,100,2.8102435742504063e-18,0.03264119103550911,5.605193857299268e-37,1.5810656547546387,0.4285714328289032,1.0,4.0
ELU1,0,16,0.10484375,89.57302390696475,False,9,9,1.7917596653268735,-5.298317170449218,68,99,1.4046463225980046e-25,0.002942041028290987,5.605193857299268e-37,0.06016286462545395,0.7219387590885162,1.0,4.0
ELU1,0,17,0.1063125,106.01705806791236,False,14,14,1.9459161131169178,-5.144160722659174,75,98,9.297312302881519e-23,0.0005526383174583316,5.605193857299268e-37,0.06589651852846146,0.4591836631298065,1.0,4.0
ELU1,0,18,0.09942291667,64.71879711383687,False,3,3,1.0986122887537026,-5.991464547022389,53,96,4.073190305484201e-30,0.00014960394764784724,5.605193857299268e-37,0.012760563753545284,0.7206632494926453,1.0,4.0
ELU1,0,19,0.1018666667,65.97659565965554,False,7,7,1.0986124796537617,-5.9914643561223295,63,98,1.571370273482702e-27,9.690021761343814e-05,5.605193857299268e-37,0.0004805823555216193,0.8176020383834839,1.0,4.0
ELU1,0,20,0.09603333333,40.349826797426886,False,9,9,6.00415141366413e-05,-7.090016794261955,63,97,7.919624061147677e-28,8.831206432802219e-09,5.605193857299268e-37,2.958122786367312e-05,1.0,1.0,4.0
ELU1,0,21,0.1012583333,88.05397320413121,False,10,10,0.6931474281877023,-6.39692940758839,63,96,2.119450199388685e-27,0.0005060646362835541,5.605193857299268e-37,0.006506601348519325,0.7646683752536774,1.0,4.0
ELU1,0,22,0.1021,46.90502110602216,False,8,7,3.085244101454438e-08,-7.09007680492365,56,94,1.0260938109487932e-28,4.545717719679266e-15,5.605193857299268e-37,1.966382265350397e-11,0.8718112111091614,1.0,4.0
ELU1,0,23,0.1041104167,51.407847897768306,False,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.4033046486029585e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,24,0.1089083333,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,25,0.1021479167,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,26,0.09803541667,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,27,0.09899583333,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,28,0.09858333333,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,29,0.09830833333,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,30,0.1017708333,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,31,0.09684791667,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,32,0.10703125,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,33,0.09976041667,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,34,0.1026166667,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,35,0.1004708333,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,36,0.1004770833,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,37,0.1025291667,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,38,0.104725,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,39,0.1036875,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,40,0.09992083333,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,41,0.101575,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,42,0.09937708333,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,43,0.0966125,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,44,0.09732083333,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,45,0.103,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,46,0.0989875,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,47,0.09763541667,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,48,0.09581875,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
