arm,seed,task,online_acc,move_max,frozen,n_ub_ge_lnR,n_ub_gt_ZT,ub_max,lb_max,n_lb_gt_m70,n_ub_ge_exp0,gbar_median,adam_ratio_l1_med,adam_ratio_l2_med,adam_ratio_l2_max,epsfrac10_l1_med,epsfrac10_l2_med,l2_ratio_in_quanta
ELU1,0,49,0.09678541667,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,0,50,0.09841875,0.0,True,0,0,-21.96597838284086,-29.05605521861695,40,91,8.440354784598015e-34,4.404081080056072e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,1,0.954525,5.074476519009357,False,100,100,7.029435036666778,-0.06064179910931317,100,100,0.7708212589529266,0.0032078709919005632,0.009347944054752588,0.029961859807372093,0.27933672070503235,0.0,6.670915791845014e+34
ELU1,1,2,0.941875,14.587154184097017,False,100,100,7.090076835776092,0.0,100,100,0.4710038518792111,0.00027194846188649535,0.0005348946142476052,0.00136603694409132,0.25127550959587097,0.0,3.817135520128695e+33
ELU1,1,3,0.94616875,13.255386046596218,False,100,100,7.086936456578657,-0.0031403791974345336,100,100,0.2922535610983662,0.000653004040941596,0.0005874235648661852,0.0022277948446571827,0.25637754797935486,0.0,4.191994637981863e+33
ELU1,1,4,0.9327979167,11.168386786917688,False,100,100,7.087076445732123,-0.003000390043968622,100,100,0.1719618495473621,0.14156628400087357,0.2194807082414627,0.6848210692405701,0.27997447550296783,0.0,1.566266672155488e+36
ELU1,1,5,0.9104104167,13.545458230683156,False,100,100,7.075954577150639,-0.014122258625453125,100,100,0.08745002469334937,0.003084787866100669,0.003840065444819629,0.3406277298927307,0.4094387888908386,0.0,2.7403622729793507e+34
ELU1,1,6,0.894525,27.09694152216812,False,100,100,6.928476160421583,-0.16160067535450864,100,100,0.06452074235263772,0.003958728397265077,0.006665440276265144,0.12500809133052826,0.3807397931814194,0.0,4.756617127584402e+34
ELU1,1,7,0.8049854167,25.053245499958393,False,100,100,6.487342345445498,-0.6027344903305937,100,100,0.03772254130860314,0.0027279467321932316,0.0014042173861525953,0.1635674685239792,0.288903072476387,0.0,1.0020830122219428e+34
ELU1,1,8,0.5998291667,35.41394125494682,False,100,100,5.87234273134893,-1.2177341044271626,100,100,0.04391394161581261,0.024439959786832333,0.0069864303804934025,0.18927834928035736,0.2818877696990967,0.0,4.985683320405015e+34
ELU1,1,9,0.40656875,48.709542727784,False,99,99,5.1551547154602595,-1.934922120315832,100,100,0.01573588287323363,0.059374041855335236,0.03416479751467705,0.9796677231788635,0.288903072476387,0.0,2.4380814212294563e+35
ELU1,1,10,0.1871229167,80.5074113485023,False,76,76,4.194293126897915,-2.8957837088781764,100,100,0.0016752235160281668,0.07630064710974693,0.00036008057941216975,0.5929520726203918,0.32780611515045166,0.0,2.5696208807712224e+33
ELU1,1,11,0.10658125,83.06939471846218,False,27,23,1.6094379124346454,-5.480638923341447,93,100,5.076301390434827e-16,6.921952808625065e-05,5.60519340888376e-37,0.021164406090974808,0.5701530575752258,1.0,3.99999968
ELU1,1,12,0.1039229167,57.61407414650682,False,14,13,1.9459225241867728,-5.144154311589319,85,100,4.205732419445909e-21,0.0003635045140981674,5.605193857299268e-37,0.006608680821955204,0.6734693646430969,1.0,4.0
ELU1,1,13,0.10228125,45.772319079823546,False,15,11,2.3980598910282866,-4.692016944747805,88,100,6.756221037947293e-21,0.002983715385198593,5.605193857299268e-37,0.04984034597873688,0.6224489808082581,1.0,4.0
ELU1,1,14,0.09996875,81.31820904672526,False,10,8,3.4232210702496736e-06,-7.0900734125550215,79,100,6.438754169344175e-25,7.175486098276451e-05,5.605193857299268e-37,0.022753264755010605,0.8042091727256775,1.0,4.0
ELU1,1,15,0.10355625,52.65960437156585,False,7,6,3.8041101988764574e-08,-7.09007679773499,66,94,9.986232067935603e-28,1.7641895055930945e-07,5.605193857299268e-37,0.0012790559558197856,0.8456632494926453,1.0,4.0
ELU1,1,16,0.0989125,41.9889724359042,False,5,4,3.992746132921482e-10,-7.090076835376817,60,93,1.7802303790100372e-29,6.072882214464004e-12,5.605193857299268e-37,4.0991236005538667e-07,1.0,1.0,4.0
ELU1,1,17,0.09981041667,53.937427675863375,False,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.361017496689213e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,18,0.09895625,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,19,0.09839791667,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,20,0.09732291667,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,21,0.09552083333,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,22,0.1011854167,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,23,0.09702291667,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,24,0.101625,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,25,0.10465625,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,26,0.09503125,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,27,0.09912291667,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,28,0.0951625,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,29,0.09628125,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,30,0.1009854167,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,31,0.09872916667,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,32,0.09574583333,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,33,0.1054208333,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,34,0.09901458333,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,35,0.1000791667,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,36,0.1087145833,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,37,0.09546458333,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,38,0.09926666667,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,39,0.09802916667,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,40,0.1039708333,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,41,0.1072833333,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,42,0.09959375,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,43,0.09692083333,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,44,0.0949625,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,45,0.09819166667,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,46,0.1015583333,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,47,0.10004375,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,48,0.1027395833,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,49,0.1021479167,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,1,50,0.1014291667,0.0,True,0,0,-19.870726594589176,-26.960803430365267,56,93,2.068142518376477e-29,4.3611838588428974e-37,5.605193857299268e-37,5.605193857299268e-37,1.0,1.0,4.0
ELU1,2,1,0.9543458333,5.673671277993883,False,100,100,6.792466322429841,-0.2976105133462506,100,100,0.5955837544572626,0.001524909574072808,0.0026233582757413387,0.006514344364404678,0.23469388484954834,0.0,1.8720910230964555e+34
ELU1,2,2,0.94374375,7.831441486841015,False,100,100,6.86145981913654,-0.22861701663955153,100,100,0.3655528063672052,0.0013880961923860013,0.001500170270446688,0.00832755770534277,0.273596927523613,0.0,1.0705572785805556e+34
ELU1,2,3,0.9361354167,9.027470575677947,False,100,100,6.509669038197605,-0.5804077975784873,100,100,0.23185887403511743,0.0010521907242946327,0.0011170408688485622,0.00513676879927516,0.29145409166812897,0.0,7.971470013611856e+33
ELU1,2,4,0.91241875,13.186833297443133,False,100,100,6.691378784617427,-0.3986980511586644,100,100,0.15381346890228753,0.005107758101075888,0.010971047915518284,0.042543236166238785,1.0,0.8799999952316284,7.829201411995001e+34
ELU1,2,5,0.8414729167,22.962697765568965,False,100,100,6.289911715351607,-0.8001651204244844,100,100,0.0648030212705971,0.032397400587797165,0.01379435695707798,1.535286784172058,0.272321417927742,0.0,9.843982069675976e+34
ELU1,2,6,0.6255520833,33.218495151941845,False,100,100,6.025894325508821,-1.0641825102672708,100,100,0.05545605087022357,0.05014106631278992,0.011158390901982784,0.4543116092681885,0.27104590833187103,0.0,7.962893834583052e+34
ELU1,2,7,0.3849854167,50.689511751048684,False,98,98,5.408232269560621,-1.6818445662154704,100,100,0.017146585420870313,0.04721283167600632,0.009300066623836756,0.29145482182502747,0.2774234563112259,0.0,6.636749315441358e+34
ELU1,2,8,0.1945625,60.43667384785605,False,75,73,4.49258554058428,-2.5974912951918117,100,100,0.0008336416704869504,0.04301013983786106,0.00048776679614093155,0.3975405693054199,0.3214285671710968,0.0,3.4808201718536144e+33
ELU1,2,9,0.1437729167,60.776592942939914,False,60,58,3.346496545953172,-3.7435802898229196,100,100,1.6817167912635257e-08,0.006658803904429078,5.5348911232044884e-08,0.19993625581264496,0.39030611515045166,0.875,3.9498302924861525e+29
ELU1,2,10,0.1367375,89.83425493540932,False,46,45,4.568437883878222,-2.5216389518978706,96,100,1.825014133694099e-12,0.05025259777903557,5.605193857299268e-37,0.4404868185520172,0.36352041363716125,1.0,4.0
ELU1,2,11,0.1167583333,89.71592174482937,False,31,29,2.7498478757517697,-4.340228960024322,91,100,3.103585740532869e-16,0.005382415372878313,5.605193857299268e-37,0.05085662379860878,0.4815051108598709,1.0,4.0
ELU1,2,12,0.11605,87.24034308016883,False,16,16,2.639821578729445,-4.4502552570466465,81,100,1.3423989801134718e-19,0.0013437545276246965,5.605193857299268e-37,0.022876037284731865,0.7219387888908386,1.0,4.0
ELU1,2,13,0.1039083333,78.86049478851936,False,10,10,1.945911875937131,-5.144164959838961,72,99,5.577380601054255e-24,0.0038081961683928967,5.605193857299268e-37,0.009736551903188229,0.6664540767669678,1.0,4.0
ELU1,2,14,0.1057270833,90.5379036355898,False,18,18,1.7917822789450883,-5.298294556831003,68,95,5.751334835600862e-24,0.00036162519245408475,5.605193857299268e-37,0.016331415623426437,0.5172193944454193,1.0,4.0
ELU1,2,15,0.1044916667,75.85519614988934,False,10,9,1.6094379296597923,-5.480638906116299,59,93,1.5295135622204067e-27,0.007759480504319072,5.605193857299268e-37,0.17337951064109802,0.6256377696990967,1.0,4.0
ELU1,2,16,0.10346875,87.90167646620381,False,5,5,0.6931472836231224,-6.39692955215297,46,86,9.994496938659306e-33,0.0001198969803226646,5.605193857299268e-37,0.01699676737189293,0.7971938848495483,1.0,4.0
ELU1,2,17,0.09923958333,69.76870365340147,False,3,2,2.343977584535954e-08,-7.090076812336316,42,86,1.2520165910102095e-34,9.565692959956351e-10,5.605193857299268e-37,4.1044318095373455e-06,1.0,1.0,4.0
ELU1,2,18,0.09820208333,49.03107418187642,False,4,3,1.709590246999208e-10,-7.0900768356051325,42,85,8.369206299063798e-35,8.145981382767786e-07,5.605193857299268e-37,0.0015420203562825918,1.0,1.0,4.0
ELU1,2,19,0.09795208333,51.74670450031097,False,8,7,0.6931471805599453,-6.396929655216146,42,87,1.0938144510048236e-35,2.4219838223871193e-06,5.605193857299268e-37,5.205540219321847e-05,0.7793367207050323,1.0,4.0
ELU1,2,20,0.1014395833,79.36861698525416,False,11,11,0.6931471894115745,-6.3969296463645176,44,87,6.183698704238291e-34,0.00012027930642943829,5.605193857299268e-37,0.0014765742234885693,0.7659438848495483,1.0,4.0
ELU1,2,21,0.09817916667,84.60385435565092,False,4,4,0.6931471805600581,-6.3969296552160335,43,88,1.1063778755638695e-33,0.0006961546605452895,5.605193857299268e-37,0.03131803497672081,0.8622449040412903,1.0,4.0
ELU1,2,22,0.1053645833,82.55126197844359,False,4,3,0.6931475257146343,-6.3969293100614575,40,85,5.52887431453064e-35,0.00189794140169397,5.605193857299268e-37,0.019569311290979385,0.8227040767669678,1.0,4.0
ELU1,2,23,0.103375,79.9515601586937,False,5,5,1.113623063648356,-5.976453772127736,39,82,4.121101630882128e-37,0.01231369050219655,5.605193857299268e-37,0.08701030910015106,0.7602040767669678,1.0,4.0
ELU1,2,24,0.1000958333,201.12037563185487,False,6,6,1.387766571353671,-5.702310264422421,41,83,2.9726193468773573e-33,0.0002784150856314227,5.605193857299268e-37,0.002144007245078683,0.7863520383834839,1.0,4.0
ELU1,2,25,0.09917708333,85.32301309003554,False,4,4,1.0987261810770037,-5.991350654699088,43,78,2.066722716626296e-34,0.00021644598746206611,5.605193857299268e-37,0.000426019832957536,0.7072704136371613,1.0,4.0
ELU1,2,26,0.1101583333,226.71214053423472,False,5,5,0.6931477038739875,-6.396929131902104,41,80,4.389225558778451e-35,0.0006498376606032252,5.605193857299268e-37,0.011603454127907753,0.8329081535339355,1.0,4.0
