arm,seed,task,n_dead2,n_margin2,U2_max,zbar2_mean,frozen,mhat_l1_max,mhat_l1_zero_units,epsfrac_l1_mean
ref,0,55,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,56,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,57,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,58,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,59,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,60,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,61,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,62,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,63,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,64,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,65,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,66,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,67,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,68,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,69,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,70,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,71,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,72,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,73,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,74,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,75,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,76,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,77,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,78,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,79,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,80,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,81,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,82,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,83,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,84,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,85,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,86,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,87,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,88,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,89,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,90,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,91,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,92,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,93,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,94,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,95,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,96,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,97,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,98,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,99,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,0,100,100,0,-17.18049430847168,-140.06756802169485,True,0.0,100,1.0
ref,1,1,0,0,8.858269691467285,0.09549883140963504,,0.0027201494980578765,0,0.22193877551020408
ref,1,2,0,0,12.171040534973145,0.07071902657389582,False,0.000229707106092611,0,0.22201530612244894
ref,1,3,0,0,15.127792358398438,-0.5317357963765681,False,0.00019946790540575449,0,0.2226020408163265
ref,1,4,0,0,19.9484806060791,-3.1032959880783775,False,0.00021872659154136508,0,0.22364795918367344
ref,1,5,0,0,26.210002899169922,-6.76625701310501,False,0.0010207287029850383,0,0.22608418367346933
ref,1,6,0,0,31.26913070678711,-12.06291541540517,False,0.0006933974544102148,0,0.228890306122449
ref,1,7,0,0,36.702545166015625,-20.26772879555267,False,0.001577421441792523,0,0.23140306122448984
ref,1,8,0,0,64.21475982666016,-25.721768781343652,False,0.0024174953565386605,0,0.23470663265306124
ref,1,9,1,0,43.93505096435547,-38.78778032870921,False,0.002428977062882602,0,0.23963010204081628
ref,1,10,2,0,46.05415725708008,-44.89436033328954,False,0.0006534783504201516,0,0.24258928571428576
ref,1,11,2,0,56.32773971557617,-51.158515329492644,False,0.0006354504512820564,0,0.25331632653061226
ref,1,12,14,0,54.05051040649414,-61.30322749760782,False,0.0005570785324580953,0,0.2609438775510204
ref,1,13,27,0,54.94788360595703,-66.18633746666927,False,0.00038717251691429384,0,0.2738010204081632
ref,1,14,34,0,68.51363372802734,-75.09350307161375,False,0.00020461259396202695,0,0.29261479591836737
ref,1,15,40,0,55.616798400878906,-81.04182990044691,False,0.000461148774997055,0,0.29720663265306124
ref,1,16,43,0,78.82987976074219,-83.74171396210915,False,0.00039344200757755786,0,0.31497448979591836
ref,1,17,51,0,66.50765991210938,-92.07654336198519,False,2.5963921040020092e-05,0,0.32390306122448975
ref,1,18,63,0,47.97764587402344,-97.87895051943786,False,0.0002728492683520924,0,0.33081632653061227
ref,1,19,61,0,53.55141067504883,-99.57161285809786,False,0.0005120542831651642,0,0.30660714285714286
ref,1,20,63,0,74.44728088378906,-104.5812289644619,False,0.0005183944323217325,0,0.3227678571428571
ref,1,21,75,0,45.46266555786133,-110.69507106088997,False,9.963966437768952e-06,0,0.35433673469387755
ref,1,22,84,0,61.471229553222656,-114.3571897636349,False,0.00030602122303577265,0,0.40756377551020406
ref,1,23,63,0,116.40180969238281,-114.30732436014213,False,3.022204357226802e-05,0,0.40482142857142855
ref,1,24,76,0,79.328857421875,-119.34815652940495,False,5.449534467670252e-05,0,0.3369005102040816
ref,1,25,83,0,82.34379577636719,-128.5493267117719,False,7.573153414511699e-06,0,0.36897959183673473
ref,1,26,93,0,-8.885396003723145,-135.26846539690496,False,2.377702023947169e-09,0,0.42275510204081634
ref,1,27,93,0,-11.463923454284668,-135.44813508558272,False,8.614975672535374e-10,0,0.5610076530612246
ref,1,28,86,0,50.708648681640625,-134.10689071951313,False,3.3145601650599024e-06,0,0.6373852040816328
ref,1,29,83,0,87.5111083984375,-131.14432926651898,False,7.226250127904947e-05,0,0.39316326530612244
ref,1,30,81,0,76.49239349365234,-137.1161038258632,False,2.7946474923601988e-05,0,0.41385204081632665
ref,1,31,91,0,65.72418975830078,-144.19319062490067,False,2.2098502403575183e-06,0,0.4641198979591837
ref,1,32,91,0,71.70278930664062,-146.3888140389204,False,1.4179307789774419e-09,0,0.5561862244897958
ref,1,33,98,0,-16.474576950073242,-149.4727610663096,False,1.9127578829618175e-13,0,0.6627933673469386
ref,1,34,100,0,-16.647432327270508,-149.47893564518293,False,0.0,100,0.8013775510204081
ref,1,35,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,0.9099872448979592
ref,1,36,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,0.9958163265306124
ref,1,37,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,38,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,39,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,40,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,41,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,42,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,43,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,44,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,45,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,46,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,47,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,48,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,49,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,50,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,51,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,52,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,53,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,54,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,55,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,56,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,57,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,58,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,59,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,60,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,61,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,62,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,63,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,64,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,65,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,66,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,67,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,68,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,69,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,70,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,71,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,72,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,73,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,74,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,75,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,76,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,77,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,78,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,79,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,80,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,81,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,82,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,83,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,84,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,85,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,86,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,87,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,88,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,89,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,90,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,91,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,92,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,93,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,94,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,95,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,96,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,97,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,98,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,99,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,1,100,100,0,-16.647432327270508,-149.47893564518293,True,0.0,100,1.0
ref,2,1,0,0,8.473468780517578,0.3149371287218586,,0.0011434254228856776,0,0.20918367346938768
ref,2,2,0,0,12.806967735290527,-0.07443789473612367,False,0.0006604352833466041,0,0.20933673469387748
ref,2,3,0,0,15.387093544006348,-1.1345113720753652,False,0.0001271580491303547,0,0.21024234693877544
ref,2,4,0,0,22.744220733642578,-3.377369414074688,False,0.000392486154902756,0,0.2121173469387755
ref,2,5,0,0,26.498411178588867,-7.063501348100539,False,0.0003628705017587912,0,0.21558673469387757
ref,2,6,0,0,39.19981384277344,-14.540795959171597,False,0.0030111455241147596,0,0.21779336734693874
ref,2,7,0,0,44.45460510253906,-21.287200230384325,False,0.0011179050138291268,0,0.2193877551020408
ref,2,8,0,0,36.15980529785156,-30.76606576081011,False,0.0017576842475175605,0,0.22176020408163258
ref,2,9,0,0,43.26172637939453,-40.23034811091548,False,0.0010096563349657965,0,0.22623724489795918
ref,2,10,1,0,45.269935607910156,-52.21366285426393,False,0.00021078596547677376,0,0.23548469387755105
ref,2,11,4,0,51.80081558227539,-58.058699043704,False,0.0005699598901180705,0,0.24830357142857143
ref,2,12,8,0,92.91096496582031,-64.07836553225937,False,0.00029219439759734786,0,0.2590688775510205
ref,2,13,18,0,54.90220642089844,-68.91787601903818,False,0.00034075107479923774,0,0.279859693877551
ref,2,14,23,0,52.175201416015625,-75.29074342332444,False,0.0002732739519207136,0,0.30775510204081635
ref,2,15,36,0,48.100372314453125,-80.06958358106235,False,0.0004894051701979582,0,0.3293877551020408
ref,2,16,35,0,67.63919830322266,-80.25494491910693,False,0.00038863029362851755,0,0.2928954081632653
ref,2,17,36,0,85.50105285644531,-83.96758162629705,False,0.0013588861359772877,0,0.3003316326530612
ref,2,18,36,0,69.29991912841797,-90.50486089774607,False,0.0002952339248986987,0,0.31112244897959185
ref,2,19,48,0,50.04603958129883,-93.90311657668104,False,0.00040487978977185016,0,0.3215688775510204
ref,2,20,52,0,77.53915405273438,-94.7807002511782,False,0.0001826088014821387,0,0.3085586734693877
ref,2,21,52,0,62.20858383178711,-99.30370373262733,False,0.00027997695100638164,0,0.3260076530612245
ref,2,22,47,0,87.5370864868164,-97.99841463444552,False,0.00013533847308684028,0,0.3359566326530613
ref,2,23,66,0,68.02561950683594,-106.56098412353298,False,0.00010644626882164248,0,0.35113520408163273
ref,2,24,72,0,67.28863525390625,-109.33229722352178,False,0.00014790077215464146,0,0.3575382653061224
ref,2,25,69,0,94.97241973876953,-110.84591942724785,False,0.0007654444824912112,0,0.35474489795918357
ref,2,26,76,0,51.5569953918457,-115.19428832118514,False,7.3113373048199054e-06,0,0.4028061224489796
ref,2,27,75,0,65.96077728271484,-117.79302957123718,False,3.8794145354777126e-05,0,0.4264668367346938
ref,2,28,84,0,36.49281692504883,-123.88807081622085,False,8.906950420971994e-07,0,0.48213010204081636
ref,2,29,79,0,43.90410232543945,-124.72482207541466,False,0.00015193904099023787,0,0.5364285714285714
ref,2,30,71,0,64.84556579589844,-119.10772592698797,False,0.00029356405459796375,0,0.3746811224489795
ref,2,31,72,0,65.7447509765625,-123.90248991539478,False,1.9243336068524502e-05,0,0.37617346938775514
ref,2,32,88,0,45.743316650390625,-132.60436707217244,False,1.896940310890779e-05,0,0.4169642857142857
ref,2,33,76,0,85.33319854736328,-132.60780650091522,False,5.832983164188636e-05,0,0.3860076530612245
ref,2,34,88,0,38.747066497802734,-137.52349563024936,False,7.204370191949055e-09,0,0.44346938775510203
ref,2,35,85,0,55.75367736816406,-136.61823541760444,False,1.1318429536390211e-05,0,0.49934948979591837
ref,2,36,83,0,52.134342193603516,-138.52985870875318,False,8.261949445349364e-05,0,0.5055357142857143
ref,2,37,87,0,64.50468444824219,-142.6864731422345,False,3.554776467512043e-07,0,0.5599362244897959
ref,2,38,82,0,66.59771728515625,-140.43612467746289,False,4.9591330625281086e-05,0,0.44502551020408165
ref,2,39,82,0,127.85086822509766,-143.0377341809233,False,3.792461686572896e-05,0,0.4521556122448979
ref,2,40,90,0,129.70994567871094,-147.21734791988135,False,3.1233962946660202e-06,0,0.500280612244898
ref,2,41,93,0,-11.675004005432129,-151.01104834903876,False,1.8889250529657326e-11,0,0.572359693877551
ref,2,42,94,0,12.644064903259277,-154.47971492311956,False,4.837748138320072e-06,0,0.5873596938775509
ref,2,43,91,0,32.03199768066406,-151.1663528565849,False,3.19632924685131e-06,0,0.5563010204081632
ref,2,44,84,0,73.59917449951172,-145.08639799163592,False,8.29823153776785e-05,0,0.4477423469387755
ref,2,45,85,0,97.9480209350586,-149.43231973531545,False,2.8617292379798063e-05,0,0.49040816326530623
ref,2,46,91,0,67.6351547241211,-153.28773695290138,False,5.2470577152532947e-08,0,0.5476020408163265
ref,2,47,89,0,47.96039962768555,-153.84241134483023,False,2.984220106840477e-07,0,0.5415816326530613
ref,2,48,95,0,-5.230995178222656,-157.40040622763635,False,6.1277818867703375e-09,0,0.6459566326530612
ref,2,49,95,0,29.294946670532227,-153.72049678092003,False,6.049980544498613e-09,0,0.6528316326530613
ref,2,50,93,0,58.54172897338867,-156.29257718638976,False,1.6106094948717922e-07,0,0.6717219387755101
ref,2,51,97,0,-7.918588161468506,-159.00878700379135,False,9.615700217348396e-10,0,0.7193749999999999
ref,2,52,90,0,87.55517578125,-152.75466963347594,False,1.3369406620249544e-06,0,0.7075255102040816
ref,2,53,92,0,67.97383880615234,-155.08685129190062,False,1.7147685937256587e-05,0,0.5305229591836735
ref,2,54,92,0,63.267215728759766,-153.99276829207008,False,9.669672839589586e-05,0,0.3930102040816327
ref,2,55,92,0,62.87074279785156,-155.6539154423674,False,5.8922177962437836e-06,0,0.43105867346938775
ref,2,56,90,0,95.5006103515625,-159.2941891732971,False,2.967872072670063e-06,0,0.4928188775510205
ref,2,57,91,0,62.43132019042969,-162.91594083228708,False,2.404908127764415e-07,0,0.5640178571428571
ref,2,58,96,0,66.14115142822266,-165.74871223101616,False,3.990920008129639e-08,0,0.579936224489796
ref,2,59,99,0,-14.914007186889648,-168.47781997531257,False,3.679001045460414e-11,0,0.6655994897959183
ref,2,60,99,0,-15.13188362121582,-168.48298610550563,False,1.1386478102912092e-12,0,0.7694387755102041
ref,2,61,99,0,-16.286439895629883,-168.51208711560568,False,3.008325996189052e-15,0,0.8959056122448978
ref,2,62,100,0,-16.639629364013672,-168.52117046556472,False,0.0,100,0.9981632653061224
ref,2,63,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,64,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,65,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,66,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,67,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,68,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,69,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,70,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,71,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,72,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,73,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,74,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,75,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,76,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,77,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,78,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,79,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,80,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,81,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,82,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,83,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,84,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,85,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,86,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,87,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,88,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,89,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,90,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,91,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,92,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,93,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,94,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,95,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,96,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,97,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,98,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,99,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,2,100,100,0,-16.639629364013672,-168.52117046556472,True,0.0,100,1.0
ref,3,1,0,0,7.804524898529053,0.32336592302625694,,0.0013585058782079277,0,0.2066326530612245
ref,3,2,0,0,12.696927070617676,-0.07446850922780382,False,0.000349849548630448,0,0.20665816326530617
ref,3,3,0,0,14.220157623291016,-0.6472807026359467,False,0.00011937404059783205,0,0.20720663265306122
