arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,gate_zero_frac_l1,sink_ratio_l1,p_pos_l1,fold_mean_l1,onesided_frac_l1,skew_l1,bias_over_sd_l1,bias_share_l1,abs_zbar_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,gate_zero_frac_l2,sink_ratio_l2,p_pos_l2,fold_mean_l2,onesided_frac_l2,skew_l2,bias_over_sd_l2,bias_share_l2,abs_zbar_l2,r_a1,w_norm_l1,w_norm_l2,w_norm_l3
ref,raw,0,0,0.001,1,none,0.262475,0.1433333308,0.1433333308,0.9799999595,0.9799999595,-6.966255665,1.848003387,-34.96039581,0,1.342183857,0.9991833568,-3.716792583,0,0.0008166666958,0.9899999499,-0.3564374447,0.00844407361,697995712,34.96039581,0.25,0.25,-0.1170802861,0.2613555193,-1.019875169,0.03666666895,3.617884428,0.7080416679,-0.5615424514,0.03666666895,0.02310833335,0.5199999809,5.591064453,1.486027479,-1.930506076e+11,1.019875169,0.2171815485,0.6640157104,0.7609305978,5.108272076
ref,raw,0,0,0.001,2,none,0.1040854167,0.1108333394,0.1108333394,1,1,-6.966255665,1.848003387,-56.98672104,0,0,1,-3.716792583,0,0,1,-0.3564374447,0.008176352829,203247360,56.98672104,0.7799999714,0.7799999714,-0.09600716829,0,-1.119050264,0,1.000001074,0.780000031,-9.6007168e+10,0,0,1,0,3.605660631e+11,-2.400254689e+11,1.119050264,nan,0.6640157104,0.7406784892,5.007245064
ref,raw,0,0,0.001,3,none,0.1166,0.1174999997,0.1174999997,1,1,-6.966255665,1.848003387,-56.98672104,0,0,1,-3.716792583,0,0,1,-0.3564374447,0.008176352829,203247360,56.98672104,0.8299999833,0.8299999833,-0.09600716829,0,-1.119050264,0,1.000000822,0.8299999833,-9.6007168e+10,0,0,1,0,3.342445117e+11,-2.66625876e+11,1.119050264,nan,0.6640157104,0.7406784892,4.967377186
ref,raw,0,0,0.001,4,none,0.1124979167,0.113333337,0.113333337,1,1,-6.966255665,1.848003387,-56.98672104,0,0,1,-3.716792583,0,0,1,-0.3564374447,0.008176352829,203247360,56.98672104,0.8899999857,0.8899999857,-0.09600716829,0,-1.119050264,0,1.00000059,0.8899999857,-9.6007168e+10,0,0,1,0,3.205791089e+11,-2.807200809e+11,1.119050264,nan,0.6640157104,0.7406784892,4.950333118
ref,raw,0,0,0.001,5,none,0.1198958333,0.1200000048,0.1200000048,1,1,-6.966255665,1.848003387,-56.98672104,0,0,1,-3.716792583,0,0,1,-0.3564374447,0.008176352829,203247360,56.98672104,0.9199999571,0.9199999571,-0.09600716829,0,-1.119050264,0,1.000000429,0.9200000167,-9.6007168e+10,0,0,1,0,3.128111596e+11,-2.886343721e+11,1.119050264,nan,0.6640157104,0.7406784892,4.907753468
ref,raw,0,0,0.001,6,none,0.11393125,0.1141666695,0.1141666695,1,1,-6.966255665,1.848003387,-56.98672104,0,0,1,-3.716792583,0,0,1,-0.3564374447,0.008176352829,203247360,56.98672104,0.9499999881,0.9499999881,-0.09600716829,0,-1.119050264,0,1.000000256,0.9499999881,-9.6007168e+10,0,0,1,0,3.064734351e+11,-2.951593984e+11,1.119050264,nan,0.6640157104,0.7406784892,4.886281967
ref,raw,0,0,0.001,7,none,0.1087833333,0.1091666669,0.1091666669,1,1,-6.966255665,1.848003387,-56.98672104,0,0,1,-3.716792583,0,0,1,-0.3564374447,0.008176352829,203247360,56.98672104,0.969999969,0.969999969,-0.09600716829,0,-1.119050264,0,1.000000138,0.9700000286,-9.6007168e+10,0,0,1,0,3.04412885e+11,-2.973957816e+11,1.119050264,nan,0.6640157104,0.7406784892,4.881351948
ref,raw,0,0,0.001,8,none,0.1095166667,0.1141666695,0.1141666695,1,1,-6.966255665,1.848003387,-56.98672104,0,0,1,-3.716792583,0,0,1,-0.3564374447,0.008176352829,203247360,56.98672104,0.969999969,0.969999969,-0.09600716829,0,-1.119050264,0,1.000000147,0.9700000286,-9.6007168e+10,0,0,1,0,3.035210383e+11,-2.982875955e+11,1.119050264,nan,0.6640157104,0.7406784892,4.87837553
ref,raw,0,0,0.001,9,none,0.1189229167,0.1191666722,0.1191666722,1,1,-6.966255665,1.848003387,-56.98672104,0,0,1,-3.716792583,0,0,1,-0.3564374447,0.008176352829,203247360,56.98672104,0.9799999595,0.9799999595,-0.09600716829,0,-1.119050264,0,1,0.9800000191,-9.6007168e+10,0,0,1,0,3.020848169e+11,-2.997582561e+11,1.119050264,nan,0.6640157104,0.7406784892,4.877604485
ref,raw,0,0,0.001,10,none,0.12228125,0.1225000024,0.1225000024,1,1,-6.966255665,1.848003387,-56.98672104,0,0,1,-3.716792583,0,0,1,-0.3564374447,0.008176352829,203247360,56.98672104,0.9799999595,0.9799999595,-0.09600716829,0,-1.119050264,0,1,0.9800000191,-9.6007168e+10,0,0,1,0,3.031546921e+11,-2.986883482e+11,1.119050264,nan,0.6640157104,0.7406784892,4.876687527
