arm,iv,seed,task,step,CE_before,CE_after,CE_improvement,acc_before,acc_after,logit_change_rms,credit_D_only,credit_N_only,credit_both,credit_rest,credit_downstream
SNA,l2,0,2,20,2.617620216069275,0.6732952048765242,1.9443250111927508,0.14453125,0.748046875,3.0153570739471496,0.42238910595836526,0.33970872113062084,0.10096719035067332,1.0294095211713052,0.051850472581786246
SNA,l2,0,2,300,2.617620216069275,0.26001674773107164,2.3576034683382034,0.14453125,0.912109375,3.7803212479664525,0.551205701026269,0.44100128771214575,0.096726487991487,1.2174783605180004,0.05119163109030152
SNA,l2,0,2,625,2.617620216069275,0.21850250711047906,2.399117708958796,0.14453125,0.927734375,3.7805409816456312,0.5797578609223859,0.4451531607731706,0.08606363976113064,1.2824936599970969,0.005649387505011951
SNA,l2,0,3,20,2.918955869985011,0.9389457674923614,1.9800101024926497,0.07421875,0.693359375,2.02417160546669,0.4055556454666717,0.5111023208017109,0.04803818678866765,0.9461061096830866,0.06920783975251302
SNA,l2,0,3,300,2.918955869985011,0.29400138121931674,2.6249544887656944,0.07421875,0.91015625,3.8065456320564772,0.5772955993268506,0.6501521933913744,0.04766662112225258,1.3455836346155108,0.004256440309705931
SNA,l2,0,3,625,2.918955869985011,0.274041515728366,2.6449143542566453,0.07421875,0.904296875,4.311979268915235,0.6117801886100805,0.6529307290759756,0.06581546889853095,1.3119176053587083,0.002470362313349712
SNA,l2,0,4,20,3.7119611680933944,1.1441017594356797,2.5678594086577147,0.0390625,0.658203125,2.1810601870027537,0.5062704351134968,0.41075183566767504,0.06781258416249776,1.279656420442418,0.30336813327162754
SNA,l2,0,4,300,3.7119611680933944,0.26772219420865817,3.4442389738847363,0.0390625,0.91015625,3.9584002149359057,0.9167176345137461,0.5842588316682883,0.12464439905725319,1.5446040406848658,0.2740140679605823
SNA,l2,0,4,625,3.7119611680933944,0.21309171266012014,3.498869455433274,0.0390625,0.927734375,4.044557873214954,0.9477057184659088,0.6045694862931028,0.11451380708972206,1.5851970580137946,0.24688338557074602
SNA,l2,0,5,20,3.2944316112534655,0.9876930525530662,2.3067385587003995,0.064453125,0.6796875,2.102836640357473,0.46815345774978784,0.4508158956633197,0.07422419197914337,1.094971607998104,0.21857340531004438
SNA,l2,0,5,300,3.2944316112534655,0.23534736582059548,3.05908424543287,0.064453125,0.93359375,3.8218061490862936,0.7781456669031305,0.6248794201011898,0.08314679142055573,1.4650259155830225,0.10788645142497168
SNA,l2,0,5,625,3.2944316112534655,0.19292482760949198,3.1015067836439734,0.064453125,0.94140625,4.265660811564043,0.7808978827837828,0.6154501904654801,0.10616552674127831,1.4731404875082075,0.12585269614522462
SNA,l2,0,6,20,2.873963574319721,0.8278623710814287,2.046101203238292,0.15625,0.716796875,2.1942919137009436,0.5267376007680463,0.3586683621991347,0.0833404253558719,0.945244589640244,0.132110225274995
SNA,l2,0,6,300,2.873963574319721,0.26962913526284843,2.6043344390568723,0.15625,0.91015625,4.058340497516994,0.6872862731653305,0.5679290527193497,0.09817674622860194,1.1430778904877843,0.10786447645580607
SNA,l2,0,6,625,2.873963574319721,0.2018949704164617,2.6720686039032593,0.15625,0.93359375,4.022633193794007,0.6993978527165902,0.637575720522628,0.09845208768474874,1.2116619862763118,0.024980956702980443
SNA,l2,0,7,20,3.8220074265526267,1.2238731891533163,2.5981342373993104,0.06640625,0.615234375,2.558863575266466,0.2704567963058769,0.5041223501736434,0.0818210420145886,1.367884230094824,0.3738498188103773
SNA,l2,0,7,300,3.8220074265526267,0.23003516789199618,3.5919722586606304,0.06640625,0.92578125,4.23636265981518,0.5653313304354807,0.5699104696810463,0.14289057250591594,1.9989047103980369,0.3149351756401507
SNA,l2,0,7,625,3.8220074265526267,0.24943505592602538,3.5725723706266015,0.06640625,0.921875,4.429877837349234,0.7266322482005388,0.6187162939473588,0.1416551316392245,1.8076622784648235,0.2779064183746557
SNA,l2,0,8,20,2.8438519793158696,0.8852516334655403,1.9586003458503294,0.125,0.705078125,2.2608887350079527,0.48118393195172976,0.28703624688234447,0.05756704550285267,1.030059665854729,0.10275345565867358
SNA,l2,0,8,300,2.8438519793158696,0.24888647794556884,2.594965501370301,0.125,0.91796875,4.219711785718777,0.6691814553471238,0.417349871646406,0.09199427162118791,1.3370585514319837,0.07938135132359954
SNA,l2,0,8,625,2.8438519793158696,0.20372591539988869,2.640126063915981,0.125,0.9296875,4.188770889105405,0.6198869939695425,0.4166054138239561,0.09971027182629051,1.4304210329536424,0.07350235134254941
SNA,l2,0,9,20,3.2578608891066874,0.8642609937873714,2.393599895319316,0.1171875,0.71484375,2.4496400974479755,0.3167416861060526,0.3595707824785557,0.2200658008069111,1.3003426925698267,0.19687893335797
SNA,l2,0,9,300,3.2578608891066874,0.25531356774511854,3.0025473213615688,0.1171875,0.919921875,3.9184940772726953,0.4357789996865174,0.461122292011835,0.31135787858119574,1.625477725413179,0.16881042566884147
SNA,l2,0,9,625,3.2578608891066874,0.18480263225025892,3.0730582568564286,0.1171875,0.94921875,4.3782220522387085,0.4940494877179341,0.44991607958101953,0.31681256105961225,1.6996602923839466,0.11261983611391631
