arm,iv,seed,task,step,n_D,recovery,leftover,returned_fraction,D_only_n,D_only_star_sum,D_only_star_negative_sum,D_only_star_mean,D_only_row_sum,D_only_bias_sum,D_only_gate_before,D_only_near_abs_zmax,N_only_n,N_only_star_sum,N_only_star_negative_sum,N_only_star_mean,N_only_row_sum,N_only_bias_sum,N_only_gate_before,N_only_near_abs_zmax,both_n,both_star_sum,both_star_negative_sum,both_star_mean,both_row_sum,both_bias_sum,both_gate_before,both_near_abs_zmax,rest_n,rest_star_sum,rest_star_negative_sum,rest_star_mean,rest_row_sum,rest_bias_sum,rest_gate_before,rest_near_abs_zmax,star_all_mean
SNA,none,0,2,20,25,0.21735043823719025,0.9894586205482483,0.04,19,-0.587705671787262,-1.6773042678833008,-0.030931876972317696,-0.5679059624671936,-0.01979975774884224,0.7556796073913574,1.5183215141296387,19,-3.182400703430176,-3.4714934825897217,-0.1674947738647461,-3.159374952316284,-0.0230260007083416,1.0076794624328613,0.12509511411190033,6,1.0747400522232056,0.0,0.17912334203720093,1.0590312480926514,0.015708906576037407,1.0623034238815308,0.12324937433004379,56,-5.244787216186523,-9.322738647460938,-0.09365691244602203,-5.185669898986816,-0.059117391705513,1.093179702758789,1.213287115097046,-0.07940153032541275
SNA,none,0,2,300,25,0.41475391387939453,1.0132471323013306,0.0,19,-1.4689695835113525,-3.688523530960083,-0.07731419056653976,-1.4245271682739258,-0.04444219172000885,0.7556796073913574,1.5183215141296387,19,-2.42539381980896,-2.9090652465820312,-0.12765230238437653,-2.489516258239746,0.06412273645401001,1.0076794624328613,0.12509511411190033,6,0.046461522579193115,-0.38873833417892456,0.007743587251752615,0.02513575553894043,0.02132575213909149,1.0623034238815308,0.12324937433004379,56,-5.576977729797363,-9.447625160217285,-0.09958888590335846,-5.472070693969727,-0.10490675270557404,1.093179702758789,1.213287115097046,-0.09424879401922226
SNA,none,0,2,625,25,0.34445586800575256,1.1171176433563232,0.04,19,-2.885362386703491,-4.8474249839782715,-0.15186117589473724,-2.826772689819336,-0.05858961120247841,0.7556796073913574,1.5183215141296387,19,-4.515257358551025,-5.0355072021484375,-0.23764511942863464,-4.610446929931641,0.09518994390964508,1.0076794624328613,0.12509511411190033,6,-0.7336904406547546,-1.2518808841705322,-0.12228173762559891,-0.7746997475624084,0.04100929573178291,1.0623034238815308,0.12324937433004379,56,-7.5534772872924805,-11.709888458251953,-0.13488352298736572,-7.398196697235107,-0.15528103709220886,1.093179702758789,1.213287115097046,-0.15687787532806396
SNA,none,0,3,20,25,-0.4653488099575043,1.6878924369812012,0.04,22,-3.580047607421875,-4.092994689941406,-0.1627294421195984,-3.5412709712982178,-0.03877648711204529,0.6156432628631592,1.7417089939117432,22,-5.615835189819336,-6.232159614562988,-0.2552652359008789,-5.516777038574219,-0.09905809164047241,1.032273769378662,0.20220205187797546,3,-0.5962201952934265,-0.6619998216629028,-0.19874006509780884,-0.582859218120575,-0.013360950164496899,1.0082817077636719,0.1835082322359085,53,-4.802169322967529,-8.002237319946289,-0.09060696512460709,-4.676815509796143,-0.12535333633422852,0.9324918985366821,1.326298475265503,-0.14594273269176483
SNA,none,0,3,300,25,0.27061727643013,1.1558938026428223,0.08,22,-0.7024126052856445,-2.6761579513549805,-0.03192784637212753,-0.7463358640670776,0.04392305016517639,0.6156432628631592,1.7417089939117432,22,-4.7112274169921875,-5.302168846130371,-0.2141467034816742,-4.594043731689453,-0.11718323081731796,1.032273769378662,0.20220205187797546,3,0.0336032509803772,-0.37887120246887207,0.011201083660125732,0.041668206453323364,-0.008064933121204376,1.0082817077636719,0.1835082322359085,53,-1.4378676414489746,-6.978000164031982,-0.027129577472805977,-1.4666037559509277,0.028735673055052757,0.9324918985366821,1.326298475265503,-0.06817903369665146
SNA,none,0,3,625,25,0.34697210788726807,1.2263513803482056,0.16,22,-1.0925087928771973,-3.108957052230835,-0.04965949058532715,-1.1531859636306763,0.0606771782040596,0.6156432628631592,1.7417089939117432,22,-3.6088924407958984,-4.0245585441589355,-0.16404056549072266,-3.546656847000122,-0.06223529204726219,1.032273769378662,0.20220205187797546,3,-0.25781136751174927,-0.39650967717170715,-0.08593712002038956,-0.24106359481811523,-0.016747761517763138,1.0082817077636719,0.1835082322359085,53,-1.4581578969955444,-7.578822612762451,-0.027512412518262863,-1.536381483078003,0.07822347432374954,0.9324918985366821,1.326298475265503,-0.06417370587587357
SNA,none,0,4,20,25,-0.5219718217849731,1.9704009294509888,0.04,24,-3.8641533851623535,-5.268578052520752,-0.1610063910484314,-3.7795181274414062,-0.08463536202907562,0.6361459493637085,3.084787368774414,24,-3.98288631439209,-5.380773544311523,-0.16595359146595,-3.912184000015259,-0.07070259749889374,0.9591458439826965,0.22987432777881622,1,0.29865115880966187,0.0,0.29865115880966187,0.2888549864292145,0.009796150028705597,1.0847026109695435,0.0824967622756958,51,-13.992834091186523,-16.399499893188477,-0.2743692994117737,-13.661981582641602,-0.33085259795188904,0.9573385715484619,1.7381926774978638,-0.2154122292995453
SNA,none,0,4,300,25,0.08486682176589966,1.559232473373413,0.0,24,-1.470194935798645,-3.7238502502441406,-0.06125812232494354,-1.523942232131958,0.05374728515744209,0.6361459493637085,3.084787368774414,24,-4.4350056648254395,-5.303422927856445,-0.1847919076681137,-4.404691219329834,-0.030314741656184196,0.9591458439826965,0.22987432777881622,1,0.053060561418533325,0.0,0.053060561418533325,0.03302530199289322,0.020035259425640106,1.0847026109695435,0.0824967622756958,51,-7.084572792053223,-12.91018009185791,-0.13891319930553436,-6.858260631561279,-0.22631219029426575,0.9573385715484619,1.7381926774978638,-0.1293671429157257
SNA,none,0,4,625,25,0.09398988634347916,1.5725213289260864,0.0,24,-1.6861448287963867,-4.734630107879639,-0.07025603204965591,-1.7262742519378662,0.04012967646121979,0.6361459493637085,3.084787368774414,24,-3.9614691734313965,-5.497764587402344,-0.16506122052669525,-3.992090940475464,0.030621493235230446,0.9591458439826965,0.22987432777881622,1,0.022134289145469666,0.0,0.022134289145469666,0.0013502612709999084,0.02078402042388916,1.0847026109695435,0.0824967622756958,51,-8.825204849243164,-13.641996383666992,-0.17304323613643646,-8.570147514343262,-0.2550566494464874,0.9573385715484619,1.7381926774978638,-0.14450684189796448
SNA,none,0,5,20,25,0.020023517310619354,1.3497216701507568,0.08,22,-0.1882288157939911,-2.6692960262298584,-0.008555855602025986,-0.17508511245250702,-0.013143709860742092,0.5202570557594299,2.653075695037842,22,-3.1489782333374023,-4.4742865562438965,-0.14313536882400513,-3.095367193222046,-0.05361100658774376,1.000566005706787,0.21949802339076996,3,-0.2937083840370178,-0.4933154881000519,-0.0979027971625328,-0.2800920903682709,-0.013616328127682209,0.9269129633903503,0.1937078833580017,53,-7.653680324554443,-10.232418060302734,-0.14440906047821045,-7.534940719604492,-0.1187395304441452,0.7584908604621887,1.9547030925750732,-0.11284595727920532
