arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,two_alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,two_alpha_W_med_l2
SNAc3,9,0.001,1,none,0.96,1,1,0,0,-0.1372005492,0.6809638739,-5.131466389,0.9730627537,50.78970735,0,0,-0.3579367697,1.138213873,-8.294079781,0.9919436574,35.14687737,2.730297804,1.421536207,2.920643091,3,1.668591738,3,0.8999999762,3.950595856,2.722556114,0.8711292744,3,0.2800000012,6
SNAc3,9,0.001,2,none,0.9663104167,1,1,0,0,-0.2647694647,1.007006645,-16.72037506,0.9750275612,41.58403099,0,0,-1.086942554,1.902846694,-9.990979195,0.9909424782,33.46997952,3.422712088,1.62062037,2.934531927,3,0.4574663639,3,0.5600000024,5.858997345,1.610840678,0.4947530627,3,0.009999999776,6
SNAc3,9,0.001,3,none,0.9710645833,1,1,0,0,-0.05560132489,1.461601853,-19.2120285,0.976284802,39.87118253,0,0,-0.7895978689,3.207925797,-49.31707764,0.9886815548,25.57591118,4.118440151,1.761434197,2.808362007,2.124953747,0.3801727295,3,0.1899999976,6,0.9374763966,0.1606761515,2.215113163,0,6
SNAc3,9,0.001,4,none,0.9744041667,1,1,0,0,-0.3991063535,1.79995811,-13.1973877,0.9739437103,45.92453808,0,0,-1.852549791,4.614634991,-52.4572258,0.9817374945,28.78005071,4.804283142,1.887203813,2.748563766,1.720852375,0.4898083806,3,0.02999999933,6,0.6706756353,0.08707779646,1.281364083,0,6
SNAc3,9,0.001,5,none,0.97379375,1,1,0,0,-0.5118198991,2.057304382,-9.483854294,0.9843387008,47.93487137,0,0,-1.270053864,5.110473156,-31.42551804,0.9867176414,35.67192866,5.346046448,1.967093706,2.699098349,1.508327961,0.4457290471,3,0.01999999955,6,0.5953292847,0.1498686522,1.242964983,0,6
SNAc3,9,0.001,6,none,0.97776875,1,1,0,0,-0.2417162508,2.18655777,-5.599163532,0.9756495357,54.02329311,0,0,-1.84546268,5.617059708,-21.76235771,0.9772385955,41.94424323,5.767542839,2.096725702,2.675008774,1.418551207,0.5831346512,2.301944733,0,6,0.5449098349,0.2186700404,1.223764181,0,6
SNAc3,9,0.001,7,none,0.9767125,1,1,0,0,-0.5099121332,2.291422844,-4.660690784,0.9786605835,55.75731721,0,0,-1.733149767,6.168757439,-22.87594223,0.9849218726,42.77055357,6.144500256,2.174031258,2.520962954,1.337364316,0.5623389482,2.146257162,0,6,0.5033938885,0.1909877956,1.015449405,0,6
SNAc3,9,0.001,8,none,0.9779895833,1,1,0,0,-0.5736625195,2.531476498,-11.01266479,0.9790042043,52.57204985,0,0,-4.176193714,7.877559662,-42.12411118,0.9764041305,37.23784846,6.678884983,2.340330601,2.538858652,1.216559172,0.4418688118,2.077306986,0,6,0.3922857642,0.1459460109,0.6952893734,0,6
SNAc3,9,0.001,9,none,0.97571875,1,1,0,0,-0.9870281219,2.732986212,-8.437103271,0.9848796725,52.74952953,0,0,-3.664786339,9.08428669,-48.51449966,0.9889056683,36.30919439,6.996697426,2.39525795,2.364473104,1.134869576,0.4430951178,1.789623857,0,6,0.3411469162,0.1096908748,0.6530184746,0,6
SNAc3,9,0.001,10,none,0.9786979167,1,1,0,0,-0.4777314663,2.933815479,-7.778025627,0.9823487401,54.63161868,0,0,-2.130269051,9.62401104,-36.0017662,0.9820536375,44.24732712,7.372729301,2.558805227,2.444797039,1.05072391,0.3759494126,1.693033457,0,6,0.3216813505,0.1380459368,0.6970766783,0,6
SNAc3,9,0.001,11,none,0.979825,1,1,0,0,-0.5394453406,3.048288345,-9.79474926,0.9832196236,57.36068502,0,0,-0.1709255725,11.32861423,-23.6315937,0.9848895073,45.94588698,7.770832539,2.715874434,2.4824121,1.017870545,0.432128787,1.57020545,0,6,0.2722012401,0.1139772236,0.6660856009,0,6
SNAc3,9,0.001,12,none,0.9806645833,1,1,0,0,-0.6680330634,3.104297638,-7.943636894,0.980558455,61.11443738,0,0,0.7278230786,10.84674549,-31.60645485,0.9806722999,48.48373318,8.046822548,2.762713671,2.469806194,0.9966913462,0.5340467691,1.543424368,0,6,0.2769630551,0.132433936,0.5722393394,0,6
SNAc3,9,0.001,13,none,0.9801979167,1,1,0,0,-0.7505978942,3.29377389,-11.24416542,0.978489995,60.66927735,0,0,1.763708711,12.60305691,-31.79844475,0.9804440141,45.37233054,8.432347298,2.886357069,2.504245996,0.9421715736,0.5108029246,1.395534039,0,6,0.2413117886,0.1117679924,0.5285419226,0,6
SNAc3,9,0.001,14,none,0.9763354167,1,1,0,0,-0.1623971611,3.472991467,-9.310587883,0.9837138653,60.32829431,0,0,-3.11780405,13.43561459,-42.13173294,0.9855258465,47.14091422,8.694201469,2.922567129,2.340185404,0.8904879093,0.480168283,1.422914505,0,6,0.2277889699,0.09790274501,0.52156353,0,6
SNAc3,9,0.001,15,none,0.9794875,1,1,0,0,-0.3744046986,3.433928728,-10.73466969,0.9803666472,62.1512527,0,0,-0.1700308472,13.09810162,-21.62870789,0.9856641889,48.11230574,8.882915497,2.910028219,2.273623466,0.8921210766,0.5290950537,1.507488012,0,6,0.2333976328,0.1164241731,0.5510377288,0,6
SNAc3,9,0.001,16,none,0.9793083333,1,1,0,0,-1.064614058,3.650244474,-8.494200706,0.9809159636,61.74256788,0,0,-1.501266241,14.64370823,-43.26624298,0.9828021526,47.15436586,9.326096535,3.048484802,2.36260438,0.8446500301,0.5147461891,1.234277964,0,6,0.2107530832,0.07668602467,0.4669800401,0,6
SNAc3,9,0.001,17,none,0.9778208333,1,1,0,0,-0.7841333747,3.690723181,-7.307983398,0.983764112,64.60484726,0,0,-1.328529716,14.80223656,-37.48715973,0.9901589751,48.81838178,9.544493675,3.145783186,2.380624771,0.8411310911,0.4811815619,1.359704852,0,6,0.2074344158,0.07652965933,0.4292993546,0,6
SNAc3,9,0.001,18,none,0.9769375,1,1,0,0,-0.6619545817,3.911644697,-8.096743584,0.9874705076,63.33603773,0,0,-1.177340984,16.95015144,-43.02575684,0.9922757745,46.420714,9.932191849,3.197224855,2.284163713,0.7913284302,0.438967526,1.200461388,0,6,0.1818819344,0.0709606111,0.4783213139,0,6
