arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,two_alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,two_alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,two_alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,two_alpha_W_med_f2
SNAc3,7,0.001,1,none,0.97171875,1,1,0,0,-0.08747913688,0.1410444379,-0.2227789164,0.6599297523,0.8802387714,12.78639131,0,0,-0.2631005049,0.2902528644,-0.2991104126,0.6552387476,0.7947955728,14.35855933,0,0,0.007215495221,0.64218539,-0.5422157645,0.9729067087,78.71269564,0,0,0.2260215878,1.491885781,-0.9569382071,0.994432807,40.58989398,0.6672372222,1.31936276,2.280674934,1.210809827,1.760799408,3,3,3,1,0.8396995068,3,3,3,1,1.734013438,3,3,3,1,3.721395493,2.088810921,1.633443475,2.843195438,0,6
SNAc3,7,0.001,2,none,0.9725041667,1,1,0,0,-0.09820957482,0.132148087,-0.2070830911,0.5982894897,0.8152577877,12.92233947,0,0,-0.2704544663,0.2409255356,-0.3291076124,0.5529766083,0.681284368,14.510161,0,0,-0.13378416,0.6067535281,-0.9358048439,0.9553874135,75.74236746,0,0,0.26666978,1.514146686,-1.241115808,0.9964550734,40.63325626,0.6969962716,1.56567955,2.957918406,1.389624953,2.101462841,3,3,3,1,0.7924656868,3,3,3,1,1.442023754,3,2.186074018,3,0.9799999595,3.497578621,2.052039623,1.576849699,3,0.009999999776,6
SNAc3,7,0.001,3,none,0.9625125,1,1,0,0,-0.140832603,0.1357527524,-0.2163885087,0.447696507,0.6743180752,12.3410218,0,0,-0.2954019606,0.2534871697,-0.4271998703,0.5782751441,0.6324111223,14.25067668,0,0,-0.09740485251,0.720233798,-1.580316186,0.9824756384,70.92664334,0,0,-0.003303315025,1.861282229,-4.867683411,0.9976442456,37.30350409,0.7446405888,1.80760932,3.478725433,1.503915071,2.00820446,3,3,3,1,0.8121932745,3,3,3,1,1.518307924,3,1.322553396,3,0.9499999881,4.171546459,1.667486906,1.062570333,2.276093006,0,6
SNAc3,7,0.001,4,none,0.9636208333,1,1,0,0,-0.1580510139,0.1377054453,-0.3553061783,0.4696989059,0.5766103268,12.55168127,0,0,-0.297695905,0.2487738431,-0.4754724205,0.5763145089,0.6340753436,14.38015273,0,0,-0.2291658074,0.7378128171,-3.534553289,0.9806643724,66.76480009,0,0,-0.0211074017,1.965435982,-3.791855574,0.9963188767,38.23919686,0.77029562,2.028770924,3.947109461,1.583082438,1.955533266,3,3,3,1,0.821367979,3,3,3,1,1.490080953,3,1.63423562,3,0.9399999976,4.264855385,1.576792002,1.050392151,2.14880085,0,6
SNAc3,7,0.001,5,none,0.9697625,1,1,0,0,-0.1223982796,0.1282275915,-0.2425168455,0.538302958,0.7890227437,13.45025374,0,0,-0.3247298002,0.2771628499,-0.401329577,0.6404957175,0.6481277347,14.40961296,0,0,-0.2228942961,0.837354064,-2.894827604,0.9895139933,74.96901518,0,0,-0.1114463955,2.291809559,-3.50097537,0.9959081411,45.19637982,0.7777689695,2.166840792,4.31806469,1.690562606,1.897563457,3,3,3,1,0.7677394152,3,3,3,1,1.657280922,3,1.859823465,3,0.8999999762,4.872718811,1.349096775,0.9098500013,2.295985699,0,6
SNAc3,7,0.001,6,none,0.9570625,1,1,0,0,-0.1414168775,0.1462174207,-0.2219169736,0.4728630185,0.681083858,13.47624874,0,0,-0.3967505097,0.3033196628,-0.4944340587,0.7098079324,0.5502383113,14.21394994,0,0,-0.3050072789,1.064597249,-4.462425232,0.9923350215,69.74725827,0,0,0.2378505319,3.044052839,-4.443978786,1.005453587,44.26549562,0.8421255946,2.42731452,4.77133131,1.703606606,1.663440228,3,3,3,1,0.8791097403,3,3,3,1,1.820627332,2.898033857,1.081884623,3,0.349999994,6,1.011057615,0.6372989416,1.620538235,0,6
SNAc3,7,0.001,7,none,0.9613708333,1,1,0,0,-0.184594661,0.1552577764,-0.2804417908,0.4380579591,0.6058809161,13.27767219,0,0,-0.4186498523,0.3509827554,-0.5532867312,0.7567483187,0.6345872879,14.3052407,0,0,-0.2006566525,1.31666708,-2.69815731,0.9946124554,76.68275506,0,0,0.2200832218,3.53737402,-5.599331379,1.002592802,48.92081519,0.9062238932,2.645525694,5.264059067,1.76736927,1.526914835,3,3,3,1,0.9259983301,3,3,3,1,2.100502253,2.32945013,1.056408525,2.965136051,0,6,0.872857511,0.4920727909,1.242543459,0,6
SNAc3,7,0.001,8,none,0.9693020833,1,1,0,0,-0.1610329151,0.1423152983,-0.3114212155,0.4418818653,0.6245191693,13.41237684,0,0,-0.4176558852,0.3270326853,-0.5574225187,0.7655773163,0.6013535261,14.1942447,0,0,-0.2289168537,1.292503595,-4.013836384,0.9882680774,73.57166433,0,0,-0.301353544,3.612953663,-10.87797546,1.001651883,48.80930986,0.90593189,2.75510931,5.640998363,1.940731645,1.603295803,3,3,3,1,0.8495029807,3,3,3,1,1.958222628,2.393987179,0.9760808945,2.712513924,0,6,0.8595058322,0.4360023737,1.157902241,0,6
SNAc3,7,0.001,9,none,0.9592479167,1,1,0,0,-0.1753857732,0.1559051573,-0.3323173821,0.4856894016,0.6611754298,13.43079438,0,0,-0.4679551423,0.3341988027,-0.5831065774,0.7882162929,0.5970948339,14.17691891,0,0,-0.1382881105,1.542718291,-3.958970547,0.9925563931,73.69489053,0,0,0.1710363626,4.591935158,-5.622867107,1.00809741,52.21493377,0.9934863448,2.913230896,6.036911964,2.012087584,1.519824386,3,3,3,1,0.9348148108,3,3,3,1,2.00269413,2.005687475,0.5932955742,2.455615759,0,6,0.671826601,0.3007651567,1.062375784,0,6
SNAc3,7,0.001,10,none,0.9559854167,1,1,0,0,-0.2180448472,0.1741801351,-0.3643930256,0.4481632113,0.5327979922,13.20725818,0,0,-0.5211644769,0.3802271485,-0.6763092279,0.8632682562,0.6232022047,14.10762761,0,0,-0.1443712413,1.78975141,-3.522648096,0.9935535192,77.68567895,0,0,0.4706148505,5.096180439,-6.658302307,1.002326488,53.43354504,1.027371645,3.140483141,6.468846798,2.074140549,1.420552254,3,3,3,1,1.042365789,3,3,3,1,2.280647755,1.727028131,0.7593595982,2.030187368,0,6,0.6038210392,0.3757456541,0.8173822761,0,6
