arm,step,seed,n_alive,dead_frac,mu_norm,mu_top_projection,sigma_max,sigma_top_dim,sigma_cov_max_error,unit_top_proj_mean_all,unit_top_proj_median_all,unit_top_proj_mean_alive,unit_top_proj_median_alive,rho_p_cos,rho_p_meanpre,rho_p_beta,median_abs_w_dot_mu,median_abs_bias,median_sigma_pre,e1W_all_n,e1W_all_top_proj,e1W_all_mu_abs_cos,e1W_all_top1_frac,e1W_alive_n,e1W_alive_top_proj,e1W_alive_mu_abs_cos,e1W_alive_top1_frac,e1U_all_n,e1U_all_top_proj,e1U_all_mu_abs_cos,e1U_all_top1_frac,e1U_alive_n,e1U_alive_top_proj,e1U_alive_mu_abs_cos,e1U_alive_top1_frac
std,0,0,68,0.31999999999999995,3.0413812651491097,0.13513513513513514,0.25,5,0.0,0.2526378400861516,0.2551737605518344,0.2606396791606031,0.262058036396964,0.9754187119293685,0.9742598714569501,0.9781165416006066,0.7402428910136223,0.0,0.35893616739764334,100.0,0.29702021615447605,0.10871770311998356,0.10196597745061445,68.0,0.1962982515793058,0.14461281840806398,0.1124984900419592,100.0,0.2901909728040848,0.1925245984637523,0.09647563436604362,68.0,0.21965421392328494,0.1744629490460471,0.10846254296592649
std,0,1,83,0.17000000000000004,2.692582403567252,0.1724137931034483,0.25,5,0.0,0.25231508235704375,0.253089753887038,0.25424024452298577,0.24832618269586676,0.9827179044725423,0.9813556169314548,0.9890389186631867,0.5924425218254328,0.0,0.3491606010153354,100.0,0.356920185043132,0.15571841260769165,0.1014307588938542,83.0,0.29262865008982836,0.10017562303839289,0.1053861907107604,100.0,0.3199315294495325,0.1886868780449775,0.10252487090341578,83.0,0.2871308314575129,0.10645485025419275,0.10608510510159615
std,0,2,78,0.21999999999999997,2.692582403567252,0.1724137931034483,0.25,5,0.0,0.2544238727186982,0.2607820490289091,0.26388841997552787,0.268387791125328,0.9859371677834158,0.9868196220749931,0.9903010855814897,0.4464169323910028,0.0,0.3503426915674648,100.0,0.1866470329579214,0.0866047333960108,0.09007003174380888,78.0,0.1876518217210072,0.08125169261821318,0.0975725069651141,100.0,0.13885174391650798,0.027306639586297487,0.08853673851993789,78.0,0.1593992096297186,0.07449645204725604,0.09569001197632286
std,0,3,79,0.20999999999999996,2.692582403567252,0.1724137931034483,0.25,5,0.0,0.24850140361795986,0.24732946099846914,0.24605622017522924,0.24336341705004055,0.9759713695316116,0.9744033627177683,0.9827803018438648,0.6054074852727354,0.0,0.3453878178020453,100.0,0.26938522381552577,0.37804252203618705,0.09251628315621305,79.0,0.16425284364424894,0.18515501701955156,0.10063833310816708,100.0,0.22313591870004618,0.48872627772407284,0.09645669050984411,79.0,0.16524045799097126,0.2750978117028385,0.1013864811693277
std,0,4,68,0.31999999999999995,3.0413812651491097,0.13513513513513514,0.25,5,0.0,0.24403847782979377,0.24464870582224102,0.2571610153663261,0.2564670077943588,0.964602434730761,0.9596176324074426,0.97103702485851,0.7829531561583281,0.0,0.3456648636307089,100.0,0.08414599852396336,0.27391133633214226,0.09291171284769918,68.0,0.2794691756986366,0.1669470394479855,0.10383768249003092,100.0,0.06641483390865259,0.24444282923589677,0.09283155232161022,68.0,0.28881504937083746,0.14531113887113584,0.1054299711867746
std,0,5,81,0.18999999999999995,2.29128784747792,0.23809523809523808,0.25,5,0.0,0.26617317742620306,0.2596336840298368,0.27088447803788035,0.26649901224616523,0.9845785867014792,0.9832210965089574,0.9925847621924858,0.4630610402673483,0.0,0.36659326734770614,100.0,0.3605539046130632,0.004722756370823921,0.10613244048900114,81.0,0.3471516240362488,0.07029671558150087,0.11451017105746568,100.0,0.3795250726302088,0.03576202566462597,0.101926161516418,81.0,0.36876915727171544,0.08870018789996262,0.11257029774475408
std,0,6,77,0.22999999999999998,3.0413812651491097,0.13513513513513514,0.25,5,0.0,0.25231549620753774,0.2568844869930335,0.2523219188050201,0.25539931126799204,0.9716537168879426,0.9682166961864486,0.976824564431723,0.6739254901185632,0.0,0.36267849352253695,100.0,0.32340268308099807,0.06627532179551442,0.0992462201341448,77.0,0.26382453942816114,0.14182370644704334,0.10022195411436276,100.0,0.3770281664689724,0.03694419275893367,0.09965982863955461,77.0,0.307816696313419,0.10734529809493673,0.09907648699851569
std,0,7,68,0.31999999999999995,2.8722813232690143,0.15151515151515152,0.25,5,0.0,0.23339422410111244,0.22687576215452868,0.2435037080932732,0.23340092388795713,0.972381596538865,0.9708531945122656,0.9795773132800959,0.710209365002811,0.0,0.32837574254276164,100.0,0.3009009295080819,0.11759515074581403,0.08847048605457071,68.0,0.5237031231166932,0.2477733035433585,0.10019517844414427,100.0,0.15625634260476653,0.015318299785127585,0.08659841951382621,68.0,0.41304923190768317,0.32996395247172755,0.10086387016460395
std,0,8,79,0.20999999999999996,3.2015621187164243,0.12195121951219512,0.25,5,0.0,0.2418433430617025,0.23249626145360466,0.2488643871991266,0.24194239074592522,0.9778164337987156,0.9768626693479261,0.9802986669206428,0.6531557245180011,0.0,0.33714421754690427,100.0,0.14303293073391313,0.004592872860637989,0.11441289541329173,79.0,0.16117815860521847,0.0010468600792156498,0.13571749190210183,100.0,0.10265312134465956,0.02980160064166824,0.11666205130013442,79.0,0.1322835716333734,0.014959118495750455,0.13577655840234443
std,0,9,76,0.24,2.692582403567252,0.1724137931034483,0.25,5,0.0,0.25470322019077846,0.24111697436973392,0.2557413588836182,0.23516885048805045,0.989787046211398,0.9897326921726166,0.992305450008275,0.5158995206002146,0.0,0.3582241037674563,100.0,0.48381966842221447,0.2233306748558345,0.09300048855722438,76.0,0.20595197124183842,0.03696590021178682,0.10236546116517524,100.0,0.37891953443154996,0.2677645979087132,0.09128227847713202,76.0,0.11660989122780675,0.04721167186470235,0.09910696813429273
std,1000000,0,5,0.95,3.2015621187164243,0.12195121951219512,0.25,5,0.0,0.6515761948038308,0.6572683221792603,0.8942959770375006,0.9104443746553605,0.39205806098093227,0.20853004515194495,0.41160775271392713,3.3831472396850586,0.5211210548877716,1.2097202076263942,100.0,0.9109754347446422,0.4555381662478049,0.21875773176757016,5.0,0.9725559499141369,0.05352133316756812,0.638455747396276,100.0,0.45843622479257934,0.6668983772451234,0.23001229528357917,5.0,0.9587555948978798,0.04098244131069749,0.5692263165419089
std,1000000,1,5,0.95,2.8722813232690143,0.15151515151515152,0.25,5,0.0,0.6167057957090895,0.6547783570090951,0.6856346174478248,0.7630415555255795,0.37521714192868627,0.2425385806421669,0.44102733628460705,2.7516674804501235,0.6553812026977539,1.3100198632906506,100.0,0.16446328917846645,0.39930091018677116,0.24923195638691037,5.0,0.5492460755047819,0.019900358760520733,0.39799095758444847,100.0,0.0792304584611851,0.5953705996742374,0.2271371724862465,5.0,0.785863037055081,0.07273253129542215,0.31136096142242703
std,1000000,2,5,0.95,2.8722813232690143,0.15151515151515152,0.25,5,0.0,0.6244595781016792,0.6318385319355029,0.8508773293512233,0.8592019523116954,0.40697588548407904,0.2529439442931649,0.4423161362153043,2.7153373025357723,0.5764853656291962,1.143898888274212,100.0,0.3614329867372103,0.6095792182725389,0.22135871307148589,5.0,0.8913784399906168,0.166271562092312,0.4648704122244366,100.0,0.29097964952109934,0.701825703273728,0.2291242591951033,5.0,0.9134798604403087,0.18083334019320244,0.37526899478279124
std,1000000,3,2,0.98,3.2015621187164243,0.12195121951219512,0.25,5,0.0,0.6591915883216491,0.7000249598495256,0.9130841982635325,0.9130841982635325,0.24251161041921027,0.24251161041921027,0.24251161041921027,3.2394971700850874,0.5328409075737,1.2437325206214105,100.0,0.7667906128414343,0.6163062411557495,0.22853550332763187,2.0,0.9422956351257377,0.12433323971531456,0.9404884417697652,100.0,0.5762479556191087,0.717764029960465,0.23165034319716574,2.0,0.9457362724950107,0.107651854293996,0.938021477705105
std,1000000,4,1,0.99,3.2015621187164243,0.12195121951219512,0.25,5,0.0,0.6323564129347727,0.6732085016189131,0.7416843872142901,0.7416843872142901,0.17234549688642783,0.17234549688642783,0.17234549688642783,3.5292997751384974,0.48849256336688995,1.136471149976197,100.0,0.7602078748647038,0.4095471445144254,0.21853543347058144,1.0,,,,100.0,0.32305400441349846,0.832660872914946,0.20279338440627756,1.0,,,
std,1000000,5,13,0.87,2.5,0.2,0.25,5,0.0,0.6339641170079521,0.6511030411747758,0.7523811921787306,0.8020422103457997,0.600315881556555,0.2980765462794609,0.7410486286711427,2.0099736098200083,0.666936457157135,1.0812748424433307,100.0,0.9810519550932846,0.32464725378492326,0.2031047988459132,13.0,0.7896186731432571,0.1123860179892124,0.33871220713740363,100.0,0.17910278149194706,0.6405317000210063,0.19954913306760408,13.0,0.8325900733859,0.10992688699356354,0.2768438359358615
std,1000000,6,5,0.95,3.2015621187164243,0.12195121951219512,0.25,5,0.0,0.6331074736931707,0.6373885713969396,0.8396100089161603,0.8399143371039812,0.3776377391573565,0.37147300326064436,0.3776377391573565,3.4639842566102743,0.5989042520523071,1.2543009979356952,100.0,0.5277038155728898,0.34554982356446445,0.2433027694023122,5.0,0.9063776890620828,0.10505235995871276,0.3886346003749363,100.0,0.2681315834766887,0.6730131011375176,0.23461057237536462,5.0,0.9300321525862187,0.17763689285223644,0.34717002449758894
std,1000000,7,5,0.95,2.692582403567252,0.1724137931034483,0.25,5,0.0,0.6298154740945594,0.6856825979032517,0.76080008656724,0.777476775644539,0.40598554448470114,0.2390520376717543,0.4397385363539098,2.6568695828318596,0.5377969443798065,1.2381210154123907,100.0,0.609927330543465,0.6080319140394154,0.2080625811969582,5.0,0.839828620302835,0.01807257214072309,0.5091756399793278,100.0,0.37428042528616096,0.7435637884882074,0.21260436893816895,5.0,0.8401480273987223,0.04459035311849497,0.4107826066755414
std,1000000,8,5,0.95,3.0413812651491097,0.13513513513513514,0.25,5,0.0,0.6379972529637388,0.6607998341668226,0.8283633873243967,0.8398385537790557,0.3776695161465148,0.37153655723896095,0.3776377391573565,2.988122932612896,0.7388940751552582,1.1509145131716567,100.0,0.5309538310736195,0.5974273612078171,0.2568807093306817,5.0,0.9684936439787,0.1240871948472671,0.5638214737219073,100.0,0.47195119885919673,0.6445766546275986,0.2662758729409813,5.0,0.9516777129687926,0.11668796933805985,0.5234629855195202
std,1000000,9,7,0.9299999999999999,2.0615528128088303,0.29411764705882354,0.25,5,0.0,0.63531869942438,0.6692346439837884,0.8379086637074687,0.8554982376975973,0.39567952031975046,0.12856183913436395,0.5205642118988502,2.2848794274032116,0.6487804055213928,1.2108869783169274,100.0,0.4990282601474037,0.7471501969496234,0.2248722855779491,7.0,0.8546689699023512,0.019057469174894433,0.3500020102906957,100.0,0.36703695749601545,0.7510233024452345,0.24711312697904897,7.0,0.8662606484580297,0.02343176219822137,0.37720085512291424
centered,0,0,68,0.31999999999999995,3.0413812651491097,0.13513513513513514,0.25,5,0.0,0.2526378400861516,0.2551737605518344,0.2606396791606031,0.262058036396964,0.9754187119293685,0.9742598714569501,0.9781165416006066,0.7402428910136223,0.0,0.35893616739764334,100.0,0.29702021615447605,0.10871770311998356,0.10196597745061445,68.0,0.1962982515793058,0.14461281840806398,0.1124984900419592,100.0,0.2901909728040848,0.1925245984637523,0.09647563436604362,68.0,0.21965421392328494,0.1744629490460471,0.10846254296592649
centered,0,1,83,0.17000000000000004,2.692582403567252,0.1724137931034483,0.25,5,0.0,0.25231508235704375,0.253089753887038,0.25424024452298577,0.24832618269586676,0.9827179044725423,0.9813556169314548,0.9890389186631867,0.5924425218254328,0.0,0.3491606010153354,100.0,0.356920185043132,0.15571841260769165,0.1014307588938542,83.0,0.29262865008982836,0.10017562303839289,0.1053861907107604,100.0,0.3199315294495325,0.1886868780449775,0.10252487090341578,83.0,0.2871308314575129,0.10645485025419275,0.10608510510159615
centered,0,2,78,0.21999999999999997,2.692582403567252,0.1724137931034483,0.25,5,0.0,0.2544238727186982,0.2607820490289091,0.26388841997552787,0.268387791125328,0.9859371677834158,0.9868196220749931,0.9903010855814897,0.4464169323910028,0.0,0.3503426915674648,100.0,0.1866470329579214,0.0866047333960108,0.09007003174380888,78.0,0.1876518217210072,0.08125169261821318,0.0975725069651141,100.0,0.13885174391650798,0.027306639586297487,0.08853673851993789,78.0,0.1593992096297186,0.07449645204725604,0.09569001197632286
centered,0,3,79,0.20999999999999996,2.692582403567252,0.1724137931034483,0.25,5,0.0,0.24850140361795986,0.24732946099846914,0.24605622017522924,0.24336341705004055,0.9759713695316116,0.9744033627177683,0.9827803018438648,0.6054074852727354,0.0,0.3453878178020453,100.0,0.26938522381552577,0.37804252203618705,0.09251628315621305,79.0,0.16425284364424894,0.18515501701955156,0.10063833310816708,100.0,0.22313591870004618,0.48872627772407284,0.09645669050984411,79.0,0.16524045799097126,0.2750978117028385,0.1013864811693277
centered,0,4,68,0.31999999999999995,3.0413812651491097,0.13513513513513514,0.25,5,0.0,0.24403847782979377,0.24464870582224102,0.2571610153663261,0.2564670077943588,0.964602434730761,0.9596176324074426,0.97103702485851,0.7829531561583281,0.0,0.3456648636307089,100.0,0.08414599852396336,0.27391133633214226,0.09291171284769918,68.0,0.2794691756986366,0.1669470394479855,0.10383768249003092,100.0,0.06641483390865259,0.24444282923589677,0.09283155232161022,68.0,0.28881504937083746,0.14531113887113584,0.1054299711867746
centered,0,5,81,0.18999999999999995,2.29128784747792,0.23809523809523808,0.25,5,0.0,0.26617317742620306,0.2596336840298368,0.27088447803788035,0.26649901224616523,0.9845785867014792,0.9832210965089574,0.9925847621924858,0.4630610402673483,0.0,0.36659326734770614,100.0,0.3605539046130632,0.004722756370823921,0.10613244048900114,81.0,0.3471516240362488,0.07029671558150087,0.11451017105746568,100.0,0.3795250726302088,0.03576202566462597,0.101926161516418,81.0,0.36876915727171544,0.08870018789996262,0.11257029774475408
centered,0,6,77,0.22999999999999998,3.0413812651491097,0.13513513513513514,0.25,5,0.0,0.25231549620753774,0.2568844869930335,0.2523219188050201,0.25539931126799204,0.9716537168879426,0.9682166961864486,0.976824564431723,0.6739254901185632,0.0,0.36267849352253695,100.0,0.32340268308099807,0.06627532179551442,0.0992462201341448,77.0,0.26382453942816114,0.14182370644704334,0.10022195411436276,100.0,0.3770281664689724,0.03694419275893367,0.09965982863955461,77.0,0.307816696313419,0.10734529809493673,0.09907648699851569
centered,0,7,68,0.31999999999999995,2.8722813232690143,0.15151515151515152,0.25,5,0.0,0.23339422410111244,0.22687576215452868,0.2435037080932732,0.23340092388795713,0.972381596538865,0.9708531945122656,0.9795773132800959,0.710209365002811,0.0,0.32837574254276164,100.0,0.3009009295080819,0.11759515074581403,0.08847048605457071,68.0,0.5237031231166932,0.2477733035433585,0.10019517844414427,100.0,0.15625634260476653,0.015318299785127585,0.08659841951382621,68.0,0.41304923190768317,0.32996395247172755,0.10086387016460395
centered,0,8,79,0.20999999999999996,3.2015621187164243,0.12195121951219512,0.25,5,0.0,0.2418433430617025,0.23249626145360466,0.2488643871991266,0.24194239074592522,0.9778164337987156,0.9768626693479261,0.9802986669206428,0.6531557245180011,0.0,0.33714421754690427,100.0,0.14303293073391313,0.004592872860637989,0.11441289541329173,79.0,0.16117815860521847,0.0010468600792156498,0.13571749190210183,100.0,0.10265312134465956,0.02980160064166824,0.11666205130013442,79.0,0.1322835716333734,0.014959118495750455,0.13577655840234443
centered,0,9,76,0.24,2.692582403567252,0.1724137931034483,0.25,5,0.0,0.25470322019077846,0.24111697436973392,0.2557413588836182,0.23516885048805045,0.989787046211398,0.9897326921726166,0.992305450008275,0.5158995206002146,0.0,0.3582241037674563,100.0,0.48381966842221447,0.2233306748558345,0.09300048855722438,76.0,0.20595197124183842,0.03696590021178682,0.10236546116517524,100.0,0.37891953443154996,0.2677645979087132,0.09128227847713202,76.0,0.11660989122780675,0.04721167186470235,0.09910696813429273
centered,1000000,0,66,0.33999999999999997,0.09666201436741312,0.9999999914447827,0.25,5,0.0,0.29930361615660955,0.27730747836849795,0.3217205088238876,0.32088589602313144,0.1102440127761678,0.8816137079583303,0.9861412749941858,0.033168309166727195,0.5729857385158539,0.508526174570487,100.0,0.6567552934974982,0.019158338548587946,0.11963089721475159,66.0,0.6252699121341048,0.009221940351567032,0.12913757268362377,100.0,0.7010771754748183,0.09440877818864758,0.09542539934210172,66.0,0.47951893521276456,0.01221281827733326,0.10319063674831867
