arm,step,seed,unit,alive,p_hat,w_norm,top_projection,cos_u_mu,w_dot_mu,bias,mean_pre,sigma_pre,beta
std,0,0,0,False,0.0,1.6550392083009602,0.27978474757864696,-0.2939077968185542,-1.4794158264994621,0.0,-1.4794158264994621,0.4377138702921971,-3.3798696520900147
std,0,0,1,True,0.5625,1.2922365391822035,0.4444637178111254,0.0036854314395605285,0.01448442367836833,0.0,0.01448442367836833,0.43075485261522983,0.033625677320706794
std,0,0,2,True,0.25,1.5078739393396174,0.21735088183374113,-0.0609267485744591,-0.2794112600386143,0.0,-0.2794112600386143,0.3514922412454233,-0.7949286705407539
std,0,0,3,True,0.25,1.3947711917013976,0.11338248127684881,-0.03750293802803312,-0.15908862464129925,0.0,-0.15908862464129925,0.23482587618482106,-0.6774748474315822
std,0,0,4,True,0.09375,1.4317488469738464,0.25296320112208154,-0.129668250321403,-0.5646396335214376,0.0,-0.5646396335214376,0.3600522428378033,-1.5682158485422826
std,0,0,5,True,0.34375,1.5928592077158872,0.1293972557025882,-0.029764085737787462,-0.14419187977910042,0.0,-0.14419187977910042,0.2864903035543612,-0.5033045725812503
std,0,0,6,True,0.9375,1.4137329175934394,0.14459232184540655,0.0826660540967813,0.3554392997175455,0.0,0.3554392997175455,0.2687880709564638,1.3223775089896634
std,0,0,7,True,1.0,1.480398176533388,0.19590250178574511,0.3970875811004927,1.7878690757788718,0.0,1.7878690757788718,0.3276185900390643,5.4571661381171666
std,0,0,8,True,0.34375,1.3945500268384303,0.2899164625119302,-0.033532372394722954,-0.1422228068113327,0.0,-0.1422228068113327,0.37543999995035665,-0.3788163403743299
std,0,0,9,False,0.0,1.4110646407026455,0.1915935571187779,-0.2266181685206532,-0.9725512601435184,0.0,-0.9725512601435184,0.3088213831956075,-3.1492354903659776
std,0,0,10,True,1.0,1.5228012211588633,0.20304399319164393,0.3070929062733107,1.4222759529948235,0.0,1.4222759529948235,0.3430901847031695,4.145487152963383
std,0,0,11,True,0.375,1.2894534161529245,0.4059954548296484,-0.039676304889254325,-0.15559933707118034,0.0,-0.15559933707118034,0.4108054979050751,-0.3787664426709662
std,0,0,12,True,0.71875,1.2962452650922243,0.22946493785446287,0.050256922401151725,0.19813168793916702,0.0,0.19813168793916702,0.31046693541610876,0.6381732330807387
std,0,0,13,True,0.96875,1.526813505638148,0.3207608592238727,0.19238968869577938,0.8933849893510342,0.0,0.8933849893510342,0.43236116792362744,2.0662933113106083
std,0,0,14,False,0.0,1.244846697373635,0.13346025610295978,-0.3088178467767505,-1.1692008659883868,0.0,-1.1692008659883868,0.22738502131911112,-5.141943208068818
std,0,0,15,False,0.0,1.5530492526310222,0.29820860164890545,-0.3290463973742305,-1.5542226564139128,0.0,-1.5542226564139128,0.424048290178575,-3.665202035738428
std,0,0,16,True,0.34375,1.7789904153896763,0.19050001496054156,-0.029271815426909414,-0.1583777368068695,0.0,-0.1583777368068695,0.3882318126536749,-0.40794631363234407
std,0,0,17,False,0.0,1.7046806607767224,0.3013861164813236,-0.5061582593543827,-2.624219924211502,0.0,-2.624219924211502,0.4679232876675091,-5.608226804211092
std,0,0,18,False,0.0,1.4434370176402074,0.24755568953750767,-0.353364266483955,-1.5512840781884734,0.0,-1.5512840781884734,0.3590908170803307,-4.320032717075698
std,0,0,19,False,0.0,1.4369423028983102,0.12076066469921265,-0.21607282921832194,-0.9443007949739695,0.0,-0.9443007949739695,0.24967328887683685,-3.7821458563786954
std,0,0,20,True,1.0,1.6064076949554855,0.2970002058253691,0.181738668370024,0.887920297216624,0.0,0.887920297216624,0.43772782605695454,2.028475788745249
std,0,0,21,True,1.0,1.3524513658604662,0.32667678265389827,0.28906662811914235,1.1890236139297485,0.0,1.1890236139297485,0.38650115494477333,3.0763779065541126
std,0,0,22,True,0.8125,1.2533210738121308,0.4557420851813417,0.1029829895009584,0.3925533639267087,0.0,0.3925533639267087,0.4230502090408058,0.9279119961121317
std,0,0,23,False,0.0,1.3233559130588357,0.26063774845599197,-0.23615327349007925,-0.9504767516627908,0.0,-0.9504767516627908,0.33780441722180976,-2.8136895292245008
std,0,0,24,True,1.0,1.4059577783873276,0.3037792781054955,0.33017481334192295,1.411845214664936,0.0,1.411845214664936,0.3874550769763602,3.643893959740465
std,0,0,25,True,1.0,1.3649906391911037,0.13475990213720768,0.446870693545656,1.8551644496619701,0.0,1.8551644496619701,0.25054170056149894,7.404613465559975
std,0,0,26,True,0.75,1.3608213202138482,0.28267566079228984,0.05038303261412064,0.20852410979568958,0.0,0.20852410979568958,0.36175564534710736,0.5764225451011527
std,0,0,27,True,0.8125,1.734903947048303,0.24581689074646476,0.07357324318259725,0.38820953853428364,0.0,0.38820953853428364,0.4300820330255604,0.90264067950779
std,0,0,28,False,0.0,1.4795394996083848,0.20068198882373559,-0.4158159059553834,-1.8711065910756588,0.0,-1.8711065910756588,0.33139867419707003,-5.646089549419814
std,0,0,29,True,1.0,1.4872822352278041,0.1779357158093394,0.38038523386193823,1.7206316478550434,0.0,1.7206316478550434,0.313685872503507,5.4852060570110845
std,0,0,30,True,1.0,1.0513041532434655,0.12921112227351683,0.1347826134849079,0.43095618672668934,0.0,0.43095618672668934,0.18895062542214933,2.2807872996654894
std,0,0,31,False,0.0,1.4399943862439433,0.27167552295772185,-0.16263447157174163,-0.7122693695127964,0.0,-0.7122693695127964,0.3752805524097171,-1.897965042257686
std,0,0,32,True,0.875,1.1396742694920847,0.2850039028020748,0.11559942164363779,0.4006888624280691,0.0,0.4006888624280691,0.3042118668535443,1.317137515286251
std,0,0,33,False,0.0,1.4413116573109435,0.16747069249495158,-0.15775638005006268,-0.6915374398231506,0.0,-0.6915374398231506,0.29491530515437325,-2.34486792559364
std,0,0,34,True,0.3125,1.4892850404684614,0.3153016522830146,-0.06204955935410904,-0.28105246275663376,0.0,-0.28105246275663376,0.41812964024300087,-0.6721658445292156
std,0,0,35,False,0.0,1.671623550433803,0.2962069421230174,-0.26552726212554184,-1.3499524295330048,0.0,-1.3499524295330048,0.4548896983722624,-2.9676478371868096
std,0,0,36,True,0.46875,1.5880284856104552,0.26431294487940316,-0.012360263695452315,-0.059697602642700076,0.0,-0.059697602642700076,0.40821363755928664,-0.14624107856766527
std,0,0,37,True,0.0625,1.37208724093851,0.2787487403564329,-0.13321348002413255,-0.5559052377939224,0.0,-0.5559052377939224,0.36220812401455293,-1.5347674470481703
std,0,0,38,True,1.0,1.4710147244102492,0.07224922314446522,0.1460352180911213,0.653349389845971,0.0,0.653349389845971,0.19769860966470817,3.3047748335409897
std,0,0,39,False,0.0,1.397714344966779,0.4061304001719793,-0.21703686286126395,-0.9226198457181454,0.0,-0.9226198457181454,0.4453702220821383,-2.0715795533092227
std,0,0,40,True,1.0,1.3720868203925396,0.3139676878340024,0.2878382106229447,1.2011601217091084,0.0,1.2011601217091084,0.38440946678112153,3.124689232466368
std,0,0,41,True,0.34375,1.2268331071038805,0.3792528717838541,-0.04550474828778026,-0.1697903759777546,0.0,-0.1697903759777546,0.37776344529150346,-0.44946216499781977
std,0,0,42,False,0.0,1.3990867383550398,0.2116011518509186,-0.15411195329096417,-0.6557704326696694,0.0,-0.6557704326696694,0.3217908256570677,-2.0378779641422207
std,0,0,43,True,1.0,1.4153594740837248,0.23635552015201805,0.43101330518020886,1.855360470712185,0.0,1.855360470712185,0.344048473730247,5.392729840059951
std,0,0,44,False,0.0,1.454589996930828,0.11885968733096532,-0.32062037560874984,-1.4184126034379005,0.0,-1.4184126034379005,0.2507424659874771,-5.656850337863155
std,0,0,45,True,1.0,1.5173785909458752,0.22363110631723435,0.3503887032852863,1.6170182237401605,0.0,1.6170182237401605,0.3587815177149559,4.506971914380624
std,0,0,46,True,0.625,1.3176743677201537,0.23520074690560708,0.024379053976636807,0.09770028106868267,0.0,0.09770028106868267,0.3195195607161483,0.30577245677762027
std,0,0,47,True,0.9375,1.4369340925801575,0.3472130708259313,0.17578259281461756,0.7682164125144482,0.0,0.7682164125144482,0.4233551879861912,1.8145907604644862
std,0,0,48,True,0.75,1.4230527342419366,0.28505891837090236,0.07912839243673112,0.34247131645679474,0.0,0.34247131645679474,0.3798903965040894,0.9015003264319374
std,0,0,49,False,0.0,1.3300059062423195,0.11236722994725136,-0.24579635012371784,-0.9942597663030028,0.0,-0.9942597663030028,0.22291711375235923,-4.460221781839215
std,0,0,50,True,0.28125,1.6587699450215068,0.1615864721497877,-0.033408591289534204,-0.16854473389685154,0.0,-0.16854473389685154,0.33339467719587257,-0.5055411661471425
std,0,0,51,True,1.0,1.4994481473940409,0.38275039430659574,0.2537277301779342,1.1570982923731208,0.0,1.1570982923731208,0.46383047505137925,2.4946577566835106
std,0,0,52,False,0.0,1.6695887143726345,0.19968638593290725,-0.20842883632370474,-1.0583715829998255,0.0,-1.0583715829998255,0.37303856620900794,-2.8371639794659615
std,0,0,53,False,0.0,1.4402611579700975,0.15776727072885302,-0.5168523129158087,-2.2640112414956093,0.0,-2.2640112414956093,0.2860353499230999,-7.9151449011609385
std,0,0,54,False,0.0,1.5327740906578922,0.21748310239598315,-0.4592971540009893,-2.1411286927759647,0.0,-2.1411286927759647,0.35740523941861935,-5.9907591065505255
std,0,0,55,True,0.09375,1.3177175073223704,0.34191744007901287,-0.13721705287480707,-0.5499222222715616,0.0,-0.5499222222715616,0.3852591366226948,-1.4274086452364407
std,0,0,56,False,0.0,1.5159202164701813,0.29083500141908225,-0.22108255273065025,-1.0192991960793734,0.0,-1.0192991960793734,0.4087612184456527,-2.493629899517719
std,0,0,57,True,1.0,1.03892380308976,0.26140394392614025,0.18734140070032604,0.5919544994831085,0.0,0.5919544994831085,0.2655888074192926,2.2288382753591462
std,0,0,58,True,1.0,1.3861217093537304,0.13641805980007143,0.4237287696132156,1.7863237969577312,0.0,1.7863237969577312,0.2559807481635482,6.978352121294818
std,0,0,59,True,0.96875,1.6231950396972001,0.15569961712067568,0.11258150584160191,0.5557873100042343,0.0,0.5557873100042343,0.32024656747536295,1.735498101933573
std,0,0,60,True,0.75,1.241252860259697,0.2777761616178813,0.07962307732529161,0.30058692602869996,0.0,0.30058692602869996,0.32709789765761843,0.9189509568274017
