arm,step,seed,unit,alive,p_hat,w_norm,top_projection,cos_u_mu,w_dot_mu,bias,mean_pre,sigma_pre,beta
std,0,0,61,True,0.4375,1.4952612871569997,0.2451391648776503,-0.026383784744259127,-0.11998447369842324,0.0,-0.11998447369842324,0.37016337384518033,-0.3241392373644357
std,0,0,62,True,0.84375,1.4644678095207315,0.39518039262536386,0.1286892257451429,0.5731824496760964,0.0,0.5731824496760964,0.4603069460010745,1.245217902218574
std,0,0,63,True,0.1875,1.550461311512816,0.15739434022418283,-0.05468783219818168,-0.25788287818431854,0.0,-0.25788287818431854,0.307556913484779,-0.8384883150971054
std,0,0,64,True,0.0625,1.4822458663459814,0.2740889148042838,-0.14900339021545528,-0.6717184297740459,0.0,-0.6717184297740459,0.388003807969259,-1.7312160756609514
std,0,0,65,False,0.0,1.3960197569370663,0.32687248979892497,-0.2667363158403573,-1.1325166076421738,0.0,-1.1325166076421738,0.3990715377414698,-2.837878677220652
std,0,0,66,True,1.0,1.076515783861322,0.07547719648296922,0.48980714986957996,1.60367510933429,0.0,1.60367510933429,0.1478762015185289,10.84471397605753
std,0,0,67,False,0.0,1.2802978444482054,0.18710574487454057,-0.211796784309026,-0.8247099658474326,0.0,-0.8247099658474326,0.276901035445712,-2.978356381080134
std,0,0,68,False,0.0,1.4425315852176968,0.18222541055494124,-0.32142014550111375,-1.4101629201322794,0.0,-1.4101629201322794,0.30789299211079496,-4.580042275287752
std,0,0,69,True,1.0,1.15251030208931,0.45969732856616846,0.32428407916322777,1.1366880908608437,0.0,1.1366880908608437,0.39070665656700476,2.909313347380622
std,0,0,70,True,1.0,1.126225766248342,0.15895863168033994,0.25244804225338785,0.8647057213820517,0.0,0.8647057213820517,0.22451094674805197,3.8515080618872077
std,0,0,71,False,0.0,1.595324255653382,0.3301934190753427,-0.2250151770312442,-1.0917712319642305,0.0,-1.0917712319642305,0.45835627291293024,-2.3819271088532137
std,0,0,72,False,0.0,1.6785230413454353,0.35003701222548245,-0.26505390469890616,-1.3531077457591891,0.0,-1.3531077457591891,0.49654006379757665,-2.7250726465262782
std,0,0,73,False,0.0,1.2894471541879482,0.23052123574018743,-0.27851772547539094,-1.0922630801796913,0.0,-1.0922630801796913,0.3095487266513979,-3.5285658965406013
std,0,0,74,True,1.0,1.288745677114698,0.3270545743232264,0.19713054735508276,0.7726663798093796,0.0,0.7726663798093796,0.368508355752769,2.0967404612332827
std,0,0,75,True,0.8125,1.518474736753861,0.3544633585383008,0.0934470852908449,0.43156299367547035,0.0,0.43156299367547035,0.4520258268076068,0.9547308319158367
std,0,0,76,True,0.5,1.6713156580329407,0.3454718981266639,-0.010468298905755936,-0.05321149528026581,0.0,-0.05321149528026581,0.49117341161101136,-0.1083354555079359
std,0,0,77,True,0.0625,1.3297710175251356,0.2873496451312395,-0.13740678991127447,-0.555719867348671,0.0,-0.555719867348671,0.35641190341083906,-1.559206811081413
std,0,0,78,True,0.59375,1.5190231685180557,0.173471749196041,0.016138127131544975,0.07455699518322945,0.0,0.07455699518322945,0.31633611822121666,0.23568916379978805
std,0,0,79,True,1.0,1.4462924129250416,0.3245158537369023,0.3517876878608367,1.547417877241969,0.0,1.547417877241969,0.4119495867415028,3.7563282669657574
std,0,0,80,True,0.65625,1.3627222552477518,0.42549293481506156,0.05510195757133627,0.22837325558066368,0.0,0.22837325558066368,0.4444506334910395,0.5138326697542391
std,0,0,81,False,0.0,1.399874826988204,0.22116216670604838,-0.28417211333637543,-1.2098778542131186,0.0,-1.2098778542131186,0.3291657395266406,-3.6755886440459844
std,0,0,82,True,1.0,1.5560935881786746,0.2708088140762742,0.20548038941321772,0.9724716730415821,0.0,0.9724716730415821,0.40489006018448004,2.4018166131282523
std,0,0,83,True,0.15625,1.5602341985835428,0.22080448072618702,-0.08540153792646277,-0.405253104865551,0.0,-0.405253104865551,0.3665757555225187,-1.1055098400817627
std,0,0,84,False,0.0,1.4240490566684765,0.3439076183639267,-0.4116964946456201,-1.7830888573080301,0.0,-1.7830888573080301,0.4175570811466972,-4.270287675187554
std,0,0,85,True,1.0,1.6510093085041309,0.18560664658360793,0.18869856517916753,0.947521309950389,0.0,0.947521309950389,0.35564465686009833,2.6642360335617807
std,0,0,86,False,0.0,1.424410159599284,0.2204615719107968,-0.31024225576301895,-1.3440235499292612,0.0,-1.3440235499292612,0.33440404091011455,-4.019160612627062
std,0,0,87,True,0.375,1.1770358728222114,0.2467274520143677,-0.02935750674160449,-0.10509443865157664,0.0,-0.10509443865157664,0.2923266706511332,-0.3595102643815823
std,0,0,88,False,0.0,1.3236442597412916,0.41862529337057175,-0.20728511138151792,-0.8344690934754908,0.0,-0.8344690934754908,0.42820725126300635,-1.9487504964341602
std,0,0,89,True,0.40625,1.4252690812567028,0.23798301654979173,-0.03104401677155927,-0.1345691904425621,0.0,-0.1345691904425621,0.3476480925464145,-0.38708450679790735
std,0,0,90,True,0.53125,1.262829188714148,0.3003023991077342,0.021022519041161196,0.08074213564395905,0.0,0.08074213564395905,0.3460142754192753,0.23334914591636866
std,0,0,91,True,0.75,1.543045283626459,0.2573843199815872,0.059895652092172603,0.2810896374285221,0.0,0.2810896374285221,0.3914170313148266,0.7181333844475322
std,0,0,92,True,0.1875,1.2969216898088578,0.282329976693156,-0.08733326635612651,-0.3444802466110559,0.0,-0.3444802466110559,0.3445579334207618,-0.9997745319373883
std,0,0,93,True,0.15625,1.612547008857183,0.2586187777593214,-0.08909925263777183,-0.43697572499513626,0.0,-0.43697572499513626,0.41002696236293346,-1.0657243671901488
std,0,0,94,True,0.28125,1.5344379121933966,0.3058203687522775,-0.06342731204709609,-0.2960032597184181,0.0,-0.2960032597184181,0.4242799690154984,-0.6976602275268043
std,0,0,95,True,1.0,1.3957537932394566,0.26271212886778783,0.21690774128585208,0.920777577906847,0.0,0.920777577906847,0.35769995292929396,2.5741618648992546
std,0,0,96,False,0.03125,1.3099361672799212,0.06538701752588376,-0.06920801372966413,-0.27572578680701554,0.0,-0.27572578680701554,0.16748113744903292,-1.64630949494789
std,0,0,97,True,0.0625,1.663423358218532,0.2102081195761867,-0.1252877725050895,-0.6338439509272575,0.0,-0.6338439509272575,0.38132698847463814,-1.6622058497950092
std,0,0,98,False,0.0,1.4221428497968085,0.17963408774680936,-0.48485678475228366,-2.097140684723854,0.0,-2.097140684723854,0.3013752633195655,-6.958569398245985
std,0,0,99,True,0.75,1.4345711431993897,0.23525549697467407,0.056734649846047834,0.24753769114613533,0.0,0.24753769114613533,0.34790605308248207,0.7115072846618415
std,0,1,0,True,1.0,1.3760426673224777,0.10451162756583524,0.3462403118010517,1.282857843558304,0.0,1.282857843558304,0.2224253129417468,5.767589248685398
std,0,1,1,True,1.0,1.4254436919894118,0.22723946674130868,0.19262303021772717,0.7393111912533641,0.0,0.7393111912533641,0.33975194489144256,2.176032256385136
std,0,1,2,True,0.9375,1.5973888835015595,0.12952361017954786,0.09724703395079373,0.41826933436095715,0.0,0.41826933436095715,0.2874452474772112,1.4551269782051894
std,0,1,3,True,0.1875,1.8757922526733704,0.3366133854520274,-0.1170447554197452,-0.5911608971655369,0.0,-0.5911608971655369,0.544152254707822,-1.0863887672080965
std,0,1,4,True,0.0625,1.2780929505407883,0.2612405792352148,-0.15166742590412596,-0.5219438187777996,0.0,-0.5219438187777996,0.3266275120159199,-1.5979787359503261
std,0,1,5,True,0.625,1.3565376107444191,0.23436638000444418,0.030757299488972614,0.1123437830246985,0.0,0.1123437830246985,0.32835943495776576,0.3421366072186973
std,0,1,6,True,0.9375,1.4981708624132,0.39676615501177637,0.1771519847545201,0.7146219834685326,0.0,0.7146219834685326,0.4718442424658524,1.5145294127865725
std,0,1,7,True,1.0,1.527798738522272,0.3391805930448918,0.29459931969419445,1.2119002916733734,0.0,1.2119002916733734,0.4448889807427309,2.724051042240103
std,0,1,8,True,1.0,1.3275623251801143,0.17032228504550975,0.3104199249957805,1.10961804818362,0.0,1.10961804818362,0.2739432860086954,4.050539308155919
std,0,1,9,True,0.0625,1.2674664437823664,0.24790778560479107,-0.16642705190704604,-0.5679752267897129,0.0,-0.5679752267897129,0.3155379194278807,-1.80002209502915
std,0,1,10,False,0.0,1.62404929168126,0.2571587921769077,-0.19014928866154981,-0.8315012659877539,0.0,-0.8315012659877539,0.41178440908579594,-2.0192635943497055
std,0,1,11,True,0.21875,1.218508581530178,0.18236729462261342,-0.0680742556045847,-0.22334719182981644,0.0,-0.22334719182981644,0.26017890058550563,-0.858436988269213
std,0,1,12,True,0.40625,1.4170217886459375,0.28898462927160457,-0.03086556643693463,-0.1177659616805613,0.0,-0.1177659616805613,0.38087626039802186,-0.30919743214631956
std,0,1,13,True,0.3125,1.5981784053915669,0.228042267781866,-0.047018867299113594,-0.20233286172151566,0.0,-0.20233286172151566,0.3815952307103206,-0.5302290108418889
std,0,1,14,True,1.0,1.0788310652733055,0.11114143942059074,0.338274017575219,0.9826324190944433,0.0,0.9826324190944433,0.17982971521306462,5.464238309726551
std,0,1,15,True,1.0,1.405436905711909,0.2617455376462924,0.29524046029224515,1.1172650940716267,0.0,1.1172650940716267,0.3595182996853022,3.107672391223491
std,0,1,16,True,0.90625,1.508625230062225,0.17029942177241789,0.1196776830362661,0.4861424467526376,0.0,0.4861424467526376,0.3112848307502996,1.5617286765335567
std,0,1,17,False,0.0,1.5007906481864228,0.28254917613242864,-0.4963501597733287,-2.005752231925726,0.0,-2.005752231925726,0.39887529815327166,-5.028519542854711
std,0,1,18,True,0.90625,1.3264144815120318,0.49423548822950264,0.1662403535277966,0.5937241464853287,0.0,0.5937241464853287,0.46624718452617275,1.2734106846965851
std,0,1,19,True,1.0,1.399726497489498,0.3014012841315541,0.39674865866746456,1.4952976629137993,0.0,1.4952976629137993,0.38422510466577214,3.891722963325162
std,0,1,20,True,0.28125,1.2735359898299587,0.24541970724679876,-0.039606732355915684,-0.1358154695481062,0.0,-0.1358154695481062,0.31545393102311736,-0.4305397910484534
std,0,1,21,True,1.0,1.4226460413616113,0.16004444859256975,0.17595136600429512,0.6739978417754173,0.0,0.6739978417754173,0.28456872716180404,2.3684887952996547
std,0,1,22,True,0.5625,1.4785617240790612,0.19560469416732032,0.01886052176215573,0.0750865526497364,0.0,0.0750865526497364,0.32696336932264436,0.22964821045638817
std,0,1,23,True,0.5,1.50051398904482,0.2921974293225712,-0.015561090948464133,-0.0628708153963089,0.0,-0.0628708153963089,0.40555358832177646,-0.15502468035475894
std,0,1,24,True,0.625,1.3863181188818345,0.09465599614366202,0.029134847907491754,0.1087538544088602,0.0,0.1087538544088602,0.2132588038171561,0.5099618513386375
std,0,1,25,True,1.0,1.3449044121009925,0.11665999279275338,0.33164068759661985,1.2009591311216354,0.0,1.2009591311216354,0.2296795852785623,5.228845783856132
std,0,1,26,True,0.375,1.359677920069799,0.26513927419402333,-0.027840074192661594,-0.10192376002669334,0.0,-0.10192376002669334,0.35006047757056824,-0.2911604324316979
std,0,1,27,False,0.0,1.5108591794645125,0.22373701851319766,-0.3801913987035835,-1.5466615110635757,0.0,-1.5466615110635757,0.3573245990806312,-4.328449580697823
std,0,1,28,True,0.5625,1.382800496863581,0.4679000639540004,0.018920300720626906,0.07044603675603867,0.0,0.07044603675603867,0.4729400397456472,0.14895342080557483
std,0,1,29,True,0.90625,1.3899587506601896,0.3093455502503334,0.14277651955239368,0.5343523286283016,0.0,0.5343523286283016,0.3865394755169898,1.3824004079107695
std,0,1,30,False,0.0,1.506375463705519,0.050496668863891106,-0.43791932602340766,-1.776218332350254,0.0,-1.776218332350254,0.1692523090664287,-10.494499851420745
std,0,1,31,False,0.0,1.6262619949264825,0.22607482625240385,-0.5281363074576356,-2.3126267287880182,0.0,-2.3126267287880182,0.3866220506834538,-5.98162139148519
std,0,1,32,True,0.4375,1.4225412374563016,0.3390595814241742,-0.03151149721340604,-0.12069878727197647,0.0,-0.12069878727197647,0.41416450879204514,-0.29142716169477517
std,0,1,33,True,0.96875,1.3960471383924569,0.3513863371169848,0.22392473564154705,0.8417268022894859,0.0,0.8417268022894859,0.413773356690968,2.0342701836119925
std,0,1,34,True,0.125,1.286583967373275,0.21960955582198952,-0.10789051546949692,-0.3737579219741747,0.0,-0.3737579219741747,0.30146281923992413,-1.2398143257484542
std,0,1,35,False,0.0,1.6539180361599886,0.28417933558646075,-0.34636558181567534,-1.542473517358303,0.0,-1.542473517358303,0.4408392297043452,-3.4989479461543924
std,0,1,36,False,0.0,1.6973430223372303,0.34801664529138837,-0.2847995871412491,-1.3016013130545616,0.0,-1.3016013130545616,0.500656238198079,-2.5997904624921455
std,0,1,37,True,1.0,1.4799320834499343,0.1594615410195234,0.21963368644173928,0.875204898416996,0.0,0.875204898416996,0.2954879452509917,2.9618971348343313
std,0,1,38,True,1.0,1.4015335313128174,0.1121565702355663,0.3528373068416083,1.331517854705453,0.0,1.331517854705453,0.23468528348464443,5.6736316608134265
std,0,1,39,True,1.0,1.2651741307968196,0.4718906841499683,0.4230970879734618,1.4413164481520653,0.0,1.4413164481520653,0.43455125595994565,3.316792733616946
std,0,1,40,True,0.28125,1.626708654077369,0.29589627879058145,-0.053777996553858634,-0.235550157725811,0.0,-0.235550157725811,0.4424350585949612,-0.5323948750215376
std,0,1,41,False,0.0,1.5319770066137364,0.2673474707281956,-0.19928204576548225,-0.8220333233475685,0.0,-0.8220333233475685,0.39605936903020633,-2.0755305583615025
std,0,1,42,True,0.96875,1.3833835678387232,0.35035021710254116,0.20413319391810908,0.7603704780340195,0.0,0.7603704780340195,0.4094150588130875,1.8572117992883979
std,0,1,43,True,0.4375,1.3290054181232234,0.040219697886887285,-0.0155232613388894,-0.05554931703954935,0.0,-0.05554931703954935,0.13326501663548687,-0.4168334529345433
std,0,1,44,True,0.25,1.3833382299373924,0.19199879965168945,-0.07079116486294955,-0.26367954537272453,0.0,-0.26367954537272453,0.3030732738950629,-0.8700191276648888
std,0,1,45,True,1.0,1.4457315896607237,0.2556844142027813,0.42167877183965674,1.6414906457066536,0.0,1.6414906457066536,0.36551887019258206,4.4908506224091695
std,0,1,46,True,0.8125,1.603947126250051,0.29058225974904456,0.08863266024787327,0.3827831707894802,0.0,0.3827831707894802,0.4323093220546766,0.8854381602742017
std,0,1,47,False,0.0,1.2751829408996038,0.26632852074313806,-0.401756785133526,-1.379446042701602,0.0,-1.379446042701602,0.32904200055360555,-4.192309919039867
std,0,1,48,True,0.875,1.310537303034578,0.21540839477232956,0.11002953279028438,0.3882644781842828,0.0,0.3882644781842828,0.30412400684859975,1.2766650098016439
std,0,1,49,False,0.03125,1.6162201319849627,0.3406144635740453,-0.20821304135852348,-0.9061027392745018,0.0,-0.9061027392745018,0.47163069156350473,-1.9212124136168431
std,0,1,50,True,1.0,1.2215469937793701,0.34198629368895034,0.315689070299339,1.038337953388691,0.0,1.038337953388691,0.35717786241486404,2.9070613345646144
std,0,1,51,True,0.6875,1.3438796101052637,0.37627920279133964,0.06944279731291027,0.2512792197521776,0.0,0.2512792197521776,0.41217863497905455,0.6096366925106312
std,0,1,52,False,0.0,1.5505828940899196,0.15273624421473103,-0.29836708027296244,-1.2457041069865227,0.0,-1.2457041069865227,0.3029954078397953,-4.11129698587766
std,0,1,53,False,0.0,1.1243425413389763,0.23199470379967185,-0.40281443211964313,-1.2194743463769555,0.0,-1.2194743463769555,0.27077445027648406,-4.503653668696463
std,0,1,54,True,1.0,1.2742879811472998,0.08761329773895116,0.26430769099248247,0.9068728306883713,0.0,0.9068728306883713,0.18859171286070597,4.808656843570791
std,0,1,55,True,0.28125,0.9654567471620239,0.30213886646499644,-0.0851057545582563,-0.22123852372169495,0.0,-0.22123852372169495,0.2653420768650195,-0.8337860558551361
std,0,1,56,True,0.3125,1.5456583442374807,0.19179555155912117,-0.042887051044078854,-0.1784878633916378,0.0,-0.1784878633916378,0.33845643225937244,-0.5273584614720974
std,0,1,57,True,0.96875,1.448338325888957,0.2975914928642018,0.1859226597286292,0.7250556647777557,0.0,0.7250556647777557,0.3950483784344719,1.8353591720868774
std,0,1,58,True,1.0,1.3721585341281306,0.24653632009191295,0.2396034353709671,0.8852508142590523,0.0,0.8852508142590523,0.34065498609521405,2.5986727052092
std,0,1,59,True,1.0,1.2993563498787855,0.20668478732271073,0.29138164371706776,1.0194348245859146,0.0,1.0194348245859146,0.2953605809904278,3.451492481384823
std,0,1,60,True,0.96875,1.3428123558178813,0.24832618269586676,0.1779664960053124,0.6434615217149258,0.0,0.6434615217149258,0.334577390297461,1.9232068285990478
std,0,1,61,True,0.3125,1.5030511762199719,0.2627646074427335,-0.05710000752422492,-0.2310888208448887,0.0,-0.2310888208448887,0.38523630292478733,-0.5998625235742799
std,0,1,62,True,1.0,1.0893640940044962,0.25049509357129474,0.21999413940640067,0.6452873796224594,0.0,0.6452873796224594,0.27261055870185186,2.3670667148596984
std,0,1,63,True,0.1875,1.4880779389982453,0.20656773547009685,-0.08927313139781629,-0.35769712552428246,0.0,-0.35769712552428246,0.33816365342620547,-1.0577633695998012
std,0,1,64,False,0.0,1.6573575158384348,0.04589328701263778,-0.1726341285985798,-0.7703921739012003,0.0,-0.7703921739012003,0.1775255180030876,-4.339613721830127
std,0,1,65,False,0.0,1.414143920233478,0.29181229031432343,-0.3043910398425455,-1.1590294688940048,0.0,-1.1590294688940048,0.3819578188508805,-3.0344436262122954
std,0,1,66,True,0.28125,1.5263936047625806,0.1343332567117505,-0.02937215119563104,-0.12071779556572437,0.0,-0.12071779556572437,0.27972308798424966,-0.4315617864640534
std,0,1,67,True,1.0,1.1985552699644393,0.11985922807270137,0.1670882656340933,0.5392287261784077,0.0,0.5392287261784077,0.2074740613039638,2.5990175484558544
