offset,n_samples,mu_top_projection_median,mu_top_projection_q25,mu_top_projection_q75,angle_median_deg,angle_q25_deg,angle_q75_deg
-100,1000,0.9999999878158452,0.999999979786947,0.9999999920680231,0.006324413245319982,0.005102856370852363,0.008145890787668737
-99,1000,0.999999987761259,0.9999999798632784,0.9999999920533608,0.006338555315489292,0.005107570007701513,0.008130493670336754
-98,1000,0.9999999878122987,0.9999999795053679,0.9999999921511511,0.0063253350393849914,0.005076046755420325,0.00820243307336755
-97,1000,0.9999999877872652,0.9999999798127861,0.9999999918571998,0.006331827559258899,0.005170225893481827,0.008140682225621386
-96,1000,0.9999999879274943,0.9999999798221229,0.9999999919006939,0.0062953709522017825,0.005156399291914196,0.008138799828675877
-95,1000,0.9999999880537835,0.9999999800785742,0.9999999918063814,0.0062623540830490775,0.005186334082845684,0.00808691412872921
-94,1000,0.9999999878568544,0.9999999798395578,0.999999991930469,0.006313762390646812,0.005146910150144239,0.008135282627721889
-93,1000,0.9999999879441194,0.9999999797974414,0.9999999918505995,0.0062910338102397205,0.00517232027208549,0.008143775898927362
-92,1000,0.9999999877834185,0.9999999798046729,0.999999992062546,0.006332824880591223,0.005104617943273269,0.008142301157395797
-91,1000,0.9999999876546825,0.999999980497317,0.9999999919872252,0.00636610449666979,0.005128780376375615,0.008001470577298326
-90,1000,0.9999999875459074,0.9999999799832316,0.9999999918892832,0.006394089028448988,0.005160030314150475,0.008106242028881694
-89,1000,0.9999999877098262,0.9999999799414631,0.9999999920282562,0.006351869110547631,0.0051156320042157815,0.00811469550914999
-88,1000,0.9999999878563788,0.9999999802954525,0.9999999919010405,0.006313886027721234,0.005156288943430837,0.008042773998582458
-87,1000,0.9999999878821288,0.999999980204021,0.999999991917004,0.006307188298791275,0.005151204638005693,0.008061410784062582
-86,1000,0.9999999879463276,0.9999999804168381,0.999999991889526,0.0062904585423008315,0.005159951162739908,0.008017961176598826
-85,1000,0.999999987994178,0.9999999801167965,0.9999999920315914,0.006277960554049678,0.005114561742380319,0.008079152213105227
-84,1000,0.9999999877913701,0.9999999800474597,0.9999999919757743,0.006330763557408577,0.00513244092355284,0.008093221086338394
-83,1000,0.9999999876750127,0.9999999802783911,0.9999999920494154,0.0063608605297127835,0.005108838366423483,0.008046254886719745
-82,1000,0.9999999872957575,0.9999999799818211,0.999999991994804,0.0064579792691910505,0.0051263542772024134,0.008106528462365002
-81,1000,0.9999999874843879,0.999999979074111,0.9999999921714495,0.00640986110526638,0.005069478779535268,0.00828828337390703
-80,1000,0.9999999873955121,0.9999999795757196,0.9999999920840641,0.006432580547081749,0.00509769400520573,0.008188342735222278
-79,1000,0.9999999873345888,0.9999999788531447,0.9999999922067915,0.006448107280381527,0.005058018770244863,0.008331910479720893
-78,1000,0.9999999875433186,0.9999999795359307,0.9999999920746729,0.006394748366463752,0.00510071695939095,0.0081963148360045
-77,1000,0.9999999875735053,0.9999999791864025,0.9999999921554727,0.006386999500501436,0.005074649191928574,0.008266014538339896
-76,1000,0.9999999874800223,0.9999999784670923,0.9999999919974996,0.006410979816989456,0.0051254903848496226,0.008407637326388325
-75,1000,0.9999999872974825,0.9999999788203102,0.9999999919730358,0.006457546358913514,0.005133319489582204,0.008338394028752453
-74,1000,0.9999999873030052,0.9999999786350404,0.9999999920460776,0.006456138907889622,0.005109906280513267,0.008374784296521505
-73,1000,0.9999999873549663,0.999999978872282,0.999999991893342,0.006442918081710705,0.0051587347956391985,0.00832815732914822
-72,1000,0.9999999875174623,0.9999999784146885,0.9999999920880271,0.006401386473521871,0.005096414433975146,0.008417861671537859
-71,1000,0.9999999874243157,0.9999999786127617,0.9999999919970175,0.0064252265277358386,0.00512564391466425,0.008379150319941017
-70,1000,0.9999999873693091,0.9999999790946154,0.9999999919488588,0.006439263375554347,0.005141044234443542,0.00828422163451744
-69,1000,0.9999999872146792,0.9999999791705789,0.9999999920049949,0.006478559370517686,0.005123081829415802,0.008269133356704945
-68,1000,0.9999999874809089,0.9999999791959077,0.9999999919551026,0.006410750604210593,0.005139050100983821,0.008264126743237914
-67,1000,0.9999999872102752,0.9999999797898179,0.9999999918709331,0.0064796751413395155,0.005165864159180612,0.00814531171089435
-66,1000,0.9999999874027217,0.9999999797524587,0.9999999919574732,0.006430735469573241,0.005138291028959547,0.008152837388092343
-65,1000,0.9999999874667052,0.999999979326006,0.9999999919916363,0.006414388186323398,0.005127368315531139,0.008238246235851536
-64,1000,0.999999987539854,0.9999999796605574,0.9999999920485511,0.006395642679039984,0.005109115205354252,0.008171296508339141
-63,1000,0.9999999873155885,0.9999999789533065,0.9999999919594709,0.00645294174191764,0.005137653570651706,0.008312172671883968
-62,1000,0.9999999875171901,0.9999999797204258,0.999999992040173,0.0064014566257400655,0.005111807043442109,0.008159279784531407
-61,1000,0.9999999875503756,0.9999999792187292,0.9999999920641139,0.006392941283447116,0.0051041137450914785,0.008259593043017151
-60,1000,0.9999999875343252,0.9999999797373688,0.9999999921091263,0.006397061521986136,0.0050896170850452315,0.008155874022616031
-59,1000,0.9999999874451801,0.9999999800058688,0.9999999922375342,0.006419894284734648,0.005048036402711212,0.008101657895478453
-58,1000,0.9999999875234211,0.9999999801244246,0.9999999921303641,0.006399857821419924,0.005082763444514656,0.00807760266375016
-57,1000,0.9999999876157659,0.9999999806217115,0.999999992044637,0.006376127254392856,0.005110371517513355,0.007975908535850776
-56,1000,0.999999987659747,0.9999999802045736,0.9999999919280198,0.0063647954514680465,0.0051476932269491705,0.008061297601944734
-55,1000,0.9999999879213558,0.999999979625745,0.9999999918197335,0.006296971480827612,0.005182106733246355,0.008178308370938565
-54,1000,0.9999999879231822,0.9999999797813633,0.999999991819666,0.006296493415383995,0.0051821281668517,0.008147012141388032
-53,1000,0.9999999876830223,0.9999999799523068,0.999999991807258,0.006358783653088144,0.005186056855363779,0.008112499841654984
-52,1000,0.9999999877070522,0.9999999791914806,0.9999999918876583,0.0063525860278930285,0.005160547141656152,0.008265003762364737
-51,1000,0.9999999874643755,0.9999999792051862,0.9999999918707455,0.0064149846334003325,0.005165923269679826,0.008262279554092037
-50,1000,0.9999999872855074,0.9999999788843906,0.9999999916733973,0.0064605889696521,0.005228252262608935,0.008325767240328442
-49,1000,0.9999999873635496,0.9999999789622941,0.9999999916318499,0.006440726860353109,0.005241279934615601,0.008310386119762361
-48,1000,0.9999999871800902,0.9999999793992137,0.999999991843481,0.006487316941352557,0.005174575458149734,0.008223648298557665
-47,1000,0.9999999872073724,0.9999999796068262,0.9999999916639881,0.006480410007423804,0.005231205425666254,0.008182103027045227
-46,1000,0.9999999871993215,0.9999999793014235,0.9999999917174132,0.006482447772973988,0.005214409446165476,0.008243143507237868
-45,1000,0.9999999874916825,0.9999999791897853,0.9999999917986113,0.006407993796879584,0.005188792442384398,0.008265342068217395
-44,1000,0.9999999876374646,0.9999999791630507,0.9999999917717971,0.006370542336875541,0.005197268146239088,0.008270649676319486
-43,1000,0.9999999874394783,0.9999999797876886,0.9999999917200535,0.006421338810279493,0.005213581934340163,0.008145740282426941
-42,1000,0.9999999875052877,0.9999999793547896,0.9999999917316353,0.006404506347583375,0.005209936643478506,0.008232510419749837
-41,1000,0.9999999874829458,0.9999999800358492,0.9999999917333235,0.006410230418008294,0.005209404656845483,0.00809558159520357
-40,1000,0.9999999874919996,0.9999999797350202,0.9999999916634801,0.00640791252710865,0.005231364843315984,0.008156347394534743
-39,1000,0.9999999873961303,0.9999999798145316,0.9999999919076307,0.006432422846728412,0.005154190657946031,0.008140325896531892
-38,1000,0.9999999872702682,0.9999999800689394,0.9999999920675544,0.006464460051310024,0.005103007106387794,0.00808886693273567
-37,1000,0.9999999873432025,0.9999999793068346,0.9999999918722964,0.006445913926213447,0.0051654307907798664,0.008242066019500336
-36,1000,0.9999999873708925,0.9999999791777721,0.9999999918072786,0.006438859666372253,0.0051860501708759,0.008267724949011894
-35,1000,0.9999999875111236,0.9999999788395051,0.9999999919490459,0.00640301200217019,0.005140984533054856,0.008334612661911465
-34,1000,0.9999999872637882,0.9999999790239196,0.9999999919242544,0.006466097096894137,0.005148893840136282,0.008298216275130388
-33,1000,0.99999998703928,0.9999999784950446,0.999999991975954,0.006522846994713554,0.005132385443640735,0.008402177196408142
-32,1000,0.9999999870415293,0.9999999787497835,0.999999991893638,0.006522280730076314,0.00515864487379313,0.008352259759395176
-31,1000,0.9999999871014631,0.9999999787872561,0.99999999188562,0.0065071805928527075,0.005161192270728032,0.008344896704632508
-30,1000,0.9999999869598479,0.9999999786015719,0.9999999919151938,0.006542803715448152,0.005151781571653564,0.008381342012253688
-29,1000,0.9999999870788424,0.9999999784749332,0.99999999169773,0.006512883541079662,0.0052206077156117655,0.00840610648919865
-28,1000,0.999999986998073,0.9999999784743754,0.9999999916503449,0.0065332063595556185,0.005235484653337799,0.00840621525065554
-27,1000,0.9999999870444127,0.9999999785066662,0.9999999916918705,0.00652155011572137,0.005222448893816711,0.008399907862172505
-26,1000,0.9999999870749352,0.9999999788525391,0.9999999916964942,0.006513868218395004,0.005220996195946254,0.008332047647554887
-25,1000,0.9999999871314142,0.9999999783641658,0.9999999915931738,0.006499620937943748,0.0052533748692590865,0.00842770738188671
-24,1000,0.9999999870238472,0.99999997835253,0.9999999917215211,0.0065267291038674895,0.005213121483623859,0.008429971416620096
-23,1000,0.999999986849319,0.9999999787004532,0.9999999918712439,0.006570474581647003,0.005165765427313507,0.008361954378063606
-22,1000,0.9999999872191774,0.9999999789893744,0.9999999917646889,0.00647741941960042,0.005199512104582807,0.008305047571674062
-21,1000,0.9999999870806113,0.9999999783963983,0.9999999916175071,0.006512435804842414,0.0052457695785771965,0.008421426066295784
-20,1000,0.999999987262449,0.9999999787249065,0.9999999916420966,0.0064664446691838,0.005238070014095984,0.008357153173891864
-19,1000,0.9999999870293486,0.9999999787519426,0.9999999916699249,0.006525345753853466,0.005229336705367754,0.008351841263778657
-18,1000,0.9999999871747481,0.9999999788428255,0.9999999915493499,0.006488667421883925,0.0052670530712700305,0.008333959470545781
-17,1000,0.9999999869750801,0.9999999788040077,0.9999999917195128,0.006538982326743223,0.005213754185155042,0.00834160171273455
-16,1000,0.9999999867812827,0.9999999780444302,0.9999999917549244,0.006587448782070237,0.005202593895664003,0.008489750601066017
-15,1000,0.9999999872584098,0.999999978290269,0.9999999916984617,0.006467470300559578,0.0052203772978801,0.008442087635757854
-14,1000,0.9999999871118538,0.9999999788519919,0.9999999918686239,0.0065045590655675965,0.005166597357643849,0.00833215542582001
-13,1000,0.999999986997945,0.999999978786666,0.9999999919274392,0.006533238885454703,0.005147849838163886,0.008345014351926788
-12,1000,0.9999999868723903,0.9999999786111964,0.9999999919026433,0.006564708479026337,0.005155778408299902,0.008379450775896191
-11,1000,0.9999999868881477,0.9999999786090377,0.9999999918899241,0.006560767125684805,0.005159820630695275,0.008379875863221338
-10,1000,0.9999999872708378,0.9999999780058031,0.9999999918270218,0.006464315054246843,0.005179789378776086,0.008497212624965545
-9,1000,0.999999986817518,0.9999999789854583,0.999999992005423,0.00657841230989834,0.0051229515995066645,0.008305821479667025
-8,1000,0.9999999872923195,0.9999999786689713,0.9999999919438451,0.006458858558468112,0.005142644575676485,0.008368131895202274
-7,1000,0.9999999873933836,0.9999999787047215,0.9999999920420868,0.0064331185856873856,0.005111192303830328,0.00836111682666055
-6,1000,0.9999999870225176,0.9999999788408517,0.9999999921447205,0.0065270637118610645,0.005078125743352851,0.008334349554900481
-5,1000,0.9999999871849443,0.9999999783383053,0.9999999921745458,0.006486087264135234,0.005068471412067833,0.008432741510121812
-4,1000,0.9999999872754447,0.9999999786268782,0.9999999921042249,0.006463145581599938,0.005091198376581394,0.008376384390087106
-3,1000,0.9999999870507112,0.9999999775283608,0.9999999920444,0.006519969354000723,0.005110446304921728,0.00858894720017941
-2,1000,0.9999999873106018,0.9999999779858119,0.9999999918915785,0.006454210670853397,0.005159300102758907,0.008501076875134805
