offset,n_samples,mu_top_projection_median,mu_top_projection_q25,mu_top_projection_q75,angle_median_deg,angle_q25_deg,angle_q75_deg
-1,1000,0.9999999875908472,0.9999999775552996,0.9999999920589049,0.006382542262398625,0.005105782917916189,0.00858379773500321
0,1000,0.9999999872532478,0.9999999776421338,0.9999999921676206,0.006468780337363216,0.0050707183787952964,0.00856717784829289
1,990,0.00543113944389412,0.0033300826665913687,0.008320939728120345,85.77368363063492,84.76625162745314,86.69180246072239
2,990,0.005525848577796707,0.0033825030225367175,0.008490284734009696,85.73692565915127,84.7131109794122,86.66583673008573
3,990,0.005654069461173375,0.00353846015814287,0.008827662910363855,85.68765705948675,84.6087863378094,86.58975031801731
4,990,0.005808719263085486,0.0035653452554738883,0.009057459992296773,85.62896676440528,84.53885825189343,86.57680345911385
5,990,0.005977023988295159,0.0036261015973326717,0.009214308033425276,85.56597339613901,84.49162907712048,86.54772925665807
6,990,0.005990569568269181,0.003600868203260726,0.009297811527194689,85.56093808134881,84.46664823760074,86.5597719739846
7,990,0.006160981534219263,0.0036465889353969848,0.00935880085242203,85.49811347966276,84.44847694120821,86.53797454623837
8,990,0.006191709961364533,0.003839337751622848,0.009480271244320493,85.4868774677984,84.41244919064093,86.4475410808559
9,990,0.006283412950791253,0.0038157367743217596,0.009692140343923898,85.45350945613038,84.35015530930323,86.45849055046003
10,990,0.006430165082220339,0.003923018385010147,0.009797149854144541,85.400610113948,84.31953942238482,86.40898547114725
11,990,0.0066152840659613205,0.003933560775728605,0.010034048061744936,85.33472980563562,84.25104300949688,86.40415734413583
12,990,0.0066259767352637245,0.004056477007466779,0.01021537124962084,85.33095179121747,84.1991463802119,86.34833461734969
13,990,0.006805128406692057,0.004166329546356291,0.010168615914326756,85.26811102231844,84.2124822406054,86.2991500974372
14,990,0.006941127733317997,0.004270535665060901,0.01071488597555118,85.22095256859157,84.05851507816737,86.25308875530472
15,990,0.007095622285247216,0.004420938474216083,0.010892427691917193,85.16793476053013,84.0093139122513,86.18758310596974
16,990,0.007357471357697218,0.004380211987168338,0.011098760449037693,85.07936874194706,83.95263051969832,86.20521064806641
17,990,0.007551379010615091,0.004431473520162289,0.011386774050719785,85.01478522748926,83.87437811699849,86.18303660744314
18,990,0.007719470689565385,0.004585099498305672,0.011527200263915289,84.9594639460233,83.83657363471292,86.11733919177449
19,990,0.007874811676316647,0.004652724032201825,0.011676020273543562,84.90886785362332,83.7967565826613,86.0887682677197
20,990,0.007968614010121645,0.0048088775598178635,0.011982576782811774,84.87855519029613,83.71552665467463,86.02357148043538
21,990,0.007994575523488413,0.004893902751936767,0.012198273285550567,84.87019681657237,83.65898578402388,85.98851687384277
22,990,0.008320334320402356,0.004894114189045439,0.012478792182991324,84.76644141277438,83.58618686131408,85.9884283346328
23,990,0.008267369234033959,0.005091889204918195,0.01283688223220263,84.78317279758251,83.49442067229513,85.90804027333779
24,990,0.008395438899726677,0.005155853533969697,0.01309855984831932,84.74280732090328,83.4281585876558,85.88237478979434
25,990,0.008488794031594802,0.005275340709005431,0.013068486829041607,84.71357605958943,83.43574025267267,85.83485170690746
26,990,0.008635367577742456,0.005523972595268413,0.01334827582527881,84.66800069569494,83.36553133035592,85.73765121381116
27,990,0.00877932613105735,0.005523691361001163,0.013779837061272993,84.62361252411644,83.2586455575089,85.73776204962829
28,990,0.008882134259779618,0.005434351530878467,0.014009279655502381,84.59213058139808,83.20249093720666,85.77243209563643
29,990,0.009178650364585211,0.005671557961351375,0.014113679005894835,84.5023309664968,83.17709045560038,85.68098058906884
30,990,0.00943298747036856,0.005726309796863942,0.014717131620983386,84.42644341451182,83.03204631241984,85.66014315080331
31,990,0.009651078242084492,0.005717929200033498,0.01484363583041876,84.36217716880385,83.00201365839212,85.66332639066857
32,990,0.009821823991761316,0.005682592312897316,0.015024054540918578,84.31235884508379,82.9594006904172,85.67677345192064
33,990,0.01006587058558794,0.005955042687619367,0.01533984549234546,84.24189569038896,82.88541194886969,85.57414925024511
34,990,0.010123795656410327,0.0060111285397543915,0.01608084729865488,84.22529462647744,82.71469221748761,85.55331614500973
35,990,0.010715633220315761,0.006127771602514589,0.01627468727323013,84.05830658376587,82.67067382167983,85.51028888662404
36,990,0.010618412224352149,0.0061000594262507115,0.016412773523149404,84.08541911133804,82.63947468386566,85.52047297884353
37,990,0.010857981856913789,0.00651606857877792,0.016745728957565237,84.01882840784295,82.5647732062522,85.36992397916777
38,990,0.011208539155194024,0.006426151069122368,0.01692204554523661,83.92268451627677,82.52551198716904,85.40204949976122
39,990,0.01156576581129337,0.0065548371019265445,0.017736267488836326,83.82622847215411,82.34675174242237,85.3561412602173
40,990,0.011831991587362471,0.006748506666364405,0.01765684550620052,83.75529792718355,82.3640081268007,85.28788336844083
41,990,0.011819274985464137,0.00702068477839024,0.018306073921470593,83.75866826462982,82.22403752752436,85.19358131121545
42,990,0.012098132137481375,0.007278213716070012,0.018528977995957503,83.68517389608081,82.1765426385623,85.1060079393175
43,990,0.012582239434071437,0.007461766595708693,0.019160959711840394,83.55954472276579,82.04339099576745,85.04452823781737
44,990,0.012726552060302503,0.007715032102687177,0.019787687470848938,83.52255840547151,81.91345720676966,84.9609172268714
45,990,0.012748024922108827,0.007999150281776949,0.020107421514690936,83.51707255984269,81.84794989305965,84.86872555923935
46,990,0.012822387925117829,0.008195965145915137,0.020320235726814198,83.49811075273851,81.8046257185724,84.80581138312516
47,990,0.013305584606810106,0.00811388376256093,0.0207293595205226,83.37619920418454,81.72196574900101,84.83196266313996
48,990,0.013767911760616112,0.00847784958082171,0.02082883927869787,83.26157664057658,81.7019811676204,84.7169946942009
49,990,0.014186413877187831,0.008398210686967429,0.021967324173231405,83.15945038844885,81.47657440201831,84.74193722333297
50,990,0.014425216713569614,0.008799121108798102,0.022450537739499378,83.1018367902071,81.38263533394337,84.61753551033037
51,990,0.014833221657494466,0.008980517578309529,0.022883460158771175,83.00448212152503,81.29930559476496,84.56217186843274
52,990,0.015114545822555614,0.009213180467366187,0.02350331390805879,82.93812045882845,81.18132745287483,84.49196674650057
53,990,0.015144117337930946,0.009640359986752436,0.02396489310363137,82.93118008019498,81.09445761518222,84.36531660038749
54,990,0.015653804759040307,0.009485252143448232,0.024176271138484272,82.81259384793162,81.05494694340575,84.41097562385477
55,990,0.016256236446560796,0.009626180327046449,0.024507941172737108,82.67485347455843,80.99329072244784,84.3694754337213
56,990,0.01638056107877131,0.009554704447878617,0.02532170125376321,82.64674319333326,80.84371792674791,84.39048538225184
57,990,0.01684476631204223,0.009848528777276391,0.025709905290373838,82.54269620592288,80.77318965835576,84.30460814174403
58,990,0.01744373554000412,0.010191352603203903,0.02615102334314076,82.41050143179987,80.69367390563598,84.20599411413352
59,990,0.01742309575302978,0.01049988766247805,0.02638178029047315,82.41501862640595,80.65233792080167,84.1186427060434
60,990,0.01797710235180721,0.010607114551060748,0.027484006497169592,82.2946500839155,80.45727586558108,84.08857703972456
61,990,0.01813561961310691,0.010869532014429955,0.027793790548638862,82.2605456176566,80.40314109966836,84.01563658076346
62,990,0.018955783089481756,0.011078419183583014,0.028923274759410124,82.0863798739654,80.20820411854528,83.95819520627407
63,990,0.019532943327670117,0.011246379983222565,0.029415143229391462,81.96602371852272,80.12447404576444,83.91240317964255
64,990,0.01968324907013887,0.011496368468188472,0.029236181591349417,81.93496900107395,80.15485310340264,83.84485892124778
65,990,0.019823805194432026,0.01225473689586646,0.029590052779647442,81.90603013317443,80.09485303802975,83.64426665459244
66,990,0.02008247662441799,0.0120952634135445,0.030282917210282062,81.85303782213296,79.97837403936609,83.68592747042203
67,990,0.020841526063138233,0.012632475591822952,0.03005691461734865,81.69943823896322,80.01622538666433,83.54664584071955
68,990,0.021038670144884145,0.012706425632228433,0.030564084259498626,81.65999208915002,79.93147517867394,83.52770871262372
69,990,0.02159186929205642,0.013449952579008693,0.031359700414783094,81.55026397025676,79.79988663474268,83.34019791274085
70,990,0.021727294655678846,0.013407426532996829,0.032319798362188186,81.52361250460808,79.64322482770014,83.35078337558956
71,990,0.021880200013041813,0.013489940683109087,0.03247001289182337,81.49361821470536,79.61891818208589,83.33025948385597
72,990,0.022308455564114746,0.013804354966362039,0.033222476008315,81.41015466298944,79.49797153215081,83.25263410315777
73,990,0.022528241847236105,0.014151472750603883,0.03413884996847269,81.3676212778735,79.35245845764301,83.16791729146507
74,990,0.023304711983094164,0.014279836387613855,0.03452580827458879,81.21896050040591,79.29156852818836,83.13685361496401
75,990,0.0237149038164189,0.0148064583904902,0.03553916125362309,81.14140225178602,79.13367174524271,83.01082677914874
76,990,0.024442176651897872,0.015047500817330643,0.0360810789229963,81.00549490566775,79.05012204455984,82.95387968986824
77,990,0.024508936448002477,0.015248961216962766,0.03785767833206477,80.9931062952923,78.7803678816562,82.90662801853567
78,990,0.025329657578997862,0.015517320643799796,0.038161323705828046,80.84226741615649,78.73488178457492,82.84416414067432
79,990,0.024917706309564046,0.01568223279442056,0.03829351266471605,80.91767632355774,78.71512471656843,82.8060361535827
80,990,0.025790804997024477,0.01644548361393005,0.03939674941399602,80.7585617661521,78.5515545161245,82.63210310988072
81,990,0.02608090897857409,0.01655665895920994,0.04035299831259098,80.70626874527889,78.41154365664792,82.60710161056512
82,990,0.0269811635905889,0.017460393633251615,0.041448300052221,80.54578364436125,78.25311311215475,82.40685592542951
83,990,0.028322916875835335,0.017576113791063313,0.04259141078756348,80.31135224228032,78.08988892034245,82.38158665606578
84,990,0.028578812051910985,0.017955391745699444,0.04342839834220137,80.26725510048723,77.97170076920115,82.29933283550433
85,990,0.029165602019095477,0.018212950170255936,0.043106519456896086,80.16686261260621,78.01702654040997,82.24396120806186
86,990,0.02978459869723271,0.018802988042812992,0.04474679689081944,80.06201518735338,77.78771522208314,82.11854552946996
87,990,0.030832163576362863,0.019296910735084345,0.0456230307026816,79.88695346876516,77.66685964947634,82.0150305626901
88,990,0.030632261559366346,0.019073318456336683,0.04680528224754636,79.92013510072798,77.50553626313271,82.06172979526096
89,990,0.03155838944000154,0.01974590716612165,0.04713078013947393,79.76729231141974,77.4614633767153,81.92205892508161
90,990,0.03252394324927559,0.020939628453368463,0.04780842051320837,79.61020583453669,77.37016774992506,81.67978549738109
91,990,0.032529858620190324,0.020920902710249514,0.0489965595372743,79.60925160614636,77.2115650383547,81.68353356315947
92,990,0.033809046934198256,0.02130646801018128,0.04918307670504568,79.40460508395009,77.18683356796515,81.60669959202397
93,990,0.034436219922818215,0.021156546512811458,0.050334625698074544,79.30563484699181,77.03512107529022,81.63649355390712
94,990,0.03527468401970116,0.02211833868369326,0.05032837947023782,79.1746701081695,77.03593659568939,81.44711336772033
95,990,0.035396371547054536,0.021937151702958586,0.051517681771837444,79.15579102935229,76.88095352289369,81.48247258127007
96,990,0.0366695872905205,0.022259126988686602,0.05187460981807368,78.9600777690087,76.83477171799134,81.41972920057117
97,990,0.0369987934664194,0.022862265312800216,0.05372760817368272,78.91000412988456,76.59739310249078,81.3033679006128
98,990,0.038054794431295294,0.023784926486522626,0.05434410025018416,78.75081637658079,76.51927702080664,81.12823166886561
99,990,0.038014329046111295,0.02393907481780571,0.05577520147815265,78.75687610846956,76.33953309689858,81.09929551173579
100,990,0.038699069937962044,0.02336658618341438,0.05656739356793333,78.65473717208414,76.2409775393102,81.20722134574712
