seed,task,update,G1,Q1,Q_count1,pair_count1,neff_zero_units1,zero_count1,zero1,dead_unit1,neff1,neff_fraction1,zmean1,zsd1,diag_gdiff1,Wnorm1,bias1,G2,Q2,Q_count2,pair_count2,neff_zero_units2,zero_count2,zero2,dead_unit2,neff2,neff_fraction2,zmean2,zsd2,diag_gdiff2,Wnorm2,bias2,mu2_norm,memo_acc,memo_ce,online_acc,online_ce,major_frac,label_hash,order_hash,finite,arm
0,2,30000,0.4706479495963349,0.4951583333333333,59419,120000,0,33382,0.27818333333333334,0.0,566.3344179148401,0.4719453482623667,-1.8876415419705757,28.409228370857413,0.0,5.764544531947094,-0.07376747599451847,0.09955671995512418,0.794275,95313,120000,0,7015,0.058458333333333334,0.0,123.39034896594767,0.10282529080495639,-41.947817472391634,34.667356815392715,0.0,1.4423239083490262,-0.017825415914994664,96.68671771121859,1.0,0.0014953274512663484,0.9642645833333333,0.12444031575520834,0.11083333333333334,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_L1_10r
1,2,30000,0.4622624321666842,0.5052333333333333,60628,120000,0,35957,0.2996416666666667,0.0,556.1759498400895,0.46347995820007465,-2.21024728072146,29.47874683883835,0.0,6.031133964243386,-0.0708536162856035,0.10294146589017807,0.796825,95619,120000,0,7779,0.06482500000000001,0.0,127.16952947855411,0.10597460789879509,-43.136078865699545,35.03244940828615,0.0,1.4656639194410677,-0.03319424743338459,97.3573044356703,1.0,0.0012691172305494547,0.9699479166666667,0.1129419677734375,0.11666666666666667,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_L1_10r
2,2,30000,0.45508465936529247,0.5062,60744,120000,0,32423,0.27019166666666666,0.0,547.8626912938039,0.4565522427448366,-2.0529883939699776,28.000740546940907,0.0,5.316315553409847,-0.045159692314919085,0.12380649370636766,0.736625,88395,120000,0,4128,0.0344,0.0,153.95363845009533,0.12829469870841279,-34.406125310418574,30.987483906682723,0.0,1.3826786466640721,-0.026864298437722027,86.59211891426784,1.0,0.0002066548477159813,0.9704166666666667,0.11262381184895834,0.11333333333333333,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_L1_10r
3,2,30000,0.465177170793541,0.49851666666666666,59822,120000,0,33771,0.28142500000000004,0.0,559.8647578944615,0.46655396491205126,-1.9528116150990753,27.64481869647357,0.0,5.8149055023286955,-0.06824768297577975,0.16215910196641753,0.6821916666666666,81863,120000,0,3090,0.025750000000000002,0.0,201.3117632368677,0.16775980269738977,-29.855595059874453,31.84549470264838,0.0,1.4340713130581548,-0.02809425242128782,78.3596331349108,1.0,1.3907747842267781e-08,0.9651833333333333,0.1182259765625,0.11333333333333333,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_L1_10r
4,2,30000,0.4719537683105594,0.4925333333333333,59104,120000,0,33733,0.28110833333333335,0.0,568.0056310660668,0.473338025888389,-1.300208841039291,27.129649477724474,0.0,5.616384297664214,-0.08703754515387117,0.1978240765951914,0.6356083333333333,76273,120000,0,1753,0.014608333333333334,0.0,244.6667126802796,0.20388892723356636,-24.784108729775312,29.281718977738603,0.0,1.378975208455072,-0.000893570554908365,77.12357373285288,1.0,7.05321534510972e-09,0.9681229166666667,0.10762450358072917,0.11666666666666667,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_L1_10r
5,2,30000,0.4679155995866089,0.4972916666666667,59675,120000,0,34603,0.2883583333333333,0.0,563.1454697825357,0.4692878914854464,-2.4399884496115867,27.94135072926898,0.0,5.818082355872628,-0.07014331022452097,0.10552874650111378,0.7799,93588,120000,0,6171,0.051425000000000005,0.0,130.86283836267162,0.10905236530222637,-40.2267710593482,34.2430800088914,0.0,1.4524263395077766,-0.010048549099592493,93.33603705158876,1.0,0.0016658240929245949,0.96603125,0.11993401692708333,0.11,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_L1_10r
6,2,30000,0.45939890209762474,0.504425,60531,120000,0,33075,0.275625,0.0,552.9951346114972,0.46082927884291436,-1.9177926011442596,29.585801308391673,0.0,5.9189226284486685,-0.07064746051444672,0.16135521953393658,0.69155,82986,120000,0,3793,0.031608333333333336,0.0,200.127930228399,0.16677327519033253,-31.4151336382464,33.02528792844412,0.0,1.4279257604453637,-0.02027723073260859,83.73132917592271,1.0,4.043181078827729e-08,0.9628854166666667,0.12093760579427083,0.1175,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_L1_10r
7,2,30000,0.4537016016367091,0.5091583333333334,61099,120000,0,33962,0.2830166666666667,0.0,546.1478267895304,0.4551231889912754,-1.9175257422442746,28.340265977459786,0.0,5.881083316688858,-0.06971772799501195,0.14276560052571124,0.71185,85422,120000,0,3849,0.032075,0.0,177.89603430668362,0.1482466952555697,-32.81027112549699,32.71865638198845,0.0,1.4376308705500425,-0.024611452280078085,83.43101307784964,1.0,2.0682804802163446e-07,0.962225,0.12490052897135416,0.11833333333333333,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_L1_10r
8,2,30000,0.4765002951035692,0.4870333333333333,58444,120000,0,31461,0.262175,0.0,573.5356142909383,0.4779463452424486,-2.0434381998542857,28.15846743040462,0.0,5.675431747475435,-0.08422191328718327,0.1223512843669431,0.7524333333333333,90292,120000,0,5699,0.04749166666666667,0.0,151.47547338173666,0.12622956115144723,-37.565239034203245,33.310360288469994,0.0,1.4203033010243673,-0.029042035424208735,91.04219844307096,1.0,0.00046631565783172846,0.9696958333333333,0.112788916015625,0.11416666666666667,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_L1_10r
9,2,30000,0.46679897926121233,0.496875,59625,120000,0,33821,0.28184166666666666,0.0,561.8712681969901,0.4682260568308251,-1.6962920618466297,27.953885484331824,0.0,5.35773729645375,-0.06660486198263244,0.13052350211635463,0.7408416666666666,88901,120000,0,4117,0.034308333333333337,0.0,161.41566391614074,0.13451305326345062,-34.307654836475635,31.153844162690056,0.0,1.3745759458550697,-0.0074193723325151955,92.87101306738623,1.0,0.0001697140687610954,0.9719333333333333,0.10795747884114583,0.10583333333333333,e98762ef86c2d1e1a59037b05501eba70a2a6e5e8cd4127a538b60c2d08bd8fe,08035669d8840c04586be611d67dcbd1e11f0f35cf71f2b5a6f27c6eadeee7dd,True,S1_L1_10r
