task,arm,seed,online_acc,online_loss,train_acc,train_loss,val_acc,val_loss,samples,steps,online_global_acc,train_global_acc,val_global_acc,train_seconds,seconds,online_chunks
1,GELU,0,0.5292320251464844,1.140468751625061,0.6124,0.9499172256469727,0.584,1.0858358764648437,62500,500,0.5288959741592407,0.6124,0.584,33.16945779597154,35.1037672579987,"[0.4139999747276306, 0.5047199726104736, 0.5470399856567383, 0.57423996925354, 0.6061599850654602]"
2,GELU,0,0.7677599787712097,0.6225124113693237,0.8512,0.3911334701538086,0.764,0.6898075256347657,62500,500,0.7675039768218994,0.8512,0.764,31.380214385979343,32.6879052700242,"[0.6403200030326843, 0.7680000066757202, 0.7946400046348572, 0.8096799850463867, 0.8261599540710449]"
3,GELU,0,0.6886720061302185,0.75562803134346,0.79,0.5250285270690918,0.732,0.7501497192382812,62500,500,0.6883040070533752,0.79,0.732,31.388826883980073,32.69565280695679,"[0.5651199817657471, 0.6751999855041504, 0.7140799760818481, 0.7411199808120728, 0.7478399872779846]"
4,GELU,0,0.6726880073547363,0.8603246156959533,0.7636,0.6439929077148437,0.676,0.8437810974121094,62500,500,0.6721599698066711,0.7636,0.676,31.388091664994135,32.69787538499804,"[0.5608800053596497, 0.6506400108337402, 0.6966399550437927, 0.7148000001907349, 0.7404800057411194]"
5,GELU,0,0.6777600049972534,0.8352684145889282,0.7824,0.5582675582885742,0.724,0.7829000854492187,62500,500,0.6773279905319214,0.7824,0.724,31.399687698984053,32.69407812401187,"[0.5679199695587158, 0.6536799669265747, 0.6937599778175354, 0.7249599695205688, 0.748479962348938]"
6,GELU,0,0.6965280175209045,0.8104950588493347,0.7844,0.5857626152038574,0.716,0.8232970581054687,62500,500,0.6961439847946167,0.7844,0.716,31.391204710991587,32.790385800006334,"[0.5900799632072449, 0.6785599589347839, 0.7181599736213684, 0.7400000095367432, 0.755840003490448]"
7,GELU,0,0.8357759714126587,0.4316335014781952,0.9396,0.1687135446548462,0.884,0.30684002685546874,62500,500,0.8354079723358154,0.9396,0.884,31.37864555499982,32.67587395000737,"[0.7239999771118164, 0.8243199586868286, 0.8548799753189087, 0.881119966506958, 0.8945599794387817]"
8,GELU,0,0.7329279780387878,0.6986069801177979,0.8224,0.46999941215515134,0.752,0.7438173828125,62500,500,0.732479989528656,0.8224,0.752,31.3863861989812,32.67835047497647,"[0.6258400082588196, 0.7191199660301208, 0.7494399547576904, 0.7759199738502502, 0.7943199872970581]"
9,GELU,0,0.8266559839248657,0.4768534595365524,0.9164,0.24231705284118651,0.788,0.6370970764160157,62500,500,0.8262879848480225,0.9164,0.788,31.386376445007045,32.68853227398358,"[0.7227199673652649, 0.8165599703788757, 0.8458399772644043, 0.8707999587059021, 0.8773599863052368]"
10,GELU,0,0.7151679992675781,0.7241717090015412,0.8104,0.4902369316101074,0.628,1.062871337890625,62500,500,0.7147039771080017,0.8104,0.628,31.376195418997668,32.669566821015906,"[0.603119969367981, 0.6952799558639526, 0.7321599721908569, 0.7595999836921692, 0.7856799960136414]"
11,GELU,0,0.8155679702758789,0.5041988876609802,0.8988,0.2818572200775146,0.756,0.68112890625,62500,500,0.8151360154151917,0.8988,0.756,31.376435548008885,32.68889848602703,"[0.7016800045967102, 0.8011199831962585, 0.8384799957275391, 0.8604799509048462, 0.8760799765586853]"
12,GELU,0,0.8388959765434265,0.4477511912126541,0.9156,0.23809643316268922,0.824,0.480121826171875,62500,500,0.8386399745941162,0.9156,0.824,31.374104119022377,32.677075382031035,"[0.7325599789619446, 0.830079972743988, 0.8562399744987488, 0.8783199787139893, 0.8972799777984619]"
13,GELU,0,0.8542400002479553,0.38094767284965514,0.9264,0.1846947484970093,0.828,0.5125640869140625,62500,500,0.8538240194320679,0.9264,0.828,31.454271939990576,32.76560695603257,"[0.7483999729156494, 0.8441599607467651, 0.8733599781990051, 0.8977599740028381, 0.9075199961662292]"
14,GELU,0,0.8316320180892944,0.47100293667984006,0.9356,0.1793788345336914,0.796,0.6849332275390625,62500,500,0.8312479853630066,0.9356,0.796,31.38556880597025,32.69680087000597,"[0.7008799910545349, 0.8211999535560608, 0.8581599593162537, 0.8804799914360046, 0.8974399566650391]"
