width,seed,step,task,eval_loss,signal_var,nmse,log10_nmse,dead_frac
5,0,540000,54,1.59399,2.4990234375,0.6378451582649473,-0.1952847367534292,0.8
5,0,550000,55,1.53966,2.2412109374999996,0.6869768366013074,-0.16305790618037516,0.8
5,0,560000,56,2.47855,4.202148437499999,0.5898292354171509,-0.22927370505367492,0.8
5,0,570000,57,2.4924,3.6523437499999987,0.6824111229946527,-0.1659539029779441,0.8
5,0,580000,58,2.22651,3.2802734374999996,0.6787574397142008,-0.16828539716867016,0.8
5,0,590000,59,1.86002,2.484375,0.7486872955974843,-0.1256995363106157,0.8
5,0,600000,60,2.0327,3.496093750000001,0.5814203351955306,-0.23550978283603272,0.8
5,0,610000,61,1.94039,2.484375,0.7810374842767296,-0.10732812255817734,0.8
5,0,620000,62,0.639071,1.3593749999999996,0.47012119540229896,-0.32779016821452894,0.8
5,0,630000,63,1.16645,1.5468750000000002,0.7540686868686868,-0.12258909316283732,0.8
5,0,640000,64,1.7095,2.6718749999999996,0.6398128654970762,-0.19394703127565313,0.8
5,0,650000,65,1.97109,2.350585937500001,0.8385526215205648,-0.07646967901025871,0.8
5,0,660000,66,1.26348,2.0625,0.6125963636363636,-0.21282558548789973,0.8
5,0,670000,67,2.00188,2.350585937500001,0.8516514831740752,-0.06973809290939544,0.8
5,0,680000,68,2.91877,4.1787109375,0.6984857396587988,-0.155842456050463,0.8
5,0,690000,69,0.734629,0.8505859375000001,0.8636740482204361,-0.06365012993796279,0.8
5,0,700000,70,1.17401,2.46484375,0.4763019968304279,-0.32211759776487753,0.8
5,0,710000,71,1.16423,1.30859375,0.8896802388059702,-0.05076605568646586,0.8
5,0,720000,72,0.936973,1.3818359374999998,0.6780638530035337,-0.1687294068684268,0.8
5,0,730000,73,0.707498,0.8115234374999999,0.8718146233453671,-0.059575850637287764,0.8
5,0,740000,74,0.561923,0.6523437500000001,0.8613909461077842,-0.06479969732393355,0.8
5,0,750000,75,0.865375,1.3124999999999998,0.6593333333333334,-0.18089496745850175,0.8
5,0,760000,76,0.302529,1.2958984375000004,0.233451165033911,-0.631803954388835,0.8
5,0,770000,77,0.363358,0.6240234375000001,0.5822826165884193,-0.23486617508588917,0.8
5,0,780000,78,1.44167,1.5537109375000002,0.9278881709616592,-0.0325043617776688,0.8
5,0,790000,79,1.23172,1.62109375,0.7598079999999999,-0.11929613808116102,0.8
5,0,800000,80,1.16571,2.3593749999999996,0.4940757615894041,-0.30620645124350226,0.8
5,0,810000,81,0.792567,2.77734375,0.2853687088607595,-0.5445936497011773,0.8
5,0,820000,82,0.633279,1.4843750000000004,0.42663006315789465,-0.36994854456507964,0.8
5,0,830000,83,1.20907,1.5771484374999998,0.7666177585139321,-0.11542112463909086,0.8
5,0,840000,84,1.2419,1.234375,1.0060962025316456,0.002639509776638639,1.0
5,0,850000,85,1.16689,1.1396484375,1.0239034790059982,0.01025901864098187,1.0
5,0,860000,86,1.18718,1.2460937500000002,0.952721253918495,-0.021034146153710104,1.0
5,0,870000,87,0.501875,0.5224609375,0.9605981308411214,-0.017458262758660355,1.0
5,0,880000,88,0.657814,0.6630859374999998,0.9920493902798236,-0.0034667054748293903,1.0
5,0,890000,89,0.790729,0.8193359375,0.9650852157330155,-0.01543433734153225,1.0
5,0,900000,90,0.766347,0.7412109374999997,1.0339121581027673,0.014483642363537164,1.0
5,0,910000,91,1.06896,1.1523437500000002,0.9276398644067794,-0.03262059625668816,0.8
5,0,920000,92,1.89093,2.1093750000000004,0.8964408888888887,-0.04747834243838165,0.8
5,0,930000,93,0.657115,0.796875,0.8246149019607844,-0.08374882114652042,0.8
5,0,940000,94,0.790911,0.7499999999999999,1.0545480000000003,0.023066352364453643,1.0
5,0,950000,95,1.322,1.3710937500000002,0.9641937321937321,-0.01583569600435315,1.0
5,0,960000,96,1.0821,1.0468750000000002,1.0336477611940298,0.014372568321086264,1.0
5,0,970000,97,1.25793,1.2021484374999996,1.046401559707555,0.01969837831570403,1.0
5,0,980000,98,0.89203,0.9443359375000001,0.9446108790072387,-0.0247470569960272,1.0
5,0,990000,99,1.2478,1.2021484374999996,1.0379749796913083,0.016186885002840264,1.0
5,0,1000000,100,1.37643,1.3740234375,1.001751471215352,0.0007599889287851474,1.0
5,1,10000,1,0.222545,1.1162109375000002,0.19937539807524055,-0.7003284324804602,0.0
5,1,20000,2,0.541986,1.9218750000000004,0.282008975609756,-0.5497370690006544,0.0
5,1,30000,3,0.143802,1.4755859374999996,0.09745416810059566,-1.0111995814373036,0.2
5,1,40000,4,0.242891,3.15234375,0.07705092441140024,-1.113222146506083,0.2
5,1,50000,5,0.346224,1.6874999999999998,0.20516977777777778,-0.6878866119374092,0.4
5,1,60000,6,0.524594,1.359375,0.38590822988505746,-0.4135159595588049,0.4
5,1,70000,7,0.385171,1.6874999999999998,0.2282494814814815,-0.6415902003872543,0.4
5,1,80000,8,0.210415,1.6865234375000004,0.12476257093225242,-0.9039156844905076,0.4
5,1,90000,9,1.52566,3.3662109374999996,0.4532276878445025,-0.3436835667901501,0.4
5,1,100000,10,2.23556,3.7880859375,0.5901555658674916,-0.2290334926080251,0.4
5,1,110000,11,1.13452,1.9443359374999998,0.5834999899547967,-0.2339591470951773,0.6
5,1,120000,12,1.48718,2.5771484374999996,0.5770641606669193,-0.23877589728710755,0.6
5,1,130000,13,1.80467,2.74609375,0.6571771266002845,-0.18231756082454778,0.6
5,1,140000,14,1.40065,1.9287109375,0.7262104303797469,-0.1389375177147301,0.6
5,1,150000,15,1.69362,2.74609375,0.61673786628734,-0.20989938607217865,0.6
5,1,160000,16,0.74591,1.3740234374999998,0.5428655579246625,-0.26530771125969904,0.6
5,1,170000,17,0.338614,0.8124999999999999,0.4167556923076924,-0.380118459596089,0.6
5,1,180000,18,0.718548,1.3740234374999998,0.5229517782515992,-0.28153835588371423,0.6
5,1,190000,19,0.870602,1.6210937500000002,0.5370460530120481,-0.2699884708899525,0.6
5,1,200000,20,1.7844,2.9599609374999996,0.6028457934675026,-0.2197937651582312,0.6
5,1,210000,21,1.43506,3.1552734375000004,0.4548131971525843,-0.34216694203313824,0.6
5,1,220000,22,0.546581,1.15234375,0.47432113898305084,-0.32392751979443846,0.6
5,1,230000,23,0.521529,1.2255859375,0.425534419123506,-0.37106530648218444,0.6
5,1,240000,24,0.871214,1.7148437499999996,0.5080427881548977,-0.2940997092180283,0.6
5,1,250000,25,0.381047,0.9755859374999999,0.39058271071071077,-0.4082869848298294,0.6
5,1,260000,26,0.447403,0.96484375,0.46370513360323884,-0.33375809607482815,0.6
5,1,270000,27,0.306711,1.7880859375000002,0.17153034625887492,-0.7656590356975486,0.6
5,1,280000,28,0.511456,1.5273437499999996,0.33486633248081854,-0.4751285143078645,0.6
5,1,290000,29,0.304433,1.7880859375000002,0.1702563582741671,-0.7688966602561605,0.6
5,1,300000,30,0.639859,1.5273437499999998,0.4189358158567775,-0.37785250914452806,0.6
5,1,310000,31,0.522567,1.55859375,0.33528108270676693,-0.47459094972606375,0.6
5,1,320000,32,0.677108,1.0537109375000002,0.6425936904541241,-0.19206354304595424,0.6
5,1,330000,33,1.07046,1.4843749999999996,0.7211520000000002,-0.14197318770237694,0.6
5,1,340000,34,0.572098,0.8085937499999998,0.707522164251208,-0.15025995062880054,0.6
5,1,350000,35,0.896029,1.1005859375,0.8141381508429458,-0.08930189356541751,0.6
5,1,360000,36,1.23215,1.375,0.896109090909091,-0.04763911679335357,0.6
5,1,370000,37,0.393755,0.43749999999999994,0.9000114285714287,-0.04575197574512584,0.8
5,1,380000,38,0.531121,0.6240234375,0.8511234804381846,-0.07000742818490377,1.0
5,1,390000,39,0.808565,0.796875,1.0146698039215687,0.006324736174916729,1.0
5,1,400000,40,1.40928,1.3710937499999998,1.0278509401709404,0.011930137465645703,1.0
5,1,410000,41,1.05193,1.109375,0.9482185915492958,-0.02309153380074291,1.0
5,1,420000,42,0.97104,1.3115234375,0.7403908860759494,-0.13053893588251148,0.8
5,1,430000,43,1.07363,1.2099609375,0.8873261662631154,-0.05191671143031216,0.8
5,1,440000,44,0.956851,1.12109375,0.853497756097561,-0.06879761633686123,1.0
5,1,450000,45,1.01477,0.9648437500000001,1.0517454251012144,0.02191063159217722,1.0
5,1,460000,46,1.13244,1.1162109375,1.0145394225721784,0.006268927340695088,1.0
5,1,470000,47,0.922503,0.9208984375000004,1.0017423881230112,0.0007560510710634188,1.0
5,1,480000,48,0.929139,0.9843750000000002,0.9438872380952379,-0.025079885784678693,1.0
5,1,490000,49,0.857864,0.9208984375000004,0.9315511516436898,-0.03079329292375343,1.0
5,1,500000,50,1.08425,1.1787109374999998,0.919860811930406,-0.03627788263673771,1.0
5,1,510000,51,1.38258,1.421875,0.972363956043956,-0.012171148122964293,1.0
5,1,520000,52,0.859555,0.8125,1.0579138461538462,0.024450301287563734,1.0
5,1,530000,53,0.797549,1.3125000000000002,0.6076563809523808,-0.21634193724421924,0.8
5,1,540000,54,0.684834,2.43359375,0.2814085136436597,-0.5506627676954048,0.8
5,1,550000,55,0.539599,1.5927734375,0.33877950705088905,-0.4700828682465652,0.8
5,1,560000,56,0.344912,2.467773437500001,0.1397664772457459,-0.8545969809007572,0.8
5,1,570000,57,1.04875,3.0585937500000004,0.3428863346104725,-0.4648498229093372,0.6
5,1,580000,58,0.390226,1.1630859375000004,0.33550917212426523,-0.4742956026231374,0.6
5,1,590000,59,0.33538,0.96484375,0.3476003238866397,-0.45891982755675764,0.8
5,1,600000,60,0.747524,1.08984375,0.6859001577060931,-0.1637390972860267,0.8
5,1,610000,61,0.386528,1.3740234374999998,0.28131106751954515,-0.5508131812080157,0.6
5,1,620000,62,0.869964,1.2773437499999998,0.6810727339449543,-0.16680650590778565,0.6
5,1,630000,63,0.519346,0.9648437499999998,0.5382695384615386,-0.2690001969117691,0.6
5,1,640000,64,0.609021,1.3037109375,0.467144197752809,-0.3305490410143122,0.6
5,1,650000,65,0.499494,0.6474609375,0.7714658461538462,-0.11268329598482552,0.6
5,1,660000,66,0.296926,0.5468749999999999,0.5429504000000002,-0.26523984258461014,0.6
5,1,670000,67,0.46363,0.7568359375000001,0.6125898322580644,-0.2128302158723492,0.6
5,1,680000,68,0.279914,0.5468749999999999,0.5118427428571429,-0.2908634499613395,0.6
5,1,690000,69,0.256761,0.43359375000000006,0.5921695135135134,-0.227553955024508,0.6
5,1,700000,70,0.584226,0.83984375,0.6956365395348838,-0.15761761398733465,0.6
5,1,710000,71,0.420256,1.1210937500000002,0.37486249477351913,-0.42612800883879587,0.6
5,1,720000,72,0.792317,1.1250000000000002,0.7042817777777777,-0.15225354817296366,0.6
5,1,730000,73,0.869696,0.9375,0.9276757333333333,-0.032603803774702796,0.8
5,1,740000,74,1.41339,2.4365234375,0.5800847134268536,-0.23650857904514,0.8
5,1,750000,75,1.17309,1.9218750000000004,0.6103882926829267,-0.21439380479099118,0.8
5,1,760000,76,0.760233,1.6474609375000002,0.4614573752222881,-0.33586840852905214,0.8
5,1,770000,77,0.545149,1.4365234375,0.37949189394969407,-0.4207974963179504,0.8
5,1,780000,78,0.483601,1.4912109374999996,0.3243008670595941,-0.4890518901839689,0.8
5,1,790000,79,0.582088,1.359375,0.4282026666666667,-0.36835063242922117,0.8
5,1,800000,80,0.714245,1.1787109374999998,0.6059543330571666,-0.2175601046267819,0.8
5,1,810000,81,0.898857,2.2460937499999996,0.4001867686956523,-0.39773727446407453,0.8
5,1,820000,82,0.710763,1.1249999999999998,0.6317893333333335,-0.19942771067775014,0.8
5,1,830000,83,0.532002,1.359375,0.39135779310344826,-0.4074260136567299,0.8
5,1,840000,84,0.509039,1.0000000000000002,0.5090389999999999,-0.2932489429364332,0.8
5,1,850000,85,0.526622,1.359375,0.38740009195402303,-0.4118402805319311,0.8
5,1,860000,86,0.453883,1.0000000000000002,0.45388299999999987,-0.3430560832726926,0.8
5,1,870000,87,0.702676,1.0927734375,0.6430207542448615,-0.191775009488596,0.8
5,1,880000,88,0.569299,1.0302734375000002,0.5525707829383885,-0.2576120820400077,0.8
5,1,890000,89,0.779298,1.5000000000000004,0.5195319999999999,-0.2843876973937839,0.8
5,1,900000,90,0.574583,1.5927734375,0.36074371060698956,-0.4428012318837809,0.8
5,1,910000,91,0.54139,1.05859375,0.5114237638376384,-0.29121909589557493,0.8
5,1,920000,92,0.518313,0.9833984375,0.5270630705064548,-0.278137412237189,0.8
5,1,930000,93,0.355226,0.6943359375,0.5116053783403657,-0.29106489857324114,0.8
5,1,940000,94,0.351547,1.0224609375,0.34382438204393506,-0.46366332889482254,0.8
5,1,950000,95,0.381554,0.5468749999999998,0.6976987428571432,-0.15633205955016333,0.8
5,1,960000,96,0.915029,1.046875,0.874057552238806,-0.05845997034404966,0.8
5,1,970000,97,0.798448,1.0625,0.7514804705882353,-0.1240823013391778,0.8
5,1,980000,98,1.01441,1.1250000000000002,0.9016977777777776,-0.04493900063664356,0.8
5,1,990000,99,0.674805,1.0068359375000002,0.6702233947623665,-0.17378041678891007,0.8
5,1,1000000,100,1.76105,2.5927734375,0.6792147645951035,-0.16799288208022958,0.8
5,2,10000,1,0.110724,1.125,0.09842133333333333,-1.006910755788558,0.0
5,2,20000,2,0.374875,1.7333984375000002,0.21626591549295773,-0.6650119219837174,0.2
5,2,30000,3,0.587049,1.80859375,0.32458864794816417,-0.48866667311016265,0.2
5,2,40000,4,0.117027,0.68359375,0.17119378285714287,-0.7665120113870425,0.4
5,2,50000,5,0.261024,1.1005859375,0.2371682129547471,-0.624943518779226,0.4
5,2,60000,6,0.52466,0.6005859374999998,0.8735802276422767,-0.058697204221561904,0.8
5,2,70000,7,0.553164,0.921875,0.6000423050847458,-0.2218181292544053,0.6
5,2,80000,8,0.692921,0.9052734375000001,0.765427296655879,-0.11609605403255745,0.8
5,2,90000,9,0.477538,0.7568359374999998,0.6309663380645163,-0.19999380966678393,0.8
5,2,100000,10,0.525748,1.18359375,0.4441963300330033,-0.3524250339302725,0.4
5,2,110000,11,0.712207,1.6005859374999998,0.4449664234289202,-0.3516727590633403,0.6
5,2,120000,12,0.426704,1.18359375,0.3605155907590759,-0.4430759491575196,0.4
5,2,130000,13,0.414402,0.7568359374999998,0.5475453522580647,-0.26157990311854024,0.6
5,2,140000,14,0.412135,0.9023437499999999,0.456738354978355,-0.34033251662591824,0.4
5,2,150000,15,0.671663,1.08984375,0.6162929318996416,-0.21021281304911615,0.6
5,2,160000,16,0.615993,1.3427734374999998,0.458746786909091,-0.338426964554652,0.6
5,2,170000,17,0.677477,1.08984375,0.621627641577061,-0.20646968224207768,0.6
5,2,180000,18,0.641281,1.1552734375,0.5550902316145393,-0.25563641524286573,0.6
5,2,190000,19,0.314283,0.7568359374999998,0.415259086451613,-0.3816808557998162,0.4
5,2,200000,20,0.565501,1.27734375,0.442716379204893,-0.35387441010447274,0.2
5,2,210000,21,0.174391,0.8583984375,0.20315857110352672,-0.6921648504016004,0.2
5,2,220000,22,0.330535,0.6943359375,0.4760447819971871,-0.3223521908520592,0.2
5,2,230000,23,0.490626,1.6708984375000002,0.29363005493863237,-0.5321994936266575,0.2
5,2,240000,24,0.182398,1.3398437499999998,0.13613378425655978,-0.8660340827655293,0.2
5,2,250000,25,0.678337,1.6093749999999998,0.4214909514563107,-0.3752117443483133,0.2
5,2,260000,26,0.227301,2.359375,0.09633949668874173,-1.016195626922074,0.2
5,2,270000,27,0.163186,0.859375,0.18988916363636363,-0.7214998183446659,0.2
5,2,280000,28,0.487995,1.1787109374999998,0.41400735708367864,-0.3829919412161666,0.4
5,2,290000,29,0.806048,1.65234375,0.48782101182033094,-0.31173949733697637,0.4
5,2,300000,30,0.410908,1.7148437499999998,0.23961833257403192,-0.620479958272845,0.4
5,2,310000,31,0.532012,1.109375,0.47956011267605636,-0.3191569464344876,0.4
5,2,320000,32,0.397753,0.5615234375,0.7083462121739131,-0.14975442410949658,0.4
5,2,330000,33,0.60152,0.8896484374999999,0.6761322502744238,-0.16996834851561454,0.4
5,2,340000,34,0.194889,0.6093749999999999,0.31981784615384623,-0.4950973058496585,0.4
5,2,350000,35,0.469811,0.8896484374999999,0.5280861295279913,-0.277295239344613,0.2
5,2,360000,36,0.477205,0.8125000000000001,0.5873292307692307,-0.23111838423133058,0.4
5,2,370000,37,0.469201,2.296875,0.20427798639455783,-0.6897784317154709,0.4
5,2,380000,38,0.314685,1.93359375,0.16274618181818182,-0.7884891916061363,0.4
5,2,390000,39,0.937934,1.4218749999999998,0.6596458901098903,-0.18068913906716963,0.4
5,2,400000,40,0.711487,1.5273437500000002,0.46583292071611243,-0.3317698228426932,0.4
5,2,410000,41,1.03699,1.4912109375000002,0.6954012835625408,-0.15776451203697925,0.4
5,2,420000,42,0.502331,1.484375,0.3384124631578947,-0.4705536510082221,0.4
5,2,430000,43,0.293755,1.4023437499999998,0.20947431754874654,-0.6788692158030885,0.4
5,2,440000,44,0.359897,0.74609375,0.4823750366492147,-0.316615175424328,0.4
5,2,450000,45,0.244399,0.6718749999999999,0.36375665116279077,-0.43918905701114985,0.4
5,2,460000,46,0.180057,1.25,0.1440456,-0.8415000030892612,0.4
5,2,470000,47,0.509738,1.27734375,0.3990609418960245,-0.3989607767239107,0.4
5,2,480000,48,0.350422,1.0771484375,0.32532377878513147,-0.4876841918126871,0.4
5,2,490000,49,0.42704,1.46484375,0.2915259733333333,-0.5353227459724369,0.4
5,2,500000,50,0.377953,0.9999999999999999,0.37795300000000004,-0.42256220309860726,0.4
5,2,510000,51,0.252049,0.65234375,0.3863745149700599,-0.4129915271139088,0.4
5,2,520000,52,0.321477,0.9218750000000001,0.348720813559322,-0.45752213078805515,0.4
5,2,530000,53,0.37636,0.8749999999999998,0.4301257142857144,-0.366404593161861,0.4
5,2,540000,54,0.427438,1.2343750000000002,0.3462788860759493,-0.46057398820871176,0.4
5,2,550000,55,0.304023,0.8349609375,0.3641164350877193,-0.43875971791632384,0.4
5,2,560000,56,0.34674,1.3398437499999998,0.2587913702623907,-0.5870502098808943,0.4
5,2,570000,57,0.338042,1.2724609375,0.26566002148887186,-0.5756737965612231,0.4
5,2,580000,58,0.543719,1.2968749999999998,0.41925320481927714,-0.37752360891267484,0.4
5,2,590000,59,0.361291,1.8037109375000002,0.20030426854358416,-0.6983097956631305,0.4
5,2,600000,60,0.621698,1.2021484374999998,0.5171557692932576,-0.28637862604472686,0.4
5,2,610000,61,0.24142,1.0624999999999998,0.2272188235294118,-0.6435556931356468,0.4
5,2,620000,62,0.704615,1.5273437499999998,0.4613336061381075,-0.335984907783375,0.4
5,2,630000,63,0.688807,1.37109375,0.502377754985755,-0.2989695991689947,0.4
5,2,640000,64,0.500448,0.9521484374999999,0.5255987200000001,-0.2793457010921373,0.4
5,2,650000,65,0.590536,1.0302734375,0.5731837573459715,-0.2417061249651383,0.4
5,2,660000,66,0.452387,0.8115234375000002,0.5574540168471719,-0.25379095079668285,0.6
5,2,670000,67,0.636453,2.62109375,0.24281962444113264,-0.6147162169292204,0.6
5,2,680000,68,0.600767,1.7177734375,0.34973587720295624,-0.45625981386733405,0.6
5,2,690000,69,0.53437,0.7148437499999999,0.7475339890710384,-0.12636905593944264,0.8
5,2,700000,70,0.548437,0.9052734375,0.605824690399137,-0.2176530309609179,0.8
5,2,710000,71,0.906486,1.0468749999999998,0.8658970746268658,-0.06253372758789146,0.8
5,2,720000,72,0.550238,2.3193359374999996,0.23723945768421056,-0.6248130774098376,0.8
5,2,730000,73,1.0329,2.5458984375000004,0.4057113924050632,-0.39178279710418107,0.8
5,2,740000,74,0.71144,1.6835937500000004,0.42257225058004627,-0.3740990255412748,0.8
5,2,750000,75,0.575988,1.6162109375000002,0.3563816990936556,-0.44808460594466915,0.8
5,2,760000,76,0.595919,1.7802734375,0.334734534284147,-0.4752994795294449,0.8
5,2,770000,77,0.68847,1.0380859375,0.663210987770461,-0.1783482872096679,0.8
5,2,780000,78,0.615133,1.8115234374999998,0.3395666803234502,-0.4690749310947402,0.8
5,2,790000,79,0.716267,1.0380859375,0.6899881542803387,-0.16115836516831497,0.8
5,2,800000,80,0.510806,1.0,0.510806,-0.2917440100938465,0.8
5,2,810000,81,0.778056,1.109375,0.7013462535211268,-0.1540675185993025,0.8
5,2,820000,82,0.896653,1.25,0.7173224,-0.14428560713403066,0.8
5,2,830000,83,0.729968,1.8896484375000002,0.386298311111111,-0.41307719057826636,0.8
5,2,840000,84,0.408361,1.0224609375,0.39939031900668576,-0.39860246638802893,0.8
5,2,850000,85,0.69487,1.5849609374999998,0.4384145902649415,-0.3581150011338269,0.8
5,2,860000,86,0.491975,1.3818359375,0.35602996466431097,-0.44851344882286137,0.8
5,2,870000,87,0.324762,1.0898437499999998,0.29798950537634417,-0.5257990306801212,0.8
5,2,880000,88,0.826299,1.2724609375000002,0.649370818112049,-0.187507231905999,0.8
5,2,890000,89,0.212735,0.4755859375,0.44731137577002056,-0.34939005695516406,0.8
5,2,900000,90,0.7834,1.3124999999999998,0.5968761904761906,-0.22411574486614735,0.8
5,2,910000,91,0.941235,1.4208984374999996,0.662422432989691,-0.17886496855610526,0.8
5,2,920000,92,0.816603,1.77734375,0.4594513582417582,-0.33776046026348605,0.8
5,2,930000,93,0.663692,1.93359375,0.34324273131313127,-0.4643986508399969,0.6
5,2,940000,94,1.17736,1.8398437499999996,0.6399239065817411,-0.19387166494797117,0.6
5,2,950000,95,0.678029,1.5537109375000004,0.4363932721558767,-0.3601219535193072,0.6
5,2,960000,96,0.783108,1.77734375,0.4406058197802198,-0.3559497707310003,0.6
5,2,970000,97,0.463161,0.87109375,0.5317005201793722,-0.2743329148016378,0.6
5,2,980000,98,0.837538,1.875,0.4466869333333333,-0.3499967515000215,0.6
5,2,990000,99,0.505589,1.6240234374999998,0.31131878292242937,-0.5067946760618448,0.6
5,2,1000000,100,0.72251,2.358398437499999,0.3063562070393376,-0.5137733160644422,0.6
5,3,10000,1,0.0479201,0.6708984375000001,0.07142675749636097,-1.1461390647487741,0.0
5,3,20000,2,0.16712,1.2343750000000002,0.13538835443037972,-0.8684186903343022,0.0
5,3,30000,3,0.0487672,0.6708984375000001,0.0726893927219796,-1.1385289594079975,0.0
5,3,40000,4,0.1844,0.9023437499999999,0.20435670995671,-0.6896110978626842,0.0
5,3,50000,5,0.0898782,1.7773437500000002,0.050568833406593405,-1.2961170651715501,0.0
5,3,60000,6,0.0851873,0.671875,0.1267904,-0.8969136280383545,0.0
5,3,70000,7,0.0359871,0.6250000000000001,0.05757935999999999,-1.2397331666551081,0.0
5,3,80000,8,0.110817,0.58984375,0.18787517880794702,-0.7261305930702769,0.0
5,3,90000,9,0.171259,0.8398437499999998,0.20391769302325585,-0.6905450908034871,0.0
5,3,100000,10,0.0426905,2.4208984374999996,0.017634155707946755,-1.7536453287471288,0.2
5,3,110000,11,0.17948,1.3085937499999998,0.1371548656716418,-0.8627887808639589,0.0
5,3,120000,12,0.0637248,2.4208984374999996,0.026322789511899963,-1.5796680890158559,0.2
