act,arm,lam,lr,seed,task,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,reg_loss,wt_q10_l1,wt_med_l1,wt_q90_l1,wt_max_l1,wt_ratio0_med_l1,rowmean_abs_med_l1,b_med_l1,exceed_t1_frac_l1,exceed_2x0_frac_l1,bind_frac_l1,proj_rows_l1,proj_removed_l1,wt_q10_l2,wt_med_l2,wt_q90_l2,wt_max_l2,wt_ratio0_med_l2,rowmean_abs_med_l2,b_med_l2,exceed_t1_frac_l2,exceed_2x0_frac_l2,bind_frac_l2,proj_rows_l2,proj_removed_l2,pen_wt_total,pen_rest_total
R,ref,0.0,0.001,0,1,0.1247222222,0.1808333397,0.1808333397,0.200000003,0.200000003,-0.2001084238,0.3298432827,-0.9486016035,0.2908333242,37.64543117,0.1099999994,0.1099999994,-0.02208828554,0.1825540513,-0.4955101907,0.4441666603,27.8257346,0.6836323738,0.5964742303,0.6096009016,0.0,0.5843144753,0.6832012331,0.7794196702,0.8347153166,1.186443709,0.002063275639,0.00520142098,0.0,0,,,,0.5474165576,0.5891349296,0.649467291,0.6934719083,1.0360999,0.006038645088,0.001260227884,0.0,0,,,,,
R,ref,0.0,0.001,0,2,0.1363888889,0.2083333284,0.2083333284,0.25,0.25,-0.5377899408,0.4525135159,-1.739930391,0.08833333105,35.5973915,0.1000000015,0.1000000015,-0.02173449099,0.2140132636,-0.6297231317,0.4308333397,33.65696361,0.790738821,0.6203932762,0.6562082767,0.0,0.5843144752,0.7867562096,0.9618679851,1.067785685,1.357057121,0.002718152135,0.001764201792,0.72,0,,,,0.572171563,0.6113222873,0.6805874831,0.723032801,1.074802494,0.00752409168,0.001242999228,0.87,0,,,,,
R,ref,0.0,0.001,1,1,0.1225,0.164166674,0.164166674,0.1800000072,0.1800000072,-0.1768610179,0.312053889,-1.14565134,0.3108333349,33.20499468,0.1400000006,0.1400000006,-0.01751104929,0.1698470265,-0.579668045,0.4333333373,22.67279925,0.6747463942,0.5924537778,0.5908216238,0.0,0.5864377537,0.6736242532,0.7420302377,0.7761839906,1.1514091,0.001855148459,0.0002433488698,0.0,0,,,,0.5430019663,0.5843330694,0.6223941809,0.6597211644,1.030402387,0.005991068967,-0.01472732425,0.0,0,,,,,
R,ref,0.0,0.001,1,2,0.1233333333,0.1949999928,0.1949999928,0.2399999946,0.2399999946,-0.4969094992,0.4307015538,-1.202074528,0.1016666666,32.85330506,0.150000006,0.150000006,-0.02088069357,0.2055549473,-0.7513319254,0.426666677,31.07553148,0.7578709722,0.6047785282,0.6059647799,0.0,0.5900958168,0.7593160595,0.8988693403,1.1052654,1.30266086,0.002662591398,-0.0004577078507,0.75,0,,,,0.5605991698,0.5991633766,0.6443760275,0.6954947945,1.05925567,0.006161670633,-0.01894690562,0.82,0,,,,,
R,l2,0.001,0.001,0,1,0.1147222222,0.1458333284,0.1458333284,0.1000000015,0.1000000015,-0.04300175235,0.252469629,-0.6718125343,0.3325000107,31.81635261,0.150000006,0.150000006,-0.008420201018,0.1161195561,-0.2081049085,0.4316666722,19.21965442,0.3442052603,0.3214735091,0.468968004,0.02491523762,0.09622211649,0.3445829794,0.491200636,0.5815487784,0.5947574642,0.0007766457314,0.0008980226412,0.0,0,,,,0.09717585957,0.3232165262,0.4155095928,0.4806698457,0.5683567442,0.002953357323,0.00378957903,0.0,0,,,,,
R,l2,0.001,0.001,0,2,0.1272222222,0.1899999976,0.1899999976,0.1599999964,0.1599999964,-0.1708725244,0.2833814025,-1.011043906,0.05166666582,27.40894172,0.2099999934,0.2099999934,0.002493477426,0.09951197356,-0.2669847608,0.5233333111,21.75267533,0.2919917703,0.2744322419,0.4611027837,0.02117881344,0.03808084641,0.2926680491,0.5371776013,0.6554732428,0.5163959129,0.0009773407727,0.0001981988789,0.31,0,,,,0.05431065108,0.2734169578,0.3706680929,0.4080624079,0.4869322034,0.002171964933,0.006774740759,0.06,0,,,,,
R,l2,0.001,0.001,1,1,0.1202777778,0.1566666663,0.1566666663,0.150000006,0.150000006,-0.08145275712,0.2599184811,-0.6280983686,0.3174999952,26.77480719,0.2199999988,0.2199999988,-0.05167341977,0.09995739162,-0.4085402191,0.3033333421,13.53602475,0.36077106,0.3361208737,0.4600939155,0.02584479524,0.07716071097,0.3608244314,0.4659801168,0.5326135122,0.6207196463,0.001086897594,0.0001957436834,0.0,0,,,,0.1502424612,0.3392280127,0.4176813837,0.4896615488,0.6196790502,0.002364820884,-0.01720838342,0.0,0,,,,,
R,l2,0.001,0.001,1,2,0.1233333333,0.1525000036,0.1525000036,0.2399999946,0.2399999946,-0.09632376581,0.2512779236,-0.679354012,0.03500000015,24.18234337,0.200000003,0.200000003,-0.02351549082,0.08552942425,-0.2897707522,0.2558333278,19.63298812,0.2666585445,0.2803084552,0.4356625378,0.0192675685,0.01029974215,0.2656855582,0.4850684791,0.5729617868,0.4652841414,0.00107492621,-0.0005255780707,0.23,0,,,,0.04882119918,0.2797118297,0.3760567016,0.4084344634,0.4951000686,0.002136602254,-0.0151099884,0.01,0,,,,,
R,l2wt,0.0,0.001,0,1,0.1141666667,0.1458333284,0.1458333284,0.3000000119,0.3000000119,-0.1754036397,0.2470620871,-0.8210372329,0.1924999952,27.51158553,0.1599999964,0.1599999964,-0.03837005794,0.1120142266,-0.2757205665,0.3691666722,17.51464793,0.3183789253,0.311021775,0.5945563316,0.02011234339,0.0776750659,0.3063191373,0.4825652453,0.5734202976,0.5274415577,0.003442027915,0.003626329359,0.0,0,,,,0.07132074539,0.3056448501,0.4004261605,0.4762313723,0.530176018,0.005046797026,0.004853728926,0.0,0,,,,0.02011234339,0.005629869441
R,l2wt,0.0,0.001,0,2,0.1261111111,0.1774999946,0.1774999946,0.4499999881,0.4499999881,-0.3540419638,0.2432954907,-0.9020574689,0.001666666707,23.93121959,0.2700000107,0.2700000107,-0.01820198819,0.07817783952,-0.1680603325,0.3425000012,21.33676418,0.2514315248,0.260733515,0.6201944351,0.01570766,0.009065869256,0.2262378651,0.4915774288,0.6207835045,0.3915993498,0.003588971356,0.002165292331,0.23,0,,,,0.01911446758,0.24727925,0.3474931397,0.3974664469,0.4349975024,0.005460443986,0.00147851996,0.03,0,,,,0.01570766,0.006128928135
R,l2wt,0.0,0.001,1,1,0.1261111111,0.164166674,0.164166674,0.3100000024,0.3100000024,-0.2064426243,0.2545131147,-0.726375103,0.2049999982,25.48895333,0.2700000107,0.2700000107,-0.07383927703,0.0985917598,-0.3351837397,0.1766666621,13.64859884,0.3311541975,0.3274524808,0.5897424221,0.02116738848,0.07709541972,0.3272673727,0.4657968184,0.5086280903,0.5761920856,0.0031895205,0.001088855905,0.0,0,,,,0.1532857504,0.3283944446,0.403687746,0.4519690205,0.5912612832,0.004416585587,-0.01729252469,0.0,0,,,,0.02116738848,0.005447851399
