seed,task,window,model_updates,units,unit_updates,cert_down_count,cert_down_frequency,cert_up_count,cert_up_frequency,uncertain_count,uncertain_frequency,cert_total_down_count,cert_total_down_frequency,raw_down_count,raw_down_frequency,raw_up_count,raw_up_frequency,fail_count,fail_frequency,certificate_violation_count,certificate_violation_frequency,nonfinite_count,nonfinite_frequency,S_sum,S_sum_per_model_update,S_positive,S_positive_per_model_update,S_negative,S_negative_per_model_update,S_positive_frequency,S_negative_frequency,U_sum,U_sum_per_model_update,U_positive,U_positive_per_model_update,U_negative,U_negative_per_model_update,U_positive_frequency,U_negative_frequency,total_sum,total_sum_per_model_update,total_positive,total_positive_per_model_update,total_negative,total_negative_per_model_update,total_positive_frequency,total_negative_frequency,S_conf_sum,S_conf_sum_per_model_update,S_conf_positive,S_conf_positive_per_model_update,S_conf_negative,S_conf_negative_per_model_update,S_conf_positive_frequency,S_conf_negative_frequency,S_label_sum,S_label_sum_per_model_update,S_label_positive,S_label_positive_per_model_update,S_label_negative,S_label_negative_per_model_update,S_label_positive_frequency,S_label_negative_frequency,S_hist_sum,S_hist_sum_per_model_update,S_hist_positive,S_hist_positive_per_model_update,S_hist_negative,S_hist_negative_per_model_update,S_hist_positive_frequency,S_hist_negative_frequency
0,all_tasks2to5,full,120000,100,12000000,958763,0.07989691666666666,2060404,0.17170033333333334,8980833,0.74840275,5059888,0.42165733333333333,6415849,0.5346540833333333,2536107,0.21134225,0,0.0,0,0.0,0,0.0,-3216.0929361936687,-0.026800774468280573,13525.048044441912,0.1127087337036826,-16741.14098063558,-0.13950950817196317,0.3203185,0.18893791666666668,-1449.1264345343668,-0.012076053621119723,16087.65368831005,0.1340637807359171,-17536.78012284442,-0.1461398343570368,0.42710733333333334,0.5728926666666667,-4665.219370728034,-0.03887682808940028,26256.660185066936,0.21880550154222447,-30921.879555794974,-0.2576823296316248,0.4627265,0.5372735,-46967282566.17281,-391394.0213847734,2524017400.2036405,21033.478335030337,-49491299966.37645,-412427.49971980375,0.08736325,0.6733653333333334,46967279350.15052,391393.9945845877,49491298554.809135,412427.4879567428,-2524019204.658608,-21033.493372155066,0.4889185,0.5110815,0.014778144232268633,1.2315120193557195e-07,0.11892516101271385,9.91043008439282e-07,-0.10414701678044522,-8.678918065037102e-07,0.4881155,0.5046604166666666
0,all_tasks2to5,boundary,300,100,30000,15165,0.5055,2034,0.0678,12801,0.4267,16914,0.5638,23956,0.7985333333333333,2877,0.0959,0,0.0,0,0.0,0,0.0,-3285.0874925871217,-10.950291641957072,438.74172416224206,1.4624724138741403,-3723.8292167493646,-12.412764055831216,0.1037,0.5758,85.10837503018836,0.2836945834339612,1181.789166844283,3.9392972228142766,-1096.6807918140944,-3.6556026393803145,0.5582666666666667,0.4417333333333333,-3199.9791175569326,-10.66659705852311,1133.931595087862,3.7797719836262065,-4333.910712644794,-14.446369042149314,0.3741,0.6259,-204697.42044846393,-682.3247348282131,30086.47841698931,100.28826138996436,-234783.8988654532,-782.6129962181774,0.07323333333333333,0.5839,201412.31847704167,671.3743949234722,232161.9239873961,773.873079957987,-30749.60551035433,-102.49868503451444,0.324,0.676,0.0147678587339794,4.9226195779931335e-05,0.1189052627023122,0.000396350875674374,-0.1041374039683328,-0.0003471246798944427,0.5040666666666667,0.49593333333333334
0,all_tasks2to5,later,119700,100,11970000,943598,0.07883024227234754,2058370,0.17196073517126148,8968032,0.749209022556391,5042974,0.42130108604845445,6391893,0.533992731829574,2533230,0.21163157894736842,0,0.0,0,0.0,0,0.0,68.99455639345321,0.0005763956256763009,13086.306320279671,0.10932586733734061,-13017.31176388622,-0.10874947171166433,0.3208614035087719,0.18796833751044278,-1534.234809564555,-0.012817333413237719,14905.864521465764,0.12452685481592117,-16440.09933103032,-0.1373441882291589,0.4267786131996658,0.5732213868003342,-1465.2402531711016,-0.012240937787561417,25122.728589979073,0.2098807735169513,-26587.96884315018,-0.2221217113045128,0.4629486215538847,0.5370513784461153,-46967077868.75236,-392373.248694673,2523987313.7252235,21085.942470553247,-49491065182.47758,-413459.1911652262,0.08739866332497911,0.6735895572263993,46967077937.83205,392373.24927177985,49491066392.88514,413459.20127723593,-2523988455.053098,-21085.952005456125,0.48933182957393484,0.5106681704260652,1.0285498289231678e-05,8.592730400360633e-11,1.9898310401630334e-05,1.6623484044803954e-10,-9.61281211239866e-06,-8.030753644443325e-11,0.48807552213868005,0.5046822890559732
0,2,full,30000,100,3000000,224354,0.07478466666666667,339065,0.11302166666666667,2436581,0.8121936666666667,913307,0.30443566666666666,1106958,0.368986,417493,0.13916433333333333,0,0.0,0,0.0,0,0.0,-1047.9023710292772,-0.03493007903430924,2901.293126238214,0.09670977087460714,-3949.1954972674916,-0.1316398499089164,0.39789233333333335,0.28536133333333336,-155.21839453499683,-0.005173946484499895,2459.825521897357,0.08199418406324523,-2615.0439164323534,-0.08716813054774511,0.43610866666666664,0.5638913333333333,-1203.120765564274,-0.040104025518809136,4640.653491526791,0.1546884497175597,-5843.774257091066,-0.19479247523636886,0.47451166666666666,0.5254883333333333,-9817748123.382215,-327258.2707794072,419632771.2506779,13987.759041689264,-10237380894.632895,-341246.0298210965,0.090235,0.899705,9817747075.458141,327258.2358486047,10237380180.535254,341246.0060178418,-419633105.07711214,-13987.770169237072,0.62847,0.37153,0.02318576758636943,7.728589195456477e-07,0.02785466294103718,9.284887647012394e-07,-0.004668895354667749,-1.5562984515559163e-07,0.771997,0.215149
0,2,boundary,75,100,7500,5664,0.7552,146,0.019466666666666667,1690,0.22533333333333333,4487,0.5982666666666666,5783,0.7710666666666667,211,0.028133333333333333,0,0.0,0,0.0,0,0.0,-1143.6175695371642,-15.248234260495522,74.74852442601346,0.9966469923468462,-1218.3660939631777,-16.24488125284237,0.0768,0.8986666666666666,31.246331182118546,0.41661774909491395,231.88520243038636,3.091802699071818,-200.63887124826783,-2.6751849499769045,0.5836,0.4164,-1112.371238355046,-14.831616511400613,162.95423645014495,2.1727231526685995,-1275.3254748051907,-17.00433966406921,0.2670666666666667,0.7329333333333333,-1129.0502491244301,-15.054003321659069,73.14753129374431,0.9753004172499241,-1202.1977804181745,-16.029303738908993,0.06853333333333333,0.9069333333333334,-14.590438837498937,-0.19453918449998583,246.57256640629558,3.2876342187506076,-261.16300524379454,-3.4821734032505938,0.39186666666666664,0.6081333333333333,0.02318069413672722,0.0003090759218230296,0.027848833480539285,0.0003713177797405238,-0.004668139343812065,-6.22418579174942e-05,0.7853333333333333,0.21466666666666667
0,2,later,29925,100,2992500,218690,0.07307936507936508,338919,0.1132561403508772,2434891,0.8136644945697578,908820,0.30369924812030075,1101175,0.3679782790309106,417282,0.13944260651629073,0,0.0,0,0.0,0,0.0,95.71519850788707,0.0031985028741148562,2826.544601812201,0.09445428911653136,-2730.8294033043144,-0.09125578624241652,0.3986970760233918,0.28382422723475353,-186.46472571711539,-0.006231068528558576,2227.9403194669703,0.07445080432638163,-2414.4050451840853,-0.08068187285494019,0.4357390142021721,0.5642609857978279,-90.74952720922835,-0.003032565654443721,4477.699255076647,0.1496307186324694,-4568.4487822858755,-0.15266328428691314,0.4750315789473684,0.5249684210526315,-9817746994.331966,-328078.42921744246,419632698.10314655,14022.813637532048,-10237379692.435114,-342101.2428549746,0.09028939014202172,0.8996868838763575,9817747090.048578,328078.4324159926,10237379933.962687,342101.25092607137,-419632843.9141069,-14022.81851007876,0.6290629908103592,0.3709370091896408,5.073449642208131e-06,1.6953883516150815e-10,5.82946049789293e-06,1.9480235581931264e-10,-7.560108556847992e-07,-2.5263520657804485e-11,0.7719635756056809,0.215150208855472
0,3,full,30000,100,3000000,286141,0.09538033333333333,507622,0.16920733333333332,2206237,0.7354123333333333,1255688,0.4185626666666667,1590772,0.5302573333333334,597224,0.19907466666666668,0,0.0,0,0.0,0,0.0,-763.6916054376425,-0.025456386847921415,3620.874575975743,0.12069581919919144,-4384.566181413385,-0.14615220604711282,0.3259863333333333,0.21348033333333333,-661.9559496383562,-0.02206519832127854,3286.110615143957,0.10953702050479858,-3948.066564782313,-0.1316022188260771,0.41838733333333333,0.5816126666666667,-1425.6475550759983,-0.047521585169199944,6068.885539302346,0.20229618464341154,-7494.533094378345,-0.2498177698126115,0.45622033333333334,0.5437796666666667,-16736635657.947681,-557887.8552649227,779948850.8802375,25998.29502934125,-17516584508.827923,-583886.1502942641,0.12237233333333333,0.7053623333333333,16736634894.285213,557887.8298095071,17516584253.33526,583886.141777842,-779949359.0500464,-25998.31196833488,0.4920986666666667,0.5079013333333333,-0.01721446572674637,-5.73815524224879e-07,0.025209316294055067,8.403105431351689e-07,-0.042423782020801444,-1.4141260673600482e-06,0.5028523333333333,0.4907203333333333
0,3,boundary,75,100,7500,4206,0.5608,353,0.047066666666666666,2941,0.39213333333333333,4910,0.6546666666666666,6074,0.8098666666666666,715,0.09533333333333334,0,0.0,0,0.0,0,0.0,-836.4159176905806,-11.152212235874408,88.53556214453668,1.1804741619271557,-924.9514798351173,-12.332686397801565,0.07813333333333333,0.6245333333333334,-106.6223591990927,-1.4216314559879026,182.1467387857161,2.428623183809548,-288.7690979848088,-3.8502546397974506,0.46266666666666667,0.5373333333333333,-943.0382768896735,-12.573843691862313,174.35629346418472,2.324750579522463,-1117.3945703538582,-14.898594271384775,0.28973333333333334,0.7102666666666667,-1038.0378920273436,-13.840505227031247,102.07201763409702,1.3609602351212937,-1140.109909661441,-15.201465462152546,0.07146666666666666,0.6166666666666667,201.6392363107284,2.688523150809712,461.4609986048047,6.152813314730729,-259.8217622940763,-3.464290163921017,0.37173333333333336,0.6282666666666666,-0.01721667319567367,-0.00022955564260898227,0.025204810879733447,0.00033606414506311263,-0.04242148407540711,-0.0005656197876720948,0.5068,0.4932
0,3,later,29925,100,2992500,281935,0.0942138680033417,507269,0.16951345029239767,2203296,0.7362726817042606,1250778,0.4179709273182957,1584698,0.5295565580618212,596509,0.19933467000835423,0,0.0,0,0.0,0,0.0,72.72431225293805,0.0024302192899895757,3532.339013831206,0.11803973312719152,-3459.614701578267,-0.11560951383720192,0.32660751879699246,0.2124501253132832,-555.3335904392633,-0.018557513464971205,3103.963876358242,0.10372477448147843,-3659.2974667975045,-0.1222822879464496,0.4182763575605681,0.5817236424394319,-482.60927818632524,-0.01612729417498163,5894.529245838161,0.19697675006977983,-6377.138524024487,-0.21310404424476148,0.4566375939849624,0.5433624060150376,-16736634619.909786,-559286.0357530422,779948748.8082199,26063.450252572093,-17516583368.71801,-585349.4860056144,0.12249991645781119,0.7055846282372599,16736634692.645973,559286.0381836583,17516583791.87426,585349.5001461741,-779949099.2282842,-26063.461962515765,0.4924003341687552,0.5075996658312448,2.2074689272981476e-06,7.37667143625112e-11,4.505414321622896e-06,1.505568695613332e-10,-2.2979453943247492e-06,-7.679015519882203e-11,0.5028424394319131,0.4907141186299081
0,4,full,30000,100,3000000,284483,0.09482766666666667,624947,0.20831566666666668,2090570,0.6968566666666667,1441387,0.4804623333333333,1721999,0.5739996666666667,799152,0.266384,0,0.0,0,0.0,0,0.0,-593.123105589022,-0.019770770186300732,3772.7757916765577,0.12575919305588526,-4365.898897265578,-0.14552996324218592,0.30359633333333336,0.16443266666666667,-629.2599883769066,-0.020975332945896884,4291.480833471508,0.14304936111571692,-4920.740821848414,-0.1640246940616138,0.40425666666666665,0.5957433333333333,-1222.3830939659283,-0.04074610313219761,7085.526590586341,0.23618421968621137,-8307.909684552269,-0.27693032281840896,0.44494466666666665,0.5550553333333333,-19436058678.22138,-647868.6226073792,1303439949.978212,43447.99833260707,-20739498628.199593,-691316.6209399864,0.08122866666666667,0.558703,19436058085.118107,647868.6028372702,20739498563.424244,691316.6187808082,-1303440478.306137,-43448.0159435379,0.4664993333333333,0.5335006666666666,0.005130977221444191,1.710325740481397e-07,0.03708789177168419,1.2362630590561395e-06,-0.031956914550239995,-1.065230485008e-06,0.364098,0.631005
