variant,seed,task,dtype,act,online_acc,online_ce,first75_acc,first75_ce,last750_acc,major_frac,finite,step_w1,step_w1_first75,step_w2,step_w2_first75,step_w3,step_w3_first75,eps_w1_at1,eps_w2_at1,eps_w3_at1,eps_w1_at75,eps_w2_at75,eps_w3_at75,eps_w1_at1500,eps_w2_at1500,eps_w3_at1500,eps_w1_at6000,eps_w2_at6000,eps_w3_at6000,memo_acc,eps_w2_end,zbar2,zbar2_unit_min,z2_max,z2_min,gtr2,zero2,below_2p24_2,log10_g2_median,deadunits2,neffT2,zero_share_below_m1664,state_sha256,sec
f64_host,2,1,torch.float64,ELU1.0,0.7998541666666666,0.5913090059464836,0.09666666666666666,2.3215345319112144,0.9968333333333333,0.11166666666666666,True,0.16038964557750054,0.2214496930052216,0.19935516076733012,0.2883909675680722,0.1790688433776874,0.29235953271078563,0.454094387755102,0.0,0.0,0.20919642857142856,0.0,0.0,0.20918367346938777,0.0,0.0,0.20918367346938777,0.0,0.0,0.9991666674613953,0.0,0.3206558083576152,-0.3773045084749166,8.951195237845521,-7.35188069369368,0.7984268496901619,0.0,0.0,0.0,0.0,0.8799977219507994,0.0,bed53a064b05ced1dd1f9a6c8b82f9aa003ca2bad48a49f34f4cc16765d3acbc,5.470968961715698
f64_host,2,2,torch.float64,ELU1.0,0.7613020833333334,0.7192502623763672,0.10083333333333333,5.288060722351074,0.9995833333333334,0.11083333333333334,True,0.1207153255271199,0.5076639710265832,0.18047226458550844,0.9381461785718177,0.16554530202362608,1.362625229327629,0.20918367346938777,0.0,0.0,0.20918367346938777,0.0,0.0,0.20918367346938777,0.0,0.0,0.2092984693877551,0.0,0.0,1.0,0.0,-0.19584194811399755,-3.3796315835744655,12.17608140028059,-12.000695210493939,0.6466121594952453,0.0,0.0,-0.05716070533042899,0.0,0.7350396920863398,0.0,42169ce97ff8d92c13f81b58fccfd4b8411aacd579937a73e9d9f95a669c6319,5.3935089111328125
f64_host,2,3,torch.float64,ELU1.0,0.7813125,0.6598799942137266,0.11083333333333334,5.1757361062367755,1.0,0.11833333333333333,True,0.10358966786088786,0.5210949822018544,0.13636838351825037,0.8681856854430711,0.1385109893126355,1.169273996880899,0.2092984693877551,0.0,0.0,0.2092857142857143,0.0,0.0,0.20940051020408162,0.0,0.0,0.21040816326530612,0.0,0.0,1.0,0.0,-1.1700851611495289,-6.129606591462619,15.117527631764757,-20.059118431723313,0.4922336065034604,0.0,0.00014166666666666668,-0.4376498678427021,0.0,0.5611152432439418,0.00014166666666666668,2ff5ce2a97b11fcd44df2758d24d03a97ff8df18be55cbb0e671daca54226d19,5.401939153671265
f64_host,2,4,torch.float64,ELU1.0,0.77440625,0.6762248117527149,0.09166666666666666,5.059416481653849,0.9991666666666666,0.12833333333333333,True,0.1206407346544438,0.6898038153303787,0.15643562082247323,0.9012450619290273,0.15196913442954005,1.2524026290824015,0.21040816326530612,0.0,0.0,0.20993622448979593,0.0,0.0,0.20979591836734693,0.0,0.0,0.21247448979591838,0.0,0.0,1.0,0.0,-3.9188392385905066,-7.879173769644041,25.670508630771668,-34.284495374833675,0.2861775036753298,0.0,0.0118,-1.6445899482672417,0.0,0.3290372322101164,0.0118,2707de796ea0bd0450b12dc6c22fbd90067db810b8218707a04361f131ab32e3,5.4393017292022705
f64_host,2,5,torch.float64,ELU1.0,0.7022395833333334,0.8534997668421905,0.09166666666666666,4.769827168782552,0.9998333333333334,0.12416666666666666,True,0.1390181279026971,0.6927997366680453,0.15946529304468032,0.8004131341779914,0.17529332313097257,1.226054272071148,0.21247448979591838,0.0,0.0,0.2115688775510204,0.0,0.0,0.2115688775510204,0.0,0.0,0.2145408163265306,0.0,0.0,1.0,0.0,-8.424578553273859,-21.75937160181496,29.054746352098345,-61.10308256329434,0.17173422713943845,0.0024916666666666668,0.15093333333333334,-3.4530373387136346,0.0,0.1946329681723669,0.15093333333333334,5e9b44f8737baad63203a6eadafbb542b46b81a4823092e6d21be14abed5eb67,5.38858962059021
f64_host,2,6,torch.float64,ELU1.0,0.5086041666666666,1.307403334467051,0.10916666666666666,4.33527379989624,0.86675,0.11166666666666666,True,0.1749475851477958,0.6383419188205153,0.17566280745450058,0.6608240302496899,0.22617163197598225,1.121206198586151,0.2145408163265306,0.0,0.0,0.2141454081632653,0.0,0.0,0.21446428571428572,0.0,0.0,0.21613520408163264,0.0,0.0,0.8999999761581421,0.0,-15.11642962041225,-31.655229971246033,34.367780108502124,-82.0402236838277,0.07898068760682199,0.034575,0.4151916666666667,-6.037936267488007,0.0,0.08940059020292264,0.4151916666666667,db7689664ab82dc30858898acc1c5577e473929514dafab735c8831057c52aef,5.248749732971191
f64_host,2,7,torch.float64,ELU1.0,0.3237083333333333,1.735852457900842,0.095,3.7402857398986815,0.6279166666666667,0.11166666666666666,True,0.16039316660013964,0.5499432540576285,0.16154954183897038,0.5323931084906993,0.22140307939844206,0.5195938256413986,0.21613520408163264,0.0,0.0,0.2153061224489796,0.0,0.0,0.21653061224489795,0.0,0.0,0.21667091836734695,0.0,0.0,0.6924999952316284,0.0,-23.516319546758293,-40.116524796479396,40.88509108743983,-103.22892345555427,0.041812267205041984,0.17463333333333333,0.6666166666666666,-8.433302429950267,0.0,0.04684758275520309,0.6666166666666666,49e6399f4f88de337100206189f2fcbfea5939fa448a5cc7104ff06e1cdb7a32,5.309037923812866
f64_host,2,8,torch.float64,ELU1.0,0.26108333333333333,1.9133129525581996,0.07083333333333333,3.357307866414388,0.4935833333333333,0.1125,True,0.15455324914925464,0.5209866023506038,0.13629712129196983,0.4950859255040996,0.21623382005418534,0.3437467326875776,0.21667091836734695,0.0,0.0,0.21586734693877552,0.0,0.0,0.21755102040816326,0.0,0.0,0.21889030612244897,0.0,0.0,0.5191666483879089,0.0,-32.70962692497394,-54.07354411147838,49.58727982284881,-133.26372396789742,0.02017652316669556,0.37885833333333335,0.8197916666666667,-10.009934894942278,0.0,0.022979500734937125,0.8197916666666667,841d6a8c7d6221b3d4124573b2028ca7113c927137219805046e8cd894e46c47,5.308886528015137
f64_host,2,9,torch.float64,ELU1.0,0.205,2.0379983016848566,0.09166666666666666,3.0789984544118245,0.3425,0.12083333333333333,True,0.14903732681932524,0.5151793676971768,0.1390873743340914,0.4839340997083733,0.21598642435492366,0.30753250350244343,0.21889030612244897,0.0,0.0,0.2185076530612245,0.0,0.0,0.2211862244897959,0.0,0.0,0.2235969387755102,0.0011,0.0,0.3641666769981384,0.0011,-39.652126203630374,-62.361103190721586,61.14652361296367,-149.56004525173054,0.012290470748511325,0.521225,0.8845583333333333,-10.717521301598152,0.0,0.014023009985640288,0.8845583333333333,dea74cb63bbdee152874d91f4ed037230d6a8918d130c0c89045efeb4287d893,5.311030387878418
f64_host,2,10,torch.float64,ELU1.0,0.14419791666666668,2.212199607372284,0.09,2.9559236431121825,0.18275,0.11833333333333333,True,0.11024848214947269,0.5151788597383226,0.0908262097647518,0.46726858631397283,0.215088034933918,0.3003219047483678,0.22360969387755103,0.0011,0.0,0.22299744897959184,0.0011,0.0,0.22599489795918368,0.0097,0.0,0.23646683673469387,0.06,0.0,0.20666666328907013,0.06,-54.44880733474518,-83.6827797574537,49.95930771164185,-189.97322973155272,0.003032989040423713,0.7569,0.963875,-11.96696818806552,0.0,0.004177361168738491,0.963875,5c4314036579e5ee0a1f904a37cf400ef6a41b254a36c7b6853f8e327aade813,5.367729663848877
f64_host,2,11,torch.float64,ELU1.0,0.13132291666666668,2.224417166074117,0.105,2.594574263890584,0.17566666666666667,0.11,True,0.13691184128015266,0.43078669579699636,0.09993458090919678,0.33797416244245443,0.2148245841077975,0.21423942438559607,0.23646683673469387,0.0601,0.0,0.2359311224489796,0.0628,0.0,0.2414158163265306,0.0899,0.0,0.24784438775510204,0.1389,0.0,0.20083333551883698,0.1389,-59.22555008171159,-89.90323792372446,60.23880296970262,-200.33471548118314,0.002945156929151515,0.798625,0.965075,-11.827874066505263,0.0,0.004222613681512079,0.965075,67486f53ffaefc9e06a4ae345914422e8c8606edda87b577cfbc40e9677541d4,5.344136953353882
f64_host,2,12,torch.float64,ELU1.0,0.12219791666666667,2.2683582303921384,0.08916666666666667,2.676751464207967,0.13775,0.12083333333333333,True,0.09878630805629503,0.48544277126590407,0.05996163404067071,0.3567421867531569,0.2140021575899785,0.2506982314904841,0.24784438775510204,0.1389,0.0,0.2472576530612245,0.142,0.0,0.2539158163265306,0.1669,0.0,0.267015306122449,0.2052,0.0,0.1508333384990692,0.2052,-72.19042854419602,-105.23706313107276,62.817961450654444,-237.22532656767373,0.001089261076651532,0.89455,0.9882416666666667,-12.541122357205179,0.0,0.0021887852758828356,0.9882416666666667,37310f013f5450b04343c6aead788e107cd4bedfe7029cf5210a6d4a5df4c2b6,5.223369836807251
f64_host,2,13,torch.float64,ELU1.0,0.10296875,2.3110824320514998,0.10083333333333333,2.6560055955251056,0.11508333333333333,0.11166666666666666,True,0.053902510317972954,0.39770820507934934,0.03213066719260382,0.33036168810212985,0.21509081200323027,0.22786547138821334,0.267015306122449,0.2052,0.0,0.26505102040816325,0.2056,0.0,0.2726530612244898,0.2201,0.0,0.2984438775510204,0.3121,0.0,0.12166666984558105,0.3121,-84.62726773954955,-134.760176293657,50.53785588770807,-286.8446416489996,0.00018983827112826682,0.9524416666666666,0.9971166666666667,-13.193413957035272,0.01,0.0013896895979660223,0.9971166666666667,39368295d1bb56a48004e57c10a07f89c04b55be67f0d6caba0367048a4f1e3a,4.9386467933654785
f64_host,2,14,torch.float64,ELU1.0,0.1255625,2.245041517794132,0.085,2.467719701131185,0.181,0.11,True,0.1567393410734894,0.35974871881383785,0.05858803476292174,0.20737343858248397,0.20831386526030352,0.2440540994090649,0.2984438775510204,0.3121,0.0,0.29702806122448977,0.3137,0.0,0.30758928571428573,0.3457,0.0,0.2693622448979592,0.4629,0.0,0.19333332777023315,0.4629,-84.00789838269031,-141.4185870364983,70.62751328152741,-307.0051797024231,0.002968845410949006,0.9236083333333334,0.9819166666666667,-11.623486543814504,0.0,0.004318541367548739,0.9819166666666667,165a0c908baee138de37c3440dc3a4b4425da1a60c62ba92fc71574a4b137a7c,4.867300033569336
f64_host,2,15,torch.float64,ELU1.0,0.1145,2.2752904425660767,0.08666666666666667,2.5641430314381917,0.127,0.1125,True,0.1116033223041768,0.413976114068646,0.0555056219638838,0.2969848655629903,0.2153193266318946,0.24101804476231337,0.26933673469387753,0.4629,0.0,0.26903061224489794,0.4635,0.0,0.2750765306122449,0.4974,0.0,0.271875,0.533,0.0,0.15666666626930237,0.533,-85.99146006374608,-145.4196967296101,64.93961845218375,-313.01634203674945,0.0011581213971446065,0.9324583333333333,0.9904666666666667,-12.370258545823473,0.01,0.002225968344942158,0.9904666666666667,399af41cf7a734800c0aa6d196004880e4dcc272fc820f960ad694bba5d6a769,4.840137481689453
f64_host,2,16,torch.float64,ELU1.0,0.10763541666666666,2.2988465450406075,0.0975,2.6702860260009764,0.11366666666666667,0.1125,True,0.08132444416296873,0.4867635389867549,0.04063014495087221,0.3181328710343223,0.21690600761333675,0.23003289990204698,0.271875,0.533,0.0,0.26903061224489794,0.5255,0.0,0.27528061224489797,0.5514,0.0,0.2905229591836735,0.6011,0.0,0.125,0.6011,-93.51010345004691,-151.19813543427455,72.88004692295472,-328.7409695763759,0.0004384839206966939,0.9697833333333333,0.9973166666666666,-13.286203853501004,0.06,0.0014479756546619377,0.9973166666666666,bf2392b1723084b27291ef6588a1399355d43e016edc06f9e898d8b9fa568903,4.832385301589966
f64_host,2,17,torch.float64,ELU1.0,0.10419791666666667,2.310183493157228,0.08833333333333333,2.4555642159779865,0.1065,0.1125,True,0.05196616034663511,0.3469315008502842,0.024201915918699985,0.1809218107033909,0.21445097067407914,0.22841626215570918,0.2905229591836735,0.6011,0.0,0.2889413265306122,0.6015,0.0,0.2984183673469388,0.623,0.0,0.3283801020408163,0.6363,0.0,0.12166666984558105,0.6363,-96.67328185641858,-157.11611553086567,54.46078993062156,-341.19674811935727,0.00025502605809270837,0.973425,0.9978833333333333,-13.250439253351205,0.04,0.0010982829223394463,0.9978833333333333,ca5c5d87ca4d371aa88e35e25d417d52d3b685eb6ee51b5bc30ded6890c98a44,4.903752088546753
