arm,activation,seed,window,layer,n_intervals,n_submerged_start,beta_seed,rho_seed,bin,n,zbar_bin_median,zbar_bin_lo,zbar_bin_hi,dzbar_median,dzbar_sd,rho,eligible
R_none,relu,0,early,2,90,2373,-0.2874187256829462,-6.79582224980808e-07,2,197,-1.0960837602615356,-1.1188411712646484,-1.0612998008728027,1.3093162998245589e-08,0.007190592261326446,1.820874070229967e-06,1
R_none,relu,0,early,2,90,2373,-0.2874187256829462,-6.79582224980808e-07,3,197,-1.0139172077178955,-1.0612865686416626,-0.9737988710403442,-1.2380865221928161e-08,0.0034636527469565827,-3.574511109061637e-06,1
R_none,relu,0,early,2,90,2373,-0.2874187256829462,-6.79582224980808e-07,4,199,-0.9551006555557251,-0.9737986326217651,-0.9197285771369934,-5.21773824146976e-09,0.00668358881195129,-7.806791213935301e-07,1
R_none,relu,0,early,2,90,2373,-0.2874187256829462,-6.79582224980808e-07,5,197,-0.8972251415252686,-0.9197235703468323,-0.8747361302375793,5.192470009518502e-09,0.005425705622912046,9.570128514881786e-07,1
R_none,relu,0,early,2,90,2373,-0.2874187256829462,-6.79582224980808e-07,6,198,-0.8430377244949341,-0.8747100234031677,-0.8168799877166748,-5.0729132006210875e-09,0.005267051508711591,-9.631409892670685e-07,1
R_none,relu,0,early,2,90,2373,-0.2874187256829462,-6.79582224980808e-07,7,198,-0.797371506690979,-0.81687992811203,-0.769266664981842,-5.78873504686328e-09,0.0029614575751382177,-1.954691195126477e-06,1
R_none,relu,0,early,2,90,2373,-0.2874187256829462,-6.79582224980808e-07,8,197,-0.7400243878364563,-0.7692663073539734,-0.7050472497940063,8.316450639256345e-09,0.0059978316267776015,1.3865762089964581e-06,1
R_none,relu,0,early,2,90,2373,-0.2874187256829462,-6.79582224980808e-07,9,196,-0.6713010370731354,-0.7030185461044312,-0.6338542699813843,-2.8413242869618216e-09,0.003547968940463699,-8.008312177023954e-07,1
R_none,relu,0,early,2,90,2373,-0.2874187256829462,-6.79582224980808e-07,10,200,-0.5886600315570831,-0.6323649883270264,-0.5530422925949097,-3.3769447238540806e-09,0.005837563300374394,-5.784853285680858e-07,1
R_none,relu,0,early,2,90,2373,-0.2874187256829462,-6.79582224980808e-07,11,198,-0.4456387609243393,-0.5530420541763306,-0.24624234437942505,-1.0190111421337633e-08,0.006078348186035,-1.676460628686821e-06,1
R_none,relu,0,all,2,4500,348119,-0.5250039841916933,-0.00018504922329664987,0,29010,-6.24461030960083,-18.12566375732422,-4.869009971618652,0.0,0.24292195788713958,0.0,1
R_none,relu,0,all,2,4500,348119,-0.5250039841916933,-0.00018504922329664987,1,29010,-4.089457035064697,-4.8689494132995605,-3.5823090076446533,0.0,0.1229163759291611,0.0,1
R_none,relu,0,all,2,4500,348119,-0.5250039841916933,-0.00018504922329664987,2,29010,-3.2012522220611572,-3.5822818279266357,-2.8985862731933594,0.0,0.08566991141069037,0.0,1
R_none,relu,0,all,2,4500,348119,-0.5250039841916933,-0.00018504922329664987,3,29010,-2.6393914222717285,-2.898569107055664,-2.4263997077941895,-7.984962212503888e-05,0.06653928260163286,-0.0012000373163488147,1
R_none,relu,0,all,2,4500,348119,-0.5250039841916933,-0.00018504922329664987,4,29010,-2.248430609703064,-2.4263992309570312,-2.0883405208587646,-0.00010870065307244658,0.053410942967505086,-0.0020351756968338764,1
R_none,relu,0,all,2,4500,348119,-0.5250039841916933,-0.00018504922329664987,5,29009,-1.9493507146835327,-2.088329553604126,-1.8277552127838135,-5.800087456009351e-05,0.0413076526442607,-0.0014041193543383823,1
R_none,relu,0,all,2,4500,348119,-0.5250039841916933,-0.00018504922329664987,6,29009,-1.714510202407837,-1.827755093574524,-1.6106863021850586,-1.6733285519876517e-05,0.03603344552812311,-0.0004643820560211665,1
R_none,relu,0,all,2,4500,348119,-0.5250039841916933,-0.00018504922329664987,7,29011,-1.515242099761963,-1.610683798789978,-1.4167872667312622,-1.3299090824148152e-05,0.02884585400499101,-0.00046103994084720445,1
R_none,relu,0,all,2,4500,348119,-0.5250039841916933,-0.00018504922329664987,8,29010,-1.3253616690635681,-1.4167808294296265,-1.2342488765716553,-6.51199184176221e-06,0.024309679050636027,-0.00026787650417753393,1
R_none,relu,0,all,2,4500,348119,-0.5250039841916933,-0.00018504922329664987,9,29010,-1.1411699652671814,-1.2342381477355957,-1.0399035215377808,-2.182654384341731e-06,0.02135211220565789,-0.00010222194241576581,1
R_none,relu,0,all,2,4500,348119,-0.5250039841916933,-0.00018504922329664987,10,29010,-0.9365156292915344,-1.0399034023284912,-0.8202098608016968,-2.9238918841656414e-07,0.018536611190793913,-1.5773605294250187e-05,1
R_none,relu,0,all,2,4500,348119,-0.5250039841916933,-0.00018504922329664987,11,29010,-0.683589518070221,-0.820202112197876,-0.22974087297916412,-4.117771723599617e-08,0.012132884983562239,-3.393893314886293e-06,1
R_none,relu,1,late,2,450,42474,-0.268408807562665,-0.005187511698192189,0,3540,-10.237445831298828,-23.81114959716797,-8.097029685974121,-0.0012151667615398765,0.2881061579400716,-0.004217774344804671,1
R_none,relu,1,late,2,450,42474,-0.268408807562665,-0.005187511698192189,1,3539,-6.817149639129639,-8.095582962036133,-6.056192874908447,-0.0005098843830637634,0.167123337226156,-0.0030509466333464457,1
R_none,relu,1,late,2,450,42474,-0.268408807562665,-0.005187511698192189,2,3540,-5.48274564743042,-6.055768966674805,-5.015248775482178,0.0,0.1209889408056127,0.0,1
R_none,relu,1,late,2,450,42474,-0.268408807562665,-0.005187511698192189,3,3539,-4.623622894287109,-5.014416217803955,-4.26654577255249,-0.0009469276410527527,0.0968310548976339,-0.009779173035487516,1
R_none,relu,1,late,2,450,42474,-0.268408807562665,-0.005187511698192189,4,3540,-4.019547939300537,-4.265743732452393,-3.7646915912628174,0.0,0.08223601954929452,0.0,1
R_none,relu,1,late,2,450,42474,-0.268408807562665,-0.005187511698192189,5,3539,-3.536464214324951,-3.7646524906158447,-3.3380746841430664,-0.00045064790174365044,0.06927003031886286,-0.006505669185782569,1
R_none,relu,1,late,2,450,42474,-0.268408807562665,-0.005187511698192189,6,3539,-3.1483583450317383,-3.338046073913574,-2.9791829586029053,-0.0002682094054762274,0.06048421968087517,-0.004434369937999448,1
R_none,relu,1,late,2,450,42474,-0.268408807562665,-0.005187511698192189,7,3540,-2.806612014770508,-2.979001998901367,-2.648155689239502,0.0,0.07215994637462904,0.0,1
R_none,relu,1,late,2,450,42474,-0.268408807562665,-0.005187511698192189,8,3539,-2.505620002746582,-2.647913932800293,-2.3447072505950928,-0.00026348416577093303,0.044352724429505073,-0.005940653458384929,1
R_none,relu,1,late,2,450,42474,-0.268408807562665,-0.005187511698192189,9,3540,-2.191437840461731,-2.3446147441864014,-2.0326361656188965,-0.00036708355764858425,0.040168932325258894,-0.009138494264079705,1
R_none,relu,1,late,2,450,42474,-0.268408807562665,-0.005187511698192189,10,3539,-1.8740471601486206,-2.0324790477752686,-1.7182517051696777,-0.00031616329215466976,0.032880655090557855,-0.009615480326773068,1
R_none,relu,1,late,2,450,42474,-0.268408807562665,-0.005187511698192189,11,3540,-1.5277167558670044,-1.7182255983352661,-0.9251239895820618,-0.0002583687019068748,0.024799862230436304,-0.010418150693989936,1
R_none,relu,1,early,2,90,2347,0.5606205767104946,-2.8320679364658424e-06,0,196,-1.372965693473816,-1.9476443529129028,-1.2704029083251953,-3.491898858953846e-08,0.002977251027472752,-1.172860073514847e-05,1
R_none,relu,1,early,2,90,2347,0.5606205767104946,-2.8320679364658424e-06,1,195,-1.204276204109192,-1.269603967666626,-1.135152816772461,-2.5929423941306595e-08,0.0030270247489644054,-8.565976855715328e-06,1
R_none,relu,1,early,2,90,2347,0.5606205767104946,-2.8320679364658424e-06,2,196,-1.0910855531692505,-1.1351524591445923,-1.0568335056304932,-6.3501199853988055e-09,0.003348220256126103,-1.8965657870865122e-06,1
R_none,relu,1,early,2,90,2347,0.5606205767104946,-2.8320679364658424e-06,3,195,-0.9765003323554993,-1.0568331480026245,-0.9406033754348755,-1.733483045995854e-08,0.003660419491708287,-4.735749686402342e-06,1
R_none,relu,1,early,2,90,2347,0.5606205767104946,-2.8320679364658424e-06,4,196,-0.8952840864658356,-0.9406033158302307,-0.8608042001724243,-1.912149372174099e-08,0.003097465505955196,-6.173270916166121e-06,1
R_none,relu,1,early,2,90,2347,0.5606205767104946,-2.8320679364658424e-06,5,195,-0.83392733335495,-0.8608040809631348,-0.7839339971542358,-2.7890402876096232e-08,0.004158760800629743,-6.706421507068382e-06,1
R_none,relu,1,early,2,90,2347,0.5606205767104946,-2.8320679364658424e-06,6,196,-0.7581043243408203,-0.7838690280914307,-0.7380994558334351,-1.7864130619216212e-08,0.006004004789394759,-2.975369148733978e-06,1
R_none,relu,1,early,2,90,2347,0.5606205767104946,-2.8320679364658424e-06,7,195,-0.7124243974685669,-0.7380990386009216,-0.6932854652404785,-5.102652078647907e-09,0.004176175102734858,-1.2218482111313593e-06,1
R_none,relu,1,early,2,90,2347,0.5606205767104946,-2.8320679364658424e-06,8,196,-0.6644645631313324,-0.6932501196861267,-0.6373212337493896,-1.501322977048858e-08,0.0055836862437251165,-2.688766724197707e-06,1
R_none,relu,1,early,2,90,2347,0.5606205767104946,-2.8320679364658424e-06,9,191,-0.6138627529144287,-0.6372628211975098,-0.5742668509483337,1.661276627373809e-08,0.006470251285396107,2.567561218408082e-06,1
R_none,relu,1,early,2,90,2347,0.5606205767104946,-2.8320679364658424e-06,10,200,-0.53825443983078,-0.5742667317390442,-0.4888039529323578,-4.926625774004378e-09,0.0036387454463872823,-1.3539352632912984e-06,1
R_none,relu,1,early,2,90,2347,0.5606205767104946,-2.8320679364658424e-06,11,196,-0.4532613903284073,-0.48661985993385315,-0.31328752636909485,8.90591489444148e-10,0.0036747148768016004,2.4235662338496894e-07,1
R_none,relu,1,all,2,4500,343923,-0.4932265726643829,-0.0004813622213097135,0,28661,-5.335309982299805,-23.81114959716797,-4.122037410736084,0.0,0.15288222421340045,0.0,1
R_none,relu,1,all,2,4500,343923,-0.4932265726643829,-0.0004813622213097135,1,28660,-3.5128828287124634,-4.121978282928467,-3.1082029342651367,-3.7151791048017913e-06,0.07355671739928518,-5.0507679463655556e-05,1
R_none,relu,1,all,2,4500,343923,-0.4932265726643829,-0.0004813622213097135,2,28660,-2.805136799812317,-3.108194351196289,-2.5769779682159424,-5.8182677094009705e-05,0.05787632134916281,-0.0010052932829472468,1
R_none,relu,1,all,2,4500,343923,-0.4932265726643829,-0.0004813622213097135,3,28660,-2.383309006690979,-2.576969861984253,-2.2191638946533203,-4.427699605002999e-05,0.045103736258164155,-0.0009816702500342305,1
R_none,relu,1,all,2,4500,343923,-0.4932265726643829,-0.0004813622213097135,4,28660,-2.079110622406006,-2.219160795211792,-1.9568068981170654,-3.82865055144066e-05,0.036852471343202416,-0.0010389128359357287,1
R_none,relu,1,all,2,4500,343923,-0.4932265726643829,-0.0004813622213097135,5,28660,-1.8479891419410706,-1.9567891359329224,-1.7430566549301147,-2.001778375415597e-05,0.031390599283677975,-0.0006376999551125016,1
R_none,relu,1,all,2,4500,343923,-0.4932265726643829,-0.0004813622213097135,6,28661,-1.65082848072052,-1.743039608001709,-1.559802770614624,-2.1706473489757627e-05,0.026976102386552098,-0.0008046556607294965,1
R_none,relu,1,all,2,4500,343923,-0.4932265726643829,-0.0004813622213097135,7,28660,-1.4756830930709839,-1.5598000288009644,-1.3936331272125244,-1.1530908977874788e-05,0.02408220627933437,-0.00047881447588835703,1
R_none,relu,1,all,2,4500,343923,-0.4932265726643829,-0.0004813622213097135,8,28660,-1.3121432065963745,-1.393625020980835,-1.2295596599578857,-1.0808681054186309e-05,0.022336140599049013,-0.00048390996673106996,1
R_none,relu,1,all,2,4500,343923,-0.4932265726643829,-0.0004813622213097135,9,28660,-1.1452381014823914,-1.2295581102371216,-1.0599957704544067,-5.333154149411712e-06,0.020078550003934503,-0.00026561450644427265,1
R_none,relu,1,all,2,4500,343923,-0.4932265726643829,-0.0004813622213097135,10,28660,-0.9684383571147919,-1.0599783658981323,-0.8674101233482361,-1.662860086071305e-06,0.018565630998433055,-8.95665806463379e-05,1
R_none,relu,1,all,2,4500,343923,-0.4932265726643829,-0.0004813622213097135,11,28661,-0.7386958599090576,-0.8674100041389465,-0.2211190015077591,-5.8927248858253733e-08,0.01898868723192872,-3.103281871912131e-06,1
R_none,relu,2,late,2,450,39028,-0.27595581291305704,0.004383709030118546,0,3253,-5.486818313598633,-12.262446403503418,-4.7218546867370605,0.0013517156476154923,0.10101644403382733,0.013381144629906434,1
R_none,relu,2,late,2,450,39028,-0.27595581291305704,0.004383709030118546,1,3252,-4.1390016078948975,-4.721757411956787,-3.7144317626953125,0.00043015918345190585,0.06335632676466188,0.006789522142748888,1
R_none,relu,2,late,2,450,39028,-0.27595581291305704,0.004383709030118546,2,3252,-3.3444857597351074,-3.713839530944824,-3.094994068145752,0.0005766277317889035,0.05688030156863281,0.010137564602978308,1
R_none,relu,2,late,2,450,39028,-0.27595581291305704,0.004383709030118546,3,3252,-2.8837246894836426,-3.0949411392211914,-2.677717447280884,0.00019564624381018803,0.045011072216764154,0.004346624823065658,1
R_none,relu,2,late,2,450,39028,-0.27595581291305704,0.004383709030118546,4,3253,-2.495363473892212,-2.6771717071533203,-2.36340594291687,0.00018304669356439263,0.041405848168893734,0.004420793237171434,1
R_none,relu,2,late,2,450,39028,-0.27595581291305704,0.004383709030118546,5,3252,-2.248179078102112,-2.363326072692871,-2.1124637126922607,0.0002623291074996814,0.03219532822083665,0.008148048862875184,1
R_none,relu,2,late,2,450,39028,-0.27595581291305704,0.004383709030118546,6,3252,-1.98335200548172,-2.112426996231079,-1.8742755651474,0.00020365614182082936,0.036536418346871026,0.005574058734694514,1
R_none,relu,2,late,2,450,39028,-0.27595581291305704,0.004383709030118546,7,3252,-1.7673529386520386,-1.8742512464523315,-1.6609994173049927,2.887192658818094e-05,0.038438763749308144,0.0007511148583362181,1
R_none,relu,2,late,2,450,39028,-0.27595581291305704,0.004383709030118546,8,3253,-1.5688023567199707,-1.660990595817566,-1.4756501913070679,-8.310593693749979e-05,0.03028407565061065,-0.0027442124335013023,1
R_none,relu,2,late,2,450,39028,-0.27595581291305704,0.004383709030118546,9,3252,-1.37584388256073,-1.475646734237671,-1.2752964496612549,-9.79047326836735e-05,0.03075790532641848,-0.0031830754287282847,1
R_none,relu,2,late,2,450,39028,-0.27595581291305704,0.004383709030118546,10,3252,-1.1609920263290405,-1.2752512693405151,-1.0388319492340088,-0.00011074261419707909,0.02723270665714643,-0.004066529838231042,1
R_none,relu,2,late,2,450,39028,-0.27595581291305704,0.004383709030118546,11,3253,-0.8553330898284912,-1.0388150215148926,-0.30793553590774536,-0.00043453715625219047,0.031099743996801116,-0.01397237084320972,1
R_none,relu,2,early,2,90,2238,0.3363324629650449,-3.683400170726919e-06,0,187,-1.3634697198867798,-1.6934999227523804,-1.2465704679489136,-2.4373719043069286e-08,0.004659494116774802,-5.230979679815592e-06,1
R_none,relu,2,early,2,90,2238,0.3363324629650449,-3.683400170726919e-06,1,186,-1.1860017776489258,-1.246559977531433,-1.104131817817688,-4.306061995862365e-08,0.0031081298982352785,-1.385418929339872e-05,1
R_none,relu,2,early,2,90,2238,0.3363324629650449,-3.683400170726919e-06,2,185,-1.0513482093811035,-1.1024231910705566,-1.0037559270858765,-2.5434971462345857e-08,0.006803612301724954,-3.738451036649634e-06,1
R_none,relu,2,early,2,90,2238,0.3363324629650449,-3.683400170726919e-06,3,188,-0.9790021777153015,-1.0028526782989502,-0.9368265271186829,-1.2648209146703948e-08,0.004298964721608534,-2.942152347314773e-06,1
R_none,relu,2,early,2,90,2238,0.3363324629650449,-3.683400170726919e-06,4,187,-0.8941053748130798,-0.9356433153152466,-0.8785436153411865,-4.046503576660143e-08,0.005141352897519347,-7.870503459532105e-06,1
R_none,relu,2,early,2,90,2238,0.3363324629650449,-3.683400170726919e-06,5,186,-0.8449614942073822,-0.878520667552948,-0.8111374378204346,1.4277913518156993e-08,0.006838875242465108,2.0877575642117497e-06,1
R_none,relu,2,early,2,90,2238,0.3363324629650449,-3.683400170726919e-06,6,186,-0.7800335586071014,-0.8111373782157898,-0.7563876509666443,-1.628482593218905e-08,0.006562681786108813,-2.4814285474970063e-06,1
R_none,relu,2,early,2,90,2238,0.3363324629650449,-3.683400170726919e-06,7,187,-0.7206340432167053,-0.7556056380271912,-0.7037389278411865,3.182327645845362e-08,0.007255521254414182,4.386077215209407e-06,1
R_none,relu,2,early,2,90,2238,0.3363324629650449,-3.683400170726919e-06,8,186,-0.6731398403644562,-0.7036617994308472,-0.6396939158439636,-2.2392580234509296e-08,0.006171561322626754,-3.6283493048042038e-06,1
R_none,relu,2,early,2,90,2238,0.3363324629650449,-3.683400170726919e-06,9,187,-0.6229415535926819,-0.6396937370300293,-0.5792825818061829,-7.695983583744237e-08,0.005126522714589582,-1.501209301549025e-05,1
R_none,relu,2,early,2,90,2238,0.3363324629650449,-3.683400170726919e-06,10,186,-0.5590856075286865,-0.5792347192764282,-0.5370078682899475,-1.3160389666921901e-08,0.005298967508828604,-2.4835762146107503e-06,1
R_none,relu,2,early,2,90,2238,0.3363324629650449,-3.683400170726919e-06,11,187,-0.48550674319267273,-0.536547839641571,-0.28686052560806274,-5.123813551222156e-08,0.0046910080666338365,-1.092262788390149e-05,1
R_none,relu,2,all,2,4500,335162,-0.3121878786914801,-9.510456586368611e-06,0,27931,-6.2446794509887695,-15.575742721557617,-5.157517433166504,3.417353582335636e-05,0.11784301360270129,0.00028999203922745753,1
R_none,relu,2,all,2,4500,335162,-0.3121878786914801,-9.510456586368611e-06,1,27930,-4.426941871643066,-5.157502174377441,-3.896341562271118,1.4739960533916019e-05,0.08160451171240461,0.00018062678428692092,1
R_none,relu,2,all,2,4500,335162,-0.3121878786914801,-9.510456586368611e-06,2,27930,-3.4627846479415894,-3.8963232040405273,-3.1223556995391846,3.5756758734351024e-05,0.06394450179911142,0.0005591842571028977,1
R_none,relu,2,all,2,4500,335162,-0.3121878786914801,-9.510456586368611e-06,3,27930,-2.841052532196045,-3.1223292350769043,-2.59826397895813,0.0,0.05474987278417212,0.0,1
R_none,relu,2,all,2,4500,335162,-0.3121878786914801,-9.510456586368611e-06,4,27930,-2.3848363161087036,-2.5982487201690674,-2.2006118297576904,1.1784170510509284e-05,0.04995514604238295,0.00023589502672079785,1
R_none,relu,2,all,2,4500,335162,-0.3121878786914801,-9.510456586368611e-06,5,27930,-2.026356816291809,-2.2006025314331055,-1.8634201288223267,-2.1181278953008587e-10,0.04376321849436581,-4.839972854312696e-09,1
R_none,relu,2,all,2,4500,335162,-0.3121878786914801,-9.510456586368611e-06,6,27930,-1.7104265093803406,-1.8634127378463745,-1.5694348812103271,-4.31779699283652e-06,0.04017790334566424,-0.00010746695654297926,1
R_none,relu,2,all,2,4500,335162,-0.3121878786914801,-9.510456586368611e-06,7,27930,-1.4465638399124146,-1.5694345235824585,-1.3282012939453125,-8.517284641129663e-06,0.03560183658833538,-0.0002392372264278151,1
R_none,relu,2,all,2,4500,335162,-0.3121878786914801,-9.510456586368611e-06,8,27930,-1.2168697714805603,-1.3282005786895752,-1.1129025220870972,-8.566551059630001e-06,0.03397846017913903,-0.0002521171063805124,1
R_none,relu,2,all,2,4500,335162,-0.3121878786914801,-9.510456586368611e-06,9,27930,-1.0149286389350891,-1.1128963232040405,-0.9163157939910889,-1.8687703118303034e-06,0.026696033885378005,-7.000179576689365e-05,1
R_none,relu,2,all,2,4500,335162,-0.3121878786914801,-9.510456586368611e-06,10,27930,-0.8174268007278442,-0.9163054823875427,-0.7149044275283813,-9.181096629617969e-07,0.020986334307326264,-4.3747976636457544e-05,1
R_none,relu,2,all,2,4500,335162,-0.3121878786914801,-9.510456586368611e-06,11,27931,-0.593597948551178,-0.7148995995521545,-0.11743392795324326,-3.3260454301853315e-07,0.017490705863531335,-1.901607319988291e-05,1
R_none,relu,3,late,2,450,39590,-0.5970918039052537,-0.001645858616220196,0,3300,-4.501479148864746,-10.209498405456543,-3.648958444595337,1.141573920904193e-05,0.21777059903202772,5.242093863810793e-05,1
R_none,relu,3,late,2,450,39590,-0.5970918039052537,-0.001645858616220196,1,3299,-3.196428060531616,-3.64877986907959,-2.9181413650512695,-0.0003425630275160074,0.07644769731678695,-0.004481011718331834,1
R_none,relu,3,late,2,450,39590,-0.5970918039052537,-0.001645858616220196,2,3299,-2.7127435207366943,-2.9180943965911865,-2.5452537536621094,-4.481633732211776e-05,0.08636193929747082,-0.000518936208319146,1
R_none,relu,3,late,2,450,39590,-0.5970918039052537,-0.001645858616220196,3,3299,-2.403157949447632,-2.545222043991089,-2.279554605484009,-6.489215593319386e-05,0.06222802421841895,-0.0010428124104571257,1
R_none,relu,3,late,2,450,39590,-0.5970918039052537,-0.001645858616220196,4,3299,-2.1661386489868164,-2.279388904571533,-2.066453456878662,-0.00017788264085538685,0.05433377953773488,-0.003273886749068268,1
R_none,relu,3,late,2,450,39590,-0.5970918039052537,-0.001645858616220196,5,3299,-1.9685908555984497,-2.06636643409729,-1.862194538116455,-8.534359949408099e-05,0.0468572604064574,-0.0018213527370951415,1
R_none,relu,3,late,2,450,39590,-0.5970918039052537,-0.001645858616220196,6,3299,-1.7721079587936401,-1.8619850873947144,-1.6845842599868774,-0.00011261455074418336,0.04395027853676098,-0.0025623171113691597,1
R_none,relu,3,late,2,450,39590,-0.5970918039052537,-0.001645858616220196,7,3299,-1.5914509296417236,-1.6845020055770874,-1.5080476999282837,-3.840611316263676e-05,0.04422371596410269,-0.0008684506112921808,1
R_none,relu,3,late,2,450,39590,-0.5970918039052537,-0.001645858616220196,8,3299,-1.4387588500976562,-1.5080064535140991,-1.3523986339569092,-3.529524474288337e-05,0.03522800708762503,-0.0010019086420384523,1
R_none,relu,3,late,2,450,39590,-0.5970918039052537,-0.001645858616220196,9,3299,-1.272243857383728,-1.3522534370422363,-1.1956171989440918,-6.349480099743232e-05,0.028907568568987938,-0.0021964767062958588,1
R_none,relu,3,late,2,450,39590,-0.5970918039052537,-0.001645858616220196,10,3299,-1.1115790605545044,-1.1955482959747314,-1.021252155303955,-0.00011906037252629176,0.025320885933279844,-0.004702061880457661,1
R_none,relu,3,late,2,450,39590,-0.5970918039052537,-0.001645858616220196,11,3300,-0.8774721026420593,-1.0212470293045044,-0.4529404044151306,-3.413035847188439e-05,0.02321217533470868,-0.0014703644953452503,1
R_none,relu,3,early,2,90,3544,-0.48991624418183755,-3.047154480344596e-06,0,296,-1.9262902736663818,-3.0758748054504395,-1.5780035257339478,-2.805494290214483e-07,0.018046721340527382,-1.5545728430538827e-05,1
R_none,relu,3,early,2,90,3544,-0.48991624418183755,-3.047154480344596e-06,1,295,-1.4817116260528564,-1.5769020318984985,-1.3582680225372314,-2.5619879551186386e-08,0.012295990236000453,-2.0835962829716613e-06,1
R_none,relu,3,early,2,90,3544,-0.48991624418183755,-3.047154480344596e-06,2,295,-1.2819300889968872,-1.3582603931427002,-1.217835545539856,-2.235444895859473e-08,0.012472393292708377,-1.7923143084065197e-06,1
R_none,relu,3,early,2,90,3544,-0.48991624418183755,-3.047154480344596e-06,3,295,-1.1595014333724976,-1.2160357236862183,-1.1186414957046509,-2.3779904267939855e-08,0.01265092896341178,-1.8796962923999176e-06,1
R_none,relu,3,early,2,90,3544,-0.48991624418183755,-3.047154480344596e-06,4,296,-1.0708377361297607,-1.1185237169265747,-1.028244972229004,-6.709326427767337e-08,0.013993142544510001,-4.794724563425276e-06,1
R_none,relu,3,early,2,90,3544,-0.48991624418183755,-3.047154480344596e-06,5,295,-1.0021451711654663,-1.0281990766525269,-0.9773415327072144,-2.5610706444467723e-08,0.006584377806174041,-3.889616786638985e-06,1
R_none,relu,3,early,2,90,3544,-0.48991624418183755,-3.047154480344596e-06,6,295,-0.9129292964935303,-0.9773378372192383,-0.8736692667007446,-3.439814832972843e-08,0.014104660071397188,-2.43877896777423e-06,1
R_none,relu,3,early,2,90,3544,-0.48991624418183755,-3.047154480344596e-06,7,295,-0.8510072827339172,-0.8735836744308472,-0.8218755722045898,-4.823856514235558e-08,0.008960878188382926,-5.38324080834991e-06,1
R_none,relu,3,early,2,90,3544,-0.48991624418183755,-3.047154480344596e-06,8,296,-0.7891202867031097,-0.8218751549720764,-0.739468514919281,-4.4524954390112725e-08,0.012180163882230388,-3.655529992914962e-06,1
R_none,relu,3,early,2,90,3544,-0.48991624418183755,-3.047154480344596e-06,9,295,-0.6967337727546692,-0.7387668490409851,-0.6606618165969849,-4.289767829845914e-08,0.009399189941857223,-4.563976104730449e-06,1
R_none,relu,3,early,2,90,3544,-0.48991624418183755,-3.047154480344596e-06,10,295,-0.6236546635627747,-0.6605275273323059,-0.5721920728683472,2.2275434830021368e-09,0.008975775958103595,2.4817280348793077e-07,1
R_none,relu,3,early,2,90,3544,-0.48991624418183755,-3.047154480344596e-06,11,296,-0.5034433007240295,-0.5721917152404785,-0.3792803883552551,3.4873156584680487e-09,0.007971823847366166,4.374551828086659e-07,1
