arm,seed,t,band,N,d,e,dN,identity_residual,identity_residual_rel,V,sigma_med,sigma_med_lower,sigma_med_band,H,hit99,hit999,hit_full,hit99_per_task,hit999_per_task,hit_agrees_with_per_task,tc,tc_per_task,steps,stop_step,status
SNA_iid_ext,1,35,all,20803.02621,1238.522334,-757.6470638,480.8752702,-3.410605132e-12,1.639475477e-16,119220.5665,33.05042565,33.04207527,,1.091432965,,,,,,,,,,,ok
SNA_iid_ext,1,36,top,317.0757321,252.4749208,-266.2009426,-13.72602174,-1.136868377e-13,3.436706015e-16,43443.60686,32.74838895,32.72074691,18.76918421,1.07123099,,,,,,,,,,,ok
SNA_iid_ext,1,36,mid1,7605.541207,600.319046,-612.5691567,-12.25011067,2.273736754e-13,2.984771648e-17,60436.66846,32.74838895,32.72074691,24.12746105,1.07123099,,,,,,,,,,,ok
SNA_iid_ext,1,36,mid2,10792.22712,288.7793111,-98.89198692,189.8873242,1.591615728e-12,1.474779683e-16,10832.70298,32.74838895,32.72074691,10.38446947,1.07123099,,,,,,,,,,,ok
SNA_iid_ext,1,36,low,2174.016376,50.07132366,5.204887862,55.27621152,-1.563194019e-13,7.190350707e-17,171.9367914,32.74838895,32.72074691,1.299856081,1.07123099,,,,,,,,,,,ok
SNA_iid_ext,1,36,mu,12.45316625,0.02902948808,0.7779405211,0.8069700092,2.220446049e-15,1.783037346e-16,0,32.74838895,32.72074691,0,1.07123099,,,,,,,,,,,ok
SNA_iid_ext,1,36,comp,125.064074,3.548404758,-0.1913156943,3.357089064,-7.799316748e-15,6.236256742e-17,0,32.74838895,32.72074691,0,1.07123099,,,,,,,,,,,ok
SNA_iid_ext,1,36,all,21026.37767,1195.222036,-971.8705735,223.3514623,3.183231456e-12,1.513922895e-16,114884.9151,32.74838895,32.72074691,,1.07123099,,,,,,,,,,,ok
SNA_iid_ext,1,37,top,353.7981533,244.1650593,-207.4426381,36.72242118,2.842170943e-14,8.033311979e-17,45514.66131,33.68891269,33.64906284,19.95399285,1.04470352,,,,,,,,,,,ok
SNA_iid_ext,1,37,mid1,7714.156519,608.3250613,-499.7097489,108.6153123,3.410605132e-13,4.421228845e-17,61772.88208,33.68891269,33.64906284,24.24121072,1.04470352,,,,,,,,,,,ok
SNA_iid_ext,1,37,mid2,11065.36104,310.884308,-37.75038632,273.1339217,-2.131628207e-13,1.92639734e-17,11103.35655,33.68891269,33.64906284,10.58899077,1.04470352,,,,,,,,,,,ok
SNA_iid_ext,1,37,low,2236.337556,52.59629374,9.724886197,62.32117993,-1.207922651e-13,5.401343136e-17,176.9778243,33.68891269,33.64906284,1.325134524,1.04470352,,,,,,,,,,,ok
SNA_iid_ext,1,37,mu,12.92619384,0.01885828179,0.4541693128,0.4730275946,-1.554312234e-15,1.20245159e-16,0,33.68891269,33.64906284,0,1.04470352,,,,,,,,,,,ok
SNA_iid_ext,1,37,comp,128.1807356,3.07367177,0.04298977746,3.116661547,4.801714582e-15,3.746050106e-17,0,33.68891269,33.64906284,0,1.04470352,,,,,,,,,,,ok
SNA_iid_ext,1,37,all,21510.7602,1219.063252,-734.6807281,484.3825242,-2.842170943e-12,1.321278708e-16,118567.8778,33.68891269,33.64906284,,1.04470352,,,,,,,,,,,ok
SNA_iid_ext,1,38,top,331.7013536,253.6762467,-275.7730465,-22.09679971,-5.684341886e-14,1.606662396e-16,43140.23529,32.808805,32.80341635,19.02831319,1.071386285,,,,,,,,,,,ok
SNA_iid_ext,1,38,mid1,7650.428878,604.7571397,-668.4847816,-63.72764185,4.547473509e-13,5.894971793e-17,60757.45312,32.808805,32.80341635,23.77265522,1.071386285,,,,,,,,,,,ok
SNA_iid_ext,1,38,mid2,11255.98144,309.2065606,-118.5861608,190.6203998,-9.094947018e-13,8.080101294e-17,11246.16023,32.808805,32.80341635,10.67115797,1.071386285,,,,,,,,,,,ok
SNA_iid_ext,1,38,low,2296.510792,51.37441955,8.79881679,60.17323634,-6.394884622e-14,2.784609e-17,182.0659191,32.808805,32.80341635,1.341081798,1.071386285,,,,,,,,,,,ok
SNA_iid_ext,1,38,mu,13.75010488,0.02549270208,0.798418334,0.8239110361,-1.887379142e-15,1.372628906e-16,0,32.808805,32.80341635,0,1.071386285,,,,,,,,,,,ok
SNA_iid_ext,1,38,comp,130.8102624,2.641914118,-0.01238734115,2.629526777,-1.715294573e-14,1.311284407e-16,0,32.808805,32.80341635,0,1.071386285,,,,,,,,,,,ok
SNA_iid_ext,1,38,all,21679.18283,1221.681773,-1053.259141,168.4226324,3.637978807e-12,1.678097757e-16,115325.9146,32.808805,32.80341635,,1.071386285,,,,,,,,,,,ok
SNA_iid_ext,1,39,top,334.8439572,252.4317826,-249.289179,3.142603638,-5.684341886e-14,1.697609219e-16,45649.81963,33.05858984,32.96492215,19.2869339,1.086511064,,,,,,,,,,,ok
SNA_iid_ext,1,39,mid1,7746.559925,624.5209324,-528.3898846,96.13104781,-5.684341886e-13,7.337891839e-17,61392.87541,33.05858984,32.96492215,23.84777507,1.086511064,,,,,,,,,,,ok
SNA_iid_ext,1,39,mid2,11543.4773,317.3150767,-29.81921315,287.4958636,-4.725109193e-13,4.093315272e-17,11511.70824,33.05858984,32.96492215,10.74964803,1.086511064,,,,,,,,,,,ok
SNA_iid_ext,1,39,low,2362.100305,54.02526548,11.56424704,65.58951252,1.421085472e-13,6.016194437e-17,187.1707368,33.05858984,32.96492215,1.355488517,1.086511064,,,,,,,,,,,ok
SNA_iid_ext,1,39,mu,14.29099851,0.01993257364,0.5209610596,0.5408936333,1.443289932e-15,1.009929384e-16,0,33.05858984,32.96492215,0,1.086511064,,,,,,,,,,,ok
SNA_iid_ext,1,39,comp,135.1866466,4.333467086,0.04291720473,4.37638429,1.385003223e-14,1.024511856e-16,0,33.05858984,32.96492215,0,1.086511064,,,,,,,,,,,ok
SNA_iid_ext,1,39,all,22136.45913,1252.646457,-795.3701514,457.2763054,-7.275957614e-12,3.286866057e-16,118741.574,33.05858984,32.96492215,,1.086511064,,,,,,,,,,,ok
SNA_iid_ext,1,40,top,334.7156879,241.3933081,-241.5215774,-0.1282693146,2.842170943e-14,8.488046094e-17,43982.98919,33.05109526,33.0400537,19.3655505,1.079719503,,,,,,,,,,,ok
SNA_iid_ext,1,40,mid1,7822.932443,618.114945,-541.7424271,76.37251791,2.273736754e-13,2.90650184e-17,61980.13292,33.05109526,33.0400537,24.40065646,1.079719503,,,,,,,,,,,ok
SNA_iid_ext,1,40,mid2,11831.06116,315.8127587,-28.22890197,287.5838567,6.96331881e-13,5.885624896e-17,11790.26285,33.05109526,33.0400537,10.80300407,1.079719503,,,,,,,,,,,ok
SNA_iid_ext,1,40,low,2425.99081,53.31493349,10.57557108,63.89050457,4.263256415e-14,1.757325872e-17,192.4632011,33.05109526,33.0400537,1.377105452,1.079719503,,,,,,,,,,,ok
SNA_iid_ext,1,40,mu,15.02277622,0.02500514154,0.7067725625,0.731777704,2.220446049e-15,1.478053069e-16,0,33.05109526,33.0400537,0,1.079719503,,,,,,,,,,,ok
SNA_iid_ext,1,40,comp,138.9269348,3.856713058,-0.1164248621,3.740288196,2.692290835e-15,1.937918545e-17,0,33.05109526,33.0400537,0,1.079719503,,,,,,,,,,,ok
SNA_iid_ext,1,40,all,22568.64981,1232.517663,-800.3269877,432.1906758,6.821210263e-12,3.02242727e-16,117945.8482,33.05109526,33.0400537,,1.079719503,,,,,,,,,,,ok
SNA_iid_ext,1,41,top,327.0562474,241.8114511,-249.4708916,-7.659440464,2.842170943e-14,8.491298872e-17,43908.0183,33.66819835,33.66403464,19.78859834,1.05277379,,,,,,,,,,,ok
SNA_iid_ext,1,41,mid1,7922.807672,616.8674543,-516.992226,99.87522832,6.821210263e-13,8.609587088e-17,63202.00717,33.66819835,33.66403464,24.41260943,1.05277379,,,,,,,,,,,ok
SNA_iid_ext,1,41,mid2,12085.63609,299.7384721,-45.16353666,254.5749354,-2.63611355e-12,2.181195536e-16,12029.88076,33.66819835,33.66403464,11.00379804,1.05277379,,,,,,,,,,,ok
SNA_iid_ext,1,41,low,2483.691208,51.59871285,6.101685859,57.70039871,5.773159728e-14,2.324427332e-17,197.0119642,33.66819835,33.66403464,1.389886914,1.05277379,,,,,,,,,,,ok
SNA_iid_ext,1,41,mu,15.72446646,0.01959359269,0.6820966547,0.7016902474,-4.107825191e-15,2.612378106e-16,0,33.66819835,33.66403464,0,1.05277379,,,,,,,,,,,ok
SNA_iid_ext,1,41,comp,141.5216516,2.748340889,-0.1536241617,2.594716728,-6.439293543e-15,4.550041263e-17,0,33.66819835,33.66403464,0,1.05277379,,,,,,,,,,,ok
SNA_iid_ext,1,41,all,22976.43734,1212.784025,-804.9964959,407.7875289,1.136868377e-13,4.947975008e-18,119336.9182,33.66819835,33.66403464,,1.05277379,,,,,,,,,,,ok
SNA_iid_ext,1,42,top,333.6837403,235.2912586,-228.6637657,6.627492894,-2.842170943e-14,8.517558992e-17,43380.9045,33.74967957,33.74841645,19.90373062,1.03933696,,,,,,,,,,,ok
SNA_iid_ext,1,42,mid1,7951.31024,611.4864837,-582.9839153,28.50256839,-9.094947018e-13,1.143829978e-16,62594.51831,33.74967957,33.74841645,24.17274872,1.03933696,,,,,,,,,,,ok
SNA_iid_ext,1,42,mid2,12311.94702,314.0416148,-87.73068384,226.3109309,3.822719918e-12,3.104886588e-16,12207.75333,33.74967957,33.74841645,11.14023853,1.03933696,,,,,,,,,,,ok
SNA_iid_ext,1,42,low,2543.700935,51.4552682,8.554458153,60.00972635,8.881784197e-14,3.491677845e-17,201.5514569,33.74967957,33.74841645,1.407132809,1.03933696,,,,,,,,,,,ok
SNA_iid_ext,1,42,mu,16.51100367,0.0228112218,0.7637259872,0.786537209,-4.329869796e-15,2.622414653e-16,0,33.74967957,33.74841645,0,1.03933696,,,,,,,,,,,ok
SNA_iid_ext,1,42,comp,145.1042395,3.158565042,0.4240228761,3.582587919,-8.437694987e-15,5.814919686e-17,0,33.74967957,33.74841645,0,1.03933696,,,,,,,,,,,ok
SNA_iid_ext,1,42,all,23302.25718,1215.456002,-889.6361578,325.8198437,-3.410605132e-12,1.463637237e-16,118384.7276,33.74967957,33.74841645,,1.03933696,,,,,,,,,,,ok
SNA_iid_ext,1,43,top,352.5918966,236.750611,-217.8424547,18.9081563,2.842170943e-14,8.060794846e-17,50504.20588,34.10123972,34.09474377,20.77360867,1.078976947,,,,,,,,,,,ok
SNA_iid_ext,1,43,mid1,7930.532621,610.1086138,-630.8862324,-20.77761859,4.547473509e-13,5.71914989e-17,62387.63252,34.10123972,34.09474377,23.88773444,1.078976947,,,,,,,,,,,ok
SNA_iid_ext,1,43,mid2,12527.70063,296.8954269,-81.14182293,215.753604,-1.421085472e-12,1.13435459e-16,12374.73441,34.10123972,34.09474377,11.19434236,1.078976947,,,,,,,,,,,ok
SNA_iid_ext,1,43,low,2612.292918,50.45564191,18.13634179,68.5919837,-2.202682481e-13,8.431988869e-17,207.0683848,34.10123972,34.09474377,1.42919377,1.078976947,,,,,,,,,,,ok
SNA_iid_ext,1,43,mu,17.31714933,0.02196932947,0.7841763241,0.8061456536,2.886579864e-15,1.666890901e-16,0,34.10123972,34.09474377,0,1.078976947,,,,,,,,,,,ok
SNA_iid_ext,1,43,comp,148.2647813,3.128888476,0.03165336461,3.16054184,1.046385201e-14,7.057543884e-17,0,34.10123972,34.09474377,0,1.078976947,,,,,,,,,,,ok
SNA_iid_ext,1,43,all,23588.7,1197.361151,-910.9183385,286.4428129,2.50111043e-12,1.060300241e-16,125473.6412,34.10123972,34.09474377,,1.078976947,,,,,,,,,,,ok
SNA_iid_ext,1,44,top,343.8093433,247.3509969,-256.1335502,-8.782553281,0,0,47378.87941,33.96268114,33.80908272,19.5870706,1.083557952,,,,,,,,,,,ok
SNA_iid_ext,1,44,mid1,8066.948341,618.7638261,-482.3481065,136.4157196,-2.273736754e-13,2.818583507e-17,64776.86173,33.96268114,33.80908272,24.45139338,1.083557952,,,,,,,,,,,ok
SNA_iid_ext,1,44,mid2,12780.07849,298.2331956,-45.85533347,252.3778622,2.202682481e-13,1.723528132e-17,12617.52478,33.96268114,33.80908272,11.28028067,1.083557952,,,,,,,,,,,ok
SNA_iid_ext,1,44,low,2667.269688,51.18133582,3.795433661,54.97676948,1.652011861e-13,6.193643891e-17,211.2117124,33.96268114,33.80908272,1.441317838,1.083557952,,,,,,,,,,,ok
SNA_iid_ext,1,44,mu,17.87879899,0.02112005985,0.540529599,0.5616496589,6.77236045e-15,3.787928068e-16,0,33.96268114,33.80908272,0,1.083557952,,,,,,,,,,,ok
SNA_iid_ext,1,44,comp,151.7466184,3.272590105,0.2092470121,3.481837117,-4.163336342e-16,2.743610622e-18,0,33.96268114,33.80908272,0,1.083557952,,,,,,,,,,,ok
SNA_iid_ext,1,44,all,24027.73128,1218.823065,-779.79178,439.0312847,1.364242053e-12,5.67778138e-17,124984.4776,33.96268114,33.80908272,,1.083557952,,,,,,,,,,,ok
SNA_iid_ext,1,45,top,360.7361956,246.8454081,-229.9185558,16.92685228,-8.526512829e-14,2.363642166e-16,49453.60383,33.84993621,33.82036413,19.40564246,1.12020797,,,,,,,,,,,ok
SNA_iid_ext,1,45,mid1,8229.611554,644.7111381,-482.0479251,162.663213,7.958078641e-13,9.670053791e-17,65860.26071,33.84993621,33.82036413,24.56141693,1.12020797,,,,,,,,,,,ok
SNA_iid_ext,1,45,mid2,13034.88295,313.786463,-58.98200041,254.8044626,4.831690603e-13,3.706738772e-17,12825.21923,33.84993621,33.82036413,11.33337303,1.12020797,,,,,,,,,,,ok
SNA_iid_ext,1,45,low,2732.891119,52.89992015,12.72151109,65.62143123,-2.025046797e-13,7.409906611e-17,216.3821597,33.84993621,33.82036413,1.460925663,1.12020797,,,,,,,,,,,ok
SNA_iid_ext,1,45,mu,18.63342724,0.02320518023,0.7314230726,0.7546282528,-9.103828802e-15,4.885751121e-16,0,33.84993621,33.82036413,0,1.12020797,,,,,,,,,,,ok
SNA_iid_ext,1,45,comp,154.4605074,2.642418479,0.07147051024,2.713888989,1.168509733e-14,7.565103552e-17,0,33.84993621,33.82036413,0,1.12020797,,,,,,,,,,,ok
SNA_iid_ext,1,45,all,24531.21576,1260.908553,-757.4240766,503.4844764,-4.547473509e-13,1.853749751e-17,128355.4659,33.84993621,33.82036413,,1.12020797,,,,,,,,,,,ok
SNA_iid_ext,1,46,top,340.5764445,253.6726053,-273.8323565,-20.15975116,5.684341886e-14,1.575761444e-16,46116.00975,33.22299304,33.15889286,19.08632613,1.123024818,,,,,,,,,,,ok
SNA_iid_ext,1,46,mid1,8193.309026,589.4410242,-625.7435518,-36.3025276,-5.684341886e-13,6.907181279e-17,64537.38997,33.22299304,33.15889286,24.55452313,1.123024818,,,,,,,,,,,ok
SNA_iid_ext,1,46,mid2,13308.3569,290.0392174,-16.56527043,273.4739469,-4.831690603e-13,3.630568852e-17,13082.4382,33.22299304,33.15889286,11.37626838,1.123024818,,,,,,,,,,,ok
SNA_iid_ext,1,46,low,2783.333454,49.10525382,1.337080839,50.44233466,1.485478407e-13,5.337047938e-17,219.9655118,33.22299304,33.15889286,1.47985082,1.123024818,,,,,,,,,,,ok
SNA_iid_ext,1,46,mu,19.49767448,0.02861372994,0.8356335135,0.8642472434,5.884182031e-15,3.017889152e-16,0,33.22299304,33.15889286,0,1.123024818,,,,,,,,,,,ok
SNA_iid_ext,1,46,comp,157.2882364,2.989874785,-0.1621458577,2.827728928,-2.164934898e-15,1.376412469e-17,0,33.22299304,33.15889286,0,1.123024818,,,,,,,,,,,ok
SNA_iid_ext,1,46,all,24802.36174,1185.276589,-914.1306102,271.145979,-6.821210263e-13,2.750226102e-17,123955.8034,33.22299304,33.15889286,,1.123024818,,,,,,,,,,,ok
SNA_iid_ext,1,47,top,326.8818143,243.3273479,-257.021978,-13.69463013,0,0,44847.2042,32.72735203,32.60907205,18.83748771,1.143529627,,,,,,,,,,,ok
SNA_iid_ext,1,47,mid1,8226.034043,636.4865561,-603.7615393,32.72501677,0,0,64127.91422,32.72735203,32.60907205,24.5692249,1.143529627,,,,,,,,,,,ok
SNA_iid_ext,1,47,mid2,13528.71743,314.8571121,-94.49658249,220.3605296,1.136868377e-13,8.403371444e-18,13280.59837,32.72735203,32.60907205,11.53723054,1.143529627,,,,,,,,,,,ok
SNA_iid_ext,1,47,low,2852.157359,53.75356627,15.07033942,68.82390569,-2.664535259e-14,9.342174794e-18,225.4054695,32.72735203,32.60907205,1.493101619,1.143529627,,,,,,,,,,,ok
SNA_iid_ext,1,47,mu,20.24357572,0.02037801794,0.7255232243,0.7459012423,3.330669074e-16,1.645296819e-17,0,32.72735203,32.60907205,0,1.143529627,,,,,,,,,,,ok
SNA_iid_ext,1,47,comp,159.9143458,2.745734447,-0.119625033,2.626109414,9.353628982e-15,5.849149391e-17,0,32.72735203,32.60907205,0,1.143529627,,,,,,,,,,,ok
SNA_iid_ext,1,47,all,25113.94857,1251.190695,-939.6038622,311.5868326,-2.387423592e-12,9.506364902e-17,122481.1223,32.72735203,32.60907205,,1.143529627,,,,,,,,,,,ok
SNA_iid_ext,1,48,top,344.2965504,228.0761749,-210.6614389,17.41473607,2.842170943e-14,8.255008479e-17,46599.9122,33.90156845,33.89416692,19.01524592,1.090779054,,,,,,,,,,,ok
SNA_iid_ext,1,48,mid1,8373.342149,612.6288304,-465.3207242,147.3081061,6.821210263e-13,8.14634126e-17,65103.79346,33.90156845,33.89416692,24.58719912,1.090779054,,,,,,,,,,,ok
SNA_iid_ext,1,48,mid2,13722.91918,300.3328179,-106.1310713,194.2017466,-1.108446668e-12,8.077338746e-17,13431.44088,33.90156845,33.89416692,11.57332292,1.090779054,,,,,,,,,,,ok
SNA_iid_ext,1,48,low,2910.289773,50.18907683,7.943337093,58.13241392,-4.103384299e-13,1.409957296e-16,229.8727905,33.90156845,33.89416692,1.507080882,1.090779054,,,,,,,,,,,ok
SNA_iid_ext,1,48,mu,21.11686884,0.0231513197,0.8501417979,0.8732931176,-2.886579864e-15,1.366954488e-16,0,33.90156845,33.89416692,0,1.090779054,,,,,,,,,,,ok
SNA_iid_ext,1,48,comp,162.640501,2.667580055,0.05857521607,2.726155271,-1.00197628e-14,6.160681216e-17,0,33.90156845,33.89416692,0,1.090779054,,,,,,,,,,,ok
SNA_iid_ext,1,48,all,25534.60502,1193.917631,-773.2611803,420.6564511,1.932676241e-12,7.568851133e-17,125365.0193,33.90156845,33.89416692,,1.090779054,,,,,,,,,,,ok
SNA_iid_ext,1,49,top,368.7443235,240.6215461,-216.173773,24.44777311,0,0,48211.61539,34.16328136,34.07837102,19.25195787,1.086312003,,,,,,,,,,,ok
SNA_iid_ext,1,49,mid1,8437.635432,613.4174972,-549.1242144,64.29328285,-6.821210263e-13,8.084267587e-17,64749.25649,34.16328136,34.07837102,24.6479206,1.086312003,,,,,,,,,,,ok
SNA_iid_ext,1,49,mid2,13925.52367,290.1831503,-87.57865867,202.6044917,7.673861546e-13,5.510644863e-17,13591.40408,34.16328136,34.07837102,11.65966984,1.086312003,,,,,,,,,,,ok
SNA_iid_ext,1,49,low,2967.966375,49.37297871,8.303623278,57.67660199,5.542233339e-13,1.867350447e-16,234.4343963,34.16328136,34.07837102,1.52377721,1.086312003,,,,,,,,,,,ok
SNA_iid_ext,1,49,mu,21.8100298,0.01954520185,0.6736157525,0.6931609543,8.881784197e-16,4.072339323e-17,0,34.16328136,34.07837102,0,1.086312003,,,,,,,,,,,ok
SNA_iid_ext,1,49,comp,165.9423901,3.282414244,0.01947480516,3.301889049,-5.273559367e-16,3.177945891e-18,0,34.16328136,34.07837102,0,1.086312003,,,,,,,,,,,ok
SNA_iid_ext,1,49,all,25887.62222,1196.897132,-843.8799322,353.0171996,-1.023181539e-12,3.952396751e-17,126786.7104,34.16328136,34.07837102,,1.086312003,,,,,,,,,,,ok
SNA_iid_ext,1,50,top,374.7148571,239.3719954,-233.4014618,5.970533542,-5.684341886e-14,1.516977984e-16,48150.15383,34.26541695,34.19501763,20.13864072,1.078279046,,,,,,,,,,,ok
SNA_iid_ext,1,50,mid1,8383.866758,627.6797821,-681.4484565,-53.76867439,6.821210263e-13,8.084267587e-17,64351.95408,34.26541695,34.19501763,24.73520147,1.078279046,,,,,,,,,,,ok
SNA_iid_ext,1,50,mid2,14205.71218,314.4825162,-34.29399931,280.1885169,1.008970685e-12,7.102570231e-17,13860.40673,34.26541695,34.19501763,11.79346267,1.078279046,,,,,,,,,,,ok
SNA_iid_ext,1,50,low,3038.881572,53.20342981,17.7117666,70.91519641,-5.542233339e-13,1.823774046e-16,240.2551311,34.26541695,34.19501763,1.545823591,1.078279046,,,,,,,,,,,ok
SNA_iid_ext,1,50,mu,22.85677837,0.02915640157,1.017592174,1.046748575,-2.886579864e-15,1.262898829e-16,0,34.26541695,34.19501763,0,1.078279046,,,,,,,,,,,ok
SNA_iid_ext,1,50,comp,168.8661222,3.051520146,-0.1277880245,2.923732122,2.006728117e-14,1.188354473e-16,0,34.26541695,34.19501763,0,1.078279046,,,,,,,,,,,ok
SNA_iid_ext,1,50,all,26194.89827,1237.8184,-930.5423469,307.2760531,2.842170943e-12,1.085009346e-16,126602.7698,34.26541695,34.19501763,,1.078279046,,,,,,,,,,,ok
LR_iid,2,0,top,0.123739434,,,,,,21.52378916,0.5389625007,0.5383034993,0.4029108203,1.127280717,,,,,,,,,,,ok
LR_iid,2,0,mid1,0.9926236967,,,,,,8.440422938,0.5389625007,0.5383034993,0.2898712596,1.127280717,,,,,,,,,,,ok
LR_iid,2,0,mid2,3.698011243,,,,,,2.471085755,0.5389625007,0.5383034993,0.1559602254,1.127280717,,,,,,,,,,,ok
LR_iid,2,0,low,8.195826345,,,,,,0.3100174938,0.5389625007,0.5383034993,0.05557634081,1.127280717,,,,,,,,,,,ok
LR_iid,2,0,mu,0.01050399392,,,,,,0,0.5389625007,0.5383034993,0,1.127280717,,,,,,,,,,,ok
LR_iid,2,0,comp,20.37620423,,,,,,0,0.5389625007,0.5383034993,0,1.127280717,,,,,,,,,,,ok
LR_iid,2,0,all,33.39690895,,,,,,32.74531534,0.5389625007,0.5383034993,,1.127280717,,,,,,,,,,,ok
LR_iid,2,1,top,155.1668262,155.1911527,-0.1480658916,155.0430868,-2.137179322e-15,1.377342938e-17,23528.70476,17.35739707,17.28269163,14.68890381,1.065718116,1400,2000,2400,1400,2000,True,30000,,30000,,ok
LR_iid,2,1,mid1,648.7066531,646.337219,1.376810409,647.7140294,5.195843755e-14,8.009542881e-17,8130.915944,17.35739707,17.28269163,8.85892454,1.065718116,1400,2000,2400,1400,2000,True,30000,,30000,,ok
LR_iid,2,1,mid2,451.645989,446.9730288,0.974948961,447.9479778,-7.172040739e-14,1.587978398e-16,440.8567704,17.35739707,17.28269163,2.109880009,1.065718116,1400,2000,2400,1400,2000,True,30000,,30000,,ok
LR_iid,2,1,low,102.5842178,94.10501299,0.2833784668,94.38839146,-2.164934898e-15,2.110397627e-17,7.396206276,17.35739707,17.28269163,0.2731801711,1.065718116,1400,2000,2400,1400,2000,True,30000,,30000,,ok
LR_iid,2,1,mu,0.03105966888,0.02201246359,-0.001456788632,0.02055567496,-7.589415207e-18,2.443495208e-16,0,17.35739707,17.28269163,0,1.065718116,1400,2000,2400,1400,2000,True,30000,,30000,,ok
LR_iid,2,1,comp,22.74640081,2.395120091,-0.02492351084,2.37019658,3.146788385e-15,1.383422552e-16,0,17.35739707,17.28269163,0,1.065718116,1400,2000,2400,1400,2000,True,30000,,30000,,ok
LR_iid,2,1,all,1380.881147,1345.023546,2.460691646,1347.484238,2.278177647e-13,1.64979995e-16,32107.87368,17.35739707,17.28269163,,1.065718116,1400,2000,2400,1400,2000,True,30000,,30000,,ok
LR_iid,2,2,top,289.2824425,242.0732582,-107.9576419,134.1156163,-5.684341886e-14,1.964979913e-16,42429.12955,24.58970085,24.55489958,19.80572482,1.03297349,1700,2100,2200,1700,2100,True,60000,,30000,,ok
LR_iid,2,2,mid1,1527.028572,899.535787,-21.21386818,878.3219188,-2.842170943e-14,1.861242805e-17,18964.22613,24.58970085,24.55489958,13.68831134,1.03297349,1700,2100,2200,1700,2100,True,60000,,30000,,ok
LR_iid,2,2,mid2,1052.900186,658.815619,-57.56142166,601.2541973,-1.136868377e-13,1.079749431e-16,1049.225452,24.58970085,24.55489958,3.228124142,1.03297349,1700,2100,2200,1700,2100,True,60000,,30000,,ok
LR_iid,2,2,low,225.7676248,134.6188582,-11.4354512,123.183407,-1.421085472e-14,6.294460832e-17,16.51093938,24.58970085,24.55489958,0.4079335672,1.03297349,1700,2100,2200,1700,2100,True,60000,,30000,,ok
LR_iid,2,2,mu,0.1049688396,0.04479236381,0.02911680693,0.07390917074,-9.36750677e-17,8.924083379e-16,0,24.58970085,24.55489958,0,1.03297349,1700,2100,2200,1700,2100,True,60000,,30000,,ok
LR_iid,2,2,comp,27.40641299,4.756152157,-0.09613997999,4.660012177,-3.635980406e-15,1.326689635e-16,0,24.58970085,24.55489958,0,1.03297349,1700,2100,2200,1700,2100,True,60000,,30000,,ok
LR_iid,2,2,all,3122.490207,1939.844467,-198.2354062,1741.609061,-4.547473509e-13,1.456361176e-16,62459.09207,24.58970085,24.55489958,,1.03297349,1700,2100,2200,1700,2100,True,60000,,30000,,ok
LR_iid,2,3,top,385.4605133,249.8551886,-153.6771178,96.17807077,0,0,59922.08576,29.31255156,29.2812936,23.36566348,1.035818447,1600,1800,2000,1600,1800,True,90000,,30000,,ok
LR_iid,2,3,mid1,2276.469179,918.7570217,-169.3164147,749.440607,5.115907697e-13,2.247299346e-16,27468.67708,29.31255156,29.2812936,16.36967025,1.035818447,1600,1800,2000,1600,1800,True,90000,,30000,,ok
LR_iid,2,3,mid2,1609.06562,675.6723874,-119.5069541,556.1654333,8.526512829e-14,5.299046058e-17,1584.07369,29.31255156,29.2812936,3.96761326,1.035818447,1600,1800,2000,1600,1800,True,90000,,30000,,ok
LR_iid,2,3,low,344.9095152,132.2740066,-13.13211621,119.1418904,0,0,25.34428646,29.31255156,29.2812936,0.4990961566,1.035818447,1600,1800,2000,1600,1800,True,90000,,30000,,ok
LR_iid,2,3,mu,0.2050079908,0.03332987534,0.06670927584,0.1000391512,1.665334537e-16,8.123266466e-16,0,29.31255156,29.2812936,0,1.035818447,1600,1800,2000,1600,1800,True,90000,,30000,,ok
LR_iid,2,3,comp,30.96410154,3.66420835,-0.1065198056,3.557688545,1.998401444e-15,6.45393002e-17,0,29.31255156,29.2812936,0,1.035818447,1600,1800,2000,1600,1800,True,90000,,30000,,ok
LR_iid,2,3,all,4647.073936,1980.256142,-455.6724133,1524.583729,-3.97903932e-13,8.56246183e-17,89000.18082,29.31255156,29.2812936,,1.035818447,1600,1800,2000,1600,1800,True,90000,,30000,,ok
LR_iid,2,4,top,504.5513776,270.1097159,-151.0188516,119.0908643,-5.684341886e-14,1.126613094e-16,75109.2201,33.10975218,33.00194942,26.12306578,1.030344503,1600,2000,2000,1600,2000,True,120000,,30000,,ok
LR_iid,2,4,mid1,3032.121681,1024.940228,-269.2877258,755.652502,-2.273736754e-13,7.498830831e-17,35662.74276,33.10975218,33.00194942,18.66079439,1.030344503,1600,2000,2000,1600,2000,True,120000,,30000,,ok
LR_iid,2,4,mid2,2166.209024,727.83704,-170.6936352,557.1434048,-1.136868377e-13,5.248193339e-17,2144.957779,33.10975218,33.00194942,4.61405464,1.030344503,1600,2000,2000,1600,2000,True,120000,,30000,,ok
LR_iid,2,4,low,474.9044958,146.9753969,-16.98041622,129.9949807,-1.065814104e-14,2.244270402e-17,35.18172408,33.10975218,33.00194942,0.5910690511,1.030344503,1600,2000,2000,1600,2000,True,120000,,30000,,ok
