arm,seed,j,band,cycle_len,tasks,x_j,E,M_sq,D_sq,D_sq_diameter,E_identity_residual,center_disp,ret_odd_t,ret_odd,a_odd,resid_odd,cos_odd,ret_even_t,ret_even,a_even,resid_even,cos_even,status,ret_third_t,ret_third,a_third,resid_third,cos_third
SNA_abab,4,17,top,2,33+34,33.5,136.4433467,105.2761327,31.16721398,31.16721398,7.105427358e-15,58.08330767,33,110.4975412,0.6052374784,90.12386529,0.5890639976,34,110.7856219,0.5949771569,89.98445733,0.5769034554,ok,,,,,
SNA_abab,4,17,mid1,2,33+34,33.5,3652.40895,3588.080734,64.32821652,64.32821652,-5.96855898e-13,247.3187295,33,358.4400785,0.9616046977,353.2400269,0.9498860033,34,367.6330648,0.961361641,362.2578367,0.9496440245,ok,,,,,
SNA_abab,4,17,mid2,2,33+34,33.5,10748.83505,10719.82177,29.01327771,29.01327771,4.76063633e-13,146.2093856,33,196.366805,1.018468687,192.9393485,0.9908711359,34,194.8435721,1.017843481,191.5582389,0.9911590418,ok,,,,,
SNA_abab,4,17,low,2,33+34,33.5,4384.695721,4379.30764,5.388081101,5.388081101,1.069366817e-12,31.98930809,33,42.04195025,1.035589474,36.99462213,0.9956996237,34,39.50723241,1.033885531,34.7549404,0.9960950323,ok,,,,,
SNA_abab,4,17,mu,2,33+34,33.5,16.46419215,16.45852386,0.005668294912,0.005668294912,3.295974604e-17,0.05732111285,33,0.0668781399,1.055198708,0.02297548809,0.9992847347,34,0.05718901216,1.0483259,0.02140243046,0.9993651568,ok,,,,,
SNA_abab,4,17,comp,2,33+34,33.5,124.6560731,124.0515639,0.6045091903,0.6045091903,-1.554312234e-14,4.618422416,33,7.091562042,1.00221887,7.090992294,0.970825889,34,5.399229758,1.003285383,5.39793669,0.9783424227,ok,,,,,
SNA_abab,4,17,all,2,33+34,33.5,19063.50333,18932.99636,130.5069668,130.5069668,-2.842170943e-12,488.2764744,33,714.5048151,1.007934769,713.3827559,0.9808630438,34,718.2259101,1.007370431,717.2307196,0.9812508859,ok,,,,,
SNA_abab,4,18,top,2,35+36,35.5,138.8966836,109.9719251,28.92475854,28.92475854,-3.552713679e-15,57.15342078,35,115.2574921,0.5834735902,91.31279671,0.5828736595,36,99.0222063,0.6500402553,82.50414397,0.6391793708,ok,,,,,
SNA_abab,4,18,mid1,2,35+36,35.5,3716.786896,3651.128755,65.65814097,65.65814097,-2.842170943e-13,255.5707903,35,367.3127434,0.9606164856,361.7057431,0.9498295077,36,381.6534407,0.9545415494,374.0284256,0.9486236324,ok,,,,,
SNA_abab,4,18,mid2,2,35+36,35.5,11289.36953,11260.188,29.18152173,29.18152173,1.257660642e-12,139.973107,35,189.8686132,1.016531124,186.9674934,0.9915855594,36,191.4658702,1.016024455,188.6716407,0.991706389,ok,,,,,
SNA_abab,4,18,low,2,35+36,35.5,4703.411555,4697.613012,5.798543174,5.798543174,-7.620570841e-13,31.52807589,35,39.43585012,1.031861512,35.05992662,0.9962022906,36,40.78882572,1.031681514,36.31344737,0.9961959635,ok,,,,,
SNA_abab,4,18,mu,2,35+36,35.5,18.2257394,18.22069565,0.005043752673,0.005043752673,4.113029362e-15,0.06384893566,35,0.06896968452,1.052252187,0.02510329629,0.999295179,36,0.06654869248,1.05066327,0.02326832187,0.9993755517,ok,,,,,
SNA_abab,4,18,comp,2,35+36,35.5,131.0735781,130.3296936,0.7438845177,0.7438845177,-5.773159728e-15,4.137821937,35,5.193728974,1.003286788,5.192396666,0.9797205082,36,5.750356384,1.00428712,5.748040868,0.9781213677,ok,,,,,
SNA_abab,4,18,all,2,35+36,35.5,19997.76398,19867.45209,130.3118927,130.3118927,3.609557098e-12,488.4270648,35,717.1373975,1.006069704,716.444083,0.9817082184,36,718.747248,1.005287579,718.2074237,0.9820894291,ok,,,,,
SNA_abab,4,19,top,2,37+38,37.5,142.1659469,113.2481651,28.9177818,28.9177818,0,62.52626983,37,101.5343675,0.6155820369,81.09699205,0.6265383099,38,112.6782029,0.6367422463,94.2710038,0.6123529911,ok,,,,,
SNA_abab,4,19,mid1,2,37+38,37.5,3821.823143,3759.736508,62.08663572,62.08663572,-3.197442311e-13,242.8985058,37,361.1623431,0.9599633158,355.2354567,0.9516238659,38,363.5335336,0.9707511538,360.3373573,0.9524465243,ok,,,,,
SNA_abab,4,19,mid2,2,37+38,37.5,11827.97018,11799.64113,28.32905195,28.32905195,-1.822542117e-12,139.1954132,37,186.3733459,1.015453689,183.7089044,0.9921100465,38,192.9289002,1.015455854,190.2004022,0.9920218887,ok,,,,,
SNA_abab,4,19,low,2,37+38,37.5,5022.608258,5016.89511,5.713147975,5.713147975,-8.135714324e-13,29.50484621,37,38.20351292,1.030021793,34.03522245,0.9965496052,38,38.62989187,1.029681003,34.41703431,0.9966231308,ok,,,,,
SNA_abab,4,19,mu,2,37+38,37.5,19.77967213,19.77435223,0.005319901883,0.005319901883,3.562254658e-15,0.04820797749,37,0.05129579404,1.043471559,0.01763026414,0.9995458528,38,0.05457064221,1.038985673,0.02624470668,0.999348381,ok,,,,,
SNA_abab,4,19,comp,2,37+38,37.5,136.8840983,136.1172923,0.7668060024,0.7668060024,-1.887379142e-14,3.499476918,37,4.946951091,1.003509195,4.945358435,0.9815387758,38,5.067234727,1.002632047,5.066314629,0.9815505908,ok,,,,,
SNA_abab,4,19,all,2,37+38,37.5,20971.2313,20845.41255,125.8187434,125.8187434,6.96331881e-13,477.6727199,37,692.2718164,1.005630498,691.645231,0.9831347115,38,712.8923339,1.007888939,711.6332509,0.9831235883,ok,,,,,
SNA_abab,4,20,top,2,39+40,39.5,141.8881863,111.7448185,30.1433678,30.1433678,7.105427358e-15,66.86856593,39,107.1844037,0.6127089423,87.15955101,0.6042268114,40,115.7429749,0.6019533032,91.84563196,0.6107845961,ok,,,,,
SNA_abab,4,20,mid1,2,39+40,39.5,3977.34284,3909.965146,67.37769443,67.37769443,-2.842170943e-13,276.9252822,39,391.697903,0.9711569898,388.5677167,0.949373494,40,407.5495282,0.9650662863,402.813248,0.9485428718,ok,,,,,
SNA_abab,4,20,mid2,2,39+40,39.5,12414.17476,12384.10982,30.06494173,30.06494173,1.278976924e-12,153.6167716,39,199.4294663,1.015963764,196.4508606,0.9919562182,40,212.0108899,1.016201614,208.8694135,0.9916554058,ok,,,,,
SNA_abab,4,20,low,2,39+40,39.5,5367.51145,5361.392353,6.119096906,6.119096906,-6.110667528e-13,33.58777612,39,42.00825457,1.03039674,37.44332874,0.9964499185,40,43.94653335,1.029727535,39.43544951,0.9963768712,ok,,,,,
SNA_abab,4,20,mu,2,39+40,39.5,21.51399526,21.50818145,0.005813813562,0.005813813562,2.254273157e-15,0.05746544829,39,0.062923963,1.041430909,0.02959822778,0.9992979203,40,0.06303652115,1.043037455,0.02572416733,0.9994136325,ok,,,,,
SNA_abab,4,20,comp,2,39+40,39.5,144.2692113,143.3682851,0.9009261851,0.9009261851,1.421085472e-14,4.912925076,39,6.30815599,1.002734409,6.307145198,0.9775769441,40,6.843345498,1.003172909,6.841950351,0.9763373948,ok,,,,,
SNA_abab,4,20,all,2,39+40,39.5,22066.70045,21932.0886,134.6118409,134.6118409,-4.49063009e-12,535.9687864,39,746.6911076,1.008593477,745.1639805,0.9827456965,40,786.1563083,1.007117391,785.0791785,0.9822812388,ok,,,,,
SNA_abab,4,21,top,2,41+42,41.5,152.4953226,119.4509184,33.04440419,33.04440419,-1.421085472e-14,64.479933,41,117.9717299,0.5957746254,95.54066003,0.5811649411,42,113.2859975,0.6619045258,96.54004972,0.6319335846,ok,,,,,
SNA_abab,4,21,mid1,2,41+42,41.5,4070.214579,4001.941227,68.2733524,68.2733524,2.273736754e-13,266.5341199,41,393.3560941,0.9645439847,388.4064547,0.9508578421,42,393.0259631,0.9599943508,386.5962605,0.9515539545,ok,,,,,
SNA_abab,4,21,mid2,2,41+42,41.5,13010.267,12980.2799,29.98710091,29.98710091,-1.147526518e-12,149.4773384,41,203.9968808,1.016537272,200.6438185,0.9921744652,42,201.8428151,1.015151116,198.9578229,0.9924064403,ok,,,,,
SNA_abab,4,21,low,2,41+42,41.5,5715.111285,5709.438112,5.673172326,5.673172326,-1.589839371e-13,32.99455826,41,43.12258361,1.029279297,38.59361841,0.996569935,42,41.40782199,1.027632343,37.24492269,0.9967811538,ok,,,,,
SNA_abab,4,21,mu,2,41+42,41.5,23.19302633,23.18824125,0.004785088536,0.004785088536,-3.179748131e-15,0.05127832938,41,0.05822186858,1.038683,0.02666876626,0.9994143698,42,0.05299728671,1.036813026,0.02326202333,0.9995072499,ok,,,,,
SNA_abab,4,21,comp,2,41+42,41.5,151.4367811,150.7467349,0.6900461696,0.6900461696,-6.661338148e-15,4.583276266,41,6.586728222,1.003609572,6.584875048,0.9777813073,42,5.738161464,1.003360944,5.736508822,0.981077345,ok,,,,,
SNA_abab,4,21,all,2,41+42,41.5,23122.71799,22985.04513,137.6728611,137.6728611,2.330580173e-12,518.1205041,41,765.0922385,1.007514528,763.8622791,0.9831609984,42,755.3537565,1.005910768,754.5728435,0.9837245475,ok,,,,,
SNA_abab,4,22,top,2,43+44,43.5,154.8971287,121.9418649,32.95526375,32.95526375,0,67.76651507,43,122.8171256,0.6288558116,102.9445864,0.5971450805,44,118.7892706,0.5964654458,92.61706614,0.6178343527,ok,,,,,
SNA_abab,4,22,mid1,2,43+44,43.5,4123.97146,4057.762622,66.20883797,66.20883797,-5.684341886e-14,273.8968361,43,399.4850833,0.9559731505,391.631971,0.9509698633,44,399.3120036,0.9590926757,392.4694076,0.9515856547,ok,,,,,
SNA_abab,4,22,mid2,2,43+44,43.5,13546.03178,13515.96552,30.06625913,30.06625913,-1.698197138e-12,152.6562176,43,202.8854831,1.011629929,201.1447245,0.992450622,44,206.2937659,1.013801595,203.7888323,0.9925453158,ok,,,,,
SNA_abab,4,22,low,2,43+44,43.5,6062.278593,6056.687105,5.591487628,5.591487628,-6.96331881e-13,33.04119012,43,41.95705753,1.02648025,38.00545934,0.9968150143,44,42.03680879,1.026910849,37.84027059,0.9969181527,ok,,,,,
SNA_abab,4,22,mu,2,43+44,43.5,24.87353784,24.86778088,0.005756969299,0.005756969299,-2.203098814e-15,0.04506362747,43,0.04714530481,1.035121922,0.01905003618,0.9996099215,44,0.05265227018,1.035183141,0.02342643221,0.9995373607,ok,,,,,
SNA_abab,4,22,comp,2,43+44,43.5,159.75787,159.0124386,0.7454313738,0.7454313738,-1.554312234e-15,5.808010654,43,7.121797562,1.003523987,7.119936678,0.9772126092,44,7.361152902,1.003604308,7.359164941,0.9769491082,ok,,,,,
SNA_abab,4,22,all,2,43+44,43.5,24071.81037,23936.23733,135.5730368,135.5730368,-5.115907697e-13,533.2138331,43,774.3136924,1.002986823,774.1096316,0.983592249,44,773.845654,1.00456506,773.3585971,0.9839976049,ok,,,,,
SNA_abab,4,23,top,2,45+46,45.5,162.1004298,128.8661822,33.23424757,33.23424757,0,70.28590175,45,120.0333467,0.6178855027,96.67201992,0.6222579623,46,119.3762207,0.6571076799,101.7637276,0.6233814221,ok,,,,,
SNA_abab,4,23,mid1,2,45+46,45.5,4193.663192,4123.011028,70.65216452,70.65216452,-2.842170943e-14,260.0902858,45,381.9331448,0.9599721221,375.3733598,0.9536834675,46,392.8345683,0.9629707184,387.139031,0.9532428997,ok,,,,,
SNA_abab,4,23,mid2,2,45+46,45.5,14087.34331,14055.59025,31.7530598,31.7530598,2.842170943e-13,139.7247814,45,189.6178441,1.014001863,186.9961527,0.9932684858,46,198.4615366,1.01166452,196.5948274,0.9930722095,ok,,,,,
SNA_abab,4,23,low,2,45+46,45.5,6401.179402,6395.390034,5.789368254,5.789368254,4.458655667e-13,29.29342754,45,37.8754598,1.025342416,34.03753276,0.9973020789,46,38.68114032,1.024262013,35.06174075,0.9972933477,ok,,,,,
SNA_abab,4,23,mu,2,45+46,45.5,26.6230973,26.61756165,0.005535644588,0.005535644588,6.484396353e-15,0.05639530849,45,0.06132608071,1.034297831,0.03259633144,0.9993767779,46,0.05847952923,1.033643903,0.02981486827,0.9994494862,ok,,,,,
SNA_abab,4,23,comp,2,45+46,45.5,165.9577037,165.1679877,0.7897159165,0.7897159165,-1.7985613e-14,3.826481999,45,5.254486486,1.002682062,5.253349733,0.9838660296,46,5.456941481,1.002602544,5.455847672,0.9836074247,ok,,,,,
SNA_abab,4,23,all,2,45+46,45.5,25036.86714,24894.64305,142.2240917,142.2240917,-1.733724275e-12,503.2772739,45,734.7756079,1.004831879,734.220301,0.9850553007,46,754.868887,1.004323247,754.4136108,0.9849922864,ok,,,,,
SNA_abab,4,24,top,2,47+48,47.5,159.2939453,127.0439725,32.2499728,32.2499728,7.105427358e-15,74.35104811,47,115.6838495,0.6091470032,91.58410422,0.6244449372,48,137.136394,0.5941166385,109.7160314,0.5905406528,ok,,,,,
SNA_abab,4,24,mid1,2,47+48,47.5,4311.688093,4247.685722,64.00237032,64.00237032,-4.263256415e-14,264.1472776,47,393.0850904,0.9687787738,389.0414445,0.9534951676,48,387.4119547,0.9663345618,382.6076374,0.9549145201,ok,,,,,
SNA_abab,4,24,mid2,2,47+48,47.5,14632.7533,14607.18659,25.56671272,25.56671272,1.321609489e-12,146.3561256,47,208.770942,1.012674258,206.5322252,0.9928519411,48,185.0231553,1.012071631,182.9483076,0.9937861765,ok,,,,,
SNA_abab,4,24,low,2,47+48,47.5,6747.970454,6743.039314,4.931140257,4.931140257,5.204725539e-13,30.74899846,47,41.08697841,1.024822179,37.19504978,0.9972084107,48,37.87388734,1.023207586,34.3807225,0.9974779542,ok,,,,,
SNA_abab,4,24,mu,2,47+48,47.5,28.63962305,28.63380914,0.005813906213,0.005813906213,-2.402592014e-15,0.05620883946,47,0.06021614552,1.037835019,0.02276896078,0.9995962038,48,0.05958353694,1.035695772,0.02507013048,0.9995688514,ok,,,,,
SNA_abab,4,24,comp,2,47+48,47.5,172.8997017,172.2466209,0.6530807722,0.6530807722,2.053912596e-14,4.605250821,47,6.343835159,1.002965325,6.342391956,0.981328849,48,5.735947204,1.002475836,5.734918707,0.9834163145,ok,,,,,
SNA_abab,4,24,all,2,47+48,47.5,26053.24512,25925.83603,127.4090908,127.4090908,1.151079232e-12,520.2649094,47,765.0309116,1.005807327,764.1962333,0.9850798364,48,753.2409221,1.00448241,752.7321077,0.9855880964,ok,,,,,
SNA_abab,4,25,top,2,49+50,49.5,167.2334039,133.9431261,33.29027782,33.29027782,7.105427358e-15,70.80375054,49,113.7549565,0.6498428743,95.34861717,0.6319465231,50,133.9647144,0.6239353677,110.1393523,0.6109179772,ok,,,,,
SNA_abab,4,25,mid1,2,49+50,49.5,4474.107813,4402.128167,71.97964634,71.97964634,-1.392663762e-12,280.9777641,49,390.8982057,0.97018237,387.0907778,0.9551865076,50,418.6546185,0.9735852657,415.6257414,0.9530250723,ok,,,,,
SNA_abab,4,25,mid2,2,49+50,49.5,15223.95698,15192.6367,31.32027941,31.32027941,-5.400124792e-13,148.6261442,49,186.7362448,1.013173576,184.2201209,0.9938679503,50,209.9389258,1.013670274,207.1793308,0.9932420919,ok,,,,,
SNA_abab,4,25,low,2,49+50,49.5,7102.858907,7096.960117,5.898790166,5.898790166,-2.025046797e-13,31.12654123,49,38.04000257,1.022919392,34.53558048,0.9975354599,50,41.82551402,1.02374536,37.97749205,0.9973557221,ok,,,,,
SNA_abab,4,25,mu,2,49+50,49.5,30.39756401,30.39089036,0.006673649741,0.006673649741,-1.691355389e-16,0.0485702401,49,0.05322051466,1.029361768,0.02890949872,0.9995165843,50,0.05449898277,1.030127288,0.02810448959,0.9995449342,ok,,,,,
SNA_abab,4,25,comp,2,49+50,49.5,179.9169596,178.9164744,1.00048514,1.00048514,-5.329070518e-15,4.466378734,49,5.428057999,1.002444256,5.427033719,0.9846123776,50,6.807649511,1.002755014,6.806326145,0.9811359542,ok,,,,,
SNA_abab,4,25,all,2,49+50,49.5,27178.47163,27034.97547,143.4961525,143.4961525,-2.330580173e-12,536.0491491,49,734.910688,1.006390608,733.8569378,0.9862480664,50,811.2459212,1.007118851,809.9128612,0.9851589629,ok,,,,,
LR_abab_stop,4,1,top,2,1+2,1.5,123.7300214,92.33198352,31.39803793,31.39803793,3.552713679e-15,,1,,,,,2,170.7538539,0.5033818896,170.7287043,0.01230139486,ok,,,,,
LR_abab_stop,4,1,mid1,2,1+2,1.5,534.4269833,417.9607626,116.4662206,116.4662206,7.105427358e-14,,1,,,,,2,773.155918,1.382744088,773.014246,0.04884981301,ok,,,,,
LR_abab_stop,4,1,mid2,2,1+2,1.5,361.6327338,275.3319261,86.30080773,86.30080773,4.263256415e-14,,1,,,,,2,514.855987,1.125078353,514.7986579,0.09449778635,ok,,,,,
LR_abab_stop,4,1,low,2,1+2,1.5,77.75120649,61.7276258,16.02358069,16.02358069,7.105427358e-15,,1,,,,,2,99.44198674,1.004376838,99.44182786,0.2785777948,ok,,,,,
LR_abab_stop,4,1,mu,2,1+2,1.5,0.0301824252,0.02610787334,0.004074551867,0.004074551867,5.204170428e-18,,1,,,,,2,0.03087420141,1.121821408,0.03072803795,0.5361248331,ok,,,,,
LR_abab_stop,4,1,comp,2,1+2,1.5,20.75038846,20.62617196,0.124216499,0.124216499,6.938893904e-16,,1,,,,,2,0.7766113833,0.9996048251,0.776608225,0.9813214935,ok,,,,,
LR_abab_stop,4,1,all,2,1+2,1.5,1118.321516,868.0045779,250.316938,250.316938,0,,1,,,,,2,1559.015231,1.024273243,1558.995634,0.1479640667,ok,,,,,
LR_abab_stop,4,2,top,2,3+4,3.5,169.933412,148.2169763,21.71643564,21.71643564,0,34.02709802,3,93.41312505,0.982005837,93.38828858,0.664819766,4,37.81605484,0.8944042849,35.91206398,0.8898452808,ok,,,,,
LR_abab_stop,4,2,mid1,2,3+4,3.5,913.3488654,889.0546942,24.29417128,24.29417128,2.131628207e-14,193.3359016,3,460.781154,1.206851157,448.2020576,0.6989887375,4,135.1025159,1.026027479,134.5776005,0.9264903034,ok,,,,,
LR_abab_stop,4,2,mid2,2,3+4,3.5,697.2962513,686.6639863,10.63226504,10.63226504,-1.030286967e-13,156.2263327,3,357.3909414,1.219010736,347.6141727,0.682363828,4,87.80894336,1.131725243,78.79590916,0.9455710563,ok,,,,,
LR_abab_stop,4,2,low,2,3+4,3.5,152.2357165,150.4758416,1.759874913,1.759874913,8.881784197e-16,33.13355301,3,72.17942994,1.228755333,69.68364767,0.712888766,4,17.72515492,1.172731952,14.50854943,0.9543944564,ok,,,,,
LR_abab_stop,4,2,mu,2,3+4,3.5,0.06479425654,0.06377229546,0.00102196108,0.00102196108,-1.062518129e-17,0.01408766104,3,0.02635948572,1.351639615,0.02422750197,0.7518312878,4,0.007182745531,1.273120708,0.003966001861,0.9727818618,ok,,,,,
LR_abab_stop,4,2,comp,2,3+4,3.5,21.20281944,21.17366715,0.02915229187,0.02915229187,5.342948306e-16,0.2491841084,3,0.5658529129,1.00142382,0.5658113216,0.9865269143,4,0.1971815672,1.00198728,0.1970986923,0.9953549516,ok,,,,,
LR_abab_stop,4,2,all,2,3+4,3.5,1954.081859,1895.648938,58.43292113,58.43292113,-2.273736754e-13,416.9861571,3,984.3568628,1.178946523,963.7747574,0.6935740481,4,278.6570333,1.055985753,273.6611332,0.9308990648,ok,,,,,
LR_abab_stop,4,3,top,2,5+6,5.5,172.4900713,151.4839787,21.00609257,21.00609257,-1.421085472e-14,13.84844415,5,26.52315833,0.9168210586,25.36525162,0.9204531671,6,23.72393605,0.9498795344,23.29058365,0.9326529517,ok,,,,,
LR_abab_stop,4,3,mid1,2,5+6,5.5,1091.764504,1069.307143,22.45736137,22.45736137,7.105427358e-15,62.98885782,5,88.96162309,1.051544845,86.63315081,0.9580908856,6,80.43770457,1.051080912,77.95812181,0.9648198667,ok,,,,,
LR_abab_stop,4,3,mid2,2,5+6,5.5,896.2875303,886.3754293,9.912101024,9.912101024,7.105427358e-14,41.92342608,5,52.9655924,1.113594506,44.57172211,0.973467945,6,49.04893258,1.099572007,41.67156892,0.9776148654,ok,,,,,
LR_abab_stop,4,3,low,2,5+6,5.5,201.8354533,200.1694698,1.665983464,1.665983464,-1.33226763e-14,8.669997687,5,10.17414928,1.135756999,7.562733734,0.9799322712,6,9.846166979,1.125039607,7.301157893,0.9827387343,ok,,,,,
LR_abab_stop,4,3,mu,2,5+6,5.5,0.1002946828,0.09946065114,0.0008340316714,0.0008340316714,6.938893904e-18,0.006221677055,5,0.007199340795,1.250322778,0.003707374278,0.979378277,6,0.006156068687,1.2013628,0.003161226695,0.985494537,ok,,,,,
LR_abab_stop,4,3,comp,2,5+6,5.5,21.45233794,21.42636984,0.02596809874,0.02596809874,-6.106226635e-16,0.117974342,5,0.1629927524,1.001970659,0.1629106544,0.9961840038,6,0.1587234078,1.002210174,0.1586195292,0.9963074615,ok,,,,,
LR_abab_stop,4,3,all,2,5+6,5.5,2383.930192,2328.861851,55.06834056,55.06834056,5.897504707e-13,127.5549218,5,178.7947152,1.06700494,170.456762,0.9619749636,6,163.2216197,1.065529522,154.4143027,0.9684072081,ok,,,,,
LR_abab_stop,4,4,top,2,7+8,7.5,190.769832,168.272177,22.49765501,22.49765501,1.421085472e-14,11.83203434,7,20.02554527,0.9880860042,20.00197702,0.9434854841,8,21.33862591,0.9976297906,21.33762064,0.944990623,ok,,,,,
LR_abab_stop,4,4,mid1,2,7+8,7.5,1259.583668,1239.153833,20.42983589,20.42983589,7.105427358e-15,53.00282196,7,74.25673995,1.04449026,72.16709424,0.9700696428,8,70.63621619,1.042918129,68.55880388,0.9731751065,ok,,,,,
LR_abab_stop,4,4,mid2,2,7+8,7.5,1093.899129,1084.750775,9.148354533,9.148354533,-1.119104809e-13,35.57438144,7,43.97693649,1.088863012,37.25490548,0.9820392701,8,43.60584224,1.083048416,37.11350412,0.9836060078,ok,,,,,
LR_abab_stop,4,4,low,2,7+8,7.5,252.9054745,251.470062,1.435412499,1.435412499,-2.442490654e-14,7.293133924,7,8.766538714,1.111286795,6.409224231,0.9866395565,8,8.258803204,1.100196549,6.117100711,0.9883617437,ok,,,,,
LR_abab_stop,4,4,mu,2,7+8,7.5,0.1401532662,0.1393142453,0.000839020875,0.000839020875,-2.840609692e-17,0.005061317148,7,0.005388244104,1.17368377,0.002648366516,0.9895815139,8,0.005506003316,1.169787573,0.00234177981,0.9922944385,ok,,,,,
LR_abab_stop,4,4,comp,2,7+8,7.5,21.70027188,21.67660645,0.02366542454,0.02366542454,-9.436895709e-16,0.1018460608,7,0.1405317904,1.002789567,0.1403653669,0.9967524953,8,0.1402051717,1.00222632,0.1400985172,0.9967747549,ok,,,,,
LR_abab_stop,4,4,all,2,7+8,7.5,2818.998529,2765.462767,53.53576238,53.53576238,7.531752999e-13,107.809279,7,147.1716805,1.062102631,138.3597484,0.9741936549,8,143.9851987,1.059441875,135.2117656,0.976590927,ok,,,,,
LR_abab_stop,4,5,top,2,9+10,9.5,201.1161743,179.4822317,21.63394261,21.63394261,-7.105427358e-15,13.99750437,9,23.75775059,0.9746194405,23.64044087,0.9379592393,10,23.09720927,0.9575837003,22.73840524,0.9430852527,ok,,,,,
LR_abab_stop,4,5,mid1,2,9+10,9.5,1405.6324,1386.112166,19.52023333,19.52023333,1.456612608e-13,47.04896832,9,67.3403046,1.031164329,66.1516346,0.9755135581,10,65.47729323,1.032038104,64.14777832,0.9775317705,ok,,,,,
LR_abab_stop,4,5,mid2,2,9+10,9.5,1274.029405,1265.67655,8.35285551,8.35285551,-1.634248292e-13,29.54017017,9,39.61090631,1.069246264,34.5927992,0.9858499428,10,35.74006142,1.061323518,31.44819756,0.9879884721,ok,,,,,
LR_abab_stop,4,5,low,2,9+10,9.5,300.0096336,298.6798227,1.32981093,1.32981093,-3.996802889e-15,5.653956318,9,7.06597788,1.083452618,5.384289786,0.9906356169,10,6.568300166,1.076173241,5.034505622,0.9918776133,ok,,,,,
LR_abab_stop,4,5,mu,2,9+10,9.5,0.1849669982,0.1840110401,0.0009559581199,0.0009559581199,-1.376936759e-17,0.004734130517,9,0.005201313232,1.149956518,0.002328268211,0.9931802569,10,0.005106723364,1.134393038,0.002351595334,0.9940634181,ok,,,,,
LR_abab_stop,4,5,comp,2,9+10,9.5,21.92053156,21.89816895,0.02236260755,0.02236260755,1.387778781e-17,0.09067299361,9,0.1300456298,1.002187485,0.1299420497,0.9970249492,10,0.1229464768,1.002133499,0.122847456,0.9972002682,ok,,,,,
LR_abab_stop,4,5,all,2,9+10,9.5,3202.893111,3152.03295,50.86016094,50.86016094,4.121147867e-13,96.33600631,9,137.9101863,1.046471275,132.0452583,0.9785133265,10,131.0109173,1.042169455,125.8144351,0.9807501482,ok,,,,,
LR_abab_stop,4,6,top,2,11+12,11.5,211.0888006,187.5815933,23.50720724,23.50720724,2.842170943e-14,13.11996973,11,20.51136199,0.9609657094,20.21177261,0.9485961466,12,24.11137253,0.9773176397,24.00558857,0.9439695557,ok,,,,,
LR_abab_stop,4,6,mid1,2,11+12,11.5,1550.199582,1530.624895,19.57468671,19.57468671,-2.060573934e-13,44.47015369,11,63.27350412,1.031420444,61.92342405,0.9793738677,12,62.18487226,1.026922965,61.13838225,0.9805072073,ok,,,,,
LR_abab_stop,4,6,mid2,2,11+12,11.5,1450.257477,1442.101626,8.155851206,8.155851206,-7.460698725e-14,26.5870737,11,34.35745684,1.057375648,30.30483308,0.9891696633,12,33.67984684,1.054348219,29.78980499,0.9899788116,ok,,,,,
LR_abab_stop,4,6,low,2,11+12,11.5,347.1630201,345.8662043,1.296815837,1.296815837,3.641531521e-14,5.215418876,11,6.39592992,1.070384105,4.965038554,0.9925817365,12,6.22968901,1.065913234,4.877754185,0.9931723683,ok,,,,,
LR_abab_stop,4,6,mu,2,11+12,11.5,0.2385683169,0.2377062023,0.0008621146066,0.0008621146066,-4.466912951e-17,0.004800367406,11,0.005192227949,1.137344753,0.001961186238,0.995603423,12,0.005197712984,1.125252364,0.00208127112,0.9958882507,ok,,,,,
LR_abab_stop,4,6,comp,2,11+12,11.5,22.14304733,22.1172688,0.02577852377,0.02577852377,-3.049643871e-15,0.09537973455,11,0.1289016712,1.002046283,0.1288100907,0.9970801059,12,0.1376394775,1.002025071,0.1375493808,0.9968967406,ok,,,,,
LR_abab_stop,4,6,all,2,11+12,11.5,3581.090496,3528.529294,52.56120163,52.56120163,-3.481659405e-13,89.49279609,11,124.6723468,1.040669844,119.5347542,0.9826925316,12,126.3486178,1.038295251,121.509533,0.9833463404,ok,,,,,
LR_abab_stop,4,7,top,2,13+14,13.5,223.0898125,199.5239932,23.56581931,23.56581931,0,13.0982098,13,24.61324686,0.9793314053,24.52704656,0.9420825739,14,21.03042344,0.9698256564,20.82975712,0.9532527845,ok,,,,,
LR_abab_stop,4,7,mid1,2,13+14,13.5,1681.011191,1664.150518,16.86067283,16.86067283,-1.669775429e-13,43.82698959,13,65.22112514,1.02349216,64.38406773,0.9803342773,14,57.45376814,1.021369924,56.73054983,0.9832604116,ok,,,,,
LR_abab_stop,4,7,mid2,2,13+14,13.5,1615.010525,1608.15592,6.854605756,6.854605756,-1.243449788e-13,23.59057151,13,32.54722667,1.048998627,29.16995555,0.9907087934,14,29.14159237,1.043500924,26.31478028,0.9920080384,ok,,,,,
LR_abab_stop,4,7,low,2,13+14,13.5,392.276141,391.1807326,1.095408399,1.095408399,-2.220446049e-14,4.532323441,13,5.92972792,1.059247673,4.750638281,0.9937563229,14,5.238846851,1.054760419,4.164020025,0.9948193403,ok,,,,,
LR_abab_stop,4,7,mu,2,13+14,13.5,0.2937201043,0.2930790816,0.0006410227477,0.0006410227477,-8.283304598e-17,0.003906885451,13,0.004627234335,1.117832845,0.00152365651,0.9972835544,14,0.003821138807,1.096955226,0.001437127776,0.9976536588,ok,,,,,
