arm,seed,band,window,window_lo,window_hi,window_hi_used,complete,n_increments,C1_cos,C1_energy,C1_energy_sym,n_pairs_1,n_cos_1,C2_cos,C2_energy,C2_energy_sym,n_pairs_2,n_cos_2,C3_cos,C3_energy,C3_energy_sym,n_pairs_3,n_cos_3,C4_cos,C4_energy,C4_energy_sym,n_pairs_4,n_cos_4,C5_cos,C5_energy,C5_energy_sym,n_pairs_5,n_cos_5,C6_cos,C6_energy,C6_energy_sym,n_pairs_6,n_cos_6,C2_minus_C13_cos,C3_minus_C2_cos,C2_minus_C13_energy,C3_minus_C2_energy,C2_minus_C13_energy_sym,C3_minus_C2_energy_sym,even_odd_pattern_cos,r_b,r_window,r_status,q20,qA,qB,q_points,status
LR_iid_stop,0,low,early,5,14,14,True,10,-0.09412043824,-0.094903406,-0.09412994668,9,9,-0.01792892689,-0.01834851119,-0.01810316642,8,8,-0.005114869081,-0.005147417672,-0.005052235581,7,7,-0.00521825714,-0.005372203731,-0.005192972188,6,6,-0.001041068055,-0.001013272269,-0.0009816334461,5,5,-0.000323733779,-0.0003450190512,-0.0003278442899,4,4,0.03168872677,0.01281405781,0.03167690064,0.01320109352,0.03148792472,0.01305093083,-0.0941;-0.0179;-0.0051;-0.0052;-0.0010;-0.0003,0.7634871561,t6-50,ok,-0.03055953837,-0.03303672669,-0.03055953837,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_stop,0,low,late,26,50,50,True,25,-0.07937275529,-0.07919707603,-0.07927551861,24,24,-0.01519227648,-0.01510041224,-0.01508590917,23,23,-0.005024551649,-0.004929435252,-0.004917919572,22,22,-0.004601566962,-0.004504847901,-0.004492806107,21,21,-0.002417638329,-0.002505779829,-0.00250001665,20,20,-0.001232337625,-0.001155970246,-0.001159009761,19,19,0.02700637699,0.01016772483,0.02696284341,0.01017097698,0.02701080992,0.0101679896,-0.0794;-0.0152;-0.0050;-0.0046;-0.0024;-0.0012,0.7634871561,t6-50,ok,-0.03055953837,-0.03303672669,-0.03055953837,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_stop,0,low,all,2,50,50,True,49,-0.08360683417,-0.08346104843,-0.08352366073,48,48,-0.01483627112,-0.01487840539,-0.01485146492,47,47,-0.006536937779,-0.006528022681,-0.006515141541,46,46,-0.003851386358,-0.003819618278,-0.003810119931,45,45,-0.002440950812,-0.002520792698,-0.002511517736,44,44,-0.001456605581,-0.001445365188,-0.001442242086,43,43,0.03023561486,0.008299333341,0.03011613017,0.008350382709,0.03016793622,0.008336323381,-0.0836;-0.0148;-0.0065;-0.0039;-0.0024;-0.0015,0.7634871561,t6-50,ok,-0.03055953837,-0.03303672669,-0.03055953837,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_stop,0,mu,early,5,14,14,True,10,0.2527739682,0.2601702245,0.2561907369,9,9,0.3569694622,0.3624545336,0.3549422681,8,8,0.2941826065,0.3030920632,0.2951854957,7,7,0.3109668616,0.3283575862,0.312726464,6,6,0.342226329,0.3615387303,0.3403745236,5,5,0.3264298967,0.3533933547,0.3293466486,4,4,0.08349117487,-0.06278685576,0.08082338972,-0.05936247039,0.07925415181,-0.05975677241,+0.2528;+0.3570;+0.2942;+0.3110;+0.3422;+0.3264,12.32836696,t6-50,ok,1.207559215,1.29476022,1.207559215,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_stop,0,mu,late,26,50,50,True,25,0.1520446833,0.1536380517,0.1547148947,24,24,0.2262507716,0.2243047815,0.2268373818,23,23,0.251279065,0.2434567605,0.2479746972,22,22,0.2605180056,0.2553509149,0.2606667167,21,21,0.2491686217,0.2439059535,0.2516808949,20,20,0.2339646025,0.2255179626,0.2347522403,19,19,0.02458889749,0.02502829336,0.02575737546,0.01915197891,0.0254925858,0.02113731543,+0.1520;+0.2263;+0.2513;+0.2605;+0.2492;+0.2340,12.32836696,t6-50,ok,1.207559215,1.29476022,1.207559215,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_stop,0,mu,all,2,50,50,True,49,0.1959485465,0.1975486226,0.1972132527,48,48,0.2601463383,0.2600750464,0.2596662412,47,47,0.2620334007,0.261376869,0.2615631348,46,46,0.2795851357,0.2810021385,0.2809728556,45,45,0.2703286047,0.2715053859,0.271866466,44,44,0.2569268475,0.2585122941,0.2587370957,43,43,0.03115536472,0.001887062361,0.03061230059,0.001301822611,0.03027804745,0.001896893581,+0.1959;+0.2601;+0.2620;+0.2796;+0.2703;+0.2569,12.32836696,t6-50,ok,1.207559215,1.29476022,1.207559215,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_stop,0,comp,early,5,14,14,True,10,-0.05425124512,-0.05393604525,-0.05417091963,9,9,-0.009834829742,-0.00985863,-0.009837759824,8,8,-0.002197952649,-0.002169437678,-0.002161331192,7,7,-0.001298794159,-0.001465773635,-0.00144199293,6,6,-0.001661380183,-0.001652187864,-0.00165195716,5,5,0.00196635768,0.0019643028,0.001916436197,4,4,0.01838976914,0.007636877093,0.01819411146,0.007689192322,0.01832836559,0.007676428631,-0.0543;-0.0098;-0.0022;-0.0013;-0.0017;+0.0020,0.851824684,t6-50,ok,-0.0102335942,-0.009721958943,-0.0102335942,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_stop,0,comp,late,26,50,50,True,25,-0.04409445513,-0.04376284234,-0.04377104437,24,24,-0.006845954682,-0.00677329406,-0.006753528439,23,23,-0.0026842935,-0.002782626525,-0.002780715253,22,22,-0.002839432805,-0.002816786329,-0.00281670796,21,21,-0.00182813955,-0.001664176546,-0.001669628625,20,20,-0.001918995508,-0.001905910305,-0.001921343578,19,19,0.01654341963,0.004161661183,0.01649944038,0.003990667535,0.01652235137,0.003972813186,-0.0441;-0.0068;-0.0027;-0.0028;-0.0018;-0.0019,0.851824684,t6-50,ok,-0.0102335942,-0.009721958943,-0.0102335942,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_stop,0,comp,all,2,50,50,True,49,-0.04839602945,-0.04779379343,-0.04792022169,48,48,-0.007971979911,-0.007814928125,-0.007843485464,47,47,-0.002762311288,-0.00276858347,-0.00279285965,46,46,-0.002443760561,-0.002399444093,-0.002421291495,45,45,-0.001606336598,-0.001532606222,-0.001548190276,44,44,-0.001629541555,-0.00156653881,-0.001584863689,43,43,0.01760719046,0.005209668623,0.01746626033,0.005046344655,0.01751305521,0.005050625814,-0.0484;-0.0080;-0.0028;-0.0024;-0.0016;-0.0016,0.851824684,t6-50,ok,-0.0102335942,-0.009721958943,-0.0102335942,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_stop,0,all,early,5,14,14,True,10,-0.1415245079,-0.1407853386,-0.1413587245,9,9,-0.0424116461,-0.04222861311,-0.04253418808,8,8,-0.02666674304,-0.02633760124,-0.02664079608,7,7,-0.01313684538,-0.0131118626,-0.01324015474,6,6,-0.009733485305,-0.009557655734,-0.009759167494,5,5,-0.01701588651,-0.01658756693,-0.01683326676,4,4,0.04168397936,0.01574490307,0.0413328568,0.01589101187,0.04146557218,0.015893392,-0.1415;-0.0424;-0.0267;-0.0131;-0.0097;-0.0170,0.3737942742,t6-50,ok,-0.3563566931,-0.3635935873,-0.3563566931,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_stop,0,all,late,26,50,50,True,25,-0.1161163912,-0.1157702554,-0.1159632315,24,24,-0.03909181563,-0.03912701739,-0.03917383792,23,23,-0.02338535263,-0.02326229558,-0.02330751223,22,22,-0.01590722685,-0.0157802805,-0.01581915548,21,21,-0.01474366591,-0.01472667911,-0.01478407063,20,20,-0.01468178302,-0.01447365147,-0.01460166428,19,19,0.03065905627,0.015706463,0.0303892581,0.01586472181,0.03046153395,0.01586632569,-0.1161;-0.0391;-0.0234;-0.0159;-0.0147;-0.0147,0.3737942742,t6-50,ok,-0.3563566931,-0.3635935873,-0.3563566931,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_stop,0,all,all,2,50,50,True,49,-0.1237608694,-0.1226436296,-0.1231131977,48,48,-0.04001417616,-0.03970215124,-0.03993022344,47,47,-0.02614892418,-0.02562436705,-0.02586632352,46,46,-0.01614006954,-0.0157869457,-0.01597567631,45,45,-0.01465064982,-0.0145493543,-0.01476090832,44,44,-0.01486962266,-0.01454137467,-0.01481595251,43,43,0.03494072064,0.01386525198,0.03443184708,0.01407778418,0.03455953717,0.01406389992,-0.1238;-0.0400;-0.0261;-0.0161;-0.0147;-0.0149,0.3737942742,t6-50,ok,-0.3563566931,-0.3635935873,-0.3563566931,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,top,early,5,14,14,True,10,-0.1527214258,-0.1472976459,-0.1512587401,9,9,-0.1087623257,-0.103022554,-0.1086078307,8,8,-0.05855136539,-0.05363979021,-0.05759387734,7,7,-0.04694968029,-0.04275883501,-0.0465905811,6,6,-0.02613972977,-0.02305126047,-0.02531201812,5,5,-0.01270516139,-0.01159199032,-0.01320097658,4,4,-0.003125930089,0.05021096031,-0.002553835929,0.04938276375,-0.004181521938,0.05101395331,-0.1527;-0.1088;-0.0586;-0.0469;-0.0261;-0.0127,0.1150970734,t6-50,ok,-0.7637636441,-0.7844408174,-0.7637636441,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,top,late,26,50,50,True,25,-0.1523665756,-0.1508636363,-0.151779097,24,24,-0.08431112722,-0.08381510687,-0.08493588318,23,23,-0.04332415767,-0.04152044252,-0.04237346696,22,22,-0.03238454861,-0.03289354016,-0.03376185457,21,21,-0.03543535474,-0.03383112961,-0.03479877169,20,20,-0.008554859914,-0.008334367431,-0.008641804807,19,19,0.01353423943,0.04098696956,0.01237693252,0.04229466435,0.01214039882,0.04256241622,-0.1524;-0.0843;-0.0433;-0.0324;-0.0354;-0.0086,0.1150970734,t6-50,ok,-0.7637636441,-0.7844408174,-0.7637636441,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,top,all,2,50,50,True,49,-0.1544005459,-0.151755375,-0.1533134769,48,48,-0.09166633873,-0.08766740497,-0.08947798486,47,47,-0.05007119801,-0.04614374671,-0.04758950186,46,46,-0.02967243233,-0.02966772088,-0.03091815921,45,45,-0.03581816247,-0.03330479782,-0.03497191479,44,44,-0.02037170349,-0.01827061572,-0.0193644178,43,43,0.01056953324,0.04159514072,0.01128215588,0.04152365826,0.0109735045,0.041888483,-0.1544;-0.0917;-0.0501;-0.0297;-0.0358;-0.0204,0.1150970734,t6-50,ok,-0.7637636441,-0.7844408174,-0.7637636441,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,mid1,early,5,14,14,True,10,-0.09484740363,-0.0931140526,-0.09513402714,9,9,-0.04028246837,-0.03865067026,-0.04036072403,8,8,-0.02054044979,-0.01942145446,-0.02060895283,7,7,-0.01913131608,-0.01705151819,-0.01841802237,6,6,-0.01949364125,-0.01758165849,-0.0193264406,5,5,-0.01910445226,-0.01688210462,-0.01902841833,4,4,0.01741145834,0.01974201858,0.01761708327,0.0192292158,0.01751076595,0.01975177121,-0.0948;-0.0403;-0.0205;-0.0191;-0.0195;-0.0191,0.3723825641,t6-50,ok,-0.4354086227,-0.4397478299,-0.4354086227,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,mid1,late,26,50,50,True,25,-0.09280161895,-0.092500825,-0.0928640583,24,24,-0.03461880488,-0.03446164197,-0.03476396844,23,23,-0.02361432212,-0.02303906246,-0.02334763324,22,22,-0.01584087682,-0.01564820803,-0.01593016266,21,21,-0.01815305001,-0.01805348562,-0.01846684375,20,20,-0.01479627269,-0.0142841457,-0.01471343059,19,19,0.02358916566,0.01100448275,0.02330830175,0.01142257952,0.02334187733,0.0114163352,-0.0928;-0.0346;-0.0236;-0.0158;-0.0182;-0.0148,0.3723825641,t6-50,ok,-0.4354086227,-0.4397478299,-0.4354086227,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,mid1,all,2,50,50,True,49,-0.09413909921,-0.09354591727,-0.09425749578,48,48,-0.03532522457,-0.03472580517,-0.03527042445,47,47,-0.02210773841,-0.02164260749,-0.02215718527,46,46,-0.01989255648,-0.01877999579,-0.01937327302,45,45,-0.01587560645,-0.01570921355,-0.01633367639,44,44,-0.01638062416,-0.01555765895,-0.01631183485,43,43,0.02279819424,0.01321748616,0.02286845721,0.01308319768,0.02293691608,0.01311323917,-0.0941;-0.0353;-0.0221;-0.0199;-0.0159;-0.0164,0.3723825641,t6-50,ok,-0.4354086227,-0.4397478299,-0.4354086227,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,mid2,early,5,14,14,True,10,-0.09690231767,-0.09526552232,-0.09679152652,9,9,-0.01842238365,-0.01771084641,-0.01834632446,8,8,-0.008614916097,-0.008133720263,-0.008490194365,7,7,-0.007135640407,-0.007018380578,-0.007395852063,6,6,-0.002193972652,-0.002333234624,-0.002464175316,5,5,-0.002448118486,-0.002421490922,-0.00262747153,4,4,0.03433623323,0.009807467556,0.03398877488,0.009577126147,0.03429453599,0.009856130093,-0.0969;-0.0184;-0.0086;-0.0071;-0.0022;-0.0024,0.6372408437,t6-50,ok,-0.1727746493,-0.1675738913,-0.1727746493,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,mid2,late,26,50,50,True,25,-0.07997360656,-0.07980380325,-0.08005131976,24,24,-0.01730693856,-0.01722414223,-0.01734815295,23,23,-0.008597364223,-0.00858979887,-0.008695591761,22,22,-0.004978812633,-0.004907643141,-0.004987823758,21,21,-0.01061888093,-0.01023391199,-0.01046779629,20,20,-0.003827649679,-0.003766470937,-0.00387009643,19,19,0.02697854684,0.008709574333,0.02697265883,0.008634343362,0.02702530281,0.008652561191,-0.0800;-0.0173;-0.0086;-0.0050;-0.0106;-0.0038,0.6372408437,t6-50,ok,-0.1727746493,-0.1675738913,-0.1727746493,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,mid2,all,2,50,50,True,49,-0.08490495859,-0.08357951673,-0.08404411782,48,48,-0.0189574081,-0.01858810211,-0.01880576439,47,47,-0.007918174627,-0.007867070717,-0.008011071592,46,46,-0.006654499698,-0.006373173564,-0.006529937771,45,45,-0.007300719013,-0.007387126195,-0.007621931163,44,44,-0.004734280234,-0.00458907089,-0.004761915579,43,43,0.02745415851,0.01103923348,0.02713519161,0.01072103139,0.02722183032,0.0107946928,-0.0849;-0.0190;-0.0079;-0.0067;-0.0073;-0.0047,0.6372408437,t6-50,ok,-0.1727746493,-0.1675738913,-0.1727746493,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,low,early,5,14,14,True,10,-0.06788297951,-0.06698946143,-0.06787790927,9,9,-0.0121902912,-0.01205022886,-0.01240278292,8,8,-0.0004439519068,-0.0005552263485,-0.0005758217868,7,7,-0.001167308726,-0.001202805411,-0.001254139863,6,6,-0.0001616547965,9.048529788e-05,9.427140089e-05,5,5,0.0001743643063,-0.0001150806214,-0.0001228351346,4,4,0.02197317451,0.0117463393,0.02172211504,0.01149500251,0.02182408261,0.01182696113,-0.0679;-0.0122;-0.0004;-0.0012;-0.0002;+0.0002,0.8142343291,t6-50,ok,-0.01561192882,-0.01226494631,-0.01561192882,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,low,late,26,50,50,True,25,-0.06110504831,-0.06112809042,-0.06123441564,24,24,-0.01099940504,-0.01103300525,-0.01109439727,23,23,-0.004746993188,-0.004715721382,-0.004764380445,22,22,-0.00498794086,-0.004866149512,-0.004932404048,21,21,-0.00351763895,-0.003490967845,-0.003557806996,20,20,-0.000790812405,-0.0006528709678,-0.0006673341517,19,19,0.02192661571,0.006252411847,0.02188890065,0.006317283865,0.02190500077,0.00633001683,-0.0611;-0.0110;-0.0047;-0.0050;-0.0035;-0.0008,0.8142343291,t6-50,ok,-0.01561192882,-0.01226494631,-0.01561192882,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,low,all,2,50,50,True,49,-0.06197719575,-0.06163205762,-0.06188934266,48,48,-0.01061018019,-0.01070959104,-0.01080748589,47,47,-0.003428754995,-0.003594284011,-0.003647208604,46,46,-0.002698811793,-0.002857733855,-0.002915136453,45,45,-0.001617728289,-0.001814472182,-0.001861562146,44,44,-0.0002201737736,-0.0002745123036,-0.000283010929,43,43,0.02209279519,0.007181425192,0.02190357977,0.007115307032,0.02196078974,0.007160277288,-0.0620;-0.0106;-0.0034;-0.0027;-0.0016;-0.0002,0.8142343291,t6-50,ok,-0.01561192882,-0.01226494631,-0.01561192882,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,mu,early,5,14,14,True,10,0.1336102843,0.1363027745,0.1345291197,9,9,0.1829491067,0.1937973566,0.1905260167,8,8,0.2083305552,0.2154164097,0.2102252687,7,7,0.237785347,0.2482437751,0.2384856816,6,6,0.1810498572,0.1948204915,0.1836165751,5,5,0.2231644564,0.235808226,0.2223136695,4,4,0.01197868696,0.02538144849,0.01793776448,0.02161905309,0.01814882247,0.01969925204,+0.1336;+0.1829;+0.2083;+0.2378;+0.1810;+0.2232,7.722606576,t6-50,ok,1.165587433,1.211219369,1.165587433,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,mu,late,26,50,50,True,25,0.08686895727,0.08811069789,0.08794368634,24,24,0.154878979,0.1544930975,0.1551205525,23,23,0.1444367144,0.1446437206,0.1450288952,22,22,0.1462292532,0.1434326739,0.1455474528,21,21,0.1764309793,0.1792645223,0.1805119508,20,20,0.1068330135,0.1080470648,0.1104114406,19,19,0.03922614313,-0.01044226455,0.03811588826,-0.009849376915,0.03863426177,-0.01009165734,+0.0869;+0.1549;+0.1444;+0.1462;+0.1764;+0.1068,7.722606576,t6-50,ok,1.165587433,1.211219369,1.165587433,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,mu,all,2,50,50,True,49,0.1217349776,0.1197294896,0.1199265394,48,48,0.1675422101,0.1668559005,0.1675962686,47,47,0.1797186377,0.1784329943,0.1793989146,46,46,0.1580716433,0.15596208,0.1573043322,45,45,0.1750165819,0.1762325305,0.1775640581,44,44,0.1287076382,0.1265893694,0.1283721895,43,43,0.0168154024,0.01217642761,0.01777465855,0.01157709379,0.01793354159,0.01180264602,+0.1217;+0.1675;+0.1797;+0.1581;+0.1750;+0.1287,7.722606576,t6-50,ok,1.165587433,1.211219369,1.165587433,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,comp,early,5,14,14,True,10,-0.01244716678,-0.01246284094,-0.01228575124,9,9,-0.004230711293,-0.004213890908,-0.004126651001,8,8,-0.0008105835515,-0.001006166531,-0.0009990414593,7,7,-0.0001462874056,-0.0001614621027,-0.0001596959877,6,6,0.0003304142334,0.0004616002522,0.0004477846274,5,5,0.0008742714839,0.0008402638686,0.0008269026475,4,4,0.002398163875,0.003420127741,0.002520612826,0.003207724377,0.00251574535,0.003127609542,-0.0124;-0.0042;-0.0008;-0.0001;+0.0003;+0.0009,0.9513308695,t6-50,ok,-0.00793928088,-0.006236380898,-0.00793928088,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,comp,late,26,50,50,True,25,-0.01448992487,-0.01446752836,-0.01439467539,24,24,-0.001850392731,-0.001898057384,-0.001886391487,23,23,-0.001020713509,-0.0009846087831,-0.0009788379457,22,22,-0.003043955669,-0.003091826347,-0.003073590257,21,21,-0.001468192903,-0.001489496505,-0.001473452934,20,20,0.0005709798081,0.0005380455339,0.0005321444555,19,19,0.005904926461,0.0008296792217,0.005828011188,0.0009134486012,0.005800365182,0.0009075535414,-0.0145;-0.0019;-0.0010;-0.0030;-0.0015;+0.0006,0.9513308695,t6-50,ok,-0.00793928088,-0.006236380898,-0.00793928088,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,comp,all,2,50,50,True,49,-0.01330865162,-0.01312662499,-0.01314997314,48,48,-0.002682212655,-0.002666677553,-0.00267043581,47,47,-0.0008516186904,-0.0008286343734,-0.0008312837024,46,46,-0.001699310773,-0.001707942162,-0.001711113296,45,45,-0.0009036198597,-0.0008900416795,-0.0008906197828,44,44,-5.7865092e-05,-6.263593206e-05,-6.262949498e-05,43,43,0.004397922502,0.001830593965,0.004310952131,0.001838043179,0.004320192611,0.001839152108,-0.0133;-0.0027;-0.0009;-0.0017;-0.0009;-0.0001,0.9513308695,t6-50,ok,-0.00793928088,-0.006236380898,-0.00793928088,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,all,early,5,14,14,True,10,-0.1018530994,-0.09977615844,-0.1017706962,9,9,-0.04105211664,-0.03934428148,-0.04099144127,8,8,-0.020655214,-0.01946425556,-0.02054615422,7,7,-0.01782472844,-0.01648981688,-0.01764838488,6,6,-0.01360501716,-0.01242072568,-0.01342677657,5,5,-0.01157267248,-0.0104921166,-0.01165590397,4,4,0.02020204008,0.02039690265,0.02027592553,0.01988002591,0.02016698393,0.02044528705,-0.1019;-0.0411;-0.0207;-0.0178;-0.0136;-0.0116,0.4373099617,t6-50,ok,-0.3044178546,-0.3069808684,-0.3044178546,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,all,late,26,50,50,True,25,-0.09693317582,-0.09650967905,-0.09688643152,24,24,-0.0363356611,-0.03614069012,-0.03646107387,23,23,-0.02125612483,-0.02078860628,-0.02108066451,22,22,-0.01474150465,-0.01470354983,-0.01497722731,21,21,-0.01790142705,-0.01752326271,-0.0179363302,20,20,-0.009814922959,-0.009460318942,-0.009743564771,19,19,0.02275898922,0.01507953628,0.02250845254,0.01535208384,0.02252247414,0.01538040936,-0.0969;-0.0363;-0.0213;-0.0147;-0.0179;-0.0098,0.4373099617,t6-50,ok,-0.3044178546,-0.3069808684,-0.3044178546,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
LR_iid_ext,0,all,all,2,50,50,True,49,-0.09873958981,-0.09774725713,-0.09845068651,48,48,-0.03747090426,-0.03675167389,-0.03729771531,47,47,-0.02086357261,-0.02028985109,-0.02075134421,46,46,-0.01634695746,-0.01583325683,-0.01631470819,45,45,-0.01542354935,-0.01518454539,-0.01576299945,44,44,-0.01247320934,-0.0118093734,-0.01235131097,43,43,0.02233067696,0.01660733164,0.02226688022,0.0164618228,0.02230330005,0.0165463711,-0.0987;-0.0375;-0.0209;-0.0163;-0.0154;-0.0125,0.4373099617,t6-50,ok,-0.3044178546,-0.3069808684,-0.3044178546,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
SNA_iid_ext,0,top,early,5,14,14,True,10,-0.2573375055,-0.2543411761,-0.257440439,9,9,-0.1223804782,-0.1204685229,-0.1225896654,8,8,-0.05018424048,-0.04786894243,-0.04913163638,7,7,-0.02168928641,-0.02159031808,-0.02239517472,6,6,-0.0261542811,-0.02415600968,-0.0255007252,5,5,-0.0119225639,-0.01062508286,-0.01124687571,4,4,0.03138039478,0.07219623774,0.03063653634,0.07259958048,0.03069637233,0.07345802899,-0.2573;-0.1224;-0.0502;-0.0217;-0.0262;-0.0119,0.05355915474,t6-50,ok,-0.9442212886,-0.9124507367,-0.9442212886,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
SNA_iid_ext,0,top,late,26,50,50,True,25,-0.2635661821,-0.2640988686,-0.2639839162,24,24,-0.09309478568,-0.09311263527,-0.09308220713,23,23,-0.04923129035,-0.04897077531,-0.04900040045,22,22,-0.0376679547,-0.03751944181,-0.03753449908,21,21,0.0002217556551,0.000322216966,0.0003234473424,20,20,-0.01119753354,-0.01125223415,-0.01130323318,19,19,0.06330395053,0.04386349533,0.06342218667,0.04414185997,0.0634099512,0.04408180667,-0.2636;-0.0931;-0.0492;-0.0377;+0.0002;-0.0112,0.05355915474,t6-50,ok,-0.9442212886,-0.9124507367,-0.9442212886,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
SNA_iid_ext,0,top,all,2,50,50,True,49,-0.267168952,-0.2655628374,-0.2667212455,48,48,-0.09798643525,-0.09655895579,-0.097350732,47,47,-0.05159446874,-0.05061388493,-0.05127643114,46,46,-0.02797241669,-0.02780169797,-0.02824530902,45,45,-0.007870197668,-0.007057411611,-0.00720055835,44,44,-0.008905378861,-0.00888458411,-0.009097150941,43,43,0.06139527513,0.04639196652,0.06152940535,0.04594507086,0.06164810632,0.04607430087,-0.2672;-0.0980;-0.0516;-0.0280;-0.0079;-0.0089,0.05355915474,t6-50,ok,-0.9442212886,-0.9124507367,-0.9442212886,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
SNA_iid_ext,0,mid1,early,5,14,14,True,10,-0.07588441825,-0.0758942918,-0.0759150878,9,9,-0.03620489432,-0.03599399205,-0.03614186209,8,8,-0.02560270971,-0.02536693424,-0.02563581154,7,7,-0.02851350828,-0.02838318485,-0.02875640652,6,6,-0.02005450356,-0.01969293335,-0.01991308972,5,5,-0.0327984778,-0.03223384335,-0.03286581678,4,4,0.01453866966,0.01060218462,0.01463662097,0.01062705781,0.01463358758,0.01050605055,-0.0759;-0.0362;-0.0256;-0.0285;-0.0201;-0.0328,0.3273857851,t6-50,ok,-0.4706695852,-0.4689334781,-0.4706695852,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
SNA_iid_ext,0,mid1,late,26,50,50,True,25,-0.07800344176,-0.07807769574,-0.07805731025,24,24,-0.04001278774,-0.04009137676,-0.04005464815,23,23,-0.03582671992,-0.03580970127,-0.0357978093,22,22,-0.02718292464,-0.02724443828,-0.02722143899,21,21,-0.0217561991,-0.02176983929,-0.02175948437,20,20,-0.01799595394,-0.0179895106,-0.01797746843,19,19,0.01690229311,0.004186067814,0.01685232174,0.004281675492,0.01687291163,0.004256838848,-0.0780;-0.0400;-0.0358;-0.0272;-0.0218;-0.0180,0.3273857851,t6-50,ok,-0.4706695852,-0.4689334781,-0.4706695852,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
SNA_iid_ext,0,mid1,all,2,50,50,True,49,-0.07427209687,-0.0743186552,-0.0744872741,48,48,-0.0378271522,-0.03786271907,-0.03793900853,47,47,-0.03453693711,-0.03438312881,-0.03451013938,46,46,-0.02546440913,-0.02543842553,-0.02554208183,45,45,-0.0244876115,-0.02420517584,-0.02432076619,44,44,-0.01706537056,-0.0169594683,-0.01705380532,43,43,0.01657736479,0.003290215089,0.01648817293,0.003479590262,0.01655969821,0.00342886915,-0.0743;-0.0378;-0.0345;-0.0255;-0.0245;-0.0171,0.3273857851,t6-50,ok,-0.4706695852,-0.4689334781,-0.4706695852,"{""q20"": [20, 50], ""qA"": [19, 49], ""qB"": [20, 50]}",ok
