arm,seed,t,band,steps,hit99,hit999,stop_step,tc,tc_cum_check,N,V,sigma_med,H,sigma_med_band,memo_acc,online_acc,status
LR_abab_stop,2,31,low,800,200,300,800,32200,32200,754.4329176,55.58649434,27.25808744,1.059220916,0.7484036352,1,0.92375,ok
LR_abab_stop,2,31,mu,800,200,300,800,32200,32200,0.8077191192,0,27.25808744,1.059220916,0,1,0.92375,ok
LR_abab_stop,2,31,comp,800,200,300,800,32200,32200,25.20946824,0,27.25808744,1.059220916,0,1,0.92375,ok
LR_abab_stop,2,31,all,800,200,300,800,32200,32200,6752.62827,78700.46686,27.25808744,1.059220916,,1,0.92375,ok
LR_abab_stop,2,32,top,800,300,300,800,33000,33000,278.14257,48198.30033,26.60385563,1.108283425,20.17331142,1,0.920390625,ok
LR_abab_stop,2,32,mid1,800,300,300,800,33000,33000,2708.915617,27293.53321,26.60385563,1.108283425,16.43846102,1,0.920390625,ok
LR_abab_stop,2,32,mid2,800,300,300,800,33000,33000,3122.60661,2891.496066,26.60385563,1.108283425,5.359647795,1,0.920390625,ok
LR_abab_stop,2,32,low,800,300,300,800,33000,33000,775.6283524,57.10713615,26.60385563,1.108283425,0.7554621807,1,0.920390625,ok
LR_abab_stop,2,32,mu,800,300,300,800,33000,33000,0.826502713,0,26.60385563,1.108283425,0,1,0.920390625,ok
LR_abab_stop,2,32,comp,800,300,300,800,33000,33000,25.31842587,0,26.60385563,1.108283425,0,1,0.920390625,ok
LR_abab_stop,2,32,all,800,300,300,800,33000,33000,6911.438079,78440.43674,26.60385563,1.108283425,,1,0.920390625,ok
LR_abab_stop,2,33,top,800,300,300,800,33800,33800,283.292885,48287.47686,27.53372939,1.039642684,20.41259565,1,0.916328125,ok
LR_abab_stop,2,33,mid1,800,300,300,800,33800,33800,2746.097383,27507.22818,27.53372939,1.039642684,16.48768105,1,0.916328125,ok
LR_abab_stop,2,33,mid2,800,300,300,800,33800,33800,3204.078598,2962.455103,27.53372939,1.039642684,5.447875398,1,0.916328125,ok
LR_abab_stop,2,33,low,800,300,300,800,33800,33800,798.5632502,58.80199679,27.53372939,1.039642684,0.7673130387,1,0.916328125,ok
LR_abab_stop,2,33,mu,800,300,300,800,33800,33800,0.8698129066,0,27.53372939,1.039642684,0,1,0.916328125,ok
LR_abab_stop,2,33,comp,800,300,300,800,33800,33800,25.43422406,0,27.53372939,1.039642684,0,1,0.916328125,ok
LR_abab_stop,2,33,all,800,300,300,800,33800,33800,7058.336153,78815.96214,27.53372939,1.039642684,,1,0.916328125,ok
LR_abab_stop,2,34,top,800,300,300,800,34600,34600,280.9570531,47629.19103,27.04814597,1.078256294,19.68765658,1,0.9221875,ok
LR_abab_stop,2,34,mid1,800,300,300,800,34600,34600,2810.781966,28154.42057,27.04814597,1.078256294,16.58819053,1,0.9221875,ok
LR_abab_stop,2,34,mid2,800,300,300,800,34600,34600,3286.099534,3041.582866,27.04814597,1.078256294,5.50878008,1,0.9221875,ok
LR_abab_stop,2,34,low,800,300,300,800,34600,34600,819.3420215,60.2733138,27.04814597,1.078256294,0.776382519,1,0.9221875,ok
LR_abab_stop,2,34,mu,800,300,300,800,34600,34600,0.9037796529,0,27.04814597,1.078256294,0,1,0.9221875,ok
LR_abab_stop,2,34,comp,800,300,300,800,34600,34600,25.53839064,0,27.04814597,1.078256294,0,1,0.9221875,ok
LR_abab_stop,2,34,all,800,300,300,800,34600,34600,7223.622745,78885.46778,27.04814597,1.078256294,,1,0.9221875,ok
LR_abab_stop,2,35,top,800,200,300,800,35400,35400,298.6800768,52549.30606,27.8325988,1.084958422,21.40512293,1,0.92359375,ok
LR_abab_stop,2,35,mid1,800,200,300,800,35400,35400,2838.41801,28332.57957,27.8325988,1.084958422,16.78340021,1,0.92359375,ok
LR_abab_stop,2,35,mid2,800,200,300,800,35400,35400,3358.149113,3102.850166,27.8325988,1.084958422,5.560493163,1,0.92359375,ok
LR_abab_stop,2,35,low,800,200,300,800,35400,35400,841.4240959,61.95416465,27.8325988,1.084958422,0.7873774372,1,0.92359375,ok
LR_abab_stop,2,35,mu,800,200,300,800,35400,35400,0.9406611538,0,27.8325988,1.084958422,0,1,0.92359375,ok
LR_abab_stop,2,35,comp,800,200,300,800,35400,35400,25.64359103,0,27.8325988,1.084958422,0,1,0.92359375,ok
LR_abab_stop,2,35,all,800,200,300,800,35400,35400,7363.255547,84046.68996,27.8325988,1.084958422,,1,0.92359375,ok
LR_abab_stop,2,36,top,800,200,300,800,36200,36200,289.4347054,50348.39163,27.53195822,1.087735444,20.63393035,1,0.920625,ok
LR_abab_stop,2,36,mid1,800,200,300,800,36200,36200,2896.394221,28850.26035,27.53195822,1.087735444,16.87344034,1,0.920625,ok
LR_abab_stop,2,36,mid2,800,200,300,800,36200,36200,3445.703383,3189.087958,27.53195822,1.087735444,5.616622619,1,0.920625,ok
LR_abab_stop,2,36,low,800,200,300,800,36200,36200,864.0231504,63.55555814,27.53195822,1.087735444,0.7983626269,1,0.920625,ok
LR_abab_stop,2,36,mu,800,200,300,800,36200,36200,0.97500438,0,27.53195822,1.087735444,0,1,0.920625,ok
LR_abab_stop,2,36,comp,800,200,300,800,36200,36200,25.76012478,0,27.53195822,1.087735444,0,1,0.920625,ok
LR_abab_stop,2,36,all,800,200,300,800,36200,36200,7522.290589,82451.2955,27.53195822,1.087735444,,1,0.920625,ok
LR_abab_stop,2,37,top,800,200,300,800,37000,37000,308.3643049,55004.89561,27.95387285,1.118105323,21.85335019,1,0.92625,ok
LR_abab_stop,2,37,mid1,800,200,300,800,37000,37000,2935.368519,29059.77079,27.95387285,1.118105323,16.98480682,1,0.92625,ok
LR_abab_stop,2,37,mid2,800,200,300,800,37000,37000,3512.759387,3241.004155,27.95387285,1.118105323,5.681211201,1,0.92625,ok
LR_abab_stop,2,37,low,800,200,300,800,37000,37000,885.906315,65.20462621,27.95387285,1.118105323,0.807203052,1,0.92625,ok
LR_abab_stop,2,37,mu,800,200,300,800,37000,37000,1.009330297,0,27.95387285,1.118105323,0,1,0.92625,ok
LR_abab_stop,2,37,comp,800,200,300,800,37000,37000,25.88545663,0,27.95387285,1.118105323,0,1,0.92625,ok
LR_abab_stop,2,37,all,800,200,300,800,37000,37000,7669.293313,87370.87518,27.95387285,1.118105323,,1,0.92625,ok
LR_abab_stop,2,38,top,800,200,300,800,37800,37800,299.5992979,53215.58449,27.41508774,1.149334068,20.40430962,1,0.926015625,ok
LR_abab_stop,2,38,mid1,800,200,300,800,37800,37800,3002.124453,29790.56448,27.41508774,1.149334068,17.22008535,1,0.926015625,ok
LR_abab_stop,2,38,mid2,800,200,300,800,37800,37800,3589.336961,3309.530558,27.41508774,1.149334068,5.742775757,1,0.926015625,ok
LR_abab_stop,2,38,low,800,200,300,800,37800,37800,907.5460041,66.77901225,27.41508774,1.149334068,0.8167086067,1,0.926015625,ok
LR_abab_stop,2,38,mu,800,200,300,800,37800,37800,1.039550071,0,27.41508774,1.149334068,0,1,0.926015625,ok
LR_abab_stop,2,38,comp,800,200,300,800,37800,37800,25.99535863,0,27.41508774,1.149334068,0,1,0.926015625,ok
LR_abab_stop,2,38,all,800,200,300,800,37800,37800,7825.641625,86382.45855,27.41508774,1.149334068,,1,0.926015625,ok
LR_abab_stop,2,39,top,800,300,300,800,38600,38600,306.50496,54497.38277,28.21400825,1.104836422,21.44102755,1,0.924375,ok
LR_abab_stop,2,39,mid1,800,300,300,800,38600,38600,3033.292302,30013.99732,28.21400825,1.104836422,17.2510539,1,0.924375,ok
LR_abab_stop,2,39,mid2,800,300,300,800,38600,38600,3659.564597,3368.608919,28.21400825,1.104836422,5.80114105,1,0.924375,ok
LR_abab_stop,2,39,low,800,300,300,800,38600,38600,929.0168328,68.33354303,28.21400825,1.104836422,0.8247158208,1,0.924375,ok
LR_abab_stop,2,39,mu,800,300,300,800,38600,38600,1.097983544,0,28.21400825,1.104836422,0,1,0.924375,ok
LR_abab_stop,2,39,comp,800,300,300,800,38600,38600,26.10135175,0,28.21400825,1.104836422,0,1,0.924375,ok
LR_abab_stop,2,39,all,800,300,300,800,38600,38600,7955.578027,87948.32256,28.21400825,1.104836422,,1,0.924375,ok
LR_abab_stop,2,40,top,800,200,300,800,39400,39400,300.9839745,54208.1816,28.09479762,1.119467955,20.51176466,1,0.92203125,ok
LR_abab_stop,2,40,mid1,800,200,300,800,39400,39400,3090.51683,30640.13298,28.09479762,1.119467955,17.32945927,1,0.92203125,ok
LR_abab_stop,2,40,mid2,800,200,300,800,39400,39400,3739.301718,3443.301604,28.09479762,1.119467955,5.856576668,1,0.92203125,ok
LR_abab_stop,2,40,low,800,200,300,800,39400,39400,951.8445763,69.96572469,28.09479762,1.119467955,0.8373480786,1,0.92203125,ok
LR_abab_stop,2,40,mu,800,200,300,800,39400,39400,1.129038087,0,28.09479762,1.119467955,0,1,0.92203125,ok
LR_abab_stop,2,40,comp,800,200,300,800,39400,39400,26.24301727,0,28.09479762,1.119467955,0,1,0.92203125,ok
LR_abab_stop,2,40,all,800,200,300,800,39400,39400,8110.019155,88361.58191,28.09479762,1.119467955,,1,0.92203125,ok
LR_abab_stop,2,41,top,800,300,300,800,40200,40200,302.2342325,53341.58249,28.36758427,1.092056269,21.38873313,1,0.927109375,ok
LR_abab_stop,2,41,mid1,800,300,300,800,40200,40200,3134.701729,30964.41841,28.36758427,1.092056269,17.52390932,1,0.927109375,ok
LR_abab_stop,2,41,mid2,800,300,300,800,40200,40200,3811.988656,3502.484722,28.36758427,1.092056269,5.912371912,1,0.927109375,ok
LR_abab_stop,2,41,low,800,300,300,800,40200,40200,972.0323848,71.44867883,28.36758427,1.092056269,0.8457460082,1,0.927109375,ok
LR_abab_stop,2,41,mu,800,300,300,800,40200,40200,1.166453615,0,28.36758427,1.092056269,0,1,0.927109375,ok
LR_abab_stop,2,41,comp,800,300,300,800,40200,40200,26.35490295,0,28.36758427,1.092056269,0,1,0.927109375,ok
LR_abab_stop,2,41,all,800,300,300,800,40200,40200,8248.47836,87879.9343,28.36758427,1.092056269,,1,0.927109375,ok
LR_abab_stop,2,42,top,800,300,300,800,41000,41000,292.1491599,51824.30108,28.00403415,1.107267972,20.48150745,1,0.928125,ok
LR_abab_stop,2,42,mid1,800,300,300,800,41000,41000,3189.690473,31357.96829,28.00403415,1.107267972,17.56688394,1,0.928125,ok
LR_abab_stop,2,42,mid2,800,300,300,800,41000,41000,3891.429818,3579.548862,28.00403415,1.107267972,5.969535344,1,0.928125,ok
LR_abab_stop,2,42,low,800,300,300,800,41000,41000,993.3121723,73.00714022,28.00403415,1.107267972,0.8514764277,1,0.928125,ok
LR_abab_stop,2,42,mu,800,300,300,800,41000,41000,1.191204574,0,28.00403415,1.107267972,0,1,0.928125,ok
LR_abab_stop,2,42,comp,800,300,300,800,41000,41000,26.46657236,0,28.00403415,1.107267972,0,1,0.928125,ok
LR_abab_stop,2,42,all,800,300,300,800,41000,41000,8394.2394,86834.82538,28.00403415,1.107267972,,1,0.928125,ok
LR_abab_stop,2,43,top,800,300,300,800,41800,41800,302.4119717,54673.31571,28.59076365,1.097945623,21.42763904,1,0.924296875,ok
LR_abab_stop,2,43,mid1,800,300,300,800,41800,41800,3218.354214,31357.86908,28.59076365,1.097945623,17.82475949,1,0.924296875,ok
LR_abab_stop,2,43,mid2,800,300,300,800,41800,41800,3970.629773,3643.677627,28.59076365,1.097945623,6.028914784,1,0.924296875,ok
LR_abab_stop,2,43,low,800,300,300,800,41800,41800,1016.252199,74.70050509,28.59076365,1.097945623,0.8599479426,1,0.924296875,ok
LR_abab_stop,2,43,mu,800,300,300,800,41800,41800,1.23269915,0,28.59076365,1.097945623,0,1,0.924296875,ok
LR_abab_stop,2,43,comp,800,300,300,800,41800,41800,26.60695612,0,28.59076365,1.097945623,0,1,0.924296875,ok
LR_abab_stop,2,43,all,800,300,300,800,41800,41800,8535.487813,89749.56293,28.59076365,1.097945623,,1,0.924296875,ok
LR_abab_stop,2,44,top,800,300,300,800,42600,42600,294.4006745,50029.39074,27.79097243,1.111068392,20.31166834,1,0.921171875,ok
LR_abab_stop,2,44,mid1,800,300,300,800,42600,42600,3276.211478,31977.57868,27.79097243,1.111068392,17.84219383,1,0.921171875,ok
LR_abab_stop,2,44,mid2,800,300,300,800,42600,42600,4055.818393,3728.696165,27.79097243,1.111068392,6.081833092,1,0.921171875,ok
LR_abab_stop,2,44,low,800,300,300,800,42600,42600,1039.492875,76.38488935,27.79097243,1.111068392,0.8675858786,1,0.921171875,ok
LR_abab_stop,2,44,mu,800,300,300,800,42600,42600,1.272509586,0,27.79097243,1.111068392,0,1,0.921171875,ok
LR_abab_stop,2,44,comp,800,300,300,800,42600,42600,26.74872862,0,27.79097243,1.111068392,0,1,0.921171875,ok
LR_abab_stop,2,44,all,800,300,300,800,42600,42600,8693.944659,85812.05048,27.79097243,1.111068392,,1,0.921171875,ok
LR_abab_stop,2,45,top,800,200,300,800,43400,43400,310.2636922,54837.59298,28.24688377,1.135216548,20.47927897,1,0.92703125,ok
LR_abab_stop,2,45,mid1,800,200,300,800,43400,43400,3298.379919,31881.09288,28.24688377,1.135216548,17.90746185,1,0.92703125,ok
LR_abab_stop,2,45,mid2,800,200,300,800,43400,43400,4123.833039,3780.80921,28.24688377,1.135216548,6.083684685,1,0.92703125,ok
LR_abab_stop,2,45,low,800,200,300,800,43400,43400,1060.178173,77.89421596,28.24688377,1.135216548,0.879990399,1,0.92703125,ok
LR_abab_stop,2,45,mu,800,200,300,800,43400,43400,1.324633234,0,28.24688377,1.135216548,0,1,0.92703125,ok
LR_abab_stop,2,45,comp,800,200,300,800,43400,43400,26.86973084,0,28.24688377,1.135216548,0,1,0.92703125,ok
LR_abab_stop,2,45,all,800,200,300,800,43400,43400,8820.849188,90577.38928,28.24688377,1.135216548,,1,0.92703125,ok
LR_abab_stop,2,46,top,800,200,300,800,44200,44200,306.0495434,54544.13772,28.77646347,1.09835137,20.96852055,1,0.924609375,ok
LR_abab_stop,2,46,mid1,800,200,300,800,44200,44200,3359.131975,32472.11006,28.77646347,1.09835137,17.86344056,1,0.924609375,ok
LR_abab_stop,2,46,mid2,800,200,300,800,44200,44200,4202.43176,3857.056814,28.77646347,1.09835137,6.201633523,1,0.924609375,ok
LR_abab_stop,2,46,low,800,200,300,800,44200,44200,1082.223845,79.50834942,28.77646347,1.09835137,0.8896800644,1,0.924609375,ok
LR_abab_stop,2,46,mu,800,200,300,800,44200,44200,1.35724996,0,28.77646347,1.09835137,0,1,0.924609375,ok
LR_abab_stop,2,46,comp,800,200,300,800,44200,44200,26.97591342,0,28.77646347,1.09835137,0,1,0.924609375,ok
LR_abab_stop,2,46,all,800,200,300,800,44200,44200,8978.170286,90952.81294,28.77646347,1.09835137,,1,0.924609375,ok
LR_abab_stop,2,47,top,800,200,300,800,45000,45000,309.3686305,53392.21763,29.28784598,1.053058934,21.84915809,1,0.92421875,ok
LR_abab_stop,2,47,mid1,800,200,300,800,45000,45000,3406.620923,32935.81549,29.28784598,1.053058934,18.13354592,1,0.92421875,ok
LR_abab_stop,2,47,mid2,800,200,300,800,45000,45000,4280.594771,3919.672738,29.28784598,1.053058934,6.231006181,1,0.92421875,ok
LR_abab_stop,2,47,low,800,200,300,800,45000,45000,1106.923237,81.36454925,29.28784598,1.053058934,0.904025299,1,0.92421875,ok
LR_abab_stop,2,47,mu,800,200,300,800,45000,45000,1.412054033,0,29.28784598,1.053058934,0,1,0.92421875,ok
LR_abab_stop,2,47,comp,800,200,300,800,45000,45000,27.0986341,0,29.28784598,1.053058934,0,1,0.92421875,ok
LR_abab_stop,2,47,all,800,200,300,800,45000,45000,9132.01825,90329.07041,29.28784598,1.053058934,,1,0.92421875,ok
LR_abab_stop,2,48,top,800,300,300,800,45800,45800,302.6876829,52568.94836,28.73029501,1.091958893,20.83241359,1,0.92671875,ok
LR_abab_stop,2,48,mid1,800,300,300,800,45800,45800,3460.408865,33479.81034,28.73029501,1.091958893,18.05737062,1,0.92671875,ok
LR_abab_stop,2,48,mid2,800,300,300,800,45800,45800,4363.05983,4001.70178,28.73029501,1.091958893,6.288509375,1,0.92671875,ok
LR_abab_stop,2,48,low,800,300,300,800,45800,45800,1130.193652,83.08620315,28.73029501,1.091958893,0.9108243692,1,0.92671875,ok
LR_abab_stop,2,48,mu,800,300,300,800,45800,45800,1.443997308,0,28.73029501,1.091958893,0,1,0.92671875,ok
LR_abab_stop,2,48,comp,800,300,300,800,45800,45800,27.23912953,0,28.73029501,1.091958893,0,1,0.92671875,ok
LR_abab_stop,2,48,all,800,300,300,800,45800,45800,9285.033157,90133.54667,28.73029501,1.091958893,,1,0.92671875,ok
LR_abab_stop,2,49,top,800,300,300,800,46600,46600,316.6511719,55298.83804,29.43637412,1.074061713,21.13280301,1,0.924375,ok
LR_abab_stop,2,49,mid1,800,300,300,800,46600,46600,3486.172791,33619.31832,29.43637412,1.074061713,18.25806506,1,0.924375,ok
LR_abab_stop,2,49,mid2,800,300,300,800,46600,46600,4437.120607,4064.528204,29.43637412,1.074061713,6.315693859,1,0.924375,ok
LR_abab_stop,2,49,low,800,300,300,800,46600,46600,1152.961666,84.77589144,29.43637412,1.074061713,0.920629329,1,0.924375,ok
LR_abab_stop,2,49,mu,800,300,300,800,46600,46600,1.497035043,0,29.43637412,1.074061713,0,1,0.924375,ok
LR_abab_stop,2,49,comp,800,300,300,800,46600,46600,27.34344843,0,29.43637412,1.074061713,0,1,0.924375,ok
LR_abab_stop,2,49,all,800,300,300,800,46600,46600,9421.746719,93067.46046,29.43637412,1.074061713,,1,0.924375,ok
LR_abab_stop,2,50,top,800,300,300,800,47400,47400,300.5031635,52290.57244,28.61357739,1.106695328,20.65412167,1,0.921640625,ok
LR_abab_stop,2,50,mid1,800,300,300,800,47400,47400,3540.629431,34083.32931,28.61357739,1.106695328,18.16130411,1,0.921640625,ok
LR_abab_stop,2,50,mid2,800,300,300,800,47400,47400,4523.662814,4148.797804,28.61357739,1.106695328,6.415490044,1,0.921640625,ok
LR_abab_stop,2,50,low,800,300,300,800,47400,47400,1176.826008,86.52083554,28.61357739,1.106695328,0.9303770818,1,0.921640625,ok
LR_abab_stop,2,50,mu,800,300,300,800,47400,47400,1.533148613,0,28.61357739,1.106695328,0,1,0.921640625,ok
LR_abab_stop,2,50,comp,800,300,300,800,47400,47400,27.48081993,0,28.61357739,1.106695328,0,1,0.921640625,ok
LR_abab_stop,2,50,all,800,300,300,800,47400,47400,9570.635385,90609.22039,28.61357739,1.106695328,,1,0.921640625,ok
LR_iid_stop,2,1,top,2500,1900,2000,2500,2500,2500,85.88139879,13140.89419,13.03155879,1.039188928,11.11165331,1,0.806925,ok
LR_iid_stop,2,1,mid1,2500,1900,2000,2500,2500,2500,341.3963285,4270.90495,13.03155879,1.039188928,6.478235607,1,0.806925,ok
LR_iid_stop,2,1,mid2,2500,1900,2000,2500,2500,2500,236.4896505,232.0623897,13.03155879,1.039188928,1.524807469,1,0.806925,ok
LR_iid_stop,2,1,low,2500,1900,2000,2500,2500,2500,54.08733802,3.80326221,13.03155879,1.039188928,0.1958668774,1,0.806925,ok
LR_iid_stop,2,1,mu,2500,1900,2000,2500,2500,2500,0.01804424705,0,13.03155879,1.039188928,0,1,0.806925,ok
LR_iid_stop,2,1,comp,2500,1900,2000,2500,2500,2500,20.74282079,0,13.03155879,1.039188928,0,1,0.806925,ok
LR_iid_stop,2,1,all,2500,1900,2000,2500,2500,2500,738.6155808,17647.66479,13.03155879,1.039188928,,1,0.806925,ok
LR_iid_stop,2,2,top,2700,1800,2200,2700,5200,5200,159.09077,25341.62524,18.39593396,1.024249349,15.19904432,1,0.8045833333,ok
LR_iid_stop,2,2,mid1,2700,1800,2200,2700,5200,5200,705.414873,8847.720343,18.39593396,1.024249349,9.249618378,1,0.8045833333,ok
LR_iid_stop,2,2,mid2,2700,1800,2200,2700,5200,5200,463.1847168,465.2844351,18.39593396,1.024249349,2.131604422,1,0.8045833333,ok
LR_iid_stop,2,2,low,2700,1800,2200,2700,5200,5200,97.20848174,7.031772118,18.39593396,1.024249349,0.2628224233,1,0.8045833333,ok
LR_iid_stop,2,2,mu,2700,1800,2200,2700,5200,5200,0.03429695643,0,18.39593396,1.024249349,0,1,0.8045833333,ok
LR_iid_stop,2,2,comp,2700,1800,2200,2700,5200,5200,21.20374302,0,18.39593396,1.024249349,0,1,0.8045833333,ok
LR_iid_stop,2,2,all,2700,1800,2200,2700,5200,5200,1446.136882,34661.66179,18.39593396,1.024249349,,1,0.8045833333,ok
LR_iid_stop,2,3,top,2100,1500,1600,2100,7300,7300,213.0761461,32310.68536,20.69115101,1.036205996,17.67652379,1,0.769702381,ok
LR_iid_stop,2,3,mid1,2100,1500,1600,2100,7300,7300,943.8997828,11396.68168,20.69115101,1.036205996,10.4447397,1,0.769702381,ok
LR_iid_stop,2,3,mid2,2100,1500,1600,2100,7300,7300,647.7513268,645.3328064,20.69115101,1.036205996,2.517870853,1,0.769702381,ok
LR_iid_stop,2,3,low,2100,1500,1600,2100,7300,7300,132.2747707,9.737773011,20.69115101,1.036205996,0.3081890855,1,0.769702381,ok
LR_iid_stop,2,3,mu,2100,1500,1600,2100,7300,7300,0.05587170632,0,20.69115101,1.036205996,0,1,0.769702381,ok
LR_iid_stop,2,3,comp,2100,1500,1600,2100,7300,7300,21.65055136,0,20.69115101,1.036205996,0,1,0.769702381,ok
LR_iid_stop,2,3,all,2100,1500,1600,2100,7300,7300,1958.708449,44362.43761,20.69115101,1.036205996,,1,0.769702381,ok
LR_iid_stop,2,4,top,2700,1500,2200,2700,10000,10000,248.5792174,39300.42786,22.8366965,1.071971894,18.88388955,1,0.8049074074,ok
LR_iid_stop,2,4,mid1,2700,1500,2200,2700,10000,10000,1305.471705,15689.79287,22.8366965,1.071971894,12.29780055,1,0.8049074074,ok
LR_iid_stop,2,4,mid2,2700,1500,2200,2700,10000,10000,910.0609617,900.2754803,22.8366965,1.071971894,2.971941909,1,0.8049074074,ok
LR_iid_stop,2,4,low,2700,1500,2200,2700,10000,10000,192.3006218,14.41458992,22.8366965,1.071971894,0.3765656438,1,0.8049074074,ok
LR_iid_stop,2,4,mu,2700,1500,2200,2700,10000,10000,0.09585026101,0,22.8366965,1.071971894,0,1,0.8049074074,ok
LR_iid_stop,2,4,comp,2700,1500,2200,2700,10000,10000,22.23554855,0,22.8366965,1.071971894,0,1,0.8049074074,ok
LR_iid_stop,2,4,all,2700,1500,2200,2700,10000,10000,2678.743905,55904.9108,22.8366965,1.071971894,,1,0.8049074074,ok
LR_iid_stop,2,5,top,2600,2000,2100,2600,12600,12600,279.9626006,40563.61242,23.79574762,1.057434747,18.84752526,1,0.7837259615,ok
LR_iid_stop,2,5,mid1,2600,2000,2100,2600,12600,12600,1546.147504,18187.35951,23.79574762,1.057434747,13.26988217,1,0.7837259615,ok
LR_iid_stop,2,5,mid2,2600,2000,2100,2600,12600,12600,1132.313855,1106.922041,23.79574762,1.057434747,3.300885156,1,0.7837259615,ok
LR_iid_stop,2,5,low,2600,2000,2100,2600,12600,12600,240.3587687,18.03786719,23.79574762,1.057434747,0.4254713154,1,0.7837259615,ok
LR_iid_stop,2,5,mu,2600,2000,2100,2600,12600,12600,0.1633049256,0,23.79574762,1.057434747,0,1,0.7837259615,ok
LR_iid_stop,2,5,comp,2600,2000,2100,2600,12600,12600,22.7715537,0,23.79574762,1.057434747,0,1,0.7837259615,ok
LR_iid_stop,2,5,all,2600,2000,2100,2600,12600,12600,3221.717588,59875.93184,23.79574762,1.057434747,,1,0.7837259615,ok
LR_iid_stop,2,6,top,2400,1600,1900,2400,15000,15000,316.663728,46292.53809,25.09801597,1.07210739,20.21480728,1,0.7876302083,ok
LR_iid_stop,2,6,mid1,2400,1600,1900,2400,15000,15000,1734.948685,19936.23744,25.09801597,1.07210739,14.0271278,1,0.7876302083,ok
LR_iid_stop,2,6,mid2,2400,1600,1900,2400,15000,15000,1310.414101,1283.445001,25.09801597,1.07210739,3.574597122,1,0.7876302083,ok
LR_iid_stop,2,6,low,2400,1600,1900,2400,15000,15000,281.5907579,20.93956092,25.09801597,1.07210739,0.4598967016,1,0.7876302083,ok
LR_iid_stop,2,6,mu,2400,1600,1900,2400,15000,15000,0.2147317357,0,25.09801597,1.07210739,0,1,0.7876302083,ok
LR_iid_stop,2,6,comp,2400,1600,1900,2400,15000,15000,23.36419515,0,25.09801597,1.07210739,0,1,0.7876302083,ok
LR_iid_stop,2,6,all,2400,1600,1900,2400,15000,15000,3667.196198,67533.16009,25.09801597,1.07210739,,1,0.7876302083,ok
LR_iid_stop,2,7,top,2500,1700,2000,2500,17500,17500,343.7293047,50788.8962,27.07799319,1.022627408,21.81640702,1,0.78505,ok
LR_iid_stop,2,7,mid1,2500,1700,2000,2500,17500,17500,1979.850345,22646.60992,27.07799319,1.022627408,14.98365966,1,0.78505,ok
LR_iid_stop,2,7,mid2,2500,1700,2000,2500,17500,17500,1548.003657,1519.937587,27.07799319,1.022627408,3.864089564,1,0.78505,ok
LR_iid_stop,2,7,low,2500,1700,2000,2500,17500,17500,338.168616,25.40943282,27.07799319,1.022627408,0.5050028728,1,0.78505,ok
LR_iid_stop,2,7,mu,2500,1700,2000,2500,17500,17500,0.2863075692,0,27.07799319,1.022627408,0,1,0.78505,ok
LR_iid_stop,2,7,comp,2500,1700,2000,2500,17500,17500,23.95072788,0,27.07799319,1.022627408,0,1,0.78505,ok
LR_iid_stop,2,7,all,2500,1700,2000,2500,17500,17500,4233.988958,74980.85314,27.07799319,1.022627408,,1,0.78505,ok
LR_iid_stop,2,8,top,2300,1600,1800,2300,19800,19800,337.8343864,52411.35654,26.96561539,1.085568333,21.80127513,1,0.7777173913,ok
LR_iid_stop,2,8,mid1,2300,1600,1800,2300,19800,19800,2183.560858,24770.2088,26.96561539,1.085568333,15.47306174,1,0.7777173913,ok
LR_iid_stop,2,8,mid2,2300,1600,1800,2300,19800,19800,1762.265807,1726.124071,26.96561539,1.085568333,4.139233344,1,0.7777173913,ok
LR_iid_stop,2,8,low,2300,1600,1800,2300,19800,19800,383.8489989,28.80544967,26.96561539,1.085568333,0.5334959876,1,0.7777173913,ok
LR_iid_stop,2,8,mu,2300,1600,1800,2300,19800,19800,0.3560939875,0,26.96561539,1.085568333,0,1,0.7777173913,ok
LR_iid_stop,2,8,comp,2300,1600,1800,2300,19800,19800,24.54684872,0,26.96561539,1.085568333,0,1,0.7777173913,ok
LR_iid_stop,2,8,all,2300,1600,1800,2300,19800,19800,4692.412993,78936.49485,26.96561539,1.085568333,,1,0.7777173913,ok
LR_iid_stop,2,9,top,2500,1600,2000,2500,22300,22300,372.8501451,57159.95307,27.94657217,1.086291635,22.38418725,1,0.787575,ok
LR_iid_stop,2,9,mid1,2500,1600,2000,2500,22300,22300,2340.183119,25749.82274,27.94657217,1.086291635,15.80176811,1,0.787575,ok
LR_iid_stop,2,9,mid2,2500,1600,2000,2500,22300,22300,1955.932353,1898.444941,27.94657217,1.086291635,4.316860857,1,0.787575,ok
LR_iid_stop,2,9,low,2500,1600,2000,2500,22300,22300,430.9246647,32.33960394,27.94657217,1.086291635,0.5660977905,1,0.787575,ok
LR_iid_stop,2,9,mu,2500,1600,2000,2500,22300,22300,0.4283118283,0,27.94657217,1.086291635,0,1,0.787575,ok
LR_iid_stop,2,9,comp,2500,1600,2000,2500,22300,22300,25.09250004,0,27.94657217,1.086291635,0,1,0.787575,ok
LR_iid_stop,2,9,all,2500,1600,2000,2500,22300,22300,5125.411093,84840.56036,27.94657217,1.086291635,,1,0.787575,ok
LR_iid_stop,2,10,top,2200,1500,1700,2200,24500,24500,378.3498685,55946.56116,27.92429044,1.099834258,22.23649268,1,0.7652840909,ok
