step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,b_mean_alive,b_mean_dead,b_std,b_min,beta_mean,beta_p10,beta_min,p_min,p_mean,dead_b_dominant_frac,dead_persist_frac,p_zero_frac,p_zero_persist_frac
0,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.4284,12.9563,0.175462,0.502005,0,2.48097,140.014,0.0177195,15.8635,0.160226,6.24119,6.24119,0,2.46701,0,nan,0,0,0,0,0,0.4895,0.50135,nan,nan,0,nan
0,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.5804,13.4212,0.165634,0.496742,0,1.67364,102.93,0.0162601,16.2704,0.164404,6.08257,6.08257,0,1.69364,0,nan,0,0,0,0,0,0.4865,0.49865,nan,nan,0,nan
0,B_w20_K10000_c0.0_lr0.01_s2,0,0,0,17.175,12.3915,0.182535,0.500752,0,1.17982,65.2419,0.0180838,15.9711,0.172148,5.80894,5.80894,0,1.35832,0,nan,0,0,0,0,0,0.487,0.502125,nan,nan,0,nan
0,B_w20_K10000_c0.0_lr0.01_s3,0,0,0,17.3676,12.3086,0.184816,0.493734,0,1.20937,72.1036,0.0167726,15.9208,0.192764,5.18769,5.18769,0,1.54637,0,nan,0,0,0,0,0,0.4775,0.501925,nan,nan,0,nan
0,B_w20_K10000_c0.0_lr0.01_s4,0,0,0,17.3679,13.1154,0.171524,0.5198,0,2.70304,169.81,0.015918,16.463,0.160138,6.24463,6.24463,0,4.45686,0,nan,0,0,0,0,0,0.4855,0.500125,nan,nan,0,nan
1000,B_w20_K10000_c0.0_lr0.01_s0,0,0,0,17.3226,12.7687,0.179654,0.493233,0,1.59928,87.0376,0.0183746,15.979,0.164779,6.06873,6.06873,0,1.70945,0,nan,0,0,0,0,0,0.4765,0.498,nan,nan,0,nan
1000,B_w20_K10000_c0.0_lr0.01_s1,0,0,0,17.6006,13.0855,0.16858,0.487469,0,0.276356,20.2768,0.0136292,16.6528,0.188239,5.3124,5.3124,0,0.645242,0,nan,0,0,0,0,0,0.4785,0.4981,nan,nan,0,nan
1000,B_w20_K10000_c0.0_lr0.01_s2,0,0,0,17.5001,12.7054,0.184503,0.487719,0,0.372341,21.4027,0.0173969,16.4062,0.187971,5.31998,5.31998,0,1.06982,0,nan,0,0,0,0,0,0.4855,0.501925,nan,nan,0,nan
1000,B_w20_K10000_c0.0_lr0.01_s3,0,0,0,17.198,11.1315,0.199042,0.504762,0,0.403347,27.4744,0.0146808,16.0692,0.228101,4.38402,4.38402,0,0.702177,0,nan,0,0,0,0,0,0.482,0.50045,nan,nan,0,nan
1000,B_w20_K10000_c0.0_lr0.01_s4,0,0,0,17.283,12.399,0.162846,0.519549,0,6.48069,330.852,0.0195879,16.7156,0.179447,5.57267,5.57267,0,3.61775,0,nan,0,0,0,0,0,0.4885,0.49695,nan,nan,0,nan
