seed,env,checkpoint,layer,branch,task,step,ce,acc,online_ce,online_acc
0,PM,50,2,A,51,0,9.44906234741211,0.11250000447034836,,
0,PM,50,2,B20,51,0,9.44906234741211,0.11250000447034836,,
0,PM,50,2,C20,51,0,15.311684608459473,0.10083333402872086,,
0,PM,50,2,D20,51,0,15.311684608459473,0.10083333402872086,,
0,PM,50,2,C5,51,0,15.311684608459473,0.10083333402872086,,
0,PM,50,2,D5,51,0,15.311684608459473,0.10083333402872086,,
0,PM,50,2,C10,51,0,15.311684608459473,0.10083333402872086,,
0,PM,50,2,D10,51,0,15.311684608459473,0.10083333402872086,,
0,PM,50,2,RB20,51,0,9.44906234741211,0.11250000447034836,,
0,PM,50,2,RC20,51,0,21.825407028198242,0.14166666567325592,,
0,PM,50,2,RD20,51,0,21.825407028198242,0.14166666567325592,,
1,PM,50,2,A,51,0,11.08011245727539,0.0949999988079071,,
1,PM,50,2,B20,51,0,11.08011245727539,0.0949999988079071,,
1,PM,50,2,C20,51,0,33.45512390136719,0.09750000387430191,,
1,PM,50,2,D20,51,0,33.45512390136719,0.09750000387430191,,
1,PM,50,2,C5,51,0,15.771435737609863,0.0949999988079071,,
1,PM,50,2,D5,51,0,15.771435737609863,0.0949999988079071,,
1,PM,50,2,C10,51,0,25.792024612426758,0.08833333849906921,,
1,PM,50,2,D10,51,0,25.792024612426758,0.08833333849906921,,
1,PM,50,2,RB20,51,0,11.08011245727539,0.0949999988079071,,
1,PM,50,2,RC20,51,0,63.89815139770508,0.0949999988079071,,
1,PM,50,2,RD20,51,0,63.89815139770508,0.0949999988079071,,
2,PM,50,2,A,51,0,13.540525436401367,0.0925000011920929,,
2,PM,50,2,B20,51,0,13.540525436401367,0.0925000011920929,,
2,PM,50,2,C20,51,0,28.762435913085938,0.10833333432674408,,
2,PM,50,2,D20,51,0,28.762435913085938,0.10833333432674408,,
2,PM,50,2,C5,51,0,20.94521141052246,0.12833333015441895,,
2,PM,50,2,D5,51,0,20.94521141052246,0.12833333015441895,,
2,PM,50,2,C10,51,0,28.762435913085938,0.10833333432674408,,
2,PM,50,2,D10,51,0,28.762435913085938,0.10833333432674408,,
2,PM,50,2,RB20,51,0,13.540525436401367,0.0925000011920929,,
2,PM,50,2,RC20,51,0,41.2709846496582,0.1366666704416275,,
2,PM,50,2,RD20,51,0,41.2709846496582,0.1366666704416275,,
0,PM,50,2,A,51,75,0.620473325252533,0.7875000238418579,2.2120330333709717,0.5716666579246521
0,PM,50,2,B20,51,75,0.618047833442688,0.7908333539962769,2.2108347415924072,0.5716666579246521
0,PM,50,2,C20,51,75,0.7798658609390259,0.7666667103767395,2.8085579872131348,0.5383333563804626
0,PM,50,2,D20,51,75,0.7180096507072449,0.768333375453949,2.896073579788208,0.5400000214576721
0,PM,50,2,C5,51,75,0.7798658609390259,0.7666667103767395,2.8085579872131348,0.5383333563804626
0,PM,50,2,D5,51,75,0.7180096507072449,0.768333375453949,2.896073579788208,0.5400000214576721
0,PM,50,2,C10,51,75,0.7798658609390259,0.7666667103767395,2.8085579872131348,0.5383333563804626
0,PM,50,2,D10,51,75,0.7180096507072449,0.768333375453949,2.896073579788208,0.5400000214576721
0,PM,50,2,RB20,51,75,0.5822877883911133,0.8133333325386047,2.2325663566589355,0.5666666626930237
0,PM,50,2,RC20,51,75,0.8680226802825928,0.7625000476837158,3.745089530944824,0.5058333277702332
0,PM,50,2,RD20,51,75,0.9907978773117065,0.7733333706855774,4.291632652282715,0.5108333230018616
1,PM,50,2,A,51,75,0.6422406435012817,0.8066666722297668,2.36307430267334,0.5850000381469727
1,PM,50,2,B20,51,75,0.6494458913803101,0.8050000071525574,2.355130195617676,0.5866667032241821
1,PM,50,2,C20,51,75,0.7385234236717224,0.7574999928474426,3.924903154373169,0.5116666555404663
1,PM,50,2,D20,51,75,0.8306602835655212,0.7633333802223206,4.484742164611816,0.47833335399627686
1,PM,50,2,C5,51,75,0.7897226214408875,0.76500004529953,2.80189847946167,0.550000011920929
1,PM,50,2,D5,51,75,0.8317075967788696,0.7616666555404663,2.9543018341064453,0.5441666841506958
1,PM,50,2,C10,51,75,0.7151607275009155,0.7850000262260437,3.480593681335449,0.5241667032241821
1,PM,50,2,D10,51,75,0.7563472390174866,0.7783333659172058,3.8607828617095947,0.503333330154419
1,PM,50,2,RB20,51,75,0.6892233490943909,0.7991666793823242,2.3932952880859375,0.5850000381469727
1,PM,50,2,RC20,51,75,1.1334913969039917,0.7291666865348816,7.479208946228027,0.4741666913032532
1,PM,50,2,RD20,51,75,2.0398499965667725,0.6491667032241821,9.488546371459961,0.41333335638046265
2,PM,50,2,A,51,75,0.7255010008811951,0.7608333230018616,2.6343295574188232,0.5008333325386047
2,PM,50,2,B20,51,75,0.7189362049102783,0.7666667103767395,2.6379308700561523,0.5
2,PM,50,2,C20,51,75,0.9007644057273865,0.7275000214576721,3.9358725547790527,0.44833335280418396
2,PM,50,2,D20,51,75,0.9003329873085022,0.7308333516120911,4.213688850402832,0.4241666793823242
2,PM,50,2,C5,51,75,0.800601065158844,0.7666667103767395,3.4100050926208496,0.49000000953674316
2,PM,50,2,D5,51,75,0.8585400581359863,0.7541666626930237,3.6330063343048096,0.47083333134651184
2,PM,50,2,C10,51,75,0.9007644057273865,0.7275000214576721,3.9358725547790527,0.44833335280418396
2,PM,50,2,D10,51,75,0.9003329873085022,0.7308333516120911,4.213688850402832,0.4241666793823242
2,PM,50,2,RB20,51,75,0.7156091332435608,0.7666667103767395,2.6382687091827393,0.5024999976158142
2,PM,50,2,RC20,51,75,1.181644320487976,0.6850000023841858,5.990525245666504,0.4241666793823242
2,PM,50,2,RD20,51,75,1.5896610021591187,0.699999988079071,7.21950626373291,0.40583333373069763
0,PM,50,2,A,51,375,0.10006571561098099,0.9708333611488342,0.6924077868461609,0.8303333520889282
0,PM,50,2,B20,51,375,0.0997137725353241,0.9700000286102295,0.6915979981422424,0.8316666483879089
0,PM,50,2,C20,51,375,0.11007547378540039,0.9733333587646484,0.8274245262145996,0.8240000009536743
0,PM,50,2,D20,51,375,0.11515841633081436,0.971666693687439,0.8467557430267334,0.8244999647140503
0,PM,50,2,C5,51,375,0.11007547378540039,0.9733333587646484,0.8274245262145996,0.8240000009536743
0,PM,50,2,D5,51,375,0.11515841633081436,0.971666693687439,0.8467557430267334,0.8244999647140503
0,PM,50,2,C10,51,375,0.11007547378540039,0.9733333587646484,0.8274245262145996,0.8240000009536743
0,PM,50,2,D10,51,375,0.11515841633081436,0.971666693687439,0.8467557430267334,0.8244999647140503
0,PM,50,2,RB20,51,375,0.09812255948781967,0.9733333587646484,0.6945376992225647,0.8349999785423279
0,PM,50,2,RC20,51,375,0.10447384417057037,0.9766666889190674,1.0538837909698486,0.8058333396911621
0,PM,50,2,RD20,51,375,0.08131451904773712,0.9816666841506958,1.1810921430587769,0.815833330154419
1,PM,50,2,A,51,375,0.0973837599158287,0.9733333587646484,0.7291129231452942,0.8398333191871643
1,PM,50,2,B20,51,375,0.10024021565914154,0.9725000262260437,0.7262948155403137,0.8399999737739563
1,PM,50,2,C20,51,375,0.17484372854232788,0.9483333826065063,1.0987628698349,0.8018333315849304
1,PM,50,2,D20,51,375,0.1861966848373413,0.9441666603088379,1.2533982992172241,0.7858332991600037
1,PM,50,2,C5,51,375,0.10374671220779419,0.9750000238418579,0.8285189270973206,0.8301666378974915
1,PM,50,2,D5,51,375,0.11231707781553268,0.96833336353302,0.8811875581741333,0.8188333511352539
1,PM,50,2,C10,51,375,0.1563277244567871,0.9450000524520874,1.0042701959609985,0.8061666488647461
1,PM,50,2,D10,51,375,0.16662472486495972,0.9441666603088379,1.1017378568649292,0.7961666584014893
1,PM,50,2,RB20,51,375,0.09302404522895813,0.9750000238418579,0.7414277791976929,0.8391666412353516
1,PM,50,2,RC20,51,375,0.16993270814418793,0.9541667103767395,1.9060102701187134,0.7804999947547913
1,PM,50,2,RD20,51,375,0.33806174993515015,0.9200000166893005,2.6360630989074707,0.7301666736602783
2,PM,50,2,A,51,375,0.13170087337493896,0.9708333611488342,0.8298017382621765,0.8058333396911621
2,PM,50,2,B20,51,375,0.1305534839630127,0.9691666960716248,0.8297620415687561,0.8050000071525574
2,PM,50,2,C20,51,375,0.19760814309120178,0.9466667175292969,1.1582164764404297,0.7764999866485596
2,PM,50,2,D20,51,375,0.2389790117740631,0.9350000023841858,1.2380163669586182,0.7683333158493042
2,PM,50,2,C5,51,375,0.14726021885871887,0.9633333683013916,1.011422038078308,0.7994999885559082
2,PM,50,2,D5,51,375,0.16916832327842712,0.9541667103767395,1.0893396139144897,0.7864999771118164
2,PM,50,2,C10,51,375,0.19760814309120178,0.9466667175292969,1.1582164764404297,0.7764999866485596
2,PM,50,2,D10,51,375,0.2389790117740631,0.9350000023841858,1.2380163669586182,0.7683333158493042
2,PM,50,2,RB20,51,375,0.13478176295757294,0.9700000286102295,0.8312526941299438,0.8071666359901428
2,PM,50,2,RC20,51,375,0.17449741065502167,0.9441666603088379,1.6214288473129272,0.7676666378974915
2,PM,50,2,RD20,51,375,0.2316456139087677,0.925000011920929,2.0306692123413086,0.7418333292007446
0,PM,50,2,A,51,1500,0.0043706330470740795,1.0,0.19230057299137115,0.9543333053588867
0,PM,50,2,B20,51,1500,0.004356729332357645,1.0,0.19214223325252533,0.9547083377838135
0,PM,50,2,C20,51,1500,0.009049899876117706,0.9991666674613953,0.2322893887758255,0.9522500038146973
0,PM,50,2,D20,51,1500,0.008565944619476795,0.9991666674613953,0.23763763904571533,0.9517083168029785
0,PM,50,2,C5,51,1500,0.009049899876117706,0.9991666674613953,0.2322893887758255,0.9522500038146973
0,PM,50,2,D5,51,1500,0.008565944619476795,0.9991666674613953,0.23763763904571533,0.9517083168029785
0,PM,50,2,C10,51,1500,0.009049899876117706,0.9991666674613953,0.2322893887758255,0.9522500038146973
0,PM,50,2,D10,51,1500,0.008565944619476795,0.9991666674613953,0.23763763904571533,0.9517083168029785
0,PM,50,2,RB20,51,1500,0.004187754821032286,1.0,0.1927906721830368,0.9554166793823242
0,PM,50,2,RC20,51,1500,0.004206027835607529,1.0,0.28310853242874146,0.9486249685287476
0,PM,50,2,RD20,51,1500,0.0040300944820046425,1.0,0.3116612434387207,0.9514166712760925
1,PM,50,2,A,51,1500,0.004344348330050707,1.0,0.20223964750766754,0.9565833210945129
1,PM,50,2,B20,51,1500,0.004805931355804205,1.0,0.20264214277267456,0.956416666507721
1,PM,50,2,C20,51,1500,0.010194848291575909,1.0,0.31863340735435486,0.9417083263397217
1,PM,50,2,D20,51,1500,0.014952625147998333,1.0,0.36399978399276733,0.9354166388511658
1,PM,50,2,C5,51,1500,0.006162907462567091,1.0,0.2319779098033905,0.953458309173584
1,PM,50,2,D5,51,1500,0.0067311422899365425,1.0,0.24665255844593048,0.949999988079071
1,PM,50,2,C10,51,1500,0.009113459847867489,1.0,0.2879176735877991,0.9442499876022339
1,PM,50,2,D10,51,1500,0.012555882334709167,0.9991666674613953,0.31786254048347473,0.9398750066757202
1,PM,50,2,RB20,51,1500,0.005736939143389463,1.0,0.2060486227273941,0.9566249847412109
1,PM,50,2,RC20,51,1500,0.009527696296572685,1.0,0.5149134993553162,0.9375
1,PM,50,2,RD20,51,1500,0.012401605024933815,1.0,0.729864239692688,0.9166666865348816
2,PM,50,2,A,51,1500,0.005434402730315924,1.0,0.23750989139080048,0.9462916851043701
2,PM,50,2,B20,51,1500,0.0054017300717532635,1.0,0.23725613951683044,0.9460416436195374
2,PM,50,2,C20,51,1500,0.00971953570842743,1.0,0.3341794013977051,0.934458315372467
2,PM,50,2,D20,51,1500,0.011253507807850838,1.0,0.3586706221103668,0.9313333034515381
2,PM,50,2,C5,51,1500,0.00912706833332777,1.0,0.291467547416687,0.9421666860580444
2,PM,50,2,D5,51,1500,0.009333508089184761,1.0,0.312439888715744,0.937749981880188
2,PM,50,2,C10,51,1500,0.00971953570842743,1.0,0.3341794013977051,0.934458315372467
2,PM,50,2,D10,51,1500,0.011253507807850838,1.0,0.3586706221103668,0.9313333034515381
2,PM,50,2,RB20,51,1500,0.005423545837402344,1.0,0.23735842108726501,0.9466666579246521
2,PM,50,2,RC20,51,1500,0.007139164954423904,1.0,0.44273099303245544,0.9335833191871643
2,PM,50,2,RD20,51,1500,0.009279556572437286,1.0,0.5555870532989502,0.9245416522026062
0,PM,50,2,A,51,3000,0.0008558615227229893,1.0,0.09722825884819031,0.9771666526794434
0,PM,50,2,B20,51,3000,0.0008565219468437135,1.0,0.09714313596487045,0.9773541688919067
0,PM,50,2,C20,51,3000,0.0015844472218304873,1.0,0.11830490082502365,0.9758749604225159
0,PM,50,2,D20,51,3000,0.0015013543888926506,1.0,0.12086865305900574,0.9756666421890259
0,PM,50,2,C5,51,3000,0.0015844472218304873,1.0,0.11830490082502365,0.9758749604225159
0,PM,50,2,D5,51,3000,0.0015013543888926506,1.0,0.12086865305900574,0.9756666421890259
0,PM,50,2,C10,51,3000,0.0015844472218304873,1.0,0.11830490082502365,0.9758749604225159
0,PM,50,2,D10,51,3000,0.0015013543888926506,1.0,0.12086865305900574,0.9756666421890259
0,PM,50,2,RB20,51,3000,0.0008070004405453801,1.0,0.09739124774932861,0.9777083396911621
0,PM,50,2,RC20,51,3000,0.0008944805595092475,1.0,0.14260157942771912,0.9743124842643738
0,PM,50,2,RD20,51,3000,0.001008752966299653,1.0,0.15692895650863647,0.9757083058357239
1,PM,50,2,A,51,3000,0.0008260321919806302,1.0,0.102147676050663,0.9782916307449341
1,PM,50,2,B20,51,3000,0.0008881942485459149,1.0,0.10243182629346848,0.9782083034515381
1,PM,50,2,C20,51,3000,0.0016318781999871135,1.0,0.16153641045093536,0.9708541631698608
1,PM,50,2,D20,51,3000,0.002362822648137808,1.0,0.18513573706150055,0.9677083492279053
1,PM,50,2,C5,51,3000,0.0011406660778447986,1.0,0.11745166033506393,0.976729154586792
1,PM,50,2,D5,51,3000,0.001158747705630958,1.0,0.12483639270067215,0.9749999642372131
1,PM,50,2,C10,51,3000,0.001533720176666975,1.0,0.14602163434028625,0.9721249938011169
1,PM,50,2,D10,51,3000,0.002127000130712986,1.0,0.1617608219385147,0.9698125123977661
1,PM,50,2,RB20,51,3000,0.0011696807341650128,1.0,0.10443146526813507,0.9783124923706055
1,PM,50,2,RC20,51,3000,0.001683539361692965,1.0,0.2596134543418884,0.96875
1,PM,50,2,RD20,51,3000,0.0025846080388873816,1.0,0.36804208159446716,0.9583333134651184
2,PM,50,2,A,51,3000,0.0009323366684839129,1.0,0.12001126259565353,0.9731458425521851
2,PM,50,2,B20,51,3000,0.0009346079896204174,1.0,0.11987297236919403,0.9730208516120911
2,PM,50,2,C20,51,3000,0.001925344462506473,1.0,0.16947665810585022,0.9672291278839111
2,PM,50,2,D20,51,3000,0.002052959753200412,1.0,0.1821129471063614,0.965624988079071
2,PM,50,2,C5,51,3000,0.001497033517807722,1.0,0.1478278785943985,0.9710833430290222
2,PM,50,2,D5,51,3000,0.001606442965567112,1.0,0.15845729410648346,0.968874990940094
2,PM,50,2,C10,51,3000,0.001925344462506473,1.0,0.16947665810585022,0.9672291278839111
2,PM,50,2,D10,51,3000,0.002052959753200412,1.0,0.1821129471063614,0.965624988079071
2,PM,50,2,RB20,51,3000,0.0010261035058647394,1.0,0.11997878551483154,0.9733332991600037
2,PM,50,2,RC20,51,3000,0.001316725043579936,1.0,0.22310908138751984,0.9667916297912598
2,PM,50,2,RD20,51,3000,0.0018626925302669406,1.0,0.28009334206581116,0.9622707962989807
0,PM,50,2,A,51,6000,8.592406811658293e-05,1.0,0.0487741120159626,0.9885833263397217
0,PM,50,2,B20,51,6000,8.630316006019711e-05,1.0,0.04873371869325638,0.9886770844459534
0,PM,50,2,C20,51,6000,0.00012308041914366186,1.0,0.059435077011585236,0.9879375100135803
0,PM,50,2,D20,51,6000,0.0001350227976217866,1.0,0.06072555482387543,0.9878333210945129
0,PM,50,2,C5,51,6000,0.00012308041914366186,1.0,0.059435077011585236,0.9879375100135803
0,PM,50,2,D5,51,6000,0.0001350227976217866,1.0,0.06072555482387543,0.9878333210945129
0,PM,50,2,C10,51,6000,0.00012308041914366186,1.0,0.059435077011585236,0.9879375100135803
0,PM,50,2,D10,51,6000,0.0001350227976217866,1.0,0.06072555482387543,0.9878333210945129
0,PM,50,2,RB20,51,6000,9.245674300473183e-05,1.0,0.04885924607515335,0.988854169845581
0,PM,50,2,RC20,51,6000,0.0001084327741409652,1.0,0.07148611545562744,0.9871562123298645
0,PM,50,2,RD20,51,6000,0.00013145963021088392,1.0,0.07868264615535736,0.9878541827201843
1,PM,50,2,A,51,6000,9.418646368430927e-05,1.0,0.05124069005250931,0.989145815372467
1,PM,50,2,B20,51,6000,0.00010218620445812121,1.0,0.0513971745967865,0.989104151725769
1,PM,50,2,C20,51,6000,0.00016294271335937083,1.0,0.08108461648225784,0.9854270815849304
1,PM,50,2,D20,51,6000,0.0002407000574748963,1.0,0.09303782135248184,0.9838541746139526
1,PM,50,2,C5,51,6000,0.00011786063987528905,1.0,0.05894618108868599,0.988364577293396
1,PM,50,2,D5,51,6000,0.00013437111920211464,1.0,0.062654510140419,0.987500011920929
1,PM,50,2,C10,51,6000,0.00015198469918686897,1.0,0.07330486923456192,0.9860624670982361
1,PM,50,2,D10,51,6000,0.0002070736954919994,1.0,0.0812968760728836,0.9849062561988831
