geometry,optimizer,seed,task,n_keys,n_mismatched_keys,mismatched_keys,max_abs_difference,main_snapshot,priority_snapshot
avg16,adam,302,2,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t002.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t002.npz
avg16,adam,302,3,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t003.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t003.npz
avg16,adam,302,4,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t004.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t004.npz
avg16,adam,302,5,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t005.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t005.npz
avg16,adam,302,6,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t006.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t006.npz
avg16,adam,302,7,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t007.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t007.npz
avg16,adam,302,8,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t008.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t008.npz
avg16,adam,302,9,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t009.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t009.npz
avg16,adam,302,10,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t010.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t010.npz
avg16,adam,302,11,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t011.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t011.npz
avg16,adam,302,12,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t012.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t012.npz
avg16,adam,302,13,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t013.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t013.npz
avg16,adam,302,14,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t014.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t014.npz
avg16,adam,302,15,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t015.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t015.npz
avg16,adam,302,16,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t016.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t016.npz
avg16,adam,302,17,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t017.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t017.npz
avg16,adam,302,18,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t018.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t018.npz
avg16,adam,302,19,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t019.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t019.npz
avg16,adam,302,20,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t020.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t020.npz
avg16,adam,302,21,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t021.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t021.npz
avg16,adam,302,22,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t022.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t022.npz
avg16,adam,302,23,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t023.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t023.npz
avg16,adam,302,24,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t024.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t024.npz
avg16,adam,302,25,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t025.npz
avg16,adam,302,26,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t026.npz
avg16,adam,302,27,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t027.npz
avg16,adam,302,28,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t028.npz
avg16,adam,302,29,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t029.npz
avg16,adam,302,30,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t030.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t030.npz
avg16,adam,302,31,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t031.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t031.npz
avg16,adam,302,32,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t032.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t032.npz
avg16,adam,302,33,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t033.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t033.npz
avg16,adam,302,34,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t034.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t034.npz
avg16,adam,302,35,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t035.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t035.npz
avg16,adam,302,36,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t036.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t036.npz
avg16,adam,302,37,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t037.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t037.npz
avg16,adam,302,38,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t038.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t038.npz
avg16,adam,302,39,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t039.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t039.npz
avg16,adam,302,40,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t040.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t040.npz
avg16,adam,302,41,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t041.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t041.npz
avg16,adam,302,42,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t042.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t042.npz
avg16,adam,302,43,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t043.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t043.npz
avg16,adam,302,44,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t044.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t044.npz
avg16,adam,302,45,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t045.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t045.npz
avg16,adam,302,46,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t046.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t046.npz
avg16,adam,302,47,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t047.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t047.npz
avg16,adam,302,48,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t048.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t048.npz
avg16,adam,302,49,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t049.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t049.npz
avg16,adam,302,50,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed302/t050.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed302/t050.npz
avg16,adam,303,0,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t000.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t000.npz
avg16,adam,303,1,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t001.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t001.npz
avg16,adam,303,2,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t002.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t002.npz
avg16,adam,303,3,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t003.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t003.npz
avg16,adam,303,4,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t004.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t004.npz
avg16,adam,303,5,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t005.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t005.npz
avg16,adam,303,6,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t006.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t006.npz
avg16,adam,303,7,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t007.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t007.npz
avg16,adam,303,8,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t008.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t008.npz
avg16,adam,303,9,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t009.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t009.npz
avg16,adam,303,10,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t010.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t010.npz
avg16,adam,303,11,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t011.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t011.npz
avg16,adam,303,12,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t012.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t012.npz
avg16,adam,303,13,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t013.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t013.npz
avg16,adam,303,14,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t014.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t014.npz
avg16,adam,303,15,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t015.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t015.npz
avg16,adam,303,16,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t016.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t016.npz
avg16,adam,303,17,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t017.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t017.npz
avg16,adam,303,18,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t018.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t018.npz
avg16,adam,303,19,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t019.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t019.npz
avg16,adam,303,20,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t020.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t020.npz
avg16,adam,303,21,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t021.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t021.npz
avg16,adam,303,22,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t022.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t022.npz
avg16,adam,303,23,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t023.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t023.npz
avg16,adam,303,24,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t024.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t024.npz
avg16,adam,303,25,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t025.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t025.npz
avg16,adam,303,26,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t026.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t026.npz
avg16,adam,303,27,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t027.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t027.npz
avg16,adam,303,28,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t028.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t028.npz
avg16,adam,303,29,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t029.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t029.npz
avg16,adam,303,30,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t030.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t030.npz
avg16,adam,303,31,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t031.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t031.npz
avg16,adam,303,32,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t032.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t032.npz
avg16,adam,303,33,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t033.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t033.npz
avg16,adam,303,34,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t034.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t034.npz
avg16,adam,303,35,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t035.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t035.npz
avg16,adam,303,36,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t036.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t036.npz
avg16,adam,303,37,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t037.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t037.npz
avg16,adam,303,38,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t038.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t038.npz
avg16,adam,303,39,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t039.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t039.npz
avg16,adam,303,40,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t040.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t040.npz
avg16,adam,303,41,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t041.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t041.npz
avg16,adam,303,42,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t042.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t042.npz
avg16,adam,303,43,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t043.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t043.npz
avg16,adam,303,44,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t044.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t044.npz
avg16,adam,303,45,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t045.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t045.npz
avg16,adam,303,46,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t046.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t046.npz
avg16,adam,303,47,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t047.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t047.npz
avg16,adam,303,48,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t048.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t048.npz
avg16,adam,303,49,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t049.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t049.npz
avg16,adam,303,50,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed303/t050.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed303/t050.npz
avg16,adam,304,0,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed304/t000.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed304/t000.npz
avg16,adam,304,1,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed304/t001.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed304/t001.npz
avg16,adam,304,2,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed304/t002.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed304/t002.npz
avg16,adam,304,3,21,0,,0.0,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/raw/avg16/adam/seed304/t003.npz,/home/issan/Projects/obsidian-research-data/effdisp_imagegeom_0924/priority_avg16/raw/avg16/adam/seed304/t003.npz
