contrast,geometry,optimizer,reference_geometry,reference_optimizer,seed,window,metric,availability,numerator_series_status,reference_series_status,terminal_divergence,value,reference_value,difference,ratio
geometry_over_rgb32,avg16,adam,rgb32,adam,300,late,R,AVAILABLE,COMPLETE,COMPLETE,False,60.96562809050205,183.4684515087676,-122.50282341826555,0.3322948855192612
geometry_over_rgb32,avg16,adam,rgb32,adam,300,late,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,31.40200583459969,102.92408057638602,-71.52207474178633,0.3050987257670416
geometry_over_rgb32,avg16,adam,rgb32,adam,300,late,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.24546295120489076,-0.2743516041844139,0.028888652979523144,
geometry_over_rgb32,avg16,adam,rgb32,adam,300,late,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.5180246095382226,0.5603572717808081,-0.04233266224258547,0.9244541574198675
geometry_over_rgb32,avg16,adam,rgb32,adam,300,late,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.8966667056083679,0.9858333468437194,-0.08916664123535145,0.9095520135113803
geometry_over_rgb32,dup64,sgd,rgb32,sgd,300,late,R,AVAILABLE,COMPLETE,COMPLETE,False,73.77991244305703,41.09861633562548,32.68129610743155,1.7951921261909358
geometry_over_rgb32,dup64,sgd,rgb32,sgd,300,late,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,31.965439100165952,16.41270603862311,15.552733061542842,1.9476032181983556
geometry_over_rgb32,dup64,sgd,rgb32,sgd,300,late,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.21206729115153816,-0.19761776485057386,-0.0144495263009643,
geometry_over_rgb32,dup64,sgd,rgb32,sgd,300,late,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.43254088369174176,0.3986868106050472,0.03385407308669458,1.0849139529730558
geometry_over_rgb32,dup64,sgd,rgb32,sgd,300,late,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.8537500202655792,0.7366666793823242,0.117083340883255,1.1589366590890555
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,300,late,R,AVAILABLE,COMPLETE,COMPLETE,False,41.78370365204253,41.09861633562548,0.6850873164170537,1.0166693523407795
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,300,late,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,16.306180530665905,16.41270603862311,-0.10652550795720472,0.993509570712683
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,300,late,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.20994460166966267,-0.19761776485057386,-0.012326836819088804,
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,300,late,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.39313027345374707,0.3986868106050472,-0.005556537151300112,0.9860629019985199
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,300,late,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.7445833384990692,0.7366666793823242,0.007916659116744995,1.0107465959005815
geometry_over_rgb32,gray32,sgd,rgb32,sgd,300,late,R,AVAILABLE,COMPLETE,COMPLETE,False,28.40413881754239,41.09861633562548,-12.69447751808309,0.6911215352260133
geometry_over_rgb32,gray32,sgd,rgb32,sgd,300,late,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,9.264876975591989,16.41270603862311,-7.147829063031121,0.5644941762674277
geometry_over_rgb32,gray32,sgd,rgb32,sgd,300,late,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.1662684978192681,-0.19761776485057386,0.03134926703130575,
geometry_over_rgb32,gray32,sgd,rgb32,sgd,300,late,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.3253223860616692,0.3986868106050472,-0.07336442454337799,0.8159848216898871
geometry_over_rgb32,gray32,sgd,rgb32,sgd,300,late,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.5266667008399963,0.7366666793823242,-0.20999997854232788,0.7149321607454713
geometry_over_rgb32,avg16,sgd,rgb32,sgd,300,late,R,AVAILABLE,COMPLETE,COMPLETE,False,27.32278463310616,41.09861633562548,-13.77583170251932,0.6648103286489957
geometry_over_rgb32,avg16,sgd,rgb32,sgd,300,late,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,8.424102651620137,16.41270603862311,-7.988603387002973,0.5132671377770469
geometry_over_rgb32,avg16,sgd,rgb32,sgd,300,late,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.1314286593657799,-0.19761776485057386,0.06618910548479395,
geometry_over_rgb32,avg16,sgd,rgb32,sgd,300,late,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.30906647327171966,0.3986868106050472,-0.08962033733332753,0.7752111809334257
geometry_over_rgb32,avg16,sgd,rgb32,sgd,300,late,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.46625000238418574,0.7366666793823242,-0.2704166769981385,0.6329185443477967
adam_over_sgd,rgb32,adam,rgb32,sgd,300,late,R,AVAILABLE,COMPLETE,COMPLETE,False,183.4684515087676,41.09861633562548,142.36983517314212,4.46410287904831
adam_over_sgd,rgb32,adam,rgb32,sgd,300,late,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,102.92408057638602,16.41270603862311,86.5113745377629,6.27100006142683
adam_over_sgd,rgb32,adam,rgb32,sgd,300,late,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.2743516041844139,-0.19761776485057386,-0.07673383933384004,
adam_over_sgd,rgb32,adam,rgb32,sgd,300,late,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.5603572717808081,0.3986868106050472,0.1616704611757609,1.405507423058239
adam_over_sgd,rgb32,adam,rgb32,sgd,300,late,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9858333468437194,0.7366666793823242,0.24916666746139515,1.3382352893581597
adam_over_sgd,dup64,adam,dup64,sgd,300,late,R,AVAILABLE,COMPLETE,COMPLETE,False,682.4962319310158,73.77991244305703,608.7163194879588,9.25043428938416
adam_over_sgd,dup64,adam,dup64,sgd,300,late,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,386.4018297586631,31.965439100165952,354.43639065849715,12.088112681569797
adam_over_sgd,dup64,adam,dup64,sgd,300,late,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.2743317091449799,-0.21206729115153816,-0.062264417993441734,
adam_over_sgd,dup64,adam,dup64,sgd,300,late,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.567125957526941,0.43254088369174176,0.1345850738351992,1.3111499488476417
adam_over_sgd,dup64,adam,dup64,sgd,300,late,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.995416671037674,0.8537500202655792,0.14166665077209473,1.165934579688825
adam_over_sgd,dup64_half,adam,dup64_half,sgd,300,late,R,AVAILABLE,COMPLETE,COMPLETE,False,357.1787223876968,41.78370365204253,315.3950187356543,8.548278184292469
adam_over_sgd,dup64_half,adam,dup64_half,sgd,300,late,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,199.32349683121424,16.306180530665905,183.01731630054834,12.223800445258185
adam_over_sgd,dup64_half,adam,dup64_half,sgd,300,late,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.2718492344025639,-0.20994460166966267,-0.061904632732901255,
adam_over_sgd,dup64_half,adam,dup64_half,sgd,300,late,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.5564041672023834,0.39313027345374707,0.16327389374863632,1.4153175290069488
adam_over_sgd,dup64_half,adam,dup64_half,sgd,300,late,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9904166758060455,0.7445833384990692,0.24583333730697632,1.3301622862022766
adam_over_sgd,gray32,adam,gray32,sgd,300,late,R,AVAILABLE,COMPLETE,COMPLETE,False,69.49917246374383,28.40413881754239,41.09503364620144,2.4467973808387797
adam_over_sgd,gray32,adam,gray32,sgd,300,late,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,36.868367656932094,9.264876975591989,27.603490681340105,3.979369370371629
adam_over_sgd,gray32,adam,gray32,sgd,300,late,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.26606619098423845,-0.1662684978192681,-0.09979769316497034,
adam_over_sgd,gray32,adam,gray32,sgd,300,late,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.5311057502914935,0.3253223860616692,0.20578336422982435,1.632552117673253
adam_over_sgd,gray32,adam,gray32,sgd,300,late,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9470833539962769,0.5266667008399963,0.4204166531562805,1.7982594162223386
adam_over_sgd,avg16,adam,avg16,sgd,300,late,R,AVAILABLE,COMPLETE,COMPLETE,False,60.96562809050205,27.32278463310616,33.64284345739589,2.231310933682503
adam_over_sgd,avg16,adam,avg16,sgd,300,late,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,31.40200583459969,8.424102651620137,22.977903182979553,3.7276380800702147
adam_over_sgd,avg16,adam,avg16,sgd,300,late,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.24546295120489076,-0.1314286593657799,-0.11403429183911085,
adam_over_sgd,avg16,adam,avg16,sgd,300,late,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.5180246095382226,0.30906647327171966,0.20895813626650295,1.6760944791407213
adam_over_sgd,avg16,adam,avg16,sgd,300,late,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.8966667056083679,0.46625000238418574,0.4304167032241822,1.9231457394600135
geometry_over_rgb32,dup64,adam,rgb32,adam,301,early,R,AVAILABLE,COMPLETE,COMPLETE,False,528.4953309872274,144.72484724749725,383.77048373973014,3.6517249182749905
geometry_over_rgb32,dup64,adam,rgb32,adam,301,early,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,336.418565302484,89.02318759704329,247.39537770544072,3.7789993189780753
geometry_over_rgb32,dup64,adam,rgb32,adam,301,early,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.29897811254215106,-0.29395608221503666,-0.005022030327114402,
geometry_over_rgb32,dup64,adam,rgb32,adam,301,early,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.6451345662563476,0.6159487539165205,0.02918581233982709,1.0473835074009787
geometry_over_rgb32,dup64,adam,rgb32,adam,301,early,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9958333373069764,0.9975000023841858,-0.0016666650772093616,0.9983291578213276
geometry_over_rgb32,dup64_half,adam,rgb32,adam,301,early,R,AVAILABLE,COMPLETE,COMPLETE,False,273.5694826175426,144.72484724749725,128.84463537004532,1.8902730790221889
geometry_over_rgb32,dup64_half,adam,rgb32,adam,301,early,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,175.21450392796334,89.02318759704329,86.19131633092005,1.9681895094686848
geometry_over_rgb32,dup64_half,adam,rgb32,adam,301,early,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.29709601248233697,-0.29395608221503666,-0.003139930267300306,
geometry_over_rgb32,dup64_half,adam,rgb32,adam,301,early,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.640176773967681,0.6159487539165205,0.024228020051160537,1.0393344736832508
geometry_over_rgb32,dup64_half,adam,rgb32,adam,301,early,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9983333349227904,0.9975000023841858,0.0008333325386046253,1.0008354210893362
geometry_over_rgb32,gray32,adam,rgb32,adam,301,early,R,AVAILABLE,COMPLETE,COMPLETE,False,56.09960536112108,144.72484724749725,-88.62524188637617,0.38762939763331633
geometry_over_rgb32,gray32,adam,rgb32,adam,301,early,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,32.618471767783824,89.02318759704329,-56.404715829259466,0.3664042217341044
geometry_over_rgb32,gray32,adam,rgb32,adam,301,early,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.2884784431378291,-0.29395608221503666,0.005477639077207552,
geometry_over_rgb32,gray32,adam,rgb32,adam,301,early,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.5807643105496958,0.6159487539165205,-0.03518444336682469,0.9428776450263049
geometry_over_rgb32,gray32,adam,rgb32,adam,301,early,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9587500393390656,0.9975000023841858,-0.03874996304512024,0.9611529193458631
geometry_over_rgb32,avg16,adam,rgb32,adam,301,early,R,AVAILABLE,COMPLETE,COMPLETE,False,50.20391017214379,144.72484724749725,-94.52093707535346,0.3468921275576746
geometry_over_rgb32,avg16,adam,rgb32,adam,301,early,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,27.97255902303798,89.02318759704329,-61.05062857400531,0.314216551643305
geometry_over_rgb32,avg16,adam,rgb32,adam,301,early,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.29039718824919536,-0.29395608221503666,0.0035588939658413032,
geometry_over_rgb32,avg16,adam,rgb32,adam,301,early,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.5565970664336944,0.6159487539165205,-0.05935168748282604,0.9036418417840164
geometry_over_rgb32,avg16,adam,rgb32,adam,301,early,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9241666793823242,0.9975000023841858,-0.07333332300186157,0.9264828843843779
