contrast,geometry,optimizer,reference_geometry,reference_optimizer,seed,window,metric,availability,numerator_series_status,reference_series_status,terminal_divergence,value,reference_value,difference,ratio
geometry_over_rgb32,dup64,adam,rgb32,adam,300,early,R,AVAILABLE,COMPLETE,COMPLETE,False,527.7786212445139,145.30791632376133,382.4707049207526,3.6321394910692106
geometry_over_rgb32,dup64,adam,rgb32,adam,300,early,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,330.47557938995953,90.4268498817996,240.04872950815994,3.654617846601279
geometry_over_rgb32,dup64,adam,rgb32,adam,300,early,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.3012819039143445,-0.30035705755715225,-0.0009248463571922549,
geometry_over_rgb32,dup64,adam,rgb32,adam,300,early,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.6347207132527846,0.6173577095503537,0.017363003702430824,1.0281247053917526
geometry_over_rgb32,dup64,adam,rgb32,adam,300,early,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9775000214576722,0.995416671037674,-0.01791664958000172,0.9820008544147403
geometry_over_rgb32,dup64_half,adam,rgb32,adam,300,early,R,AVAILABLE,COMPLETE,COMPLETE,False,276.9534677636771,145.30791632376133,131.64555143991578,1.9059764586163057
geometry_over_rgb32,dup64_half,adam,rgb32,adam,300,early,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,176.53396310047435,90.4268498817996,86.10711321867475,1.9522294908119509
geometry_over_rgb32,dup64_half,adam,rgb32,adam,300,early,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.2957269504107012,-0.30035705755715225,0.004630107146451068,
geometry_over_rgb32,dup64_half,adam,rgb32,adam,300,early,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.6358519620185744,0.6173577095503537,0.018494252468220673,1.0299571094393407
geometry_over_rgb32,dup64_half,adam,rgb32,adam,300,early,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9950000047683716,0.995416671037674,-0.00041666626930236816,0.9995814152189475
geometry_over_rgb32,gray32,adam,rgb32,adam,300,early,R,AVAILABLE,COMPLETE,COMPLETE,False,58.179445530652245,145.30791632376133,-87.12847079310909,0.4003873085690825
geometry_over_rgb32,gray32,adam,rgb32,adam,300,early,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,33.79645867495289,90.4268498817996,-56.63039120684671,0.37374362503094527
geometry_over_rgb32,gray32,adam,rgb32,adam,300,early,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.2866662011753628,-0.30035705755715225,0.013690856381789462,
geometry_over_rgb32,gray32,adam,rgb32,adam,300,early,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.5769695854931056,0.6173577095503537,-0.04038812405724812,0.9345790561412696
geometry_over_rgb32,gray32,adam,rgb32,adam,300,early,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9583333730697632,0.995416671037674,-0.03708329796791077,0.9627459544863226
geometry_over_rgb32,avg16,adam,rgb32,adam,300,early,R,AVAILABLE,COMPLETE,COMPLETE,False,49.3972897353607,145.30791632376133,-95.91062658840063,0.3399490611736414
geometry_over_rgb32,avg16,adam,rgb32,adam,300,early,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,28.17701025803823,90.4268498817996,-62.24983962376137,0.3116000424085267
geometry_over_rgb32,avg16,adam,rgb32,adam,300,early,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.2937326600820396,-0.30035705755715225,0.0066243974751126755,
geometry_over_rgb32,avg16,adam,rgb32,adam,300,early,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.571247200158062,0.6173577095503537,-0.046110509392291776,0.925309899465132
geometry_over_rgb32,avg16,adam,rgb32,adam,300,early,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9129166901111603,0.995416671037674,-0.08249998092651367,0.9171201534725038
geometry_over_rgb32,dup64,sgd,rgb32,sgd,300,early,R,AVAILABLE,COMPLETE,COMPLETE,False,66.21752872222302,39.11684610347156,27.100682618751463,1.6928135910309579
geometry_over_rgb32,dup64,sgd,rgb32,sgd,300,early,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,33.07216236742407,16.63674183969393,16.43542052773014,1.9878989940516207
geometry_over_rgb32,dup64,sgd,rgb32,sgd,300,early,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.25395066628842444,-0.20152129387805764,-0.0524293724103668,
geometry_over_rgb32,dup64,sgd,rgb32,sgd,300,early,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.4995836846071253,0.42458164906074664,0.07500203554637869,1.1766492633685348
geometry_over_rgb32,dup64,sgd,rgb32,sgd,300,early,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9045833647251129,0.7754167020320892,0.12916666269302368,1.1665770963593176
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,300,early,R,AVAILABLE,COMPLETE,COMPLETE,False,39.68335234400434,39.11684610347156,0.5665062405327816,1.0144824109549697
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,300,early,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,17.11199332886909,16.63674183969393,0.4752514891751609,1.0285663799892146
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,300,early,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.19817961893963612,-0.20152129387805764,0.003341674938421524,
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,300,early,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.4312204877260466,0.42458164906074664,0.006638838665299962,1.0156361884221476
geometry_over_rgb32,dup64_half,sgd,rgb32,sgd,300,early,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.8004166781902313,0.7754167020320892,0.02499997615814209,1.032240698572298
geometry_over_rgb32,gray32,sgd,rgb32,sgd,300,early,R,AVAILABLE,COMPLETE,COMPLETE,False,25.19124493553919,39.11684610347156,-13.92560116793237,0.6439998988901997
geometry_over_rgb32,gray32,sgd,rgb32,sgd,300,early,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,9.267677861719191,16.63674183969393,-7.369063977974738,0.5570608687097167
geometry_over_rgb32,gray32,sgd,rgb32,sgd,300,early,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.1515449536405794,-0.20152129387805764,0.04997634023747824,
geometry_over_rgb32,gray32,sgd,rgb32,sgd,300,early,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.37194019371571574,0.42458164906074664,-0.052641455345030896,0.8760157075524023
geometry_over_rgb32,gray32,sgd,rgb32,sgd,300,early,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.5712499916553497,0.7754167020320892,-0.2041667103767395,0.7367006541880105
geometry_over_rgb32,avg16,sgd,rgb32,sgd,300,early,R,AVAILABLE,COMPLETE,COMPLETE,False,25.22292415426015,39.11684610347156,-13.89392194921141,0.6448097601616622
geometry_over_rgb32,avg16,sgd,rgb32,sgd,300,early,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,8.441245390906543,16.63674183969393,-8.195496448787386,0.5073857292637919
geometry_over_rgb32,avg16,sgd,rgb32,sgd,300,early,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.11764153639818556,-0.20152129387805764,0.08387975747987209,
geometry_over_rgb32,avg16,sgd,rgb32,sgd,300,early,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.32863918289414923,0.42458164906074664,-0.0959424661665974,0.7740305866284143
geometry_over_rgb32,avg16,sgd,rgb32,sgd,300,early,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.48083335161209106,0.7754167020320892,-0.29458335041999817,0.6200967174836436
adam_over_sgd,rgb32,adam,rgb32,sgd,300,early,R,AVAILABLE,COMPLETE,COMPLETE,False,145.30791632376133,39.11684610347156,106.19107022028977,3.7147145232362044
adam_over_sgd,rgb32,adam,rgb32,sgd,300,early,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,90.4268498817996,16.63674183969393,73.79010804210567,5.435370143572728
adam_over_sgd,rgb32,adam,rgb32,sgd,300,early,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.30035705755715225,-0.20152129387805764,-0.09883576367909461,
adam_over_sgd,rgb32,adam,rgb32,sgd,300,early,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.6173577095503537,0.42458164906074664,0.1927760604896071,1.4540376648780358
adam_over_sgd,rgb32,adam,rgb32,sgd,300,early,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.995416671037674,0.7754167020320892,0.21999996900558472,1.2837183780398895
adam_over_sgd,dup64,adam,dup64,sgd,300,early,R,AVAILABLE,COMPLETE,COMPLETE,False,527.7786212445139,66.21752872222302,461.5610925222909,7.970376295051738
adam_over_sgd,dup64,adam,dup64,sgd,300,early,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,330.47557938995953,33.07216236742407,297.40341702253545,9.992560381097926
adam_over_sgd,dup64,adam,dup64,sgd,300,early,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.3012819039143445,-0.25395066628842444,-0.047331237625920064,
adam_over_sgd,dup64,adam,dup64,sgd,300,early,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.6347207132527846,0.4995836846071253,0.13513702864565924,1.2704992833221356
adam_over_sgd,dup64,adam,dup64,sgd,300,early,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9775000214576722,0.9045833647251129,0.07291665673255932,1.0806080009604393
adam_over_sgd,dup64_half,adam,dup64_half,sgd,300,early,R,AVAILABLE,COMPLETE,COMPLETE,False,276.9534677636771,39.68335234400434,237.27011541967278,6.979084462493032
adam_over_sgd,dup64_half,adam,dup64_half,sgd,300,early,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,176.53396310047435,17.11199332886909,159.42196977160526,10.316388027258613
adam_over_sgd,dup64_half,adam,dup64_half,sgd,300,early,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.2957269504107012,-0.19817961893963612,-0.09754733147106506,
adam_over_sgd,dup64_half,adam,dup64_half,sgd,300,early,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.6358519620185744,0.4312204877260466,0.20463147429252782,1.4745402412849404
adam_over_sgd,dup64_half,adam,dup64_half,sgd,300,early,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9950000047683716,0.8004166781902313,0.19458332657814026,1.2431025388152825
adam_over_sgd,gray32,adam,gray32,sgd,300,early,R,AVAILABLE,COMPLETE,COMPLETE,False,58.179445530652245,25.19124493553919,32.98820059511306,2.3095105335018244
adam_over_sgd,gray32,adam,gray32,sgd,300,early,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,33.79645867495289,9.267677861719191,24.528780813233695,3.646701922447217
adam_over_sgd,gray32,adam,gray32,sgd,300,early,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.2866662011753628,-0.1515449536405794,-0.13512124753478338,
adam_over_sgd,gray32,adam,gray32,sgd,300,early,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.5769695854931056,0.37194019371571574,0.20502939177738988,1.5512429020620975
adam_over_sgd,gray32,adam,gray32,sgd,300,early,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9583333730697632,0.5712499916553497,0.38708338141441345,1.6776076797703503
adam_over_sgd,avg16,adam,avg16,sgd,300,early,R,AVAILABLE,COMPLETE,COMPLETE,False,49.3972897353607,25.22292415426015,24.174365581100552,1.9584283500696926
adam_over_sgd,avg16,adam,avg16,sgd,300,early,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,28.17701025803823,8.441245390906543,19.735764867131685,3.338015772932313
adam_over_sgd,avg16,adam,avg16,sgd,300,early,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.2937326600820396,-0.11764153639818556,-0.17609112368385402,
adam_over_sgd,avg16,adam,avg16,sgd,300,early,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.571247200158062,0.32863918289414923,0.24260801726391273,1.7382199989891465
adam_over_sgd,avg16,adam,avg16,sgd,300,early,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9129166901111603,0.48083335161209106,0.4320833384990692,1.8986134947803068
geometry_over_rgb32,dup64,adam,rgb32,adam,300,late,R,AVAILABLE,COMPLETE,COMPLETE,False,682.4962319310158,183.4684515087676,499.0277804222482,3.7199650747496533
geometry_over_rgb32,dup64,adam,rgb32,adam,300,late,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,386.4018297586631,102.92408057638602,283.4777491822771,3.754241258165931
geometry_over_rgb32,dup64,adam,rgb32,adam,300,late,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.2743317091449799,-0.2743516041844139,1.9895039434003614e-05,
geometry_over_rgb32,dup64,adam,rgb32,adam,300,late,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.567125957526941,0.5603572717808081,0.006768685746132874,1.0120792324593595
geometry_over_rgb32,dup64,adam,rgb32,adam,300,late,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.995416671037674,0.9858333468437194,0.009583324193954579,1.0097210387786504
geometry_over_rgb32,dup64_half,adam,rgb32,adam,300,late,R,AVAILABLE,COMPLETE,COMPLETE,False,357.1787223876968,183.4684515087676,173.71027087892918,1.9468127596347424
geometry_over_rgb32,dup64_half,adam,rgb32,adam,300,late,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,199.32349683121424,102.92408057638602,96.39941625482822,1.9366070186391857
geometry_over_rgb32,dup64_half,adam,rgb32,adam,300,late,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.2718492344025639,-0.2743516041844139,0.002502369781849978,
geometry_over_rgb32,dup64_half,adam,rgb32,adam,300,late,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.5564041672023834,0.5603572717808081,-0.003953104578424682,0.9929453854219438
geometry_over_rgb32,dup64_half,adam,rgb32,adam,300,late,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9904166758060455,0.9858333468437194,0.004583328962326161,1.0046491924593546
geometry_over_rgb32,gray32,adam,rgb32,adam,300,late,R,AVAILABLE,COMPLETE,COMPLETE,False,69.49917246374383,183.4684515087676,-113.96927904502377,0.37880721122466443
geometry_over_rgb32,gray32,adam,rgb32,adam,300,late,d_eff,AVAILABLE,COMPLETE,COMPLETE,False,36.868367656932094,102.92408057638602,-66.05571291945392,0.35820934664138104
geometry_over_rgb32,gray32,adam,rgb32,adam,300,late,c,AVAILABLE,COMPLETE,COMPLETE,False,-0.26606619098423845,-0.2743516041844139,0.008285413200175451,
geometry_over_rgb32,gray32,adam,rgb32,adam,300,late,rho,AVAILABLE,COMPLETE,COMPLETE,False,0.5311057502914935,0.5603572717808081,-0.029251521489314536,0.9477984440241962
geometry_over_rgb32,gray32,adam,rgb32,adam,300,late,train_acc,AVAILABLE,COMPLETE,COMPLETE,False,0.9470833539962769,0.9858333468437194,-0.038749992847442516,0.9606931607948687
