arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
LK001,raw,0,0,0.001,1,none,0.7807458333,1,1,0,0,-45.74071884,17.32825089,-79.08747101,0.0116499979,41.51391053,0,0,-1.84944427,5.033623695,-8.631524086,0.3556751013,64.087682,9.735878944,2.139895201,4.254178047
LK001,raw,0,0,0.001,2,none,0.62009375,0.9733333588,0.9733333588,0,0,-48.04973984,16.85191727,-79.28875732,0.0116499979,51.83474938,0,0,-5.115433216,3.140489578,-14.56348038,0.04794999585,51.14838839,15.68893337,3.137313843,7.531258583
LK001,raw,0,0,0.001,3,none,0.5421375,0.8583333492,0.8583333492,0,0,-62.34605789,20.65211296,-112.6530075,0.009999997914,37.14407096,0,0,-10.04614258,3.547553301,-19.01652145,0.02072499692,34.6104724,19.59161186,4.235016346,10.50145435
LK001,raw,0,0,0.001,4,none,0.3799666667,0.6450000405,0.6450000405,0,0,-74.31970215,23.71877098,-194.1399841,0.009999997914,23.71245871,0,0,-13.60676765,4.261657238,-28.91716576,0.01329999696,23.39972539,23.0579586,5.488772869,13.51006889
LK001,raw,0,0,0.001,5,none,0.3650270833,0.6341666579,0.6341666579,0,0,-82.05496216,26.49368477,-160.6254425,0.009999997914,27.59879531,0,0,-16.03132439,4.90717268,-32.76923752,0.01412499789,19.40400769,27.61366844,7.478488922,16.23179626
LK001,raw,0,0,0.001,6,none,0.37483125,0.6283333302,0.6283333302,0,0,-87.60282898,27.69665527,-149.3861542,0.009999997914,28.94150667,0,0,-17.96116638,5.441151142,-40.01898575,0.01412499789,21.23719302,30.17576218,8.407624245,17.23251343
LK001,raw,0,0,0.001,7,none,0.39050625,0.6008333564,0.6008333564,0,0,-95.04123688,28.84332085,-203.0316467,0.009999997914,24.54028719,0,0,-21.559515,6.336658955,-51.36228561,0.0124749979,15.14603491,34.5375061,9.813546181,18.57855415
LK001,raw,0,0,0.001,8,none,0.38995625,0.6066666842,0.6066666842,0,0,-91.4727478,27.76543427,-198.0050964,0.009999997914,23.21460765,0,0,-20.69656563,6.229439735,-39.2012825,0.01082499884,6.208692466,36.20848465,10.4026165,19.00203514
LK001,raw,0,0,0.001,9,none,0.3833458333,0.6050000191,0.6050000191,0,0,-87.29707336,26.63162613,-185.1306763,0.009999997914,27.6122982,0,0,-20.87851524,6.601673126,-40.25137329,0.01412499789,10.92489195,36.82392502,10.41564083,18.81586647
LK001,raw,0,0,0.001,10,none,0.3699041667,0.6374999881,0.6374999881,0,0,-87.93179321,27.23610878,-163.0597992,0.009999997914,29.59445568,0,0,-23.63629341,6.622946739,-41.42189026,0.01412499789,17.7915123,38.07688141,10.62934303,18.84088135
