arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,pool
SN3_avg,9,0.001,1,none,0.9591645833,1,1,0,0,-0.04777667299,0.1442772299,-0.4227774739,0.8305388689,1.061355591,13.39506036,0,0,-0.09213283658,0.197577104,-0.1283043027,0.6917526126,1.086316109,15.34149536,0,0,-0.06037372723,0.449860543,-0.3088505566,0.9344002604,82.3852748,0,0,0.2704698443,0.9534682631,-0.946295619,0.9907361269,44.63811141,0.6564781666,1.21178925,2.354143143,1.39159143,2.394333601,avg
SN3_avg,9,0.001,2,none,0.9557958333,1,1,0,0,-0.04026480392,0.129126817,-0.2144056708,0.8460125923,1.099288583,14.12100433,0,0,-0.1311783046,0.1888311058,-0.2043942809,0.5869899392,1.014252186,15.24744178,0,0,-0.2175771445,0.4086167514,-2.394841671,0.8977567554,59.57669013,0,0,0.247227937,0.9430199862,-2.220720291,0.9861117005,38.06165237,0.6945619583,1.482051969,3.063238382,1.60956347,2.714066744,avg
SN3_avg,9,0.001,3,none,0.9472333333,1,1,0,0,-0.08389317244,0.1306052059,-0.1848061234,0.7178661227,0.9299938083,13.83662555,0,0,-0.1255366802,0.1965971142,-0.2079460919,0.6376886368,1.093053341,15.38798441,0,0,-0.2491062433,0.4410333037,-2.82626152,0.923302114,57.60409783,0,0,0.2024677694,1.10232234,-5.663964748,0.9915409684,32.26635203,0.7263662219,1.688762426,3.576649189,1.698769212,2.416996241,avg
SN3_avg,9,0.001,4,none,0.9519166667,1,1,0,0,-0.05945633724,0.1312643141,-0.2234911472,0.7565647364,1.037302494,14.15058591,0,0,-0.1386675388,0.1918481141,-0.2792559266,0.5896217823,1.027579188,15.48055914,0,0,-0.2258221954,0.4571894407,-3.526600122,0.9151574969,55.83959329,0,0,0.3206855357,1.245862961,-5.03051281,0.9940136671,32.07286442,0.7395546436,1.830844283,3.961859941,1.913254976,2.249930143,avg
SN3_avg,9,0.001,5,none,0.9500479167,1,1,0,0,-0.07105927914,0.1385468245,-0.1609486192,0.6603351235,0.9554414153,14.07258751,0,0,-0.1457391381,0.2133817524,-0.2471991777,0.5920341015,1.049459815,15.5887309,0,0,-0.2755331397,0.5251299739,-4.874409199,0.9579706192,57.22569517,0,0,0.3932653368,1.643669605,-4.502898693,0.9948467016,31.20532603,0.7804077864,1.98096621,4.390249729,2.010582447,1.939716578,avg
SN3_avg,9,0.001,6,none,0.9527375,1,1,0,0,-0.0584962219,0.1406199485,-0.1644770056,0.7389934659,1.020983934,14.21677739,0,0,-0.1272016615,0.210551545,-0.2229029089,0.6108394265,1.03115809,15.54558575,0,0,-0.3256570995,0.563828826,-2.991451979,0.9662551284,60.4850695,0,0,0.5157466531,1.862915158,-7.367049217,0.9969804287,32.09894777,0.8312677741,2.160383463,4.715266705,2.142414093,1.787837505,avg
SN3_avg,9,0.001,7,none,0.96151875,1,1,0,0,-0.08403779566,0.1461215168,-0.1455486268,0.6802681684,0.9384058714,14.21166979,0,0,-0.1366202235,0.2196815163,-0.1895747185,0.6368991137,1.083111405,15.66403109,0,0,-0.2085685581,0.5900009871,-2.519415855,0.9759861231,68.98500085,0,0,0.4586054683,2.030609608,-5.889952183,0.992904067,36.975286,0.8531537056,2.31819582,5.063480377,2.362263441,1.698444724,avg
SN3_avg,9,0.001,8,none,0.96000625,1,1,0,0,-0.09255514294,0.146410495,-0.2090452164,0.6222165823,0.9111782312,14.19430191,0,0,-0.1229423285,0.2075675577,-0.1968743056,0.6355894804,1.101466298,15.74816883,0,0,-0.2183907181,0.5992601514,-2.445314884,0.9604231119,69.78057372,0,0,0.4501428902,2.145833492,-3.632523775,0.9906221628,38.77702769,0.8924432993,2.40035677,5.391993046,2.492010832,1.717479706,avg
SN3_avg,9,0.001,9,none,0.9632979167,1,1,0,0,-0.09310631454,0.1487412751,-0.2076594383,0.6553432941,0.9156222939,14.03010147,0,0,-0.1468883306,0.2192860544,-0.2256996185,0.6128804684,1.076877832,15.69742081,0,0,-0.3607518971,0.6290766001,-2.609082937,0.9790303707,68.46123179,0,0,0.4357289374,2.38229847,-4.671539307,0.9937573671,39.19471243,0.9133277535,2.444923401,5.71326685,2.673885822,1.734259963,avg
SN3_avg,9,0.001,10,none,0.9602666667,1,1,0,0,-0.1034970134,0.1387865394,-0.2675908506,0.6342561245,0.8436360359,13.99735273,0,0,-0.1173273847,0.1992599219,-0.1943243146,0.6578156948,1.135455012,15.72282645,0,0,-0.1486707926,0.6107693911,-2.052980423,0.9794608951,69.79295505,0,0,0.1716605425,2.367775202,-4.270604134,0.9909371138,40.99764157,0.9264004827,2.481354713,5.981462955,2.825736046,1.851507783,avg
