sanity_status,T0_root,g_A_40,g_A_40_ci_lo,g_A_40_ci_hi,g_A_40_exist_rate,T0_horizon,P_g,P_g_ci_lo,P_g_ci_hi,P_g_exist_rate,S_one,S_one_ci_lo,S_one_ci_hi,bootstrap_B,bootstrap_seed
PASS,NO_RESOLVED_SEPARATION,-0.9324920439463252,-0.9834589505281071,0.5624849361067583,1.0,NO_RESOLVED_HORIZON_SHIFT,-0.5424667908768394,-0.6264000691180592,0.4924704000679109,1.0,1.7432354254988685e-06,-5.606467969181448e-06,9.832258668401895e-06,10000,20260828
