population,k,band,band_left,band_right,band_center,n_pair,n_seed,seed_ids,guard_main,guard_descriptive,F,D,H,F_path
S,2,10,1.0,1.1,1.05,383,4,"0,1,7,8",False,False,-0.0009865457077454234,-0.0007606068608281851,0.0002259388469172383,-0.0009174723397039371
S,2,11,1.1,1.2,1.15,180,2,"1,8",False,False,-0.0033427173630274946,-0.0027375014149355467,0.0006052159480919481,-0.0025491948233763947
S,2,12,1.2,1.3,1.25,121,2,"1,8",False,False,-0.0001788868699445803,-0.00021368638122944874,-3.479951128486841e-05,-6.645027763915707e-05
S,5,-24,-2.4,-2.3,-2.35,60,1,9,False,False,0.00036682995476742993,-0.0002516804018933765,-0.0006185103566608064,0.0003438825258429763
S,5,-23,-2.3,-2.2,-2.25,60,1,0,False,False,-1.2608139744922179e-05,-7.252594820386092e-05,-5.991780845893874e-05,-9.678020412593476e-06
S,5,-22,-2.2,-2.1,-2.15,60,1,8,False,False,-7.030252436379669e-06,-4.8518529354169004e-06,2.1783995009627686e-06,-6.662559201989401e-06
S,5,-21,-2.1,-2.0,-2.05,502,3,"5,8,9",False,False,1.3900433731260628e-05,2.0976011635455427e-05,7.075577904194774e-06,2.001095748647726e-05
S,5,-20,-2.0,-1.9,-1.95,638,6,"2,3,4,5,8,9",False,True,8.566496277611976e-06,3.821537162835742e-05,2.9648875350745476e-05,2.6247823820042357e-06
S,5,-19,-1.9,-1.8,-1.85,523,3,"4,5,9",False,False,0.00016236489208010837,0.00039024514531456637,0.00022788025323445797,0.00011129113961354498
S,5,-18,-1.8,-1.7,-1.75,1425,10,"0,1,2,3,4,5,6,7,8,9",True,True,-3.009191375448753e-05,-4.524504878882067e-05,-1.5153135034333139e-05,-2.4452404936665426e-05
S,5,-17,-1.7,-1.6,-1.65,1986,9,"0,1,2,4,5,6,7,8,9",True,True,-1.2392420130950097e-05,-2.0796027479229313e-05,-8.403607348279215e-06,-1.1706660953919586e-05
S,5,-16,-1.6,-1.5,-1.55,3477,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.5004563817403647e-06,3.940008222899992e-05,3.5899625847259545e-05,2.3865370957725588e-06
S,5,-15,-1.5,-1.4,-1.45,4620,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.0001208615452106931,1.11485068183481e-05,-0.00010971303839234503,0.00011843513101397918
S,5,-14,-1.4,-1.3,-1.35,6339,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00023628739162131405,0.00020548371284325964,-3.080367877805435e-05,0.00017578115428951963
S,5,-13,-1.3,-1.2,-1.25,9537,10,"0,1,2,3,4,5,6,7,8,9",True,True,-3.655281236123269e-05,-3.1461139311150915e-05,5.091673050081736e-06,-3.5107922153649944e-05
S,5,-12,-1.2,-1.1,-1.15,11971,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.9767979968054995e-05,3.4910708673427276e-05,5.142728705372261e-06,2.743103197700389e-05
S,5,-11,-1.1,-1.0,-1.05,14924,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.3450543284354293e-05,-2.120606122321536e-05,2.2444820611388604e-06,-8.855167334909822e-06
S,5,-10,-1.0,-0.9,-0.95,20427,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.9979212182492197e-05,2.4283657831213985e-05,-5.695554351278279e-06,1.9379563170526583e-05
S,5,-9,-0.9,-0.8,-0.85,22380,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.7340543619557685e-05,5.83306065152719e-05,1.0990062895714187e-05,4.585020683087411e-05
S,5,-8,-0.8,-0.7,-0.75,31697,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.7045270383822864e-05,5.3270699904580896e-05,1.622542952075795e-05,2.0371632002155164e-05
S,5,-7,-0.7,-0.6,-0.65,41060,10,"0,1,2,3,4,5,6,7,8,9",True,True,5.4295159858060235e-05,3.6540533989275905e-05,-1.7754625868784143e-05,4.513553261478849e-05
S,5,-6,-0.6,-0.5,-0.55,49120,10,"0,1,2,3,4,5,6,7,8,9",True,True,6.968437163472615e-05,5.802654723785566e-05,-1.1657824396870536e-05,6.193318253323746e-05
S,5,-5,-0.5,-0.4,-0.45,67192,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.0001300782785076289,7.841570698253958e-05,-5.166257152508949e-05,9.662237291455922e-05
S,5,-4,-0.4,-0.3,-0.35,88814,10,"0,1,2,3,4,5,6,7,8,9",True,True,7.027732974713845e-05,4.986350211118874e-05,-2.0413827635949743e-05,4.893920597507773e-05
S,5,-3,-0.3,-0.2,-0.25,126282,10,"0,1,2,3,4,5,6,7,8,9",True,True,-7.0545311548030195e-06,-9.443752039699289e-06,-2.389220884896238e-06,-2.9663044121854115e-06
S,5,-2,-0.2,-0.1,-0.15,157123,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.2597004418694163e-05,-1.6900273943204398e-05,-4.303269524510232e-06,-1.1060124685942737e-05
S,5,-1,-0.1,0.0,-0.05,149967,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.38502552316569e-06,-5.317995759069734e-06,-9.703021282235428e-06,3.1564079413211723e-06
S,5,0,0.0,0.1,0.05,120306,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.746471912328134e-06,3.4855468846804734e-06,-2.609250276476637e-07,1.4935915539264882e-06
S,5,1,0.1,0.2,0.15,80087,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.0818896307722517e-05,-3.881524252498251e-05,-1.7996346217260053e-05,-1.9165373457941076e-05
S,5,2,0.2,0.3,0.25,39741,10,"0,1,2,3,4,5,6,7,8,9",True,True,-4.3897713994486205e-05,1.3185192766369493e-05,5.708290676085566e-05,-7.19461817441039e-05
S,5,3,0.3,0.4,0.35,18550,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.00020847780469868273,-7.616063429334265e-05,0.00013231717040534008,-0.00014019328671212365
S,5,4,0.4,0.5,0.45,12311,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0005687404272760982,-0.00025821091948696994,0.00031052950778912806,-0.00045645055255598047
S,5,5,0.5,0.6,0.55,6266,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0006933828605674783,-0.0005213416074670472,0.0001720412531004311,-0.0003418196912762535
S,5,6,0.6,0.7,0.65,3346,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00022506027559456723,-0.0002646914939790315,-0.0004897517695735983,0.00013964585882405986
S,5,7,0.7,0.8,0.75,1663,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0015119286799073458,-0.0008298575622657239,0.0006820711176416218,-0.0009727530827768635
S,5,8,0.8,0.9,0.85,1108,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.003226335732929661,-0.001302916408451224,0.0019234193244784374,-0.0007052689522641197
S,5,9,0.9,1.0,0.95,754,5,"1,4,6,7,8",False,False,-0.006320425786383252,-0.002946378713737354,0.0033740470726458987,-0.0028809216384414367
S,5,10,1.0,1.1,1.05,383,4,"0,1,7,8",False,False,-0.0009865457077454234,-0.0006251129243095852,0.0003614327834358383,-0.0005794644025665413
S,5,11,1.1,1.2,1.15,180,2,"1,8",False,False,-0.0033427173630274946,-0.0009082127508362639,0.0024345046121912297,-0.00241413370591685
S,5,12,1.2,1.3,1.25,121,2,"1,8",False,False,-0.0001788868699445803,-5.905359961400304e-05,0.0001198332703305772,5.377621844625621e-05
S,10,-24,-2.4,-2.3,-2.35,60,1,9,False,False,0.00036682995476742993,-0.0002516804018933765,-0.0006185103566608059,0.0003156843574318677
S,10,-23,-2.3,-2.2,-2.25,60,1,0,False,False,-1.2608139744922179e-05,-5.5669463760921204e-05,-4.306132401599904e-05,-8.300806460207847e-06
S,10,-22,-2.2,-2.1,-2.15,60,1,8,False,False,-7.030252436379669e-06,-4.8518529354169004e-06,2.1783995009627686e-06,-6.233229121335169e-06
S,10,-21,-2.1,-2.0,-2.05,502,3,"5,8,9",False,False,1.3900433731260628e-05,2.0587133125957413e-05,6.6866993946967684e-06,2.6611040044114146e-05
S,10,-20,-2.0,-1.9,-1.95,638,6,"2,3,4,5,8,9",False,True,8.566496277611976e-06,3.838972644947475e-05,2.9823230171862773e-05,-3.013232436517789e-06
S,10,-19,-1.9,-1.8,-1.85,523,3,"4,5,9",False,False,0.00016236489208010837,0.00035659361906128015,0.00019422872698117175,5.4965823176532696e-05
S,10,-18,-1.8,-1.7,-1.75,1425,10,"0,1,2,3,4,5,6,7,8,9",True,True,-3.009191375448753e-05,-4.562526587875093e-05,-1.553335212426339e-05,-1.4494478058864105e-05
S,10,-17,-1.7,-1.6,-1.65,1986,9,"0,1,2,4,5,6,7,8,9",True,True,-1.2392420130950097e-05,-2.051816443469347e-05,-8.125744303743389e-06,-1.2773152387974948e-05
S,10,-16,-1.6,-1.5,-1.55,3477,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.5004563817403647e-06,3.905342218007295e-05,3.5552965798332586e-05,-1.414411285491129e-06
S,10,-15,-1.5,-1.4,-1.45,4620,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.0001208615452106931,8.565823448029454e-06,-0.00011229572176266341,0.000113209473971621
S,10,-14,-1.4,-1.3,-1.35,6339,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00023628739162131405,0.00014863926601568582,-8.764812560562831e-05,0.0001046544428842667
S,10,-13,-1.3,-1.2,-1.25,9537,10,"0,1,2,3,4,5,6,7,8,9",True,True,-3.655281236123269e-05,-3.334047728125311e-05,3.2123350799797275e-06,-2.772979673680133e-05
S,10,-12,-1.2,-1.1,-1.15,11971,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.9767979968054995e-05,4.2260900924420175e-05,1.2492920956365183e-05,2.434008995672839e-05
S,10,-11,-1.1,-1.0,-1.05,14924,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.3450543284354293e-05,-3.211689827417526e-06,2.0238853456936736e-05,7.687868769216607e-06
S,10,-10,-1.0,-0.9,-0.95,20427,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.9979212182492197e-05,1.1753909483289745e-05,-1.8225302699202444e-05,1.4082057591809197e-05
S,10,-9,-0.9,-0.8,-0.85,22376,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.7364003283969473e-05,6.344095381002486e-05,1.6076950526055428e-05,3.99431558124039e-05
S,10,-8,-0.8,-0.7,-0.75,31697,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.7045270383822864e-05,4.0455423122153625e-05,3.4101527383306565e-06,4.79911712107498e-06
S,10,-7,-0.7,-0.6,-0.65,41060,10,"0,1,2,3,4,5,6,7,8,9",True,True,5.4295159858060235e-05,2.3564582517225093e-05,-3.0730577340835206e-05,4.646039453072715e-05
S,10,-6,-0.6,-0.5,-0.55,49120,10,"0,1,2,3,4,5,6,7,8,9",True,True,6.968437163472615e-05,4.931416845124771e-05,-2.0370203183478533e-05,5.409271817413664e-05
S,10,-5,-0.5,-0.4,-0.45,67192,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.0001300782785076289,6.3785492472601e-05,-6.629278603502778e-05,7.894098531591648e-05
S,10,-4,-0.4,-0.3,-0.35,88814,10,"0,1,2,3,4,5,6,7,8,9",True,True,7.027732974713845e-05,4.1271779236559215e-05,-2.900555051057921e-05,3.409679519956873e-05
S,10,-3,-0.3,-0.2,-0.25,126282,10,"0,1,2,3,4,5,6,7,8,9",True,True,-7.0545311548030195e-06,-6.5613305691921575e-06,4.932005856108417e-07,-1.9014472606527063e-06
S,10,-2,-0.2,-0.1,-0.15,157123,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.2597004418694163e-05,-2.1271731026481777e-05,-8.674726607787552e-06,-5.564720294593697e-06
S,10,-1,-0.1,0.0,-0.05,149967,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.38502552316569e-06,-4.930887593268108e-06,-9.315913116433802e-06,2.523943145942815e-06
S,10,0,0.0,0.1,0.05,120306,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.746471912328134e-06,1.3303571570804945e-06,-2.4161147552476833e-06,3.319524488315002e-07
S,10,1,0.1,0.2,0.15,80087,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.0818896307722517e-05,-3.1587818196457236e-05,-1.076892188873473e-05,-1.410020010642207e-05
S,10,2,0.2,0.3,0.25,39741,10,"0,1,2,3,4,5,6,7,8,9",True,True,-4.3897713994486205e-05,-1.765669073666711e-05,2.62410232578191e-05,-6.138241225935848e-05
S,10,3,0.3,0.4,0.35,18550,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.00020847780469868273,-4.7436438858322856e-05,0.00016104136584035983,-0.0001377916771330025
S,10,4,0.4,0.5,0.45,12311,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0005687404272760982,-0.00020501024432798093,0.00036373018294811704,-0.0003477745789961996
S,10,5,0.5,0.6,0.55,6266,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0006933828605674783,-0.00032949050672438906,0.0003638923538430895,-0.00011537255628895138
S,10,6,0.6,0.7,0.65,3346,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00022506027559456723,-0.00029286467962387404,-0.0005179249552184412,-6.703411682405304e-05
S,10,7,0.7,0.8,0.75,1663,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0015119286799073458,-0.0005001095073520572,0.0010118191725552888,-0.0005387411531084091
S,10,8,0.8,0.9,0.85,1108,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.003226335732929661,-0.0007265573135531118,0.0024997784193765494,-0.000502759317572306
S,10,9,0.9,1.0,0.95,754,5,"1,4,6,7,8",False,False,-0.006320425786383252,-0.0017674762433475186,0.004552949543035732,-0.001744953275780891
S,10,10,1.0,1.1,1.05,383,4,"0,1,7,8",False,False,-0.0009865457077454234,-0.0003320835897336326,0.0006544621180117911,-0.0002646653713398018
S,10,11,1.1,1.2,1.15,180,2,"1,8",False,False,-0.0033427173630274946,-0.0010108397121831674,0.0023318776508443276,-0.0021710142945365455
S,10,12,1.2,1.3,1.25,121,2,"1,8",False,False,-0.0001788868699445803,-0.00010512272827839075,7.376414166618953e-05,8.522534472518352e-05
S,20,-24,-2.4,-2.3,-2.35,60,1,9,False,False,0.00036682995476742993,-0.0001848245770823572,-0.0005516545318497866,0.0002506867899607337
S,20,-23,-2.3,-2.2,-2.25,60,1,0,False,False,-1.2608139744922179e-05,-4.724122153945127e-05,-3.463308179452909e-05,-7.29312044901083e-06
S,20,-22,-2.2,-2.1,-2.15,60,1,8,False,False,-7.030252436379669e-06,-4.8518529354169004e-06,2.1783995009627686e-06,-5.324127869054488e-06
S,20,-21,-2.1,-2.0,-2.05,502,3,"5,8,9",False,False,1.3900433731260628e-05,3.218415037855127e-05,1.828371664729061e-05,3.873337023523004e-05
S,20,-20,-2.0,-1.9,-1.95,638,6,"2,3,4,5,8,9",False,True,8.566496277611976e-06,1.5920533923898536e-05,7.354037646286576e-06,4.123751601227875e-06
S,20,-19,-1.9,-1.8,-1.85,523,3,"4,5,9",False,False,0.00016236489208010837,0.00013238301475914104,-2.9981877320967254e-05,4.717200937508389e-06
S,20,-18,-1.8,-1.7,-1.75,1425,10,"0,1,2,3,4,5,6,7,8,9",True,True,-3.009191375448753e-05,-1.5044242096536178e-06,2.858748954483392e-05,-3.122947094664359e-06
S,20,-17,-1.7,-1.6,-1.65,1986,9,"0,1,2,4,5,6,7,8,9",True,True,-1.2392420130950097e-05,-2.2493946542339605e-05,-1.010152641138951e-05,-1.3115446033552863e-05
S,20,-16,-1.6,-1.5,-1.55,3477,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.5004563817403647e-06,1.8373075117260504e-05,1.4872618735520228e-05,-1.2579295599791709e-05
S,20,-15,-1.5,-1.4,-1.45,4620,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.0001208615452106931,5.866394132869386e-06,-0.0001149951510778238,0.00010946172818063656
S,20,-14,-1.4,-1.3,-1.35,6337,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00023632348336545642,5.887869810377462e-05,-0.00017744478526168138,5.7750399659335934e-05
S,20,-13,-1.3,-1.2,-1.25,9537,10,"0,1,2,3,4,5,6,7,8,9",True,True,-3.655281236123269e-05,-2.424864034912932e-05,1.2304172012103366e-05,-1.3363127042714785e-05
S,20,-12,-1.2,-1.1,-1.15,11971,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.9767979968054995e-05,3.5740892975044827e-05,5.9729130069898435e-06,1.5770299128092687e-05
S,20,-11,-1.1,-1.0,-1.05,14924,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.3450543284354293e-05,1.6620923050133852e-05,4.007146633448831e-05,1.6664729436320247e-05
S,20,-10,-1.0,-0.9,-0.95,20427,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.9979212182492197e-05,6.860518346485274e-06,-2.311869383600682e-05,9.660454178914972e-06
S,20,-9,-0.9,-0.8,-0.85,22366,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.742862134872361e-05,4.146401960445645e-05,-5.964601744267137e-06,3.1175149644598754e-05
S,20,-8,-0.8,-0.7,-0.75,31697,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.7045270383822864e-05,2.8005441850662646e-05,-9.039828533160226e-06,-7.910586171589566e-06
S,20,-7,-0.7,-0.6,-0.65,41060,10,"0,1,2,3,4,5,6,7,8,9",True,True,5.4295159858060235e-05,1.3917610943852993e-05,-4.037754891420745e-05,4.33277719213886e-05
S,20,-6,-0.6,-0.5,-0.55,49120,10,"0,1,2,3,4,5,6,7,8,9",True,True,6.968437163472615e-05,3.8138575903764394e-05,-3.1545795730961724e-05,3.899691359131141e-05
S,20,-5,-0.5,-0.4,-0.45,67192,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.0001300782785076289,4.516994747339091e-05,-8.490833103423767e-05,6.065194177707435e-05
S,20,-4,-0.4,-0.3,-0.35,88814,10,"0,1,2,3,4,5,6,7,8,9",True,True,7.027732974713845e-05,2.412567804346719e-05,-4.6151651703671076e-05,1.5836944930438118e-05
S,20,-3,-0.3,-0.2,-0.25,126282,10,"0,1,2,3,4,5,6,7,8,9",True,True,-7.0545311548030195e-06,-5.519275149208208e-06,1.535256005594897e-06,3.4350568870142297e-06
S,20,-2,-0.2,-0.1,-0.15,157123,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.2597004418694163e-05,-1.5922351149766987e-05,-3.3253467310728782e-06,3.581682644894883e-06
S,20,-1,-0.1,0.0,-0.05,149967,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.38502552316569e-06,-5.670046050441638e-06,-1.0055071573607312e-05,1.7669313417710736e-06
S,20,0,0.0,0.1,0.05,120306,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.746471912328134e-06,1.8545437203290579e-06,-1.891928191999117e-06,-3.288500034324089e-06
S,20,1,0.1,0.2,0.15,80087,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.0818896307722517e-05,-2.5818035480134953e-05,-4.9991391724123716e-06,-1.1568979585631193e-06
S,20,2,0.2,0.3,0.25,39741,10,"0,1,2,3,4,5,6,7,8,9",True,True,-4.3897713994486205e-05,-9.090866312608675e-06,3.4806847681877523e-05,-4.480487457727192e-05
S,20,3,0.3,0.4,0.35,18550,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.00020847780469868273,-2.9462382555840986e-05,0.0001790154221428417,-0.00010537674013899106
S,20,4,0.4,0.5,0.45,12311,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0005687404272760982,-0.00013635005442302789,0.00043239037285307,-0.0002521667949222143
S,20,5,0.5,0.6,0.55,6266,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0006933828605674783,-0.0001917204601218495,0.0005016624004456286,-1.882324732090967e-05
S,20,6,0.6,0.7,0.65,3346,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00022506027559456723,-0.00018124257310051238,-0.0004063028486950795,1.7154376844866292e-05
S,20,7,0.7,0.8,0.75,1663,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0015119286799073458,-0.00020673219568749006,0.0013051964842198558,-0.0004054319722265517
S,20,8,0.8,0.9,0.85,1108,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.003226335732929661,-0.0005663811009308072,0.002659954631998854,-0.00015638925672771593
S,20,9,0.9,1.0,0.95,754,5,"1,4,6,7,8",False,False,-0.006320425786383252,-0.0011397631256640842,0.005180662660719168,-0.0002607890837486697
S,20,10,1.0,1.1,1.05,383,4,"0,1,7,8",False,False,-0.0009865457077454234,-0.0001850117656110636,0.0008015339421343595,-0.00012160356190197029
S,20,11,1.1,1.2,1.15,180,2,"1,8",False,False,-0.0033427173630274946,-0.0004975786197722447,0.0028451387432552495,-0.0019779268053145504
S,20,12,1.2,1.3,1.25,121,2,"1,8",False,False,-0.0001788868699445803,-8.294642467163418e-05,9.594044527294629e-05,0.00011604611830946356
S,40,-24,-2.4,-2.3,-2.35,60,1,9,False,False,0.00036682995476742993,-0.00024494510547491195,-0.0006117750602423414,5.849863007559486e-05
S,40,-23,-2.3,-2.2,-2.25,60,1,0,False,False,-1.2608139744922179e-05,-3.646809366823453e-05,-2.385995392331235e-05,1.418296514851629e-06
S,40,-22,-2.2,-2.1,-2.15,60,1,8,False,False,-7.030252436379669e-06,-4.8518529354169004e-06,2.1783995009627686e-06,-3.0642781123901847e-06
S,40,-21,-2.1,-2.0,-2.05,502,3,"5,8,9",False,False,1.3900433731260628e-05,4.62107352498451e-05,3.231030151858451e-05,4.819419564210887e-05
S,40,-20,-2.0,-1.9,-1.95,638,6,"2,3,4,5,8,9",False,True,8.566496277611976e-06,6.902771098620123e-06,-1.6637251789918261e-06,2.2289920776441665e-05
S,40,-19,-1.9,-1.8,-1.85,523,3,"4,5,9",False,False,0.00016236489208010837,3.309454869786803e-05,-0.00012927034338224022,1.6355250559375817e-05
S,40,-18,-1.8,-1.7,-1.75,1425,10,"0,1,2,3,4,5,6,7,8,9",True,True,-3.009191375448753e-05,1.5417395381054284e-05,4.5509309135541805e-05,-5.8206099962015405e-06
S,40,-17,-1.7,-1.6,-1.65,1986,9,"0,1,2,4,5,6,7,8,9",True,True,-1.2392420130950097e-05,-1.7414970290914465e-05,-5.02255015996437e-06,-7.396069548474306e-06
S,40,-16,-1.6,-1.5,-1.55,3477,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.5004563817403647e-06,1.1326035018212777e-05,7.825578636472386e-06,-1.3170611389901914e-05
S,40,-15,-1.5,-1.4,-1.45,4620,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.0001208615452106931,2.4236926861069855e-05,-9.662461834962362e-05,7.334587276048205e-05
S,40,-14,-1.4,-1.3,-1.35,6317,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00023627051265361423,-1.8759686077205337e-06,-0.00023814648126133494,7.201594825916584e-05
S,40,-13,-1.3,-1.2,-1.25,9537,10,"0,1,2,3,4,5,6,7,8,9",True,True,-3.655281236123269e-05,-1.1223187730125677e-05,2.5329624631107106e-05,2.506648691512629e-06
S,40,-12,-1.2,-1.1,-1.15,11971,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.9767979968054995e-05,1.737707970898701e-05,-1.2390900259067961e-05,4.51756168927206e-06
S,40,-11,-1.1,-1.0,-1.05,14924,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.3450543284354293e-05,3.10356345346992e-05,5.4486177819053264e-05,3.756414289369382e-06
S,40,-10,-1.0,-0.9,-0.95,20427,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.9979212182492197e-05,7.555392098843497e-06,-2.2423820083648686e-05,4.810040208326253e-06
S,40,-9,-0.9,-0.8,-0.85,22346,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.7525553013081884e-05,3.146591241665254e-05,-1.6059640596429357e-05,2.1327489606076802e-05
S,40,-8,-0.8,-0.7,-0.75,31697,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.7045270383822864e-05,1.5474007375714353e-05,-2.1571263008108704e-05,-1.4747696119061192e-05
S,40,-7,-0.7,-0.6,-0.65,41060,10,"0,1,2,3,4,5,6,7,8,9",True,True,5.4295159858060235e-05,6.0295768575123525e-06,-4.826558300054784e-05,3.7887637028556416e-05
S,40,-6,-0.6,-0.5,-0.55,49113,10,"0,1,2,3,4,5,6,7,8,9",True,True,6.973743837708374e-05,2.576081708331838e-05,-4.397662129376578e-05,2.4296767131881462e-05
S,40,-5,-0.5,-0.4,-0.45,67192,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.0001300782785076289,3.327769004057488e-05,-9.680058846705386e-05,4.4276724056712266e-05
S,40,-4,-0.4,-0.3,-0.35,88814,10,"0,1,2,3,4,5,6,7,8,9",True,True,7.027732974713845e-05,1.0121678064885805e-05,-6.015565168225266e-05,1.2076830197809245e-05
S,40,-3,-0.3,-0.2,-0.25,126282,10,"0,1,2,3,4,5,6,7,8,9",True,True,-7.0545311548030195e-06,-2.457323502307349e-06,4.597207652495614e-06,8.8262228327779e-06
S,40,-2,-0.2,-0.1,-0.15,157123,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.2597004418694163e-05,-7.986988998540176e-06,4.6100154201539766e-06,7.002779450114632e-06
S,40,-1,-0.1,0.0,-0.05,149967,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.38502552316569e-06,-4.551297614633056e-06,-8.936323137798707e-06,-4.958887915616526e-08
S,40,0,0.0,0.1,0.05,120306,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.746471912328134e-06,-3.0150979292155595e-06,-6.7615698415436875e-06,-3.0284532009006094e-06
S,40,1,0.1,0.2,0.15,80087,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.0818896307722517e-05,-9.276164806568929e-06,1.1542731501153611e-05,4.509926499829175e-06
S,40,2,0.2,0.3,0.25,39741,10,"0,1,2,3,4,5,6,7,8,9",True,True,-4.3897713994486205e-05,-1.8771828029591017e-05,2.512588596489515e-05,-1.41326667075536e-05
S,40,3,0.3,0.4,0.35,18550,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.00020847780469868273,-4.262985547903152e-05,0.00016584794921965137,-7.411966693742578e-05
S,40,4,0.4,0.5,0.45,12311,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0005687404272760982,-6.0181100428352956e-05,0.0005085593268477453,-0.000167521807428666
S,40,5,0.5,0.6,0.55,6266,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0006933828605674783,-0.0001204806304346179,0.0005729022301328606,0.00012909939646978184
S,40,6,0.6,0.7,0.65,3346,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00022506027559456723,-4.556366489567241e-05,-0.0002706239404902396,4.766296475977796e-05
S,40,7,0.7,0.8,0.75,1663,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0015119286799073458,-0.0001267750897624826,0.0013851535901448632,-0.00033090308324913275
S,40,8,0.8,0.9,0.85,1108,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.003226335732929661,-0.00015545645183390858,0.003070879281095752,0.00032140914910980137
S,40,9,0.9,1.0,0.95,754,5,"1,4,6,7,8",False,False,-0.006320425786383252,-0.00047029772178831477,0.0058501280645949375,0.00011299860634358169
S,40,10,1.0,1.1,1.05,383,4,"0,1,7,8",False,False,-0.0009865457077454234,-9.672563032671699e-05,0.0008898200774187067,-3.746827300857739e-05
S,40,11,1.1,1.2,1.15,180,2,"1,8",False,False,-0.0033427173630274946,-0.000800552887850971,0.002542164475176525,-0.0013602711108221734
S,40,12,1.2,1.3,1.25,121,2,"1,8",False,False,-0.0001788868699445803,-6.650999752576197e-05,0.00011237687241881842,0.00010754616105193712
U,1,-29,-2.9,-2.8,-2.85,180,3,"2,5,9",False,False,0.0,0.0,0.0,0.0
