population,k,band,band_left,band_right,band_center,n_pair,n_seed,seed_ids,guard_main,guard_descriptive,F,D,H,F_path
A,20,-24,-2.4,-2.3,-2.35,60,1,9,False,False,0.00036682995476742993,-0.0001848245770823572,-0.0005516545318497866,0.0002506867899607337
A,20,-23,-2.3,-2.2,-2.25,60,1,0,False,False,-1.2608139744922179e-05,-4.724122153945127e-05,-3.463308179452909e-05,-7.29312044901083e-06
A,20,-22,-2.2,-2.1,-2.15,60,1,8,False,False,-7.030252436379669e-06,-4.8518529354169004e-06,2.1783995009627686e-06,-5.324127869054488e-06
A,20,-21,-2.1,-2.0,-2.05,502,3,"5,8,9",False,False,1.3900433731260628e-05,3.218415037855127e-05,1.828371664729061e-05,3.873337023523004e-05
A,20,-20,-2.0,-1.9,-1.95,638,6,"2,3,4,5,8,9",False,True,8.566496277611976e-06,1.5920533923898536e-05,7.354037646286576e-06,4.123751601227875e-06
A,20,-19,-1.9,-1.8,-1.85,523,3,"4,5,9",False,False,0.00016236489208010837,0.00013238301475914104,-2.9981877320967254e-05,4.717200937508389e-06
A,20,-18,-1.8,-1.7,-1.75,1425,10,"0,1,2,3,4,5,6,7,8,9",True,True,-3.009191375448753e-05,-1.5044242096536178e-06,2.858748954483392e-05,-3.122947094664359e-06
A,20,-17,-1.7,-1.6,-1.65,1986,9,"0,1,2,4,5,6,7,8,9",True,True,-1.2392420130950097e-05,-2.2493946542339605e-05,-1.010152641138951e-05,-1.3115446033552863e-05
A,20,-16,-1.6,-1.5,-1.55,3477,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.5004563817403647e-06,1.8373075117260504e-05,1.4872618735520228e-05,-1.2579295599791709e-05
A,20,-15,-1.5,-1.4,-1.45,4620,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.0001208615452106931,5.866394132869386e-06,-0.0001149951510778238,0.00010946172818063656
A,20,-14,-1.4,-1.3,-1.35,6339,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00023628739162131405,5.869892271011183e-05,-0.0001775884689112018,5.7846880213353324e-05
A,20,-13,-1.3,-1.2,-1.25,9537,10,"0,1,2,3,4,5,6,7,8,9",True,True,-3.655281236123269e-05,-2.424864034912932e-05,1.2304172012103366e-05,-1.3363127042714785e-05
A,20,-12,-1.2,-1.1,-1.15,11971,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.9767979968054995e-05,3.5740892975044827e-05,5.9729130069898435e-06,1.5770299128092687e-05
A,20,-11,-1.1,-1.0,-1.05,14924,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.3450543284354293e-05,1.6620923050133852e-05,4.007146633448831e-05,1.6664729436320247e-05
A,20,-10,-1.0,-0.9,-0.95,20427,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.9979212182492197e-05,6.860518346485274e-06,-2.311869383600682e-05,9.660454178914972e-06
A,20,-9,-0.9,-0.8,-0.85,22380,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.7340543619557685e-05,4.1364307697656924e-05,-5.976235921900737e-06,3.112508393110245e-05
A,20,-8,-0.8,-0.7,-0.75,31697,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.7045270383822864e-05,2.8005441850662646e-05,-9.039828533160226e-06,-7.910586171589566e-06
A,20,-7,-0.7,-0.6,-0.65,41060,10,"0,1,2,3,4,5,6,7,8,9",True,True,5.4295159858060235e-05,1.3917610943852993e-05,-4.037754891420745e-05,4.33277719213886e-05
A,20,-6,-0.6,-0.5,-0.55,49120,10,"0,1,2,3,4,5,6,7,8,9",True,True,6.968437163472615e-05,3.8138575903764394e-05,-3.1545795730961724e-05,3.899691359131141e-05
A,20,-5,-0.5,-0.4,-0.45,67192,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.0001300782785076289,4.516994747339091e-05,-8.490833103423767e-05,6.065194177707435e-05
A,20,-4,-0.4,-0.3,-0.35,88814,10,"0,1,2,3,4,5,6,7,8,9",True,True,7.027732974713845e-05,2.412567804346719e-05,-4.6151651703671076e-05,1.5836944930438118e-05
A,20,-3,-0.3,-0.2,-0.25,126282,10,"0,1,2,3,4,5,6,7,8,9",True,True,-7.0545311548030195e-06,-5.519275149208208e-06,1.535256005594897e-06,3.4350568870142297e-06
A,20,-2,-0.2,-0.1,-0.15,157123,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.2597004418694163e-05,-1.5922351149766987e-05,-3.3253467310728782e-06,3.581682644894883e-06
A,20,-1,-0.1,0.0,-0.05,149967,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.38502552316569e-06,-5.670046050441638e-06,-1.0055071573607312e-05,1.7669313417710736e-06
A,20,0,0.0,0.1,0.05,120306,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.746471912328134e-06,1.8545437203290579e-06,-1.891928191999117e-06,-3.288500034324089e-06
A,20,1,0.1,0.2,0.15,80087,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.0818896307722517e-05,-2.5818035480134953e-05,-4.9991391724123716e-06,-1.1568979585631193e-06
A,20,2,0.2,0.3,0.25,39741,10,"0,1,2,3,4,5,6,7,8,9",True,True,-4.3897713994486205e-05,-9.090866312608675e-06,3.4806847681877523e-05,-4.480487457727192e-05
A,20,3,0.3,0.4,0.35,18550,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.00020847780469868273,-2.9462382555840986e-05,0.0001790154221428417,-0.00010537674013899106
A,20,4,0.4,0.5,0.45,12311,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0005687404272760982,-0.00013635005442302789,0.00043239037285307,-0.0002521667949222143
A,20,5,0.5,0.6,0.55,6266,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0006933828605674783,-0.0001917204601218495,0.0005016624004456286,-1.882324732090967e-05
A,20,6,0.6,0.7,0.65,3346,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00022506027559456723,-0.00018124257310051238,-0.0004063028486950795,1.7154376844866292e-05
A,20,7,0.7,0.8,0.75,1663,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0015119286799073458,-0.00020673219568749006,0.0013051964842198558,-0.0004054319722265517
A,20,8,0.8,0.9,0.85,1108,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.003226335732929661,-0.0005663811009308072,0.002659954631998854,-0.00015638925672771593
A,20,9,0.9,1.0,0.95,754,5,"1,4,6,7,8",False,False,-0.006320425786383252,-0.0011397631256640842,0.005180662660719168,-0.0002607890837486697
A,20,10,1.0,1.1,1.05,383,4,"0,1,7,8",False,False,-0.0009865457077454234,-0.0001850117656110636,0.0008015339421343595,-0.00012160356190197029
A,20,11,1.1,1.2,1.15,180,2,"1,8",False,False,-0.0033427173630274946,-0.0004975786197722447,0.0028451387432552495,-0.0019779268053145504
A,20,12,1.2,1.3,1.25,121,2,"1,8",False,False,-0.0001788868699445803,-8.294642467163418e-05,9.594044527294629e-05,0.00011604611830946356
A,40,-24,-2.4,-2.3,-2.35,60,1,9,False,False,0.00036682995476742993,-0.00024494510547491195,-0.0006117750602423414,5.849863007559486e-05
A,40,-23,-2.3,-2.2,-2.25,60,1,0,False,False,-1.2608139744922179e-05,-3.646809366823453e-05,-2.385995392331235e-05,1.418296514851629e-06
A,40,-22,-2.2,-2.1,-2.15,60,1,8,False,False,-7.030252436379669e-06,-4.8518529354169004e-06,2.1783995009627686e-06,-3.0642781123901847e-06
A,40,-21,-2.1,-2.0,-2.05,502,3,"5,8,9",False,False,1.3900433731260628e-05,4.62107352498451e-05,3.231030151858451e-05,4.819419564210887e-05
A,40,-20,-2.0,-1.9,-1.95,638,6,"2,3,4,5,8,9",False,True,8.566496277611976e-06,6.902771098620123e-06,-1.6637251789918261e-06,2.2289920776441665e-05
A,40,-19,-1.9,-1.8,-1.85,523,3,"4,5,9",False,False,0.00016236489208010837,3.309454869786803e-05,-0.00012927034338224022,1.6355250559375817e-05
A,40,-18,-1.8,-1.7,-1.75,1425,10,"0,1,2,3,4,5,6,7,8,9",True,True,-3.009191375448753e-05,1.5417395381054284e-05,4.5509309135541805e-05,-5.8206099962015405e-06
A,40,-17,-1.7,-1.6,-1.65,1986,9,"0,1,2,4,5,6,7,8,9",True,True,-1.2392420130950097e-05,-1.7414970290914465e-05,-5.02255015996437e-06,-7.396069548474306e-06
A,40,-16,-1.6,-1.5,-1.55,3477,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.5004563817403647e-06,1.1326035018212777e-05,7.825578636472386e-06,-1.3170611389901914e-05
A,40,-15,-1.5,-1.4,-1.45,4620,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.0001208615452106931,2.4236926861069855e-05,-9.662461834962362e-05,7.334587276048205e-05
A,40,-14,-1.4,-1.3,-1.35,6339,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00023628739162131405,-2.985770611917122e-06,-0.0002392731622332314,7.264470034644806e-05
A,40,-13,-1.3,-1.2,-1.25,9537,10,"0,1,2,3,4,5,6,7,8,9",True,True,-3.655281236123269e-05,-1.1223187730125677e-05,2.5329624631107106e-05,2.506648691512629e-06
A,40,-12,-1.2,-1.1,-1.15,11971,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.9767979968054995e-05,1.737707970898701e-05,-1.2390900259067961e-05,4.51756168927206e-06
A,40,-11,-1.1,-1.0,-1.05,14924,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.3450543284354293e-05,3.10356345346992e-05,5.4486177819053264e-05,3.756414289369382e-06
A,40,-10,-1.0,-0.9,-0.95,20427,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.9979212182492197e-05,7.555392098843497e-06,-2.2423820083648686e-05,4.810040208326253e-06
A,40,-9,-0.9,-0.8,-0.85,22380,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.7340543619557685e-05,3.134449890660275e-05,-1.599604471295494e-05,2.12313484354676e-05
A,40,-8,-0.8,-0.7,-0.75,31697,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.7045270383822864e-05,1.5474007375714353e-05,-2.1571263008108704e-05,-1.4747696119061192e-05
A,40,-7,-0.7,-0.6,-0.65,41060,10,"0,1,2,3,4,5,6,7,8,9",True,True,5.4295159858060235e-05,6.0295768575123525e-06,-4.826558300054784e-05,3.7887637028556416e-05
A,40,-6,-0.6,-0.5,-0.55,49120,10,"0,1,2,3,4,5,6,7,8,9",True,True,6.968437163472615e-05,2.5680626320469126e-05,-4.400374531425745e-05,2.4268731336949773e-05
A,40,-5,-0.5,-0.4,-0.45,67192,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.0001300782785076289,3.327769004057488e-05,-9.680058846705386e-05,4.4276724056712266e-05
A,40,-4,-0.4,-0.3,-0.35,88814,10,"0,1,2,3,4,5,6,7,8,9",True,True,7.027732974713845e-05,1.0121678064885805e-05,-6.015565168225266e-05,1.2076830197809245e-05
A,40,-3,-0.3,-0.2,-0.25,126282,10,"0,1,2,3,4,5,6,7,8,9",True,True,-7.0545311548030195e-06,-2.457323502307349e-06,4.597207652495614e-06,8.8262228327779e-06
A,40,-2,-0.2,-0.1,-0.15,157123,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.2597004418694163e-05,-7.986988998540176e-06,4.6100154201539766e-06,7.002779450114632e-06
A,40,-1,-0.1,0.0,-0.05,149967,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.38502552316569e-06,-4.551297614633056e-06,-8.936323137798707e-06,-4.958887915616526e-08
A,40,0,0.0,0.1,0.05,120306,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.746471912328134e-06,-3.0150979292155595e-06,-6.7615698415436875e-06,-3.0284532009006094e-06
A,40,1,0.1,0.2,0.15,80087,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.0818896307722517e-05,-9.276164806568929e-06,1.1542731501153611e-05,4.509926499829175e-06
A,40,2,0.2,0.3,0.25,39741,10,"0,1,2,3,4,5,6,7,8,9",True,True,-4.3897713994486205e-05,-1.8771828029591017e-05,2.512588596489515e-05,-1.41326667075536e-05
A,40,3,0.3,0.4,0.35,18550,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.00020847780469868273,-4.262985547903152e-05,0.00016584794921965137,-7.411966693742578e-05
A,40,4,0.4,0.5,0.45,12311,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0005687404272760982,-6.0181100428352956e-05,0.0005085593268477453,-0.000167521807428666
A,40,5,0.5,0.6,0.55,6266,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0006933828605674783,-0.0001204806304346179,0.0005729022301328606,0.00012909939646978184
A,40,6,0.6,0.7,0.65,3346,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00022506027559456723,-4.556366489567241e-05,-0.0002706239404902396,4.766296475977796e-05
A,40,7,0.7,0.8,0.75,1663,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0015119286799073458,-0.0001267750897624826,0.0013851535901448632,-0.00033090308324913275
A,40,8,0.8,0.9,0.85,1108,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.003226335732929661,-0.00015545645183390858,0.003070879281095752,0.00032140914910980137
A,40,9,0.9,1.0,0.95,754,5,"1,4,6,7,8",False,False,-0.006320425786383252,-0.00047029772178831477,0.0058501280645949375,0.00011299860634358169
A,40,10,1.0,1.1,1.05,383,4,"0,1,7,8",False,False,-0.0009865457077454234,-9.672563032671699e-05,0.0008898200774187067,-3.746827300857739e-05
A,40,11,1.1,1.2,1.15,180,2,"1,8",False,False,-0.0033427173630274946,-0.000800552887850971,0.002542164475176525,-0.0013602711108221734
A,40,12,1.2,1.3,1.25,121,2,"1,8",False,False,-0.0001788868699445803,-6.650999752576197e-05,0.00011237687241881842,0.00010754616105193712
L,10,-9,-0.9,-0.8,-0.85,4,1,2,False,False,-0.00016665251678205095,-0.0005323845491759016,-0.00036573203239385064,-0.00013061044846836013
L,20,-14,-1.4,-1.3,-1.35,2,1,6,False,False,-2.9892733437009156e-05,-0.0002265692965906396,-0.00019667656315363046,0.00020110367695451713
L,20,-9,-0.9,-0.8,-0.85,14,1,2,False,False,-0.00018149564129998907,-0.00026619227458795074,-8.469663328796175e-05,-0.00011292598173895385
L,40,-14,-1.4,-1.3,-1.35,22,1,6,False,False,5.536528575786096e-05,-0.00011328464829531977,-0.00016864993405318077,8.181823339053939e-05
L,40,-9,-0.9,-0.8,-0.85,34,1,2,False,False,-0.00014965259590419866,-0.0001330961372939754,1.6556458610223252e-05,-9.542414804386948e-05
L,40,-6,-0.6,-0.5,-0.55,7,1,9,False,False,-0.0002747095370848131,-0.0005073095501716196,-0.00023260001308680653,-0.00017043474079920482
S,1,-24,-2.4,-2.3,-2.35,60,1,9,False,False,0.00036682995476742993,-0.0002516804018933764,-0.0006185103566608063,0.00036682995476742993
S,1,-23,-2.3,-2.2,-2.25,60,1,0,False,False,-1.2608139744922179e-05,-8.09541904253308e-05,-6.834605068040863e-05,-1.2608139744922179e-05
S,1,-22,-2.2,-2.1,-2.15,60,1,8,False,False,-7.030252436379669e-06,-4.8518529354169004e-06,2.1783995009627686e-06,-7.030252436379669e-06
S,1,-21,-2.1,-2.0,-2.05,502,3,"5,8,9",False,False,1.3900433731260628e-05,2.2996883171511338e-05,9.096449440250704e-06,1.3900433731260628e-05
S,1,-20,-2.0,-1.9,-1.95,638,6,"2,3,4,5,8,9",False,True,8.566496277611976e-06,3.463450508631431e-05,2.6068008808702325e-05,8.566496277611976e-06
S,1,-19,-1.9,-1.8,-1.85,523,3,"4,5,9",False,False,0.00016236489208010837,0.0003902451453145664,0.00022788025323445803,0.00016236489208010837
S,1,-18,-1.8,-1.7,-1.75,1425,10,"0,1,2,3,4,5,6,7,8,9",True,True,-3.009191375448753e-05,-4.415745872079623e-05,-1.4065544966308693e-05,-3.009191375448753e-05
S,1,-17,-1.7,-1.6,-1.65,1986,9,"0,1,2,4,5,6,7,8,9",True,True,-1.2392420130950097e-05,-1.5309903152527397e-05,-2.9174830215773022e-06,-1.2392420130950097e-05
S,1,-16,-1.6,-1.5,-1.55,3477,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.5004563817403647e-06,4.198295364381064e-05,3.848249726207027e-05,3.5004563817403647e-06
S,1,-15,-1.5,-1.4,-1.45,4620,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.0001208615452106931,2.2931094870323324e-06,-0.00011856843572366079,0.0001208615452106931
S,1,-14,-1.4,-1.3,-1.35,6339,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00023628739162131405,0.00018761375625434126,-4.8673635366972806e-05,0.00023628739162131405
S,1,-13,-1.3,-1.2,-1.25,9537,10,"0,1,2,3,4,5,6,7,8,9",True,True,-3.655281236123269e-05,-3.292061410293779e-05,3.6321982582949013e-06,-3.655281236123269e-05
S,1,-12,-1.2,-1.1,-1.15,11971,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.9767979968054995e-05,3.3699115608886095e-05,3.931135640831103e-06,2.9767979968054995e-05
S,1,-11,-1.1,-1.0,-1.05,14924,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.3450543284354293e-05,-2.4049813775524217e-05,-5.992704911699209e-07,-2.3450543284354293e-05
S,1,-10,-1.0,-0.9,-0.95,20427,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.9979212182492197e-05,2.602818098917954e-05,-3.9510311933126576e-06,2.9979212182492197e-05
S,1,-9,-0.9,-0.8,-0.85,22380,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.7340543619557685e-05,6.095367348285468e-05,1.3613129863296997e-05,4.7340543619557685e-05
S,1,-8,-0.8,-0.7,-0.75,31697,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.7045270383822864e-05,5.44590931954469e-05,1.7413822811624022e-05,3.7045270383822864e-05
S,1,-7,-0.7,-0.6,-0.65,41060,10,"0,1,2,3,4,5,6,7,8,9",True,True,5.4295159858060235e-05,5.907690453831602e-05,4.7817446802557715e-06,5.4295159858060235e-05
S,1,-6,-0.6,-0.5,-0.55,49120,10,"0,1,2,3,4,5,6,7,8,9",True,True,6.968437163472615e-05,8.867947214702064e-05,1.8995100512294492e-05,6.968437163472615e-05
S,1,-5,-0.5,-0.4,-0.45,67192,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.0001300782785076289,0.0001022998746265032,-2.7778403881125694e-05,0.0001300782785076289
S,1,-4,-0.4,-0.3,-0.35,88814,10,"0,1,2,3,4,5,6,7,8,9",True,True,7.027732974713845e-05,7.250564549873046e-05,2.228315751592009e-06,7.027732974713845e-05
S,1,-3,-0.3,-0.2,-0.25,126282,10,"0,1,2,3,4,5,6,7,8,9",True,True,-7.0545311548030195e-06,-2.7452498546167945e-05,-2.0397967391364912e-05,-7.0545311548030195e-06
S,1,-2,-0.2,-0.1,-0.15,157123,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.2597004418694163e-05,-1.2411303842632424e-05,1.8570057606174463e-07,-1.2597004418694163e-05
S,1,-1,-0.1,0.0,-0.05,149967,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.38502552316569e-06,4.406707338259453e-06,2.168181509375547e-08,4.38502552316569e-06
S,1,0,0.0,0.1,0.05,120306,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.746471912328134e-06,1.476026489280518e-05,1.1013792980477051e-05,3.746471912328134e-06
S,1,1,0.1,0.2,0.15,80087,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.0818896307722517e-05,-4.337015711821368e-05,-2.2551260810491163e-05,-2.0818896307722517e-05
S,1,2,0.2,0.3,0.25,39741,10,"0,1,2,3,4,5,6,7,8,9",True,True,-4.3897713994486205e-05,5.911630489275567e-05,0.00010301401888724191,-4.3897713994486205e-05
S,1,3,0.3,0.4,0.35,18550,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.00020847780469868273,-0.00019867700838251153,9.800796316171179e-06,-0.00020847780469868273
S,1,4,0.4,0.5,0.45,12311,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0005687404272760982,-0.00026160861510154937,0.00030713181217454874,-0.0005687404272760982
S,1,5,0.5,0.6,0.55,6266,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0006933828605674783,-0.0008153634568991289,-0.00012198059633165086,-0.0006933828605674783
S,1,6,0.6,0.7,0.65,3346,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00022506027559456723,-0.0007020435635622607,-0.0009271038391568282,0.00022506027559456723
S,1,7,0.7,0.8,0.75,1663,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0015119286799073458,-0.0011699944948812908,0.00034193418502605487,-0.0015119286799073458
S,1,8,0.8,0.9,0.85,1108,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.003226335732929661,-0.005651933781453515,-0.0024255980485238544,-0.003226335732929661
S,1,9,0.9,1.0,0.95,754,5,"1,4,6,7,8",False,False,-0.006320425786383252,-0.0067420211602672465,-0.0004215953738839936,-0.006320425786383252
S,1,10,1.0,1.1,1.05,383,4,"0,1,7,8",False,False,-0.0009865457077454234,-0.0005065556964971989,0.0004799900112482244,-0.0009865457077454234
S,1,11,1.1,1.2,1.15,180,2,"1,8",False,False,-0.0033427173630274946,-0.004206973125522672,-0.0008642557624951781,-0.0033427173630274946
S,1,12,1.2,1.3,1.25,121,2,"1,8",False,False,-0.0001788868699445803,-0.0004088187605933652,-0.00022993189064878487,-0.0001788868699445803
S,2,-24,-2.4,-2.3,-2.35,60,1,9,False,False,0.00036682995476742993,-0.0002516804018933764,-0.0006185103566608063,0.00035851788605517263
S,2,-23,-2.3,-2.2,-2.25,60,1,0,False,False,-1.2608139744922179e-05,-8.09541904253308e-05,-6.834605068040863e-05,-1.2307957678103777e-05
S,2,-22,-2.2,-2.1,-2.15,60,1,8,False,False,-7.030252436379669e-06,-4.8518529354169004e-06,2.1783995009627686e-06,-6.93655716001255e-06
S,2,-21,-2.1,-2.0,-2.05,502,3,"5,8,9",False,False,1.3900433731260628e-05,2.2996883171511338e-05,9.096449440250704e-06,1.5461862914389916e-05
S,2,-20,-2.0,-1.9,-1.95,638,6,"2,3,4,5,8,9",False,True,8.566496277611976e-06,3.463450508631431e-05,2.6068008808702325e-05,7.006794212164558e-06
S,2,-19,-1.9,-1.8,-1.85,523,3,"4,5,9",False,False,0.00016236489208010837,0.0003902451453145664,0.00022788025323445803,0.0001521499193131031
S,2,-18,-1.8,-1.7,-1.75,1425,10,"0,1,2,3,4,5,6,7,8,9",True,True,-3.009191375448753e-05,-4.415745872079623e-05,-1.4065544966308693e-05,-2.944442186132188e-05
S,2,-17,-1.7,-1.6,-1.65,1986,9,"0,1,2,4,5,6,7,8,9",True,True,-1.2392420130950097e-05,-1.5309903152527397e-05,-2.9174830215773022e-06,-1.1890495587211083e-05
S,2,-16,-1.6,-1.5,-1.55,3477,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.5004563817403647e-06,4.2099728899872254e-05,3.85992725181319e-05,3.4592680564138067e-06
S,2,-15,-1.5,-1.4,-1.45,4620,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.0001208615452106931,-1.6216625327340143e-06,-0.00012248320774342714,0.00012029205387964438
S,2,-14,-1.4,-1.3,-1.35,6339,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00023628739162131405,0.00019417417084874414,-4.211322077256995e-05,0.00022178448550133075
S,2,-13,-1.3,-1.2,-1.25,9537,10,"0,1,2,3,4,5,6,7,8,9",True,True,-3.655281236123269e-05,-3.5110204223830387e-05,1.4426081374023006e-06,-3.654287101484123e-05
S,2,-12,-1.2,-1.1,-1.15,11971,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.9767979968054995e-05,3.416745995076709e-05,4.399479982712097e-06,2.9001672597550798e-05
S,2,-11,-1.1,-1.0,-1.05,14924,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.3450543284354293e-05,-2.145065629994405e-05,1.9998869844102396e-06,-1.9718038703748848e-05
S,2,-10,-1.0,-0.9,-0.95,20427,10,"0,1,2,3,4,5,6,7,8,9",True,True,2.9979212182492197e-05,2.864770696384935e-05,-1.3315052186428442e-06,2.72125490505243e-05
S,2,-9,-0.9,-0.8,-0.85,22380,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.7340543619557685e-05,5.386862845915573e-05,6.528084839598053e-06,4.627857407021015e-05
S,2,-8,-0.8,-0.7,-0.75,31697,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.7045270383822864e-05,5.8666436076040285e-05,2.162116569221741e-05,3.31523841355105e-05
S,2,-7,-0.7,-0.6,-0.65,41060,10,"0,1,2,3,4,5,6,7,8,9",True,True,5.4295159858060235e-05,5.241311383263091e-05,-1.8820460254293296e-06,5.044149650449194e-05
S,2,-6,-0.6,-0.5,-0.55,49120,10,"0,1,2,3,4,5,6,7,8,9",True,True,6.968437163472615e-05,7.334460257057358e-05,3.6602309358474092e-06,6.588688170504577e-05
S,2,-5,-0.5,-0.4,-0.45,67192,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.0001300782785076289,9.965331365908413e-05,-3.042496484854475e-05,0.00011923486019726877
S,2,-4,-0.4,-0.3,-0.35,88814,10,"0,1,2,3,4,5,6,7,8,9",True,True,7.027732974713845e-05,6.612843718172077e-05,-4.1488925654176874e-06,6.33233375743053e-05
S,2,-3,-0.3,-0.2,-0.25,126282,10,"0,1,2,3,4,5,6,7,8,9",True,True,-7.0545311548030195e-06,-2.0574351075332762e-05,-1.3519819920529736e-05,-4.877450214414737e-06
S,2,-2,-0.2,-0.1,-0.15,157123,10,"0,1,2,3,4,5,6,7,8,9",True,True,-1.2597004418694163e-05,-1.3108279989718807e-05,-5.112755710246406e-07,-1.228519212207409e-05
S,2,-1,-0.1,0.0,-0.05,149967,10,"0,1,2,3,4,5,6,7,8,9",True,True,4.38502552316569e-06,-1.839535126641819e-06,-6.224560649807499e-06,3.199344414683644e-06
S,2,0,0.0,0.1,0.05,120306,10,"0,1,2,3,4,5,6,7,8,9",True,True,3.746471912328134e-06,1.0402411624328974e-05,6.655939712000832e-06,3.245674016292773e-06
S,2,1,0.1,0.2,0.15,80087,10,"0,1,2,3,4,5,6,7,8,9",True,True,-2.0818896307722517e-05,-3.6379263233007107e-05,-1.556036692528459e-05,-1.9987625464670437e-05
S,2,2,0.2,0.3,0.25,39741,10,"0,1,2,3,4,5,6,7,8,9",True,True,-4.3897713994486205e-05,4.961787343788766e-05,9.351558743237388e-05,-5.81591482667565e-05
S,2,3,0.3,0.4,0.35,18550,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.00020847780469868273,-0.00016293200081850636,4.5545803880176386e-05,-0.00017768575223985392
S,2,4,0.4,0.5,0.45,12311,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0005687404272760982,-0.0002961076347742238,0.0002726327925018744,-0.000540835977560727
S,2,5,0.5,0.6,0.55,6266,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0006933828605674783,-0.0007356070200501278,-4.2224159482649506e-05,-0.0005745891129271078
S,2,6,0.6,0.7,0.65,3346,10,"0,1,2,3,4,5,6,7,8,9",True,True,0.00022506027559456723,-0.00038505564509642477,-0.000610115920690992,0.0002483960960330037
S,2,7,0.7,0.8,0.75,1663,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.0015119286799073458,-0.0010505343549504053,0.0004613943249569403,-0.0013787147091947768
S,2,8,0.8,0.9,0.85,1108,10,"0,1,2,3,4,5,6,7,8,9",True,True,-0.003226335732929661,-0.004859702266180906,-0.0016333665332512453,-0.002197730588458998
S,2,9,0.9,1.0,0.95,754,5,"1,4,6,7,8",False,False,-0.006320425786383252,-0.004911152222140559,0.0014092735642426929,-0.0048391513081712505
