step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,cos_e1W_e1Sig,cos_e1W_e1M2,cos_e1W_e1Sig_pca,cos_e1W_mu,cos_e1W_e1Sig_signed,top1_frac_alive,w_norm_mean,e1_stability
0,A_w5_T10000_std_lr0.01_s0,0.4,0,0.2,2.00187,1.53316,0.221929,0.46,0,13.6091,28.5778,0.476212,4.74005,0.355378,2.8139,1.94664,0.4,2.24217,nan,nan,nan,0.158503,nan,0.513705,1.53763,nan
0,A_w5_T10000_std_lr0.01_s1,0.2,0,0.2,2.19951,2.31705,0.142076,0.49,0,0.353117,12.0552,0.0292915,4.91342,0.324877,3.07809,3.00543,0.2,0.951023,nan,nan,nan,0.396758,nan,0.332731,1.35199,nan
0,A_w5_T10000_std_lr0.01_s2,0.6,0,0.6,1.96508,1.83318,0.197789,0.5,0,2.41505,4.07301,0.59294,4.77016,0.336871,2.9685,1.5749,0.6,4.20828,nan,nan,nan,0.0362535,nan,0.63496,1.46517,nan
0,A_w5_T10000_std_lr0.01_s3,0,0,0,2.24358,2.75677,0.152336,0.46,0,6.70772,25.1551,0.266655,4.90442,0.345731,2.89242,2.89242,0,2.41286,nan,nan,nan,0.374416,nan,0.345731,1.41934,nan
0,A_w5_T10000_std_lr0.01_s4,0.2,0,0.2,3.05728,1.64555,0.181653,0.52,0,2.38642,14.4577,0.165062,4.86172,0.379525,2.63487,2.70439,0.2,1.99893,nan,nan,nan,0.0978779,nan,0.369769,1.43947,nan
0,A_w5_T10000_centered_lr0.01_s0,0.4,0,0.4,2.82071,2.88075,0.171193,0.52,0,0.743178,19.554,0.0380064,4.86366,0.36216,2.76121,2.15938,0.4,1.33857,nan,nan,nan,0.0119644,nan,0.463095,1.5319,nan
0,A_w5_T10000_centered_lr0.01_s1,0,0,0,2.89039,2.65474,0.18543,0.54,0,5.58937,24.4799,0.228325,4.8295,0.386562,2.5869,2.5869,0,1.59797,nan,nan,nan,0.0162957,nan,0.386562,1.33033,nan
0,A_w5_T10000_centered_lr0.01_s2,0.2,0,0.2,2.20839,1.58721,0.310123,0.46,0,6.2024,13.8149,0.448966,4.74769,0.460725,2.17049,2.19677,0.2,1.90667,nan,nan,nan,0.286178,nan,0.455214,1.36085,nan
0,A_w5_T10000_centered_lr0.01_s3,0,0,0,2.30248,2.0886,0.214542,0.5,0,1.4566,13.2703,0.109765,4.69818,0.364225,2.74556,2.74556,0,0.923614,nan,nan,nan,0.0107968,nan,0.364225,1.38872,nan
0,A_w5_T10000_centered_lr0.01_s4,0.4,0,0.4,1.99928,1.6468,0.119362,0.53,0,10.634,32.3305,0.328914,4.91501,0.297692,3.35918,2.18246,0.4,5.24041,nan,nan,nan,0.252142,nan,0.458199,1.35119,nan
1000,A_w5_T10000_std_lr0.01_s0,0.4,0,0.4,2.16726,1.93207,0.203447,0.47,0,21.6924,53.8849,0.402569,4.66076,0.395748,2.52686,1.81085,0.4,1.40668,nan,nan,nan,0.0970263,nan,0.552227,1.79665,0.169826
1000,A_w5_T10000_std_lr0.01_s1,0.4,0,0.4,2.58997,1.72824,0.14859,0.48,0,0.326259,19.3129,0.0168933,4.89303,0.368543,2.71338,1.97577,0.4,0.522236,nan,nan,nan,0.012624,nan,0.506133,1.59765,0.33149
1000,A_w5_T10000_std_lr0.01_s2,0.6,0,0.6,1.58478,1.11311,0.169125,0.5,0,3.32497,30.5264,0.108921,4.67927,0.470374,2.12597,1.3524,0.6,0.691927,nan,nan,nan,0.0741078,nan,0.739427,2.0074,0.695957
1000,A_w5_T10000_std_lr0.01_s3,0.4,0,0.4,2.34914,1.29328,0.156868,0.45,0,0.184864,17.8351,0.0103651,4.78682,0.432567,2.31178,1.67095,0.4,0.595421,nan,nan,nan,0.0548448,nan,0.598462,1.68022,0.219569
1000,A_w5_T10000_std_lr0.01_s4,0.2,0,0.2,3.28713,1.99412,0.232622,0.52,0,0.914347,17.9295,0.0509969,4.78828,0.388798,2.57203,2.56775,0.2,0.463086,nan,nan,nan,0.173112,nan,0.389446,1.87642,0.834799
1000,A_w5_T10000_centered_lr0.01_s0,0,0,0,3.5214,1.9258,0.177168,0.51,0,0.0345784,4.55358,0.00759368,4.809,0.407883,2.45168,2.45168,0,0.508707,nan,nan,nan,0.117631,nan,0.407883,1.57461,0.758454
1000,A_w5_T10000_centered_lr0.01_s1,0,0,0,4.12685,2.69057,0.131079,0.5,0,0.037098,3.70599,0.0100103,4.84133,0.371697,2.69037,2.69037,0,0.631187,nan,nan,nan,3.59233e-05,nan,0.371697,1.44992,0.651389
1000,A_w5_T10000_centered_lr0.01_s2,0,0,0,3.7824,2.75322,0.300572,0.45,0,0.0671579,5.26452,0.0127567,4.75035,0.466572,2.14329,2.14329,0,0.575525,nan,nan,nan,0.37524,nan,0.466572,1.49985,0.917418
1000,A_w5_T10000_centered_lr0.01_s3,0,0,0,3.52319,1.63158,0.199664,0.5,0,0.00756853,1.89024,0.004004,4.70436,0.414929,2.41005,2.41005,0,0.28349,nan,nan,nan,0.159514,nan,0.414928,1.44854,0.91184
1000,A_w5_T10000_centered_lr0.01_s4,0,0,0,3.40704,1.7013,0.137893,0.5,0,0.0934365,4.37389,0.0213623,4.85151,0.392476,2.54793,2.54793,0,0.321589,nan,nan,nan,0.30876,nan,0.392476,1.66523,0.328562
2000,A_w5_T10000_std_lr0.01_s0,0.4,0,0.4,2.40695,1.81182,0.202278,0.48,0,1.59056,27.0714,0.0587542,4.57229,0.513172,1.94866,1.56257,0.4,0.551727,nan,nan,nan,0.0500845,nan,0.63997,2.29,0.97015
2000,A_w5_T10000_std_lr0.01_s1,0.4,0,0.4,2.53136,1.52192,0.144467,0.46,0,0.571911,15.4425,0.0370349,4.79909,0.435634,2.29551,1.75611,0.4,0.459086,nan,nan,nan,0.0795444,nan,0.569442,1.81209,0.943662
2000,A_w5_T10000_std_lr0.01_s2,0.6,0,0.6,1.77045,1.29889,0.161106,0.5,0,0.122583,21.125,0.00580276,4.63802,0.504087,1.98378,1.35853,0.6,0.535368,nan,nan,nan,0.0522545,nan,0.736089,2.28917,0.996556
2000,A_w5_T10000_std_lr0.01_s3,0.4,0,0.4,2.2312,1.19122,0.159559,0.45,0,0.230747,19.3756,0.0119091,4.67734,0.507269,1.97134,1.5051,0.4,0.550263,nan,nan,nan,0.0380476,nan,0.66441,1.88821,0.990814
2000,A_w5_T10000_std_lr0.01_s4,0.2,0,0.2,3.19681,1.87256,0.221001,0.53,0,0.666351,17.4549,0.0381756,4.74419,0.370634,2.69808,2.70371,0.2,0.3847,nan,nan,nan,0.16696,nan,0.369862,2.05075,0.971376
2000,A_w5_T10000_centered_lr0.01_s0,0,0,0,3.59687,2.13091,0.167277,0.52,0,0.05422,4.89279,0.0110816,4.79777,0.418283,2.39073,2.39073,0,0.479204,nan,nan,nan,0.0856833,nan,0.418283,1.63533,0.99021
