step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss,cos_e1W_e1Sig,cos_e1W_e1M2,cos_e1W_e1Sig_pca,cos_e1W_mu,cos_e1W_e1Sig_signed,top1_frac_alive,w_norm_mean,e1_stability
0,B_w5_K10000_c0.0_lr0.01_s0,0,0,0,4.78145,4.64387,0.145009,0.447619,0,3.72325,190.195,0.019576,4.89273,0.293966,3.40176,3.40176,0,2.64901,nan,nan,nan,nan,nan,0.293966,1.28827,nan
0,B_w5_K10000_c0.0_lr0.01_s1,0,0,0,4.70822,4.06492,0.218863,0.466667,0,2.23203,119.081,0.0187437,4.76897,0.410417,2.43655,2.43655,0,1.52293,nan,nan,nan,nan,nan,0.410417,1.41032,nan
0,B_w5_K10000_c0.0_lr0.01_s2,0,0,0,4.81061,4.31894,0.220797,0.47619,0,0.161182,11.4807,0.0140394,4.75325,0.39591,2.52583,2.52583,0,0.662053,nan,nan,nan,nan,nan,0.39591,1.44478,nan
0,B_w5_K10000_c0.0_lr0.01_s3,0,0,0,4.76104,4.58904,0.181818,0.504762,0,1.23328,62.8142,0.0196337,4.87885,0.314671,3.17793,3.17793,0,1.67852,nan,nan,nan,nan,nan,0.314671,1.43707,nan
0,B_w5_K10000_c0.0_lr0.01_s4,0,0,0,4.66862,4.30204,0.181613,0.561905,0,0.963624,53.1722,0.0181227,4.82664,0.321618,3.10928,3.10928,0,1.94766,nan,nan,nan,nan,nan,0.321618,1.33037,nan
0,B_w5_K10000_c0.0_k4_lr0.01_s0,0,0,0,4.7053,4.26438,0.24125,0.504762,0,2.47228,106.875,0.0231325,4.80479,0.41266,2.4233,2.4233,0,1.65996,0.0194145,0.0194145,0.0177579,nan,0.0194145,0.41266,1.41801,nan
0,B_w5_K10000_c0.0_k4_lr0.01_s1,0,0,0,4.69592,4.01915,0.299448,0.495238,0,3.5532,185.743,0.0191296,4.67668,0.431463,2.3177,2.3177,0,5.00264,0.103141,0.103141,0.10567,nan,0.103141,0.431463,1.37138,nan
0,B_w5_K10000_c0.0_k4_lr0.01_s2,0,0,0,4.77441,4.49819,0.199019,0.47619,0,13.4429,647.41,0.0207641,4.87645,0.372897,2.68171,2.68171,0,6.6622,0.0405731,0.0405731,0.0345556,nan,-0.0405731,0.372897,1.48005,nan
0,B_w5_K10000_c0.0_k4_lr0.01_s3,0,0,0,4.79939,4.58983,0.114397,0.495238,0,3.09626,184.448,0.0167866,4.92528,0.279254,3.58097,3.58097,0,2.41254,0.321032,0.321032,0.323129,nan,0.321032,0.279254,1.41058,nan
0,B_w5_K10000_c0.0_k4_lr0.01_s4,0,0,0,4.69054,4.33346,0.164912,0.52381,0,1.36048,76.9743,0.0176744,4.85209,0.307854,3.24829,3.24829,0,1.95983,0.18624,0.18624,0.191748,nan,-0.18624,0.307854,1.5123,nan
