arm,cond,seed,slot,lr,task,hard,n_classes,online_acc,train_acc,test_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
ELU,std,0,0,0.0001,1,1,5,0.7271233974,0.8535999656,0.7500000596,0.8535999656,0,0,0.07359863818,3.483675003,-3.336173296,0.6403426528,33.97289595,0,0,0.7744729519,2.531630993,-6.159275055,0.7785779834,26.28025005,0.6808745265,0.6056153178,0.6253840923
ELU,std,0,0,0.0001,2,0,1,0.9594551282,1,0.9799999595,1,0,0,-1.09516871,3.295466185,-6.878867626,0.4727891684,29.52512981,0,0,-1.447115779,2.101552248,-5.985621929,0.3931676447,19.11867655,0.6844528913,0.609813273,0.657664001
ELU,std,0,0,0.0001,3,1,5,0.6862179487,0.8227999806,0.6880000234,0.8227999806,0,0,-0.4423533976,4.84627533,-4.468459129,0.5682220459,35.80752238,0,0,-0.5533169508,3.14991498,-9.160165787,0.5771117806,28.06571368,0.7738755345,0.6204096079,0.7139914036
ELU,std,0,0,0.0001,4,0,1,0.9645833333,1,0.9899999499,1,0,0,-0.5015460253,5.038104534,-6.931274414,0.5565536022,31.84832519,0,0,0.04892488942,3.086161375,-9.506147385,0.5535058379,20.47343653,0.7789590359,0.6306041479,0.7335813046
ELU,std,0,0,0.0001,5,1,5,0.7399038462,0.8515999913,0.736000061,0.8515999913,0,0,-1.431970358,5.653250694,-5.325594425,0.4489777088,40.70931191,0,0,-0.825959146,3.388061047,-8.437020302,0.5668847561,34.88278926,0.849437058,0.6371290088,0.7715072036
ELU,std,0,0,0.0001,6,0,1,0.9675480769,1,1,1,0,0,-2.722273588,4.572253704,-6.093510151,0.3732792735,30.31419602,0,0,-2.418407917,2.972446203,-7.755699635,0.2829277515,21.17207711,0.8544595242,0.6395788789,0.7729252577
ELU,std,0,0,0.0001,7,1,5,0.7281650641,0.8459999561,0.7440000176,0.8459999561,0,0,-0.24438034,7.537878513,-4.355302811,0.5413422585,40.88441318,0,0,-1.999945998,4.442032814,-10.86418533,0.4408539534,34.62683487,0.9137712121,0.6506367922,0.8054493666
ELU,std,0,0,0.0001,8,0,1,0.9679086538,1,1,1,0,0,-3.102982044,6.061569214,-13.20170212,0.3443155587,33.40481144,0,0,-2.471430302,2.970072985,-9.809463501,0.3551658094,23.28800925,0.9293695092,0.648730278,0.8062074184
ELU,std,0,0,0.0001,9,1,5,0.5871794872,0.7383999825,0.5920000076,0.7383999825,0,0,-0.4755375981,6.343301296,-4.606657505,0.5312762856,49.47014259,0,0,-1.5189116,3.566062689,-10.40034199,0.4649187326,39.65492215,0.9764922857,0.6570846438,0.8191578388
ELU,std,0,0,0.0001,10,0,1,0.9628205128,1,1,1,0,0,-1.620863557,6.44225502,-5.491038799,0.4696648121,42.63676231,0,0,-1.245346308,3.558122635,-7.438603878,0.4703339338,32.48684078,0.9750551581,0.6601209641,0.8212519288
ELU,std,0,0,0.0001,11,1,5,0.6504407051,0.7748000026,0.6720000505,0.7748000026,0,0,-0.9959115982,7.121028423,-4.735490799,0.4950149357,47.14293549,0,0,-1.21492219,3.852427959,-8.321146965,0.4823678732,40.43547641,1.035301566,0.6677331328,0.8266370893
ELU,std,0,0,0.0001,12,0,1,0.9631410256,1,1,1,0,0,-0.3491756022,6.799923897,-6.071110725,0.5624209642,44.71013446,0,0,-1.477601886,3.897344112,-7.745366573,0.4648009241,33.05026023,1.030030727,0.6663141847,0.8397441506
ELU,std,0,0,0.0001,13,1,5,0.6820913462,0.8107999563,0.70600003,0.8107999563,0,0,-0.2232094705,7.533135414,-11.53115177,0.5303668976,43.48576137,0,0,-2.993481874,4.565452576,-9.647566795,0.3275365531,36.09922393,1.091762304,0.677690208,0.8457849622
ELU,std,0,0,0.0001,14,0,1,0.9628205128,1,1,1,0,0,-4.952996254,7.858596325,-25.77125168,0.2835016251,35.77495761,0,0,-3.101171494,3.941695929,-14.05207253,0.2284663767,24.29933816,1.077363372,0.6769053936,0.8519172072
ELU,std,0,0,0.0001,15,1,5,0.6063301282,0.726000011,0.6220000386,0.726000011,0,0,-0.06158881634,7.387404919,-7.187556267,0.5133093596,39.11292427,0,0,-2.46082902,5.149756908,-9.66115284,0.4501772225,32.03468117,1.120158792,0.6776345968,0.8441838622
ELU,std,0,0,0.0001,16,0,1,0.9651442308,1,0.9899999499,1,0,0,0.1199560389,8.242275238,-3.846309185,0.5409302115,41.01726005,0,0,-2.211713791,5.274095058,-9.652531624,0.4365878403,31.40816325,1.128286004,0.6792234778,0.8527715206
ELU,std,0,0,0.0001,17,1,5,0.6733173077,0.807199955,0.6420000196,0.807199955,0,0,-0.3399092555,8.122823715,-5.503053188,0.5322074294,49.70189048,0,0,-1.393733144,4.530522346,-9.10973835,0.4806655049,43.58297408,1.166887641,0.6864987016,0.8336615562
ELU,std,0,0,0.0001,18,0,1,0.9606570513,1,0.9899999499,1,0,0,-3.270671606,7.262479305,-21.38746262,0.3343642354,39.7469562,0,0,-2.346424341,3.919479609,-10.480546,0.3355821073,27.3636027,1.142798901,0.689135313,0.8337283731
ELU,std,0,0,0.0001,19,1,5,0.5760016026,0.7195999622,0.5879999995,0.7195999622,0,0,-0.277038604,8.566991806,-4.646758556,0.5165578723,49.19841175,0,0,-1.38743782,4.6916008,-9.001576424,0.4811487198,37.9931764,1.20446825,0.6971293688,0.8561067581
ELU,std,0,0,0.0001,20,0,1,0.9633413462,1,1,1,0,0,-2.669450521,8.584999084,-7.94264555,0.4234679937,40.99545354,0,0,-3.572404623,4.411657333,-9.338829994,0.3200167418,29.54128115,1.197137237,0.6998748183,0.8664417863
ELU,std,0,0,0.0001,21,1,5,0.5405849359,0.6904000044,0.5680000186,0.6904000044,0,0,-0.28300488,7.714622974,-5.513639927,0.537954092,46.60694602,0,0,-3.655489683,5.192115784,-10.54957771,0.3200801909,34.34022435,1.23387754,0.7027745247,0.8750177622
ELU,std,0,0,0.0001,22,0,1,0.9556089744,1,1,1,0,0,0.2164868414,11.39173603,-3.930079222,0.5294128656,25.3307489,0,0,-6.043185234,9.141448975,-22.4238205,0.3386160433,13.6622219,1.24567318,0.7068821788,0.8737149835
ELU,std,0,0,0.0001,23,1,5,0.6780448718,0.8019999862,0.7580000162,0.8019999862,0,0,-0.8892142177,8.638893127,-11.67299747,0.4935776293,47.60452755,0,0,-3.011898518,4.80899334,-11.63461876,0.4116811454,38.94714794,1.264599204,0.7156403661,0.8764119744
ELU,std,0,0,0.0001,24,0,1,0.9564503205,1,1,1,0,0,-0.9680355191,8.75894928,-6.179823875,0.4979545474,48.63359619,0,0,-3.350293159,5.011629105,-12.14032841,0.3906044364,34.71312661,1.258596063,0.7188545465,0.8781174421
ELU,std,0,0,0.0001,25,1,5,0.6308092949,0.7663999796,0.6540000439,0.7663999796,0,0,0.2517161667,8.810688972,-4.359478474,0.5708152056,47.15288441,0,0,-2.476475716,5.311173439,-12.29812336,0.404088378,38.00428567,1.289887547,0.7227227092,0.8977361321
ELU,std,0,0,0.0001,26,0,1,0.9455528846,1,1,1,0,0,-0.5107596517,8.383440971,-3.025844336,0.5233159661,41.62973702,0,0,-3.573814631,5.372870445,-10.37469006,0.3345836401,24.94975211,1.29267776,0.7259161472,0.9038525224
ELU,std,0,0,0.0001,27,1,5,0.616025641,0.7475999594,0.6100000143,0.7475999594,0,0,-0.08474303037,8.548089027,-3.518067837,0.5416867733,48.90739046,0,0,-2.359679461,5.303928852,-11.22148514,0.4071971476,38.26760455,1.319303393,0.7314481139,0.9137916565
ELU,std,0,0,0.0001,28,0,1,0.9607772436,1,1,1,0,0,-2.614130497,7.426501274,-10.46233845,0.4335930347,48.00158843,0,0,-3.246752977,3.999453545,-10.3671093,0.3220449388,35.14858992,1.316131592,0.7343951464,0.9154233336
ELU,std,0,0,0.0001,29,1,5,0.6560496795,0.7903999686,0.7000000477,0.7903999686,0,0,-0.3391102552,8.021649361,-5.670010567,0.5162106752,48.96443967,0,0,-3.100483894,6.113678932,-13.81727123,0.4105370939,39.48388144,1.349948049,0.7387009263,0.9150412083
ELU,std,0,0,0.0001,30,0,1,0.9643830128,1,0.9899999499,1,0,0,-3.299948931,8.750652313,-16.40341949,0.3844006062,37.09023768,0,0,-4.847211361,5.916566372,-17.46230316,0.3010120988,28.40184274,1.337123632,0.7365210652,0.9206365347
ELU,std,1,1,0.0001,1,1,5,0.6753205128,0.7951999903,0.6540000439,0.7951999903,0,0,0.1740633249,3.795399427,-5.652590275,0.6494484544,31.48839377,0,0,0.8743821979,2.73489809,-7.071563721,0.7419129014,24.87469837,0.6923463941,0.6086738706,0.6254470944
ELU,std,1,1,0.0001,2,0,1,0.9622195513,1,0.9799999595,1,0,0,-0.8744525313,3.659773827,-5.126255989,0.5063563585,27.14146215,0,0,-1.619220972,2.621570349,-6.65960598,0.4194551408,18.67872857,0.6976540089,0.6117647886,0.6499172449
ELU,std,1,1,0.0001,3,1,5,0.6280448718,0.763199985,0.6100000143,0.763199985,0,0,0.2727219164,5.270920753,-4.352530956,0.5993297696,36.2360807,0,0,-0.07541248947,3.408618689,-7.407034874,0.5995780826,28.27982455,0.7778876424,0.62507236,0.7235890031
ELU,std,1,1,0.0001,4,0,1,0.9686298077,1,0.9799999595,1,0,0,-3.524880648,4.578948498,-14.17676926,0.2639938891,23.55275009,0,0,-0.643869102,2.978672981,-9.783398628,0.5959587693,17.18085449,0.7798443437,0.6242323518,0.7408216596
ELU,std,1,1,0.0001,5,1,5,0.6625,0.7975999713,0.7140000463,0.7975999713,0,0,-0.6576390266,6.373904228,-4.703863144,0.5264995694,35.55556252,0,0,-1.633476973,4.051376343,-9.32877636,0.4994373024,28.49127759,0.8400385976,0.6354007721,0.795276165
ELU,std,1,1,0.0001,6,0,1,0.9587740385,1,1,1,0,0,-1.717912316,5.413695335,-13.43787956,0.4178033471,31.96171818,0,0,-0.03038324043,2.899094582,-6.384369373,0.6208613515,23.83083932,0.8686626554,0.6365610957,0.8301749229
ELU,std,1,1,0.0001,7,1,5,0.6755208333,0.8183999658,0.6920000315,0.8183999658,0,0,-0.2115084678,6.01319313,-3.843004942,0.5512795448,45.34013533,0,0,-1.187384844,2.981563807,-6.484106541,0.50421381,38.48494662,0.9098213911,0.6500418186,0.8754180074
ELU,std,1,1,0.0001,8,0,1,0.9679086538,1,1,1,0,0,-0.1191825196,8.152509689,-5.899387836,0.555252552,29.02457459,0,0,-3.256143808,4.820628643,-10.39363766,0.4060967565,21.21450959,0.9225398302,0.6545090675,0.8818225265
