arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3,alpha_med_l1,alpha_min_l1,alpha_max_l1,alpha_clip_frac_l1,alpha_W_med_l1,alpha_med_l2,alpha_min_l2,alpha_max_l2,alpha_clip_frac_l2,alpha_W_med_l2
SWA3,3,0.001,1,none,0.9746166667,1,1,0,0,-0.5429582596,1.483723044,-8.974995613,0.3493027687,78.90738363,0,0,1.357771158,1.330002904,0.4906746447,0.8789920211,42.36551642,3.214024544,2.129177809,3.327581167,2.073153734,0.6609854102,3.099424362,0,3,2.325576305,1.912347794,3.019256115,0,3
SWA3,3,0.001,2,none,0.96609375,1,1,0,0,-4.265038013,2.255273104,-9.907704353,-0.005285993218,69.62432217,0,0,0.67506814,0.975204289,-0.147750929,0.8442576528,48.17383192,5.41710043,4.232022762,7.305397034,1.365637302,0.6889108419,2.214838982,0,3,3.18593502,1.875561953,4.234458447,0,3
SWA3,3,0.001,3,none,0.9583729167,1,1,0,0,-5.640480995,2.720573902,-12.29163742,-0.01545733586,78.96434152,0,0,0.7864095569,0.6029120088,0.299449414,0.9956772923,32.48002489,7.38882637,5.959208965,10.84017277,1.124134779,0.6080224514,2.122236252,0,3,5.110743999,2.26254034,7.399850845,0,3
SWA3,3,0.001,4,none,0.9435541667,1,1,0,0,-7.756089687,3.262531042,-17.18372345,-0.01676712185,46.67872649,0,0,0.6602313519,0.6948623061,-9.180941582,0.942694068,38.27050119,8.95279026,6.891141891,11.44342518,0.9429436922,0.4123504162,1.979557037,0,3,4.34492445,0.6166518927,5.950302124,0,3
SWA3,3,0.001,5,none,0.9369416667,1,1,0,0,-10.34538746,4.339309692,-18.7671566,-0.01621465571,41.7817429,0,0,0.5836572647,0.7460791469,-14.72976589,0.8751465678,39.81171089,10.43481159,7.687832355,12.9572506,0.7165614367,0.3714562953,1.698493958,0,3,4.108539104,0.4169595242,6.592300415,0,3
SWA3,3,0.001,6,none,0.9234229167,1,1,0,0,-10.98592567,4.941795826,-23.56434822,-0.01627922058,45.69712825,0,0,0.2571053803,0.8966968656,-15.6910038,0.6386654377,39.1422485,11.81598854,8.066300392,13.59999561,0.6278921366,0.3231307268,1.708246231,0,3,3.37083149,0.4498920441,4.942785263,0,3
SWA3,3,0.001,7,none,0.9321854167,1,1,0,0,-11.85847569,5.377222538,-21.33384514,-0.01802280359,37.78393125,0,0,-2.138686419,1.438215017,-25.64299202,0.06488235295,41.78131245,13.01555729,8.562953949,15.20770741,0.5726421475,0.3269668818,1.181463122,0,3,2.106184721,0.3279154003,3.296127319,0,3
SWA3,3,0.001,8,none,0.9214083333,1,1,0,0,-11.99809837,5.562365055,-19.2868557,-0.01788580604,40.64488191,0,0,-2.133014679,1.528669119,-28.27706718,0.03924359754,50.69034016,14.30194473,9.205910683,19.10560608,0.5556410551,0.285844326,1.240223646,0,3,2.012077808,0.299484849,2.990175009,0,3
SWA3,3,0.001,9,none,0.90653125,1,1,0,0,-10.92587757,5.569362164,-20.91781807,-0.01731231622,48.42816628,0,0,-2.466214895,1.664802074,-21.5771389,0.00873903092,58.59100048,16.61064529,9.736894608,30.13980103,0.5541945696,0.3066190779,1.509136438,0,3,1.857884288,0.3318907917,2.698693275,0,3
SWA3,3,0.001,10,none,0.793525,0.9975000024,0.9975000024,0,0,-11.96012974,5.75139761,-30.77671242,-0.01650400832,37.08474732,0,0,-2.588371515,1.36074543,-20.36987305,-0.01260767877,46.47449696,18.44573402,10.1860857,44.85302353,0.5350480676,0.2629077435,1.46798408,0,3,2.232465744,0.3816874623,3.830654621,0,3
SWA3,3,0.001,11,none,0.81045,1,1,0,0,-12.81095982,6.256469727,-25.86951637,-0.01564585045,35.89395553,0,0,-2.898067236,1.494543076,-20.30134201,-0.01468201354,42.87374897,19.83905411,10.50154209,56.35323715,0.4931215048,0.2882820964,1.25927496,0,3,2.076087713,0.3377630115,3.205282211,0,3
