arm,cond,seed,slot,lr,task,iv,online_acc,memo_acc,acc,dead_frac_l1,zeroout_l1,zbar_l1,zsd_l1,zbar_min_l1,mob_l1,eff_rank_l1,dead_frac_l2,zeroout_l2,zbar_l2,zsd_l2,zbar_min_l2,mob_l2,eff_rank_l2,w_norm_l1,w_norm_l2,w_norm_l3
GELU,raw,0,0,0.001,1,none,0.1455145833,0.1141666695,0.1141666695,0.4799999893,0.3899999857,-69.40090942,18.89204788,-93.29677582,-9.324698791e-10,1.000000283,0,0,2.095785021e-05,0.003096343018,-0.06483912468,0.5000165701,1.90627375,3.086689949,1.199986577,1.308138251
GELU,raw,0,0,0.001,2,none,0.1094645833,0.1125000045,0.1125000045,0.8899999857,0.8499999642,-75.83889771,20.66295624,-104.356308,-2.894887281e-11,1.828846684,0,0,-0.002948805457,0.1657183468,-0.03249497712,0.4997498691,2.120188745,3.363636017,1.442572832,0.8062409759
GELU,raw,0,0,0.001,3,none,0.1189541667,0.1191666722,0.1191666722,0.8999999762,0.8599999547,-76.17327118,21.00236702,-104.356308,-2.89576748e-11,1.750454187,0,0,0.003911516163,0.2651921213,-0.06387235969,0.5008034706,1.967223576,3.363656044,1.422353148,0.4864728153
GELU,raw,0,0,0.001,4,none,0.1149666667,0.1150000021,0.1150000021,0.8899999857,0.8599999547,-77.53471375,21.05488586,-104.356308,-2.89565507e-11,1.789872638,0,0,-0.001293174457,0.3474454582,-0.1064703539,0.4991377294,2.048664208,3.36367321,1.491840601,0.5203509927
GELU,raw,0,0,0.001,5,none,0.1212104167,0.1216666698,0.1216666698,0.8999999762,0.8599999547,-78.00070953,21.18972015,-104.356308,-2.910411842e-11,1.859234698,0,0,0.001785237226,0.3596074879,-0.1148297936,0.4994258881,2.065750993,3.36357522,1.482431412,0.5732798576
GELU,raw,0,0,0.001,6,none,0.1148604167,0.1150000021,0.1150000021,0.9300000072,0.8700000048,-78.00088501,21.18927002,-164.4184418,-2.914748651e-11,1.00000022,0,0,0.00169891899,0.1443563402,-0.02763285674,0.5001809597,1.117335478,3.363526583,1.499561429,0.5613777041
GELU,raw,0,0,0.001,7,none,0.1096229167,0.1099999994,0.1099999994,0.9300000072,0.8599999547,-77.52729034,21.18941116,-164.4184418,-2.804657548e-11,1.000016016,0,0,0.004605955444,0.1994527429,-0.01775430888,0.5021124482,1.028939983,3.363541603,1.514258385,0.5740965605
GELU,raw,0,0,0.001,8,none,0.11385,0.1150000021,0.1150000021,0.9399999976,0.8599999547,-78.21746826,21.18964195,-164.4184418,-2.7859633e-11,1.000000252,0,0,-0.001300616539,0.2116473019,-0.02608498,0.5005558133,1.016128692,3.363566399,1.513982177,0.6772251129
GELU,raw,0,0,0.001,9,none,0.1198666667,0.1200000048,0.1200000048,0.9399999976,0.8700000048,-78.0005188,21.18968773,-164.4184418,-2.815184023e-11,1.000000309,0,0,-0.002175045898,0.2526434362,-0.1017370224,0.5005800724,1.066850509,3.363571644,1.528578281,0.6955874562
GELU,raw,0,0,0.001,10,none,0.12316875,0.1233333349,0.1233333349,0.9099999666,0.8599999547,-78.21588898,21.18966484,-164.4184418,-2.826851427e-11,1.000000173,0,0,-0.003157463856,0.279497236,-0.08753412962,0.5002271533,1.059004168,3.363569498,1.453085303,0.8238121867
GELU,raw,0,0,0.001,11,none,0.1052833333,0.1083333343,0.1083333343,0.9300000072,0.8700000048,-78.21620941,21.18968773,-164.4184418,-2.828487444e-11,1.000011134,0,0,-0.001805690117,0.2733027041,-0.07278239727,0.4996583164,1.038844364,3.363572121,1.484733343,0.8344586492
GELU,raw,0,0,0.001,12,none,0.1191,0.1191666722,0.1191666722,0.9300000072,0.8799999952,-78.21627808,21.18974495,-164.4184418,-2.827039991e-11,1.000000264,0,0,-0.003469528398,0.2892656326,-0.1103049591,0.4997674227,1.041182027,3.36357832,1.462337732,0.8237411976
GELU,raw,0,0,0.001,13,none,0.1206479167,0.1208333373,0.1208333373,0.9300000072,0.8799999952,-78.21646118,21.18969536,-194.4841766,-2.824723615e-11,1.000000194,0,0,-0.003852433525,0.2182657868,-0.0308043398,0.5000767112,1.009310118,3.363573551,1.461697102,0.9406789541
GELU,raw,0,0,0.001,14,none,0.1133291667,0.113333337,0.113333337,0.9300000072,0.8799999952,-78.21660614,21.19000816,-164.4184418,-2.824299301e-11,1.000000049,0,0,-0.007319537923,0.3037029505,-0.04080021009,0.4999403059,1.015919947,3.36360693,1.491039991,1.002213955
GELU,raw,0,0,0.001,15,none,0.1095333333,0.1099999994,0.1099999994,0.9300000072,0.8700000048,-78.21640778,21.19001198,-164.4184418,-2.825855175e-11,1.000000053,0,0,-0.006138318684,0.3152138293,-0.04429196566,0.5002024174,1.029293448,3.36360693,1.481909037,1.024852157
GELU,raw,0,0,0.001,16,none,0.1224729167,0.1225000024,0.1225000024,0.9300000072,0.8700000048,-78.21604156,21.1899662,-164.4184418,-2.830917271e-11,1.000000147,0,0,-0.01035027206,0.4079754949,-0.04684891179,0.4987621307,1.013510181,3.3636024,1.481454015,1.056393504
GELU,raw,0,0,0.001,17,none,0.1129583333,0.1141666695,0.1141666695,0.9199999571,0.8700000048,-77.99988556,21.19005585,-164.4184418,-2.833254291e-11,1.72757134,0,0,-0.009214983322,0.3927577436,-0.07482650876,0.4985817671,1.32119927,3.36361146,1.476847768,1.121231318
GELU,raw,0,0,0.001,18,none,0.1121020833,0.1125000045,0.1125000045,0.9199999571,0.8799999952,-78.21552277,21.19102669,-167.3726654,-2.83000394e-11,1,0,0,-0.003855038667,0.3955177665,-0.06926039606,0.499822706,1.039024697,3.363717079,1.451699734,1.215687037
GELU,raw,0,0,0.001,19,none,0.1112833333,0.1141666695,0.1141666695,0.9199999571,0.8700000048,-78.21544647,21.19088936,-179.4296722,-2.836319721e-11,1.000000112,0,0,-0.006152393762,0.3376758397,-0.04901738837,0.5019133687,1.032920033,3.363702536,1.468269587,1.228179455
