U0,testability_D625,testability_met,U1_ratio,U1,U2_D5000,U2,U3_gap,U3,U4_ratio,U4,U5_D_seq,U5
MANIPULATION_OK,"[1.74, 1.8, 1.91]",True,"[1.01, 0.97, 0.98]",DECLINE_FLAT,"[1.76, 1.75, 1.87]",DECLINE_SURVIVES_COMPUTE,"[0.08, -0.17, -0.01]",LEVEL_NOT_BUYABLE,"[2.93, 2.9, 2.85]",COMPOUNDING,"[1.8, 1.89, 2.01, 1.76]",NON_MONOTONE
