arm,seed,lr,task,iv,online_acc,memo_acc,acc,dead_frac_c1,zeroout_c1,zbar_c1,zsd_c1,zbar_min_c1,mob_c1,mob_pool_c1,eff_rank_c1,dead_frac_c2,zeroout_c2,zbar_c2,zsd_c2,zbar_min_c2,mob_c2,mob_pool_c2,eff_rank_c2,dead_frac_f1,zeroout_f1,zbar_f1,zsd_f1,zbar_min_f1,mob_f1,eff_rank_f1,dead_frac_f2,zeroout_f2,zbar_f2,zsd_f2,zbar_min_f2,mob_f2,eff_rank_f2,w_norm_c1,w_norm_c2,w_norm_f1,w_norm_f2,w_norm_f3,alpha_med_c1,alpha_min_c1,alpha_max_c1,alpha_clip_frac_c1,alpha_W_med_c1,alpha_med_c2,alpha_min_c2,alpha_max_c2,alpha_clip_frac_c2,alpha_W_med_c2,alpha_med_f1,alpha_min_f1,alpha_max_f1,alpha_clip_frac_f1,alpha_W_med_f1,alpha_med_f2,alpha_min_f2,alpha_max_f2,alpha_clip_frac_f2,alpha_W_med_f2
SWA3,2,0.001,1,none,0.9645125,1,1,0,0,-0.5183528066,0.3593496978,-0.8352445364,0.002786944853,0.02264483087,5.456056317,0,0,-1.173801064,1.515251875,-2.185171366,0.163942948,0.3281539381,14.42662755,0,0,-2.713700056,5.357130527,-20.57930565,0.3012632132,74.17950391,0,0,2.910209894,3.539532185,-3.928319931,0.833740592,47.38494107,0.6119816899,2.396349192,3.244541645,1.394226909,1.647819042,6.802378178,3.535108566,58.2473526,0,3,1.845978141,1.417450786,2.629936934,0,3,0.5756188035,0.2402394265,0.9642812014,0,3,0.8784153461,0.6297463179,1.605011344,0,3
SWA3,2,0.001,2,none,0.3357354167,0.5133333206,0.5133333206,0,0,8.315203667,3.536061525,-0.6614475846,1.018426299,1.015681863,1.403919006,0,0,-6102.05957,2488.03125,-9532.420898,-0.01441133395,-0.00801835116,2.072769367,0,0,-7069.216797,1580.720703,-25214.69727,-0.0003719934903,14.12355487,0,0,-6.748321533,116.2746582,-16.19732475,0.4581934214,13.71713885,2.607836962,13.84149551,6.231241226,2.504221678,1.504589677,0.6940044165,0.1370363533,13.15385246,0,3,0.001158493571,0.001000000047,0.02057030424,0.3125,3,0.001923949574,0.001000000047,0.003751629032,0.1400000006,3,0.02722821385,0.01275856141,0.09605654329,0,3
SWA3,2,0.001,3,none,0.26889375,0.239166677,0.239166677,0,0,20.50918961,9.420508385,0.3035408556,1.018852472,1.015679121,1.338445186,0,0,-11765.12891,4960.11377,-23353.2832,-0.002126771724,-0.0001779862359,1.266820221,0.1400000006,0,-39568.83594,9442.235352,-110524.5156,-4.021402219e-06,13.10948367,0,0,-1.011690855,15.81927681,-5.620517731,0.475428164,18.65930895,5.599123478,18.20182419,8.221951485,3.002890587,1.500022531,0.319557637,0.09662663937,7.475016117,0,3,0.001000000047,0.001000000047,0.01366476715,0.75,4.904693604,0.001000000047,0.001000000047,0.001001556637,0.9899999499,9.09528923,0.2016642392,0.07405421883,0.4257810712,0,3
SWA3,2,0.001,4,none,0.1231625,0.1208333373,0.1208333373,0,0,40.86553955,18.59570312,1.97886312,1.018890858,1.015679002,1.273108294,0,0,-23225.51367,9940.426758,-40825.56641,-0.0009406568715,-3.991281119e-05,1.106367727,0.4399999976,0,-70603.52344,16544.39062,-188752.9375,-1.869119748e-09,6.112589749,0,0,-0.1541205347,5.129734516,-0.7001470327,0.4960018098,6.009317442,10.63124752,25.73469543,8.521659851,3.292942047,1.414399385,0.1628127992,0.0758433193,2.455632687,0,3,0.001000000047,0.001000000047,0.009555898607,0.75,9.818729401,0.001000000047,0.001000000047,0.001000000047,1,16.01657486,0.5642437339,0.1617652476,1.615764618,0,3
SWA3,2,0.001,5,none,0.1229291667,0.1208333373,0.1208333373,0,0,60.03136063,27.07363129,2.070092916,1.01875329,1.015531659,1.227037822,0,0,-40205.49609,17229.31445,-61533.86328,-0.0002809019934,-1.603547753e-05,1.071383208,0.8700000048,0,-120365.4141,28875.0293,-309910.0312,-7.116618357e-15,1.599908287,0,0,-0.01074895076,0.4178739786,-0.1543901414,0.4986825585,1.711069347,15.40195274,33.71217728,9.008550644,3.632603884,1.246572614,0.110394448,0.06295195967,2.247977972,0,3,0.001000000047,0.001000000047,0.001519597485,0.875,16.98847771,0.001000000047,0.001000000047,0.001000000047,1,27.82058334,0.9238034487,0.2986794114,2.385769844,0,3
SWA3,2,0.001,6,none,0.1222520833,0.1241666675,0.1241666675,0,0,72.36562347,32.66352844,3.635420322,1.019022226,1.015774012,1.213826728,0,0,-51146.07422,21755.61328,-75214.88281,-0.0001936128538,-2.803286043e-05,1.048881562,0.8899999857,0.01999999955,-145419.9688,34902.61328,-375615.0625,-2.413839255e-17,3.880543241,0,0,-0.03776711971,3.279712677,-0.4551816285,0.4980983734,3.102711295,18.56295204,37.80228424,9.318682671,3.885012627,1.243976474,0.08997129649,0.05690281093,1.4011935,0,3,0.001000000047,0.001000000047,0.001000000047,1,21.60072899,0.001000000047,0.001000000047,0.001000000047,1,34.09347153,0.8673256636,0.2004865408,3.549122572,0,3
SWA3,2,0.001,7,none,0.1225333333,0.1233333349,0.1233333349,0,0,81.92207336,36.97472382,4.580812454,1.018936038,1.015692353,1.213651715,0,0,-59922.14844,25584.26172,-87320.51562,-0.0001612731139,-3.021712109e-05,1.032407515,0.9499999881,0.0700000003,-168743.2031,40742.03125,-423339.25,-1.330649392e-19,1.802597914,0,0,-0.03020246886,1.932399511,-0.2356251776,0.4982111752,1.68027168,21.00557899,40.84616852,9.344388962,3.963919401,1.205533862,0.08089448512,0.05366169661,1.083134413,0,3,0.001000000047,0.001000000047,0.001000000047,1,25.3859024,0.001000000047,0.001000000047,0.001000000047,1,39.68886948,1.001063347,0.2869802117,19.09463501,0,3
SWA3,2,0.001,8,none,0.1109104167,0.1116666719,0.1116666719,0,0,84.48104095,38.14932632,3.214437723,1.018883586,1.015647411,1.211396665,0,0,-62474.02734,26658.38477,-91069.88281,-0.0001553744514,-3.295965143e-05,1.029942774,0.9799999595,0.07999999821,-188773.9844,45307.73828,-466057.5,-2.255694267e-21,1.002583122,0.02999999933,0.009999999776,-0.01306618843,0.05335172638,-0.4082450867,-0.004751615226,1.142846257,21.67311096,41.58847427,9.344388962,4.039885044,1.014972687,0.07890810817,0.05266010016,1.363170266,0,3,0.001000000047,0.001000000047,0.001000000047,1,26.41543007,0.001000000047,0.001000000047,0.001000000047,1,43.85179901,114.0902939,15.40323257,1000,0.08999999613,3
SWA3,2,0.001,9,none,0.1134,0.113333337,0.113333337,0,0,88.64807892,40.0107193,1.523591757,1.018845677,1.015609622,1.208030761,0,0,-66688.52344,28452.83594,-97571.53125,-0.0001470924763,-3.261215898e-05,1.028184543,1,0.09999999404,-209912.9062,49887.16016,-512700.4375,-4.088487158e-23,1.244103537,0.25,0.1599999964,-0.008341029286,7.992055089e-07,-0.4956351817,-0.001497229445,1.000062251,22.72568512,42.69957352,9.344388962,4.042797089,1.039824009,0.07518228143,0.05127319694,1.94124949,0,3,0.001000000047,0.001000000047,0.001000000047,1,28.12895775,0.001000000047,0.001000000047,0.001000000047,1,48.17508316,1000,1000,1000,1,0.0007023423095
SWA3,2,0.001,10,none,0.1073416667,0.1083333343,0.1083333343,0,0,88.16690826,39.80960083,4.660686493,1.018877029,1.015640378,1.211059374,0,0,-66863.54688,28652.63672,-94809.20312,-0.0001476439065,-3.193270459e-05,1.031459077,0.9799999595,0.07999999821,-200909.0469,47483.26562,-483474.5625,-3.314837952e-22,1.00000032,0.1199999973,0.01999999955,-0.05051503703,0.3214341104,-0.5184798241,0.3489761651,1.189101163,22.60599136,42.70056534,9.404075623,4.050592422,1.175347328,0.07592324913,0.05155705288,1.046314716,0,3,0.001000000047,0.001000000047,0.001000000047,1,28.364851,0.001000000047,0.001000000047,0.001000000047,1,46.009655,8.494223595,1.206151247,1000,0.009999999776,3
SWA3,2,0.001,11,none,0.1133333333,0.113333337,0.113333337,0,0,90.49290466,40.85020447,3.132450342,1.018778563,1.015544653,1.208595568,0,0,-68666.19531,29528.35156,-98599.35156,-0.0001439903717,-3.192582517e-05,1.027637691,1,0.1199999973,-217535.8125,51587.82031,-523378.1562,-1.075303715e-23,1.000322353,0.9799999595,0.4799999893,-0.06526716799,4.232333595e-08,-0.5274355412,-5.130187134e-23,1.000718405,23.19521904,43.20905685,9.404075623,4.046519756,1.194994569,0.07409375906,0.05077972263,1.336198688,0,3,0.001000000047,0.001000000047,0.001000000047,1,29.15834045,0.001000000047,0.001000000047,0.001000000047,1,49.54250336,1000,1000,1000,1,3.908628787e-05
SWA3,2,0.001,12,none,0.1115291667,0.1150000021,0.1150000021,0,0,90.02059937,40.62255096,5.931253433,1.018912911,1.015674591,1.209706267,0,0,-67487.4375,29022.03711,-95939.375,-0.0001464747911,-3.042214848e-05,1.030989243,0.9899999499,0.07999999821,-201688.0469,47896.75391,-484706.0312,-2.615490672e-22,1.000000025,0.1499999911,0.04999999702,-0.01288031973,0.05043789744,-0.4111450315,0.0005818482605,1.488882283,23.06931305,42.60235596,9.404075623,4.045949459,1.223423004,0.07437521219,0.05079466105,0.8645659685,0,3,0.001000000047,0.001000000047,0.001000000047,1,28.77012634,0.001000000047,0.001000000047,0.001000000047,1,46.35944748,60.62369537,9.096082687,1000,0.1899999976,3
SWA3,2,0.001,13,none,0.1084458333,0.1116666719,0.1116666719,0,0,92.29169464,41.26290894,7.029803276,1.018848896,1.015610933,1.210400893,0,0,-69514.30469,29698.30078,-96590.5625,-0.0001446995157,-3.320009637e-05,1.025509206,1,0.07999999821,-205578.2969,48061.23047,-492043.5312,-7.45801974e-23,1.000029197,0.0700000003,0.02999999933,-0.0009087091894,1.959378324e-06,-0.7095903754,0.4905311167,1.001571138,23.61810303,42.72177887,9.404075623,4.046263218,1.189993739,0.0728443861,0.05022271723,0.7422022223,0,3,0.001000000047,0.001000000047,0.001000000047,1,29.41503525,0.001000000047,0.001000000047,0.001000000047,1,46.60868073,35.38105392,4.641483307,1000,0.07999999821,3
SWA3,2,0.001,14,none,0.1141166667,0.1158333346,0.1158333346,0,0,92.87119293,41.44595718,7.17858839,1.018982768,1.015736699,1.210327871,0,0,-70134.86719,29927.8418,-97808.46875,-0.0001434817241,-3.258421566e-05,1.024473452,1,0.07999999821,-207580.1875,49092.60547,-495310.7188,-6.728495059e-23,2.474006551,0.4799999893,0.2299999893,-0.01601534337,0,-0.7095903754,-7.035874319e-07,1.000000081,23.76434898,42.87787247,9.404075623,4.051259518,1.238063216,0.07213258743,0.04984808713,0.7276794314,0,3,0.001000000047,0.001000000047,0.001000000047,1,29.759552,0.001000000047,0.001000000047,0.001000000047,1,48.02591705,1000,1000,1000,1,2.64697796e-19
