k,H,H_ci_lo,H_ci_hi,T1,T1_ci_lo,T1_ci_hi,T2,T2_ci_lo,T2_ci_hi,F0,F0_ci_lo,F0_ci_hi,D,D_ci_lo,D_ci_hi,F_path,F_path_ci_lo,F_path_ci_hi,T1_plus_T2_minus_H,term1_meaning,term2_meaning
1,1.4544096095125936e-05,-6.178449979355484e-05,8.072114294873866e-05,0.0,,,1.4544096095125936e-05,-6.178449979355484e-05,8.072114294873866e-05,-0.00012312096312256223,-0.00025564568713832897,-5.468968894134086e-05,-0.00010857686702743627,-0.00019463700064906007,-5.433179457375775e-05,-0.00012312096312256223,-0.00025564568713832897,-5.468968894134086e-05,0.0,F_path - F_0 (force changes along the path),"D_k - F_path (gate, absorption, sign cancellation)"
2,2.2975014384330572e-05,-4.917081994949847e-05,0.00010096411560740085,1.0471245036896825e-05,4.224271804222897e-06,2.7897328966269055e-05,1.2503769347433744e-05,-6.671352862664777e-05,8.257449040249015e-05,-0.00012312096312256223,-0.00025564568713832897,-5.468968894134086e-05,-0.00010014594873823165,-0.0001735500250794066,-5.1283580803354226e-05,-0.00011264971808566538,-0.00024976032527428756,-4.8682193817290714e-05,-3.3881317890172014e-21,F_path - F_0 (force changes along the path),"D_k - F_path (gate, absorption, sign cancellation)"
5,4.303015645996064e-05,-2.5633971384617413e-05,0.00016360496322591147,3.388874045340497e-05,1.3907662903786857e-05,7.853274104564257e-05,9.141416006555692e-06,-7.938056975145095e-05,8.957241245045204e-05,-0.00012312096312256223,-0.00025564568713832897,-5.468968894134086e-05,-8.009080666260156e-05,-0.0001432788297545995,-4.165642144574315e-05,-8.923222266915724e-05,-0.0002404303930236135,-3.0381818925095934e-05,2.0328790734103208e-20,F_path - F_0 (force changes along the path),"D_k - F_path (gate, absorption, sign cancellation)"
10,5.957853301225064e-05,-6.078374947109221e-06,0.00021520812387400019,6.0096376252212575e-05,2.7542503356485204e-05,0.00013832392221092154,-5.178432399619552e-07,-9.705109996313098e-05,8.348089181943726e-05,-0.00012312096312256223,-0.00025564568713832897,-5.468968894134086e-05,-6.354243011031158e-05,-0.00010643469695182753,-2.9053942878224256e-05,-6.302458687034965e-05,-0.00018653366783984653,1.6317277666592315e-06,-2.0328790734103208e-20,F_path - F_0 (force changes along the path),"D_k - F_path (gate, absorption, sign cancellation)"
20,8.225571203432757e-05,2.2070786882627732e-05,0.00026947355051984347,8.714724342653803e-05,3.767977531584006e-05,0.00016723747418833122,-4.891531392210469e-06,-0.0001013574878155594,7.382888583085902e-05,-0.00012312096312256223,-0.00025564568713832897,-5.468968894134086e-05,-4.0865251088234645e-05,-6.547567714362113e-05,-1.7492201568372007e-05,-3.597371969602417e-05,-0.00012795008256658678,3.423199923260109e-05,-1.3552527156068805e-20,F_path - F_0 (force changes along the path),"D_k - F_path (gate, absorption, sign cancellation)"
40,9.861239708319324e-05,3.906182720649411e-05,0.00025054269124777666,0.00011308434477609507,5.264049947249046e-05,0.00021184549980485728,-1.4471947692901838e-05,-0.00011525606048579206,4.922199688467309e-05,-0.00012312096312256223,-0.00025564568713832897,-5.468968894134086e-05,-2.4508566039368975e-05,-3.619970935700197e-05,-8.27854602289892e-06,-1.0036618346467134e-05,-8.024027605898205e-05,7.05367628247185e-05,0.0,F_path - F_0 (force changes along the path),"D_k - F_path (gate, absorption, sign cancellation)"
