arm,step,dtype,mode,t,metric,mean,lo,hi,sd,n
LR_a0p1_q0,200000,float32,switch,100,radial,-0.0007804844829517365,-0.0011293316122067579,-0.000431637353696715,0.0004876546606923048,10
LR_a0p1_q0,200000,float32,switch,100,tangent,-0.03993828829142469,-0.057904043213484316,-0.021972533369365072,0.025114393629403726,10
LR_a0p1_q0,200000,float32,switch,100,self_pos,-0.5327700857545056,-0.5979059112893377,-0.4676342602196735,0.09105360553757365,10
LR_a0p1_q0,200000,float32,switch,100,self_neg,0.09169928137585717,0.07132915696942799,0.11206940578228636,0.028475470407025794,10
LR_a0p1_q0,200000,float32,switch,100,rest_pos,0.48734919522846276,0.41742758128532,0.5572708091716055,0.09774367642158494,10
LR_a0p1_q0,200000,float32,switch,100,rest_neg,-0.08699717372428337,-0.10583702617016524,-0.06815732127840149,0.026336297711864763,10
LR_a0p1_q0,200000,float32,switch,100,pos,-0.04542089052604276,-0.0655273445152007,-0.02531443653688482,0.028106884579349362,10
LR_a0p1_q0,200000,float32,switch,100,neg,0.004702107651573787,0.0018555719471603093,0.007548643355987265,0.003979182532041157,10
LR_a0p1_q0,200000,float32,switch,100,down,-0.6791514044158247,-0.8001202228191753,-0.5581825860124741,0.1691027477245202,10
LR_a0p1_q0,200000,float32,switch,100,up,0.6384326316414483,0.5213203204752379,0.7555449428076586,0.16371172234271114,10
LR_a0p1_q0,200000,float32,switch,100,common_mu,-0.03995079973608589,-0.05705564761459775,-0.022845951857574032,0.023910928566912154,10
LR_a0p1_q0,200000,float32,switch,100,input_correlation,-0.0007679831383830815,-0.0021779686185453093,0.000642002341779146,0.001971023790214235,10
LR_a0p1_q0,200000,float32,switch,100,centered_transport,-0.014601506420316063,-0.021637349759294523,-0.007565663081337604,0.009835430790217304,10
LR_a0p1_q0,200000,float32,switch,100,rowmean_transport,-0.026117266354060354,-0.03786941900995346,-0.014365113698167245,0.01642837660167223,10
LR_a0p1_q0,200000,float32,switch,100,E,0.1428706627062155,0.112927726150451,0.17281359926198,0.041857339051106335,10
LR_a0p1_q0,200000,float32,switch,100,R,0.12545896725848293,0.0993642542232469,0.15155368029371896,0.036477893506638104,10
LR_a0p1_q0,200000,float32,switch,100,J,0.0065029093755248875,0.0043660676037841645,0.00863975114726561,0.00298709882284739,10
LR_a0p1_q0,200000,float32,switch,100,W_round,1.0100092554721284e-08,-1.6294463593164076e-08,3.649464870260665e-08,3.689704527570151e-08,10
LR_a0p1_q0,200000,float32,switch,100,z_learning,-0.04503886068525725,-0.06474702374182852,-0.02533069762868598,0.027550112247577096,10
LR_a0p1_q0,200000,float32,switch,100,input_jump,0.04935360712848759,0.016326910392261,0.08238030386471418,0.04616813853416681,10
LR_a0p1_q0,200000,float32,switch,100,z_own_task_change,0.004314746443230333,-0.031485853067379714,0.040115345953840385,0.0500457872312456,10
LR_a0p1_q0,200000,float32,control,100,W,4.2910772765574405e-05,-4.392384856500491e-05,0.00012974539409615373,0.00012138643047382593,10
LR_a0p1_q0,200000,float32,control,100,bias,3.349302023707424e-06,-5.41950545002834e-06,1.2118109497443188e-05,1.2257947607058336e-05,10
LR_a0p1_q0,200000,float32,control,100,loss,0.0006385309241401536,9.593110979003215e-05,0.001181130738490275,0.0007585022382832387,10
LR_a0p1_q0,200000,float32,control,100,cos_change,5.9751783555670466e-06,-1.0015360179746303e-05,2.1965716890880396e-05,2.2353231515415174e-05,10
LR_a0p1_q0,200000,float32,control,100,length,-1.003076367720877e-06,-5.411995058296874e-06,3.40584232285512e-06,6.1632433457723515e-06,10
LR_a0p1_q0,200000,float32,control,100,direction,4.391384913328895e-05,-4.228175251249348e-05,0.00013010945077907138,0.00012049314255074394,10
LR_a0p1_q0,200000,float32,control,100,centered_norm_change,0.00012784669348748126,7.053006604806379e-05,0.00018516332092689873,8.012312030684151e-05,10
LR_a0p1_q0,200000,float32,control,100,fraction_units_down,0.507,0.446108227024035,0.5678917729759649,0.08512082915218552,10
LR_a0p1_q0,200000,float32,control,100,oldmean_W,4.316016934736619e-05,-4.701668738475395e-05,0.00013333702607948634,0.00012605855340106008,10
LR_a0p1_q0,200000,float32,control,100,radial,-1.5869323784899807e-06,-6.161077765630501e-06,2.987213008650539e-06,6.394214341069207e-06,10
LR_a0p1_q0,200000,float32,control,100,tangent,4.44977051440644e-05,-4.165045380725459e-05,0.0001306458640953834,0.00012042682223697125,10
LR_a0p1_q0,200000,float32,control,100,self_pos,-0.49284135686297315,-0.5611923638741675,-0.42449034985177875,0.09554811932436606,10
LR_a0p1_q0,200000,float32,control,100,self_neg,0.08840789398817998,0.06981248438364472,0.10700330359271525,0.02599459018195013,10
LR_a0p1_q0,200000,float32,control,100,rest_pos,0.4929062640442231,0.42455540152463656,0.5612571265638097,0.09554791733902611,10
LR_a0p1_q0,200000,float32,control,100,rest_neg,-0.08842988614310558,-0.10706070314978758,-0.06979906913642359,0.02604408631716769,10
LR_a0p1_q0,200000,float32,control,100,pos,6.490718124993283e-05,-1.8063621616645832e-05,0.00014787798411651152,0.00011598518470160843,10
LR_a0p1_q0,200000,float32,control,100,neg,-2.1992154925587115e-05,-6.967536723729804e-05,2.5691057386123812e-05,6.665653454062875e-05,10
LR_a0p1_q0,200000,float32,control,100,down,-0.01320487351954779,-0.020343426101673088,-0.006066320937422494,0.009979008411806729,10
LR_a0p1_q0,200000,float32,control,100,up,0.013247784292313367,0.006131745038087319,0.020363823546539414,0.009947536949504003,10
LR_a0p1_q0,200000,float32,control,100,common_mu,3.095783990535054e-05,-5.014293950901853e-05,0.00011205861931971962,0.00011337107217036477,10
LR_a0p1_q0,200000,float32,control,100,input_correlation,1.1957186418995176e-05,-7.465916106941712e-06,3.138028894493206e-05,2.7151625103250753e-05,10
LR_a0p1_q0,200000,float32,control,100,centered_transport,1.2776587631830309e-05,-1.1468883331277243e-05,3.702205859493786e-05,3.389283134159302e-05,10
LR_a0p1_q0,200000,float32,control,100,rowmean_transport,3.0134185133744086e-05,-3.5126396541523226e-05,9.53947668090114e-05,9.122800259643194e-05,10
LR_a0p1_q0,200000,float32,control,100,E,0.0026541355125594733,0.001146123639738485,0.004162147385380462,0.002108055238209763,10
LR_a0p1_q0,200000,float32,control,100,R,0.0027782351246611902,0.0012189763557084326,0.004337493893613948,0.002179693459220899,10
LR_a0p1_q0,200000,float32,control,100,J,3.7644163905715307e-06,6.433128133130147e-07,6.885519967830046e-06,4.3630019521842795e-06,10
LR_a0p1_q0,200000,float32,control,100,W_round,-4.253558771286351e-09,-3.789097839999095e-08,2.938386085741825e-08,4.702187026916604e-08,10
LR_a0p1_q0,200000,float32,control,100,z_learning,4.626007478928183e-05,-4.914863067854675e-05,0.0001416687802571104,0.00013337217362621102,10
LR_a0p1_q0,200000,float32,control,100,input_jump,0.0,0.0,0.0,0.0,10
LR_a0p1_q0,200000,float32,control,100,z_own_task_change,4.6509471371073614e-05,-5.228062702959214e-05,0.00014529956977173938,0.00013809903500773213,10
LR_a0p1_q0,200000,float32,switch,200,W,-0.048841141695889274,-0.0647833627487373,-0.03289892064304124,0.02228568833233824,10
LR_a0p1_q0,200000,float32,switch,200,bias,-0.005172779198812349,-0.006759841532715454,-0.0035857168649092437,0.0022185601629855344,10
LR_a0p1_q0,200000,float32,switch,200,loss,0.612663567142479,0.22583933632501269,0.9994877979599455,0.5407429879950432,10
LR_a0p1_q0,200000,float32,switch,200,cos_change,-0.008345014864692137,-0.010901470513467723,-0.0057885592159165515,0.0035736785756010025,10
LR_a0p1_q0,200000,float32,switch,200,length,0.00018072838261126088,-0.00010327699911196007,0.0004647337643344818,0.00039701214785625824,10
LR_a0p1_q0,200000,float32,switch,200,direction,-0.04902187007850054,-0.06490398404645795,-0.033139756110543137,0.02220166442149187,10
LR_a0p1_q0,200000,float32,switch,200,centered_norm_change,-0.01333630244520806,-0.018629638723078323,-0.008042966167337797,0.007399573882197667,10
LR_a0p1_q0,200000,float32,switch,200,fraction_units_down,0.5690000000000001,0.5109379661548461,0.627062033845154,0.08116512661098842,10
LR_a0p1_q0,200000,float32,switch,200,oldmean_W,-0.04618783216490686,-0.06136540839947265,-0.03101025593034106,0.021216788581877755,10
LR_a0p1_q0,200000,float32,switch,200,radial,-0.0010857588733946774,-0.0015765777355353685,-0.0005949400112539862,0.0006861174583541641,10
LR_a0p1_q0,200000,float32,switch,200,tangent,-0.04775538282249459,-0.06390370615089981,-0.03160705949408937,0.022573799446995807,10
LR_a0p1_q0,200000,float32,switch,200,self_pos,-1.0133570291556047,-1.135650742470686,-0.8910633158405232,0.17095482310210128,10
LR_a0p1_q0,200000,float32,switch,200,self_neg,0.18429952935876326,0.14293526950425514,0.22566378921327138,0.057823248100724124,10
LR_a0p1_q0,200000,float32,switch,200,rest_pos,0.9592392990861299,0.8296446501404393,1.0888339480318205,0.1811608273632925,10
LR_a0p1_q0,200000,float32,switch,200,rest_neg,-0.17902293659567275,-0.21871135987675006,-0.13933451331459545,0.0554805901079885,10
LR_a0p1_q0,200000,float32,switch,200,pos,-0.054117730069475,-0.07214565179800955,-0.036089808340940444,0.025201296832484683,10
LR_a0p1_q0,200000,float32,switch,200,neg,0.005276592763090534,0.00199843510252864,0.008554750423652429,0.00458254842191504,10
LR_a0p1_q0,200000,float32,switch,200,down,-1.0730187049564173,-1.2558129591968121,-0.8902244507160224,0.25552874755904137,10
LR_a0p1_q0,200000,float32,switch,200,up,1.0241775632605283,0.840796186717083,1.2075589398039737,0.25634948794492435,10
LR_a0p1_q0,200000,float32,switch,200,common_mu,-0.047836200702683726,-0.06251284016359226,-0.03315956124177519,0.020516527258507236,10
LR_a0p1_q0,200000,float32,switch,200,input_correlation,-0.0010049366037007319,-0.0028546286701407863,0.0008447554627393228,0.0025856912137169007,10
LR_a0p1_q0,200000,float32,switch,200,centered_transport,-0.018110729433761432,-0.024573341261605368,-0.011648117605917496,0.009034108392474167,10
LR_a0p1_q0,200000,float32,switch,200,rowmean_transport,-0.03073041226212784,-0.04074120511825763,-0.02071961940599805,0.013994123454426138,10
LR_a0p1_q0,200000,float32,switch,200,E,0.2257162370638109,0.18129684987521436,0.27013562425240745,0.062094021624526104,10
LR_a0p1_q0,200000,float32,switch,200,R,0.20366342456211095,0.16251167676867548,0.24481517235554642,0.057526176723766795,10
LR_a0p1_q0,200000,float32,switch,200,J,0.008716495870892437,0.005809355792642542,0.011623635949142333,0.004063901604899179,10
LR_a0p1_q0,200000,float32,switch,200,W_round,-4.389504808330165e-09,-4.214696054506259e-08,3.3367950928402256e-08,5.278128361045106e-08,10
LR_a0p1_q0,200000,float32,switch,200,z_learning,-0.05401392089470162,-0.07153759065203634,-0.0364902511373669,0.02449640118250754,10
LR_a0p1_q0,200000,float32,switch,200,input_jump,0.04935360712848759,0.016326910392261,0.08238030386471418,0.04616813853416681,10
LR_a0p1_q0,200000,float32,switch,200,z_own_task_change,-0.004660313766214041,-0.03902313778237316,0.029702510249945073,0.04803591567978553,10
LR_a0p1_q0,200000,float32,control,200,W,0.00014506198497140192,-3.9174266000150076e-05,0.0003292982359429539,0.00025754451999252404,10
LR_a0p1_q0,200000,float32,control,200,bias,1.4895843531121501e-05,-7.495846219346581e-06,3.728753328158958e-05,3.1301423895649536e-05,10
LR_a0p1_q0,200000,float32,control,200,loss,0.0009283421484048551,6.282020168298238e-05,0.0017938640951267277,0.0012099162522901067,10
LR_a0p1_q0,200000,float32,control,200,cos_change,2.3848935476126548e-05,-7.051929563157938e-06,5.474980051541103e-05,4.3196430734606854e-05,10
LR_a0p1_q0,200000,float32,control,200,length,-3.0657969544602664e-06,-1.3214440276035316e-05,7.082846367114783e-06,1.4186825117462729e-05,10
LR_a0p1_q0,200000,float32,control,200,direction,0.0001481277819258593,-4.472571387197452e-05,0.00034098127772369313,0.00026959059762783974,10
LR_a0p1_q0,200000,float32,control,200,centered_norm_change,0.00026205667261661224,0.00011150024699046579,0.0004126130982427587,0.0002104633706189739,10
LR_a0p1_q0,200000,float32,control,200,fraction_units_down,0.48,0.4511876987254269,0.508812301274573,0.04027681991198192,10
LR_a0p1_q0,200000,float32,control,200,oldmean_W,0.00015047550994360138,-4.538292295727919e-05,0.00034633394284448195,0.00027379121004657265,10
LR_a0p1_q0,200000,float32,control,200,radial,-4.025814998346655e-06,-1.4385777214257757e-05,6.334147217564447e-06,1.4482228562333812e-05,10
LR_a0p1_q0,200000,float32,control,200,tangent,0.00014908779996974857,-4.415775125443365e-05,0.0003423333511939308,0.00027013865332294263,10
LR_a0p1_q0,200000,float32,control,200,self_pos,-0.9919393967569636,-1.1441853622593634,-0.8396934312545639,0.21282518450816917,10
LR_a0p1_q0,200000,float32,control,200,self_neg,0.17613675373322796,0.13893936717315442,0.2133341402933015,0.05199836088756365,10
LR_a0p1_q0,200000,float32,control,200,rest_pos,0.9921006858520274,0.8397961799667886,1.1444051917372662,0.2129070183205647,10
LR_a0p1_q0,200000,float32,control,200,rest_neg,-0.1761529801165047,-0.2133941076605258,-0.13891185257248362,0.05205950656684966,10
LR_a0p1_q0,200000,float32,control,200,pos,0.00016128909506393668,-7.025312397766775e-05,0.0003928313141055411,0.0003236737034465695,10
LR_a0p1_q0,200000,float32,control,200,neg,-1.6226383276745804e-05,-7.058703620348217e-05,3.813426964999055e-05,7.599095286984701e-05,10
LR_a0p1_q0,200000,float32,control,200,down,-0.023724327636389125,-0.03552466040634662,-0.011923994866431626,0.016495727756965846,10
LR_a0p1_q0,200000,float32,control,200,up,0.023869389621360527,0.011946309952227946,0.03579246929049311,0.01666731609021682,10
LR_a0p1_q0,200000,float32,control,200,common_mu,0.00013770941876816158,-6.933920168392273e-05,0.0003447580392202459,0.0002894340136007228,10
LR_a0p1_q0,200000,float32,control,200,input_correlation,7.353293019029336e-06,-2.2362434076470644e-05,3.706902011452932e-05,4.1539722126787664e-05,10
LR_a0p1_q0,200000,float32,control,200,centered_transport,3.549781839284314e-05,-2.307231728845583e-05,9.406795407414211e-05,8.18754040010635e-05,10
LR_a0p1_q0,200000,float32,control,200,rowmean_transport,0.00010956416657855878,-2.0914596621395283e-05,0.00024004292977851285,0.00018239673386937952,10
LR_a0p1_q0,200000,float32,control,200,E,0.004734356670738452,0.00228760463624729,0.007181108705229615,0.0034203234973613278,10
LR_a0p1_q0,200000,float32,control,200,R,0.004990278892358943,0.0024077268524738,0.007572830932244085,0.0036101588148937896,10
LR_a0p1_q0,200000,float32,control,200,J,6.150023752249044e-06,1.2497501001138862e-06,1.1050297404384202e-05,6.850110219437943e-06,10
LR_a0p1_q0,200000,float32,control,200,W_round,-7.268157890079152e-10,-3.731470056188398e-08,3.586106898386815e-08,5.114633614004205e-08,10
LR_a0p1_q0,200000,float32,control,200,z_learning,0.00015995782850252344,-4.657520181905697e-05,0.00036649085882410387,0.0002887132682969442,10
LR_a0p1_q0,200000,float32,control,200,input_jump,0.0,0.0,0.0,0.0,10
LR_a0p1_q0,200000,float32,control,200,z_own_task_change,0.0001653713534747229,-5.2805390186917776e-05,0.00038354809713636356,0.00030499005718774406,10
LR_a0p1_q0,200000,float32,switch,500,W,-0.051839552985489576,-0.06962362683044578,-0.034055479140533376,0.024860420996181017,10
LR_a0p1_q0,200000,float32,switch,500,bias,-0.005501961160131031,-0.007307689908859918,-0.003696232411402145,0.0025242347332604573,10
LR_a0p1_q0,200000,float32,switch,500,loss,0.2213460564797213,0.09849981677774403,0.34419229618169855,0.1717272017319631,10
LR_a0p1_q0,200000,float32,switch,500,cos_change,-0.009001431750667642,-0.011871552541985924,-0.0061313109593493596,0.004012152210124857,10
LR_a0p1_q0,200000,float32,switch,500,length,0.00010216258841663482,-0.0001709652549558675,0.0003752904317891371,0.000381806397747564,10
LR_a0p1_q0,200000,float32,switch,500,direction,-0.051941715573906214,-0.06958516523674298,-0.03429826591106945,0.02466384194459749,10
LR_a0p1_q0,200000,float32,switch,500,centered_norm_change,-0.01049877249311532,-0.01736861628330404,-0.0036289287029265998,0.00960337942200622,10
LR_a0p1_q0,200000,float32,switch,500,fraction_units_down,0.556,0.4955628069741674,0.6164371930258328,0.08448537019968475,10
LR_a0p1_q0,200000,float32,switch,500,oldmean_W,-0.04901335133982202,-0.06594071761211455,-0.03208598506752949,0.02366282638919081,10
LR_a0p1_q0,200000,float32,switch,500,radial,-0.0017413887669690772,-0.0023896558478738884,-0.0010931216860642658,0.0009062148914676104,10
LR_a0p1_q0,200000,float32,switch,500,tangent,-0.050098164218520515,-0.06810816188917458,-0.03208816654786645,0.025176240727300143,10
LR_a0p1_q0,200000,float32,switch,500,self_pos,-2.4555756431601554,-2.762079763241582,-2.149071523078729,0.4284632153869156,10
LR_a0p1_q0,200000,float32,switch,500,self_neg,0.46399363735727306,0.3606869093980457,0.5673003653165004,0.1444128477645028,10
LR_a0p1_q0,200000,float32,switch,500,rest_pos,2.3981238051895217,2.0848991290859877,2.7113484812930557,0.4378579048992626,10
LR_a0p1_q0,200000,float32,switch,500,rest_neg,-0.4583813338614172,-0.5597016245457217,-0.35706104317711274,0.14163599993044512,10
LR_a0p1_q0,200000,float32,switch,500,pos,-0.05745183797063329,-0.07744373290518639,-0.03745994303608019,0.027946742063566416,10
LR_a0p1_q0,200000,float32,switch,500,neg,0.005612303495855747,0.0023366178605257006,0.008887989131185794,0.004579092768923903,10
LR_a0p1_q0,200000,float32,switch,500,down,-1.914735684295028,-2.25507962167018,-1.574391746919876,0.47576801808230373,10
LR_a0p1_q0,200000,float32,switch,500,up,1.862896131309539,1.5212906449481314,2.2045016176709464,0.4775315419620986,10
LR_a0p1_q0,200000,float32,switch,500,common_mu,-0.050880368438537084,-0.06757911012799334,-0.03418162674908083,0.023343231259923047,10
LR_a0p1_q0,200000,float32,switch,500,input_correlation,-0.0009591660362404843,-0.003036990093863079,0.0011186580213821107,0.0029045977473345346,10
LR_a0p1_q0,200000,float32,switch,500,centered_transport,-0.01909513636461899,-0.025959786345527952,-0.012230486383710028,0.009596118977273796,10
LR_a0p1_q0,200000,float32,switch,500,rowmean_transport,-0.032744416620870596,-0.04420423513404935,-0.021284598107691843,0.01601972164877471,10
LR_a0p1_q0,200000,float32,switch,500,E,0.3983242655871281,0.3185012316472524,0.47814729952700374,0.11158490716122207,10
LR_a0p1_q0,200000,float32,switch,500,R,0.37548212522302576,0.29839810379376963,0.4525661466522819,0.10775603168974959,10
LR_a0p1_q0,200000,float32,switch,500,J,0.012343380922440734,0.008136639308290079,0.01655012253659139,0.005880619281144068,10
LR_a0p1_q0,200000,float32,switch,500,W_round,-1.8510712026079056e-08,-6.113386985233126e-08,2.411244580017314e-08,5.95830661177682e-08,10
LR_a0p1_q0,200000,float32,switch,500,z_learning,-0.05734151414562062,-0.07692264978348105,-0.03776037850776019,0.02737254016062216,10
LR_a0p1_q0,200000,float32,switch,500,input_jump,0.04935360712848759,0.016326910392261,0.08238030386471418,0.04616813853416681,10
LR_a0p1_q0,200000,float32,switch,500,z_own_task_change,-0.007987907017133037,-0.04423936555290249,0.02826355151863642,0.05067604468930094,10
LR_a0p1_q0,200000,float32,control,500,W,0.00014914966846610675,-1.3158112245989669e-05,0.00031145744917820316,0.0002268906322947448,10
LR_a0p1_q0,200000,float32,control,500,bias,1.3574759712355446e-05,-7.392195758345684e-06,3.4541715183056576e-05,2.9309782705251385e-05,10
LR_a0p1_q0,200000,float32,control,500,loss,0.0010315968845533922,-3.940885333841219e-05,0.0021026026224451964,0.0014971627853911068,10
LR_a0p1_q0,200000,float32,control,500,cos_change,2.6620737718320137e-05,-4.479584028945159e-06,5.7721059465585435e-05,4.347525198637092e-05,10
LR_a0p1_q0,200000,float32,control,500,length,-1.21771330026566e-05,-2.6269177272065993e-05,1.914911266752794e-06,1.9699319530980077e-05,10
LR_a0p1_q0,200000,float32,control,500,direction,0.00016132680146875794,-1.0351349361278835e-05,0.00033300495229879475,0.00023998950649268907,10
LR_a0p1_q0,200000,float32,control,500,centered_norm_change,0.0006101415961364283,0.00021655875603321617,0.0010037244362396404,0.0005501908723019335,10
LR_a0p1_q0,200000,float32,control,500,fraction_units_down,0.492,0.4394538551770484,0.5445461448229516,0.07345444544447637,10
LR_a0p1_q0,200000,float32,control,500,oldmean_W,0.00015135027324078784,-1.920814754801566e-05,0.0003219086940295914,0.0002384242318278504,10
LR_a0p1_q0,200000,float32,control,500,radial,-1.4428156224870105e-05,-2.9332216451659476e-05,4.759040019192641e-07,2.0834439567709374e-05,10
LR_a0p1_q0,200000,float32,control,500,tangent,0.00016357782469097695,-8.608320619415196e-06,0.0003357639700013691,0.00024069963380971845,10
LR_a0p1_q0,200000,float32,control,500,self_pos,-2.500773129123456,-2.8764500998861138,-2.1250961583607983,0.5251601929429941,10
LR_a0p1_q0,200000,float32,control,500,self_neg,0.43969309044915417,0.3474192520398491,0.5319669288584592,0.12898993165390513,10
LR_a0p1_q0,200000,float32,control,500,rest_pos,2.5009419945818823,2.1251961606613627,2.876687828502402,0.5252564569998406,10
LR_a0p1_q0,200000,float32,control,500,rest_neg,-0.43971285039116353,-0.5320171631395254,-0.34740853764280166,0.12903253184242983,10
LR_a0p1_q0,200000,float32,control,500,pos,0.0001688654584266356,-2.600347255725437e-05,0.0003637343894105256,0.0002724079817465006,10
LR_a0p1_q0,200000,float32,control,500,neg,-1.975994200943843e-05,-6.106592606707524e-05,2.154604204819838e-05,5.774178415400757e-05,10
LR_a0p1_q0,200000,float32,control,500,down,-0.05975440667778285,-0.09241537672732661,-0.02709343662823909,0.04565688787924153,10
LR_a0p1_q0,200000,float32,control,500,up,0.05990355634624894,0.02715396957138721,0.09265314312111067,0.045780765519309506,10
LR_a0p1_q0,200000,float32,control,500,common_mu,0.00012549601016995966,-6.833696941392121e-05,0.00031932898975384053,0.00027095982154651846,10
LR_a0p1_q0,200000,float32,control,500,input_correlation,2.3609506247237697e-05,-3.923561266896239e-05,8.645462516343778e-05,8.785141849008339e-05,10
LR_a0p1_q0,200000,float32,control,500,centered_transport,4.159062741792141e-05,-1.5470318319320236e-05,9.865157315516306e-05,7.976570193282177e-05,10
LR_a0p1_q0,200000,float32,control,500,rowmean_transport,0.00010755904104818531,-7.386030965547306e-07,0.00021585668519292535,0.00015138966750840468,10
LR_a0p1_q0,200000,float32,control,500,E,0.011981390687003681,0.005089930908709162,0.0188728504652982,0.009633596489773908,10
LR_a0p1_q0,200000,float32,control,500,R,0.01257543638396845,0.005333925482785378,0.019816947285151522,0.010122934217510765,10
LR_a0p1_q0,200000,float32,control,500,J,1.6089749792632666e-05,1.9764210447342013e-06,3.020307854053113e-05,1.9729073180258393e-05,10
LR_a0p1_q0,200000,float32,control,500,W_round,4.4152048909476943e-08,-2.7234676622304672e-08,1.1553877444125856e-07,9.979176119774404e-08,10
LR_a0p1_q0,200000,float32,control,500,z_learning,0.0001627244281784622,-1.9675849469684133e-05,0.0003451247058266085,0.00025497800625919477,10
LR_a0p1_q0,200000,float32,control,500,input_jump,0.0,0.0,0.0,0.0,10
LR_a0p1_q0,200000,float32,control,500,z_own_task_change,0.00016492503295314332,-2.593486848582468e-05,0.0003557849343921113,0.00026680374488031403,10
LR_a0p1_q0,200000,float32,switch,1000,W,-0.052356400154178716,-0.07398033492154327,-0.030732465386814168,0.030228176434563284,10
LR_a0p1_q0,200000,float32,switch,1000,bias,-0.005494027060081862,-0.007711275753877549,-0.003276778366286174,0.0030994999493114735,10
LR_a0p1_q0,200000,float32,switch,1000,loss,0.13168025835910624,0.04923181855394328,0.21412869816426922,0.11525497149327026,10
LR_a0p1_q0,200000,float32,switch,1000,cos_change,-0.009030398214626268,-0.012642945330806923,-0.005417851098445615,0.00504999264846518,10
LR_a0p1_q0,200000,float32,switch,1000,length,-9.994123735368964e-05,-0.00042361268593390497,0.0002237302112265257,0.00045246148583835504,10
LR_a0p1_q0,200000,float32,switch,1000,direction,-0.052256458916825024,-0.07367889556868695,-0.030834022264963092,0.0299465014918587,10
LR_a0p1_q0,200000,float32,switch,1000,centered_norm_change,-0.0037040013609684263,-0.012327190093060932,0.0049191873711240805,0.012054386642695146,10
LR_a0p1_q0,200000,float32,switch,1000,fraction_units_down,0.531,0.46635787225931696,0.5956421277406831,0.09036346360977736,10
LR_a0p1_q0,200000,float32,switch,1000,oldmean_W,-0.04949859336321094,-0.07006811629159634,-0.028929070434825534,0.028754210320336128,10
LR_a0p1_q0,200000,float32,switch,1000,radial,-0.0023091524804469835,-0.0031337905432304103,-0.0014845144176635567,0.0011527645234157334,10
LR_a0p1_q0,200000,float32,switch,1000,tangent,-0.05004724767373173,-0.07200242767813275,-0.028092067669330718,0.030691225346612297,10
LR_a0p1_q0,200000,float32,switch,1000,self_pos,-4.857443477072371,-5.431436849663716,-4.283450104481026,0.802387406622567,10
LR_a0p1_q0,200000,float32,switch,1000,self_neg,0.9319592673363146,0.7255919531242748,1.1383265815483545,0.28848161314948223,10
LR_a0p1_q0,200000,float32,switch,1000,rest_pos,4.799286467272561,4.214265799041065,5.384307135504057,0.8178025029865111,10
LR_a0p1_q0,200000,float32,switch,1000,rest_neg,-0.9261586246165093,-1.1305769479629968,-0.7217403012700219,0.2857571117861973,10
LR_a0p1_q0,200000,float32,switch,1000,pos,-0.05815700979980959,-0.08216116317121318,-0.034152856428406,0.03355549260943033,10
LR_a0p1_q0,200000,float32,switch,1000,neg,0.00580064271980559,0.002172987147822973,0.009428298291788206,0.0050711128133449235,10
LR_a0p1_q0,200000,float32,switch,1000,down,-2.8514822852424166,-3.38511904158071,-2.3178455289041233,0.7459727471480879,10
LR_a0p1_q0,200000,float32,switch,1000,up,2.7991258850882383,2.261768052989103,3.336483717187374,0.7511744523805175,10
LR_a0p1_q0,200000,float32,switch,1000,common_mu,-0.0508069968201577,-0.07131135190747796,-0.030302641732837435,0.028663111960173213,10
LR_a0p1_q0,200000,float32,switch,1000,input_correlation,-0.001549370259846293,-0.004158410148604803,0.0010596696289122175,0.003647186274407061,10
LR_a0p1_q0,200000,float32,switch,1000,centered_transport,-0.01914900460675447,-0.027618008822437742,-0.010680000391071197,0.011838851550879654,10
LR_a0p1_q0,200000,float32,switch,1000,rowmean_transport,-0.03320739554742423,-0.04676361864661306,-0.019651172448235405,0.01895029318378418,10
LR_a0p1_q0,200000,float32,switch,1000,E,0.5873032529028259,0.4641838839960459,0.7104226218096059,0.17210901003285892,10
LR_a0p1_q0,200000,float32,switch,1000,R,0.5686427826487453,0.44648430484126617,0.6908012604562245,0.17076577689806863,10
LR_a0p1_q0,200000,float32,switch,1000,J,0.014956381119338072,0.009715581820772094,0.02019718041790405,0.007326132249264806,10
LR_a0p1_q0,200000,float32,switch,1000,W_round,-3.307417471667013e-08,-1.207406246034955e-07,5.459227517015526e-08,1.2254924661399776e-07,10
LR_a0p1_q0,200000,float32,switch,1000,z_learning,-0.05785042721426057,-0.0816790125051362,-0.034021841923384935,0.033310065356177324,10
LR_a0p1_q0,200000,float32,switch,1000,input_jump,0.04935360712848759,0.016326910392261,0.08238030386471418,0.04616813853416681,10
LR_a0p1_q0,200000,float32,switch,1000,z_own_task_change,-0.008496820085772993,-0.04576727555816025,0.02877363538661426,0.05210050418373349,10
LR_a0p1_q0,200000,float32,control,1000,W,0.00013873694904906151,-7.931411932780695e-05,0.00035678801742593,0.0003048143752537007,10
LR_a0p1_q0,200000,float32,control,1000,bias,9.249962233297994e-06,-2.001268348990867e-05,3.851260795650466e-05,4.090635804165518e-05,10
LR_a0p1_q0,200000,float32,control,1000,loss,0.0007081701946774343,-5.7515676844107516e-05,0.001473856066198976,0.0010703550425400395,10
LR_a0p1_q0,200000,float32,control,1000,cos_change,2.2951210583658988e-05,-1.2427309378055375e-05,5.832973054537335e-05,4.945576070690113e-05,10
LR_a0p1_q0,200000,float32,control,1000,length,-1.6507167386462753e-05,-3.3900301755159967e-05,8.859669822344608e-07,2.4313925291734684e-05,10
