arm,step,dtype,mode,t,seed,W,bias,loss,cos_change,length,direction,centered_norm_change,fraction_units_down,oldmean_W,radial,tangent,self_pos,self_neg,rest_pos,rest_neg,pos,neg,down,up,common_mu,input_correlation,centered_transport,rowmean_transport,E,R,J,W_round,z_learning,input_jump,z_own_task_change
LR_a0p1_q0,200000,float64,switch,0,0,0.0,0.0,2.439469240805339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01911849613221757,0.01911849613221757
LR_a0p1_q0,200000,float64,switch,0,1,0.0,0.0,2.482096433798281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020526569731196435,0.020526569731196435
LR_a0p1_q0,200000,float64,switch,0,2,0.0,0.0,5.1566642668165565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07487594105590295,0.07487594105590295
LR_a0p1_q0,200000,float64,switch,0,3,0.0,0.0,2.355043915510019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01589212699366535,-0.01589212699366535
LR_a0p1_q0,200000,float64,switch,0,4,0.0,0.0,2.7202844955601657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023068703142671933,0.023068703142671933
LR_a0p1_q0,200000,float64,switch,0,5,0.0,0.0,0.8715565232945198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039868194915230776,0.039868194915230776
LR_a0p1_q0,200000,float64,switch,0,6,0.0,0.0,1.3467175890368321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08495762967640873,0.08495762967640873
LR_a0p1_q0,200000,float64,switch,0,7,0.0,0.0,1.853018186229063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1166027165006828,0.1166027165006828
LR_a0p1_q0,200000,float64,switch,0,8,0.0,0.0,1.7824552510586962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1174373111494639,0.1174373111494639
LR_a0p1_q0,200000,float64,switch,0,9,0.0,0.0,4.651946741863243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012972652822762394,0.012972652822762394
LR_a0p1_q0,200000,float64,control,0,0,0.0,0.0,0.002615947301174983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LR_a0p1_q0,200000,float64,control,0,1,0.0,0.0,0.0003232940279874025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LR_a0p1_q0,200000,float64,control,0,2,0.0,0.0,0.0010783082957214266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LR_a0p1_q0,200000,float64,control,0,3,0.0,0.0,0.00037250925274983845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LR_a0p1_q0,200000,float64,control,0,4,0.0,0.0,0.003239810057424835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LR_a0p1_q0,200000,float64,control,0,5,0.0,0.0,0.00022161982700819312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LR_a0p1_q0,200000,float64,control,0,6,0.0,0.0,5.779131169561326e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LR_a0p1_q0,200000,float64,control,0,7,0.0,0.0,0.0019718126622309674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LR_a0p1_q0,200000,float64,control,0,8,0.0,0.0,0.0013340296825719552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LR_a0p1_q0,200000,float64,control,0,9,0.0,0.0,9.654542089810743e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LR_a0p1_q0,200000,float64,switch,1,0,0.001938475303942293,0.00019089575559402323,2.9997399526986204,0.00038879115665507177,-7.312591714443362e-05,0.0020116012210867644,0.0006009712144285584,0.4,0.0018320820259189873,-8.121434815612829e-05,0.0020196896520984216,-0.017616920980556162,0.001079067083209445,0.019599578150066604,-0.0011232489487775872,0.001982657169510442,-4.418186556814179e-05,-0.007708407065839095,0.009646882369781389,0.0017653430519874876,0.00017313225195481183,0.0007158590834775932,0.0012226162204646992,0.0019183527679304893,0.0024594292295660957,5.9894752792902395e-05,-7.419297110271977e-18,0.002129371059536316,0.01911849613221757,0.021247867191753884
LR_a0p1_q0,200000,float64,switch,1,1,0.00010987377302799911,1.420272813474054e-05,2.625080765093249,1.9924535739013032e-05,1.4760110546007538e-05,9.51136624820155e-05,4.5756115374198104e-05,0.51,0.00010506798043043164,1.4598702983461156e-05,9.52750700445381e-05,-0.00191180390804351,0.0006410042235758101,0.002105198845569654,-0.0007245253880739503,0.00019339493752614393,-8.352116449814047e-05,-0.001122670849646329,0.0012325446226743282,0.00013134229911979364,-2.1468526091790234e-05,4.899941206484777e-05,6.0874360963151425e-05,0.00022349107960275067,0.00026803519081622395,1.2120041606597688e-06,-4.145480887816216e-18,0.00012407650116273965,0.020526569731196435,0.020650646232359175
LR_a0p1_q0,200000,float64,switch,1,2,-0.009783112218335359,-0.0011729317493273611,1.7433207827279888,-0.0018619665135971336,7.759385271271462e-05,-0.009860706071048076,-0.0019224676448033162,0.56,-0.009322017991198028,3.248381557785412e-05,-0.00981559603391321,-0.0052293050307879695,0.0004106722581353811,-0.003506112766684019,-0.0014583666789987429,-0.00873541779747199,-0.001047694420863362,-0.021005290671071847,0.011222178452736485,-0.010846898652551396,0.001063786434216043,-0.004134584416378943,-0.005648527801956413,0.004065094412907681,0.0019477858803283493,0.0001948408877759587,-4.979198477139679e-18,-0.01095604396766272,0.07487594105590295,0.06391989708824022
LR_a0p1_q0,200000,float64,switch,1,3,-0.0007565026579028168,-8.40769988581562e-05,2.1537389087872953,-0.00020122113808747723,0.0001747525097355695,-0.000931255167638389,-0.0005792036661569144,0.46,-0.0007184497812795406,0.00016881096821637972,-0.0009253136261191966,-0.009923485268848576,0.0009093677302698906,0.008321521567380124,-6.390668670425389e-05,-0.0016019637014684526,0.0008454610435656369,-0.009598009580565468,0.00884150692266265,-0.0007775172648775895,2.1014606974773302e-05,-0.00031528874571808515,-0.0004412139121847316,0.0031323250919747365,0.0024655322883306054,8.75891374871836e-05,-1.745904310880564e-19,-0.000840579656760973,-0.01589212699366535,-0.016732706650426324
LR_a0p1_q0,200000,float64,switch,1,4,0.007484865553973561,0.000796804113153327,3.4166993496739453,0.0013475563035096664,0.00011926898202528966,0.007365596571948249,0.001400002895171597,0.39,0.007111509882052886,0.0001053356316624414,0.007379529922311117,-0.004434085228455612,0.001559079890396421,0.010199730932479043,0.00016013995955371384,0.005765645704023431,0.001719219849950135,-0.006395579249249333,0.013880444803222891,0.007368590257929884,0.00011627529604367911,0.001175286066901159,0.0063095794870724,0.001219870512826638,0.002580433779239601,3.943962875857399e-05,-6.210852145083212e-18,0.008281669667126889,0.023068703142671933,0.03135037280979882
LR_a0p1_q0,200000,float64,switch,1,5,0.0008043352008383784,7.662228984558774e-05,1.0362328621912493,0.0001489411362949426,-1.0804325539917033e-06,0.0008054156333923791,7.989547692307309e-05,0.47,0.0007775173993924209,-2.1330812552874443e-06,0.0008064682820936661,-0.00411997047379663,0.0007247875766698085,0.004939293429056013,-0.000739775331090821,0.0008193229552593834,-1.4987754421012263e-05,-0.0024431915136114133,0.003247526714449791,0.0007085784939815555,9.575670685681553e-05,0.0002815869151825474,0.000522748285655831,0.00023437075698428962,0.00031017542881135637,4.090805095885586e-06,7.527344633023735e-18,0.0008809574906839661,0.039868194915230776,0.04074915240591474
LR_a0p1_q0,200000,float64,switch,1,6,-0.00088060112663779,-8.808199804798508e-05,1.3074639381554225,-0.00011033457591780375,3.1718285662244124e-06,-0.0008837729552040528,7.951750245951406e-06,0.51,-0.0008327626853516471,3.1500014777414893e-06,-0.0008837511281155313,-0.0027804033439112552,0.0010068063860862173,0.002053864870328314,-0.001160869039141063,-0.0007265384735829406,-0.00015406265305484526,-0.0026881448285198885,0.0018075437018820984,-0.0008145542197903868,-6.604690684739906e-05,-0.00032590339277754026,-0.0005546977338602498,0.0002505407424059676,0.0002547611645643186,3.731328087567516e-06,-3.875074089734754e-18,-0.0009686831246857751,0.08495762967640873,0.08398894655172295
LR_a0p1_q0,200000,float64,switch,1,7,-0.0070034723791510215,-0.0007421648609649214,0.5751641736754849,-0.0012456816306674803,5.84553229369626e-06,-0.00700931791144474,-0.0019271523427149529,0.58,-0.0066366443041472175,-2.5620782824456908e-05,-0.0069778515963265664,-0.0061972742834167935,0.0008979819240400626,-0.00013162415468589872,-0.0015725558650883879,-0.0063288984381026925,-0.0006745739410483259,-0.016737460660998838,0.00973398828184782,-0.006863303883612941,-0.0001401684955380767,-0.002263602825943003,-0.004739869553208018,0.0037876326776985726,0.0017419724117874102,0.00011850792319622052,-4.249767584282166e-18,-0.007745637240115943,0.1166027165006828,0.10885707926056686
