arm,step,mode,metric,mean,lo,hi,sd,n
LR_a0p1_q0,200000,new,radial,5.9729304685127014e-06,-1.9117445722904847e-05,3.106330665993025e-05,3.507392740882613e-05,10
LR_a0p1_q0,200000,new,tangent,-0.001072119125666183,-0.0017498037967296235,-0.00039443445460274253,0.0009473378468946114,10
LR_a0p1_q0,200000,new,h,0.02290925028641813,0.008633185366303678,0.037185315206532586,0.019956562662582146,10
LR_a0p1_q0,200000,new,hself,0.10228904365774853,0.08477970774493922,0.11979837957055785,0.02447636384952623,10
LR_a0p1_q0,200000,new,hrest,-0.0793797933713304,-0.10366367916675881,-0.055095907575902,0.033946531574302344,10
LR_a0p1_q0,200000,new,common,-0.0010592871929897675,-0.001719389664572312,-0.0003991847214072228,0.0009227596268003515,10
LR_a0p1_q0,200000,new,correlation,-6.859002207902855e-06,-3.4329412800184195e-05,2.061140838437849e-05,3.840098608540986e-05,10
LR_a0p1_q0,200000,new,loss,3.1329412468245192,2.407541283542024,3.8583412101070147,1.0140392260534667,10
LR_a0p1_q0,200000,new,h_pos,-0.0011009901342799594,-0.0017112500438749298,-0.0004907302246849889,0.0008530845295564896,10
LR_a0p1_q0,200000,new,h_neg,3.484393908228916e-05,-8.529101781393626e-05,0.00015497889597851459,0.00016793708971497915,10
LR_a0p1_q0,200000,new,hs_pos,-0.005640296411093997,-0.00648566904829047,-0.004794923773897524,0.0011817494598020137,10
LR_a0p1_q0,200000,new,hs_neg,0.0009155495597017213,0.0007245412090886971,0.0011065579103147454,0.00026701126251636005,10
LR_a0p1_q0,200000,new,hr_pos,0.004539306276814038,0.003463522599081564,0.0056150899545465115,0.0015038418847340934,10
LR_a0p1_q0,200000,new,hr_neg,-0.0008807056206194321,-0.0010596723731667336,-0.0007017388680721307,0.00025017826913191287,10
LR_a0p1_q0,200000,change,input_shapley,-0.0005641816273456992,-0.0009682212796853493,-0.00016014197500604913,0.000564808487857415,10
LR_a0p1_q0,200000,change,target_shapley,-0.000514238781812361,-0.0011145675194492392,8.60899558245171e-05,0.0008392017084427175,10
LR_a0p1_q0,200000,change,factorial_interaction,0.0003050180921550552,4.680876373318034e-05,0.00056322742057693,0.00036095175186924593,10
LR_a0p1_q0,200000,change,change_residual,-0.0007201236518734591,-0.0013208159791844505,-0.00011943132456246775,0.000839709971760061,10
LR_a0p1_q0,200000,change,change_gate,-3.663743956082255e-06,-8.918691633194135e-06,1.5912037210296258e-06,7.345910318684162e-06,10
LR_a0p1_q0,200000,change,change_residual_gate_interaction,-0.0003001807880006906,-0.0005342768152764438,-6.608476072493744e-05,0.0003272436811917113,10
LR_a0p1_q0,200000,change,change_input_vector,-5.44522253278282e-05,-8.836529486919116e-05,-2.053915578646525e-05,4.740720227666839e-05,10
LR_a0p1_q0,200000,change,input_jump,0.022162511366911865,0.014586758093609766,0.029738264640213966,0.010590172835505925,10
LR_a0p1_q0,1000000,old,force,-0.00010779101804075059,-0.00030549622077988205,8.991418469838086e-05,0.00027637281626695994,10
LR_a0p1_q0,1000000,old,bias,-1.238218953910495e-05,-3.487372510052298e-05,1.010934602231308e-05,3.1440998715039126e-05,10
LR_a0p1_q0,1000000,old,radial,-5.499689469447982e-06,-1.5860209609343893e-05,4.86083067044793e-06,1.4483008486285273e-05,10
LR_a0p1_q0,1000000,old,tangent,-0.00010229132857130259,-0.0002907362235163617,8.615356637375654e-05,0.00026342779858867663,10
LR_a0p1_q0,1000000,old,h,0.0024764379078209896,-0.0020218692044626156,0.006974745020104594,0.006288199743007824,10
LR_a0p1_q0,1000000,old,hself,0.01157958189841584,-0.010967297053934729,0.03412646085076641,0.03151836344091319,10
LR_a0p1_q0,1000000,old,hrest,-0.00910314399059485,-0.03065813050834346,0.01245184252715376,0.030131793427646783,10
LR_a0p1_q0,1000000,old,common,-0.00011450653893917956,-0.00032250108501132924,9.348800713297016e-05,0.00029075632643809154,10
LR_a0p1_q0,1000000,old,correlation,6.715520898429007e-06,-3.669950058157563e-06,1.7100991855015575e-05,1.451788732296443e-05,10
LR_a0p1_q0,1000000,old,loss,0.04029257949194613,0.018118772901427035,0.06246638608246523,0.03099684424019302,10
LR_a0p1_q0,1000000,old,h_pos,-8.780688735492845e-05,-0.00023812498552727623,6.251121081741933e-05,0.000210130211811378,10
LR_a0p1_q0,1000000,old,h_neg,-1.99841306858221e-05,-6.907338435965937e-05,2.9105122988015165e-05,6.862204483400949e-05,10
LR_a0p1_q0,1000000,old,hs_pos,-0.004292734457830216,-0.005318582335075941,-0.003266886580584491,0.001434036449055813,10
LR_a0p1_q0,1000000,old,hs_neg,0.0038772654599211693,0.0035075504702572944,0.004246980449585044,0.0005168259180530452,10
LR_a0p1_q0,1000000,old,hr_pos,0.0042049275704752875,0.0032554111330332105,0.005154444007917364,0.0013273324539359583,10
LR_a0p1_q0,1000000,old,hr_neg,-0.0038972495906069915,-0.004299509269201255,-0.003494989912012728,0.000562320256136256,10
LR_a0p1_q0,1000000,input_only,force,-0.00033897371297909775,-0.0004461593537949892,-0.0002317880721632063,0.00014983519404268802,10
LR_a0p1_q0,1000000,input_only,bias,-3.572471499254493e-05,-4.747980841664332e-05,-2.3969621568446548e-05,1.643248751215723e-05,10
LR_a0p1_q0,1000000,input_only,radial,9.751876164366394e-06,9.946102420757445e-08,1.9404291304525213e-05,1.3493145952175438e-05,10
LR_a0p1_q0,1000000,input_only,tangent,-0.00034872558914346414,-0.0004546956856066339,-0.0002427554926802944,0.00014813598020610338,10
LR_a0p1_q0,1000000,input_only,h,0.007144942998508987,0.00479392431368931,0.009495961683328663,0.0032864975024314465,10
LR_a0p1_q0,1000000,input_only,hself,0.011851229288482628,-0.011769545440700961,0.03547200401766622,0.03301956622216803,10
LR_a0p1_q0,1000000,input_only,hrest,-0.0047062862899736385,-0.027165215204902636,0.017752642624955357,0.031395417766261126,10
LR_a0p1_q0,1000000,input_only,common,-0.00033037076806697284,-0.00043907812217823235,-0.00022166341395571333,0.00015196240254891367,10
LR_a0p1_q0,1000000,input_only,correlation,-8.602944912124926e-06,-1.9338402588484532e-05,2.1325127642346803e-06,1.5007135021353727e-05,10
LR_a0p1_q0,1000000,input_only,loss,0.7877674903217827,0.6498096201495809,0.9257253604939846,0.1928518044919235,10
LR_a0p1_q0,1000000,input_only,h_pos,-0.00034286887602359657,-0.0004579064213132809,-0.00022783133073391222,0.00016081139963776598,10
LR_a0p1_q0,1000000,input_only,h_neg,3.895163044498776e-06,-3.457460402954928e-05,4.2364930118546835e-05,5.3777026199039205e-05,10
LR_a0p1_q0,1000000,input_only,hs_pos,-0.004544240043865137,-0.005644702799689801,-0.003443777288040473,0.0015383408570459674,10
LR_a0p1_q0,1000000,input_only,hs_neg,0.004079179405096346,0.003675608740178203,0.004482750070014489,0.0005641528886486941,10
LR_a0p1_q0,1000000,input_only,hr_pos,0.00420137116784154,0.0031608309357017703,0.0052419113999813095,0.0014545749449750055,10
LR_a0p1_q0,1000000,input_only,hr_neg,-0.004075284242051847,-0.004494885751617012,-0.003655682732486681,0.0005865624642231001,10
LR_a0p1_q0,1000000,target_only,force,-0.0005639992426214358,-0.0009270611620103002,-0.00020093732323257134,0.000507525567110067,10
LR_a0p1_q0,1000000,target_only,bias,-6.503032948663748e-05,-0.0001068155778777431,-2.3245081095531866e-05,5.841174949504038e-05,10
LR_a0p1_q0,1000000,target_only,radial,3.064761978827784e-05,1.316905511342011e-06,5.997833406521367e-05,4.100151131851745e-05,10
LR_a0p1_q0,1000000,target_only,tangent,-0.0005946468624097136,-0.000977671236263572,-0.0002116224885558553,0.0005354311542350098,10
LR_a0p1_q0,1000000,target_only,h,0.013006065897327493,0.004649016219106367,0.021363115575548618,0.011682349899008076,10
LR_a0p1_q0,1000000,target_only,hself,0.01157958189841584,-0.010967297053934729,0.03412646085076641,0.03151836344091319,10
LR_a0p1_q0,1000000,target_only,hrest,0.0014264839989116518,-0.023085721924726472,0.025938689922549774,0.034265701105349114,10
LR_a0p1_q0,1000000,target_only,common,-0.000601379742417317,-0.0009877963900440248,-0.0002149630947906092,0.0005401732259820443,10
LR_a0p1_q0,1000000,target_only,correlation,3.738049979588127e-05,1.2029790671039681e-05,6.273120892072285e-05,3.5437847755790263e-05,10
LR_a0p1_q0,1000000,target_only,loss,2.5414902889342073,1.9856192170561977,3.097361360812217,0.7770541770666917,10
LR_a0p1_q0,1000000,target_only,h_pos,-0.0004984172483075372,-0.0007949088487287272,-0.00020192564788634726,0.00041446667802679806,10
LR_a0p1_q0,1000000,target_only,h_neg,-6.558199431389845e-05,-0.00022408655101975442,9.292256239195754e-05,0.00022157409173366663,10
LR_a0p1_q0,1000000,target_only,hs_pos,-0.004292734457830216,-0.005318582335075941,-0.003266886580584491,0.001434036449055813,10
LR_a0p1_q0,1000000,target_only,hs_neg,0.0038772654599211693,0.0035075504702572944,0.004246980449585044,0.0005168259180530452,10
LR_a0p1_q0,1000000,target_only,hr_pos,0.003794317209522678,0.0027871512864894327,0.004801483132555923,0.001407920877854148,10
LR_a0p1_q0,1000000,target_only,hr_neg,-0.003942847454235067,-0.004402289989996472,-0.0034834049184736624,0.0006422563784968141,10
LR_a0p1_q0,1000000,new,force,-0.0008356800201613992,-0.001284850249469622,-0.0003865097908531765,0.0006278966842414775,10
LR_a0p1_q0,1000000,new,bias,-9.014279164257104e-05,-0.00013848727853467852,-4.179830475046355e-05,6.758093266256942e-05,10
LR_a0p1_q0,1000000,new,radial,4.275407914597251e-05,1.4166948335940547e-05,7.134120995600447e-05,3.996205330714213e-05,10
LR_a0p1_q0,1000000,new,tangent,-0.000878434099307372,-0.0013514376791243132,-0.00040543051949043084,0.0006612134109128711,10
LR_a0p1_q0,1000000,new,h,0.01802855832851421,0.00835966095009271,0.027697455706935707,0.013516186532513885,10
LR_a0p1_q0,1000000,new,hself,0.011851229288482628,-0.011769545440700961,0.03547200401766622,0.03301956622216803,10
LR_a0p1_q0,1000000,new,hrest,0.006177329040031579,-0.021478484261419045,0.0338331423414822,0.03866016120152579,10
LR_a0p1_q0,1000000,new,common,-0.0008336117815599629,-0.0012806861744468542,-0.00038653738867307165,0.0006249669069459222,10
LR_a0p1_q0,1000000,new,correlation,-2.0682386014365617e-06,-1.440103492642458e-05,1.0264557723551457e-05,1.7240060481772664e-05,10
LR_a0p1_q0,1000000,new,loss,2.992411653336794,2.321197609267669,3.6636256974059194,0.9382925340720069,10
LR_a0p1_q0,1000000,new,h_pos,-0.0007933167221451114,-0.0011536833912403884,-0.0004329500530498344,0.000503757866999686,10
LR_a0p1_q0,1000000,new,h_neg,-4.236329801628792e-05,-0.0002230872432763392,0.00013836064724376333,0.00025263465516535096,10
LR_a0p1_q0,1000000,new,hs_pos,-0.004544240043865137,-0.005644702799689801,-0.003443777288040473,0.0015383408570459674,10
LR_a0p1_q0,1000000,new,hs_neg,0.004079179405096346,0.003675608740178203,0.004482750070014489,0.0005641528886486941,10
LR_a0p1_q0,1000000,new,hr_pos,0.0037509233217200245,0.0025619298926550247,0.004939916750785024,0.0016620982046041195,10
LR_a0p1_q0,1000000,new,hr_neg,-0.004121542703112634,-0.004604502903084099,-0.0036385825031411694,0.0006751318061522562,10
LR_a0p1_q0,1000000,change,input_shapley,-0.00025143173623915546,-0.0004545312955647852,-4.833217691352574e-05,0.00028391360680308917,10
LR_a0p1_q0,1000000,change,target_shapley,-0.00047645726588149337,-0.0008892163409069361,-6.369819085605069e-05,0.0005769974002912179,10
LR_a0p1_q0,1000000,change,factorial_interaction,-4.049808260161637e-05,-0.00021239364251950595,0.00013139747731627323,0.00024029342344105182,10
LR_a0p1_q0,1000000,change,change_residual,-0.00032672158009752967,-0.0008496904897180395,0.00019624732952298017,0.0007310601257296812,10
LR_a0p1_q0,1000000,change,change_gate,-8.77358027210338e-06,-3.415943142517179e-05,1.6612270880965028e-05,3.548697292384765e-05,10
LR_a0p1_q0,1000000,change,change_residual_gate_interaction,-0.0003494921922547065,-0.0005084498617642274,-0.00019053452274518561,0.00022220749975682683,10
LR_a0p1_q0,1000000,change,change_input_vector,-4.290164949630932e-05,-6.590128715837068e-05,-1.990201183424796e-05,3.2151276474857335e-05,10
LR_a0p1_q0,1000000,change,input_jump,0.010904350751428715,-0.004851890245922506,0.026660591748779935,0.022025706141707888,10
LR_a0p1_q0,5000000,old,force,1.8503325215832934e-05,-2.000545440898294e-05,5.7012104840648806e-05,5.383156198452223e-05,10
LR_a0p1_q0,5000000,old,bias,2.1249118363220965e-06,-2.217438501246597e-06,6.46726217389079e-06,6.07018720491218e-06,10
LR_a0p1_q0,5000000,old,radial,9.193637204932138e-07,-2.3858695857362156e-06,4.224597026722643e-06,4.620397564687759e-06,10
LR_a0p1_q0,5000000,old,tangent,1.758396149533971e-05,-1.778891613583538e-05,5.29568391265148e-05,4.944787327268168e-05,10
LR_a0p1_q0,5000000,old,h,-0.00042498236726441936,-0.0012934524347781584,0.0004434877002493196,0.0012140374409824362,10
LR_a0p1_q0,5000000,old,hself,0.00903325307797492,-0.02713285577405559,0.04519936193000543,0.0505567340584444,10
LR_a0p1_q0,5000000,old,hrest,-0.009458235445239344,-0.045142205675862565,0.02622573478538388,0.049882750739931425,10
LR_a0p1_q0,5000000,old,common,1.965050681543096e-05,-2.0506163896646634e-05,5.9807177527508554e-05,5.613515488130946e-05,10
LR_a0p1_q0,5000000,old,correlation,-1.1471815995980257e-06,-2.8225476524607607e-06,5.281844532647094e-07,2.342000250335793e-06,10
LR_a0p1_q0,5000000,old,loss,0.03292684009349033,-0.028449464252802502,0.09430314443978316,0.08579815730304804,10
LR_a0p1_q0,5000000,old,h_pos,1.2612411072951656e-05,-8.804028918228366e-06,3.402885106413168e-05,2.9938118738254364e-05,10
LR_a0p1_q0,5000000,old,h_neg,5.890914142881271e-06,-1.2651038829398431e-05,2.4432867115160974e-05,2.59198629628384e-05,10
LR_a0p1_q0,5000000,old,hs_pos,-0.0043589403766994455,-0.005959392111999124,-0.002758488641399767,0.002237277255509308,10
LR_a0p1_q0,5000000,old,hs_neg,0.004018016467414969,0.003724936258906694,0.004311096675923243,0.0004096978809627838,10
LR_a0p1_q0,5000000,old,hr_pos,0.004371552787772396,0.0027841845262304658,0.005958921049314326,0.0022189878203356926,10
LR_a0p1_q0,5000000,old,hr_neg,-0.004012125553272088,-0.004312615369396553,-0.003711635737147623,0.00042005579818472834,10
LR_a0p1_q0,5000000,input_only,force,-9.940158767297504e-05,-0.00031201076479674686,0.0001132075894507968,0.0002972071358356195,10
LR_a0p1_q0,5000000,input_only,bias,-1.0456326876835777e-05,-3.383213115375311e-05,1.2919477400081555e-05,3.26771211430451e-05,10
LR_a0p1_q0,5000000,input_only,radial,1.424214732801183e-06,-7.43772237185854e-06,1.0286151837460907e-05,1.2388133854156338e-05,10
LR_a0p1_q0,5000000,input_only,tangent,-0.00010082580240577625,-0.00030948862826645293,0.00010783702345490045,0.00029169051716575385,10
LR_a0p1_q0,5000000,input_only,h,0.0020912653753671568,-0.002583895480016308,0.006766426230750622,0.006535424228609019,10
LR_a0p1_q0,5000000,input_only,hself,0.008673095719257212,-0.023949779386535853,0.04129597082505028,0.04560363481991864,10
LR_a0p1_q0,5000000,input_only,hrest,-0.006581830343890052,-0.041034803968703674,0.02787114328092357,0.048161936143000586,10
LR_a0p1_q0,5000000,input_only,common,-9.669677538870355e-05,-0.0003128687564600706,0.0001194752056826635,0.0003021875923292363,10
LR_a0p1_q0,5000000,input_only,correlation,-2.7048122842714715e-06,-8.209394452136789e-06,2.7997698835938446e-06,7.694875274037052e-06,10
LR_a0p1_q0,5000000,input_only,loss,0.7979857935769201,0.6384509361887681,0.9575206509650721,0.2230143527749688,10
LR_a0p1_q0,5000000,input_only,h_pos,-0.00014320830771687856,-0.00030730817460053374,2.0891559166776643e-05,0.0002293957960201542,10
LR_a0p1_q0,5000000,input_only,h_neg,4.3806720043903496e-05,-1.1846876073647791e-05,9.946031616145479e-05,7.779836282147184e-05,10
LR_a0p1_q0,5000000,input_only,hs_pos,-0.004582583794456523,-0.0061218922008566806,-0.0030432753880563646,0.0021518047754239223,10
LR_a0p1_q0,5000000,input_only,hs_neg,0.004229829198992675,0.003925051368150475,0.0045346070298348745,0.00042605002943062116,10
LR_a0p1_q0,5000000,input_only,hr_pos,0.004439375486739646,0.0028661284661302936,0.006012622507348998,0.002199247686683922,10
LR_a0p1_q0,5000000,input_only,hr_neg,-0.004186022478948772,-0.004527391101232034,-0.0038446538566655115,0.00047720042881260684,10
LR_a0p1_q0,5000000,target_only,force,-0.00016510364488329048,-0.0004735235342879161,0.00014331624452133514,0.0004311412762362754,10
LR_a0p1_q0,5000000,target_only,bias,-1.920557145270116e-05,-5.544649108637771e-05,1.703534818097539e-05,5.066131232003891e-05,10
LR_a0p1_q0,5000000,target_only,radial,3.2220265903565476e-05,1.1499434139533038e-05,5.2941097667597913e-05,2.8965725487638133e-05,10
LR_a0p1_q0,5000000,target_only,tangent,-0.00019732391078685594,-0.0005008118663485919,0.0001061640447748801,0.0004242469081219459,10
LR_a0p1_q0,5000000,target_only,h,0.003841114290540234,-0.0034070696361950797,0.011089298217275547,0.010132262464007787,10
LR_a0p1_q0,5000000,target_only,hself,0.00903325307797492,-0.02713285577405559,0.04519936193000543,0.0505567340584444,10
LR_a0p1_q0,5000000,target_only,hrest,-0.005192138787434689,-0.03973168789213305,0.029347410317263675,0.04828296031871224,10
LR_a0p1_q0,5000000,target_only,common,-0.00017760699821728695,-0.0005127514621361646,0.0001575374657015907,0.0004684996553770898,10
LR_a0p1_q0,5000000,target_only,correlation,1.2503353333996442e-05,-1.5680012034509066e-05,4.0686718702501954e-05,3.939762813956989e-05,10
LR_a0p1_q0,5000000,target_only,loss,2.2518682577652926,1.7975797293038527,2.7061567862267326,0.6350515730955554,10
LR_a0p1_q0,5000000,target_only,h_pos,-0.00024325240635666425,-0.000527101314366934,4.059650165360554e-05,0.000396793412688337,10
LR_a0p1_q0,5000000,target_only,h_neg,7.81487614733738e-05,-5.665037222375797e-06,0.0001619625601691234,0.00011716361161289556,10
LR_a0p1_q0,5000000,target_only,hs_pos,-0.0043589403766994455,-0.005959392111999124,-0.002758488641399767,0.002237277255509308,10
LR_a0p1_q0,5000000,target_only,hs_neg,0.004018016467414969,0.003724936258906694,0.004311096675923243,0.0004096978809627838,10
LR_a0p1_q0,5000000,target_only,hr_pos,0.004115687970342782,0.002578210645430898,0.005653165295254665,0.002149245100004574,10
LR_a0p1_q0,5000000,target_only,hr_neg,-0.003939867705941595,-0.004186365077965538,-0.0036933703339176514,0.000344579565761614,10
LR_a0p1_q0,5000000,new,force,-0.00021426954286457022,-0.0004408737627917022,1.2334677062561744e-05,0.00031677085666720963,10
LR_a0p1_q0,5000000,new,bias,-2.364551138279165e-05,-4.885000461878349e-05,1.558981853200192e-06,3.523345203719251e-05,10
LR_a0p1_q0,5000000,new,radial,3.0936008202806466e-05,9.151972019973254e-06,5.272004438563968e-05,3.045198278092325e-05,10
LR_a0p1_q0,5000000,new,tangent,-0.0002452055510673767,-0.0004761888160829562,-1.4222286051797172e-05,0.00032289233959677705,10
LR_a0p1_q0,5000000,new,h,0.00472910227655833,-0.00031179637064003736,0.009770000923756697,0.0070466904074385,10
LR_a0p1_q0,5000000,new,hself,0.008673095719257212,-0.023949779386535853,0.04129597082505028,0.04560363481991864,10
LR_a0p1_q0,5000000,new,hrest,-0.003943993442698889,-0.03626800347570617,0.02838001659030839,0.04518585025630943,10
LR_a0p1_q0,5000000,new,common,-0.00021866614634992598,-0.0004517492595630362,1.441696686318422e-05,0.0003258277249687563,10
LR_a0p1_q0,5000000,new,correlation,4.39660348535574e-06,-3.577932227770015e-06,1.2371139198481494e-05,1.1147632247018212e-05,10
LR_a0p1_q0,5000000,new,loss,2.596115252371324,2.0441731202366986,3.1480573845059494,0.7715618980230537,10
LR_a0p1_q0,5000000,new,h_pos,-0.00032538589519992133,-0.0005575097795414295,-9.326201085841312e-05,0.0003244868154680639,10
LR_a0p1_q0,5000000,new,h_neg,0.00011111635233535105,1.615773795658435e-05,0.00020607496671411777,0.00013274298966879726,10
LR_a0p1_q0,5000000,new,hs_pos,-0.004582583794456523,-0.0061218922008566806,-0.0030432753880563646,0.0021518047754239223,10
LR_a0p1_q0,5000000,new,hs_neg,0.004229829198992675,0.003925051368150475,0.0045346070298348745,0.00042605002943062116,10
LR_a0p1_q0,5000000,new,hr_pos,0.004257197899256602,0.002757438191575386,0.005756957606937819,0.0020965195067854958,10
LR_a0p1_q0,5000000,new,hr_neg,-0.004118712846657324,-0.0044120795328035515,-0.003825346160511097,0.0004100983490865435,10
LR_a0p1_q0,5000000,change,input_shapley,-8.353540543504389e-05,-0.00029858990624053784,0.0001315190953704501,0.00030062546263349125,10
LR_a0p1_q0,5000000,change,target_shapley,-0.00014923746264535929,-0.0004632805275459434,0.00016480560225522482,0.00043900193355156115,10
LR_a0p1_q0,5000000,change,factorial_interaction,6.873901490752821e-05,-5.027864285473111e-05,0.00018775667266978752,0.00016637521322418044,10
LR_a0p1_q0,5000000,change,change_residual,-7.624309706381792e-05,-0.0002435427587466287,9.105656461899285e-05,0.00023386880071536123,10
