seed,env,act,iv,layer,task,occupancy,entries,exits,persistent_latest5
0,RL,ELU1,wclamp,2,5,3,3,0,0
0,RL,ELU1,wclamp,2,6,13,10,0,0
0,RL,ELU1,wclamp,2,7,31,23,5,0
0,RL,ELU1,wclamp,2,8,60,35,6,0
0,RL,ELU1,wclamp,2,9,77,26,9,2
0,RL,ELU1,wclamp,2,10,93,17,1,6
0,RL,ELU1,wclamp,2,11,96,6,3,21
0,RL,ELU1,wclamp,2,12,98,3,1,48
0,RL,ELU1,wclamp,2,13,99,1,0,73
0,RL,ELU1,wclamp,2,14,99,1,1,88
0,RL,ELU1,wclamp,2,15,100,1,0,94
0,RL,ELU1,wclamp,2,16,100,0,0,97
0,RL,ELU1,wclamp,2,17,100,0,0,98
0,RL,ELU1,wclamp,2,18,99,0,1,98
0,RL,ELU1,wclamp,2,19,99,1,1,98
0,RL,ELU1,wclamp,2,20,99,1,1,97
0,RL,ELU1,wclamp,2,21,100,1,0,97
0,RL,ELU1,wclamp,2,22,100,0,0,97
0,RL,ELU1,wclamp,2,23,100,0,0,98
0,RL,ELU1,wclamp,2,24,100,0,0,99
0,RL,ELU1,wclamp,2,25,100,0,0,100
0,RL,ELU1,wclamp,2,26,100,0,0,100
0,RL,ELU1,wclamp,2,27,100,0,0,100
0,RL,ELU1,wclamp,2,28,100,0,0,100
0,RL,ELU1,wclamp,2,29,100,0,0,100
0,RL,ELU1,wclamp,2,30,100,0,0,100
0,RL,ELU1,wclamp,2,31,100,0,0,100
0,RL,ELU1,wclamp,2,32,100,0,0,100
0,RL,ELU1,wclamp,2,33,100,0,0,100
0,RL,ELU1,wclamp,2,34,100,0,0,100
0,RL,ELU1,wclamp,2,35,100,0,0,100
0,RL,ELU1,wclamp,2,36,100,0,0,100
0,RL,ELU1,wclamp,2,37,100,0,0,100
0,RL,ELU1,wclamp,2,38,100,0,0,100
0,RL,ELU1,wclamp,2,39,100,0,0,100
0,RL,ELU1,wclamp,2,40,99,0,1,99
0,RL,ELU1,wclamp,2,41,100,1,0,99
0,RL,ELU1,wclamp,2,42,100,0,0,99
0,RL,ELU1,wclamp,2,43,100,0,0,99
0,RL,ELU1,wclamp,2,44,100,0,0,99
0,RL,ELU1,wclamp,2,45,100,0,0,100
0,RL,ELU1,wclamp,2,46,100,0,0,100
0,RL,ELU1,wclamp,2,47,100,0,0,100
0,RL,ELU1,wclamp,2,48,100,0,0,100
0,RL,ELU1,wclamp,2,49,100,0,0,100
0,RL,ELU1,wclamp,2,50,100,0,0,100
0,RL,LR,ref,1,1,0,0,0,
0,RL,LR,ref,1,2,0,0,0,
0,RL,LR,ref,1,3,0,0,0,
0,RL,LR,ref,1,4,0,0,0,
0,RL,LR,ref,1,5,0,0,0,0
0,RL,LR,ref,1,6,0,0,0,0
0,RL,LR,ref,1,7,0,0,0,0
0,RL,LR,ref,1,8,0,0,0,0
0,RL,LR,ref,1,9,0,0,0,0
0,RL,LR,ref,1,10,0,0,0,0
0,RL,LR,ref,1,11,0,0,0,0
0,RL,LR,ref,1,12,0,0,0,0
0,RL,LR,ref,1,13,0,0,0,0
0,RL,LR,ref,1,14,0,0,0,0
0,RL,LR,ref,1,15,0,0,0,0
0,RL,LR,ref,1,16,0,0,0,0
0,RL,LR,ref,1,17,0,0,0,0
0,RL,LR,ref,1,18,0,0,0,0
0,RL,LR,ref,1,19,0,0,0,0
0,RL,LR,ref,1,20,0,0,0,0
0,RL,LR,ref,1,21,0,0,0,0
0,RL,LR,ref,1,22,0,0,0,0
0,RL,LR,ref,1,23,0,0,0,0
0,RL,LR,ref,1,24,0,0,0,0
0,RL,LR,ref,1,25,0,0,0,0
0,RL,LR,ref,1,26,0,0,0,0
0,RL,LR,ref,1,27,0,0,0,0
0,RL,LR,ref,1,28,0,0,0,0
0,RL,LR,ref,1,29,0,0,0,0
0,RL,LR,ref,1,30,0,0,0,0
0,RL,LR,ref,1,31,0,0,0,0
0,RL,LR,ref,1,32,0,0,0,0
0,RL,LR,ref,1,33,0,0,0,0
0,RL,LR,ref,1,34,0,0,0,0
0,RL,LR,ref,1,35,0,0,0,0
0,RL,LR,ref,1,36,0,0,0,0
0,RL,LR,ref,1,37,0,0,0,0
0,RL,LR,ref,1,38,0,0,0,0
0,RL,LR,ref,1,39,0,0,0,0
0,RL,LR,ref,1,40,0,0,0,0
0,RL,LR,ref,1,41,0,0,0,0
0,RL,LR,ref,1,42,0,0,0,0
0,RL,LR,ref,1,43,0,0,0,0
0,RL,LR,ref,1,44,0,0,0,0
0,RL,LR,ref,1,45,0,0,0,0
0,RL,LR,ref,1,46,0,0,0,0
0,RL,LR,ref,1,47,0,0,0,0
0,RL,LR,ref,1,48,0,0,0,0
0,RL,LR,ref,1,49,0,0,0,0
0,RL,LR,ref,1,50,0,0,0,0
0,RL,LR,ref,2,1,0,0,0,
0,RL,LR,ref,2,2,0,0,0,
0,RL,LR,ref,2,3,0,0,0,
0,RL,LR,ref,2,4,0,0,0,
0,RL,LR,ref,2,5,0,0,0,0
0,RL,LR,ref,2,6,0,0,0,0
0,RL,LR,ref,2,7,0,0,0,0
0,RL,LR,ref,2,8,0,0,0,0
0,RL,LR,ref,2,9,0,0,0,0
0,RL,LR,ref,2,10,0,0,0,0
0,RL,LR,ref,2,11,0,0,0,0
0,RL,LR,ref,2,12,0,0,0,0
0,RL,LR,ref,2,13,0,0,0,0
0,RL,LR,ref,2,14,0,0,0,0
0,RL,LR,ref,2,15,0,0,0,0
0,RL,LR,ref,2,16,0,0,0,0
0,RL,LR,ref,2,17,0,0,0,0
0,RL,LR,ref,2,18,0,0,0,0
0,RL,LR,ref,2,19,0,0,0,0
0,RL,LR,ref,2,20,0,0,0,0
0,RL,LR,ref,2,21,0,0,0,0
0,RL,LR,ref,2,22,0,0,0,0
0,RL,LR,ref,2,23,0,0,0,0
0,RL,LR,ref,2,24,0,0,0,0
0,RL,LR,ref,2,25,0,0,0,0
0,RL,LR,ref,2,26,0,0,0,0
0,RL,LR,ref,2,27,0,0,0,0
0,RL,LR,ref,2,28,0,0,0,0
0,RL,LR,ref,2,29,0,0,0,0
0,RL,LR,ref,2,30,0,0,0,0
0,RL,LR,ref,2,31,0,0,0,0
0,RL,LR,ref,2,32,0,0,0,0
0,RL,LR,ref,2,33,0,0,0,0
0,RL,LR,ref,2,34,0,0,0,0
0,RL,LR,ref,2,35,0,0,0,0
0,RL,LR,ref,2,36,0,0,0,0
0,RL,LR,ref,2,37,0,0,0,0
0,RL,LR,ref,2,38,0,0,0,0
0,RL,LR,ref,2,39,0,0,0,0
0,RL,LR,ref,2,40,0,0,0,0
0,RL,LR,ref,2,41,0,0,0,0
0,RL,LR,ref,2,42,0,0,0,0
0,RL,LR,ref,2,43,0,0,0,0
0,RL,LR,ref,2,44,0,0,0,0
0,RL,LR,ref,2,45,0,0,0,0
0,RL,LR,ref,2,46,0,0,0,0
0,RL,LR,ref,2,47,0,0,0,0
0,RL,LR,ref,2,48,0,0,0,0
0,RL,LR,ref,2,49,0,0,0,0
0,RL,LR,ref,2,50,0,0,0,0
0,RL,LR,wclamp,1,1,0,0,0,
0,RL,LR,wclamp,1,2,0,0,0,
0,RL,LR,wclamp,1,3,0,0,0,
0,RL,LR,wclamp,1,4,0,0,0,
0,RL,LR,wclamp,1,5,0,0,0,0
0,RL,LR,wclamp,1,6,0,0,0,0
0,RL,LR,wclamp,1,7,0,0,0,0
0,RL,LR,wclamp,1,8,0,0,0,0
0,RL,LR,wclamp,1,9,0,0,0,0
0,RL,LR,wclamp,1,10,0,0,0,0
0,RL,LR,wclamp,1,11,0,0,0,0
0,RL,LR,wclamp,1,12,0,0,0,0
0,RL,LR,wclamp,1,13,0,0,0,0
0,RL,LR,wclamp,1,14,0,0,0,0
0,RL,LR,wclamp,1,15,0,0,0,0
0,RL,LR,wclamp,1,16,0,0,0,0
0,RL,LR,wclamp,1,17,0,0,0,0
0,RL,LR,wclamp,1,18,0,0,0,0
0,RL,LR,wclamp,1,19,0,0,0,0
0,RL,LR,wclamp,1,20,0,0,0,0
0,RL,LR,wclamp,1,21,0,0,0,0
0,RL,LR,wclamp,1,22,0,0,0,0
0,RL,LR,wclamp,1,23,0,0,0,0
0,RL,LR,wclamp,1,24,0,0,0,0
0,RL,LR,wclamp,1,25,0,0,0,0
0,RL,LR,wclamp,1,26,0,0,0,0
0,RL,LR,wclamp,1,27,0,0,0,0
0,RL,LR,wclamp,1,28,0,0,0,0
0,RL,LR,wclamp,1,29,0,0,0,0
0,RL,LR,wclamp,1,30,0,0,0,0
0,RL,LR,wclamp,1,31,0,0,0,0
0,RL,LR,wclamp,1,32,0,0,0,0
0,RL,LR,wclamp,1,33,0,0,0,0
0,RL,LR,wclamp,1,34,0,0,0,0
0,RL,LR,wclamp,1,35,0,0,0,0
0,RL,LR,wclamp,1,36,0,0,0,0
0,RL,LR,wclamp,1,37,0,0,0,0
0,RL,LR,wclamp,1,38,0,0,0,0
0,RL,LR,wclamp,1,39,0,0,0,0
0,RL,LR,wclamp,1,40,0,0,0,0
0,RL,LR,wclamp,1,41,0,0,0,0
0,RL,LR,wclamp,1,42,0,0,0,0
0,RL,LR,wclamp,1,43,0,0,0,0
0,RL,LR,wclamp,1,44,0,0,0,0
0,RL,LR,wclamp,1,45,0,0,0,0
0,RL,LR,wclamp,1,46,0,0,0,0
0,RL,LR,wclamp,1,47,0,0,0,0
0,RL,LR,wclamp,1,48,0,0,0,0
0,RL,LR,wclamp,1,49,0,0,0,0
0,RL,LR,wclamp,1,50,0,0,0,0
0,RL,LR,wclamp,2,1,0,0,0,
0,RL,LR,wclamp,2,2,0,0,0,
0,RL,LR,wclamp,2,3,0,0,0,
0,RL,LR,wclamp,2,4,0,0,0,
0,RL,LR,wclamp,2,5,0,0,0,0
0,RL,LR,wclamp,2,6,0,0,0,0
0,RL,LR,wclamp,2,7,0,0,0,0
0,RL,LR,wclamp,2,8,0,0,0,0
0,RL,LR,wclamp,2,9,0,0,0,0
0,RL,LR,wclamp,2,10,0,0,0,0
0,RL,LR,wclamp,2,11,0,0,0,0
0,RL,LR,wclamp,2,12,0,0,0,0
0,RL,LR,wclamp,2,13,0,0,0,0
0,RL,LR,wclamp,2,14,0,0,0,0
0,RL,LR,wclamp,2,15,0,0,0,0
0,RL,LR,wclamp,2,16,0,0,0,0
0,RL,LR,wclamp,2,17,0,0,0,0
0,RL,LR,wclamp,2,18,0,0,0,0
0,RL,LR,wclamp,2,19,0,0,0,0
0,RL,LR,wclamp,2,20,0,0,0,0
0,RL,LR,wclamp,2,21,0,0,0,0
0,RL,LR,wclamp,2,22,0,0,0,0
0,RL,LR,wclamp,2,23,0,0,0,0
0,RL,LR,wclamp,2,24,0,0,0,0
0,RL,LR,wclamp,2,25,0,0,0,0
0,RL,LR,wclamp,2,26,0,0,0,0
0,RL,LR,wclamp,2,27,0,0,0,0
0,RL,LR,wclamp,2,28,0,0,0,0
0,RL,LR,wclamp,2,29,0,0,0,0
0,RL,LR,wclamp,2,30,0,0,0,0
0,RL,LR,wclamp,2,31,0,0,0,0
0,RL,LR,wclamp,2,32,0,0,0,0
0,RL,LR,wclamp,2,33,0,0,0,0
0,RL,LR,wclamp,2,34,0,0,0,0
0,RL,LR,wclamp,2,35,0,0,0,0
0,RL,LR,wclamp,2,36,0,0,0,0
0,RL,LR,wclamp,2,37,0,0,0,0
0,RL,LR,wclamp,2,38,0,0,0,0
0,RL,LR,wclamp,2,39,0,0,0,0
0,RL,LR,wclamp,2,40,0,0,0,0
0,RL,LR,wclamp,2,41,0,0,0,0
0,RL,LR,wclamp,2,42,0,0,0,0
0,RL,LR,wclamp,2,43,0,0,0,0
0,RL,LR,wclamp,2,44,0,0,0,0
0,RL,LR,wclamp,2,45,0,0,0,0
0,RL,LR,wclamp,2,46,0,0,0,0
0,RL,LR,wclamp,2,47,0,0,0,0
0,RL,LR,wclamp,2,48,0,0,0,0
0,RL,LR,wclamp,2,49,0,0,0,0
0,RL,LR,wclamp,2,50,0,0,0,0
1,PM,ELU1,ref,1,1,0,0,0,
1,PM,ELU1,ref,1,2,0,0,0,
1,PM,ELU1,ref,1,3,0,0,0,
1,PM,ELU1,ref,1,4,1,1,0,
1,PM,ELU1,ref,1,5,2,2,1,0
1,PM,ELU1,ref,1,6,0,0,2,0
1,PM,ELU1,ref,1,7,4,4,0,0
1,PM,ELU1,ref,1,8,3,1,2,0
1,PM,ELU1,ref,1,9,7,5,1,0
1,PM,ELU1,ref,1,10,5,3,5,0
1,PM,ELU1,ref,1,11,4,3,4,0
1,PM,ELU1,ref,1,12,4,3,3,0
1,PM,ELU1,ref,1,13,8,5,1,0
1,PM,ELU1,ref,1,14,9,5,4,0
1,PM,ELU1,ref,1,15,4,2,7,0
1,PM,ELU1,ref,1,16,8,6,2,1
1,PM,ELU1,ref,1,17,6,4,6,0
1,PM,ELU1,ref,1,18,8,8,6,0
1,PM,ELU1,ref,1,19,4,2,6,0
1,PM,ELU1,ref,1,20,7,5,2,0
1,PM,ELU1,ref,1,21,6,2,3,0
1,PM,ELU1,ref,1,22,8,7,5,0
1,PM,ELU1,ref,1,23,8,5,5,0
1,PM,ELU1,ref,1,24,9,7,6,0
1,PM,ELU1,ref,1,25,6,5,8,0
1,PM,ELU1,ref,1,26,7,7,6,0
1,PM,ELU1,ref,1,27,9,8,6,0
1,PM,ELU1,ref,1,28,5,3,7,0
1,PM,ELU1,ref,1,29,8,7,4,0
1,PM,ELU1,ref,1,30,11,10,7,0
1,PM,ELU1,ref,1,31,10,6,7,0
1,PM,ELU1,ref,1,32,8,6,8,0
1,PM,ELU1,ref,1,33,10,7,5,0
1,PM,ELU1,ref,1,34,12,8,6,0
1,PM,ELU1,ref,1,35,15,10,7,0
1,PM,ELU1,ref,1,36,6,5,14,0
1,PM,ELU1,ref,1,37,9,8,5,0
1,PM,ELU1,ref,1,38,8,6,7,0
1,PM,ELU1,ref,1,39,13,9,4,0
1,PM,ELU1,ref,1,40,9,5,9,0
1,PM,ELU1,ref,1,41,10,6,5,0
1,PM,ELU1,ref,1,42,14,11,7,0
1,PM,ELU1,ref,1,43,7,6,13,0
1,PM,ELU1,ref,1,44,11,8,4,0
1,PM,ELU1,ref,1,45,9,8,10,0
1,PM,ELU1,ref,1,46,17,15,7,0
1,PM,ELU1,ref,1,47,10,5,12,0
1,PM,ELU1,ref,1,48,11,9,8,0
1,PM,ELU1,ref,1,49,14,9,6,0
1,PM,ELU1,ref,1,50,10,7,11,0
1,PM,ELU1,ref,2,1,0,0,0,
1,PM,ELU1,ref,2,2,0,0,0,
1,PM,ELU1,ref,2,3,0,0,0,
1,PM,ELU1,ref,2,4,0,0,0,
1,PM,ELU1,ref,2,5,0,0,0,0
1,PM,ELU1,ref,2,6,0,0,0,0
1,PM,ELU1,ref,2,7,0,0,0,0
1,PM,ELU1,ref,2,8,2,2,0,0
1,PM,ELU1,ref,2,9,9,7,0,0
1,PM,ELU1,ref,2,10,5,4,8,0
1,PM,ELU1,ref,2,11,9,9,5,0
1,PM,ELU1,ref,2,12,4,3,8,0
1,PM,ELU1,ref,2,13,0,0,4,0
1,PM,ELU1,ref,2,14,15,15,0,0
1,PM,ELU1,ref,2,15,10,8,13,0
1,PM,ELU1,ref,2,16,20,18,8,0
1,PM,ELU1,ref,2,17,8,6,18,0
1,PM,ELU1,ref,2,18,5,5,8,0
1,PM,ELU1,ref,2,19,15,12,2,0
1,PM,ELU1,ref,2,20,28,16,3,0
1,PM,ELU1,ref,2,21,26,15,17,0
1,PM,ELU1,ref,2,22,24,8,10,1
1,PM,ELU1,ref,2,23,24,15,15,3
1,PM,ELU1,ref,2,24,29,13,8,3
1,PM,ELU1,ref,2,25,28,16,17,2
1,PM,ELU1,ref,2,26,21,11,18,1
1,PM,ELU1,ref,2,27,25,14,10,3
1,PM,ELU1,ref,2,28,11,5,19,2
1,PM,ELU1,ref,2,29,23,15,3,2
1,PM,ELU1,ref,2,30,31,19,11,3
1,PM,ELU1,ref,2,31,23,9,17,3
1,PM,ELU1,ref,2,32,27,12,8,3
1,PM,ELU1,ref,2,33,21,11,17,3
1,PM,ELU1,ref,2,34,27,16,10,5
1,PM,ELU1,ref,2,35,34,16,9,4
1,PM,ELU1,ref,2,36,17,8,25,3
1,PM,ELU1,ref,2,37,24,17,10,4
1,PM,ELU1,ref,2,38,33,18,9,5
1,PM,ELU1,ref,2,39,35,17,15,4
1,PM,ELU1,ref,2,40,37,19,17,5
1,PM,ELU1,ref,2,41,24,7,20,6
1,PM,ELU1,ref,2,42,36,18,6,6
1,PM,ELU1,ref,2,43,27,10,19,6
1,PM,ELU1,ref,2,44,30,18,15,6
1,PM,ELU1,ref,2,45,30,17,17,5
1,PM,ELU1,ref,2,46,53,28,5,5
1,PM,ELU1,ref,2,47,54,15,14,6
1,PM,ELU1,ref,2,48,45,9,18,9
1,PM,ELU1,ref,2,49,47,16,14,8
1,PM,ELU1,ref,2,50,47,18,18,17
1,PM,ELU1,wclamp,1,1,0,0,0,
1,PM,ELU1,wclamp,1,2,0,0,0,
1,PM,ELU1,wclamp,1,3,0,0,0,
1,PM,ELU1,wclamp,1,4,1,1,0,
1,PM,ELU1,wclamp,1,5,2,2,1,0
1,PM,ELU1,wclamp,1,6,0,0,2,0
1,PM,ELU1,wclamp,1,7,4,4,0,0
1,PM,ELU1,wclamp,1,8,3,1,2,0
1,PM,ELU1,wclamp,1,9,7,5,1,0
1,PM,ELU1,wclamp,1,10,5,3,5,0
1,PM,ELU1,wclamp,1,11,4,3,4,0
1,PM,ELU1,wclamp,1,12,4,3,3,0
1,PM,ELU1,wclamp,1,13,8,6,2,0
1,PM,ELU1,wclamp,1,14,7,3,4,0
1,PM,ELU1,wclamp,1,15,6,4,5,0
1,PM,ELU1,wclamp,1,16,8,6,4,1
1,PM,ELU1,wclamp,1,17,5,1,4,2
1,PM,ELU1,wclamp,1,18,10,6,1,2
1,PM,ELU1,wclamp,1,19,7,2,5,2
1,PM,ELU1,wclamp,1,20,10,6,3,2
1,PM,ELU1,wclamp,1,21,9,4,5,3
1,PM,ELU1,wclamp,1,22,6,3,6,3
1,PM,ELU1,wclamp,1,23,6,3,3,3
1,PM,ELU1,wclamp,1,24,6,4,4,2
1,PM,ELU1,wclamp,1,25,7,3,2,2
1,PM,ELU1,wclamp,1,26,7,3,3,2
1,PM,ELU1,wclamp,1,27,9,6,4,1
1,PM,ELU1,wclamp,1,28,9,4,4,2
1,PM,ELU1,wclamp,1,29,10,6,5,2
1,PM,ELU1,wclamp,1,30,11,7,6,2
1,PM,ELU1,wclamp,1,31,10,4,5,2
1,PM,ELU1,wclamp,1,32,11,5,4,3
1,PM,ELU1,wclamp,1,33,13,7,5,4
1,PM,ELU1,wclamp,1,34,16,10,7,3
1,PM,ELU1,wclamp,1,35,16,5,5,4
1,PM,ELU1,wclamp,1,36,9,2,9,4
1,PM,ELU1,wclamp,1,37,16,9,2,5
1,PM,ELU1,wclamp,1,38,14,9,11,3
1,PM,ELU1,wclamp,1,39,14,7,7,3
1,PM,ELU1,wclamp,1,40,14,5,5,3
1,PM,ELU1,wclamp,1,41,14,6,6,3
1,PM,ELU1,wclamp,1,42,12,7,9,3
1,PM,ELU1,wclamp,1,43,12,5,5,4
1,PM,ELU1,wclamp,1,44,11,6,7,3
1,PM,ELU1,wclamp,1,45,15,9,5,3
1,PM,ELU1,wclamp,1,46,14,6,7,3
1,PM,ELU1,wclamp,1,47,18,9,5,4
1,PM,ELU1,wclamp,1,48,17,5,6,5
1,PM,ELU1,wclamp,1,49,14,4,7,5
1,PM,ELU1,wclamp,1,50,12,5,7,4
1,PM,ELU1,wclamp,2,1,0,0,0,
1,PM,ELU1,wclamp,2,2,0,0,0,
1,PM,ELU1,wclamp,2,3,0,0,0,
1,PM,ELU1,wclamp,2,4,0,0,0,
1,PM,ELU1,wclamp,2,5,0,0,0,0
1,PM,ELU1,wclamp,2,6,0,0,0,0
1,PM,ELU1,wclamp,2,7,0,0,0,0
1,PM,ELU1,wclamp,2,8,2,2,0,0
1,PM,ELU1,wclamp,2,9,9,7,0,0
1,PM,ELU1,wclamp,2,10,5,4,8,0
1,PM,ELU1,wclamp,2,11,9,9,5,0
1,PM,ELU1,wclamp,2,12,4,3,8,0
1,PM,ELU1,wclamp,2,13,1,1,4,0
1,PM,ELU1,wclamp,2,14,8,8,1,0
1,PM,ELU1,wclamp,2,15,7,5,6,0
1,PM,ELU1,wclamp,2,16,8,8,7,0
1,PM,ELU1,wclamp,2,17,4,3,7,0
1,PM,ELU1,wclamp,2,18,5,4,3,0
1,PM,ELU1,wclamp,2,19,5,2,2,0
1,PM,ELU1,wclamp,2,20,12,9,2,0
1,PM,ELU1,wclamp,2,21,19,15,8,0
1,PM,ELU1,wclamp,2,22,24,15,10,1
1,PM,ELU1,wclamp,2,23,11,5,18,1
1,PM,ELU1,wclamp,2,24,14,7,4,1
1,PM,ELU1,wclamp,2,25,13,7,8,1
1,PM,ELU1,wclamp,2,26,19,12,6,2
1,PM,ELU1,wclamp,2,27,22,12,9,2
1,PM,ELU1,wclamp,2,28,26,13,9,3
1,PM,ELU1,wclamp,2,29,14,7,19,2
1,PM,ELU1,wclamp,2,30,9,6,11,2
1,PM,ELU1,wclamp,2,31,17,12,4,2
1,PM,ELU1,wclamp,2,32,16,12,13,1
1,PM,ELU1,wclamp,2,33,17,12,11,1
1,PM,ELU1,wclamp,2,34,18,11,10,1
1,PM,ELU1,wclamp,2,35,10,4,12,1
1,PM,ELU1,wclamp,2,36,14,9,5,2
1,PM,ELU1,wclamp,2,37,19,13,8,3
1,PM,ELU1,wclamp,2,38,21,9,7,3
1,PM,ELU1,wclamp,2,39,8,4,17,2
1,PM,ELU1,wclamp,2,40,14,11,5,2
1,PM,ELU1,wclamp,2,41,13,9,10,1
1,PM,ELU1,wclamp,2,42,14,8,7,1
1,PM,ELU1,wclamp,2,43,13,8,9,0
1,PM,ELU1,wclamp,2,44,16,13,10,0
1,PM,ELU1,wclamp,2,45,21,15,10,1
1,PM,ELU1,wclamp,2,46,22,10,9,1
1,PM,ELU1,wclamp,2,47,13,7,16,2
1,PM,ELU1,wclamp,2,48,17,13,9,2
1,PM,ELU1,wclamp,2,49,25,15,7,2
1,PM,ELU1,wclamp,2,50,11,3,17,2
1,PM,LR,ref,1,1,0,0,0,
1,PM,LR,ref,1,2,0,0,0,
1,PM,LR,ref,1,3,0,0,0,
1,PM,LR,ref,1,4,0,0,0,
1,PM,LR,ref,1,5,0,0,0,0
1,PM,LR,ref,1,6,0,0,0,0
1,PM,LR,ref,1,7,0,0,0,0
1,PM,LR,ref,1,8,0,0,0,0
1,PM,LR,ref,1,9,0,0,0,0
1,PM,LR,ref,1,10,0,0,0,0
1,PM,LR,ref,1,11,0,0,0,0
1,PM,LR,ref,1,12,0,0,0,0
1,PM,LR,ref,1,13,0,0,0,0
1,PM,LR,ref,1,14,0,0,0,0
1,PM,LR,ref,1,15,0,0,0,0
1,PM,LR,ref,1,16,0,0,0,0
1,PM,LR,ref,1,17,0,0,0,0
1,PM,LR,ref,1,18,0,0,0,0
1,PM,LR,ref,1,19,0,0,0,0
1,PM,LR,ref,1,20,0,0,0,0
1,PM,LR,ref,1,21,0,0,0,0
1,PM,LR,ref,1,22,0,0,0,0
1,PM,LR,ref,1,23,0,0,0,0
1,PM,LR,ref,1,24,0,0,0,0
1,PM,LR,ref,1,25,0,0,0,0
1,PM,LR,ref,1,26,0,0,0,0
1,PM,LR,ref,1,27,0,0,0,0
1,PM,LR,ref,1,28,0,0,0,0
1,PM,LR,ref,1,29,0,0,0,0
1,PM,LR,ref,1,30,0,0,0,0
1,PM,LR,ref,1,31,0,0,0,0
1,PM,LR,ref,1,32,0,0,0,0
1,PM,LR,ref,1,33,0,0,0,0
1,PM,LR,ref,1,34,0,0,0,0
1,PM,LR,ref,1,35,0,0,0,0
1,PM,LR,ref,1,36,0,0,0,0
1,PM,LR,ref,1,37,0,0,0,0
1,PM,LR,ref,1,38,0,0,0,0
1,PM,LR,ref,1,39,0,0,0,0
1,PM,LR,ref,1,40,0,0,0,0
1,PM,LR,ref,1,41,0,0,0,0
1,PM,LR,ref,1,42,0,0,0,0
1,PM,LR,ref,1,43,0,0,0,0
1,PM,LR,ref,1,44,0,0,0,0
1,PM,LR,ref,1,45,0,0,0,0
1,PM,LR,ref,1,46,0,0,0,0
1,PM,LR,ref,1,47,0,0,0,0
1,PM,LR,ref,1,48,0,0,0,0
1,PM,LR,ref,1,49,0,0,0,0
1,PM,LR,ref,1,50,0,0,0,0
1,PM,LR,ref,2,1,0,0,0,
1,PM,LR,ref,2,2,0,0,0,
1,PM,LR,ref,2,3,0,0,0,
1,PM,LR,ref,2,4,0,0,0,
1,PM,LR,ref,2,5,0,0,0,0
1,PM,LR,ref,2,6,0,0,0,0
1,PM,LR,ref,2,7,0,0,0,0
1,PM,LR,ref,2,8,0,0,0,0
1,PM,LR,ref,2,9,0,0,0,0
1,PM,LR,ref,2,10,0,0,0,0
1,PM,LR,ref,2,11,0,0,0,0
1,PM,LR,ref,2,12,0,0,0,0
1,PM,LR,ref,2,13,0,0,0,0
1,PM,LR,ref,2,14,0,0,0,0
1,PM,LR,ref,2,15,0,0,0,0
1,PM,LR,ref,2,16,0,0,0,0
1,PM,LR,ref,2,17,0,0,0,0
1,PM,LR,ref,2,18,0,0,0,0
1,PM,LR,ref,2,19,0,0,0,0
1,PM,LR,ref,2,20,0,0,0,0
1,PM,LR,ref,2,21,0,0,0,0
1,PM,LR,ref,2,22,0,0,0,0
1,PM,LR,ref,2,23,0,0,0,0
1,PM,LR,ref,2,24,0,0,0,0
1,PM,LR,ref,2,25,0,0,0,0
1,PM,LR,ref,2,26,0,0,0,0
1,PM,LR,ref,2,27,0,0,0,0
1,PM,LR,ref,2,28,0,0,0,0
1,PM,LR,ref,2,29,0,0,0,0
1,PM,LR,ref,2,30,0,0,0,0
1,PM,LR,ref,2,31,0,0,0,0
1,PM,LR,ref,2,32,0,0,0,0
1,PM,LR,ref,2,33,0,0,0,0
1,PM,LR,ref,2,34,0,0,0,0
1,PM,LR,ref,2,35,0,0,0,0
1,PM,LR,ref,2,36,0,0,0,0
1,PM,LR,ref,2,37,0,0,0,0
1,PM,LR,ref,2,38,0,0,0,0
1,PM,LR,ref,2,39,0,0,0,0
1,PM,LR,ref,2,40,0,0,0,0
1,PM,LR,ref,2,41,0,0,0,0
1,PM,LR,ref,2,42,0,0,0,0
1,PM,LR,ref,2,43,0,0,0,0
1,PM,LR,ref,2,44,0,0,0,0
1,PM,LR,ref,2,45,0,0,0,0
1,PM,LR,ref,2,46,0,0,0,0
1,PM,LR,ref,2,47,0,0,0,0
1,PM,LR,ref,2,48,0,0,0,0
1,PM,LR,ref,2,49,0,0,0,0
1,PM,LR,ref,2,50,0,0,0,0
1,PM,LR,wclamp,1,1,0,0,0,
1,PM,LR,wclamp,1,2,0,0,0,
1,PM,LR,wclamp,1,3,0,0,0,
1,PM,LR,wclamp,1,4,0,0,0,
1,PM,LR,wclamp,1,5,0,0,0,0
1,PM,LR,wclamp,1,6,0,0,0,0
1,PM,LR,wclamp,1,7,0,0,0,0
1,PM,LR,wclamp,1,8,0,0,0,0
1,PM,LR,wclamp,1,9,0,0,0,0
1,PM,LR,wclamp,1,10,0,0,0,0
1,PM,LR,wclamp,1,11,0,0,0,0
1,PM,LR,wclamp,1,12,0,0,0,0
1,PM,LR,wclamp,1,13,0,0,0,0
1,PM,LR,wclamp,1,14,0,0,0,0
1,PM,LR,wclamp,1,15,0,0,0,0
1,PM,LR,wclamp,1,16,0,0,0,0
1,PM,LR,wclamp,1,17,0,0,0,0
1,PM,LR,wclamp,1,18,0,0,0,0
