event_id,seed,env,act,iv,layer,unit_id,entry_task,entry_q,followup_eligible,censor_reason,exit_within5,first_exit_task,q_lt_0_5_within5,first_q_lt_0_5_task
837,0,PM,ELU1,wclamp,1,91,21,0.9691666960716248,1,,1,22,1,22
838,0,PM,ELU1,wclamp,1,1,22,0.9850000143051147,1,,1,23,1,23
839,0,PM,ELU1,wclamp,1,5,22,0.9700000286102295,1,,1,23,1,23
840,0,PM,ELU1,wclamp,1,13,22,0.9991666674613953,1,,1,24,1,25
841,0,PM,ELU1,wclamp,1,61,22,0.9541667103767395,1,,1,23,1,23
842,0,PM,ELU1,wclamp,1,37,23,0.955833375453949,1,,1,25,1,26
843,0,PM,ELU1,wclamp,1,51,23,0.9983333349227905,1,,0,,0,
844,0,PM,ELU1,wclamp,1,71,23,0.9725000262260437,1,,1,24,1,24
845,0,PM,ELU1,wclamp,1,18,24,0.9858333468437195,1,,1,26,0,
846,0,PM,ELU1,wclamp,1,68,24,0.9533333778381348,1,,1,25,1,27
847,0,PM,ELU1,wclamp,1,72,24,0.9941666722297668,1,,1,25,1,26
848,0,PM,ELU1,wclamp,1,79,24,0.9591667056083679,1,,1,28,0,
849,0,PM,ELU1,wclamp,1,91,24,0.9641667008399963,1,,1,25,1,25
850,0,PM,ELU1,wclamp,1,33,25,0.9616667032241821,1,,1,26,1,26
851,0,PM,ELU1,wclamp,1,81,25,0.9733333587646484,1,,1,26,1,28
852,0,PM,ELU1,wclamp,1,6,26,0.9608333706855774,1,,1,27,1,27
853,0,PM,ELU1,wclamp,1,62,26,0.9608333706855774,1,,1,27,1,28
854,0,PM,ELU1,wclamp,1,84,26,0.9650000333786011,1,,1,27,1,27
855,0,PM,ELU1,wclamp,1,8,27,1.0,1,,1,28,1,28
856,0,PM,ELU1,wclamp,1,71,27,0.9891666769981384,1,,1,28,1,30
857,0,PM,ELU1,wclamp,1,91,27,0.9591667056083679,1,,1,32,1,32
858,0,PM,ELU1,wclamp,1,5,28,0.9741666913032532,1,,1,29,1,30
859,0,PM,ELU1,wclamp,1,21,28,0.9933333396911621,1,,1,29,1,29
860,0,PM,ELU1,wclamp,1,25,28,0.9691666960716248,1,,1,29,1,29
861,0,PM,ELU1,wclamp,1,65,28,0.9600000381469727,1,,1,29,1,30
862,0,PM,ELU1,wclamp,1,99,28,0.9883333444595337,1,,1,29,1,29
863,0,PM,ELU1,wclamp,1,4,29,0.9866666793823242,1,,1,30,1,32
864,0,PM,ELU1,wclamp,1,68,29,0.9700000286102295,1,,1,30,1,30
865,0,PM,ELU1,wclamp,1,71,29,1.0,1,,1,30,1,30
866,0,PM,ELU1,wclamp,1,79,29,0.9991666674613953,1,,1,30,1,30
867,0,PM,ELU1,wclamp,1,26,30,0.9533333778381348,1,,1,31,1,31
868,0,PM,ELU1,wclamp,1,39,30,0.9700000286102295,1,,1,31,1,32
869,0,PM,ELU1,wclamp,1,62,30,0.9516667127609253,1,,1,31,1,31
870,0,PM,ELU1,wclamp,1,72,30,0.9808333516120911,1,,1,33,1,33
871,0,PM,ELU1,wclamp,1,6,31,0.9516667127609253,1,,1,32,1,32
872,0,PM,ELU1,wclamp,1,86,31,0.9916666746139526,1,,0,,0,
873,0,PM,ELU1,wclamp,1,21,32,0.9641667008399963,1,,1,33,1,33
874,0,PM,ELU1,wclamp,1,99,32,0.9641667008399963,1,,1,33,1,33
875,0,PM,ELU1,wclamp,1,25,33,0.9816666841506958,1,,1,37,0,
876,0,PM,ELU1,wclamp,1,29,33,0.9591667056083679,1,,1,34,1,34
877,0,PM,ELU1,wclamp,1,39,33,0.9983333349227905,1,,1,34,1,34
878,0,PM,ELU1,wclamp,1,2,34,0.987500011920929,1,,1,36,1,37
879,0,PM,ELU1,wclamp,1,45,34,0.9925000071525574,1,,0,,0,
880,0,PM,ELU1,wclamp,1,63,34,0.9783333539962769,1,,1,35,1,35
881,0,PM,ELU1,wclamp,1,64,34,0.9908333420753479,1,,1,37,1,37
882,0,PM,ELU1,wclamp,1,88,34,0.95250004529953,1,,1,35,1,35
883,0,PM,ELU1,wclamp,1,92,34,0.9791666865348816,1,,1,36,1,37
884,0,PM,ELU1,wclamp,1,48,35,0.9783333539962769,1,,1,36,1,37
885,0,PM,ELU1,wclamp,1,68,35,0.9808333516120911,1,,1,36,1,36
886,0,PM,ELU1,wclamp,1,79,35,0.9733333587646484,1,,1,38,1,39
887,0,PM,ELU1,wclamp,1,11,36,0.9616667032241821,1,,1,37,1,38
888,0,PM,ELU1,wclamp,1,33,36,0.98416668176651,1,,1,37,1,37
889,0,PM,ELU1,wclamp,1,35,36,0.987500011920929,1,,1,38,1,40
890,0,PM,ELU1,wclamp,1,65,36,0.9700000286102295,1,,1,38,1,38
891,0,PM,ELU1,wclamp,1,72,36,0.9633333683013916,1,,1,37,1,37
892,0,PM,ELU1,wclamp,1,3,37,0.96833336353302,1,,1,38,1,38
893,0,PM,ELU1,wclamp,1,5,37,0.9766666889190674,1,,1,38,1,38
894,0,PM,ELU1,wclamp,1,13,37,0.955833375453949,1,,1,38,1,39
895,0,PM,ELU1,wclamp,1,21,37,0.9566667079925537,1,,1,38,1,40
896,0,PM,ELU1,wclamp,1,84,37,0.9608333706855774,1,,1,38,1,38
897,0,PM,ELU1,wclamp,1,25,38,0.96833336353302,1,,1,39,1,39
898,0,PM,ELU1,wclamp,1,29,38,0.9991666674613953,1,,1,40,1,42
899,0,PM,ELU1,wclamp,1,49,38,0.9575000405311584,1,,1,40,1,42
900,0,PM,ELU1,wclamp,1,77,38,0.9583333730697632,1,,1,39,1,39
901,0,PM,ELU1,wclamp,1,86,38,1.0,1,,0,,0,
902,0,PM,ELU1,wclamp,1,21,39,0.9550000429153442,1,,1,40,1,40
903,0,PM,ELU1,wclamp,1,35,39,0.9925000071525574,1,,1,40,1,40
904,0,PM,ELU1,wclamp,1,50,39,0.9700000286102295,1,,1,40,1,40
905,0,PM,ELU1,wclamp,1,55,39,0.9575000405311584,1,,1,40,1,41
906,0,PM,ELU1,wclamp,1,64,39,0.9783333539962769,1,,1,41,1,41
907,0,PM,ELU1,wclamp,1,92,39,0.9858333468437195,1,,1,40,1,40
908,0,PM,ELU1,wclamp,1,13,40,0.9616667032241821,1,,1,41,1,43
909,0,PM,ELU1,wclamp,1,19,40,0.95250004529953,1,,1,41,1,41
910,0,PM,ELU1,wclamp,1,39,40,0.96833336353302,1,,1,41,1,41
911,0,PM,ELU1,wclamp,1,52,40,0.9708333611488342,1,,1,41,1,41
912,0,PM,ELU1,wclamp,1,21,41,0.9900000095367432,1,,1,42,1,42
913,0,PM,ELU1,wclamp,1,29,41,0.9850000143051147,1,,1,42,1,42
914,0,PM,ELU1,wclamp,1,35,41,0.9991666674613953,1,,1,42,1,42
915,0,PM,ELU1,wclamp,1,53,41,0.9766666889190674,1,,1,43,1,43
916,0,PM,ELU1,wclamp,1,65,41,0.9950000047683716,1,,1,42,0,
917,0,PM,ELU1,wclamp,1,77,41,0.9625000357627869,1,,1,42,1,42
918,0,PM,ELU1,wclamp,1,88,41,0.9916666746139526,1,,1,43,1,43
919,0,PM,ELU1,wclamp,1,13,42,0.9941666722297668,1,,1,43,1,43
920,0,PM,ELU1,wclamp,1,19,42,0.9816666841506958,1,,1,43,1,43
921,0,PM,ELU1,wclamp,1,38,42,0.9866666793823242,1,,1,43,1,43
922,0,PM,ELU1,wclamp,1,59,42,0.9508333802223206,1,,1,43,1,43
923,0,PM,ELU1,wclamp,1,97,42,0.9616667032241821,1,,1,44,1,44
924,0,PM,ELU1,wclamp,1,16,43,0.9616667032241821,1,,1,44,1,48
925,0,PM,ELU1,wclamp,1,18,43,0.9800000190734863,1,,1,44,1,44
926,0,PM,ELU1,wclamp,1,58,43,0.9825000166893005,1,,1,45,1,45
927,0,PM,ELU1,wclamp,1,71,43,0.9641667008399963,1,,1,45,1,45
928,0,PM,ELU1,wclamp,1,76,43,0.9550000429153442,1,,1,46,1,46
929,0,PM,ELU1,wclamp,1,91,43,0.955833375453949,1,,1,44,1,48
930,0,PM,ELU1,wclamp,1,19,44,0.9991666674613953,1,,1,48,1,48
931,0,PM,ELU1,wclamp,1,29,44,0.9991666674613953,1,,1,45,1,48
932,0,PM,ELU1,wclamp,1,43,44,0.996666669845581,1,,1,49,0,
933,0,PM,ELU1,wclamp,1,35,45,0.9733333587646484,1,,1,48,1,48
934,0,PM,ELU1,wclamp,1,64,45,0.9983333349227905,1,,1,46,1,46
935,0,PM,ELU1,wclamp,1,65,45,0.9883333444595337,1,,1,46,1,47
936,0,PM,ELU1,wclamp,1,88,45,0.9991666674613953,1,,1,46,1,46
937,0,PM,ELU1,wclamp,1,25,46,0.9975000023841858,0,entry_task_gt_45,,,,
938,0,PM,ELU1,wclamp,1,38,46,1.0,0,entry_task_gt_45,,,,
939,0,PM,ELU1,wclamp,1,49,46,0.9808333516120911,0,entry_task_gt_45,,,,
940,0,PM,ELU1,wclamp,1,79,46,0.9758333563804626,0,entry_task_gt_45,,,,
941,0,PM,ELU1,wclamp,1,91,46,0.9925000071525574,0,entry_task_gt_45,,,,
942,0,PM,ELU1,wclamp,1,92,46,0.9891666769981384,0,entry_task_gt_45,,,,
943,0,PM,ELU1,wclamp,1,27,47,0.95250004529953,0,entry_task_gt_45,,,,
944,0,PM,ELU1,wclamp,1,29,47,0.95250004529953,0,entry_task_gt_45,,,,
945,0,PM,ELU1,wclamp,1,50,47,0.9833333492279053,0,entry_task_gt_45,,,,
946,0,PM,ELU1,wclamp,1,77,47,0.9691666960716248,0,entry_task_gt_45,,,,
947,0,PM,ELU1,wclamp,1,97,47,0.9766666889190674,0,entry_task_gt_45,,,,
948,0,PM,ELU1,wclamp,1,98,47,0.9566667079925537,0,entry_task_gt_45,,,,
949,0,PM,ELU1,wclamp,1,5,48,0.9800000190734863,0,entry_task_gt_45,,,,
950,0,PM,ELU1,wclamp,1,18,48,0.9650000333786011,0,entry_task_gt_45,,,,
951,0,PM,ELU1,wclamp,1,25,48,0.9983333349227905,0,entry_task_gt_45,,,,
952,0,PM,ELU1,wclamp,1,58,48,0.9725000262260437,0,entry_task_gt_45,,,,
953,0,PM,ELU1,wclamp,1,66,48,0.9666666984558105,0,entry_task_gt_45,,,,
954,0,PM,ELU1,wclamp,1,79,48,0.9591667056083679,0,entry_task_gt_45,,,,
955,0,PM,ELU1,wclamp,1,88,48,0.9991666674613953,0,entry_task_gt_45,,,,
956,0,PM,ELU1,wclamp,1,29,49,0.9950000047683716,0,entry_task_gt_45,,,,
957,0,PM,ELU1,wclamp,1,35,49,0.96833336353302,0,entry_task_gt_45,,,,
958,0,PM,ELU1,wclamp,1,8,50,0.9925000071525574,0,entry_task_gt_45,,,,
959,0,PM,ELU1,wclamp,1,44,50,0.9658333659172058,0,entry_task_gt_45,,,,
960,0,PM,ELU1,wclamp,1,56,50,0.98416668176651,0,entry_task_gt_45,,,,
961,0,PM,ELU1,wclamp,1,91,50,0.9975000023841858,0,entry_task_gt_45,,,,
962,0,PM,ELU1,wclamp,1,97,50,0.9908333420753479,0,entry_task_gt_45,,,,
963,0,PM,ELU1,wclamp,2,11,4,0.9541667103767395,1,,1,5,1,5
964,0,PM,ELU1,wclamp,2,23,6,0.9508333802223206,1,,1,7,1,7
965,0,PM,ELU1,wclamp,2,74,6,0.9891666769981384,1,,1,7,1,7
966,0,PM,ELU1,wclamp,2,96,6,0.9691666960716248,1,,1,7,1,7
967,0,PM,ELU1,wclamp,2,17,7,0.9783333539962769,1,,1,9,1,11
968,0,PM,ELU1,wclamp,2,59,7,0.9950000047683716,1,,1,9,0,
969,0,PM,ELU1,wclamp,2,3,8,0.9791666865348816,1,,1,12,0,
970,0,PM,ELU1,wclamp,2,8,8,0.9575000405311584,1,,1,9,1,9
971,0,PM,ELU1,wclamp,2,11,8,0.9500000476837158,1,,1,9,1,9
972,0,PM,ELU1,wclamp,2,33,8,0.9733333587646484,1,,1,9,1,11
973,0,PM,ELU1,wclamp,2,38,8,0.9958333373069763,1,,1,9,1,13
974,0,PM,ELU1,wclamp,2,43,8,0.9675000309944153,1,,1,9,0,
975,0,PM,ELU1,wclamp,2,45,8,0.9641667008399963,1,,1,9,1,9
976,0,PM,ELU1,wclamp,2,48,8,0.987500011920929,1,,1,9,1,9
977,0,PM,ELU1,wclamp,2,74,8,0.9725000262260437,1,,1,9,1,9
978,0,PM,ELU1,wclamp,2,75,8,0.9925000071525574,1,,1,9,0,
979,0,PM,ELU1,wclamp,2,78,8,0.9800000190734863,1,,1,9,0,
980,0,PM,ELU1,wclamp,2,85,8,0.9850000143051147,1,,1,9,1,10
981,0,PM,ELU1,wclamp,2,98,8,0.996666669845581,1,,1,9,1,9
982,0,PM,ELU1,wclamp,2,17,10,0.9958333373069763,1,,1,11,1,11
983,0,PM,ELU1,wclamp,2,26,10,0.9933333396911621,1,,1,11,0,
984,0,PM,ELU1,wclamp,2,33,10,1.0,1,,1,11,1,11
985,0,PM,ELU1,wclamp,2,43,10,0.9908333420753479,1,,1,11,0,
986,0,PM,ELU1,wclamp,2,48,10,0.9650000333786011,1,,1,11,1,11
987,0,PM,ELU1,wclamp,2,59,10,0.9991666674613953,1,,1,11,0,
988,0,PM,ELU1,wclamp,2,71,10,0.9833333492279053,1,,1,11,1,11
989,0,PM,ELU1,wclamp,2,74,10,0.9800000190734863,1,,1,11,1,11
990,0,PM,ELU1,wclamp,2,75,10,1.0,1,,1,11,0,
991,0,PM,ELU1,wclamp,2,80,10,0.9516667127609253,1,,1,11,1,11
992,0,PM,ELU1,wclamp,2,87,10,0.9916666746139526,1,,1,11,0,
993,0,PM,ELU1,wclamp,2,59,12,0.9825000166893005,1,,1,13,0,
994,0,PM,ELU1,wclamp,2,71,12,0.9550000429153442,1,,1,13,1,13
995,0,PM,ELU1,wclamp,2,72,12,0.9908333420753479,1,,1,13,1,13
996,0,PM,ELU1,wclamp,2,84,12,0.9758333563804626,1,,1,13,0,
997,0,PM,ELU1,wclamp,2,79,13,0.9891666769981384,1,,1,14,1,14
998,0,PM,ELU1,wclamp,2,3,14,0.9866666793823242,1,,1,15,0,
999,0,PM,ELU1,wclamp,2,20,14,0.9641667008399963,1,,1,19,1,19
1000,0,PM,ELU1,wclamp,2,43,14,0.9691666960716248,1,,1,15,0,
1001,0,PM,ELU1,wclamp,2,46,14,0.9650000333786011,1,,1,15,1,16
1002,0,PM,ELU1,wclamp,2,47,14,0.9775000214576721,1,,1,15,0,
1003,0,PM,ELU1,wclamp,2,53,14,0.9916666746139526,1,,1,16,1,16
1004,0,PM,ELU1,wclamp,2,78,14,0.9908333420753479,1,,1,15,1,16
1005,0,PM,ELU1,wclamp,2,85,14,0.9916666746139526,1,,1,15,1,15
1006,0,PM,ELU1,wclamp,2,94,14,0.9541667103767395,1,,1,15,0,
1007,0,PM,ELU1,wclamp,2,2,15,0.9741666913032532,1,,1,16,0,
1008,0,PM,ELU1,wclamp,2,19,15,0.9866666793823242,1,,1,17,1,17
1009,0,PM,ELU1,wclamp,2,42,15,0.987500011920929,1,,1,16,1,16
1010,0,PM,ELU1,wclamp,2,45,15,0.9983333349227905,1,,1,16,1,16
1011,0,PM,ELU1,wclamp,2,52,15,0.996666669845581,1,,1,18,0,
1012,0,PM,ELU1,wclamp,2,62,15,0.955833375453949,1,,1,16,0,
1013,0,PM,ELU1,wclamp,2,74,15,0.9866666793823242,1,,0,,0,
1014,0,PM,ELU1,wclamp,2,81,15,0.9508333802223206,1,,1,16,1,17
1015,0,PM,ELU1,wclamp,2,86,15,0.9541667103767395,1,,1,16,1,16
1016,0,PM,ELU1,wclamp,2,3,16,0.9591667056083679,1,,1,17,0,
1017,0,PM,ELU1,wclamp,2,5,16,0.9500000476837158,1,,1,19,0,
1018,0,PM,ELU1,wclamp,2,15,16,0.9666666984558105,1,,1,17,1,17
1019,0,PM,ELU1,wclamp,2,34,16,0.9941666722297668,1,,1,17,1,18
1020,0,PM,ELU1,wclamp,2,38,16,0.9750000238418579,1,,1,17,1,17
1021,0,PM,ELU1,wclamp,2,43,16,0.9941666722297668,1,,1,17,0,
1022,0,PM,ELU1,wclamp,2,59,16,0.9941666722297668,1,,1,17,0,
1023,0,PM,ELU1,wclamp,2,98,16,0.9908333420753479,1,,1,17,0,
1024,0,PM,ELU1,wclamp,2,8,17,0.9725000262260437,1,,1,20,0,
1025,0,PM,ELU1,wclamp,2,35,17,0.9583333730697632,1,,1,19,0,
1026,0,PM,ELU1,wclamp,2,71,17,0.98416668176651,1,,1,19,1,21
1027,0,PM,ELU1,wclamp,2,79,17,0.9500000476837158,1,,1,18,1,21
1028,0,PM,ELU1,wclamp,2,91,17,0.971666693687439,1,,1,18,1,18
1029,0,PM,ELU1,wclamp,2,96,17,0.9883333444595337,1,,1,18,1,21
1030,0,PM,ELU1,wclamp,2,99,17,0.9733333587646484,1,,1,19,1,20
1031,0,PM,ELU1,wclamp,2,3,18,1.0,1,,1,19,0,
1032,0,PM,ELU1,wclamp,2,7,18,1.0,1,,1,19,0,
1033,0,PM,ELU1,wclamp,2,13,18,0.9933333396911621,1,,1,19,1,20
1034,0,PM,ELU1,wclamp,2,15,18,0.9858333468437195,1,,1,19,0,
1035,0,PM,ELU1,wclamp,2,17,18,0.996666669845581,1,,1,19,0,
1036,0,PM,ELU1,wclamp,2,23,18,0.9991666674613953,1,,1,19,0,
1037,0,PM,ELU1,wclamp,2,42,18,0.9858333468437195,1,,1,19,0,
1038,0,PM,ELU1,wclamp,2,43,18,1.0,1,,1,19,0,
1039,0,PM,ELU1,wclamp,2,48,18,1.0,1,,1,21,1,22
1040,0,PM,ELU1,wclamp,2,58,18,0.987500011920929,1,,1,19,1,19
1041,0,PM,ELU1,wclamp,2,59,18,1.0,1,,1,21,0,
1042,0,PM,ELU1,wclamp,2,64,18,0.9991666674613953,1,,1,19,0,
1043,0,PM,ELU1,wclamp,2,75,18,1.0,1,,1,19,0,
1044,0,PM,ELU1,wclamp,2,76,18,0.9958333373069763,1,,1,19,1,22
1045,0,PM,ELU1,wclamp,2,86,18,0.9975000023841858,1,,1,19,1,19
1046,0,PM,ELU1,wclamp,2,87,18,0.9975000023841858,1,,1,19,0,
1047,0,PM,ELU1,wclamp,2,92,18,1.0,1,,1,20,1,20
1048,0,PM,ELU1,wclamp,2,2,19,0.9916666746139526,1,,1,20,0,
1049,0,PM,ELU1,wclamp,2,33,19,0.9983333349227905,1,,1,21,1,21
1050,0,PM,ELU1,wclamp,2,37,19,0.9550000429153442,1,,1,20,0,
1051,0,PM,ELU1,wclamp,2,47,19,0.9533333778381348,1,,1,20,0,
1052,0,PM,ELU1,wclamp,2,5,20,0.9983333349227905,1,,1,22,0,
1053,0,PM,ELU1,wclamp,2,40,20,0.9616667032241821,1,,1,21,1,25
1054,0,PM,ELU1,wclamp,2,55,20,1.0,1,,1,23,1,23
1055,0,PM,ELU1,wclamp,2,56,20,0.9550000429153442,1,,1,21,0,
1056,0,PM,ELU1,wclamp,2,64,20,0.9825000166893005,1,,1,22,0,
1057,0,PM,ELU1,wclamp,2,71,20,0.9733333587646484,1,,1,21,1,21
1058,0,PM,ELU1,wclamp,2,79,20,0.9641667008399963,1,,1,21,1,21
1059,0,PM,ELU1,wclamp,2,80,20,0.9516667127609253,1,,1,21,0,
1060,0,PM,ELU1,wclamp,2,96,20,0.9816666841506958,1,,1,21,1,21
1061,0,PM,ELU1,wclamp,2,98,20,0.9750000238418579,1,,1,21,1,22
1062,0,PM,ELU1,wclamp,2,35,21,0.9866666793823242,1,,1,25,0,
1063,0,PM,ELU1,wclamp,2,75,21,0.9666666984558105,1,,1,22,1,24
1064,0,PM,ELU1,wclamp,2,2,22,0.9850000143051147,1,,1,23,0,
1065,0,PM,ELU1,wclamp,2,8,22,0.9891666769981384,1,,1,24,0,
1066,0,PM,ELU1,wclamp,2,9,22,0.9675000309944153,1,,1,23,1,23
1067,0,PM,ELU1,wclamp,2,15,22,0.9691666960716248,1,,1,23,0,
1068,0,PM,ELU1,wclamp,2,28,22,0.9808333516120911,1,,1,23,0,
1069,0,PM,ELU1,wclamp,2,32,22,0.9650000333786011,1,,1,23,1,27
1070,0,PM,ELU1,wclamp,2,40,22,0.98416668176651,1,,1,25,1,25
1071,0,PM,ELU1,wclamp,2,56,22,0.9958333373069763,1,,1,23,0,
1072,0,PM,ELU1,wclamp,2,70,22,0.9566667079925537,1,,1,26,1,26
1073,0,PM,ELU1,wclamp,2,80,22,0.9658333659172058,1,,1,25,0,
1074,0,PM,ELU1,wclamp,2,87,22,0.9783333539962769,1,,1,24,1,24
1075,0,PM,ELU1,wclamp,2,95,22,0.9500000476837158,1,,1,24,0,
1076,0,PM,ELU1,wclamp,2,3,23,0.9950000047683716,1,,1,24,1,27
1077,0,PM,ELU1,wclamp,2,14,23,0.9583333730697632,1,,1,24,1,24
1078,0,PM,ELU1,wclamp,2,17,23,0.9908333420753479,1,,1,24,1,25
1079,0,PM,ELU1,wclamp,2,23,23,0.9858333468437195,1,,1,24,1,24
1080,0,PM,ELU1,wclamp,2,37,23,0.9516667127609253,1,,1,24,0,
1081,0,PM,ELU1,wclamp,2,42,23,0.9858333468437195,1,,1,25,1,27
1082,0,PM,ELU1,wclamp,2,58,23,0.9900000095367432,1,,1,25,0,
1083,0,PM,ELU1,wclamp,2,59,23,0.9975000023841858,1,,1,25,1,26
1084,0,PM,ELU1,wclamp,2,64,23,0.955833375453949,1,,1,25,1,27
1085,0,PM,ELU1,wclamp,2,76,23,0.9908333420753479,1,,1,24,1,26
1086,0,PM,ELU1,wclamp,2,97,23,0.9633333683013916,1,,1,24,0,
1087,0,PM,ELU1,wclamp,2,98,23,0.9633333683013916,1,,1,24,1,24
1088,0,PM,ELU1,wclamp,2,2,24,0.9900000095367432,1,,1,28,0,
1089,0,PM,ELU1,wclamp,2,5,24,0.9608333706855774,1,,1,25,1,27
1090,0,PM,ELU1,wclamp,2,13,24,0.9908333420753479,1,,1,25,1,26
1091,0,PM,ELU1,wclamp,2,26,24,0.9500000476837158,1,,1,26,1,27
1092,0,PM,ELU1,wclamp,2,27,24,0.996666669845581,1,,1,26,1,29
1093,0,PM,ELU1,wclamp,2,28,24,0.9791666865348816,1,,1,25,0,
1094,0,PM,ELU1,wclamp,2,30,24,0.9741666913032532,1,,1,25,0,
1095,0,PM,ELU1,wclamp,2,32,24,0.9816666841506958,1,,1,25,1,27
1096,0,PM,ELU1,wclamp,2,51,24,0.9950000047683716,1,,1,26,1,27
1097,0,PM,ELU1,wclamp,2,67,24,0.9941666722297668,1,,1,25,1,25
1098,0,PM,ELU1,wclamp,2,71,24,0.9950000047683716,1,,1,25,1,28
1099,0,PM,ELU1,wclamp,2,78,24,0.987500011920929,1,,1,26,0,
1100,0,PM,ELU1,wclamp,2,79,24,0.9641667008399963,1,,1,25,1,25
1101,0,PM,ELU1,wclamp,2,85,24,0.9641667008399963,1,,1,25,1,25
1102,0,PM,ELU1,wclamp,2,92,24,0.9650000333786011,1,,1,25,1,28
1103,0,PM,ELU1,wclamp,2,6,25,0.9991666674613953,1,,1,26,1,26
1104,0,PM,ELU1,wclamp,2,12,25,1.0,1,,1,27,0,
1105,0,PM,ELU1,wclamp,2,21,25,0.9975000023841858,1,,1,26,1,26
1106,0,PM,ELU1,wclamp,2,22,25,0.9758333563804626,1,,1,28,0,
1107,0,PM,ELU1,wclamp,2,23,25,0.9750000238418579,1,,1,26,0,
1108,0,PM,ELU1,wclamp,2,24,25,0.9983333349227905,1,,1,26,0,
1109,0,PM,ELU1,wclamp,2,47,25,0.9516667127609253,1,,1,26,0,
1110,0,PM,ELU1,wclamp,2,62,25,0.9783333539962769,1,,1,26,0,
1111,0,PM,ELU1,wclamp,2,75,25,0.9833333492279053,1,,1,26,1,27
1112,0,PM,ELU1,wclamp,2,76,25,0.9991666674613953,1,,1,26,1,26
1113,0,PM,ELU1,wclamp,2,97,25,0.9658333659172058,1,,1,27,1,30
1114,0,PM,ELU1,wclamp,2,14,26,0.98416668176651,1,,1,28,0,
1115,0,PM,ELU1,wclamp,2,54,26,0.9541667103767395,1,,1,27,0,
1116,0,PM,ELU1,wclamp,2,56,26,0.9991666674613953,1,,1,27,0,
1117,0,PM,ELU1,wclamp,2,64,26,0.9666666984558105,1,,1,27,1,27
1118,0,PM,ELU1,wclamp,2,95,26,0.9916666746139526,1,,1,28,0,
1119,0,PM,ELU1,wclamp,2,7,27,0.9666666984558105,1,,1,28,1,31
1120,0,PM,ELU1,wclamp,2,33,27,0.9925000071525574,1,,1,28,0,
1121,0,PM,ELU1,wclamp,2,37,27,0.9783333539962769,1,,1,28,1,30
1122,0,PM,ELU1,wclamp,2,40,27,0.9800000190734863,1,,1,28,1,28
1123,0,PM,ELU1,wclamp,2,46,27,0.9900000095367432,1,,1,29,0,
1124,0,PM,ELU1,wclamp,2,49,27,0.9808333516120911,1,,1,29,1,30
1125,0,PM,ELU1,wclamp,2,67,27,0.9983333349227905,1,,1,28,1,28
1126,0,PM,ELU1,wclamp,2,70,27,0.9975000023841858,1,,1,28,1,28
1127,0,PM,ELU1,wclamp,2,73,27,0.9916666746139526,1,,1,28,1,30
1128,0,PM,ELU1,wclamp,2,78,27,0.98416668176651,1,,1,28,0,
1129,0,PM,ELU1,wclamp,2,89,27,0.9883333444595337,1,,1,28,0,
1130,0,PM,ELU1,wclamp,2,6,28,0.9766666889190674,1,,1,29,1,29
1131,0,PM,ELU1,wclamp,2,8,28,0.9933333396911621,1,,1,29,0,
1132,0,PM,ELU1,wclamp,2,58,28,0.9833333492279053,1,,1,32,1,32
1133,0,PM,ELU1,wclamp,2,59,28,0.9991666674613953,1,,1,29,0,
1134,0,PM,ELU1,wclamp,2,62,28,0.9633333683013916,1,,1,29,1,32
1135,0,PM,ELU1,wclamp,2,75,28,0.9991666674613953,1,,1,29,1,29
1136,0,PM,ELU1,wclamp,2,99,28,0.996666669845581,1,,1,29,0,
1137,0,PM,ELU1,wclamp,2,7,29,1.0,1,,1,30,1,31
1138,0,PM,ELU1,wclamp,2,9,29,0.98416668176651,1,,1,30,1,31
1139,0,PM,ELU1,wclamp,2,12,29,0.9975000023841858,1,,1,31,0,
1140,0,PM,ELU1,wclamp,2,22,29,0.9900000095367432,1,,1,32,0,
1141,0,PM,ELU1,wclamp,2,28,29,0.9708333611488342,1,,1,30,0,
1142,0,PM,ELU1,wclamp,2,33,29,0.9633333683013916,1,,1,31,1,34
1143,0,PM,ELU1,wclamp,2,35,29,0.9691666960716248,1,,1,30,0,
1144,0,PM,ELU1,wclamp,2,40,29,0.9925000071525574,1,,1,31,1,31
1145,0,PM,ELU1,wclamp,2,65,29,0.9633333683013916,1,,1,32,0,
1146,0,PM,ELU1,wclamp,2,85,29,0.9925000071525574,1,,1,33,1,33
1147,0,PM,ELU1,wclamp,2,93,29,0.9508333802223206,1,,1,30,1,34
1148,0,PM,ELU1,wclamp,2,95,29,0.95250004529953,1,,1,30,0,
1149,0,PM,ELU1,wclamp,2,8,30,0.9891666769981384,1,,1,31,1,34
1150,0,PM,ELU1,wclamp,2,13,30,1.0,1,,1,32,0,
1151,0,PM,ELU1,wclamp,2,26,30,0.9983333349227905,1,,1,31,1,31
1152,0,PM,ELU1,wclamp,2,39,30,0.9941666722297668,1,,1,31,0,
1153,0,PM,ELU1,wclamp,2,46,30,1.0,1,,1,31,0,
1154,0,PM,ELU1,wclamp,2,47,30,0.9883333444595337,1,,1,31,1,34
1155,0,PM,ELU1,wclamp,2,59,30,0.9983333349227905,1,,0,,0,
1156,0,PM,ELU1,wclamp,2,61,30,0.9800000190734863,1,,1,31,0,
1157,0,PM,ELU1,wclamp,2,62,30,0.9766666889190674,1,,1,31,1,32
1158,0,PM,ELU1,wclamp,2,75,30,0.9975000023841858,1,,1,35,0,
