arm,seed,blocked_early,blocked_mid,blocked_late,blocked_t61_100,natural_t61_100,corr_force_sigma,p_late_dclamp
LR,0,0.08888724434343692,0.07581706876389828,0.13217124209659747,0.11187123559182785,-0.018916621310565474,0.013881819179120593,0.26936962890625005
LR,1,0.08811749169892408,0.1351764505544642,0.07995844084071713,0.11639037625495777,-0.02022957524181076,0.02160776351634794,0.24889160156249995
LR,2,0.1376987690867368,0.11333034126696237,0.10203338241594795,0.12651774103724028,-0.011905761601112563,-0.06003246875834597,0.24951806640625002
ELU1,0,0.20219780964643352,0.19573240854040583,0.1407082091772289,0.18073967485258305,-0.029963800144981435,-0.20676514495485732,0.41596337890625
ELU1,1,0.12883783704770185,0.15245230907093038,0.14255643285741876,0.16089584517141176,-0.040522424118870616,0.07222043924712611,0.36686474609374997
ELU1,2,0.1689167449168264,0.19728230263309313,0.13305753320660338,0.15811717727303004,-0.03238965564361966,-0.1250398998991691,0.39148193359374994
SNA,0,0.04054378234497089,0.07155237758638747,0.10423828690552214,0.0829102421673809,0.0028501027399258335,0.3374723430246348,0.31770361328124996
SNA,1,-0.00918099232011318,-0.00879725765155385,0.06490423420620418,0.05416594238877601,-0.010402505065816808,0.26456528807822893,0.32973193359374997
SNA,2,0.10029865235745607,0.13259939237177953,0.12196869139473879,0.11038157392054455,-0.005359272057753117,-0.07816753878691939,0.3228427734375
