arm,mode,seed,task,step,global_step,window_start,window_steps,loss,acc,advantage,confidence,online_acc_window,initial_positive_count,observed,down,up,net,conf,hist,label,correction,roundoff,conf_common,correction_common,zmean_l1,zsd_l1,outputsd_l1,gain_l1,ppos_l1,dead_l1,output_sd_ratio_l1,output_sd_ratio_n_l1,eff_rank_l1,zmean_l2,zsd_l2,outputsd_l2,gain_l2,ppos_l2,dead_l2,output_sd_ratio_l2,output_sd_ratio_n_l2,eff_rank_l2
LR,base,1001,1,0,0,0,0,2.309171915,0.1024999991,-0.001478029648,2.30769372,nan,3285,True,0,0,0,0,0,0,0,0,0,0,0.002915133024,0.1344939023,0.07965251058,0.5132500529,0.5099416375,0,1,100,40.12824523,-0.01419979334,0.05431427807,0.02346897684,0.3928000033,0.4604083002,0,1,100,29.59504369
LR,base,1002,1,0,0,0,0,2.305519104,0.1033333391,-0.0009888055502,2.304530144,nan,2812,True,0,0,0,0,0,0,0,0,0,0,-0.07532576472,0.1381797642,0.0577593036,0.2863749862,0.4403500259,0,1,100,41.42464032,0.01962597668,0.04995228723,0.03256775811,0.6807250381,0.5414916277,0,1,100,31.32712006
LR,base,1003,1,0,0,0,0,2.30487895,0.09416666627,0.000916208839,2.305795193,nan,3529,True,0,0,0,0,0,0,0,0,0,0,0.06789471209,0.1295589507,0.08948218822,0.7186750174,0.5523416996,0,1,100,40.26165927,-0.0116007328,0.05721862242,0.02857147716,0.4398249984,0.4783249497,0,1,100,30.48443499
LR,base,1004,1,0,0,0,0,2.305084944,0.1016666666,-0.0007367006037,2.30434823,nan,2895,True,0,0,0,0,0,0,0,0,0,0,-0.02965964749,0.1370248497,0.06628625095,0.4150749743,0.4538916647,0,1,100,41.96853892,-0.02041985653,0.04783925414,0.0217965357,0.3647499979,0.438408345,0,1,100,34.87150104
LR,base,1005,1,0,0,0,0,2.303524733,0.09916666895,0.0006635980099,2.304188251,nan,3581,True,0,0,0,0,0,0,0,0,0,0,0.02931751311,0.1314351708,0.08477384597,0.5883250237,0.5594667196,0,1,100,42.26823793,-0.01831386611,0.05600102991,0.02235310338,0.377124995,0.4306166768,0,1,100,32.70850385
LR,base,1001,1,1,1,0,1,2.349769354,0.100833334,0.004954359494,2.354723454,0,3285,True,4.690196037,4.07164526,-0.6185507774,1.65186727,0,-2.270418167,0,0,0.3271016479,0,-0.6854329705,0.373485297,0.0490128994,0.0108250007,0.440983355,0,2.495782852,100,,-0.007432109676,0.1056804582,0.03480296955,0.4563249946,0.5015499592,0,2.053994656,100,
LR,base,1002,1,1,1,0,1,2.410611391,0.09166666865,-0.01609569229,2.394515514,0.0625,2812,True,4.232579231,4.411072731,0.1784930676,-1.994380236,0,2.172872543,0,7.152557373e-07,-0.2857708037,0,0.308018297,0.3439410925,0.186777845,0.9389500022,0.5566416979,0,2.958494902,100,,0.07364588231,0.1376842558,0.05087109655,0.8836750388,0.5443832874,0,2.35421443,100,
LR,base,1003,1,1,1,0,1,2.331039667,0.1000000015,-0.003134201979,2.327905416,0,3529,True,4.341198444,4.742830276,0.4016320109,0.6718894243,0,-0.2702574134,0,0,0.09163168073,0,0.7348871827,0.3472780287,0.2152163088,0.9983500242,0.5704833269,0,2.498605967,100,,-0.1907694042,0.1155590042,0.02653506771,0.0116500007,0.3431916833,0,1.378400803,100,
LR,base,1004,1,1,1,0,1,2.329827309,0.09166666865,-0.002565548988,2.327261686,0.125,2895,True,4.965683937,2.929819345,-2.035864353,0.8310981393,0,-2.866961241,0,-1.192092896e-06,0.1256823689,0,-0.599439919,0.3636876047,0.04918785766,0.01247500069,0.3896999955,0,1.518052936,100,,-0.1153592691,0.1081008762,0.01899052784,0.03722500056,0.3786916137,0,1.506136298,100,
LR,base,1005,1,1,1,0,1,2.389567852,0.09750000387,-0.006579745561,2.382988453,0.125,3581,True,4.214530945,5.104327202,0.8897963762,-2.113311529,0,3.003107071,0,9.536743164e-07,-0.23621732,0,0.4764479697,0.3725656867,0.1958526075,0.9859750867,0.5508083105,0,2.679521322,100,,0.05411395058,0.1280005127,0.04445612431,0.7607500553,0.5308582783,0,2.679206848,100,
