arm,age,metric,seed,value
LR_a0p1_q0,200000,control_Cwhole_qneg,9,0.007853804227282699
LR_a0p1_q0,200000,control_Cn_qpos_zpos,0,-3.6040764914700515e-16
LR_a0p1_q0,200000,control_Cn_qpos_zpos,1,-1.4897983804470886e-16
LR_a0p1_q0,200000,control_Cn_qpos_zpos,2,6.514648082133512e-16
LR_a0p1_q0,200000,control_Cn_qpos_zpos,3,-3.3281720058707173e-16
LR_a0p1_q0,200000,control_Cn_qpos_zpos,4,5.268450564415502e-16
LR_a0p1_q0,200000,control_Cn_qpos_zpos,5,-2.2183053935477737e-15
LR_a0p1_q0,200000,control_Cn_qpos_zpos,6,-4.748379804337348e-16
LR_a0p1_q0,200000,control_Cn_qpos_zpos,7,2.161332970803599e-16
LR_a0p1_q0,200000,control_Cn_qpos_zpos,8,-4.298612372045608e-16
LR_a0p1_q0,200000,control_Cn_qpos_zpos,9,-4.3203616099423514e-16
LR_a0p1_q0,200000,control_Cwhole_qpos_zpos,0,-0.013886135821831135
LR_a0p1_q0,200000,control_Cwhole_qpos_zpos,1,0.0024105331848083434
LR_a0p1_q0,200000,control_Cwhole_qpos_zpos,2,5.739708318702028e-06
LR_a0p1_q0,200000,control_Cwhole_qpos_zpos,3,-0.0021277098938824444
LR_a0p1_q0,200000,control_Cwhole_qpos_zpos,4,0.01085469671216408
LR_a0p1_q0,200000,control_Cwhole_qpos_zpos,5,0.0002931775623099105
LR_a0p1_q0,200000,control_Cwhole_qpos_zpos,6,3.6353627753525454e-05
LR_a0p1_q0,200000,control_Cwhole_qpos_zpos,7,-0.009301909138178455
LR_a0p1_q0,200000,control_Cwhole_qpos_zpos,8,-0.0018684653928905614
LR_a0p1_q0,200000,control_Cwhole_qpos_zpos,9,-0.014866774356700432
LR_a0p1_q0,200000,control_Cn_qpos_zneg,0,3.162512585552122e-16
LR_a0p1_q0,200000,control_Cn_qpos_zneg,1,1.8037859476308095e-16
LR_a0p1_q0,200000,control_Cn_qpos_zneg,2,-1.1896639333018218e-16
LR_a0p1_q0,200000,control_Cn_qpos_zneg,3,-5.979094516396582e-16
LR_a0p1_q0,200000,control_Cn_qpos_zneg,4,-2.4816961712556985e-16
LR_a0p1_q0,200000,control_Cn_qpos_zneg,5,-7.48678869328028e-16
LR_a0p1_q0,200000,control_Cn_qpos_zneg,6,-1.127928242195276e-15
LR_a0p1_q0,200000,control_Cn_qpos_zneg,7,-1.5239016297094514e-15
LR_a0p1_q0,200000,control_Cn_qpos_zneg,8,-2.026624455219552e-16
LR_a0p1_q0,200000,control_Cn_qpos_zneg,9,-3.723980095180142e-16
LR_a0p1_q0,200000,control_Cwhole_qpos_zneg,0,-0.005183540141894779
LR_a0p1_q0,200000,control_Cwhole_qpos_zneg,1,-0.003594453593620417
LR_a0p1_q0,200000,control_Cwhole_qpos_zneg,2,8.832714556062801e-05
LR_a0p1_q0,200000,control_Cwhole_qpos_zneg,3,0.00013653104179713876
LR_a0p1_q0,200000,control_Cwhole_qpos_zneg,4,0.022022937096775975
LR_a0p1_q0,200000,control_Cwhole_qpos_zneg,5,0.004050117012461468
LR_a0p1_q0,200000,control_Cwhole_qpos_zneg,6,-1.0883960793783145e-05
LR_a0p1_q0,200000,control_Cwhole_qpos_zneg,7,-0.0003599626615497852
LR_a0p1_q0,200000,control_Cwhole_qpos_zneg,8,0.0007565621214661168
LR_a0p1_q0,200000,control_Cwhole_qpos_zneg,9,-0.0012483368239192293
LR_a0p1_q0,200000,control_Cn_qneg_zpos,0,4.01144146932711e-16
LR_a0p1_q0,200000,control_Cn_qneg_zpos,1,-8.560319692433972e-16
LR_a0p1_q0,200000,control_Cn_qneg_zpos,2,-3.470264630417655e-16
LR_a0p1_q0,200000,control_Cn_qneg_zpos,3,-1.0514773414202243e-15
LR_a0p1_q0,200000,control_Cn_qneg_zpos,4,-1.7582988356404834e-16
LR_a0p1_q0,200000,control_Cn_qneg_zpos,5,1.409167286410689e-15
LR_a0p1_q0,200000,control_Cn_qneg_zpos,6,-4.895313482085198e-16
LR_a0p1_q0,200000,control_Cn_qneg_zpos,7,1.6822107289175302e-15
LR_a0p1_q0,200000,control_Cn_qneg_zpos,8,-1.3053277425410845e-15
LR_a0p1_q0,200000,control_Cn_qneg_zpos,9,2.569785950229591e-15
LR_a0p1_q0,200000,control_Cwhole_qneg_zpos,0,0.006275827178758021
LR_a0p1_q0,200000,control_Cwhole_qneg_zpos,1,0.007332596787751087
LR_a0p1_q0,200000,control_Cwhole_qneg_zpos,2,-0.000213274654130537
LR_a0p1_q0,200000,control_Cwhole_qneg_zpos,3,-0.0009868930446964494
LR_a0p1_q0,200000,control_Cwhole_qneg_zpos,4,0.07713641935835254
LR_a0p1_q0,200000,control_Cwhole_qneg_zpos,5,0.009382484823373921
LR_a0p1_q0,200000,control_Cwhole_qneg_zpos,6,-6.322062281778565e-05
LR_a0p1_q0,200000,control_Cwhole_qneg_zpos,7,0.007693194965822093
LR_a0p1_q0,200000,control_Cwhole_qneg_zpos,8,0.0034721624348493514
LR_a0p1_q0,200000,control_Cwhole_qneg_zpos,9,0.02088430668307126
LR_a0p1_q0,200000,control_Cn_qneg_zneg,0,2.8076895094080273e-16
LR_a0p1_q0,200000,control_Cn_qneg_zneg,1,-1.4604110375910957e-15
LR_a0p1_q0,200000,control_Cn_qneg_zneg,2,-1.5739168487568163e-15
LR_a0p1_q0,200000,control_Cn_qneg_zneg,3,1.3748101159625065e-15
LR_a0p1_q0,200000,control_Cn_qneg_zneg,4,2.7002445798408946e-17
LR_a0p1_q0,200000,control_Cn_qneg_zneg,5,-7.132319628904044e-16
LR_a0p1_q0,200000,control_Cn_qneg_zneg,6,-1.0457503983557774e-15
LR_a0p1_q0,200000,control_Cn_qneg_zneg,7,1.0424266947070486e-16
LR_a0p1_q0,200000,control_Cn_qneg_zneg,8,4.508052970509699e-16
LR_a0p1_q0,200000,control_Cn_qneg_zneg,9,7.498950963644759e-16
LR_a0p1_q0,200000,control_Cwhole_qneg_zneg,0,0.020028077462816617
LR_a0p1_q0,200000,control_Cwhole_qneg_zneg,1,-0.0008697807128172446
LR_a0p1_q0,200000,control_Cwhole_qneg_zneg,2,-4.198005783513194e-05
LR_a0p1_q0,200000,control_Cwhole_qneg_zneg,3,0.00011822770799684604
LR_a0p1_q0,200000,control_Cwhole_qneg_zneg,4,-0.0011751975092890413
LR_a0p1_q0,200000,control_Cwhole_qneg_zneg,5,0.002447528985831621
LR_a0p1_q0,200000,control_Cwhole_qneg_zneg,6,-3.0094762347980276e-06
LR_a0p1_q0,200000,control_Cwhole_qneg_zneg,7,-0.0008809184169107727
LR_a0p1_q0,200000,control_Cwhole_qneg_zneg,8,0.0008471076149963176
LR_a0p1_q0,200000,control_Cwhole_qneg_zneg,9,0.006921945930168111
LR_a0p1_q0,200000,Kn_diff,0,0.0007650069578544333
LR_a0p1_q0,200000,Kn_diff,1,-0.0010788763781437807
LR_a0p1_q0,200000,Kn_diff,2,0.0009270025334897033
LR_a0p1_q0,200000,Kn_diff,3,0.0006607470644440721
LR_a0p1_q0,200000,Kn_diff,4,0.0002447937822526592
LR_a0p1_q0,200000,Kn_diff,5,0.0007852946616321419
LR_a0p1_q0,200000,Kn_diff,6,-7.778706588297734e-05
LR_a0p1_q0,200000,Kn_diff,7,0.0021012977242287974
LR_a0p1_q0,200000,Kn_diff,8,-0.0003605602419399933
LR_a0p1_q0,200000,Kn_diff,9,-0.0007775609066920312
LR_a0p1_q0,200000,Sn,0,0.01398754634961064
LR_a0p1_q0,200000,Sn,1,0.0034203086825801052
LR_a0p1_q0,200000,Sn,2,0.004555946802797288
LR_a0p1_q0,200000,Sn,3,0.012047229386372062
LR_a0p1_q0,200000,Sn,4,0.04454469917057942
LR_a0p1_q0,200000,Sn,5,0.05261685342428887
LR_a0p1_q0,200000,Sn,6,-0.01883024459406685
LR_a0p1_q0,200000,Sn,7,0.041657024332382955
LR_a0p1_q0,200000,Sn,8,0.05016236254219422
LR_a0p1_q0,200000,Sn,9,0.006309637077554434
LR_a0p1_q0,1000000,null_weight_energy_fraction,0,0.19888327710861448
LR_a0p1_q0,1000000,null_weight_energy_fraction,1,0.20926672211200423
LR_a0p1_q0,1000000,null_weight_energy_fraction,2,0.20889659961084045
LR_a0p1_q0,1000000,null_weight_energy_fraction,3,0.21070782945615518
LR_a0p1_q0,1000000,null_weight_energy_fraction,4,0.17092566251348243
LR_a0p1_q0,1000000,null_weight_energy_fraction,5,0.23292241959130966
LR_a0p1_q0,1000000,null_weight_energy_fraction,6,0.2626805067596452
LR_a0p1_q0,1000000,null_weight_energy_fraction,7,0.2068263080158988
LR_a0p1_q0,1000000,null_weight_energy_fraction,8,0.20956151411821317
LR_a0p1_q0,1000000,null_weight_energy_fraction,9,0.18387914782958661
LR_a0p1_q0,1000000,null_B_field_RMS,0,0.32838662021171605
LR_a0p1_q0,1000000,null_B_field_RMS,1,0.3543907995950593
LR_a0p1_q0,1000000,null_B_field_RMS,2,0.31487180839811535
LR_a0p1_q0,1000000,null_B_field_RMS,3,0.3221067710458891
LR_a0p1_q0,1000000,null_B_field_RMS,4,0.3280866617232578
LR_a0p1_q0,1000000,null_B_field_RMS,5,0.3160655316206453
LR_a0p1_q0,1000000,null_B_field_RMS,6,0.33271151813317174
LR_a0p1_q0,1000000,null_B_field_RMS,7,0.3193514556592211
LR_a0p1_q0,1000000,null_B_field_RMS,8,0.3261752353876278
LR_a0p1_q0,1000000,null_B_field_RMS,9,0.32201785656033105
LR_a0p1_q0,1000000,total_input_jump_RMS,0,0.345195931509112
LR_a0p1_q0,1000000,total_input_jump_RMS,1,0.3618378600190389
LR_a0p1_q0,1000000,total_input_jump_RMS,2,0.3331647882698097
LR_a0p1_q0,1000000,total_input_jump_RMS,3,0.3294242800796517
LR_a0p1_q0,1000000,total_input_jump_RMS,4,0.34449682426356526
LR_a0p1_q0,1000000,total_input_jump_RMS,5,0.33770415789593533
LR_a0p1_q0,1000000,total_input_jump_RMS,6,0.3395712341910867
LR_a0p1_q0,1000000,total_input_jump_RMS,7,0.3342756331025616
LR_a0p1_q0,1000000,total_input_jump_RMS,8,0.3401507318247151
LR_a0p1_q0,1000000,total_input_jump_RMS,9,0.3483442010821031
LR_a0p1_q0,1000000,null_field_energy_over_jump_energy,0,0.9049812283095093
LR_a0p1_q0,1000000,null_field_energy_over_jump_energy,1,0.9592611692313784
LR_a0p1_q0,1000000,null_field_energy_over_jump_energy,2,0.8932013412138018
LR_a0p1_q0,1000000,null_field_energy_over_jump_energy,3,0.956067372844365
LR_a0p1_q0,1000000,null_field_energy_over_jump_energy,4,0.9069987818498748
LR_a0p1_q0,1000000,null_field_energy_over_jump_energy,5,0.8759543176948565
LR_a0p1_q0,1000000,null_field_energy_over_jump_energy,6,0.9600058636726916
LR_a0p1_q0,1000000,null_field_energy_over_jump_energy,7,0.9127006506906551
LR_a0p1_q0,1000000,null_field_energy_over_jump_energy,8,0.9195157015450578
LR_a0p1_q0,1000000,null_field_energy_over_jump_energy,9,0.8545603517978041
LR_a0p1_q0,1000000,span_jump_energy_over_jump_energy,0,0.29510655669941704
LR_a0p1_q0,1000000,span_jump_energy_over_jump_energy,1,0.3074919627220606
LR_a0p1_q0,1000000,span_jump_energy_over_jump_energy,2,0.3280358838155534
LR_a0p1_q0,1000000,span_jump_energy_over_jump_energy,3,0.24512231521583866
LR_a0p1_q0,1000000,span_jump_energy_over_jump_energy,4,0.25970631688027007
LR_a0p1_q0,1000000,span_jump_energy_over_jump_energy,5,0.33123167012283655
LR_a0p1_q0,1000000,span_jump_energy_over_jump_energy,6,0.24952835124986922
LR_a0p1_q0,1000000,span_jump_energy_over_jump_energy,7,0.294036181884541
LR_a0p1_q0,1000000,span_jump_energy_over_jump_energy,8,0.30199171474041936
LR_a0p1_q0,1000000,span_jump_energy_over_jump_energy,9,0.3596629234634241
LR_a0p1_q0,1000000,cross_over_jump_energy,0,-0.2000877850089187
LR_a0p1_q0,1000000,cross_over_jump_energy,1,-0.2667531319534402
LR_a0p1_q0,1000000,cross_over_jump_energy,2,-0.22123722502934148
LR_a0p1_q0,1000000,cross_over_jump_energy,3,-0.20118968806020077
LR_a0p1_q0,1000000,cross_over_jump_energy,4,-0.16670509873014827
LR_a0p1_q0,1000000,cross_over_jump_energy,5,-0.2071859878176961
LR_a0p1_q0,1000000,cross_over_jump_energy,6,-0.2095342149225564
LR_a0p1_q0,1000000,cross_over_jump_energy,7,-0.2067368325752
LR_a0p1_q0,1000000,cross_over_jump_energy,8,-0.2215074162854686
LR_a0p1_q0,1000000,cross_over_jump_energy,9,-0.21422327526122292
LR_a0p1_q0,1000000,null_field_signed_mean,0,-0.08804790827315166
LR_a0p1_q0,1000000,null_field_signed_mean,1,-0.12611307324297635
LR_a0p1_q0,1000000,null_field_signed_mean,2,-0.09393308421772618
LR_a0p1_q0,1000000,null_field_signed_mean,3,-0.09405182794026157
LR_a0p1_q0,1000000,null_field_signed_mean,4,-0.07430622232684662
LR_a0p1_q0,1000000,null_field_signed_mean,5,-0.07939170060147194
LR_a0p1_q0,1000000,null_field_signed_mean,6,-0.11128485956622114
LR_a0p1_q0,1000000,null_field_signed_mean,7,-0.09272660340347878
LR_a0p1_q0,1000000,null_field_signed_mean,8,-0.11196031224045046
LR_a0p1_q0,1000000,null_field_signed_mean,9,-0.06974013018375125
LR_a0p1_q0,1000000,null_field_positive_fraction,0,0.4053333333333333
LR_a0p1_q0,1000000,null_field_positive_fraction,1,0.3626666666666667
LR_a0p1_q0,1000000,null_field_positive_fraction,2,0.402
LR_a0p1_q0,1000000,null_field_positive_fraction,3,0.38133333333333336
LR_a0p1_q0,1000000,null_field_positive_fraction,4,0.424
LR_a0p1_q0,1000000,null_field_positive_fraction,5,0.4086666666666667
LR_a0p1_q0,1000000,null_field_positive_fraction,6,0.37266666666666665
LR_a0p1_q0,1000000,null_field_positive_fraction,7,0.39666666666666667
LR_a0p1_q0,1000000,null_field_positive_fraction,8,0.37666666666666665
LR_a0p1_q0,1000000,null_field_positive_fraction,9,0.41933333333333334
LR_a0p1_q0,1000000,null_field_positive_energy_fraction,0,0.28017399770497026
LR_a0p1_q0,1000000,null_field_positive_energy_fraction,1,0.21842433291090071
LR_a0p1_q0,1000000,null_field_positive_energy_fraction,2,0.2574159641944164
LR_a0p1_q0,1000000,null_field_positive_energy_fraction,3,0.2779021829618501
LR_a0p1_q0,1000000,null_field_positive_energy_fraction,4,0.3152693027789236
LR_a0p1_q0,1000000,null_field_positive_energy_fraction,5,0.2941201465464261
LR_a0p1_q0,1000000,null_field_positive_energy_fraction,6,0.24745530354599624
LR_a0p1_q0,1000000,null_field_positive_energy_fraction,7,0.27250239944993276
LR_a0p1_q0,1000000,null_field_positive_energy_fraction,8,0.23668197050248155
LR_a0p1_q0,1000000,null_field_positive_energy_fraction,9,0.321788196048933
LR_a0p1_q0,1000000,B_Kn,0,0.0003152872834775591
LR_a0p1_q0,1000000,B_Kn,1,0.001089391440988097
LR_a0p1_q0,1000000,B_Kn,2,-0.0008326922446801881
LR_a0p1_q0,1000000,B_Kn,3,0.0007319487858735931
LR_a0p1_q0,1000000,B_Kn,4,0.0001360490288819815
LR_a0p1_q0,1000000,B_Kn,5,0.000521893576132992
LR_a0p1_q0,1000000,B_Kn,6,-0.0001866024881559352
LR_a0p1_q0,1000000,B_Kn,7,0.0001119067296641042
LR_a0p1_q0,1000000,B_Kn,8,-0.00014902250108263704
LR_a0p1_q0,1000000,B_Kn,9,0.0010562782630925093
LR_a0p1_q0,1000000,B_mean_transport_null,0,-0.0005218023307521016
LR_a0p1_q0,1000000,B_mean_transport_null,1,0.0017242991150603014
LR_a0p1_q0,1000000,B_mean_transport_null,2,-0.0034208096443017907
LR_a0p1_q0,1000000,B_mean_transport_null,3,0.00196889854685293
LR_a0p1_q0,1000000,B_mean_transport_null,4,0.00027199999933190904
LR_a0p1_q0,1000000,B_mean_transport_null,5,-0.0020472413465087223
LR_a0p1_q0,1000000,B_mean_transport_null,6,-0.003078213100155008
LR_a0p1_q0,1000000,B_mean_transport_null,7,0.0009834586592262244
LR_a0p1_q0,1000000,B_mean_transport_null,8,-0.008309017580273456
LR_a0p1_q0,1000000,B_mean_transport_null,9,-0.0064282907837328205
LR_a0p1_q0,1000000,B_mean_transport_span,0,0.007207001412070904
LR_a0p1_q0,1000000,B_mean_transport_span,1,0.00885018634572373
LR_a0p1_q0,1000000,B_mean_transport_span,2,-0.018937367115125493
LR_a0p1_q0,1000000,B_mean_transport_span,3,0.016509975345255713
LR_a0p1_q0,1000000,B_mean_transport_span,4,-0.005062030243493386
LR_a0p1_q0,1000000,B_mean_transport_span,5,-0.0066614679373827
LR_a0p1_q0,1000000,B_mean_transport_span,6,-0.018691944022496517
LR_a0p1_q0,1000000,B_mean_transport_span,7,0.024444875515567576
LR_a0p1_q0,1000000,B_mean_transport_span,8,-0.061879713973762324
LR_a0p1_q0,1000000,B_mean_transport_span,9,-0.05274353306862869
LR_a0p1_q0,1000000,B_mean_transport_W,0,0.006685199081318795
LR_a0p1_q0,1000000,B_mean_transport_W,1,0.010574485460784034
LR_a0p1_q0,1000000,B_mean_transport_W,2,-0.02235817675942729
LR_a0p1_q0,1000000,B_mean_transport_W,3,0.018478873892108644
LR_a0p1_q0,1000000,B_mean_transport_W,4,-0.0047900302441614764
LR_a0p1_q0,1000000,B_mean_transport_W,5,-0.008708709283891426
LR_a0p1_q0,1000000,B_mean_transport_W,6,-0.021770157122651516
LR_a0p1_q0,1000000,B_mean_transport_W,7,0.0254283341747938
LR_a0p1_q0,1000000,B_mean_transport_W,8,-0.07018873155403578
LR_a0p1_q0,1000000,B_mean_transport_W,9,-0.05917182385236153
LR_a0p1_q0,1000000,B_mean_transport_bias,0,-0.0005758660036643538
LR_a0p1_q0,1000000,B_mean_transport_bias,1,0.0019320003559448018
LR_a0p1_q0,1000000,B_mean_transport_bias,2,-0.003832864839218199
LR_a0p1_q0,1000000,B_mean_transport_bias,3,0.0022060631244981755
LR_a0p1_q0,1000000,B_mean_transport_bias,4,0.0003001817803041279
LR_a0p1_q0,1000000,B_mean_transport_bias,5,-0.002214743174068985
LR_a0p1_q0,1000000,B_mean_transport_bias,6,-0.003332068470862329
LR_a0p1_q0,1000000,B_mean_transport_bias,7,0.0011114385478545466
LR_a0p1_q0,1000000,B_mean_transport_bias,8,-0.009004400325483082
LR_a0p1_q0,1000000,B_mean_transport_bias,9,-0.006954242673186121
LR_a0p1_q0,1000000,B_null_weight_norm2_change,0,0.020650968684275385
LR_a0p1_q0,1000000,B_null_weight_norm2_change,1,-0.24038472798237237
LR_a0p1_q0,1000000,B_null_weight_norm2_change,2,0.3633197519110285
LR_a0p1_q0,1000000,B_null_weight_norm2_change,3,-0.12830521852415994
LR_a0p1_q0,1000000,B_null_weight_norm2_change,4,0.04244613498247661
LR_a0p1_q0,1000000,B_null_weight_norm2_change,5,-0.013461726660698267
LR_a0p1_q0,1000000,B_null_weight_norm2_change,6,0.14812724573320674
LR_a0p1_q0,1000000,B_null_weight_norm2_change,7,0.11733332628565787
LR_a0p1_q0,1000000,B_null_weight_norm2_change,8,0.19845201104327412
LR_a0p1_q0,1000000,B_null_weight_norm2_change,9,-0.1959112898780463
LR_a0p1_q0,1000000,B_Cn_qpos,0,0.006744647102196732
LR_a0p1_q0,1000000,B_Cn_qpos,1,0.04938843411385485
LR_a0p1_q0,1000000,B_Cn_qpos,2,0.010617933844717264
LR_a0p1_q0,1000000,B_Cn_qpos,3,0.04981427464205804
LR_a0p1_q0,1000000,B_Cn_qpos,4,0.010996460902216228
LR_a0p1_q0,1000000,B_Cn_qpos,5,0.03801739500216664
LR_a0p1_q0,1000000,B_Cn_qpos,6,0.005781264884379775
LR_a0p1_q0,1000000,B_Cn_qpos,7,-0.002240555890468129
LR_a0p1_q0,1000000,B_Cn_qpos,8,0.054984975539253765
LR_a0p1_q0,1000000,B_Cn_qpos,9,0.06429176492526892
LR_a0p1_q0,1000000,B_Cwhole_qpos,0,0.0435636736123357
LR_a0p1_q0,1000000,B_Cwhole_qpos,1,0.42453021605340063
LR_a0p1_q0,1000000,B_Cwhole_qpos,2,0.12507378595366092
LR_a0p1_q0,1000000,B_Cwhole_qpos,3,0.38776502671926494
LR_a0p1_q0,1000000,B_Cwhole_qpos,4,0.1762607426228397
LR_a0p1_q0,1000000,B_Cwhole_qpos,5,0.3642217558406066
LR_a0p1_q0,1000000,B_Cwhole_qpos,6,0.06617209767712662
LR_a0p1_q0,1000000,B_Cwhole_qpos,7,-0.18580860501170363
LR_a0p1_q0,1000000,B_Cwhole_qpos,8,0.26598708049169817
LR_a0p1_q0,1000000,B_Cwhole_qpos,9,0.5844799163055902
LR_a0p1_q0,1000000,B_Cn_qneg,0,-0.0012553857594724534
LR_a0p1_q0,1000000,B_Cn_qneg,1,0.0019480390792910346
LR_a0p1_q0,1000000,B_Cn_qneg,2,-0.021585610170172825
LR_a0p1_q0,1000000,B_Cn_qneg,3,0.0053002725558501124
LR_a0p1_q0,1000000,B_Cn_qneg,4,-0.0026914753651108795
LR_a0p1_q0,1000000,B_Cn_qneg,5,-0.006484888908938347
LR_a0p1_q0,1000000,B_Cn_qneg,6,-0.0041863314806390274
LR_a0p1_q0,1000000,B_Cn_qneg,7,0.005379797456202667
LR_a0p1_q0,1000000,B_Cn_qneg,8,-0.011489858817517289
LR_a0p1_q0,1000000,B_Cn_qneg,9,-0.0010297059302664428
LR_a0p1_q0,1000000,B_Cwhole_qneg,0,0.0834155154069465
LR_a0p1_q0,1000000,B_Cwhole_qneg,1,0.06463852866671975
LR_a0p1_q0,1000000,B_Cwhole_qneg,2,-0.13892912176348823
LR_a0p1_q0,1000000,B_Cwhole_qneg,3,0.014460470701292347
LR_a0p1_q0,1000000,B_Cwhole_qneg,4,-0.04004523730857313
LR_a0p1_q0,1000000,B_Cwhole_qneg,5,-0.012806723157920781
LR_a0p1_q0,1000000,B_Cwhole_qneg,6,-0.014373159265872069
LR_a0p1_q0,1000000,B_Cwhole_qneg,7,-0.059403227953411034
LR_a0p1_q0,1000000,B_Cwhole_qneg,8,-0.12802038741031763
LR_a0p1_q0,1000000,B_Cwhole_qneg,9,-0.005311098173679734
LR_a0p1_q0,1000000,B_Cn_qpos_zpos,0,0.08397837070954897
LR_a0p1_q0,1000000,B_Cn_qpos_zpos,1,0.26124495633689754
LR_a0p1_q0,1000000,B_Cn_qpos_zpos,2,0.12951216662369405
LR_a0p1_q0,1000000,B_Cn_qpos_zpos,3,0.05907896633141168
LR_a0p1_q0,1000000,B_Cn_qpos_zpos,4,-0.03481109614988544
LR_a0p1_q0,1000000,B_Cn_qpos_zpos,5,0.15121010557499992
LR_a0p1_q0,1000000,B_Cn_qpos_zpos,6,0.008162316413065127
LR_a0p1_q0,1000000,B_Cn_qpos_zpos,7,0.04988089417953927
LR_a0p1_q0,1000000,B_Cn_qpos_zpos,8,0.09905595868286352
LR_a0p1_q0,1000000,B_Cn_qpos_zpos,9,0.21251120157255762
LR_a0p1_q0,1000000,B_Cwhole_qpos_zpos,0,0.8136612897415911
LR_a0p1_q0,1000000,B_Cwhole_qpos_zpos,1,1.9943403697399504
LR_a0p1_q0,1000000,B_Cwhole_qpos_zpos,2,0.5340102590479628
LR_a0p1_q0,1000000,B_Cwhole_qpos_zpos,3,0.2651866002259507
LR_a0p1_q0,1000000,B_Cwhole_qpos_zpos,4,-0.13633848459766829
LR_a0p1_q0,1000000,B_Cwhole_qpos_zpos,5,0.9550167655805419
LR_a0p1_q0,1000000,B_Cwhole_qpos_zpos,6,0.05881522456007854
LR_a0p1_q0,1000000,B_Cwhole_qpos_zpos,7,-0.6840464081224625
LR_a0p1_q0,1000000,B_Cwhole_qpos_zpos,8,0.43287953217608666
LR_a0p1_q0,1000000,B_Cwhole_qpos_zpos,9,2.0238138336812166
LR_a0p1_q0,1000000,B_Cn_qpos_zneg,0,0.0031672979840018235
LR_a0p1_q0,1000000,B_Cn_qpos_zneg,1,0.025504457573271244
LR_a0p1_q0,1000000,B_Cn_qpos_zneg,2,0.0038040183432754924
LR_a0p1_q0,1000000,B_Cn_qpos_zneg,3,0.048751655162184236
LR_a0p1_q0,1000000,B_Cn_qpos_zneg,4,0.01592180257083361
LR_a0p1_q0,1000000,B_Cn_qpos_zneg,5,0.014192565277130363
LR_a0p1_q0,1000000,B_Cn_qpos_zneg,6,0.005287927662519773
LR_a0p1_q0,1000000,B_Cn_qpos_zneg,7,-0.004578244475657131
LR_a0p1_q0,1000000,B_Cn_qpos_zneg,8,0.04666478596129461
LR_a0p1_q0,1000000,B_Cn_qpos_zneg,9,0.05243752676709323
LR_a0p1_q0,1000000,B_Cwhole_qpos_zneg,0,0.007893918234624785
LR_a0p1_q0,1000000,B_Cwhole_qpos_zneg,1,0.24755521197801736
LR_a0p1_q0,1000000,B_Cwhole_qpos_zneg,2,0.10163733737249056
LR_a0p1_q0,1000000,B_Cwhole_qpos_zneg,3,0.40182423431855857
LR_a0p1_q0,1000000,B_Cwhole_qpos_zneg,4,0.20987218358345555
LR_a0p1_q0,1000000,B_Cwhole_qpos_zneg,5,0.23987107602895708
LR_a0p1_q0,1000000,B_Cwhole_qpos_zneg,6,0.06769639032741835
LR_a0p1_q0,1000000,B_Cwhole_qpos_zneg,7,-0.1634622423629812
LR_a0p1_q0,1000000,B_Cwhole_qpos_zneg,8,0.23447934596670064
LR_a0p1_q0,1000000,B_Cwhole_qpos_zneg,9,0.46936541154389094
LR_a0p1_q0,1000000,B_Cn_qneg_zpos,0,-0.001975449416871639
LR_a0p1_q0,1000000,B_Cn_qneg_zpos,1,-0.14430264411380878
LR_a0p1_q0,1000000,B_Cn_qneg_zpos,2,-0.16026284255011164
LR_a0p1_q0,1000000,B_Cn_qneg_zpos,3,0.07829285813156357
LR_a0p1_q0,1000000,B_Cn_qneg_zpos,4,-0.26299739065756045
LR_a0p1_q0,1000000,B_Cn_qneg_zpos,5,-0.03539059296285295
LR_a0p1_q0,1000000,B_Cn_qneg_zpos,6,-0.008778338711295186
LR_a0p1_q0,1000000,B_Cn_qneg_zpos,7,-0.22471078132348768
LR_a0p1_q0,1000000,B_Cn_qneg_zpos,8,-0.07343520470137822
LR_a0p1_q0,1000000,B_Cn_qneg_zpos,9,-0.10586074731553985
LR_a0p1_q0,1000000,B_Cwhole_qneg_zpos,0,2.4221056605080875
LR_a0p1_q0,1000000,B_Cwhole_qneg_zpos,1,-1.4872947786094182
LR_a0p1_q0,1000000,B_Cwhole_qneg_zpos,2,-1.3920533097328052
LR_a0p1_q0,1000000,B_Cwhole_qneg_zpos,3,0.15695642501276438
LR_a0p1_q0,1000000,B_Cwhole_qneg_zpos,4,-3.0933759690246894
LR_a0p1_q0,1000000,B_Cwhole_qneg_zpos,5,0.39438609731608015
LR_a0p1_q0,1000000,B_Cwhole_qneg_zpos,6,0.30213921292008344
LR_a0p1_q0,1000000,B_Cwhole_qneg_zpos,7,-3.0517231832417493
LR_a0p1_q0,1000000,B_Cwhole_qneg_zpos,8,-1.2007355476143564
LR_a0p1_q0,1000000,B_Cwhole_qneg_zpos,9,-1.2284762389248356
LR_a0p1_q0,1000000,B_Cn_qneg_zneg,0,-0.0012459509800428871
LR_a0p1_q0,1000000,B_Cn_qneg_zneg,1,0.006245965639213451
LR_a0p1_q0,1000000,B_Cn_qneg_zneg,2,-0.016141517175124732
LR_a0p1_q0,1000000,B_Cn_qneg_zneg,3,0.003552167506770014
LR_a0p1_q0,1000000,B_Cn_qneg_zneg,4,-0.00028155688592560477
LR_a0p1_q0,1000000,B_Cn_qneg_zneg,5,-0.005923803192292148
LR_a0p1_q0,1000000,B_Cn_qneg_zneg,6,-0.0040909652862237324
