arm,age,coordinate,metric,seed,value
LR_a0p1_q0,200000,whole,A_radial_norm_budget,7,0.2854828050575936
LR_a0p1_q0,200000,whole,A_radial_norm_budget,8,0.2676639535797966
LR_a0p1_q0,200000,whole,A_radial_norm_budget,9,1.991863676129753
LR_a0p1_q0,200000,whole,A_u_norm2,0,4.045689254680444
LR_a0p1_q0,200000,whole,A_u_norm2,1,4.543860296213495
LR_a0p1_q0,200000,whole,A_u_norm2,2,1.2944213945439345
LR_a0p1_q0,200000,whole,A_u_norm2,3,2.70284761417652
LR_a0p1_q0,200000,whole,A_u_norm2,4,4.466925940617603
LR_a0p1_q0,200000,whole,A_u_norm2,5,2.1771608444104955
LR_a0p1_q0,200000,whole,A_u_norm2,6,1.6224296346932163
LR_a0p1_q0,200000,whole,A_u_norm2,7,2.0187899797994233
LR_a0p1_q0,200000,whole,A_u_norm2,8,2.1374363629653015
LR_a0p1_q0,200000,whole,A_u_norm2,9,5.682997987340997
LR_a0p1_q0,200000,whole,A_norm2_change,0,4.45556455943052
LR_a0p1_q0,200000,whole,A_norm2_change,1,12.52083114946441
LR_a0p1_q0,200000,whole,A_norm2_change,2,0.33810314272965947
LR_a0p1_q0,200000,whole,A_norm2_change,3,3.228558401602624
LR_a0p1_q0,200000,whole,A_norm2_change,4,12.70341008249007
LR_a0p1_q0,200000,whole,A_norm2_change,5,3.88566068534091
LR_a0p1_q0,200000,whole,A_norm2_change,6,1.525486714405004
LR_a0p1_q0,200000,whole,A_norm2_change,7,2.304272784857017
LR_a0p1_q0,200000,whole,A_norm2_change,8,2.4051003165450973
LR_a0p1_q0,200000,whole,A_norm2_change,9,7.67486166347075
LR_a0p1_q0,200000,whole,A_D_norm2,0,4.287547586388554
LR_a0p1_q0,200000,whole,A_D_norm2,1,4.89253011815752
LR_a0p1_q0,200000,whole,A_D_norm2,2,1.3169131439876427
LR_a0p1_q0,200000,whole,A_D_norm2,3,2.8181434969200208
LR_a0p1_q0,200000,whole,A_D_norm2,4,4.867178431246064
LR_a0p1_q0,200000,whole,A_D_norm2,5,2.2714094656173516
LR_a0p1_q0,200000,whole,A_D_norm2,6,1.71267938388818
LR_a0p1_q0,200000,whole,A_D_norm2,7,2.098852452662824
LR_a0p1_q0,200000,whole,A_D_norm2,8,2.251871239136238
LR_a0p1_q0,200000,whole,A_D_norm2,9,6.170670503062697
LR_a0p1_q0,200000,whole,A_normalized_visibility,0,4.326063632556111
LR_a0p1_q0,200000,whole,A_normalized_visibility,1,2.1696536119161807
LR_a0p1_q0,200000,whole,A_normalized_visibility,2,5.49476465123195
LR_a0p1_q0,200000,whole,A_normalized_visibility,3,4.361861654610339
LR_a0p1_q0,200000,whole,A_normalized_visibility,4,2.713203617744369
LR_a0p1_q0,200000,whole,A_normalized_visibility,5,3.2252899458050566
LR_a0p1_q0,200000,whole,A_normalized_visibility,6,5.225011635742669
LR_a0p1_q0,200000,whole,A_normalized_visibility,7,3.0497490286409406
LR_a0p1_q0,200000,whole,A_normalized_visibility,8,4.213794203969577
LR_a0p1_q0,200000,whole,A_normalized_visibility,9,2.87224465099077
LR_a0p1_q0,200000,whole,A_q_RMS,0,0.41835283139111307
LR_a0p1_q0,200000,whole,A_q_RMS,1,0.31398412226929784
LR_a0p1_q0,200000,whole,A_q_RMS,2,0.2666934742834623
LR_a0p1_q0,200000,whole,A_q_RMS,3,0.3433576468717655
LR_a0p1_q0,200000,whole,A_q_RMS,4,0.3481333023753954
LR_a0p1_q0,200000,whole,A_q_RMS,5,0.26499009381253513
LR_a0p1_q0,200000,whole,A_q_RMS,6,0.2911565510072851
LR_a0p1_q0,200000,whole,A_q_RMS,7,0.24812905472603072
LR_a0p1_q0,200000,whole,A_q_RMS,8,0.3001119284136671
LR_a0p1_q0,200000,whole,A_q_RMS,9,0.40401683839577146
LR_a0p1_q0,200000,whole,B_q_RMS,0,0.3984001964494669
LR_a0p1_q0,200000,whole,B_q_RMS,1,0.3002686175413328
LR_a0p1_q0,200000,whole,B_q_RMS,2,0.2536141377898113
LR_a0p1_q0,200000,whole,B_q_RMS,3,0.32663993389187307
LR_a0p1_q0,200000,whole,B_q_RMS,4,0.332039416460779
LR_a0p1_q0,200000,whole,B_q_RMS,5,0.25251346081037895
LR_a0p1_q0,200000,whole,B_q_RMS,6,0.27665502195161
LR_a0p1_q0,200000,whole,B_q_RMS,7,0.23695781309607133
LR_a0p1_q0,200000,whole,B_q_RMS,8,0.28639133007621514
LR_a0p1_q0,200000,whole,B_q_RMS,9,0.3871316786538392
LR_a0p1_q0,200000,whole,q_mean_A,0,-0.10564097501370179
LR_a0p1_q0,200000,whole,q_mean_A,1,-0.051073370224206806
LR_a0p1_q0,200000,whole,q_mean_A,2,-0.06899263377026
LR_a0p1_q0,200000,whole,q_mean_A,3,-0.03921124075191807
LR_a0p1_q0,200000,whole,q_mean_A,4,-0.03210536326566954
LR_a0p1_q0,200000,whole,q_mean_A,5,-0.006391597220220257
LR_a0p1_q0,200000,whole,q_mean_A,6,-0.056962517474842524
LR_a0p1_q0,200000,whole,q_mean_A,7,-0.05621495931955203
LR_a0p1_q0,200000,whole,q_mean_A,8,-0.05419023927999733
LR_a0p1_q0,200000,whole,q_mean_A,9,0.02495069303060169
LR_a0p1_q0,200000,whole,q_mean_B,0,-0.09999957215716442
LR_a0p1_q0,200000,whole,q_mean_B,1,-0.04872621072753812
LR_a0p1_q0,200000,whole,q_mean_B,2,-0.06579729404499385
LR_a0p1_q0,200000,whole,q_mean_B,3,-0.03750847589450626
LR_a0p1_q0,200000,whole,q_mean_B,4,-0.029861746953025455
LR_a0p1_q0,200000,whole,q_mean_B,5,-0.005803993366992665
LR_a0p1_q0,200000,whole,q_mean_B,6,-0.05428608985221972
LR_a0p1_q0,200000,whole,q_mean_B,7,-0.05328944187551843
LR_a0p1_q0,200000,whole,q_mean_B,8,-0.0511604069234087
LR_a0p1_q0,200000,whole,q_mean_B,9,0.02432891207711764
LR_a0p1_q0,200000,whole,q_mean_jump,0,0.0056414028565373725
LR_a0p1_q0,200000,whole,q_mean_jump,1,0.002347159496668687
LR_a0p1_q0,200000,whole,q_mean_jump,2,0.003195339725266158
LR_a0p1_q0,200000,whole,q_mean_jump,3,0.0017027648574118107
LR_a0p1_q0,200000,whole,q_mean_jump,4,0.0022436163126440846
LR_a0p1_q0,200000,whole,q_mean_jump,5,0.0005876038532275918
LR_a0p1_q0,200000,whole,q_mean_jump,6,0.0026764276226228026
LR_a0p1_q0,200000,whole,q_mean_jump,7,0.002925517444033604
LR_a0p1_q0,200000,whole,q_mean_jump,8,0.00302983235658863
LR_a0p1_q0,200000,whole,q_mean_jump,9,-0.000621780953484051
LR_a0p1_q0,200000,whole,B_q_positive_energy_fraction,0,0.2993294223220731
LR_a0p1_q0,200000,whole,B_q_positive_energy_fraction,1,0.32287846703422246
LR_a0p1_q0,200000,whole,B_q_positive_energy_fraction,2,0.29297542877057203
LR_a0p1_q0,200000,whole,B_q_positive_energy_fraction,3,0.38043326745325867
LR_a0p1_q0,200000,whole,B_q_positive_energy_fraction,4,0.46354994278619216
LR_a0p1_q0,200000,whole,B_q_positive_energy_fraction,5,0.4593848652986666
LR_a0p1_q0,200000,whole,B_q_positive_energy_fraction,6,0.27712278309663463
LR_a0p1_q0,200000,whole,B_q_positive_energy_fraction,7,0.22130268920468485
LR_a0p1_q0,200000,whole,B_q_positive_energy_fraction,8,0.26792609072572054
LR_a0p1_q0,200000,whole,B_q_positive_energy_fraction,9,0.597648112888213
LR_a0p1_q0,200000,whole,u_null_energy_fraction,0,0.022794188006456946
LR_a0p1_q0,200000,whole,u_null_energy_fraction,1,0.026434522627784198
LR_a0p1_q0,200000,whole,u_null_energy_fraction,2,0.007604766911238776
LR_a0p1_q0,200000,whole,u_null_energy_fraction,3,0.012890421180202333
LR_a0p1_q0,200000,whole,u_null_energy_fraction,4,0.02524555592332838
LR_a0p1_q0,200000,whole,u_null_energy_fraction,5,0.01740276107397858
LR_a0p1_q0,200000,whole,u_null_energy_fraction,6,0.014872256103575291
LR_a0p1_q0,200000,whole,u_null_energy_fraction,7,0.01715856245641856
LR_a0p1_q0,200000,whole,u_null_energy_fraction,8,0.021142777949902304
LR_a0p1_q0,200000,whole,u_null_energy_fraction,9,0.03492219782297883
LR_a0p1_q0,200000,whole,D_null_relative_norm,0,2.8900310060357e-14
LR_a0p1_q0,200000,whole,D_null_relative_norm,1,2.627589820147151e-14
LR_a0p1_q0,200000,whole,D_null_relative_norm,2,4.328565941800259e-14
LR_a0p1_q0,200000,whole,D_null_relative_norm,3,3.3109764177729304e-14
LR_a0p1_q0,200000,whole,D_null_relative_norm,4,2.4882395308207894e-14
LR_a0p1_q0,200000,whole,D_null_relative_norm,5,3.587788977696509e-14
LR_a0p1_q0,200000,whole,D_null_relative_norm,6,4.583454668275362e-14
LR_a0p1_q0,200000,whole,D_null_relative_norm,7,4.1939295494804764e-14
LR_a0p1_q0,200000,whole,D_null_relative_norm,8,3.591713827317682e-14
LR_a0p1_q0,200000,whole,D_null_relative_norm,9,2.1817257827917488e-14
LR_a0p1_q0,200000,whole,functional_RMS_B_over_A,0,0.9668146515336667
LR_a0p1_q0,200000,whole,functional_RMS_B_over_A,1,0.9709699318744218
LR_a0p1_q0,200000,whole,functional_RMS_B_over_A,2,0.9671289038296061
LR_a0p1_q0,200000,whole,functional_RMS_B_over_A,3,0.9402308150363562
LR_a0p1_q0,200000,whole,functional_RMS_B_over_A,4,0.9605989080436297
LR_a0p1_q0,200000,whole,functional_RMS_B_over_A,5,0.933279664878696
LR_a0p1_q0,200000,whole,functional_RMS_B_over_A,6,0.9728264829869019
LR_a0p1_q0,200000,whole,functional_RMS_B_over_A,7,0.9425269863416219
LR_a0p1_q0,200000,whole,functional_RMS_B_over_A,8,0.9450070402965979
LR_a0p1_q0,200000,whole,functional_RMS_B_over_A,9,0.9652294574546535
LR_a0p1_q0,200000,whole,unit_output_contrib_RMS_B_over_A,0,0.9840813617417311
LR_a0p1_q0,200000,whole,unit_output_contrib_RMS_B_over_A,1,0.9935958450599656
LR_a0p1_q0,200000,whole,unit_output_contrib_RMS_B_over_A,2,0.9635860479904683
LR_a0p1_q0,200000,whole,unit_output_contrib_RMS_B_over_A,3,0.9527111782202041
LR_a0p1_q0,200000,whole,unit_output_contrib_RMS_B_over_A,4,0.9545323865055744
LR_a0p1_q0,200000,whole,unit_output_contrib_RMS_B_over_A,5,0.9448399582971356
LR_a0p1_q0,200000,whole,unit_output_contrib_RMS_B_over_A,6,0.9695274758827525
LR_a0p1_q0,200000,whole,unit_output_contrib_RMS_B_over_A,7,0.9525452329399635
LR_a0p1_q0,200000,whole,unit_output_contrib_RMS_B_over_A,8,0.9423571079365597
LR_a0p1_q0,200000,whole,unit_output_contrib_RMS_B_over_A,9,0.9603297517352938
LR_a0p1_q0,200000,whole,network_output_ablation_RMS_B_over_A,0,0.9115766175627157
LR_a0p1_q0,200000,whole,network_output_ablation_RMS_B_over_A,1,0.8140312204124697
LR_a0p1_q0,200000,whole,network_output_ablation_RMS_B_over_A,2,0.9828458373324809
LR_a0p1_q0,200000,whole,network_output_ablation_RMS_B_over_A,3,0.8827132415403586
LR_a0p1_q0,200000,whole,network_output_ablation_RMS_B_over_A,4,0.8264144864967371
LR_a0p1_q0,200000,whole,network_output_ablation_RMS_B_over_A,5,0.8050490843892071
LR_a0p1_q0,200000,whole,network_output_ablation_RMS_B_over_A,6,0.8812990150998331
LR_a0p1_q0,200000,whole,network_output_ablation_RMS_B_over_A,7,0.9220626055243991
LR_a0p1_q0,200000,whole,network_output_ablation_RMS_B_over_A,8,0.9019493039579759
LR_a0p1_q0,200000,whole,network_output_ablation_RMS_B_over_A,9,0.9359232094553103
LR_a0p1_q0,200000,whole,delta_RMS_B_over_A,0,0.9520196563525392
LR_a0p1_q0,200000,whole,delta_RMS_B_over_A,1,0.9569504141422582
LR_a0p1_q0,200000,whole,delta_RMS_B_over_A,2,0.9506440403773393
LR_a0p1_q0,200000,whole,delta_RMS_B_over_A,3,0.9508278916967867
LR_a0p1_q0,200000,whole,delta_RMS_B_over_A,4,0.9534945610396661
LR_a0p1_q0,200000,whole,delta_RMS_B_over_A,5,0.9536216238206813
LR_a0p1_q0,200000,whole,delta_RMS_B_over_A,6,0.9519956782582341
LR_a0p1_q0,200000,whole,delta_RMS_B_over_A,7,0.9536261549325081
LR_a0p1_q0,200000,whole,delta_RMS_B_over_A,8,0.9529085285178833
LR_a0p1_q0,200000,whole,delta_RMS_B_over_A,9,0.9572053080317836
LR_a0p1_q0,200000,whole,delta_mean_jump,0,0.005623962816607889
LR_a0p1_q0,200000,whole,delta_mean_jump,1,0.002277810451136786
LR_a0p1_q0,200000,whole,delta_mean_jump,2,0.003223147284562078
LR_a0p1_q0,200000,whole,delta_mean_jump,3,0.0016564015104908458
LR_a0p1_q0,200000,whole,delta_mean_jump,4,0.0018953820315951442
LR_a0p1_q0,200000,whole,delta_mean_jump,5,0.00047813894106649244
LR_a0p1_q0,200000,whole,delta_mean_jump,6,0.002547473402163998
LR_a0p1_q0,200000,whole,delta_mean_jump,7,0.0027519186901387924
LR_a0p1_q0,200000,whole,delta_mean_jump,8,0.003076180463852815
LR_a0p1_q0,200000,whole,delta_mean_jump,9,-0.0005911525498664381
LR_a0p1_q0,200000,whole,p_RMS_B_over_A,0,1.0123658682049286
LR_a0p1_q0,200000,whole,p_RMS_B_over_A,1,1.0361218800641978
LR_a0p1_q0,200000,whole,p_RMS_B_over_A,2,1.050408130542888
LR_a0p1_q0,200000,whole,p_RMS_B_over_A,3,1.0143095847699735
LR_a0p1_q0,200000,whole,p_RMS_B_over_A,4,1.035781478695574
LR_a0p1_q0,200000,whole,p_RMS_B_over_A,5,1.038928792408948
LR_a0p1_q0,200000,whole,p_RMS_B_over_A,6,1.0412763354058105
LR_a0p1_q0,200000,whole,p_RMS_B_over_A,7,1.0618567115880668
LR_a0p1_q0,200000,whole,p_RMS_B_over_A,8,1.0507697979913668
LR_a0p1_q0,200000,whole,p_RMS_B_over_A,9,1.0505461073342888
LR_a0p1_q0,200000,whole,p_mean_jump,0,-1.7440039929515934e-05
LR_a0p1_q0,200000,whole,p_mean_jump,1,-6.934904553184415e-05
LR_a0p1_q0,200000,whole,p_mean_jump,2,2.780755929579818e-05
LR_a0p1_q0,200000,whole,p_mean_jump,3,-4.6363346920924066e-05
LR_a0p1_q0,200000,whole,p_mean_jump,4,-0.0003482342810488606
LR_a0p1_q0,200000,whole,p_mean_jump,5,-0.00010946491216109544
LR_a0p1_q0,200000,whole,p_mean_jump,6,-0.00012895422045881773
LR_a0p1_q0,200000,whole,p_mean_jump,7,-0.00017359875389480472
LR_a0p1_q0,200000,whole,p_mean_jump,8,4.6348107264124975e-05
LR_a0p1_q0,200000,whole,p_mean_jump,9,3.062840361761285e-05
LR_a0p1_q0,200000,whole,A_p_u_cross_energy,0,-0.6042441603631153
LR_a0p1_q0,200000,whole,A_p_u_cross_energy,1,-0.38045153907592544
LR_a0p1_q0,200000,whole,A_p_u_cross_energy,2,-0.03179740970025998
LR_a0p1_q0,200000,whole,A_p_u_cross_energy,3,-0.1249328633276037
LR_a0p1_q0,200000,whole,A_p_u_cross_energy,4,-0.5614461906765335
LR_a0p1_q0,200000,whole,A_p_u_cross_energy,5,-0.09020017066116615
LR_a0p1_q0,200000,whole,A_p_u_cross_energy,6,-0.05739130563196536
LR_a0p1_q0,200000,whole,A_p_u_cross_energy,7,0.022257305578888765
LR_a0p1_q0,200000,whole,A_p_u_cross_energy,8,-0.06563626897291082
LR_a0p1_q0,200000,whole,A_p_u_cross_energy,9,-0.8945120584669366
LR_a0p1_q0,200000,whole,B_p_u_cross_energy,0,-0.5684710608498558
LR_a0p1_q0,200000,whole,B_p_u_cross_energy,1,-0.3500402093414482
LR_a0p1_q0,200000,whole,B_p_u_cross_energy,2,-0.034270670526081
LR_a0p1_q0,200000,whole,B_p_u_cross_energy,3,-0.1283925532012776
LR_a0p1_q0,200000,whole,B_p_u_cross_energy,4,-0.5345637299349597
LR_a0p1_q0,200000,whole,B_p_u_cross_energy,5,-0.07629674172978582
LR_a0p1_q0,200000,whole,B_p_u_cross_energy,6,-0.028192818437372015
LR_a0p1_q0,200000,whole,B_p_u_cross_energy,7,0.0009963630142966818
LR_a0p1_q0,200000,whole,B_p_u_cross_energy,8,-0.08822165402320173
LR_a0p1_q0,200000,whole,B_p_u_cross_energy,9,-0.874352097878694
LR_a0p1_q0,200000,centered,RMS_B_over_A,0,0.8927679642142113
LR_a0p1_q0,200000,centered,RMS_B_over_A,1,0.9243175335463695
LR_a0p1_q0,200000,centered,RMS_B_over_A,2,0.8834168957693793
LR_a0p1_q0,200000,centered,RMS_B_over_A,3,0.8907531839480022
LR_a0p1_q0,200000,centered,RMS_B_over_A,4,0.9477225301426225
LR_a0p1_q0,200000,centered,RMS_B_over_A,5,0.9022823843747202
LR_a0p1_q0,200000,centered,RMS_B_over_A,6,0.8838847538915939
LR_a0p1_q0,200000,centered,RMS_B_over_A,7,0.9133714530543686
LR_a0p1_q0,200000,centered,RMS_B_over_A,8,0.894266285592103
LR_a0p1_q0,200000,centered,RMS_B_over_A,9,0.9138245752756519
LR_a0p1_q0,200000,centered,A_alpha_norm_weighted,0,-0.001462456502646009
LR_a0p1_q0,200000,centered,A_alpha_norm_weighted,1,0.010120258837764028
LR_a0p1_q0,200000,centered,A_alpha_norm_weighted,2,-0.0020839042307427775
LR_a0p1_q0,200000,centered,A_alpha_norm_weighted,3,0.0009654426738158504
LR_a0p1_q0,200000,centered,A_alpha_norm_weighted,4,0.010345260148448587
LR_a0p1_q0,200000,centered,A_alpha_norm_weighted,5,0.0036169017777852863
LR_a0p1_q0,200000,centered,A_alpha_norm_weighted,6,-0.00010698232188621573
LR_a0p1_q0,200000,centered,A_alpha_norm_weighted,7,-2.208736215816317e-05
LR_a0p1_q0,200000,centered,A_alpha_norm_weighted,8,-0.0015433037332191197
LR_a0p1_q0,200000,centered,A_alpha_norm_weighted,9,0.002867473902487038
LR_a0p1_q0,200000,centered,A_fraction_alpha_negative,0,0.59
LR_a0p1_q0,200000,centered,A_fraction_alpha_negative,1,0.52
LR_a0p1_q0,200000,centered,A_fraction_alpha_negative,2,0.61
LR_a0p1_q0,200000,centered,A_fraction_alpha_negative,3,0.57
LR_a0p1_q0,200000,centered,A_fraction_alpha_negative,4,0.48
LR_a0p1_q0,200000,centered,A_fraction_alpha_negative,5,0.52
LR_a0p1_q0,200000,centered,A_fraction_alpha_negative,6,0.49
LR_a0p1_q0,200000,centered,A_fraction_alpha_negative,7,0.63
LR_a0p1_q0,200000,centered,A_fraction_alpha_negative,8,0.46
LR_a0p1_q0,200000,centered,A_fraction_alpha_negative,9,0.54
LR_a0p1_q0,200000,centered,A_radial_norm_budget,0,-0.6684604001845774
LR_a0p1_q0,200000,centered,A_radial_norm_budget,1,7.147845989047974
LR_a0p1_q0,200000,centered,A_radial_norm_budget,2,-1.065047631768175
LR_a0p1_q0,200000,centered,A_radial_norm_budget,3,0.8169366449952896
LR_a0p1_q0,200000,centered,A_radial_norm_budget,4,7.971132825221809
LR_a0p1_q0,200000,centered,A_radial_norm_budget,5,2.28708841802086
LR_a0p1_q0,200000,centered,A_radial_norm_budget,6,0.014367914368022212
LR_a0p1_q0,200000,centered,A_radial_norm_budget,7,0.08854986799551344
LR_a0p1_q0,200000,centered,A_radial_norm_budget,8,-0.7742928460778407
LR_a0p1_q0,200000,centered,A_radial_norm_budget,9,2.693082904685675
LR_a0p1_q0,200000,centered,A_u_norm2,0,2.860094334447688
LR_a0p1_q0,200000,centered,A_u_norm2,1,3.8992587687012623
LR_a0p1_q0,200000,centered,A_u_norm2,2,0.8057034588210273
LR_a0p1_q0,200000,centered,A_u_norm2,3,1.9176565307065039
LR_a0p1_q0,200000,centered,A_u_norm2,4,3.309602826065179
LR_a0p1_q0,200000,centered,A_u_norm2,5,1.7138613983079372
LR_a0p1_q0,200000,centered,A_u_norm2,6,1.0671765952715586
LR_a0p1_q0,200000,centered,A_u_norm2,7,1.5332688204528704
LR_a0p1_q0,200000,centered,A_u_norm2,8,1.4956194416536395
LR_a0p1_q0,200000,centered,A_u_norm2,9,4.463820763232302
LR_a0p1_q0,200000,centered,A_norm2_change,0,2.1916339342631104
LR_a0p1_q0,200000,centered,A_norm2_change,1,11.047104757749231
LR_a0p1_q0,200000,centered,A_norm2_change,2,-0.25934417294714673
LR_a0p1_q0,200000,centered,A_norm2_change,3,2.7345931757017947
LR_a0p1_q0,200000,centered,A_norm2_change,4,11.280735651286985
LR_a0p1_q0,200000,centered,A_norm2_change,5,4.000949816328797
LR_a0p1_q0,200000,centered,A_norm2_change,6,1.0815445096395804
LR_a0p1_q0,200000,centered,A_norm2_change,7,1.6218186884483827
LR_a0p1_q0,200000,centered,A_norm2_change,8,0.7213265955757994
LR_a0p1_q0,200000,centered,A_norm2_change,9,7.156903667917975
LR_a0p1_q0,200000,centered,A_D_norm2,0,3.1822513772803163
LR_a0p1_q0,200000,centered,A_D_norm2,1,4.288282707049661
LR_a0p1_q0,200000,centered,A_D_norm2,2,0.8517231330149824
LR_a0p1_q0,200000,centered,A_D_norm2,3,2.0788896016383482
LR_a0p1_q0,200000,centered,A_D_norm2,4,3.8320625080394697
LR_a0p1_q0,200000,centered,A_D_norm2,5,1.8237041025743599
LR_a0p1_q0,200000,centered,A_D_norm2,6,1.1548694393398358
LR_a0p1_q0,200000,centered,A_D_norm2,7,1.634824422704369
LR_a0p1_q0,200000,centered,A_D_norm2,8,1.6604457147985308
LR_a0p1_q0,200000,centered,A_D_norm2,9,5.120444342776526
LR_a0p1_q0,200000,centered,A_normalized_visibility,0,1.046551041485236
LR_a0p1_q0,200000,centered,A_normalized_visibility,1,0.5508295778357358
LR_a0p1_q0,200000,centered,A_normalized_visibility,2,1.4156662635269066
LR_a0p1_q0,200000,centered,A_normalized_visibility,3,1.109116524381955
LR_a0p1_q0,200000,centered,A_normalized_visibility,4,0.4044211461897528
LR_a0p1_q0,200000,centered,A_normalized_visibility,5,0.8252850726375189
LR_a0p1_q0,200000,centered,A_normalized_visibility,6,1.3912387831118176
LR_a0p1_q0,200000,centered,A_normalized_visibility,7,0.6606280118681552
LR_a0p1_q0,200000,centered,A_normalized_visibility,8,1.004335875453739
LR_a0p1_q0,200000,centered,A_normalized_visibility,9,0.6552520382662597
LR_a0p1_q0,200000,centered,A_q_RMS,0,0.1730096732689317
LR_a0p1_q0,200000,centered,A_q_RMS,1,0.14655466766486858
LR_a0p1_q0,200000,centered,A_q_RMS,2,0.10679921371713692
LR_a0p1_q0,200000,centered,A_q_RMS,3,0.14583910813960552
LR_a0p1_q0,200000,centered,A_q_RMS,4,0.11569240979209157
LR_a0p1_q0,200000,centered,A_q_RMS,5,0.11892956859390375
LR_a0p1_q0,200000,centered,A_q_RMS,6,0.12184816238955004
LR_a0p1_q0,200000,centered,A_q_RMS,7,0.1006439433108228
LR_a0p1_q0,200000,centered,A_q_RMS,8,0.12256036313910139
LR_a0p1_q0,200000,centered,A_q_RMS,9,0.17102419868437382
LR_a0p1_q0,200000,centered,B_q_RMS,0,0.15445749379367005
LR_a0p1_q0,200000,centered,B_q_RMS,1,0.1354630489456992
LR_a0p1_q0,200000,centered,B_q_RMS,2,0.09434822985260362
LR_a0p1_q0,200000,centered,B_q_RMS,3,0.1299066499194906
LR_a0p1_q0,200000,centered,B_q_RMS,4,0.10964430332645815
LR_a0p1_q0,200000,centered,B_q_RMS,5,0.1073080547235643
LR_a0p1_q0,200000,centered,B_q_RMS,6,0.10769973302583041
LR_a0p1_q0,200000,centered,B_q_RMS,7,0.09192530474292772
LR_a0p1_q0,200000,centered,B_q_RMS,8,0.10960160070522348
LR_a0p1_q0,200000,centered,B_q_RMS,9,0.1562861157246066
LR_a0p1_q0,200000,centered,q_mean_A,0,-0.04218256102859068
LR_a0p1_q0,200000,centered,q_mean_A,1,-0.018176621346011487
LR_a0p1_q0,200000,centered,q_mean_A,2,-0.023847459263081038
LR_a0p1_q0,200000,centered,q_mean_A,3,-0.013865485898791177
LR_a0p1_q0,200000,centered,q_mean_A,4,-0.011192196977758346
LR_a0p1_q0,200000,centered,q_mean_A,5,-0.004670006809267029
