arm,age,time,branch,metric,mean,lo,hi,label,n
LR_a0p1_q0,200000,0,control,Cn_qpos,0.0,0.0,0.0,UNRESOLVED,10
LR_a0p1_q0,200000,0,control,Cwhole_qpos,0.0,0.0,0.0,UNRESOLVED,10
LR_a0p1_q0,200000,0,control,Cn_qneg,0.0,0.0,0.0,UNRESOLVED,10
LR_a0p1_q0,200000,0,control,Cwhole_qneg,0.0,0.0,0.0,UNRESOLVED,10
LR_a0p1_q0,200000,0,control,Cn_qpos_zpos,0.0,0.0,0.0,UNRESOLVED,10
LR_a0p1_q0,200000,0,control,Cwhole_qpos_zpos,0.0,0.0,0.0,UNRESOLVED,10
LR_a0p1_q0,200000,0,control,Cn_qpos_zneg,0.0,0.0,0.0,UNRESOLVED,10
LR_a0p1_q0,200000,0,control,Cwhole_qpos_zneg,0.0,0.0,0.0,UNRESOLVED,10
LR_a0p1_q0,200000,0,control,Cn_qneg_zpos,0.0,0.0,0.0,UNRESOLVED,10
LR_a0p1_q0,200000,0,control,Cwhole_qneg_zpos,0.0,0.0,0.0,UNRESOLVED,10
LR_a0p1_q0,200000,0,control,Cn_qneg_zneg,0.0,0.0,0.0,UNRESOLVED,10
LR_a0p1_q0,200000,0,control,Cwhole_qneg_zneg,0.0,0.0,0.0,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,Kn,2.5959264547713142e-05,-1.2799023008145435e-05,6.471755210357172e-05,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,mean_transport_null,3.4264401646634526e-05,-0.00018734586320684227,0.00025587466650011135,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,mean_transport_span,0.0001873658327702377,-0.0018295328510310206,0.002204264516571496,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,mean_transport_W,0.0002216302344168727,-0.0020166377926034832,0.0024598982614372285,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,mean_transport_bias,3.767563116771817e-05,-0.0002053042197788153,0.0002806554821142516,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,null_weight_norm2_change,-0.006297492011162055,-0.017302045967975212,0.004707061945651102,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,Cn_qpos,0.00028739889532541544,-0.0005738088597090211,0.001148606650359852,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,Cwhole_qpos,0.003154213879598802,-0.005515154511856419,0.011823582271054022,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,Cn_qneg,0.00036399428047441314,-0.0003266557300283289,0.0010546442909771551,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,Cwhole_qneg,0.0035439479858692786,-0.0035863439577718775,0.010674239929510434,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,Cn_qpos_zpos,-9.805055294827367e-05,-0.002688202975249039,0.0024921018693524915,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,Cwhole_qpos_zpos,-0.0008281109484671631,-0.026848858309183044,0.02519263641224872,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,Cn_qpos_zneg,0.00021349861870850463,-0.0002817043213061684,0.0007087015587231777,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,Cwhole_qpos_zneg,0.002377073270831449,-0.0025809449832647586,0.007335091524927656,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,Cn_qneg_zpos,0.0031538397495634593,-0.0013147155729684142,0.007622395072095333,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,Cwhole_qneg_zpos,0.03027479163357203,-0.015512911760983399,0.07606249502812745,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,Cn_qneg_zneg,0.00021678850585597,-0.00024715744948817305,0.000680734461200113,UNRESOLVED,10
LR_a0p1_q0,200000,1,B,Cwhole_qneg_zneg,0.002203182856453681,-0.0025543181845530862,0.0069606838974604485,UNRESOLVED,10
LR_a0p1_q0,200000,1,control,Kn,3.7342681769974996e-19,-1.0548535442261212e-18,1.8017071796256213e-18,UNRESOLVED,10
LR_a0p1_q0,200000,1,control,mean_transport_null,-6.001188896199099e-19,-1.4498480061164321e-18,2.4961022687661246e-19,UNRESOLVED,10
LR_a0p1_q0,200000,1,control,mean_transport_span,-3.924922391414243e-05,-0.00011137827653265268,3.2879828704367825e-05,UNRESOLVED,10
LR_a0p1_q0,200000,1,control,mean_transport_W,-3.9249223914143015e-05,-0.00011137827653265298,3.2879828704366944e-05,UNRESOLVED,10
LR_a0p1_q0,200000,1,control,mean_transport_bias,-4.848706814464228e-06,-1.3883782309072614e-05,4.1863686801441575e-06,UNRESOLVED,10
LR_a0p1_q0,200000,1,control,null_weight_norm2_change,-7.619206927279641e-17,-3.054335331794534e-16,1.5304939463386062e-16,UNRESOLVED,10
LR_a0p1_q0,200000,1,control,Cn_qpos,5.56412671207835e-18,-1.5372457941221678e-18,1.2665499218278868e-17,UNRESOLVED,10
LR_a0p1_q0,200000,1,control,Cwhole_qpos,7.02980252397947e-05,-0.00010579557591486166,0.00024639162639445106,UNRESOLVED,10
LR_a0p1_q0,200000,1,control,Cn_qneg,-8.224931709891803e-19,-5.625899970198346e-18,3.980913628219986e-18,UNRESOLVED,10
LR_a0p1_q0,200000,1,control,Cwhole_qneg,-0.00019152899777968613,-0.0004035042559592104,2.0446260399838113e-05,UNRESOLVED,10
LR_a0p1_q0,200000,1,control,Cn_qpos_zpos,1.3640026447746973e-18,-1.3379783111736153e-17,1.610778840128555e-17,UNRESOLVED,10
LR_a0p1_q0,200000,1,control,Cwhole_qpos_zpos,0.0001853840710410597,-0.00020609286681525058,0.00057686100889737,UNRESOLVED,10
LR_a0p1_q0,200000,1,control,Cn_qpos_zneg,6.634842492691984e-18,2.753474435264126e-19,1.2994337541857556e-17,POSITIVE,10
LR_a0p1_q0,200000,1,control,Cwhole_qpos_zneg,4.003579628552093e-05,-8.38682551601883e-05,0.00016393984773123015,UNRESOLVED,10
LR_a0p1_q0,200000,1,control,Cn_qneg_zpos,-7.21880842416694e-19,-1.3864973195001954e-17,1.2421211510168568e-17,UNRESOLVED,10
LR_a0p1_q0,200000,1,control,Cwhole_qneg_zpos,-0.000873981082370348,-0.002082790117903803,0.00033482795316310747,UNRESOLVED,10
LR_a0p1_q0,200000,1,control,Cn_qneg_zneg,-6.681284012654707e-19,-5.4866665987049054e-18,4.150409796173964e-18,UNRESOLVED,10
LR_a0p1_q0,200000,1,control,Cwhole_qneg_zneg,-0.0001508639899673587,-0.00031384385923588726,1.2115879301169869e-05,UNRESOLVED,10
LR_a0p1_q0,200000,2,B,Kn,3.379450618174979e-05,-7.66435384644209e-06,7.525336620994166e-05,UNRESOLVED,10
LR_a0p1_q0,200000,2,B,mean_transport_null,-0.00017655255221857118,-0.0004473318266255982,9.422672218845584e-05,UNRESOLVED,10
LR_a0p1_q0,200000,2,B,mean_transport_span,-0.0017400274588464507,-0.004130203017329074,0.0006501480996361723,UNRESOLVED,10
LR_a0p1_q0,200000,2,B,mean_transport_W,-0.001916580011065022,-0.004577069474940895,0.0007439094528108514,UNRESOLVED,10
LR_a0p1_q0,200000,2,B,mean_transport_bias,-0.00019232144358703385,-0.0004873188044840238,0.00010267591730995609,UNRESOLVED,10
LR_a0p1_q0,200000,2,B,null_weight_norm2_change,-0.008629058167258905,-0.02039757536709741,0.003139459032579601,UNRESOLVED,10
LR_a0p1_q0,200000,2,B,Cn_qpos,0.0011172741857103294,1.1890028559063612e-05,0.002222658342861595,POSITIVE,10
LR_a0p1_q0,200000,2,B,Cwhole_qpos,0.011571218177434141,0.0003771901113088817,0.0227652462435594,POSITIVE,10
LR_a0p1_q0,200000,2,B,Cn_qneg,7.513963812263492e-06,-0.0009249277807722376,0.0009399557083967647,UNRESOLVED,10
LR_a0p1_q0,200000,2,B,Cwhole_qneg,0.00013353106588566785,-0.009269192907105777,0.009536255038877112,UNRESOLVED,10
LR_a0p1_q0,200000,2,B,Cn_qpos_zpos,0.002419263505264161,-0.0005007473855803452,0.0053392743961086665,UNRESOLVED,10
LR_a0p1_q0,200000,2,B,Cwhole_qpos_zpos,0.025079469054764027,-0.0049311331596966,0.055090071269224654,UNRESOLVED,10
LR_a0p1_q0,200000,2,B,Cn_qpos_zneg,0.0006195040392784544,-8.5176813537344e-05,0.0013241848920942528,UNRESOLVED,10
LR_a0p1_q0,200000,2,B,Cwhole_qpos_zneg,0.006347532650642529,-0.0005472213454565909,0.013242286646741649,UNRESOLVED,10
LR_a0p1_q0,200000,2,B,Cn_qneg_zpos,0.0010138462941425986,-0.004185181099149487,0.0062128736874346845,UNRESOLVED,10
LR_a0p1_q0,200000,2,B,Cwhole_qneg_zpos,0.00865698799745115,-0.041829301741610536,0.059143277736512845,UNRESOLVED,10
LR_a0p1_q0,200000,2,B,Cn_qneg_zneg,-3.901019048432893e-05,-0.0007367476040208569,0.000658727223052199,UNRESOLVED,10
LR_a0p1_q0,200000,2,B,Cwhole_qneg_zneg,-0.00015735664490445158,-0.0072198913190973275,0.006905178029288424,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,Kn,9.291623455979547e-19,-1.4932407050317745e-18,3.351565396227684e-18,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,mean_transport_null,-6.119283977512817e-19,-1.870553721200984e-18,6.466969256984207e-19,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,mean_transport_span,-1.853290315667038e-05,-4.1721492167765434e-05,4.655685854424674e-06,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,mean_transport_W,-1.8532903156671003e-05,-4.172149216776626e-05,4.655685854424254e-06,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,mean_transport_bias,-2.225614713242578e-06,-4.821144154791801e-06,3.699147283066447e-07,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,null_weight_norm2_change,-3.24721985108142e-16,-8.805086788114303e-16,2.310647085951463e-16,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,Cn_qpos,6.611921066599032e-18,-2.8704039682652576e-18,1.609424610146332e-17,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,Cwhole_qpos,7.237632288384496e-05,-8.9670435241534e-05,0.00023442308100922392,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,Cn_qneg,1.9167150053708046e-18,-3.756406770115832e-18,7.58983678085744e-18,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,Cwhole_qneg,-8.758371220072306e-05,-0.000240842518263386,6.567509386193988e-05,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,Cn_qpos_zpos,3.96155786104311e-18,-9.605243438407766e-18,1.7528359160493988e-17,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,Cwhole_qpos_zpos,8.705773912528694e-05,-0.0003454939496269733,0.0005196094278775472,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,Cn_qpos_zneg,6.796013757305593e-18,-1.750904107374934e-18,1.534293162198612e-17,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,Cwhole_qpos_zneg,5.71880566293761e-05,-5.508253404059373e-05,0.00016945864729934592,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,Cn_qneg_zpos,-8.675906233901038e-18,-2.3973693902573836e-17,6.6218814347717595e-18,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,Cwhole_qneg_zpos,-0.0002635697053800682,-0.0007747324237567299,0.00024759301299659344,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,Cn_qneg_zneg,3.1950808729532383e-18,-2.4659158063822125e-18,8.85607755228869e-18,UNRESOLVED,10
LR_a0p1_q0,200000,2,control,Cwhole_qneg_zneg,-6.974936204123316e-05,-0.00020633056137227236,6.683183728980602e-05,UNRESOLVED,10
LR_a0p1_q0,200000,5,B,Kn,9.976221555308943e-05,-7.361640671780339e-05,0.00027314083782398223,UNRESOLVED,10
LR_a0p1_q0,200000,5,B,mean_transport_null,-0.0004924355247201641,-0.0009205621625493059,-6.430888689102222e-05,NEGATIVE,10
LR_a0p1_q0,200000,5,B,mean_transport_span,-0.00479038924283696,-0.008914998140820885,-0.0006657803448530345,NEGATIVE,10
LR_a0p1_q0,200000,5,B,mean_transport_W,-0.005282824767557123,-0.009834521857039933,-0.0007311276780743135,NEGATIVE,10
LR_a0p1_q0,200000,5,B,mean_transport_bias,-0.0005445540072231727,-0.0010161990674440366,-7.290894700230887e-05,NEGATIVE,10
LR_a0p1_q0,200000,5,B,null_weight_norm2_change,-0.024276540089746383,-0.07225630894662108,0.02370322876712832,UNRESOLVED,10
LR_a0p1_q0,200000,5,B,Cn_qpos,0.003136146303522873,0.0001758132398613308,0.006096479367184415,POSITIVE,10
LR_a0p1_q0,200000,5,B,Cwhole_qpos,0.03323258459000196,0.001542824579468062,0.06492234460053586,POSITIVE,10
LR_a0p1_q0,200000,5,B,Cn_qneg,-0.000618539684119023,-0.0022712806579304424,0.0010342012896923962,UNRESOLVED,10
LR_a0p1_q0,200000,5,B,Cwhole_qneg,-0.006772835555562721,-0.0242407029565721,0.010695031845446654,UNRESOLVED,10
LR_a0p1_q0,200000,5,B,Cn_qpos_zpos,0.0064894838201893425,0.0017550817725378743,0.01122388586784081,POSITIVE,10
LR_a0p1_q0,200000,5,B,Cwhole_qpos_zpos,0.06970943704749827,0.018714641796752154,0.12070423229824438,POSITIVE,10
LR_a0p1_q0,200000,5,B,Cn_qpos_zneg,0.0018782883411490598,-0.0004414345911678268,0.004198011273465947,UNRESOLVED,10
LR_a0p1_q0,200000,5,B,Cwhole_qpos_zneg,0.019537248902227706,-0.0049918341243756215,0.04406633192883103,UNRESOLVED,10
LR_a0p1_q0,200000,5,B,Cn_qneg_zpos,0.0014026760905097898,-0.0021534746491648814,0.0049588268301844615,UNRESOLVED,10
LR_a0p1_q0,200000,5,B,Cwhole_qneg_zpos,0.010753098339490385,-0.025154274735483165,0.04666047141446393,UNRESOLVED,10
LR_a0p1_q0,200000,5,B,Cn_qneg_zneg,-0.0007804602866612397,-0.0024539464536622456,0.0008930258803397662,UNRESOLVED,10
LR_a0p1_q0,200000,5,B,Cwhole_qneg_zneg,-0.008101952705319633,-0.02580199581880494,0.009598090408165673,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,Kn,-1.5922950404138622e-18,-3.6923646361577005e-18,5.077745553299763e-19,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,mean_transport_null,-4.805529195762861e-21,-2.0188271393543215e-18,2.009216080962796e-18,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,mean_transport_span,-8.739968382635499e-05,-0.0003341134312782115,0.00015931406362550157,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,mean_transport_W,-8.739968382635502e-05,-0.00033411343127821207,0.00015931406362550203,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,mean_transport_bias,-9.499200124340038e-06,-3.6893233251489935e-05,1.789483300280986e-05,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,null_weight_norm2_change,3.966919691175704e-16,-4.57964113700687e-16,1.2513480519358278e-15,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,Cn_qpos,-7.783153478705785e-18,-2.1201267892037897e-17,5.634960934626327e-18,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,Cwhole_qpos,0.00012097875354252977,-0.0005489377894918472,0.0007908952965769068,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,Cn_qneg,-4.737586531769505e-19,-1.0972700748538283e-17,1.0025183442184383e-17,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,Cwhole_qneg,-0.00017659178751187502,-0.0009716197081902048,0.0006184361331664548,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,Cn_qpos_zpos,-8.246812094892151e-18,-3.006138278259123e-17,1.356775859280693e-17,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,Cwhole_qpos_zpos,0.0004173511548634185,-0.0014092823767892246,0.0022439846865160615,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,Cn_qpos_zneg,-7.016723597329009e-18,-2.0597601945187967e-17,6.564154750529951e-18,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,Cwhole_qpos_zneg,0.0002038832758409752,-0.000272312468399619,0.0006800790200815693,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,Cn_qneg_zpos,-5.917464840349265e-18,-1.8049448644049613e-17,6.214518963351085e-18,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,Cwhole_qneg_zpos,-0.0026114498167755297,-0.008697318953469623,0.0034744193199185637,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,Cn_qneg_zneg,2.2905419047360427e-19,-1.1308781368427178e-17,1.1766889749374387e-17,UNRESOLVED,10
LR_a0p1_q0,200000,5,control,Cwhole_qneg_zneg,-5.481688764749444e-05,-0.0005789344305896087,0.00046930065529461986,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,Kn,8.574552753713991e-05,-7.024423431223257e-05,0.0002417352893865124,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,mean_transport_null,-0.0004377673367122456,-0.001043886349426039,0.00016835167600154789,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,mean_transport_span,-0.0044019618744778055,-0.010176375325967914,0.0013724515770123036,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,mean_transport_W,-0.004839729211190052,-0.011219298059194228,0.0015398396368141252,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,mean_transport_bias,-0.000489168075906751,-0.0011547635401193816,0.00017642738830587947,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,null_weight_norm2_change,-0.01675043441984148,-0.06235699574826774,0.028856126908584783,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,Cn_qpos,0.00153995840268389,-0.0025786935324408787,0.005658610337808658,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,Cwhole_qpos,0.01535687510120382,-0.02764401099682212,0.058357761199229766,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,Cn_qneg,0.00015295441107166609,-0.0017881615893448391,0.002094070411488171,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,Cwhole_qneg,-0.00013007368988895637,-0.019097490256871106,0.018837342877093193,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,Cn_qpos_zpos,0.0036625972081436474,-0.006309258237788987,0.013634452654076281,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,Cwhole_qpos_zpos,0.03734430254845106,-0.0672776946569231,0.14196629975382521,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,Cn_qpos_zneg,0.0012039915615252278,-0.0009561706241641538,0.0033641537472146096,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,Cwhole_qpos_zneg,0.01209863127558003,-0.010380904885655871,0.03457816743681593,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,Cn_qneg_zpos,0.0018714526347020013,-0.0039969285201257995,0.0077398337895298016,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,Cwhole_qneg_zpos,0.011029151036367932,-0.04533918957324396,0.06739749164597983,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,Cn_qneg_zneg,6.828040574336563e-05,-0.001640364026731503,0.001776924838218234,UNRESOLVED,10
LR_a0p1_q0,200000,10,B,Cwhole_qneg_zneg,-0.0004822858983149408,-0.017241955860179566,0.016277384063549682,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,Kn,-8.309794137379962e-19,-5.477425226187214e-18,3.815466398711221e-18,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,mean_transport_null,6.02767614555339e-19,-3.5207313918775234e-18,4.726266620988202e-18,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,mean_transport_span,-0.00010357157552784188,-0.0003350456369137493,0.00012790248585806553,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,mean_transport_W,-0.00010357157552784129,-0.0003350456369137498,0.00012790248585806723,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,mean_transport_bias,-1.1559384500203467e-05,-3.6933587078080086e-05,1.3814818077673151e-05,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,null_weight_norm2_change,1.9217563902540263e-16,-1.078787317655292e-15,1.4631385957060974e-15,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,Cn_qpos,-1.0090080364245898e-17,-3.270354292502119e-17,1.2523382196529389e-17,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,Cwhole_qpos,0.0004070881987616322,-0.0004697377942289497,0.001283914191752214,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,Cn_qneg,3.9030087055811976e-18,-1.64457295516402e-17,2.4251746962802597e-17,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,Cwhole_qneg,-8.61675273197967e-05,-0.0007016799360344506,0.0005293448813948571,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,Cn_qpos_zpos,-1.611989038472362e-17,-5.0243965737409997e-17,1.800418496796276e-17,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,Cwhole_qpos_zpos,0.0014744817068056638,-0.0012422199551143218,0.004191183368725649,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,Cn_qpos_zneg,-6.100854121978102e-18,-2.727508236262854e-17,1.5073374118672332e-17,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,Cwhole_qpos_zneg,0.0002649412007869752,-0.00037025046422144836,0.0009001328657953988,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,Cn_qneg_zpos,1.8336283413973225e-18,-2.981403557987232e-17,3.3481292262666974e-17,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,Cwhole_qneg_zpos,-6.504472580771853e-05,-0.002415371279667397,0.00228528182805196,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,Cn_qneg_zneg,3.4570197204228088e-18,-1.8276756957857814e-17,2.5190796398703434e-17,UNRESOLVED,10
LR_a0p1_q0,200000,10,control,Cwhole_qneg_zneg,-7.628823751692801e-05,-0.0006062235150663978,0.0004536470400325418,UNRESOLVED,10
LR_a0p1_q0,200000,20,B,Kn,0.000173438242899477,1.9263033223131896e-05,0.0003276134525758221,POSITIVE,10
LR_a0p1_q0,200000,20,B,mean_transport_null,-0.0012082916283518179,-0.0019233012165573772,-0.0004932820401462587,NEGATIVE,10
LR_a0p1_q0,200000,20,B,mean_transport_span,-0.011380694202793116,-0.018131982861446842,-0.0046294055441393886,NEGATIVE,10
LR_a0p1_q0,200000,20,B,mean_transport_W,-0.012588985831144931,-0.020053944652825832,-0.005124027009464029,NEGATIVE,10
LR_a0p1_q0,200000,20,B,mean_transport_bias,-0.0013256670720825626,-0.002101608306034322,-0.0005497258381308032,NEGATIVE,10
LR_a0p1_q0,200000,20,B,null_weight_norm2_change,-0.039903816477623456,-0.08416915949924146,0.004361526543994548,UNRESOLVED,10
LR_a0p1_q0,200000,20,B,Cn_qpos,0.005355907793449593,0.002654866886563291,0.008056948700335895,POSITIVE,10
LR_a0p1_q0,200000,20,B,Cwhole_qpos,0.05440796280745863,0.02511155261351213,0.08370437300140514,POSITIVE,10
LR_a0p1_q0,200000,20,B,Cn_qneg,-0.0011592245553900117,-0.0038959229365377267,0.0015774738257577033,UNRESOLVED,10
LR_a0p1_q0,200000,20,B,Cwhole_qneg,-0.012172531525047946,-0.039278772906355605,0.014933709856259716,UNRESOLVED,10
LR_a0p1_q0,200000,20,B,Cn_qpos_zpos,0.01199741915251962,0.00558132088484574,0.018413517420193502,POSITIVE,10
LR_a0p1_q0,200000,20,B,Cwhole_qpos_zpos,0.12279132771555316,0.05549573283369423,0.1900869225974121,POSITIVE,10
LR_a0p1_q0,200000,20,B,Cn_qpos_zneg,0.0038734511390015763,0.0012805801548701518,0.006466322123133,POSITIVE,10
LR_a0p1_q0,200000,20,B,Cwhole_qpos_zneg,0.039301110752251546,0.012326675972391309,0.06627554553211179,POSITIVE,10
LR_a0p1_q0,200000,20,B,Cn_qneg_zpos,-0.008557999864908704,-0.02878310069202933,0.011667100962211921,UNRESOLVED,10
LR_a0p1_q0,200000,20,B,Cwhole_qneg_zpos,-0.09323794358206809,-0.29677143205507756,0.11029554489094136,UNRESOLVED,10
LR_a0p1_q0,200000,20,B,Cn_qneg_zneg,-0.0006495623410458165,-0.002813297798134638,0.0015141731160430052,UNRESOLVED,10
LR_a0p1_q0,200000,20,B,Cwhole_qneg_zneg,-0.006427421674642511,-0.028274563010486423,0.015419719661201401,UNRESOLVED,10
LR_a0p1_q0,200000,20,control,Kn,1.1302940122036941e-18,-4.123842961357118e-18,6.3844309857645065e-18,UNRESOLVED,10
LR_a0p1_q0,200000,20,control,mean_transport_null,-1.2711711958659243e-18,-6.4081918771183945e-18,3.8658494853865455e-18,UNRESOLVED,10
LR_a0p1_q0,200000,20,control,mean_transport_span,-0.00017219112178535457,-0.000478321297650898,0.00013393905408018886,UNRESOLVED,10
LR_a0p1_q0,200000,20,control,mean_transport_W,-0.0001721911217853558,-0.0004783212976509,0.00013393905408018837,UNRESOLVED,10
LR_a0p1_q0,200000,20,control,mean_transport_bias,-1.8615510963888846e-05,-5.1531200334104406e-05,1.4300178406326715e-05,UNRESOLVED,10
LR_a0p1_q0,200000,20,control,null_weight_norm2_change,-2.883137398671059e-16,-1.79771397804691e-15,1.221086498312698e-15,UNRESOLVED,10
LR_a0p1_q0,200000,20,control,Cn_qpos,1.051841251954405e-18,-2.2083478126294643e-17,2.418716063020345e-17,UNRESOLVED,10
