arm,age,coordinate,metric,mean,lo,hi,label,n
LR_a0p1_q0,5000000,centered,B_energy_share_units_with_RMS_increase,0.054286798303244135,0.023121799315219835,0.08545179729126844,POSITIVE,10
LR_a0p1_q0,5000000,centered,mean_projection_RMS_B_over_A,0.8689776341290643,0.8680751647173528,0.8698801035407757,POSITIVE,10
LR_a0p1_q0,5000000,centered,mean_projection_change_RMS,0.023949564392749464,0.02205210836083534,0.025847020424663587,POSITIVE,10
LR_a0p1_q0,5000000,centered,B_minus_A_sign_positive_fraction,0.44573333333333337,0.3851386251524343,0.5063280415142324,POSITIVE,10
LR_a0p1_q0,5000000,centered,B_norm2_change,1.9845558141949113,-0.48053071258437985,4.4496423409742025,UNRESOLVED,10
LR_a0p1_q0,5000000,centered,B_positive_source_event_fraction,0.04146949999999999,0.031713370949520904,0.05122562905047908,POSITIVE,10
LR_a0p1_q0,5000000,centered,control_norm2_change,0.47073346570631197,-0.21558345152960484,1.1570503829422287,UNRESOLVED,10
LR_a0p1_q0,5000000,centered,control_positive_source_event_fraction,0.0408435,0.030897997851796994,0.050789002148203005,POSITIVE,10
LR_a0p7_q0,200000,whole,unit_flip_fraction_B_RMS_above_A,0.17246666666666668,0.15288703659557581,0.19204629673775755,POSITIVE,10
LR_a0p7_q0,200000,whole,B_energy_share_units_with_RMS_increase,0.07744036393193052,0.05392859548823253,0.1009521323756285,POSITIVE,10
LR_a0p7_q0,200000,whole,mean_projection_RMS_B_over_A,0.9497498689125152,0.9483071432360595,0.951192594588971,POSITIVE,10
LR_a0p7_q0,200000,whole,mean_projection_change_RMS,0.022142351049712697,0.019605883423000608,0.024678818676424786,POSITIVE,10
LR_a0p7_q0,200000,whole,B_minus_A_sign_positive_fraction,0.4915999999999999,0.4531466468632533,0.5300533531367465,POSITIVE,10
LR_a0p7_q0,200000,whole,B_norm2_change,1.2162318893970112,-2.6625605534855827,5.095024332279605,UNRESOLVED,10
LR_a0p7_q0,200000,whole,B_positive_source_event_fraction,0.3945506,0.38268521645662257,0.4064159835433774,POSITIVE,10
LR_a0p7_q0,200000,whole,control_norm2_change,11.634177909072669,6.876843970044942,16.391511848100397,POSITIVE,10
LR_a0p7_q0,200000,whole,control_positive_source_event_fraction,0.4033116,0.3896518569554589,0.4169713430445411,POSITIVE,10
LR_a0p7_q0,200000,centered,unit_flip_fraction_B_RMS_above_A,0.17453333333333332,0.1511484679216981,0.19791819874496855,POSITIVE,10
LR_a0p7_q0,200000,centered,B_energy_share_units_with_RMS_increase,0.132987000011142,0.09729198302905501,0.168682016993229,POSITIVE,10
LR_a0p7_q0,200000,centered,mean_projection_RMS_B_over_A,0.873052775026254,0.8711487419755607,0.8749568080769473,POSITIVE,10
LR_a0p7_q0,200000,centered,mean_projection_change_RMS,0.02217032640355704,0.0195086009948351,0.024832051812278978,POSITIVE,10
LR_a0p7_q0,200000,centered,B_minus_A_sign_positive_fraction,0.4942666666666666,0.45507902201790035,0.5334543113154327,POSITIVE,10
LR_a0p7_q0,200000,centered,B_norm2_change,1.028151165335974,-2.7970725904569336,4.853374921128882,UNRESOLVED,10
LR_a0p7_q0,200000,centered,B_positive_source_event_fraction,0.3945506,0.38268521645662257,0.4064159835433774,POSITIVE,10
LR_a0p7_q0,200000,centered,control_norm2_change,11.561227786086421,6.846111445163577,16.276344127009267,POSITIVE,10
LR_a0p7_q0,200000,centered,control_positive_source_event_fraction,0.4033116,0.3896518569554589,0.4169713430445411,POSITIVE,10
LR_a0p7_q0,1000000,whole,unit_flip_fraction_B_RMS_above_A,0.14186666666666667,0.12346916196212875,0.16026417137120458,POSITIVE,10
LR_a0p7_q0,1000000,whole,B_energy_share_units_with_RMS_increase,0.06433626799948051,0.04779788337325484,0.08087465262570619,POSITIVE,10
LR_a0p7_q0,1000000,whole,mean_projection_RMS_B_over_A,0.9490787380298344,0.9473631775367323,0.9507942985229366,POSITIVE,10
LR_a0p7_q0,1000000,whole,mean_projection_change_RMS,0.02462380732204302,0.02206776405652467,0.027179850587561366,POSITIVE,10
LR_a0p7_q0,1000000,whole,B_minus_A_sign_positive_fraction,0.4866666666666667,0.4694657489934921,0.5038675843398414,POSITIVE,10
LR_a0p7_q0,1000000,whole,B_norm2_change,-0.5213397119691175,-5.205981838987647,4.163302415049412,UNRESOLVED,10
LR_a0p7_q0,1000000,whole,B_positive_source_event_fraction,0.39415419999999995,0.3843264994032544,0.4039819005967455,POSITIVE,10
LR_a0p7_q0,1000000,whole,control_norm2_change,10.864926689997192,6.537362774178373,15.192490605816012,POSITIVE,10
LR_a0p7_q0,1000000,whole,control_positive_source_event_fraction,0.38429349999999995,0.37018631330476426,0.39840068669523565,POSITIVE,10
LR_a0p7_q0,1000000,centered,unit_flip_fraction_B_RMS_above_A,0.1496,0.13310832282241591,0.1660916771775841,POSITIVE,10
LR_a0p7_q0,1000000,centered,B_energy_share_units_with_RMS_increase,0.09968034482461809,0.07907558020681132,0.12028510944242485,POSITIVE,10
LR_a0p7_q0,1000000,centered,mean_projection_RMS_B_over_A,0.8713024466654362,0.8698355544879822,0.8727693388428902,POSITIVE,10
LR_a0p7_q0,1000000,centered,mean_projection_change_RMS,0.02508684159903446,0.022525755036715236,0.027647928161353683,POSITIVE,10
LR_a0p7_q0,1000000,centered,B_minus_A_sign_positive_fraction,0.49079999999999996,0.4685992497571449,0.5130007502428551,POSITIVE,10
LR_a0p7_q0,1000000,centered,B_norm2_change,-0.371904645071966,-4.686852466007118,3.943043175863186,UNRESOLVED,10
LR_a0p7_q0,1000000,centered,B_positive_source_event_fraction,0.39415419999999995,0.3843264994032544,0.4039819005967455,POSITIVE,10
LR_a0p7_q0,1000000,centered,control_norm2_change,10.781046902387484,6.48505291727563,15.077040887499336,POSITIVE,10
LR_a0p7_q0,1000000,centered,control_positive_source_event_fraction,0.38429349999999995,0.37018631330476426,0.39840068669523565,POSITIVE,10
LR_a0p7_q0,5000000,whole,unit_flip_fraction_B_RMS_above_A,0.12206666666666666,0.09909650417196872,0.1450368291613646,POSITIVE,10
LR_a0p7_q0,5000000,whole,B_energy_share_units_with_RMS_increase,0.08711750033422974,0.04813338727736055,0.12610161339109893,POSITIVE,10
LR_a0p7_q0,5000000,whole,mean_projection_RMS_B_over_A,0.9509992101147899,0.9476901422801357,0.9543082779494442,POSITIVE,10
LR_a0p7_q0,5000000,whole,mean_projection_change_RMS,0.02142610614699226,0.018962187793358645,0.023890024500625873,POSITIVE,10
LR_a0p7_q0,5000000,whole,B_minus_A_sign_positive_fraction,0.5094666666666667,0.49291747372607486,0.5260158596072586,POSITIVE,10
LR_a0p7_q0,5000000,whole,B_norm2_change,1.136480238160961,-4.6369747123877465,6.909935188709668,UNRESOLVED,10
LR_a0p7_q0,5000000,whole,B_positive_source_event_fraction,0.3850048,0.3704126467146423,0.39959695328535766,POSITIVE,10
LR_a0p7_q0,5000000,whole,control_norm2_change,11.39403234117933,6.817205494218113,15.970859188140546,POSITIVE,10
LR_a0p7_q0,5000000,whole,control_positive_source_event_fraction,0.38228460000000003,0.3628772018118443,0.40169199818815576,POSITIVE,10
LR_a0p7_q0,5000000,centered,unit_flip_fraction_B_RMS_above_A,0.12113333333333334,0.09993380462033494,0.14233286204633175,POSITIVE,10
LR_a0p7_q0,5000000,centered,B_energy_share_units_with_RMS_increase,0.11191287400435197,0.06287500129607747,0.1609507467126265,POSITIVE,10
LR_a0p7_q0,5000000,centered,mean_projection_RMS_B_over_A,0.8720609162810927,0.8695656675768789,0.8745561649853065,POSITIVE,10
LR_a0p7_q0,5000000,centered,mean_projection_change_RMS,0.022033348770965376,0.019553875744647942,0.02451282179728281,POSITIVE,10
LR_a0p7_q0,5000000,centered,B_minus_A_sign_positive_fraction,0.5090666666666667,0.4900858368004243,0.528047496532909,POSITIVE,10
LR_a0p7_q0,5000000,centered,B_norm2_change,1.1922092098265673,-4.45586891905111,6.840287338704245,UNRESOLVED,10
LR_a0p7_q0,5000000,centered,B_positive_source_event_fraction,0.3850048,0.3704126467146423,0.39959695328535766,POSITIVE,10
LR_a0p7_q0,5000000,centered,control_norm2_change,11.304660760482756,6.756612225363871,15.852709295601642,POSITIVE,10
LR_a0p7_q0,5000000,centered,control_positive_source_event_fraction,0.38228460000000003,0.3628772018118443,0.40169199818815576,POSITIVE,10
