M0,M0_parts,testability_dL,testability_met,M1_r_omega,M1_r_N,M1_r_step,M1,M2_dL_pred,M2_dL_obs,M2,M3_CELU03_gate,M3_CELU03_len,M3_CELU1_gate,M3_CELU1_len,M3_CELU3_gate,M3_CELU3_len,M3_CELU1w_gate,M3_CELU1w_len,M3_LR_gate,M3_LR_len,M3,M3_all,M4_leaky_fit,M4_resid,M4_delta,M4,M4_LR_resid_here,M4_spearman_all
MANIPULATION_OK,G1=True decomp=True broken=[],"[2.41, 1.03, 2.02]",True,1.483,1.153,1.542,M1_PARTIAL,0.6,"[2.41, 1.03, 2.02]",SLOPE_DOES_NOT_ACCOUNT,"[0.87, 0.88, 0.88]","[0.08, 0.09, -0.01]","[0.89, 0.88, 0.86]","[-0.12, -0.19, -0.18]","[0.59, 0.63, 0.61]","[-0.06, -0.09, -0.09]","[0.85, 0.83, 0.85]","[0.02, 0.07, 0.06]","[0.63, 0.65, 0.66]","[-0.16, -0.25, -0.16]",GATE_ONLY,"{""CELU03"": ""GATE_ONLY"", ""CELU1"": ""GATE_ONLY"", ""CELU3"": ""GATE_ONLY"", ""CELU1w"": ""GATE_ONLY"", ""LR"": ""GATE_ONLY""}",L = -9.13 -1.06·log2(omega),"{""CELU03"": -0.02, ""CELU1"": -0.57, ""CELU3"": -1.43, ""CELU1w"": -1.28}",-0.93,M4_PARTIAL,0.16,-0.8303030303030303
