seed,condition,layer,variant,f,f_lower,f_upper,r,p,p_bias,mu_norm,trSigma,effective_rank,gaussian_proxy,positive_units,negative_units,all_zero_units,uncertain_values
23,C,2,main,0.13,0.13,0.13,0.6800952114732043,0.0006247836510872554,0.08207869436517203,0.590258902020205,0.7532613031674201,11.475941558938276,0.1,5,8,0,0
23,C,2,bias0,0.0,0.0,0.0,0.6725516482738726,0.0005422096798382686,0.08262156052097788,0.5801058257020401,0.7439832723067068,11.681069778664542,0.0,0,0,0,0
23,gamma025,1,main,0.0,0.0,0.0,0.47112973618694165,7.900583146043208e-07,1.061439054077725e-06,6.471557603755617,188.68466698649658,8.943180629487852,0.0,0,0,0,0
23,gamma025,1,bias0,0.0,0.0,0.0,0.47112973618694165,7.900583146043208e-07,1.061439054077725e-06,6.471557603755617,188.68466698649658,8.943180629487852,0.0,0,0,0,0
23,gamma025,2,main,0.16,0.16,0.16,0.8503711354025153,0.006225051397724412,0.09650148375622805,0.7648983926230715,0.8090781560742207,8.537777663074053,0.13,8,8,0,0
23,gamma025,2,bias0,0.01,0.01,0.01,0.8319663660450658,0.00517067140228478,0.09517987112935987,0.7437156850719092,0.7991022307713215,8.677757783509644,0.0,0,1,0,0
23,gamma050,1,main,0.0,0.0,0.0,0.9422594723738833,0.013552769471054202,0.013833128585850271,12.943115207511234,188.68466698649658,8.943180629487852,0.0,0,0,0,0
23,gamma050,1,bias0,0.0,0.0,0.0,0.9422594723738833,0.013552769471054202,0.013833128585850271,12.943115207511234,188.68466698649658,8.943180629487852,0.0,0,0,0,0
23,gamma050,2,main,0.23,0.23,0.23,1.2234574181302862,0.057242585871630065,0.15071804619569043,1.1540181546091983,0.889708142137966,6.8365679350943,0.2,14,9,0,0
23,gamma050,2,bias0,0.01,0.01,0.01,1.1999761188372369,0.05254253184659136,0.14694463210262707,1.1275283328470593,0.8828963499227704,6.875920124678649,0.01,0,1,0,0
23,gamma075,1,main,0.07,0.07,0.07,1.413389208560825,0.09977698082094197,0.10022645402717573,19.41467281126685,188.68466698649658,8.943180629487852,0.04,4,3,0,0
23,gamma075,1,bias0,0.07,0.07,0.07,1.413389208560825,0.09977698082094197,0.10022645402717573,19.41467281126685,188.68466698649658,8.943180629487852,0.02,4,3,0,0
23,gamma075,2,main,0.27,0.27,0.27,1.6722898922577742,0.16419049886036688,0.23603892893374434,1.6259535930447793,0.9453511624574785,6.326489820345051,0.26,16,11,0,0
23,gamma075,2,bias0,0.12,0.12,0.12,1.6459674671235047,0.15754931221834628,0.23091432753180488,1.5975248924513878,0.9420040585784732,6.337423431967912,0.07,7,5,0,0
23,gamma150,1,main,0.52,0.52,0.52,2.82677841712165,0.41052625271838666,0.4106813974168864,38.8293456225337,188.68466698649658,8.943180629487852,0.52,27,25,0,0
23,gamma150,1,bias0,0.52,0.52,0.52,2.82677841712165,0.41052625271838666,0.4106813974168864,38.8293456225337,188.68466698649658,8.943180629487852,0.51,27,25,0,0
23,gamma150,2,main,0.48,0.48,0.48,3.1592342624187406,0.4615089190717198,0.48274505482883584,3.1523307675699863,0.9956344154391532,6.217711222787837,0.5,28,20,0,0
23,gamma150,2,bias0,0.45,0.45,0.45,3.131860757479895,0.45760244614955503,0.4792996819182835,3.1234892251750535,0.9946611013019033,6.218424628941273,0.46,29,16,0,0
23,gamma200,1,main,0.62,0.62,0.62,3.769037889495533,0.5370857222299789,0.5371616366742743,51.772460830044935,188.68466698649658,8.943180629487852,0.62,31,31,0,0
23,gamma200,1,bias0,0.62,0.62,0.62,3.769037889495533,0.5370857222299789,0.5371616366742743,51.772460830044935,188.68466698649658,8.943180629487852,0.62,31,31,0,0
23,gamma200,2,main,0.57,0.57,0.57,4.170642659573639,0.5769869561070001,0.5874598719348759,4.18534237890937,1.0070615613121996,6.245574018639348,0.55,35,22,0,0
23,gamma200,2,bias0,0.59,0.59,0.59,4.1435673606423835,0.5745003500062503,0.5851612121471206,4.156634691671932,1.006317230896512,6.246534704903553,0.6,34,25,0,0
24,raw,1,main,0.29,0.29,0.29,1.9217421202727734,0.22607131904980304,0.22640406046126182,26.403837305980392,188.77473884612354,9.351009748837043,0.26,14,15,0,0
24,raw,1,bias0,0.3,0.3,0.3,1.9217421202727734,0.22607131904980304,0.22640406046126182,26.403837305980392,188.77473884612354,9.351009748837043,0.26,15,15,0,0
24,raw,2,main,0.33,0.33,0.33,2.002848381657252,0.24543061191890836,0.30424212889964625,1.895994903806115,0.8961447887681561,8.543896469264904,0.33,17,16,0,0
24,raw,2,bias0,0.27,0.27,0.27,2.00829117818778,0.24671234066563769,0.30494746422634333,1.9070126114506771,0.9016827663355336,8.598756525807785,0.24,17,10,0,0
24,std,1,main,0.0,0.0,0.0,0.1190035439380752,4.2433301642336806e-85,3.46902923880881e-83,6.519472040473437,3001.2699813473455,9.428037976841503,0.0,0,0,0,0
24,std,1,bias0,0.0,0.0,0.0,0.1190035439380752,4.2433301642336806e-85,3.46902923880881e-83,6.519472040473437,3001.2699813473455,9.428037976841503,0.0,0,0,0,0
24,std,2,main,0.0,0.0,0.0,0.6796132017094126,0.0006192338860679508,0.001742815266021016,2.262573670202669,11.083625536591411,14.259436832388745,0.0,0,0,0,0
24,std,2,bias0,0.0,0.0,0.0,0.6801493274660576,0.0006254091193575708,0.0017518043405679565,2.2668177556898943,11.10771339947539,14.304061710630737,0.0,0,0,0,0
24,C,1,main,0.0,0.0,0.0,1.0027445289668169e-16,0.0,3.572398665773927e-224,1.3777240516820077e-15,188.77473884612354,9.351009748837043,0.0,0,0,0,0
24,C,1,bias0,0.0,0.0,0.0,1.0027445289668169e-16,0.0,3.572398665773927e-224,1.3777240516820077e-15,188.77473884612354,9.351009748837043,0.0,0,0,0,0
24,C,2,main,0.13,0.13,0.13,0.6748854405041885,0.0005667933684851284,0.09196887585549235,0.5603815753947289,0.6894576225674925,13.677517631899807,0.09,7,6,0,0
24,C,2,bias0,0.0,0.0,0.0,0.6733925684193688,0.0005509704775614455,0.0908502955786513,0.5612940269281004,0.6947750320393646,13.85945683070586,0.0,0,0,0,0
24,gamma025,1,main,0.0,0.0,0.0,0.48043553006819334,1.2843236073600878e-06,1.6883915309021155e-06,6.600959326495097,188.7747388461235,9.351009748837043,0.0,0,0,0,0
24,gamma025,1,bias0,0.0,0.0,0.0,0.48043553006819334,1.2843236073600878e-06,1.6883915309021155e-06,6.600959326495097,188.7747388461235,9.351009748837043,0.0,0,0,0,0
24,gamma025,2,main,0.11,0.11,0.11,0.816950278950028,0.004405020839540347,0.10589304367381006,0.6898157511750224,0.7129760849618444,11.798742337264018,0.11,7,4,0,0
24,gamma025,2,bias0,0.0,0.0,0.0,0.8209501467539637,0.004600874493153779,0.10529518978360994,0.6965885095569762,0.7199776965099566,11.82166711867055,0.0,0,0,0,0
24,gamma050,1,main,0.0,0.0,0.0,0.9608710601363868,0.015474375312143115,0.015771254810556974,13.201918652990196,188.7747388461235,9.351009748837043,0.0,0,0,0,0
24,gamma050,1,bias0,0.0,0.0,0.0,0.9608710601363868,0.015474375312143115,0.015771254810556974,13.201918652990196,188.7747388461235,9.351009748837043,0.0,0,0,0,0
24,gamma050,2,main,0.18,0.18,0.18,1.156276196801014,0.04422721567279888,0.14917131091214947,1.0284547387858247,0.7911288034074447,9.313416754294806,0.15,9,9,0,0
24,gamma050,2,bias0,0.01,0.01,0.01,1.1613644468333877,0.045164823412963906,0.14919909250519836,1.0376858748518891,0.7983526233927356,9.348719871928866,0.0,0,1,0,0
24,gamma075,1,main,0.06,0.06,0.06,1.4413065902045799,0.10651553223855273,0.10696175915952089,19.80287797948529,188.77473884612354,9.351009748837043,0.05,1,5,0,0
24,gamma075,1,bias0,0.06,0.06,0.06,1.4413065902045799,0.10651553223855273,0.10696175915952089,19.80287797948529,188.77473884612354,9.351009748837043,0.04,1,5,0,0
24,gamma075,2,main,0.25,0.25,0.25,1.5627594551785629,0.1365886600708925,0.220718131365978,1.446972404688919,0.8573067182626638,8.622307325856065,0.24,11,14,0,0
24,gamma075,2,bias0,0.09,0.09,0.09,1.5683422937405573,0.1379903621847842,0.22129501722834033,1.4574317842617128,0.8635644677072783,8.674263260248999,0.04,4,5,0,0
24,gamma150,1,main,0.46,0.46,0.46,2.8826131804091606,0.4196506865052018,0.41979883344160873,39.60575595897059,188.7747388461235,9.351009748837043,0.46,22,24,0,0
24,gamma150,1,bias0,0.47,0.47,0.47,2.8826131804091606,0.4196506865052018,0.41979883344160873,39.60575595897059,188.7747388461235,9.351009748837043,0.48,23,24,0,0
24,gamma150,2,main,0.44,0.44,0.44,2.913051701046188,0.42452541707729974,0.4516460285308251,2.820052101882922,0.937168924075812,8.686952103953994,0.43,25,19,0,0
24,gamma150,2,bias0,0.48,0.48,0.48,2.9178067757608694,0.42528069447788813,0.4521787125637583,2.8315604084154375,0.9417564549694019,8.734496994425696,0.46,30,18,0,0
24,gamma200,1,main,0.58,0.58,0.58,3.8434842405455463,0.5449992366320386,0.545071315935757,52.80767461196078,188.77473884612354,9.351009748837043,0.59,29,29,0,0
24,gamma200,1,bias0,0.59,0.59,0.59,3.8434842405455463,0.5449992366320386,0.545071315935757,52.80767461196078,188.77473884612354,9.351009748837043,0.59,29,30,0,0
