arm,seed,task,mean,sdB,sdW,u_pos,p_pos_gauss,q90_zbar,top2W_mean,top2W_q90,r_B,r_W
LR_none,2,97,-3.9753300107304943,2.6226652346005093,2.777516696538247,0.11,0.1430859446772998,0.18251829624896254,1.5797033823459983,5.329888536315712,1.5157596014483434,1.4312533262842813
LR_none,2,98,-4.061711868813225,2.7881413679113254,2.88410884476668,0.08,0.15104542367441742,-0.7056562485505564,1.706505820720135,5.489886689143732,1.456781178873999,1.4083074139810459
LR_none,2,99,-3.8246522939199137,2.743603047093,2.738101555124955,0.1,0.1600166952645711,-0.28664207485987026,1.6515508163299963,5.48739005178195,1.3940253849668032,1.3968263108288448
LR_none,2,100,-3.7115638318077777,2.55476602782531,2.7353927091284227,0.1,0.15613200418319012,-0.48826455237868294,1.7592215864490675,5.53489434102885,1.4527999008062462,1.356866902299521
SNA_none,0,20,-0.6065847952335939,0.8196707988793789,1.2184436941989054,0.21,0.3205843534916247,0.3893680941814152,1.8303025931642165,3.507158321088988,0.7400346530130052,0.4978357211921946
SNA_none,0,21,-0.6939001294971372,0.8611404363536841,1.2106018470502766,0.16,0.30030004747206024,0.22521380698907265,1.727303564603416,3.118427915946933,0.8057920638767233,0.5731860819375731
SNA_none,0,22,-0.7206592297696826,0.7998151118407029,1.222438633452112,0.11,0.3000958832354447,0.04004122929336667,1.7242180371345412,3.0072372901159508,0.9010322749605841,0.5895258952464331
SNA_none,0,23,-0.8138839247563787,0.8472424544391745,1.2727169806614889,0.18,0.2846300547900376,0.3115933423168989,1.7315500365665986,3.0204766322842556,0.9606269380057482,0.6394853978716982
SNA_none,0,24,-0.8382196517081623,0.9844892231322995,1.2698955798609683,0.2,0.2950582987253057,0.2824606164881262,1.7015715080137748,3.162969016347184,0.8514259293171755,0.6600697451045013
SNA_none,0,25,-0.8172845795180455,1.02353376373598,1.310127569842694,0.18,0.2961323769881733,0.41325427412113114,1.802970560167343,3.5400438193648003,0.7984930331315025,0.6238206097870119
SNA_none,0,26,-0.7874485911472722,0.8192090368114496,1.293540659692541,0.13,0.2874822017225013,0.16581099400442728,1.7996327282378095,3.2631858238997014,0.9612303524045628,0.6087544177656071
SNA_none,0,27,-0.8241757138238094,0.8920238129278664,1.280022314244408,0.13,0.2856892626748109,0.2159635536411513,1.7358689146650068,3.1812656389831324,0.9239391391566544,0.6438760517314239
SNA_none,0,28,-0.7745086067518683,1.0361924644471794,1.2964217157522473,0.22,0.2983087949018274,0.3186341004235324,1.8183348247526263,3.4517712706496795,0.7474563204482263,0.5974202663694664
SNA_none,0,29,-0.8493844800273301,0.9404646725895837,1.332859258203967,0.15,0.285457702000764,0.16902409257768805,1.8163340363806046,3.0893025538735954,0.9031540522288171,0.6372649436159367
SNA_none,0,30,-0.7985737236652338,0.9927969047650984,1.3359509747607106,0.18,0.2962472709856273,0.27357535430409136,1.8733282258561874,3.330572569812904,0.8043676605278912,0.5977567581087851
SNA_none,0,31,-0.8864396551627728,1.082320522490543,1.3557956218366252,0.17,0.2843865558740545,0.4660815206085881,1.8251515885104774,3.7045364022608416,0.8190176909174502,0.6538151037558002
SNA_none,0,32,-0.863585599486412,0.8967545367634407,1.330686234424244,0.14,0.27482663429665627,0.11603097004872706,1.7977868693620755,3.2765312564635436,0.9630122448036429,0.648977630598294
SNA_none,0,33,-0.7736917816797334,1.0618894253930966,1.3214746148157184,0.18,0.3034690996400784,0.2625429132405035,1.8692574479517041,3.385204629552073,0.7285991960917433,0.5854760833129026
SNA_none,0,34,-0.8062979105817795,0.931213463592711,1.3821157580048893,0.19,0.3008734387677942,0.3261457543932845,1.957933605427999,3.680811982917907,0.8658572304904234,0.5833794354140683
SNA_none,0,35,-0.8179966848717889,0.9685983511351565,1.3430156178121748,0.15,0.2938553157445884,0.18192640835298457,1.8680345507525609,3.308567101414096,0.8445158758665356,0.6090745885772628
SNA_none,0,36,-0.880468789284602,0.9634640126230621,1.3765869440810645,0.14,0.2800167308450101,0.09019327209348153,1.8727050988775267,3.599103111518611,0.913857474434875,0.6396027458130192
SNA_none,0,37,-0.8687000748165684,0.8872591958663296,1.362346797182646,0.16,0.2876431303528697,0.05501451662582054,1.8559935195487236,3.1803068673637296,0.9790826388317792,0.6376497354513943
SNA_none,0,38,-0.9931625002817442,0.9177833944770681,1.427876519819429,0.12,0.26638272710682714,0.1036639353514078,1.8625905393571145,3.4597485628914906,1.0821316949710398,0.6955520918624958
SNA_none,0,39,-0.8982186258118051,0.9167084917517995,1.4101975236220126,0.15,0.28812358502247387,0.18005015353168732,1.9221764214322201,3.3366184145064737,0.9798301574531497,0.6369452582109075
SNA_none,0,40,-1.0167849856253706,0.9626420464020164,1.4465819320531992,0.14,0.2687595920868215,0.15510072539902361,1.8763788784810287,3.583031008041894,1.0562441038449542,0.7028879340295656
SNA_none,0,41,-0.8655270662622049,1.019793009496328,1.403920513621597,0.15,0.2904828524761209,0.1605306455983175,1.9423139609809896,3.522436252187215,0.84872818130974,0.6165071724961582
SNA_none,0,42,-0.9208081849001717,0.9259058562010078,1.432231906691659,0.13,0.28386170336957905,0.07047382751742708,1.943655628483147,3.294602357297702,0.9944943956594552,0.6429183574238092
SNA_none,0,43,-0.901668930770951,0.9129384889321903,1.4319935558864179,0.16,0.29225018550128995,0.09382039036132027,1.9623181810018853,3.417443416327714,0.9876557311386656,0.6296599080802492
SNA_none,0,44,-0.8854365474833733,0.8681452062338387,1.4213157770762255,0.16,0.2855635828022836,0.13661515455104148,1.9571950066690773,3.4290124612063924,1.0199175680812054,0.6229696185493669
SNA_none,0,45,-0.9430094494174027,0.9133255420342025,1.4439152101783659,0.11,0.27746453422310774,0.043980727823982345,1.9448209709393294,3.287126368836807,1.0325009057746122,0.6530919840514136
SNA_none,0,46,-0.9391202209691504,1.0853972589492196,1.4826321298833443,0.16,0.29000154402208483,0.41377954151700125,2.0261440387975385,3.4750187782358144,0.8652317971378691,0.6334141841665348
SNA_none,0,47,-0.7829346012150264,1.0486121333864322,1.434959634529522,0.21,0.31549761143224075,0.3159356190729651,2.086984667844017,3.6479507579574655,0.7466388918146355,0.5456143729588088
SNA_none,0,48,-0.9035825736352743,0.9498869883920881,1.4396487368949553,0.16,0.2820525518482588,0.15369510444103943,1.9757149001546366,3.573258733351586,0.9512527118250191,0.6276410005291483
SNA_none,0,49,-0.9285888768173811,1.086775174168466,1.4400412705175896,0.15,0.2784254838667042,0.2837497653583552,1.9514936642177978,3.8805613323156645,0.854444321961882,0.6448349056576839
SNA_none,0,50,-0.9394008303641245,0.809700335682203,1.4684471566997528,0.09,0.2790350655641248,-0.058198450583743545,1.9974934830353808,3.3017331763944275,1.1601833282835976,0.6397239601562318
SNA_none,0,51,-1.0039269502630095,1.2246979432843157,1.5074500792006227,0.14,0.28672777051489434,0.2947554552867333,2.0109732081382363,3.8041196996801756,0.8197343318555294,0.6659769130101982
SNA_none,0,52,-0.9446319855826372,1.0956019011330291,1.5307460760934495,0.16,0.2984400797394972,0.22709623216380365,2.116860166604262,3.68212940354826,0.8622036750810083,0.6171056064330351
SNA_none,0,53,-0.8749950794135981,1.0746646844239056,1.4955715652017818,0.18,0.30495358106010867,0.18410309783514703,2.1161480509899646,3.833087750704173,0.81420287843799,0.5850573117144977
SNA_none,0,54,-0.8731877776881392,0.9112557037945005,1.5180928693860238,0.14,0.30484925294329984,0.0748546722803821,2.1629979610839083,3.542209188556377,0.9582247595841155,0.5751873256879801
SNA_none,0,55,-1.0542871001122012,1.2447231541755077,1.5856914040178305,0.17,0.28781209776787997,0.5508697569516872,2.1170957079234602,4.453984682203066,0.8470052931654112,0.664875332893175
SNA_none,0,56,-0.9519260746368379,1.185489764722001,1.5647775537211441,0.18,0.29616966953245566,0.39670842641712356,2.17762903280545,4.0564508660474,0.8029812681344117,0.6083459418069328
SNA_none,0,57,-1.0382150225033255,1.0255112651993425,1.5615111584519716,0.13,0.27922424384870626,0.01243068542947455,2.0848072944006177,3.5687360350013027,1.0123877306228455,0.6648783884020247
SNA_none,0,58,-0.9852510283812499,1.113661697591839,1.5350763280968958,0.12,0.28631085846790466,0.041809932145669484,2.0849016278125414,3.7306786725186294,0.8846950833558684,0.641825432617224
SNA_none,0,59,-1.0144052090962812,0.9816484013844705,1.6100698534337878,0.11,0.2791279939857326,0.001939620577220306,2.205734497771295,3.888449044692753,1.0333691856122946,0.6300380116631985
SNA_none,0,60,-0.9937680888464208,1.02094710546239,1.5590311201923384,0.13,0.28000638772263503,0.06471663320439504,2.1242941515382556,3.6892216606190114,0.9733786241514836,0.6374267171291739
SNA_none,0,61,-0.9316959941765549,1.2327050925184497,1.6158236527701144,0.13,0.3055727940758953,0.07580311568455464,2.299951311363673,3.9373488122055322,0.7558141844559715,0.5766074735812204
SNA_none,0,62,-1.0454200523572148,1.1579515343353362,1.5988626667832702,0.1,0.2801979267047547,-0.011388665425252869,2.1523052812093257,3.7081514843470313,0.9028184870943546,0.6538523126945487
SNA_none,0,63,-1.0153676884532514,1.2236447462467568,1.5780679928213235,0.1,0.28126323819030363,0.0037706291010345437,2.1407682971893967,3.9244849528689185,0.8297896032060397,0.6434245501918727
SNA_none,0,64,-0.7791190943986828,1.165987889642935,1.5650848612195325,0.17,0.32179102169909696,0.2375757344026928,2.3510506280403827,3.7743670476248896,0.6682051343065625,0.49781268332733347
SNA_none,0,65,-0.8770658959231932,1.2459868648026264,1.6105652029012314,0.17,0.3134026862703951,0.3969417615415713,2.34406450987927,3.8778377960249353,0.7039126339924353,0.544570250458205
SNA_none,0,66,-1.007656773891776,1.1827219660915864,1.6294394263455623,0.14,0.29531118235935594,0.04295713498142205,2.251222078799348,3.8575451466282087,0.8519811103379357,0.6184070163023525
SNA_none,0,67,-1.0171915914323086,1.2313543275179204,1.664422778304433,0.16,0.29305727884486965,0.23583471679489793,2.3116539651765575,4.003126165188105,0.8260754591106961,0.6111377497900705
SNA_none,0,68,-0.9066463037008229,1.2791598330386975,1.6410547678499037,0.16,0.3070112698805113,0.32390461810244914,2.375463231998984,4.021160821867181,0.7087826558367196,0.5524777853018905
SNA_none,0,69,-0.9340215289395961,1.3366892384390399,1.6644899441483714,0.19,0.3088345596715074,0.5477626523223187,2.3949583593571466,4.322175345536192,0.6987574239995592,0.5611457925734024
SNA_none,0,70,-0.954835539460082,1.2143182150392613,1.6673127280599092,0.15,0.30151500502604417,0.2745920868740485,2.3797899166597363,3.6888412928858214,0.7863141041899057,0.5726793320717536
SNA_none,0,71,-0.9097297004221956,1.2155657323235798,1.6206454455896093,0.2,0.3173400809152182,0.23775197090298286,2.331561190757023,3.7046297647269837,0.7484002520235807,0.5613378934287663
SNA_none,0,72,-1.0375535470058348,1.0854417044766649,1.6497152445609076,0.13,0.2805447624394129,0.18571044065754733,2.261876942115981,4.187237634552107,0.9558814100533212,0.6289288714683562
SNA_none,0,73,-0.9746771122728561,1.1544722740085391,1.686916531595475,0.15,0.2958188738830593,0.190462968008286,2.3991559509180935,3.9971097821685393,0.8442620357512777,0.5777862117167188
SNA_none,0,74,-0.8748203287563677,1.1890417227909298,1.6405785709965852,0.18,0.31734540104597087,0.2632424815766029,2.4063368132368024,4.205289191224453,0.7357356028710088,0.5332389098712594
SNA_none,0,75,-1.0968252436227195,1.1838221339642472,1.6651372735913628,0.11,0.27570590306104603,0.03510998111703144,2.233449303560006,3.7820208022737303,0.9265118569373234,0.6586995925309451
SNA_none,0,76,-0.9492315851900588,1.1719318565172918,1.696293146969079,0.12,0.3015595148969349,0.06505075093923816,2.4433547087480982,4.075761706176935,0.8099716548460025,0.5595917114244888
SNA_none,0,77,-0.9286971553053219,1.2162033864004236,1.7082625586470557,0.15,0.3048654064995485,0.3601881509256211,2.48782796198879,4.276961798143779,0.7636034940290465,0.5436501260326458
SNA_none,0,78,-0.8676595452578876,1.1951333808617164,1.6466710130317992,0.18,0.31512220155511506,0.31461208961272674,2.4256824808057105,3.8605027998846815,0.725993900891871,0.5269173613862188
SNA_none,0,79,-0.8522928473038955,1.1067655794237132,1.6821610746426043,0.17,0.32163911542429013,0.3312927993273091,2.5120293019813125,4.255716724673739,0.7700753105708977,0.5066654199479533
SNA_none,0,80,-0.9253687454038199,1.2126183571409603,1.7246929805710827,0.15,0.307123260161873,0.28870410770734267,2.524017215738345,4.518580794304609,0.7631162269269941,0.5365411443243716
SNA_none,0,81,-1.0212236753971995,1.2646669899391345,1.71211829534318,0.15,0.3004974844606123,0.1895356116111301,2.4030129152891604,3.942056393870025,0.807504017675316,0.5964679415989207
SNA_none,0,82,-0.9699284514244824,1.210836725795447,1.7466707845219613,0.16,0.30768364970188794,0.1706775075575493,2.5234131176194405,3.777815006430353,0.8010398353149534,0.5553012393746185
SNA_none,0,83,-1.0326691561543575,1.2059562067835399,1.7067007596113473,0.16,0.29160100732762784,0.13717590447643763,2.380732363068338,4.135950451856512,0.8563073437870815,0.6050674966533199
SNA_none,0,84,-0.8961725479559588,1.3534828395277128,1.7066914756794747,0.23,0.3154722854703173,0.5569080224628215,2.517210403402991,4.505200048304116,0.6621233175506468,0.5250934692804808
SNA_none,0,85,-1.1444562307339348,1.331557034753055,1.7537240229872106,0.13,0.29115030534640973,0.15918162563090069,2.362991815240486,3.875281953759,0.859487202473592,0.6525862768216644
SNA_none,0,86,-1.1139240752335975,1.2441308430418108,1.80088319129115,0.18,0.2952309268929802,0.46590292583168763,2.4878423073487026,4.263248828079199,0.8953431879480883,0.618543212919304
SNA_none,0,87,-1.166426211811809,1.3860844149322316,1.8072974124175698,0.16,0.2847254845967758,0.29082695780940515,2.4481686130233307,4.466076100656869,0.841526099886808,0.6453980422909554
SNA_none,0,88,-0.940090085845056,1.2931683493935757,1.7593774653444714,0.14,0.30522324299569936,0.25749953299183537,2.578664844843887,4.097728143422702,0.7269665131271625,0.5343310940162543
SNA_none,0,89,-1.0461280515437956,1.1525343558563865,1.7554933819470309,0.15,0.2956928531062827,0.21490272639800626,2.464858712350267,4.231819705142714,0.9076762408236186,0.5959168301640233
SNA_none,0,90,-1.0237834948747273,1.235234376423835,1.7762226180133556,0.16,0.2969454197070364,0.2977885137718727,2.528661741151984,4.121217271490655,0.8288171981083577,0.5763824221649616
SNA_none,0,91,-1.0166376172964524,1.1708695891596252,1.7451973109203538,0.15,0.29936797677520693,0.3054496748934534,2.473757004544255,4.3334908674310215,0.8682757044071231,0.582534485318634
SNA_none,0,92,-1.0397151370273645,1.1942771401084618,1.7650244591979984,0.13,0.29989399594097393,0.3481035941927966,2.4903337813686326,4.1015105297199055,0.8705811256949453,0.589065568813588
SNA_none,0,93,-0.9733739891934127,1.1811770109504782,1.7428545546110479,0.14,0.30643148908925694,0.17515547345203694,2.5123351200286828,4.071876108083302,0.824071227402361,0.5584941018848473
SNA_none,0,94,-1.0053225827439842,1.2330775869912474,1.7681409945513642,0.13,0.30162079077904025,0.21692112245397957,2.5309594063587446,4.285422695151132,0.8152954796599674,0.568576027501171
SNA_none,0,95,-0.9494137261965239,1.2847862000908246,1.8371148559063155,0.16,0.3163982927629358,0.3690046485920764,2.724815985616108,4.621628874986694,0.7389663168310864,0.5167960637540779
SNA_none,0,96,-0.8480134852503469,1.164357919681334,1.794567528835414,0.18,0.32482303706835525,0.3971263938222333,2.7411215724204823,4.278392729728386,0.7283099731759753,0.4725447616901137
SNA_none,0,97,-0.9014918121217615,1.4098257917144645,1.8095889786569848,0.17,0.3223245443847533,0.4050471487600038,2.717686145192208,4.73768354360867,0.6394348985667747,0.49817490201052067
SNA_none,0,98,-1.016345006041487,1.4103831884335085,1.822047187315999,0.18,0.302808825631378,0.5977609617007855,2.6277493685905107,4.7626232255547505,0.7206162228651677,0.5578038884594604
SNA_none,0,99,-0.7534992518519948,1.223579154494806,1.7916135804241913,0.24,0.35065683471678255,0.48788912247337946,2.829727908996388,4.3257608283788125,0.6158156986280967,0.4205701832610538
SNA_none,0,100,-1.0369325774684846,1.2472421706180483,1.828612560913682,0.17,0.3007218073180599,0.3219162132447711,2.62029254435888,4.297743153810658,0.8313803060031648,0.5670597477195345
SNA_none,1,20,-0.8347311145110835,1.0288463926947111,1.219884375859885,0.13,0.28217487777063166,0.04239528912487463,1.6050376372086868,3.045249114939889,0.8113272500521589,0.6842706825576723
SNA_none,1,21,-0.7621388967694521,0.9612855972786405,1.204832659085756,0.15,0.29688693162995056,0.08815857193102683,1.6475264214020597,3.0092220516828183,0.7928329509222187,0.6325682583569521
SNA_none,1,22,-0.7122139081349288,1.0014159872561856,1.1948539065778663,0.19,0.29694605679947383,0.20703200398725244,1.6774939050208042,3.149459516240212,0.7112068483012223,0.5960677738207781
SNA_none,1,23,-0.7607700295410055,1.1741915410413657,1.2138158766251586,0.16,0.29749908832915306,0.30625505187619273,1.6668617237093113,3.0296694903524757,0.6479096492777444,0.6267590037265106
SNA_none,1,24,-0.9118860578977057,1.2167828677384112,1.2685482866585154,0.13,0.2839630802510651,0.14844539071440765,1.625210515419325,3.034203878275289,0.7494238142854479,0.7188422131724335
SNA_none,1,25,-0.7743301210122325,1.1930170488006215,1.2650807795639483,0.2,0.3076232591773698,0.3128499021715678,1.7558314381156641,3.206275688877884,0.6490520163066333,0.6120795869486935
SNA_none,1,26,-0.9324439126918874,1.0873720423084439,1.2896778760460146,0.11,0.26590942919799787,0.029059331959906697,1.6469118394001419,3.037093878314477,0.8575205876291884,0.7230052790784004
SNA_none,1,27,-0.851885658859985,1.256604161821338,1.289439461998891,0.16,0.29759131636541564,0.14594803383382152,1.726993265137797,2.9422066795096744,0.6779268163693261,0.6606635549523129
SNA_none,1,28,-0.7407649394085074,1.1818488572215688,1.2911708326492684,0.16,0.31036457362653413,0.28721615352704627,1.841576725890029,3.469678548860257,0.6267848336799902,0.5737156700547368
SNA_none,1,29,-0.7113542697006712,1.213867703443073,1.2607360780664125,0.17,0.3148710651080793,0.3381663797604504,1.8101178864321532,3.2715017121550685,0.5860228982803906,0.5642372595473537
SNA_none,1,30,-0.7951518967734803,1.1200292637647347,1.3084456710579528,0.14,0.3009951375964254,0.11429318697499675,1.8217394453424254,3.2864263185128086,0.7099385011608984,0.6077072318413914
SNA_none,1,31,-0.7956908651056864,1.2772656845883945,1.33713335369818,0.14,0.3037241434198985,0.2045748253280002,1.878575842290673,3.270682463743987,0.6229642545842777,0.5950721840159041
SNA_none,1,32,-0.8257345974121175,1.292674338665324,1.3221878587168143,0.12,0.29548018452609287,0.02995739109139317,1.8186411200215107,3.217859439988087,0.6387800644860653,0.624521388521518
SNA_none,1,33,-0.8632900222425736,1.3426806619533296,1.346471014666719,0.12,0.2863269308663285,0.08278157072998572,1.829652007090865,3.3080043497509566,0.642960047541506,0.6411500974317347
SNA_none,1,34,-0.9748627530054443,1.5033303675990808,1.3852756493811835,0.16,0.2831251120608008,0.10039898086486358,1.795688545756923,3.2129496971549085,0.6484687424776534,0.7037319637004558
SNA_none,1,35,-0.8486931058013386,1.5335294892320808,1.3452406620648756,0.21,0.3063685744817567,0.34777001580651645,1.841788218328412,3.4072704324907868,0.553424705400562,0.630885706724504
SNA_none,1,36,-0.9553141919483181,1.5390707722372692,1.3844261308040546,0.16,0.28791599657932126,0.23030201141507664,1.8135380696597903,3.2737122744432074,0.6207084230178878,0.6900434560517039
SNA_none,1,37,-0.9872866973611465,1.3840449483937718,1.4067260742433334,0.11,0.2832272718942879,0.07544616625025094,1.82616545112552,3.1003175307021613,0.7133342732162883,0.7018329406399892
SNA_none,1,38,-0.9823702430655336,1.6044160127726494,1.3909528086251148,0.14,0.28258497277989997,0.23334316427939725,1.7995353741846964,3.53166722636805,0.6122914725638171,0.706257061328023
SNA_none,1,39,-1.021293164271108,1.5493168182640233,1.436646399827147,0.14,0.28206057922099653,0.11308019625143775,1.8519996353831865,3.4408822271188586,0.6591893615506256,0.7108869408603168
SNA_none,1,40,-0.979951005604772,1.524952442977528,1.417972702375609,0.14,0.291684111133223,0.04376120622309586,1.8559943991464456,3.2169127456466504,0.6426108631239543,0.6910929977446006
SNA_none,1,41,-1.0506115653163317,1.6783644399549562,1.4346634041812438,0.12,0.2754256984921475,0.052890192522551005,1.8187152430461548,3.376936786356512,0.6259734419447828,0.7323052656493396
SNA_none,1,42,-0.9629331561920346,1.7906549781295225,1.422812781314816,0.15,0.3004256641801188,0.07915094249964355,1.8826924064375976,3.4722417278253084,0.5377547143101195,0.6767813508831371
SNA_none,1,43,-1.0730959200804338,1.8345841424927223,1.4457089307585103,0.13,0.27744083557118593,0.049797858592997984,1.8183219414365863,3.4101466902774877,0.5849259759884198,0.7422627731277968
SNA_none,1,44,-0.9934460803283892,1.624767566334242,1.4419942139788413,0.15,0.29028376302205317,0.1351678861444652,1.8905423476292926,3.39053439845247,0.6114388918839488,0.688939019794823
SNA_none,1,45,-0.8255959050191032,1.6485526674123339,1.4335134719103826,0.15,0.3204131620343874,0.214167095505917,2.0414310388016617,3.512931892614681,0.5008004423146563,0.5759247619200024
SNA_none,1,46,-0.9985081329047694,1.7930563062418998,1.44595497179944,0.14,0.2872977261036375,0.17201261900133805,1.8934018106941108,3.2963410628870617,0.5568749455490113,0.6905527159411895
SNA_none,1,47,-1.0397734057266563,1.8799964720125315,1.501240236717254,0.23,0.2971527537872688,0.19115638736502147,1.9627070677078517,3.6983821490848823,0.5530719983817743,0.6926096039101095
SNA_none,1,48,-0.8668175948338726,1.7741611610441221,1.4655530619416772,0.14,0.315351490029112,0.10710072757186226,2.064288529049482,3.768757618185476,0.4885788359405504,0.5914610786493435
SNA_none,1,49,-1.1267985669034517,1.8885502734299224,1.51257993902251,0.13,0.2760547635044688,0.10442329595742235,1.8983613111415678,3.566776223009306,0.5966473769623286,0.7449514156796462
SNA_none,1,50,-0.9751991003315292,1.9504225452645014,1.4704187101304753,0.16,0.29997737273618,0.2481907656356178,1.9656383199294216,3.6225639987790768,0.49999375914683153,0.6632118413706777
SNA_none,1,51,-1.1472286192836687,2.123480729253187,1.5245902802867908,0.09,0.28117598264195737,-0.04747699762943095,1.9019519412899124,3.4163162229699617,0.5402585497854463,0.7524832304898753
SNA_none,1,52,-0.9775926682133573,2.22171026780186,1.48142873550436,0.14,0.3010292709714445,0.19608557093727919,1.9852648027953628,3.486242774199444,0.44001807183462255,0.6598985457646944
SNA_none,1,53,-1.1410971154808163,2.272145385749901,1.5621402704156293,0.14,0.28862166038520504,0.1829789675991742,1.9831834253504428,3.573724862646197,0.5022113121094175,0.7304703278516796
SNA_none,1,54,-1.2035126424322047,2.1422291001586506,1.5351485261736417,0.11,0.27095093412300436,0.009091849651561543,1.8667844099150783,3.4160159548056,0.5618038903229697,0.7839714671986563
SNA_none,1,55,-1.0532550124570677,2.1880168876051735,1.541729446201287,0.18,0.30201478423202605,0.520187781326475,2.030203879945507,4.148092526435934,0.48137426105969205,0.6831646207784472
SNA_none,1,56,-1.1027500527751597,2.1589991583792387,1.5624383841566274,0.17,0.2961489281041157,0.13491565934839558,2.0221267155380946,3.5589923775327907,0.51076909803105,0.7057878659134464
SNA_none,1,57,-1.1154427912156932,2.4212321744711494,1.5657419829527348,0.11,0.29398410608154313,0.05019114457801278,2.0160411746897764,3.641524200212885,0.4606922058019201,0.7124052387687462
SNA_none,1,58,-1.20519545192698,2.3162773789851374,1.5715606663416555,0.12,0.27829052914336966,0.1702338887798008,1.9379258807563318,3.4776243268755027,0.5203156853584734,0.7668780962382346
SNA_none,1,59,-1.074880960805944,2.4483617779776186,1.5414097061418623,0.13,0.3030196320799614,0.06820176774853128,2.0079384514777807,3.541793132034042,0.43902047911146974,0.6973363126772851
SNA_none,1,60,-1.1240570452858845,2.2725951448949786,1.5841123059817348,0.14,0.2875908465207459,0.0601901211835405,2.0441675666775847,3.5272451326546235,0.4946138549186373,0.7095816635230692
SNA_none,1,61,-1.0612012977284362,2.519909648621101,1.6094912700870752,0.16,0.30739762053413744,0.2911023179460062,2.1577812424457137,3.97457782033072,0.42112672504314885,0.6593395798108455
SNA_none,1,62,-1.0560475067610042,2.5052891584337496,1.5884645245773497,0.18,0.3161995368174153,0.45888961775514864,2.1208815423936946,3.7724949533296366,0.42152719306110814,0.6648228464793646
SNA_none,1,63,-1.113431007862154,2.497025431073539,1.5823824482767912,0.21,0.3051300198298673,0.37906948571414134,2.0513338886914294,3.6738913998177845,0.44590295076949216,0.7036421625345228
SNA_none,1,64,-1.2787932821333932,2.425037477065149,1.6706549082028623,0.15,0.2848962542300457,0.2277315393040284,2.0625165342723317,3.839425942881582,0.5273292863420099,0.7654443032217838
SNA_none,1,65,-0.9268363156780355,2.514371492660946,1.6236845519619423,0.21,0.33669064806337773,0.4461549516564049,2.3205327882458486,4.047317668551762,0.36861550426550915,0.5708228944828686
SNA_none,1,66,-1.2697604241808924,2.575377762265274,1.6740467323746882,0.13,0.28307355791442007,0.1148759942552259,2.078333040568483,3.72777924571296,0.4930385137223617,0.7584975972443118
SNA_none,1,67,-1.222050033962645,2.4945899128978115,1.6060422401358248,0.12,0.27959806559449824,0.14594757565154443,1.9900344463090045,3.7958239897258275,0.4898801312569507,0.760907779025348
SNA_none,1,68,-1.2272758688066985,2.4336907864683943,1.6646776585581813,0.12,0.2918329003103275,0.1935382971883007,2.102079448309665,3.642466123047855,0.5042858672229422,0.7372453534756228
SNA_none,1,69,-1.1306062041686675,2.5316370323692974,1.6584149206553669,0.21,0.30348090776509695,0.39262855676700775,2.1862236371420667,3.9670591752615523,0.4465909566469569,0.6817390449682389
SNA_none,1,70,-1.063721114281785,2.5144084683911454,1.6344438073626706,0.14,0.3023153251248401,0.15129475378351678,2.205166500443556,3.793346105637189,0.4230502432893934,0.6508153473922114
SNA_none,1,71,-0.9335314142872225,2.4665743639802304,1.6525355473406782,0.2,0.3389400891300847,0.5014992023095663,2.371539680394134,4.259334633219276,0.3784728439246459,0.5649085224154459
SNA_none,1,72,-1.0104446406749514,2.791224434093085,1.6752158653650295,0.23,0.33306885945828846,0.44235561000796175,2.339987090055108,4.125606566101076,0.3620076652858843,0.6031727979455206
SNA_none,1,73,-1.149620834017633,2.5450244434869074,1.6931189064643684,0.17,0.29979784158616374,0.3264977034578154,2.236616978911104,4.023514281724227,0.4517130815618224,0.6789959226303323
SNA_none,1,74,-1.2023307652017565,2.8282114402695755,1.7024645555592546,0.12,0.3041248762472694,0.12997193229715492,2.2025983459167526,3.8173326400284995,0.4251205366339776,0.7062295430913065
SNA_none,1,75,-1.1699897136432031,2.8653543644581028,1.7269468901393266,0.16,0.31361796907772715,0.39829956714583575,2.28390406663545,4.349523423223006,0.40832286859725714,0.6774902692860524
SNA_none,1,76,-1.207027112110461,2.777614491101256,1.7456886934803382,0.16,0.30589705639036824,0.42089776623455355,2.2843502748502154,4.0063492218542285,0.43455530491270744,0.6914331957458232
SNA_none,1,77,-1.0780655828017185,2.824165725571669,1.6984696597605424,0.26,0.32652228634503383,0.5486407569476186,2.318873736719367,4.455508662726027,0.3817288670563042,0.6347276070587619
SNA_none,1,78,-1.1805289409162274,2.679142850021046,1.7154659456520622,0.16,0.30248589762972944,0.19254967028081452,2.2504029503878966,4.133822289662308,0.4406368032622649,0.6881681002810575
SNA_none,1,79,-1.2962374701534436,2.7338193105958917,1.692133955410341,0.1,0.2759343318002409,-0.13324351289013137,2.0880304406672376,3.6668291146695142,0.47414891874141535,0.7660371485418879
SNA_none,1,80,-1.1522820187577563,2.8502268935143062,1.7374259972913295,0.18,0.3192736696304862,0.15913774675596812,2.3225699758249023,4.072543575546261,0.40427729503913357,0.663212142879282
SNA_none,1,81,-1.1785955270137367,2.8077444268459497,1.7248745636087208,0.18,0.3073100279341653,0.2211823420963419,2.271153600203704,4.087106985933741,0.4197659572376748,0.6832934706555828
