arm,p20,p100,p_late_mean,p_late_sd,p_late_min,p_late_max,z20,z100,s20,s100,zi20,zi100,si20,si100,p20_seeds,p_late_mean_seeds,p100_seeds
LR_none,0.173203125,0.15810546875,0.15619524846311475,0.010928269094394873,0.13310546875,0.18470703125,-1.8904627651684123,-3.871656314446201,1.6416237624532515,2.7882053943766474,-1.8337053943866517,-3.8274897941825965,1.1861720619958496,2.416837691644808,0.199;0.157;0.173,0.156;0.160;0.145,0.158;0.171;0.148
ELU03_none,0.21181640625,0.2041796875,0.20810899077868852,0.012040577132760213,0.17994140625,0.24158203125,-1.9419611092251807,-4.647305377421618,1.6976181741986707,3.4943925808336846,-1.8996110192186044,-4.662608955326382,1.2594006317119262,3.217988340319618,0.224;0.190;0.212,0.216;0.208;0.203,0.206;0.204;0.185
ELU1_none,0.25478515625,0.20224609375,0.19551645747950822,0.014448966025885511,0.1709765625,0.23205078125,-2.1494629305116395,-6.238550699343928,1.8419678727683986,4.4514507045090745,-2.0429982554145703,-6.37342822958632,1.3869827712173128,4.24480074329447,0.255;0.256;0.240,0.196;0.199;0.193,0.202;0.189;0.209
SNA_none,0.2801953125,0.284765625,0.2876191086065574,0.016065188805622004,0.2518359375,0.3326171875,-0.8052729546011821,-1.3774134919134802,1.2596490245001548,1.996463462138386,-0.7805752403772537,-1.4618368543456723,0.882377075123359,1.771219797406759,0.308;0.273;0.280,0.291;0.288;0.270,0.291;0.285;0.252
ELU1_l2,0.49787109375,0.525625,0.5230500768442623,0.014231098350751916,0.49421875,0.55625,0.06898109936289407,0.15928164243202136,0.9667048093814729,0.9715608324358622,0.09123800802847366,0.16099317972374005,0.3138842772673328,0.31355944569345384,0.530;0.493;0.498,0.523;0.527;0.521,0.513;0.526;0.542
