step,run_id,dead_frac,dup_frac,sat_frac,eff_rank,stable_rank,wcos_mean,sign_match_mean,sign_clone_frac,drift_sq_W,trC_W,snr_drift,eff_rank_W,top1_frac,stable_rank_W,stable_rank_W_alive,neg_gate_frac,eval_loss
0,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,67.9966,24.3632,0.174403,0.499942,0,12.214,188.527,0.0647863,20.4389,0.0895495,11.167,11.167,0,3.11137
0,B_w100_K10000_c2.0_lr0.01_s1,0,0,0,66.246,23.3294,0.176655,0.500904,0,3.97235,147.392,0.0269508,20.4034,0.0877041,11.402,11.402,0,2.55806
0,B_w100_K10000_c2.0_lr0.01_s2,0,0,0,66.4419,24.6278,0.174268,0.498884,0,7.42639,115.339,0.0643875,20.43,0.0874191,11.4391,11.4391,0,1.87438
0,B_w100_K10000_c2.0_lr0.01_s3,0,0,0,66.6092,23.6769,0.176682,0.497258,0,2.97041,81.1616,0.0365988,20.4421,0.0967125,10.3399,10.3399,0,1.84446
0,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,67.14,24.4263,0.175743,0.500847,0,1.65045,73.4187,0.02248,20.4608,0.0919293,10.8779,10.8779,0,1.36486
1000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,77.9805,31.7756,0.174364,0.507186,0,0.192678,11.3125,0.0170322,20.4261,0.0882174,11.3356,11.3356,0,0.299572
1000,B_w100_K10000_c2.0_lr0.01_s1,0.04,0,0,77.7767,26.2689,0.231942,0.557662,0,0.105955,16.4818,0.00642861,19.6724,0.23624,4.23298,4.5323,0.04,0.320768
1000,B_w100_K10000_c2.0_lr0.01_s2,0,0,0,78.8566,32.3741,0.178155,0.51114,0,0.06912,9.19519,0.00751697,20.3557,0.0993574,10.0647,10.0647,0,0.261419
1000,B_w100_K10000_c2.0_lr0.01_s3,0,0,0,78.2716,32.2784,0.175398,0.505984,0,0.162173,20.4993,0.00791114,20.4907,0.0972325,10.2846,10.2846,0,0.405827
1000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,76.7436,30.6826,0.175799,0.505753,0,0.0596707,8.64994,0.00689839,20.467,0.0999924,10.0008,10.0008,0,0.240909
2000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,79.1689,33.1553,0.174347,0.509457,0,0.0409081,6.91204,0.00591838,20.4225,0.0906675,11.0293,11.0293,0,0.200546
2000,B_w100_K10000_c2.0_lr0.01_s1,0.04,0,0,76.387,23.9276,0.235656,0.558201,0,0.0176867,6.43356,0.00274914,19.6434,0.241879,4.13431,4.4271,0.04,0.165736
2000,B_w100_K10000_c2.0_lr0.01_s2,0,0,0,79.5977,33.2201,0.177803,0.511506,0,0.038865,6.65084,0.00584362,20.3622,0.100894,9.91139,9.91139,0,0.173118
2000,B_w100_K10000_c2.0_lr0.01_s3,0,0,0,79.4067,33.3709,0.17512,0.50683,0,0.0570936,7.45398,0.00765948,20.4871,0.0956502,10.4548,10.4548,0,0.179634
2000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,77.4849,31.4015,0.176462,0.505647,0,0.0749803,7.59458,0.00987286,20.4544,0.104157,9.60091,9.60091,0,0.21064
3000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,79.2131,33.0745,0.174537,0.509678,0,0.106826,6.45096,0.0165597,20.4207,0.0920709,10.8612,10.8612,0,0.195212
3000,B_w100_K10000_c2.0_lr0.01_s1,0.05,0,0,76.3157,22.5397,0.238633,0.56279,0,0.0855809,5.76942,0.0148335,19.6149,0.247396,4.04211,4.33119,0.05,0.167756
3000,B_w100_K10000_c2.0_lr0.01_s2,0,0,0,80.011,33.707,0.177761,0.511804,0,0.030209,5.77307,0.00523275,20.3729,0.101753,9.82771,9.82771,0,0.141665
3000,B_w100_K10000_c2.0_lr0.01_s3,0,0,0,79.7807,33.5806,0.175095,0.508696,0,0.124168,11.6466,0.0106613,20.4901,0.093759,10.6656,10.6656,0,0.222826
3000,B_w100_K10000_c2.0_lr0.01_s4,0,0,0,78.1651,31.8497,0.17694,0.506792,0,0.0810647,4.80762,0.0168617,20.4427,0.107573,9.29598,9.29598,0,0.124739
4000,B_w100_K10000_c2.0_lr0.01_s0,0,0,0,79.2296,32.8558,0.174907,0.50963,0,0.0220218,3.81315,0.00577524,20.4166,0.0947066,10.5589,10.5589,0,0.109918
