switch_step,run_id,post_err
10000,A_w50_T10000_std_lr0.01_s0,4.5519
10000,A_w50_T10000_std_lr0.01_s1,0.974455
10000,A_w50_T10000_std_lr0.01_s2,2.13648
10000,A_w50_T10000_std_lr0.01_s3,0.326027
10000,A_w50_T10000_std_lr0.01_s4,1.2902
20000,A_w50_T10000_std_lr0.01_s0,5.07473
20000,A_w50_T10000_std_lr0.01_s1,1.25078
20000,A_w50_T10000_std_lr0.01_s2,2.27615
20000,A_w50_T10000_std_lr0.01_s3,1.24427
20000,A_w50_T10000_std_lr0.01_s4,0.633992
30000,A_w50_T10000_std_lr0.01_s0,3.1855
30000,A_w50_T10000_std_lr0.01_s1,1.72797
30000,A_w50_T10000_std_lr0.01_s2,2.8864
30000,A_w50_T10000_std_lr0.01_s3,2.00486
30000,A_w50_T10000_std_lr0.01_s4,4.00262
40000,A_w50_T10000_std_lr0.01_s0,1.78574
40000,A_w50_T10000_std_lr0.01_s1,0.891148
40000,A_w50_T10000_std_lr0.01_s2,3.62819
40000,A_w50_T10000_std_lr0.01_s3,4.28117
40000,A_w50_T10000_std_lr0.01_s4,2.45628
50000,A_w50_T10000_std_lr0.01_s0,5.60848
50000,A_w50_T10000_std_lr0.01_s1,1.66152
50000,A_w50_T10000_std_lr0.01_s2,2.92538
50000,A_w50_T10000_std_lr0.01_s3,1.62522
50000,A_w50_T10000_std_lr0.01_s4,3.87137
60000,A_w50_T10000_std_lr0.01_s0,1.80256
60000,A_w50_T10000_std_lr0.01_s1,8.00241
60000,A_w50_T10000_std_lr0.01_s2,2.33898
60000,A_w50_T10000_std_lr0.01_s3,2.65088
60000,A_w50_T10000_std_lr0.01_s4,1.07999
70000,A_w50_T10000_std_lr0.01_s0,12.2842
70000,A_w50_T10000_std_lr0.01_s1,0.843781
70000,A_w50_T10000_std_lr0.01_s2,3.15367
70000,A_w50_T10000_std_lr0.01_s3,3.05331
70000,A_w50_T10000_std_lr0.01_s4,2.35043
80000,A_w50_T10000_std_lr0.01_s0,1.97583
80000,A_w50_T10000_std_lr0.01_s1,2.5489
80000,A_w50_T10000_std_lr0.01_s2,1.2099
80000,A_w50_T10000_std_lr0.01_s3,0.684887
80000,A_w50_T10000_std_lr0.01_s4,2.47218
90000,A_w50_T10000_std_lr0.01_s0,3.12557
90000,A_w50_T10000_std_lr0.01_s1,2.0444
90000,A_w50_T10000_std_lr0.01_s2,1.57465
90000,A_w50_T10000_std_lr0.01_s3,1.65721
90000,A_w50_T10000_std_lr0.01_s4,1.23185
100000,A_w50_T10000_std_lr0.01_s0,2.98396
100000,A_w50_T10000_std_lr0.01_s1,1.33854
100000,A_w50_T10000_std_lr0.01_s2,1.06684
100000,A_w50_T10000_std_lr0.01_s3,2.38196
100000,A_w50_T10000_std_lr0.01_s4,0.787788
110000,A_w50_T10000_std_lr0.01_s0,3.55882
110000,A_w50_T10000_std_lr0.01_s1,5.47516
110000,A_w50_T10000_std_lr0.01_s2,1.49303
110000,A_w50_T10000_std_lr0.01_s3,2.02933
110000,A_w50_T10000_std_lr0.01_s4,2.40428
120000,A_w50_T10000_std_lr0.01_s0,1.11202
120000,A_w50_T10000_std_lr0.01_s1,1.52982
120000,A_w50_T10000_std_lr0.01_s2,1.05051
120000,A_w50_T10000_std_lr0.01_s3,1.2305
120000,A_w50_T10000_std_lr0.01_s4,5.01972
130000,A_w50_T10000_std_lr0.01_s0,4.79949
130000,A_w50_T10000_std_lr0.01_s1,1.44761
130000,A_w50_T10000_std_lr0.01_s2,3.70488
130000,A_w50_T10000_std_lr0.01_s3,1.40298
130000,A_w50_T10000_std_lr0.01_s4,4.79165
140000,A_w50_T10000_std_lr0.01_s0,1.30207
140000,A_w50_T10000_std_lr0.01_s1,3.2192
140000,A_w50_T10000_std_lr0.01_s2,1.10043
140000,A_w50_T10000_std_lr0.01_s3,2.44177
140000,A_w50_T10000_std_lr0.01_s4,3.0661
150000,A_w50_T10000_std_lr0.01_s0,1.30026
150000,A_w50_T10000_std_lr0.01_s1,0.772687
150000,A_w50_T10000_std_lr0.01_s2,1.92633
150000,A_w50_T10000_std_lr0.01_s3,2.16491
150000,A_w50_T10000_std_lr0.01_s4,3.34439
160000,A_w50_T10000_std_lr0.01_s0,0.772167
160000,A_w50_T10000_std_lr0.01_s1,7.25642
160000,A_w50_T10000_std_lr0.01_s2,1.15388
160000,A_w50_T10000_std_lr0.01_s3,0.616075
160000,A_w50_T10000_std_lr0.01_s4,2.55173
