switch_step,run_id,post_err
10000,A_w5_T10000_std_lr0.01_bfull_s0,1.60191
10000,A_w5_T10000_std_lr0.01_bfull_s1,0.502811
10000,A_w5_T10000_std_lr0.01_bfull_s2,1.71786
10000,A_w5_T10000_std_lr0.01_bfull_s3,2.21101
10000,A_w5_T10000_std_lr0.01_bfull_s4,1.9406
20000,A_w5_T10000_std_lr0.01_bfull_s0,1.54727
20000,A_w5_T10000_std_lr0.01_bfull_s1,0.758519
20000,A_w5_T10000_std_lr0.01_bfull_s2,1.28057
20000,A_w5_T10000_std_lr0.01_bfull_s3,1.40967
20000,A_w5_T10000_std_lr0.01_bfull_s4,4.45917
30000,A_w5_T10000_std_lr0.01_bfull_s0,1.18347
30000,A_w5_T10000_std_lr0.01_bfull_s1,1.90272
30000,A_w5_T10000_std_lr0.01_bfull_s2,1.57444
30000,A_w5_T10000_std_lr0.01_bfull_s3,1.37927
30000,A_w5_T10000_std_lr0.01_bfull_s4,1.18185
40000,A_w5_T10000_std_lr0.01_bfull_s0,1.42819
40000,A_w5_T10000_std_lr0.01_bfull_s1,4.24991
40000,A_w5_T10000_std_lr0.01_bfull_s2,0.900863
40000,A_w5_T10000_std_lr0.01_bfull_s3,1.27843
40000,A_w5_T10000_std_lr0.01_bfull_s4,2.74454
50000,A_w5_T10000_std_lr0.01_bfull_s0,4.39879
50000,A_w5_T10000_std_lr0.01_bfull_s1,3.25446
50000,A_w5_T10000_std_lr0.01_bfull_s2,0.670997
50000,A_w5_T10000_std_lr0.01_bfull_s3,1.8125
50000,A_w5_T10000_std_lr0.01_bfull_s4,2.73823
60000,A_w5_T10000_std_lr0.01_bfull_s0,1.22744
60000,A_w5_T10000_std_lr0.01_bfull_s1,6.00891
60000,A_w5_T10000_std_lr0.01_bfull_s2,0.533153
60000,A_w5_T10000_std_lr0.01_bfull_s3,1.95483
60000,A_w5_T10000_std_lr0.01_bfull_s4,1.67989
70000,A_w5_T10000_std_lr0.01_bfull_s0,1.07029
70000,A_w5_T10000_std_lr0.01_bfull_s1,1.44864
70000,A_w5_T10000_std_lr0.01_bfull_s2,0.496978
70000,A_w5_T10000_std_lr0.01_bfull_s3,8.28908
70000,A_w5_T10000_std_lr0.01_bfull_s4,1.30835
80000,A_w5_T10000_std_lr0.01_bfull_s0,1.14066
80000,A_w5_T10000_std_lr0.01_bfull_s1,1.19575
80000,A_w5_T10000_std_lr0.01_bfull_s2,0.951105
80000,A_w5_T10000_std_lr0.01_bfull_s3,1.78645
80000,A_w5_T10000_std_lr0.01_bfull_s4,6.47301
90000,A_w5_T10000_std_lr0.01_bfull_s0,1.29329
90000,A_w5_T10000_std_lr0.01_bfull_s1,0.98693
90000,A_w5_T10000_std_lr0.01_bfull_s2,1.09311
90000,A_w5_T10000_std_lr0.01_bfull_s3,1.26046
90000,A_w5_T10000_std_lr0.01_bfull_s4,1.51425
100000,A_w5_T10000_std_lr0.01_bfull_s0,1.59119
100000,A_w5_T10000_std_lr0.01_bfull_s1,1.60212
100000,A_w5_T10000_std_lr0.01_bfull_s2,1.07364
100000,A_w5_T10000_std_lr0.01_bfull_s3,1.17151
100000,A_w5_T10000_std_lr0.01_bfull_s4,1.67449
110000,A_w5_T10000_std_lr0.01_bfull_s0,1.44013
110000,A_w5_T10000_std_lr0.01_bfull_s1,1.0756
110000,A_w5_T10000_std_lr0.01_bfull_s2,1.4897
110000,A_w5_T10000_std_lr0.01_bfull_s3,1.71618
110000,A_w5_T10000_std_lr0.01_bfull_s4,3.89938
120000,A_w5_T10000_std_lr0.01_bfull_s0,2.00196
120000,A_w5_T10000_std_lr0.01_bfull_s1,1.22764
120000,A_w5_T10000_std_lr0.01_bfull_s2,1.44533
120000,A_w5_T10000_std_lr0.01_bfull_s3,2.23508
120000,A_w5_T10000_std_lr0.01_bfull_s4,1.2867
130000,A_w5_T10000_std_lr0.01_bfull_s0,1.81131
130000,A_w5_T10000_std_lr0.01_bfull_s1,0.743495
130000,A_w5_T10000_std_lr0.01_bfull_s2,4.30674
130000,A_w5_T10000_std_lr0.01_bfull_s3,2.10747
130000,A_w5_T10000_std_lr0.01_bfull_s4,0.553775
140000,A_w5_T10000_std_lr0.01_bfull_s0,3.41554
140000,A_w5_T10000_std_lr0.01_bfull_s1,7.71417
140000,A_w5_T10000_std_lr0.01_bfull_s2,6.46684
140000,A_w5_T10000_std_lr0.01_bfull_s3,1.31401
140000,A_w5_T10000_std_lr0.01_bfull_s4,1.27019
150000,A_w5_T10000_std_lr0.01_bfull_s0,0.66677
150000,A_w5_T10000_std_lr0.01_bfull_s1,0.670907
150000,A_w5_T10000_std_lr0.01_bfull_s2,3.59127
150000,A_w5_T10000_std_lr0.01_bfull_s3,2.38238
150000,A_w5_T10000_std_lr0.01_bfull_s4,2.44215
160000,A_w5_T10000_std_lr0.01_bfull_s0,3.06111
160000,A_w5_T10000_std_lr0.01_bfull_s1,1.30879
160000,A_w5_T10000_std_lr0.01_bfull_s2,4.91207
160000,A_w5_T10000_std_lr0.01_bfull_s3,1.27822
160000,A_w5_T10000_std_lr0.01_bfull_s4,1.15509
170000,A_w5_T10000_std_lr0.01_bfull_s0,1.67881
170000,A_w5_T10000_std_lr0.01_bfull_s1,1.15211
170000,A_w5_T10000_std_lr0.01_bfull_s2,1.38338
170000,A_w5_T10000_std_lr0.01_bfull_s3,1.84549
170000,A_w5_T10000_std_lr0.01_bfull_s4,2.74235
180000,A_w5_T10000_std_lr0.01_bfull_s0,1.32627
180000,A_w5_T10000_std_lr0.01_bfull_s1,3.40353
180000,A_w5_T10000_std_lr0.01_bfull_s2,6.85814
180000,A_w5_T10000_std_lr0.01_bfull_s3,2.84211
180000,A_w5_T10000_std_lr0.01_bfull_s4,1.12122
190000,A_w5_T10000_std_lr0.01_bfull_s0,1.18434
190000,A_w5_T10000_std_lr0.01_bfull_s1,0.977895
190000,A_w5_T10000_std_lr0.01_bfull_s2,3.96308
190000,A_w5_T10000_std_lr0.01_bfull_s3,0.626813
190000,A_w5_T10000_std_lr0.01_bfull_s4,2.69304
200000,A_w5_T10000_std_lr0.01_bfull_s0,1.19681
200000,A_w5_T10000_std_lr0.01_bfull_s1,0.75933
200000,A_w5_T10000_std_lr0.01_bfull_s2,2.93891
200000,A_w5_T10000_std_lr0.01_bfull_s3,1.60922
200000,A_w5_T10000_std_lr0.01_bfull_s4,1.95115
210000,A_w5_T10000_std_lr0.01_bfull_s0,0.937371
210000,A_w5_T10000_std_lr0.01_bfull_s1,1.07371
210000,A_w5_T10000_std_lr0.01_bfull_s2,3.56671
210000,A_w5_T10000_std_lr0.01_bfull_s3,0.904617
210000,A_w5_T10000_std_lr0.01_bfull_s4,1.32669
220000,A_w5_T10000_std_lr0.01_bfull_s0,1.41875
220000,A_w5_T10000_std_lr0.01_bfull_s1,0.961848
220000,A_w5_T10000_std_lr0.01_bfull_s2,2.98511
220000,A_w5_T10000_std_lr0.01_bfull_s3,0.854941
220000,A_w5_T10000_std_lr0.01_bfull_s4,1.46348
230000,A_w5_T10000_std_lr0.01_bfull_s0,2.19666
230000,A_w5_T10000_std_lr0.01_bfull_s1,0.87035
230000,A_w5_T10000_std_lr0.01_bfull_s2,3.45467
230000,A_w5_T10000_std_lr0.01_bfull_s3,2.09161
230000,A_w5_T10000_std_lr0.01_bfull_s4,1.69289
240000,A_w5_T10000_std_lr0.01_bfull_s0,1.02096
240000,A_w5_T10000_std_lr0.01_bfull_s1,1.99899
240000,A_w5_T10000_std_lr0.01_bfull_s2,1.87681
240000,A_w5_T10000_std_lr0.01_bfull_s3,0.979048
240000,A_w5_T10000_std_lr0.01_bfull_s4,10.7738
250000,A_w5_T10000_std_lr0.01_bfull_s0,1.88357
250000,A_w5_T10000_std_lr0.01_bfull_s1,0.991559
250000,A_w5_T10000_std_lr0.01_bfull_s2,0.905845
250000,A_w5_T10000_std_lr0.01_bfull_s3,1.55823
250000,A_w5_T10000_std_lr0.01_bfull_s4,2.84653
260000,A_w5_T10000_std_lr0.01_bfull_s0,2.41003
260000,A_w5_T10000_std_lr0.01_bfull_s1,1.55511
260000,A_w5_T10000_std_lr0.01_bfull_s2,0.938988
260000,A_w5_T10000_std_lr0.01_bfull_s3,0.889457
260000,A_w5_T10000_std_lr0.01_bfull_s4,1.98093
270000,A_w5_T10000_std_lr0.01_bfull_s0,2.31516
