switch_step,run_id,post_err
10000,B_w100_K10000_c2.0_lr0.01_bfull_s0,1.15017
10000,B_w100_K10000_c2.0_lr0.01_bfull_s1,0.838672
10000,B_w100_K10000_c2.0_lr0.01_bfull_s2,0.992093
10000,B_w100_K10000_c2.0_lr0.01_bfull_s3,1.14543
10000,B_w100_K10000_c2.0_lr0.01_bfull_s4,0.911614
20000,B_w100_K10000_c2.0_lr0.01_bfull_s0,0.965017
20000,B_w100_K10000_c2.0_lr0.01_bfull_s1,0.828606
20000,B_w100_K10000_c2.0_lr0.01_bfull_s2,0.94923
20000,B_w100_K10000_c2.0_lr0.01_bfull_s3,1.21422
20000,B_w100_K10000_c2.0_lr0.01_bfull_s4,1.13782
30000,B_w100_K10000_c2.0_lr0.01_bfull_s0,1.46
30000,B_w100_K10000_c2.0_lr0.01_bfull_s1,0.853234
30000,B_w100_K10000_c2.0_lr0.01_bfull_s2,0.84371
30000,B_w100_K10000_c2.0_lr0.01_bfull_s3,0.847816
30000,B_w100_K10000_c2.0_lr0.01_bfull_s4,1.08399
40000,B_w100_K10000_c2.0_lr0.01_bfull_s0,1.27475
40000,B_w100_K10000_c2.0_lr0.01_bfull_s1,0.990138
40000,B_w100_K10000_c2.0_lr0.01_bfull_s2,0.837557
40000,B_w100_K10000_c2.0_lr0.01_bfull_s3,0.983874
40000,B_w100_K10000_c2.0_lr0.01_bfull_s4,0.782231
50000,B_w100_K10000_c2.0_lr0.01_bfull_s0,1.07329
50000,B_w100_K10000_c2.0_lr0.01_bfull_s1,0.84797
50000,B_w100_K10000_c2.0_lr0.01_bfull_s2,0.954796
50000,B_w100_K10000_c2.0_lr0.01_bfull_s3,1.21514
50000,B_w100_K10000_c2.0_lr0.01_bfull_s4,0.909925
60000,B_w100_K10000_c2.0_lr0.01_bfull_s0,1.44454
60000,B_w100_K10000_c2.0_lr0.01_bfull_s1,1.37122
60000,B_w100_K10000_c2.0_lr0.01_bfull_s2,1.07772
60000,B_w100_K10000_c2.0_lr0.01_bfull_s3,1.12514
60000,B_w100_K10000_c2.0_lr0.01_bfull_s4,0.73154
70000,B_w100_K10000_c2.0_lr0.01_bfull_s0,0.919367
70000,B_w100_K10000_c2.0_lr0.01_bfull_s1,1.01336
70000,B_w100_K10000_c2.0_lr0.01_bfull_s2,1.09743
70000,B_w100_K10000_c2.0_lr0.01_bfull_s3,0.819762
70000,B_w100_K10000_c2.0_lr0.01_bfull_s4,0.704902
80000,B_w100_K10000_c2.0_lr0.01_bfull_s0,0.765937
80000,B_w100_K10000_c2.0_lr0.01_bfull_s1,0.977218
80000,B_w100_K10000_c2.0_lr0.01_bfull_s2,2.04847
80000,B_w100_K10000_c2.0_lr0.01_bfull_s3,0.900745
80000,B_w100_K10000_c2.0_lr0.01_bfull_s4,0.635886
90000,B_w100_K10000_c2.0_lr0.01_bfull_s0,1.00051
90000,B_w100_K10000_c2.0_lr0.01_bfull_s1,1.22578
90000,B_w100_K10000_c2.0_lr0.01_bfull_s2,1.59622
90000,B_w100_K10000_c2.0_lr0.01_bfull_s3,1.07032
90000,B_w100_K10000_c2.0_lr0.01_bfull_s4,0.852642
100000,B_w100_K10000_c2.0_lr0.01_bfull_s0,1.5076
100000,B_w100_K10000_c2.0_lr0.01_bfull_s1,0.583478
100000,B_w100_K10000_c2.0_lr0.01_bfull_s2,1.3421
100000,B_w100_K10000_c2.0_lr0.01_bfull_s3,1.27791
100000,B_w100_K10000_c2.0_lr0.01_bfull_s4,0.692264
110000,B_w100_K10000_c2.0_lr0.01_bfull_s0,0.985019
110000,B_w100_K10000_c2.0_lr0.01_bfull_s1,0.744466
110000,B_w100_K10000_c2.0_lr0.01_bfull_s2,0.945914
110000,B_w100_K10000_c2.0_lr0.01_bfull_s3,0.980824
110000,B_w100_K10000_c2.0_lr0.01_bfull_s4,1.05251
120000,B_w100_K10000_c2.0_lr0.01_bfull_s0,1.31929
120000,B_w100_K10000_c2.0_lr0.01_bfull_s1,0.720435
120000,B_w100_K10000_c2.0_lr0.01_bfull_s2,0.689813
120000,B_w100_K10000_c2.0_lr0.01_bfull_s3,0.869399
120000,B_w100_K10000_c2.0_lr0.01_bfull_s4,0.912173
130000,B_w100_K10000_c2.0_lr0.01_bfull_s0,1.04903
130000,B_w100_K10000_c2.0_lr0.01_bfull_s1,0.754343
130000,B_w100_K10000_c2.0_lr0.01_bfull_s2,0.70052
130000,B_w100_K10000_c2.0_lr0.01_bfull_s3,0.945325
130000,B_w100_K10000_c2.0_lr0.01_bfull_s4,1.25131
140000,B_w100_K10000_c2.0_lr0.01_bfull_s0,0.862667
140000,B_w100_K10000_c2.0_lr0.01_bfull_s1,0.979502
140000,B_w100_K10000_c2.0_lr0.01_bfull_s2,0.650221
140000,B_w100_K10000_c2.0_lr0.01_bfull_s3,1.19729
140000,B_w100_K10000_c2.0_lr0.01_bfull_s4,0.935868
150000,B_w100_K10000_c2.0_lr0.01_bfull_s0,1.16678
150000,B_w100_K10000_c2.0_lr0.01_bfull_s1,1.10895
150000,B_w100_K10000_c2.0_lr0.01_bfull_s2,0.623762
150000,B_w100_K10000_c2.0_lr0.01_bfull_s3,0.98639
150000,B_w100_K10000_c2.0_lr0.01_bfull_s4,0.884094
160000,B_w100_K10000_c2.0_lr0.01_bfull_s0,0.666315
160000,B_w100_K10000_c2.0_lr0.01_bfull_s1,1.08291
160000,B_w100_K10000_c2.0_lr0.01_bfull_s2,0.989286
160000,B_w100_K10000_c2.0_lr0.01_bfull_s3,0.627686
