exp,width,batch,c,gk,run_id,seed,s0,phase,dead_pre,ddead,ddead_norm,late_inc,excluded
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,410000.0,mid,0.62,-0.010000000000000009,-0.026315789473684233,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,420000.0,mid,0.59,-0.039999999999999925,-0.0975609756097559,-0.019999999999999907,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,430000.0,mid,0.54,0.026666666666666505,0.05797101449275328,-0.0033333333333334103,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,440000.0,mid,0.57,-0.009999999999999898,-0.023255813953488132,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,450000.0,mid,0.56,0.07999999999999996,0.18181818181818174,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,460000.0,mid,0.64,-0.030000000000000027,-0.08333333333333341,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,470000.0,mid,0.61,-0.030000000000000027,-0.07692307692307698,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,480000.0,mid,0.58,-0.019999999999999907,-0.047619047619047394,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,490000.0,mid,0.56,-0.11000000000000004,-0.2500000000000001,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,500000.0,mid,0.45,0.05333333333333329,0.09696969696969689,-0.00666666666666671,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,510000.0,mid,0.5,0.07999999999999996,0.15999999999999992,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,520000.0,mid,0.58,0.020000000000000018,0.04761904761904766,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,530000.0,mid,0.6,-0.020000000000000018,-0.050000000000000044,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,540000.0,mid,0.58,0.06000000000000005,0.14285714285714296,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,550000.0,mid,0.64,-0.020000000000000018,-0.05555555555555561,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,560000.0,mid,0.62,-0.050000000000000044,-0.13157894736842116,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,570000.0,mid,0.57,0.050000000000000044,0.11627906976744196,0.010000000000000009,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,580000.0,mid,0.62,0.050000000000000044,0.13157894736842116,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,590000.0,mid,0.67,0.029999999999999805,0.09090909090909033,-1.1102230246251565e-16,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,600000.0,mid,0.6999999999999998,0.0033333333333334103,0.011111111111111361,0.013333333333333308,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,610000.0,mid,0.7066666666666667,0.0033333333333332993,0.011363636363636248,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,620000.0,mid,0.71,0.020000000000000018,0.06896551724137936,0.010000000000000009,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,630000.0,mid,0.73,-0.013333333333333308,-0.049382716049382616,0.00666666666666671,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,640000.0,mid,0.7200000000000001,0.029999999999999916,0.10714285714285687,0.010000000000000009,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,650000.0,mid,0.7399999999999999,-0.019999999999999796,-0.07692307692307611,1.1102230246251565e-16,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,660000.0,mid,0.7200000000000001,0.009999999999999898,0.03571428571428536,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,670000.0,late,0.73,-0.05999999999999994,-0.222222222222222,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,680000.0,late,0.67,-0.026666666666666616,-0.08080808080808066,0.0033333333333334103,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,690000.0,late,0.64,-0.07999999999999996,-0.22222222222222213,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,700000.0,late,0.56,0.06999999999999995,0.159090909090909,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,710000.0,late,0.63,0.016666666666666607,0.04504504504504488,-0.0033333333333334103,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,720000.0,late,0.64,-0.06000000000000005,-0.16666666666666682,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,730000.0,late,0.58,0.07000000000000006,0.1666666666666668,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,740000.0,late,0.65,0.07999999999999996,0.22857142857142848,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,750000.0,late,0.73,0.040000000000000036,0.14814814814814828,-0.020000000000000018,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,760000.0,late,0.77,-0.030000000000000138,-0.13043478260869626,-1.1102230246251565e-16,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,770000.0,late,0.7366666666666667,0.0,0.0,0.00666666666666671,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,780000.0,late,0.7399999999999999,-0.05999999999999983,-0.23076923076923,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,790000.0,late,0.68,-0.040000000000000036,-0.12500000000000014,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,800000.0,late,0.64,0.040000000000000036,0.11111111111111122,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,810000.0,late,0.68,0.009999999999999898,0.031249999999999684,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,820000.0,late,0.69,-0.019999999999999907,-0.06451612903225776,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,830000.0,late,0.67,-0.07000000000000006,-0.21212121212121235,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,840000.0,late,0.6,-0.020000000000000018,-0.050000000000000044,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,850000.0,late,0.58,-0.039999999999999925,-0.09523809523809505,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,860000.0,late,0.54,-0.09000000000000002,-0.19565217391304354,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,870000.0,late,0.45,0.12999999999999995,0.23636363636363625,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,880000.0,late,0.58,0.006666666666666599,0.01587301587301571,-0.0033333333333334103,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,890000.0,late,0.59,-0.06999999999999995,-0.17073170731707304,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,900000.0,late,0.52,0.12,0.25,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,910000.0,late,0.65,-0.030000000000000027,-0.0857142857142858,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,920000.0,late,0.62,-0.06999999999999995,-0.18421052631578935,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,930000.0,late,0.55,0.029999999999999916,0.06666666666666649,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,940000.0,late,0.58,0.07000000000000006,0.1666666666666668,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,950000.0,late,0.64,0.09333333333333338,0.2592592592592594,0.0033333333333334103,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,960000.0,late,0.7399999999999999,-0.016666666666666607,-0.06410256410256385,0.013333333333333308,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,970000.0,late,0.73,0.06000000000000005,0.2222222222222224,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,980000.0,late,0.79,0.06999999999999995,0.33333333333333315,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s0,0,990000.0,late,0.86,-0.06333333333333324,-0.45238095238095166,-0.013333333333333308,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,10000.0,early,0.18333333333333335,0.06333333333333332,0.07755102040816325,-0.003333333333333327,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,20000.0,early,0.27,-0.003333333333333355,-0.00456621004566213,-0.003333333333333355,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,30000.0,early,0.27,-0.003333333333333355,-0.00456621004566213,0.006666666666666654,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,40000.0,early,0.27,0.0,0.0,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,50000.0,early,0.27,0.003333333333333355,0.00456621004566213,0.003333333333333355,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,60000.0,early,0.2733333333333334,0.07666666666666655,0.10550458715596316,0.009999999999999898,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,70000.0,early,0.36000000000000004,-0.050000000000000044,-0.07812500000000008,0.010000000000000009,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,80000.0,early,0.31,0.023333333333333317,0.033816425120772924,0.0033333333333332993,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,90000.0,early,0.34,-0.013333333333333364,-0.02020202020202025,-0.013333333333333364,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,100000.0,early,0.34,0.0,0.0,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,110000.0,early,0.34,0.0,0.0,-0.009999999999999953,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,120000.0,early,0.3499999999999999,0.07000000000000006,0.10769230769230777,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,130000.0,early,0.42,-0.05999999999999994,-0.10344827586206885,5.551115123125783e-17,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,140000.0,early,0.36000000000000004,0.04333333333333328,0.06770833333333326,-0.006666666666666654,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,150000.0,early,0.41,0.03333333333333338,0.056497175141243014,0.013333333333333364,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,160000.0,early,0.4466666666666667,-0.036666666666666736,-0.066265060240964,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,170000.0,early,0.41,-0.04999999999999993,-0.08474576271186428,5.551115123125783e-17,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,180000.0,early,0.36000000000000004,0.06999999999999995,0.10937499999999994,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,190000.0,early,0.43,0.07,0.12280701754385964,0.020000000000000018,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,200000.0,early,0.5,-0.020000000000000018,-0.040000000000000036,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,210000.0,early,0.48,0.0,0.0,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,220000.0,early,0.48,0.0,0.0,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,230000.0,early,0.48,-0.02999999999999997,-0.05769230769230763,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,240000.0,early,0.44,0.00666666666666671,0.01190476190476198,0.00666666666666671,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,250000.0,early,0.4566666666666667,0.0633333333333333,0.11656441717791406,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,260000.0,early,0.51,-0.020000000000000018,-0.04081632653061228,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,270000.0,early,0.49333333333333335,0.06666666666666671,0.13157894736842116,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,280000.0,early,0.56,-0.050000000000000044,-0.11363636363636376,0.010000000000000009,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,290000.0,early,0.51,0.050000000000000044,0.10204081632653071,0.010000000000000009,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,300000.0,early,0.56,-0.06000000000000005,-0.1363636363636365,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,310000.0,early,0.5,-0.08333333333333331,-0.16666666666666663,-0.0033333333333332993,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,320000.0,early,0.42,0.08666666666666673,0.14942528735632193,-0.023333333333333317,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,330000.0,early,0.52,0.04999999999999993,0.10416666666666653,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,340000.0,mid,0.5666666666666665,0.020000000000000018,0.046153846153846184,0.006666666666666599,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,350000.0,mid,0.59,-0.06999999999999995,-0.17073170731707304,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,360000.0,mid,0.52,0.036666666666666736,0.07638888888888903,-0.0033333333333332993,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,370000.0,mid,0.56,0.019999999999999907,0.04545454545454525,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,380000.0,mid,0.58,0.030000000000000027,0.07142857142857148,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,390000.0,mid,0.61,0.00666666666666671,0.017094017094017203,-0.0033333333333332993,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,400000.0,mid,0.63,-0.08333333333333326,-0.22522522522522503,-0.0033333333333332993,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,410000.0,mid,0.55,-0.06666666666666671,-0.14814814814814825,-0.006666666666666654,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,420000.0,mid,0.49,0.0,0.0,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,430000.0,mid,0.49,0.07000000000000006,0.13725490196078444,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,440000.0,mid,0.56,-0.01666666666666672,-0.037878787878788,-0.00666666666666671,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,450000.0,mid,0.5533333333333333,-0.053333333333333344,-0.11940298507462689,-0.010000000000000009,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,460000.0,mid,0.5,0.08999999999999997,0.17999999999999994,0.020000000000000018,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,470000.0,mid,0.58,-0.029999999999999916,-0.07142857142857122,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,480000.0,mid,0.55,-0.026666666666666727,-0.0592592592592594,0.0033333333333332993,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,490000.0,mid,0.53,0.05666666666666653,0.12056737588652454,0.006666666666666599,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,500000.0,mid,0.5866666666666666,-0.05333333333333323,-0.12903225806451585,-0.00666666666666671,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,510000.0,mid,0.5366666666666667,-0.07666666666666672,-0.1654676258992807,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,520000.0,mid,0.46,0.026666666666666616,0.049382716049382616,0.006666666666666654,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,530000.0,mid,0.49,0.01666666666666672,0.0326797385620916,0.00666666666666671,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,540000.0,mid,0.5066666666666667,-0.04999999999999999,-0.10135135135135134,0.00666666666666671,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,550000.0,mid,0.46,-0.07999999999999996,-0.14814814814814806,-0.009999999999999953,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,560000.0,mid,0.38000000000000006,0.009999999999999898,0.016129032258064356,-5.551115123125783e-17,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,570000.0,mid,0.38999999999999996,0.030000000000000027,0.04918032786885249,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,580000.0,mid,0.42,0.010000000000000009,0.01724137931034484,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,590000.0,mid,0.43,0.010000000000000009,0.01754385964912282,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,600000.0,mid,0.44,0.043333333333333335,0.07738095238095237,-0.006666666666666654,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,610000.0,mid,0.47,-0.03999999999999998,-0.0754716981132075,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,620000.0,mid,0.43,-0.06999999999999995,-0.12280701754385955,5.551115123125783e-17,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,630000.0,mid,0.36000000000000004,0.04999999999999993,0.0781249999999999,-0.010000000000000009,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,640000.0,mid,0.41,0.10000000000000003,0.16949152542372883,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,650000.0,mid,0.51,0.0,0.0,0.010000000000000009,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,660000.0,mid,0.51,-0.04999999999999999,-0.10204081632653059,0.010000000000000009,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,670000.0,late,0.46,0.04999999999999999,0.09259259259259256,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,680000.0,late,0.51,-0.020000000000000018,-0.04081632653061228,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,690000.0,late,0.49,0.11666666666666659,0.22875816993464035,0.006666666666666599,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,700000.0,late,0.6066666666666666,-0.026666666666666616,-0.06779661016949139,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,710000.0,late,0.58,0.0033333333333334103,0.007936507936508118,0.0033333333333334103,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,720000.0,late,0.59,-0.020000000000000018,-0.048780487804878085,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,730000.0,late,0.57,0.07666666666666666,0.1782945736434108,-0.0033333333333334103,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,740000.0,late,0.65,-0.040000000000000036,-0.1142857142857144,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,750000.0,late,0.61,-0.07999999999999996,-0.205128205128205,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,760000.0,late,0.53,0.04999999999999993,0.10638297872340412,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,770000.0,late,0.58,0.06000000000000005,0.14285714285714296,0.0,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,780000.0,late,0.64,-0.0033333333333332993,-0.009259259259259165,-0.0033333333333332993,False
A,100,full,,A_w100,A_w100_T10000_std_lr0.01_bfull_s1,1,790000.0,late,0.63,-0.010000000000000009,-0.027027027027027053,0.0,False
