switch_step,run_id,post_err
10000,A_w20_T10000_std_lr0.01_s0,0.906727
10000,A_w20_T10000_std_lr0.01_s1,1.17612
10000,A_w20_T10000_std_lr0.01_s2,6.30238
10000,A_w20_T10000_std_lr0.01_s3,2.5019
10000,A_w20_T10000_std_lr0.01_s4,0.576537
20000,A_w20_T10000_std_lr0.01_s0,0.720894
20000,A_w20_T10000_std_lr0.01_s1,0.618412
20000,A_w20_T10000_std_lr0.01_s2,5.09897
20000,A_w20_T10000_std_lr0.01_s3,3.47804
20000,A_w20_T10000_std_lr0.01_s4,1.57309
30000,A_w20_T10000_std_lr0.01_s0,0.755854
30000,A_w20_T10000_std_lr0.01_s1,2.63845
30000,A_w20_T10000_std_lr0.01_s2,1.27009
30000,A_w20_T10000_std_lr0.01_s3,3.7484
30000,A_w20_T10000_std_lr0.01_s4,1.16668
40000,A_w20_T10000_std_lr0.01_s0,0.588706
40000,A_w20_T10000_std_lr0.01_s1,0.392283
40000,A_w20_T10000_std_lr0.01_s2,5.12252
40000,A_w20_T10000_std_lr0.01_s3,4.90074
40000,A_w20_T10000_std_lr0.01_s4,1.10434
50000,A_w20_T10000_std_lr0.01_s0,0.475471
50000,A_w20_T10000_std_lr0.01_s1,0.502745
50000,A_w20_T10000_std_lr0.01_s2,3.42535
50000,A_w20_T10000_std_lr0.01_s3,2.63821
50000,A_w20_T10000_std_lr0.01_s4,2.02623
60000,A_w20_T10000_std_lr0.01_s0,0.907907
60000,A_w20_T10000_std_lr0.01_s1,1.10603
60000,A_w20_T10000_std_lr0.01_s2,1.32676
60000,A_w20_T10000_std_lr0.01_s3,1.05558
60000,A_w20_T10000_std_lr0.01_s4,5.86431
70000,A_w20_T10000_std_lr0.01_s0,1.81432
70000,A_w20_T10000_std_lr0.01_s1,1.28509
70000,A_w20_T10000_std_lr0.01_s2,1.4497
70000,A_w20_T10000_std_lr0.01_s3,1.12975
70000,A_w20_T10000_std_lr0.01_s4,1.6801
80000,A_w20_T10000_std_lr0.01_s0,1.19781
80000,A_w20_T10000_std_lr0.01_s1,0.939205
80000,A_w20_T10000_std_lr0.01_s2,2.60133
80000,A_w20_T10000_std_lr0.01_s3,2.09195
80000,A_w20_T10000_std_lr0.01_s4,2.30739
90000,A_w20_T10000_std_lr0.01_s0,2.86106
90000,A_w20_T10000_std_lr0.01_s1,1.81946
90000,A_w20_T10000_std_lr0.01_s2,3.24193
90000,A_w20_T10000_std_lr0.01_s3,2.42812
90000,A_w20_T10000_std_lr0.01_s4,4.05157
100000,A_w20_T10000_std_lr0.01_s0,1.62653
100000,A_w20_T10000_std_lr0.01_s1,0.630541
100000,A_w20_T10000_std_lr0.01_s2,3.43998
100000,A_w20_T10000_std_lr0.01_s3,2.07188
100000,A_w20_T10000_std_lr0.01_s4,7.44748
110000,A_w20_T10000_std_lr0.01_s0,3.74998
110000,A_w20_T10000_std_lr0.01_s1,0.61243
110000,A_w20_T10000_std_lr0.01_s2,0.80407
110000,A_w20_T10000_std_lr0.01_s3,2.32284
110000,A_w20_T10000_std_lr0.01_s4,3.35736
120000,A_w20_T10000_std_lr0.01_s0,2.3843
120000,A_w20_T10000_std_lr0.01_s1,3.96355
120000,A_w20_T10000_std_lr0.01_s2,0.9838
120000,A_w20_T10000_std_lr0.01_s3,0.728771
120000,A_w20_T10000_std_lr0.01_s4,2.56943
130000,A_w20_T10000_std_lr0.01_s0,2.60711
130000,A_w20_T10000_std_lr0.01_s1,2.13281
130000,A_w20_T10000_std_lr0.01_s2,0.795751
130000,A_w20_T10000_std_lr0.01_s3,1.09974
130000,A_w20_T10000_std_lr0.01_s4,2.68809
140000,A_w20_T10000_std_lr0.01_s0,0.879874
140000,A_w20_T10000_std_lr0.01_s1,1.39393
140000,A_w20_T10000_std_lr0.01_s2,2.53685
140000,A_w20_T10000_std_lr0.01_s3,1.52059
140000,A_w20_T10000_std_lr0.01_s4,3.57885
150000,A_w20_T10000_std_lr0.01_s0,0.661517
150000,A_w20_T10000_std_lr0.01_s1,1.48441
150000,A_w20_T10000_std_lr0.01_s2,1.31629
150000,A_w20_T10000_std_lr0.01_s3,0.329213
150000,A_w20_T10000_std_lr0.01_s4,3.60253
160000,A_w20_T10000_std_lr0.01_s0,1.06127
160000,A_w20_T10000_std_lr0.01_s1,1.15463
160000,A_w20_T10000_std_lr0.01_s2,0.695939
160000,A_w20_T10000_std_lr0.01_s3,0.697596
160000,A_w20_T10000_std_lr0.01_s4,1.73379
170000,A_w20_T10000_std_lr0.01_s0,0.259263
170000,A_w20_T10000_std_lr0.01_s1,1.54397
170000,A_w20_T10000_std_lr0.01_s2,0.83106
170000,A_w20_T10000_std_lr0.01_s3,1.8796
170000,A_w20_T10000_std_lr0.01_s4,1.29056
180000,A_w20_T10000_std_lr0.01_s0,2.68912
180000,A_w20_T10000_std_lr0.01_s1,0.388648
180000,A_w20_T10000_std_lr0.01_s2,0.701517
180000,A_w20_T10000_std_lr0.01_s3,1.89127
180000,A_w20_T10000_std_lr0.01_s4,2.53661
190000,A_w20_T10000_std_lr0.01_s0,0.794834
190000,A_w20_T10000_std_lr0.01_s1,0.997287
190000,A_w20_T10000_std_lr0.01_s2,2.46803
190000,A_w20_T10000_std_lr0.01_s3,2.35181
190000,A_w20_T10000_std_lr0.01_s4,1.55333
200000,A_w20_T10000_std_lr0.01_s0,1.00318
200000,A_w20_T10000_std_lr0.01_s1,1.9466
200000,A_w20_T10000_std_lr0.01_s2,0.790851
200000,A_w20_T10000_std_lr0.01_s3,0.516025
200000,A_w20_T10000_std_lr0.01_s4,3.40073
210000,A_w20_T10000_std_lr0.01_s0,2.53252
